FID,omschr,doorrijhgt,invent_oms,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
kunstinweg_wegvak.1422,Viaduct,0,VIAD.O/D BOEKELOSESTRAAT,,506339046,2021-10-01T00:00:00,42,65,050633904620211001,LTK0000431604,L,I,,"LINESTRING (253055.58839999884 469527.27259999886, 253050.70199999958 469517.10350000113, 253045.98380000144 469506.3775999993)"
kunstinweg_wegvak.1423,Brug,0,'DINTELHAVENBRUG'O/D DINTELHAVEN,,600100952,2021-10-01T00:00:00,20,364,060010095220211001,LTK0000431344,L,I,,"LINESTRING (69514.23389999941 439414.77160000056, 69486.09169999883 439404.5273000002, 69451.6810999997 439392.47740000114, 69201.58689999953 439309.76260000095, 69191.01850000024 439300.5791000016)"
kunstinweg_wegvak.1424,Brug,0,'DINTELHAVENBRUG'O/D DINTELHAVEN,,138278009,2022-02-01T00:00:00,0,185,013827800920220201,LTK0000431346,R,I,,"LINESTRING (69370.69000000134 439344.64820000157, 69383.67410000041 439343.29129999876, 69462.65480000153 439369.20320000127, 69472.17550000176 439372.2633999996, 69482.18310000002 439375.2006999999, 69496.55570000038 439378.8049999997, 69506.3125 439380.95749999955, 69516.12999999896 439382.8594999984, 69533.3797999993 439385.7448000014, 69549.35220000148 439387.7179999985)"
kunstinweg_wegvak.1425,Brug,0,CALANDBRUG O/H CALANDKANAAL (BEW. GED.),,600101232,2021-10-01T00:00:00,87,158,060010123220211001,LTK0000431360,L,I,,"LINESTRING (75222.29600000009 435399.5102000013, 75152.1799999997 435388.3414000012)"
kunstinweg_wegvak.1426,Viaduct,0,VIAD. O/H SPOOR,,265296039,2021-08-01T00:00:00,0,25,026529603920210801,LTK0000422717,R,I,,"LINESTRING (132722.05000000075 448058.2829999998, 132745.62909999862 448066.59120000154)"
kunstinweg_wegvak.1427,Viaduct,0,VIAD.,,253309048,2021-08-01T00:00:00,212,215,025330904820210801,LTK0000423506,R,I,,"LINESTRING (126746.64490000159 454681.1779999994, 126749.21620000154 454679.63259999827)"
kunstinweg_wegvak.1428,Viaduct,0,VIAD.OVER VBW.g ='KP.LUNETTEN',,276303022,2021-08-01T00:00:00,277,342,027630302220210801,LTK0000423513,R,I,,"LINESTRING (138566.65630000085 451959.31909999996, 138614.22399999946 451975.6279999986, 138627.94469999894 451980.94299999997)"
kunstinweg_wegvak.1429,Viaduct,0,VIAD.O/D SPOORWEG UTRECHT - 's-HERTOGENBOSCH,,276303022,2021-08-01T00:00:00,609,678,027630302220210801,LTK0000423514,R,I,,"LINESTRING (138871.97430000082 452088.96599999815, 138894.2030000016 452099.6030000001, 138934.2287000008 452118.72150000185)"
kunstinweg_wegvak.1430,Viaduct,0,VIAD.OVER VBW.s ='KP.LUNETTEN',,600127885,2022-01-01T00:00:00,232,302,060012788520220101,LTK0000423521,L,I,,"LINESTRING (138051.04349999875 451947.9408, 138035.26300000027 451951.41800000146, 137997.2890000008 451959.51099999994, 137982.315200001 451960.6099999994)"
kunstinweg_wegvak.1431,Viaduct,0,VIAD.OVER RW. 27 ='KP.LUNETTEN',,600127898,2021-08-01T00:00:00,96,167,060012789820210801,LTK0000423522,L,I,,"LINESTRING (138392.58680000156 451957.4827999994, 138323.17309999838 451942.5582999997)"
kunstinweg_wegvak.1432,Brug,0,BRUG O/D HAARLEMMERVAART (VAST) & HAARLEMMERWEG,,236378074,2021-10-01T00:00:00,394,477,023637807420211001,LTK0000430747,L,I,,"LINESTRING (118050.32930000126 488726.3601000011, 118052.41939999908 488643.38639999926)"
kunstinweg_wegvak.1433,Brug,0,BRUG O/D MEERBURGERWATERING (VAST),,189323032,2021-10-01T00:00:00,75,87,018932303220211001,LTK0000430765,R,I,,"LINESTRING (95045.25609999895 461584.938099999, 95056.08949999884 461579.77690000087)"
kunstinweg_wegvak.1434,Brug,0,BRUG O/D MEERBURGERWATERING (VAST),,600113438,2021-10-01T00:00:00,8,20,060011343820211001,LTK0000430765,L,I,,"LINESTRING (95063.80209999904 461594.5080000013, 95053.002700001 461599.7399000004)"
kunstinweg_wegvak.1435,Onderdoorgang (voetgangers/fietsers/eco),0,VIAD.OVER FIETSTUNNEL,,206319032,2021-10-01T00:00:00,233,242,020631903220211001,LTK0000430776,R,I,,"LINESTRING (103175.32050000131 459414.6484000012, 103180.90769999847 459407.59270000085)"
kunstinweg_wegvak.1436,Onderdoorgang (voetgangers/fietsers/eco),0,VIAD.OVER FIETSTUNNEL,,600115370,2021-10-01T00:00:00,1997,2006,060011537020211001,LTK0000430776,L,I,,"LINESTRING (103191.83320000023 459419.9332999997, 103186.2313000001 459426.97729999945)"
kunstinweg_wegvak.1437,Tunnel,0,AQUADUCT 'ALPHEN-AQUADUCT'I/D GOUWE (OPEN GED.),,600120565,2021-10-01T00:00:00,541,939,060012056520211001,LTK0000430781,L,I,,"LINESTRING (105885.82899999991 458381.5507000014, 105870.10869999975 458380.007100001, 105799.28689999878 458372.2137000002, 105759.57330000028 458367.4310999997, 105700.03559999913 458359.99650000036, 105660.36549999937 458354.867899999, 105600.89649999887 458346.8874000013, 105521.65529999882 458335.84270000085, 105491.03139999881 458331.39939999953)"
kunstinweg_wegvak.1438,Tunnel,0,AQUADUCT 'ALPHEN-AQUADUCT'I/D GOUWE (OPEN GED.),,600120809,2021-10-01T00:00:00,436,833,060012080920211001,LTK0000430781,R,I,,"LINESTRING (105488.90170000121 458321.19839999825, 105498.14790000021 458322.64609999955, 105557.51799999923 458331.31859999895, 105646.5262000002 458343.5256999992, 105745.71299999952 458356.2529999986, 105785.41950000077 458361.09430000186, 105833.93930000067 458366.6849000007, 105882.63670000061 458371.73160000145)"
kunstinweg_wegvak.1439,Brug,0,BURG 'O/D OOSTVAART',,213316008,2021-10-01T00:00:00,1124,1129,021331600820211001,LTK0000430784,R,I,,"LINESTRING (107728.54179999977 457990.9136000015, 107733.14829999954 457988.96920000017)"
kunstinweg_wegvak.1440,Brug,0,BRUG 'O/D VAART',,600120266,2021-10-01T00:00:00,282,286,060012026620211001,LTK0000430786,L,I,,"LINESTRING (109933.21680000052 456253.3841000013, 109931.30730000138 456256.8990000002)"
kunstinweg_wegvak.1441,Brug,0,BRUD O/D VAART,,600121829,2021-10-01T00:00:00,1197,1241,060012182920211001,LTK0000430788,L,I,,"LINESTRING (110471.11910000071 455321.25569999963, 110448.18279999867 455358.80469999835)"
kunstinweg_wegvak.1442,Brug,0,VIAD.,,160181017,2021-07-01T00:00:00,167,285,016018101720210701,LTK0000418859,R,I,,"LINESTRING (80474.0513000004 390699.3456999995, 80469.36620000005 390691.9433000013, 80459.6261 390680.2025000006, 80450.03590000048 390670.877700001, 80395.06599999964 390628.8680000007, 80387.7648999989 390620.08199999854)"
kunstinweg_wegvak.1443,Viaduct,0,VIAD,,600138942,2021-08-01T00:00:00,494,510,060013894220210801,LTK0000418916,L,I,,"LINESTRING (164735.4787000008 506667.2939000018, 164737.2206000015 506651.38899999857)"
kunstinweg_wegvak.1444,Viaduct,0,VIAD O/D HOUTRIBWEG =N307,,600138942,2021-08-01T00:00:00,419,475,060013894220210801,LTK0000418917,L,I,,"LINESTRING (164728.88899999857 506741.99450000003, 164732.54399999976 506694.08999999985, 164733.4101999998 506686.1810000017)"
kunstinweg_wegvak.1445,Viaduct,0,VIAD O/D SLOOT,,600138942,2021-08-01T00:00:00,146,180,060013894220210801,LTK0000418918,L,I,,"LINESTRING (164596.38439999893 506906.8946999982, 164600.72100000083 506910.2520000003, 164624.6400000006 506920.3509999998, 164627.1897 506920.46180000156)"
kunstinweg_wegvak.1446,Viaduct,0,'VIAD. O/D RW A15',,147271025,2021-10-01T00:00:00,0,37,014727102520211001,LTK0000431363,R,I,,"LINESTRING (73955.0009999983 435722.6079999991, 73962.27010000125 435725.94299999997, 73971.94720000029 435737.2096000016, 73980.85559999943 435748.2038999982)"
kunstinweg_wegvak.1447,Viaduct,0,'VIAD. I/D N57',,600101219,2021-10-01T00:00:00,214,224,060010121920211001,LTK0000431365,L,I,,"LINESTRING (74177.85669999942 435618.57869999856, 74177.85289999843 435618.5705999993, 74175.50809999928 435614.0599000007, 74172.90890000015 435609.7457999997)"
kunstinweg_wegvak.1448,Viaduct,0,'VIAD. O/D RW A15',,148271031,2021-10-01T00:00:00,0,8,014827103120211001,LTK0000431367,L,I,,"LINESTRING (74185.20129999891 435604.5725999996, 74189.2826000005 435611.45320000127)"
kunstinweg_wegvak.1449,Brug,0,BRUG O/D LEIDINGENSTRAAT,,600107633,2021-10-01T00:00:00,362,396,060010763320211001,LTK0000431382,L,I,,"LINESTRING (81510.43279999867 431806.86939999834, 81507.15410000086 431806.74610000104, 81476.44469999894 431805.9807000011)"
kunstinweg_wegvak.1450,Brug,0,'BOTLEK'O/D OUDE MAAS (VAST GED.),,600107628,2021-10-01T00:00:00,415,718,060010762820211001,LTK0000431383,L,I,,"LINESTRING (82176.1801000014 431916.33900000155, 82157.3077000007 431910.1889999993, 82133.4459999986 431902.73050000146, 82094.52019999921 431891.29019999877, 82065.57990000024 431883.3863000013, 82040.81340000033 431876.9054999985, 82011.66319999844 431869.8145999983, 81984.66910000145 431863.60880000144, 81955.3321999982 431857.3238000013, 81923.24760000035 431850.9857000001, 81898.65610000119 431846.4781000018, 81882.31450000033 431843.7305999994)"
kunstinweg_wegvak.1451,Brug,0,'BOTLEK'O/D OUDE MAAS (VAST GED.),,600107628,2021-10-01T00:00:00,0,223,060010762820211001,LTK0000431385,L,I,,"LINESTRING (82572.64139999822 432038.6488999985, 82533.91180000082 432028.64180000126, 82504.95120000094 432020.813099999, 82474.0914000012 432012.0498000011, 82435.77600000054 432000.561900001, 82393.81560000032 431987.26040000096, 82358.73180000111 431975.8275000006)"
kunstinweg_wegvak.1452,Brug,0,'BOTLEK'O/D OUDE MAAS (VAST GED.),,600107629,2021-10-01T00:00:00,0,488,060010762920211001,LTK0000431385,L,I,,"LINESTRING (83030.00879999995 432207.5764000006, 82963.02270000055 432176.5491000004, 82942.64039999992 432167.4629999995, 82910.54270000011 432153.5042999983, 82892.07829999924 432145.7901000008, 82877.04940000176 432139.6420000009, 82872.34010000154 432137.95589999855, 82853.87409999967 432130.2611999996, 82835.25569999963 432122.9565999992, 82797.29910000041 432108.64389999956, 82766.0614 432097.4517999999, 82737.70389999822 432087.6612999998, 82713.96299999952 432079.82030000165, 82687.22830000147 432071.2897000015, 82659.68180000037 432062.87519999966, 82623.45439999923 432052.3227000013, 82589.69550000131 432043.07730000094, 82572.64139999822 432038.6488999985)"
kunstinweg_wegvak.1453,Brug,0,'BOTLEK'O/D OUDE MAAS (VAST GED.),,600107616,2021-10-01T00:00:00,217,245,060010761620211001,LTK0000431385,L,I,,"LINESTRING (83055.9197999984 432218.8942999989, 83030.00879999995 432207.5764000006)"
kunstinweg_wegvak.1454,Brug,0,BRUG O/H KROMWIJKER WETERING (VAST),,600124821,2021-10-01T00:00:00,3410,3420,060012482120211001,LTK0000430859,L,I,,"LINESTRING (122781.53189999983 454248.4792999998, 122778.5439000018 454246.7058000006, 122772.9235999994 454243.3903999999)"
kunstinweg_wegvak.1455,Brug,0,BRUG O/D MOLENVLIET (VAST),,600125847,2021-10-01T00:00:00,1289,1292,060012584720211001,LTK0000430860,L,I,,"LINESTRING (126730.98429999873 454792.8359999992, 126727.98429999873 454792.84209999815)"
kunstinweg_wegvak.1456,Brug,0,BRUG O/D MOLENVLIET (VAST),,252309010,2021-10-01T00:00:00,519,529,025230901020211001,LTK0000430860,R,I,,"LINESTRING (126711.38809999824 454758.87249999866, 126721.38809999824 454758.8585000001)"
kunstinweg_wegvak.1457,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (OPEN GED.),,600114391,2021-10-01T00:00:00,0,72,060011439120211001,LTK0000431691,L,I,,"LINESTRING (104181.17049999908 424449.0907000005, 104179.67720000073 424458.99610000104, 104177.18930000067 424473.3092, 104175.36400000006 424483.15129999816, 104173.31280000135 424492.94099999964, 104168.6966000013 424512.4012000002, 104166.78460000083 424519.5938999988)"
kunstinweg_wegvak.1458,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (GESL. GED.),,207250090,2021-10-01T00:00:00,142,404,020725009020211001,LTK0000431696,R,I,,"LINESTRING (103827.44830000028 424950.48209999874, 103835.8957999982 424944.4338000007, 103843.99969999865 424938.4967, 103855.04419999942 424930.0625, 103866.76979999989 424920.69889999926, 103874.46979999915 424914.3077000007, 103888.0185999982 424902.8018000014, 103895.50869999826 424896.1693999991, 103906.60860000178 424886.05860000104, 103916.72690000013 424876.5326000005, 103927.44110000134 424866.03400000185, 103947.38740000129 424845.28620000184, 103957.49879999831 424834.20320000127, 103967.37170000002 424822.89460000023, 103983.79820000008 424803.2580000013, 103997.33729999885 424785.96559999883, 104003.32559999824 424778.0188000016, 104012.0885999985 424765.9439000003)"
kunstinweg_wegvak.1459,Tunnel,0,'DRECHTTUNNEL'I/D OUDE MAAS (GESL. GED.),,208249043,2021-10-01T00:00:00,0,262,020824904320211001,LTK0000431696,R,I,,"LINESTRING (104012.0885999985 424765.9439000003, 104020.39559999853 424754.01729999855, 104029.28299999982 424740.7384000011, 104034.69790000096 424732.3313000016, 104043.77739999816 424717.68250000104, 104051.38919999823 424704.757100001, 104058.62280000001 424692.0890999995, 104065.746199999 424678.8883000016, 104072.45259999856 424665.9679000005, 104079.74060000107 424651.19739999995, 104085.87260000035 424637.91160000116, 104092.98079999909 424621.88010000065, 104097.62750000134 424610.88599999994, 104101.35709999874 424601.57660000026, 104108.56379999965 424582.8905999996, 104113.57770000026 424568.748399999, 104118.76309999824 424553.04679999873, 104123.59809999913 424537.4956, 104125.4386 424531.10599999875)"
kunstinweg_wegvak.1460,Viaduct,0,VIAD.O/D LAAN DER VERENIGDE NATIES,,600114396,2021-10-01T00:00:00,2,45,060011439620211001,LTK0000431698,R,I,,"LINESTRING (104115.56929999962 423948.4257999994, 104112.58709999919 423915.5617999993, 104112.26819999889 423910.5694999993, 104111.83920000121 423905.58940000087)"
kunstinweg_wegvak.1461,Viaduct,0,VIAD.O/D RW016,,600115359,2021-10-01T00:00:00,545,668,060011535920211001,LTK0000431708,L,I,,"LINESTRING (103996.29199999943 412759.4558000006, 103993.97899999842 412757.84910000116, 103985.93239999935 412751.89449999854, 103974.15560000017 412742.5229999982, 103966.55550000072 412736.02010000125, 103959.16739999875 412729.2802999988, 103951.97170000151 412722.3253999986, 103941.87689999864 412711.76199999824, 103935.29720000178 412704.3445000015, 103928.85440000147 412696.69319999963, 103922.70710000023 412688.8044000007, 103916.78130000085 412680.73750000075, 103911.0896999985 412672.4822999984, 103910.79329999909 412672.0240999982)"
kunstinweg_wegvak.1462,Viaduct,0,VIAD.O/D BREDEWEG,,214213016,2021-10-01T00:00:00,2,15,021421301620211001,LTK0000431717,L,I,,"LINESTRING (107216.74340000004 406594.6052000001, 107228.98050000146 406598.9930999987)"
kunstinweg_wegvak.1463,Viaduct,0,VIAD.O/D SPOORLIJN BREDA-ROTTERDAM +HSL,,214211015,2021-10-01T00:00:00,636,716,021421101520211001,LTK0000431718,L,I,,"LINESTRING (107023.94359999895 406386.72100000083, 107024.2826000005 406389.22470000014, 107026.1176000014 406399.2252999991, 107027.19269999862 406404.11389999837, 107030.49230000004 406417.2298000008, 107031.9690000005 406422.04190000147, 107035.08540000021 406431.55000000075, 107038.59189999849 406440.9448999986, 107042.19689999893 406449.55999999866, 107046.46730000153 406458.7617999986, 107048.3526000008 406462.54300000146)"
kunstinweg_wegvak.1464,Viaduct,0,VIAD.'PRINCENHAGE'O/D RW16 (L.RIJB.),,600120514,2021-10-01T00:00:00,409,538,060012051420211001,LTK0000431725,L,I,,"LINESTRING (109135.80189999938 399292.20910000056, 109132.89680000022 399295.8326999992, 109126.33130000159 399303.5872000009, 109116.20499999821 399314.6534000002, 109112.74029999971 399318.25989999995, 109103.26330000162 399327.4508000016, 109095.84580000117 399334.17610000074, 109092.00759999827 399337.3808999993, 109081.32149999961 399346.0439000018, 109073.33249999955 399352.060899999, 109067.19339999929 399356.45749999955, 109055.03799999878 399364.54459999874, 109037.7760999985 399374.63589999825, 109037.70930000022 399374.67080000043)"
kunstinweg_wegvak.1465,Viaduct,0,VIAD.'LIESBOSLAAN'O/D LIESBOSLAAN,,600120514,2021-10-01T00:00:00,100,130,060012051420211001,LTK0000431727,L,I,,"LINESTRING (109208.8348999992 398999.0645999983, 109208.45329999924 399007.74909999967, 109207.91699999943 399029.04949999973)"
kunstinweg_wegvak.1466,Viaduct,0,VIAD.'LEURSEBAAN'O/D LEURSEBAAN,,217200011,2021-10-01T00:00:00,51,75,021720001120211001,LTK0000431729,R,I,,"LINESTRING (108983.52919999883 400016.8751000017, 108983.20309999958 400007.20219999924, 108982.81709999964 399992.8858000003)"
kunstinweg_wegvak.1467,Viaduct,0,VIAD.O/D HOOFDWEG,,600265000,2022-08-01T00:00:00,359,414,060026500020220801,LTK0000431610,L,I,,"LINESTRING (96242.53799999878 440009.52230000123, 96233.6854000017 440062.50560000166, 96233.4833999984 440063.7718000002)"
kunstinweg_wegvak.1468,Viaduct,0,VIAD.O/H TERBREGSEPAD,,192280034,2021-10-01T00:00:00,91,98,019228003420211001,LTK0000431612,L,I,,"LINESTRING (96299.34200000018 440195.4101999998, 96300.24010000005 440195.29239999875, 96305.03069999814 440193.8225999996, 96306.03750000149 440193.4230000004)"
kunstinweg_wegvak.1469,Brug,0,GIESSENBRUG (VAST),,177275048,2021-10-01T00:00:00,337,359,017727504820211001,LTK0000431849,R,I,,"LINESTRING (89139.98970000073 438111.9406999983, 89158.50169999897 438123.8280000016)"
kunstinweg_wegvak.1470,Brug,0,GIESSENBRUG (VAST),,600261106,2021-10-01T00:00:00,170,192,060026110620211001,LTK0000431849,L,I,,"LINESTRING (89151.92330000177 438134.95650000125, 89133.38500000164 438123.11019999906)"
kunstinweg_wegvak.1471,Brug,0,GIESSENBRUG (BEW.),,600261106,2021-10-01T00:00:00,158,170,060026110620211001,LTK0000431850,L,I,,"LINESTRING (89162.01289999858 438141.4525000006, 89155.31049999967 438137.12099999934, 89151.92330000177 438134.95650000125)"
kunstinweg_wegvak.1472,Viaduct,0,VIAD.O/D PROVINCIALE WEG,,600106501,2021-10-01T00:00:00,94,136,060010650120211001,LTK0000431896,L,I,,"LINESTRING (85484.26960000023 437992.39759999886, 85457.0876000002 437990.688099999, 85442.3434999995 437989.9156999998)"
kunstinweg_wegvak.1473,Onderdoorgang (voetgangers/fietsers/eco),0,TUNNEL O/D LBW.,,600128741,2022-01-01T00:00:00,1898,1920,060012874120220101,LTK0000430876,L,I,,"LINESTRING (143526.6699000001 452379.48479999974, 143515.9624999985 452380.32719999924, 143504.73530000076 452381.18030000106)"
kunstinweg_wegvak.1474,Brug,0,BRUG O/D RIJNWIJKSE WETERING (VAST) & GRIENDPAD,,600128741,2022-01-01T00:00:00,412,425,060012874120220101,LTK0000430877,L,I,,"LINESTRING (145007.71730000153 452259.18079999834, 144994.75539999828 452260.1757000014)"
kunstinweg_wegvak.1475,Viaduct,0,VIAD.O/D ODIJKERWEG,,290304015,2014-11-01T00:00:00,39,57,029030401520141101,LTK0000430878,R,I,,"LINESTRING (145349.51520000026 452210.80970000103, 145367.46449999884 452209.4600000009)"
kunstinweg_wegvak.1476,Viaduct,0,VIAD.O/D ODIJKERWEG,,600128741,2022-01-01T00:00:00,50,68,060012874120220101,LTK0000430878,L,I,,"LINESTRING (145368.65560000017 452231.47679999843, 145350.7083999999 452232.85440000147)"
kunstinweg_wegvak.1477,Viaduct,0,VIAD.,,600135398,2021-10-01T00:00:00,785,806,060013539820211001,LTK0000430879,L,I,,"LINESTRING (145557.7591000013 452216.9800999984, 145548.88179999962 452217.63060000166, 145536.81850000098 452218.5577000007)"
kunstinweg_wegvak.1478,Viaduct,0,VIAD.O/D HOOFSTRAAT =N225,,600136007,2021-10-01T00:00:00,1662,1710,060013600720211001,LTK0000430880,L,I,,"LINESTRING (146753.98999999836 452573.19000000134, 146713.49020000175 452547.42639999837)"
kunstinweg_wegvak.1479,Viaduct,0,VIAD.O/D HOOFSTRAAT =N225,,290304012,2021-10-01T00:00:00,1361,1409,029030401220211001,LTK0000430880,R,I,,"LINESTRING (146725.46240000054 452526.47289999947, 146765.66710000113 452552.694600001)"
kunstinweg_wegvak.1480,Viaduct,0,VIAD.O/D ARNHEMSE BOVENWEG,,600136007,2021-10-01T00:00:00,1024,1042,060013600720211001,LTK0000430881,L,I,,"LINESTRING (147307.70569999889 452887.62779999897, 147303.8740000017 452886.1843999997, 147290.94269999862 452881.07140000165)"
kunstinweg_wegvak.1481,Viaduct,0,VIAD.O/D ARNHEMSE BOVENWEG,,294305046,2021-10-01T00:00:00,61,79,029430504620211001,LTK0000430881,R,I,,"LINESTRING (147298.12049999833 452864.188099999, 147313.10960000008 452870.11840000004, 147314.86980000138 452870.77980000153)"
kunstinweg_wegvak.1482,Viaduct,0,VIAD.O/D TRAAY,,600136012,2021-10-01T00:00:00,2271,2284,060013601220211001,LTK0000430882,L,I,,"LINESTRING (150065.8231999986 453016.4666999988, 150052.82429999858 453016.29850000143)"
kunstinweg_wegvak.1483,Viaduct,0,VIAD.O/D AMERSFOORTSEWEG =N227,,600135985,2021-10-01T00:00:00,2742,2769,060013598520211001,LTK0000430883,L,I,,"LINESTRING (152969.13809999824 453040.31700000167, 152958.09299999848 453040.2468000017, 152942.14039999992 453039.99269999936)"
kunstinweg_wegvak.1484,Viaduct,0,VIAD.O/D AMERSFOORTSEWEG =N227,,305306059,2021-10-01T00:00:00,403,430,030530605920211001,LTK0000430883,R,I,,"LINESTRING (152941.00939999893 453021.3680999987, 152943.064100001 453021.4023000002, 152968.00809999928 453021.63259999827)"
kunstinweg_wegvak.1485,Viaduct,0,VIAD.O/D RAADHUISLAAN,,600135985,2021-10-01T00:00:00,1770,1779,060013598520211001,LTK0000430884,L,I,,"LINESTRING (153908.76150000095 452825.25400000066, 153900.3748999983 452828.5196999982)"
kunstinweg_wegvak.1486,Viaduct,0,VIAD.,,600135985,2021-10-01T00:00:00,1462,1469,060013598520211001,LTK0000430885,L,I,,"LINESTRING (154195.7701999992 452713.49529999867, 154189.247299999 452716.0351999998)"
kunstinweg_wegvak.1487,Viaduct,0,VIAD.OVER RW. 44,,600106427,2021-10-01T00:00:00,587,613,060010642720211001,LTK0000431174,R,I,,"LINESTRING (84486.20030000061 457991.8498999998, 84503.93400000036 457973.47399999946)"
kunstinweg_wegvak.1488,Viaduct,0,VIAD.OVER RW. 44,,600106422,2021-10-01T00:00:00,0,48,060010642220211001,LTK0000431174,R,I,,"LINESTRING (84503.93400000036 457973.47399999946, 84533.85399999842 457942.3200000003, 84537.11960000172 457938.7947999984)"
kunstinweg_wegvak.1489,Viaduct,0,VIAD.OVER RW. 44,,169315093,2021-10-01T00:00:00,0,24,016931509320211001,LTK0000431174,L,I,,"LINESTRING (84509.71400000155 457981.5009999983, 84493.01929999888 457998.7430000007)"
kunstinweg_wegvak.1490,Viaduct,0,VIAD.OVER RW. 44,,169315083,2021-10-01T00:00:00,471,520,016931508320211001,LTK0000431174,L,I,,"LINESTRING (84543.75710000098 457946.4323000014, 84509.71400000155 457981.5009999983)"
kunstinweg_wegvak.1491,Viaduct,0,VIAD.O/D 'S-GRAVENWEG,,192273006,2022-05-01T00:00:00,361,408,019227300620220501,LTK0000431616,L,I,,"LINESTRING (96452.46979999915 437351.92500000075, 96470.82589999959 437395.19220000133)"
kunstinweg_wegvak.1492,Viaduct,0,VIAD.O/D METRO MARCONIPLEIN CAPELSEBRUG,,192273006,2022-05-01T00:00:00,252,356,019227300620220501,LTK0000431617,L,I,,"LINESTRING (96413.69110000134 437250.08139999956, 96417.28959999979 437260.85390000045, 96427.79809999838 437289.63899999857, 96436.64779999852 437313.0207999982, 96450.57519999892 437347.2978999987)"
kunstinweg_wegvak.1493,Viaduct,0,VIAD.O/H KRALINGSEPLEIN,,600112003,2022-05-01T00:00:00,483,559,060011200320220501,LTK0000431618,L,I,,"LINESTRING (96402.07119999826 436655.88390000165, 96399.53460000083 436664.5014999993, 96395.59430000186 436678.9750000015, 96386.42069999874 436716.07829999924, 96383.37799999863 436729.5346000008)"
kunstinweg_wegvak.1494,Brug,0,VAN BRIENENOORDBRUG (VAST),,600112030,2022-05-01T00:00:00,733,1226,060011203020220501,LTK0000431620,L,I,,"LINESTRING (96856.3051000014 435522.7287000008, 96854.06639999896 435528.0069000013, 96787.42830000073 435684.28390000015, 96678.90839999914 435940.1118000001, 96663.56210000068 435976.4895000011)"
kunstinweg_wegvak.1495,Brug,0,VAN BRIENENOORDBRUG (BEW.),,600112030,2022-05-01T00:00:00,680,733,060011203020220501,LTK0000431621,L,I,,"LINESTRING (96877.00019999966 435473.93620000035, 96856.3051000014 435522.7287000008)"
kunstinweg_wegvak.1496,Brug,0,VAN BRIENENOORDBRUG (VAST),,600112030,2022-05-01T00:00:00,0,680,060011203020220501,LTK0000431622,L,I,,"LINESTRING (97170.06019999832 434862.3537000008, 97155.11989999935 434882.4464999996, 97149.3136 434890.58839999884, 97143.57759999856 434898.7809999995, 97129.6537999995 434919.56280000135, 97115.34219999984 434942.11129999906, 97100.02930000052 434967.90890000015, 97088.14669999853 434989.20800000057, 97076.45839999989 435011.3082999997, 97064.76949999854 435034.94139999896, 97050.11080000177 435066.72399999946, 97036.98889999837 435096.85770000145, 97025.23000000045 435124.45760000125, 96877.00019999966 435473.93620000035)"
kunstinweg_wegvak.1497,Viaduct,0,VIAD.O/D LAAN VAN BOL'ES,,600107432,2021-10-01T00:00:00,89,141,060010743220211001,LTK0000431901,L,I,,"LINESTRING (84786.97239999846 438207.45760000125, 84786.84789999947 438207.5848999992, 84776.5588000007 438218.5131999999, 84768.3423999995 438227.9070000015, 84762.05750000104 438235.6911999993, 84756.0326000005 438243.6752999984, 84753.53280000016 438247.20490000024)"
kunstinweg_wegvak.1498,Viaduct,0,VIAD.O/D GRAVELANDSEWEG,,600106520,2021-10-01T00:00:00,51,70,060010652020211001,LTK0000431906,L,I,,"LINESTRING (86750.69339999929 438102.9752999991, 86731.7650000006 438101.32730000094)"
kunstinweg_wegvak.1499,Viaduct,0,VIAD.O/H FIETSPAD,,600106519,2021-10-01T00:00:00,95,101,060010651920211001,LTK0000431907,L,I,,"LINESTRING (87284.68290000036 438086.4675000012, 87279.07330000028 438087.22250000015, 87278.74240000173 438087.29989999905)"
kunstinweg_wegvak.1500,Viaduct,0,VIAD.O/D STRAATWEG,,185279098,2021-10-01T00:00:00,0,78,018527909820211001,LTK0000431934,R,I,,"LINESTRING (92677.59530000016 439631.1779000014, 92709.45149999857 439627.51089999825, 92749.2595999986 439631.1550000012, 92755.21009999886 439631.4708000012)"
kunstinweg_wegvak.1501,Viaduct,0,VIAD. O/D BOSZOOM,,190280016,2021-10-01T00:00:00,497,730,019028001620211001,LTK0000431939,R,I,,"LINESTRING (95729.41560000181 440457.39550000057, 95733.94099999964 440458.5524000004, 95746.19429999962 440461.3280000016, 95756.00780000165 440463.254900001, 95774.04450000077 440466.1774000004, 95787.66539999843 440467.60240000114, 95797.65129999816 440468.2124999985, 95802.64939999953 440468.3509000018, 95812.65569999814 440468.30099999905, 95818.92190000042 440468.0326000005, 95833.81549999863 440467.0219999999, 95843.73889999837 440465.77600000054, 95857.10080000013 440463.4600000009, 95866.85770000145 440461.2584999986, 95871.70039999858 440460.0133000016, 95886.1229000017 440455.8460999988, 95904.80389999971 440448.9490999989, 95909.37700000033 440446.9230999984, 95920.82759999856 440441.5758000016, 95929.65480000153 440437.03610000014, 95942.60060000047 440429.4241999984, 95946.83069999889 440426.7569999993, 95952.28990000114 440422.96240000054)"
