OBJECTID_1,OBJECTID,IDENT,TYPEINFRAS,TYPEWATER,BREEDTEKLA,BREEDTE,HOOFDAFWAT,FYSIEKVOOR,FUNCTIE,VOORKOMEN,STROOMRICH,SCHEEPSLAA,STATUS,NAAMNL,NAAMFR,SLUISNAAM,BRUGNAAM,HOOGTENIVE,GEOMSOORT,OBJ_BEGIN,OBJ_EIND,VER_BEGIN,VER_EIND,BRONTYPE,BRONDATUM,BRONNAUWK,BRONBESCHR,DIMENSIE,AREA,PERIMETER,ACRES,HECTARES,Shape__Area,Shape__Length
175,15720,NL.TOP10NL.111064097,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,278.681,68.401,0.069,0.028,278.681053161621,68.4007080342958
176,15745,NL.TOP10NL.111064154,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,455.776,77.632,0.113,0.046,455.775604248047,77.6321211304405
177,15746,NL.TOP10NL.111064114,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,408.108,77.235,0.101,0.041,408.108100891113,77.2351662374308
178,15747,NL.TOP10NL.111064138,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,423.905,75.863,0.105,0.042,423.904747009277,75.8633987734468
179,15748,NL.TOP10NL.111064117,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,421.988,76.858,0.104,0.042,421.987953186035,76.8576386325933
180,15749,NL.TOP10NL.111064425,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,met riet, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3683.325,337.129,0.91,0.368,3683.32465362549,337.129144708746
181,15750,NL.TOP10NL.111064473,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1721.084,462.256,0.425,0.172,1721.08430480957,462.255560190123
182,15751,NL.TOP10NL.111064509,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,89.664,33.794,0.022,0.009,89.6642303466797,33.7939688249101
183,15752,NL.TOP10NL.111064107,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,367.141,85.98,0.091,0.037,367.140815734863,85.98024379595
184,15753,NL.TOP10NL.111064145,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,329.755,69.018,0.081,0.033,329.75456237793,69.0179903561158
185,15754,NL.TOP10NL.111061943,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,103.18,40.432,0.025,0.01,103.17977142334,40.4319876194344
186,15755,NL.TOP10NL.111061954,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2632.188,361.732,0.65,0.263,2632.18783569336,361.731819098801
187,15756,NL.TOP10NL.111064493,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,11855.74,2848.078,2.93,1.186,11855.7398605347,2848.07759285818
188,15757,NL.TOP10NL.111064448,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,8786.269,440.891,2.171,0.879,8786.26863098145,440.890521621891
189,15758,NL.TOP10NL.111064161,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1410.931,308.131,0.349,0.141,1410.93058013916,308.130722033153
190,15797,NL.TOP10NL.111064121,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,688.696,125.059,0.17,0.069,688.696258544922,125.058775704536
191,15798,NL.TOP10NL.111064298,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4014.583,663.278,0.992,0.401,4014.58309173584,663.27831628694
192,15799,NL.TOP10NL.111064292,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2256.101,237.077,0.557,0.226,2256.1014251709,237.076851264826
193,15800,NL.TOP10NL.111064316,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2421.231,241.791,0.598,0.242,2421.23117828369,241.791156390304
194,15801,NL.TOP10NL.111064487,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1751.449,164.116,0.433,0.175,1751.44876098633,164.116220180593
195,15802,NL.TOP10NL.111064281,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2626.044,420.041,0.649,0.263,2626.04360198975,420.040964116172
196,15803,NL.TOP10NL.111064480,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,799.274,155.028,0.198,0.08,799.273544311523,155.027512828278
197,15804,NL.TOP10NL.111064478,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,11721.119,1006.693,2.896,1.172,11721.1190490723,1006.69312909682
198,15805,NL.TOP10NL.111064390,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3553.24,327.455,0.878,0.355,3553.23975372314,327.455250041796
199,15806,NL.TOP10NL.111064457,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1581.182,174.921,0.391,0.158,1581.18186950684,174.920777738183
200,15807,NL.TOP10NL.111064178,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,5675.071,397.57,1.402,0.568,5675.07079315186,397.569633655755
201,15808,NL.TOP10NL.111064230,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2548.357,204.049,0.63,0.255,2548.35656738281,204.048928731471
202,15809,NL.TOP10NL.111064437,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,752.086,302.286,0.186,0.075,752.085906982422,302.285554222795
203,15810,NL.TOP10NL.111064476,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3051.155,541.664,0.754,0.305,3051.15543365479,541.664222369944
204,15811,NL.TOP10NL.111064058,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1274.655,306.967,0.315,0.127,1274.65460968018,306.967426705008
205,15812,NL.TOP10NL.111064423,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2151.982,370.171,0.532,0.215,2151.98190307617,370.170611848032
206,15814,NL.TOP10NL.111064410,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3630.427,639.782,0.897,0.363,3630.42710113525,639.781741190512
207,15815,NL.TOP10NL.111064259,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,180.16,49.813,0.045,0.018,180.160217285156,49.8130246958172
208,15816,NL.TOP10NL.111064297,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3978.769,558.914,0.983,0.398,3978.76902008057,558.914424094875
209,15817,NL.TOP10NL.111064131,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1433.721,166.563,0.354,0.143,1433.72061920166,166.56290812431
210,15818,NL.TOP10NL.111064177,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2912.005,351.946,0.72,0.291,2912.0050201416,351.945786096275
211,15819,NL.TOP10NL.111064098,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,280.226,59.548,0.069,0.028,280.226463317871,59.5476424277659
212,15822,NL.TOP10NL.111064049,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,130.716,41.639,0.032,0.013,130.715660095215,41.6390210085003
213,15823,NL.TOP10NL.111064397,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,48313.992,3147.359,11.939,4.831,48313.9922332764,3147.35910048484
214,15824,NL.TOP10NL.111064184,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,570.894,181.587,0.141,0.057,570.894462585449,181.586764371435
215,15825,NL.TOP10NL.111064234,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4176.016,363.163,1.032,0.418,4176.01593780518,363.162591806065
216,15827,NL.TOP10NL.111064422,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2144.257,215.9,0.53,0.214,2144.25743103027,215.89984309254
217,15828,NL.TOP10NL.111064434,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,731.912,221.949,0.181,0.073,731.912353515625,221.948909610582
218,15829,NL.TOP10NL.111064127,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,710.084,122.058,0.175,0.071,710.08423614502,122.0583849932
219,15830,NL.TOP10NL.111064130,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1436.771,198.864,0.355,0.144,1436.77085113525,198.863616924671
220,15831,NL.TOP10NL.111064379,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,831.988,197.541,0.206,0.083,831.987953186035,197.540769182017
221,15832,NL.TOP10NL.111064447,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,8528.7,596.64,2.107,0.853,8528.70027160645,596.640397273283
222,15833,NL.TOP10NL.111064085,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,183.88,52.823,0.045,0.018,183.879959106445,52.8229842765046
223,15834,NL.TOP10NL.111064347,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,14730.783,1513.409,3.64,1.473,14730.7867050171,1513.40947440858
224,17182,NL.TOP10NL.111064429,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,32.683,24.187,0.008,0.003,32.6831741333008,24.1870661489491
225,17185,NL.TOP10NL.111064439,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,755.98,108.386,0.187,0.076,755.980430603027,108.385556638447
226,17186,NL.TOP10NL.111064304,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,231.602,68.986,0.057,0.023,231.601783752441,68.9856765983724
227,17187,NL.TOP10NL.111064206,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1474.301,396.802,0.364,0.147,1474.30069732666,396.801903439212
228,17188,NL.TOP10NL.111064296,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3875.759,488.641,0.958,0.388,3875.75907897949,488.641276938513
229,17189,NL.TOP10NL.111064212,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,148.919,43.336,0.037,0.015,148.918846130371,43.3355762712471
230,17190,NL.TOP10NL.111064167,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,2772.232,569.533,0.685,0.277,2772.23220825195,569.533407929978
231,17191,NL.TOP10NL.111064158,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,537.254,115.086,0.133,0.054,537.253540039063,115.085811370108
232,17192,NL.TOP10NL.111064408,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3617.068,799.57,0.894,0.362,3617.06817626953,799.570286195147
233,17193,NL.TOP10NL.111064426,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,3687.868,232.635,0.911,0.369,3687.86836242676,232.63518963271
234,17194,NL.TOP10NL.111064284,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1026.473,121.434,0.254,0.103,1026.47345733643,121.433890156728
235,17195,NL.TOP10NL.111064250,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,126.601,42.393,0.031,0.013,126.60066986084,42.3933406063722
236,16937,NL.TOP10NL.111061186,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1.81,34.669,0,0,1.80936431884766,34.6689643805966
237,16939,NL.TOP10NL.111081876,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4.493,118.044,0.001,0,4.49190521240234,118.04378604701
238,16940,NL.TOP10NL.111061096,overig watergebied,waterloop,> 6 meter, ,ja, ,overig,overig, , ,in gebruik,Noord Willemskanaal, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,942.036,2231.393,0.233,0.094,942.034454345703,2231.39254736655
239,16942,NL.TOP10NL.111061154,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,248.572,63.738,0.061,0.025,248.572219848633,63.7381421970559
240,17065,NL.TOP10NL.111060996,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,133.869,44.075,0.033,0.013,133.868614196777,44.0747113349083
241,17076,NL.TOP10NL.111061209,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4510.455,296.325,1.115,0.451,4510.45511627197,296.325344160329
242,17077,NL.TOP10NL.111060858,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,220.315,69.103,0.054,0.022,220.314514160156,69.1034709518842
243,17078,NL.TOP10NL.111061076,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik,Boerveen, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,16894.476,878.446,4.175,1.689,16894.4762802124,878.445520459091
244,17079,NL.TOP10NL.111060797,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,292.947,108.571,0.072,0.029,292.946746826172,108.571296188087
245,17080,NL.TOP10NL.111061109,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik,Achterste Veen, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,8419.628,567.145,2.081,0.842,8419.62780761719,567.144555948715
246,17081,NL.TOP10NL.111064053,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,502.623,109.767,0.124,0.05,502.623077392578,109.767174181256
247,17149,NL.TOP10NL.111060804,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik,Meestersveen, , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,4011.172,327.921,0.991,0.401,4011.1715927124,327.921479955677
248,17150,NL.TOP10NL.111061098,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,81303.655,1352.843,20.09,8.13,81303.6548995972,1352.84284763049
249,17155,NL.TOP10NL.111060854,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,213884.866,2159.532,52.852,21.388,213884.86555481,2159.53190834032
250,19412,NL.TOP10NL.111064162,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1367.416,168.056,0.338,0.137,1367.41551208496,168.055615451953
251,19413,NL.TOP10NL.111064093,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,208.24,61.988,0.051,0.021,208.24031829834,61.9881108606898
252,19414,NL.TOP10NL.111081884,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,30054.785,785.021,7.427,3.005,30054.7853927612,785.021358974667
253,19415,NL.TOP10NL.111064449,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,8557.701,533.684,2.115,0.856,8557.70085144043,533.683882443922
254,19416,NL.TOP10NL.111064287,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1080.579,130.984,0.267,0.108,1080.57885742188,130.984170684278
255,19417,NL.TOP10NL.111064306,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1138.214,363.584,0.281,0.114,1138.21379089355,363.584452157635
256,19418,NL.TOP10NL.111064122,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1363.098,414.421,0.337,0.136,1363.09788513184,414.421230500313
257,19419,NL.TOP10NL.111064257,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,177.427,66.062,0.044,0.018,177.427360534668,66.0623123539446
258,19420,NL.TOP10NL.111064301,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,229.43,95.797,0.057,0.023,229.429733276367,95.7974372194964
259,19421,NL.TOP10NL.111063804,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,1774.809,560.185,0.439,0.177,1774.80939483643,560.184777948185
260,19422,NL.TOP10NL.111064451,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,757.465,122.494,0.187,0.076,757.465209960938,122.494024731365
261,19423,NL.TOP10NL.111063405,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,29918.654,811.128,7.393,2.992,29918.6542434692,811.127836750404
262,19424,NL.TOP10NL.111063881,overig watergebied,waterloop,> 6 meter, ,nee, ,overig,overig, , ,in gebruik, , , , ,0, ,2007/06/06 00:00:00+00,,,,top10vector,2004/01/01 00:00:00+00,2,TOP10vector 2004,2D,231.54,90.675,0.057,0.023,231.539733886719,90.674616597889
