FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_n,etrs_89_e,rws_dienst,provincie,zwp_naam,zout_zoet,eu_2013,eu_2014,eu_2015,eu_2016,eu_2017,eu_actueel,blauwalg,krw_code,krw_systee,gdb_geomattr_data,shape
zwemlocaties_rws_2019.74,74,NLBW91_CMOOKE85,MOOKPS,RECREATIEGEBIED MOOKERPLAS,192485,416085,51.7322,5.9298,Zuid-Nederland,LIMBURG,Recreatiegebied Mookerplas,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,,POINT (192485 416085)
zwemlocaties_rws_2019.75,75,NLBW91_CNINAC10,WATRCATHTBR,RECREATIESTRAND CAMPING HATENBOER,196051,356412,51.1956,5.9745,Zuid-Nederland,LIMBURG,Nieuwe Nack Dagstrand,zoet,Uitstekend,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,ja,NL91ZM,Zandmaas,,POINT (196051 356412)
zwemlocaties_rws_2019.76,76,NLBW91_CPIETE20,WKCEDN,PLAS WRC EIJSDEN (HOGE WEERD) MAASTRICHT,177000,314301,50.8182,5.6994,Zuid-Nederland,LIMBURG,Naturisten Vereniging Pietersplas D2,zoet,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,,POINT (177000 314301)
zwemlocaties_rws_2019.77,77,NLBW91_CWRCEI20,DAGSOMLD,"PLAS WRC EIJSDEN, OOST MAARLAND ZUID",177372,312662,50.8034,5.7045,Zuid-Nederland,LIMBURG,"Plas WRC Eijsden, Oost-Maarland Zuid",zoet,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,,POINT (177372 312662)
zwemlocaties_rws_2019.78,78,NLBW91_CWRCEI25,NATRTDSOMLD,PLAS WRC EIJSDEN OOST MAARLAND NOORD,177424,313155,50.8078,5.7053,Zuid-Nederland,LIMBURG,"Plas WRC Eijsden, Oost-Maarland Noord",zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL91BOM,Bovenmaas,,POINT (177424 313155)
zwemlocaties_rws_2019.79,79,NLBW91_CLTHHAM1,LITHSHDSD,"LITHSE HAM, DAGSTRAND",156609,424642,51.8104,5.4105,Zuid-Nederland,NOORD-BRABANT,Lithse Ham Dagstrand,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,,POINT (156609 424642)
zwemlocaties_rws_2019.80,80,NLBW91_CLTHHAM2,LITHSHGMTSD,"LITHSE HAM, GEMEENTESTRAND",157096,425146,51.8149,5.4176,Zuid-Nederland,NOORD-BRABANT,Lithse Ham Gemeentestrand,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,,POINT (157096 425146)
zwemlocaties_rws_2019.81,81,NLBW91_CLTHHEM1,HEMRSWDSD,"HEMELRIJKSE WAARD, DAGSTRAND",161532,423439,51.7996,5.4819,Zuid-Nederland,NOORD-BRABANT,Hemelrijkse waard dagstrand,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,,POINT (161532 423439)
zwemlocaties_rws_2019.82,82,NLBW91_CUIJKPL2,KRAAIJEBSPS2,KRAAIJENBERGSE PLAS 2,185772,418165,51.7513,5.8328,Zuid-Nederland,NOORD-BRABANT,Kraaijenbergse plas 2,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,,POINT (185772 418165)
zwemlocaties_rws_2019.83,83,NLBW91_CUIJKPL3,KRAAIJEBSPS3,KRAAIJENBERGSE PLAS 3,185101,418014,51.75,5.8231,Zuid-Nederland,NOORD-BRABANT,Kraaijenbergse plas 3,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,,POINT (185101 418014)
zwemlocaties_rws_2019.84,84,NLBW91_UIJHEE1,HEESWSKPN,HEESWIJKSE KAMPEN,186917,417774,51.7478,5.8494,Zuid-Nederland,NOORD-BRABANT,HEESWIJKSE KAMPEN,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL91BM,Bedijkte Maas,,POINT (186917 417774)
zwemlocaties_rws_2019.85,85,NLBW94_AAKVBSD,AAKVBSD,"AAKVLAAI, BADSTRAND",118898,415115,51.7236,4.8647,West-Nederland zuid,NOORD-BRABANT,Aakvlaai badstrand,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",,POINT (118898 415115)
zwemlocaties_rws_2019.86,86,NLBW91_DEHGWCPBSD,DEHGWCPBSD,"DE HOOGE WAARD, CAMPING BADSTRAND",133983,421296,51.7799,5.0826,Zuid-Nederland,NOORD-BRABANT,De Hooge Waard camping badstrand,zoet,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_5,Beneden Maas,,POINT (133983 421296)
zwemlocaties_rws_2019.87,87,NLBW94_DEMTPCPBSD,DEMTPCPBSD,DE MOSTERDPOT,128333,425697,51.8193,5.0004,West-Nederland zuid,NOORD-BRABANT,DE MOSTERDPOT,zoet,Goed,Goed,Goed,Goed,Goed,Goed,nee,NL94_3,"Beneden Merwede, Boven Merwede, Sliedrechtse Biesbosch, Waal, Afgedamde Maas-Noord",,POINT (128333 425697)
zwemlocaties_rws_2019.88,88,NLBW94_GATVDKSBSD,GATVDKSBSD,"GAT VAN DE KERKSLOOT, BADSTRAND",112430,415293,51.7248,4.7711,West-Nederland zuid,NOORD-BRABANT,"GAT VAN DE KERKSLOOT, BADSTRAND",zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",,POINT (112430 415293)
zwemlocaties_rws_2019.89,89,NLBW94_NOORDGVDPBSD,NOORDGVDPBSD,"NOORDERGAT VAN DE PLOMP, BADSTRAND",113854,414716,51.7197,4.7918,West-Nederland zuid,NOORD-BRABANT,Noordergat van de plomp badstrand,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL94_10,"Brabantse Biesbosch, Amer",,POINT (113854 414716)
zwemlocaties_rws_2019.90,90,NLBW94_RIETPBSD,RIETPBSD,"RIETPLAAT, BADSTRAND",112914,417988,51.749,4.7778,West-Nederland zuid,NOORD-BRABANT,Rietplaat badstrand,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",,POINT (112914 417988)
zwemlocaties_rws_2019.91,91,NLBW91_WIJKSWDBSD,WIJKSWDBSD,"WIJKSCHE WAARD, BADSTRAND",137244,420598,51.7738,5.1299,Zuid-Nederland,NOORD-BRABANT,"Wijksche Waard, badstrand",zoet,Slecht,Slecht,Aanvaardbaar,Goed,Goed,Uitstekend,nee,NL94_5,Beneden Maas,,POINT (137244 420598)
zwemlocaties_rws_2019.92,92,NLBW92_BROEKHVN,BROEKHVN,RECREATIEPARK BROEKERHAVEN,146194,522158,52.6868,5.257,Midden-Nederland,NOORD-HOLLAND,RECREATIEPARK BROEKERHAVEN,zoet,Aanvaardbaar,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,POINT (146193.8489000015 522158.03500000015)
zwemlocaties_rws_2019.93,93,NLBW92_DENOVZDHVN,DENOVZDHVN,"STRAND ZUIDERHAVEN, DEN OEVER",131647,549453,52.9316,5.0399,Midden-Nederland,NOORD-HOLLAND,"ZUIDERHAVEN, DEN OEVER",zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,,POINT (131646.77560000122 549452.9847000018)
zwemlocaties_rws_2019.94,94,NLBW92_EDBSD,EDBSD,STRANDBAD EDAM,133546,503569,52.5194,5.0711,Midden-Nederland,NOORD-HOLLAND,Strand Edam,zoet,Uitstekend,Goed,Aanvaardbaar,Aanvaardbaar,Slecht,Slecht,nee,NL92_MARKERMEER,Markermeer,,POINT (133545.72430000082 503568.53990000114)
zwemlocaties_rws_2019.95,95,NLBW92_ENKHZRCATPKZ,ENKHZRCATPKZ,ENKHUIZERZAND,148585,524993,52.7123,5.2923,Midden-Nederland,NOORD-HOLLAND,ENKHUIZERZAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,,POINT (148585 524993)
zwemlocaties_rws_2019.96,96,NLBW92_GOUWZBD,GOUWZBD,WATERLANDSTRAND HEMMELAND MONNICKENDAM,131987,496426,52.4551,5.0486,Midden-Nederland,NOORD-HOLLAND,RECREATIEGEBIED HEMMELAND,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,POINT (131986.87200000137 496426.1548999995)
zwemlocaties_rws_2019.97,97,NLBW92_HOORN,ZONEVHBSD,"ZON EN VREUGD, HOORN",131908,517165,52.64149,5.04605,Midden-Nederland,NOORD-HOLLAND,"Zon en Vreugd, Hoorn",zoet,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,Goed,nee,NL92_MARKERMEER,Markermeer,,POINT (131908.0485999994 517165.28830000013)
zwemlocaties_rws_2019.98,98,NLBW92_HOORNSPHK,HOORNSPHK,"SCHELLINKHOUTERDIJK, HOORN",134066,517125,52.6412,5.0779,Midden-Nederland,NOORD-HOLLAND,"Schellinkhouterdijk, Hoorn",zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL92_MARKERMEER,Markermeer,,POINT (134066 517125)
zwemlocaties_rws_2019.99,99,NLBW92_HUIZMT,HUIZMT,STRAND GOOIERHOOFD-ZOMERKADE,146230,479839,52.3064,5.2586,Midden-Nederland,NOORD-HOLLAND,Strand Gooierhoofd-zomerkade,zoet,Goed,Goed,Goed,Uitstekend,Goed,Goed,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,POINT (146230.0080000013 479839.03610000014)
zwemlocaties_rws_2019.100,100,NLBW92_HUIZSSBG,HUIZSSBG,STRAND VOORLAND STICHTSEBRUG,148861,478861,52.2977,5.2972,Midden-Nederland,NOORD-HOLLAND,Stichtse Brug,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,POINT (148861 478861)
zwemlocaties_rws_2019.101,101,NLBW92_MEDBK,MEDBK,VOOROEVER; VLIETSINGEL POEL,136901,530845,52.7646,5.1191,Midden-Nederland,NOORD-HOLLAND,VOOROEVER; VLIETSINGEL POEL,zoet,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,ja,NL92_IJSSELMEER,IJsselmeer,,POINT (136901 530844.509300001)
zwemlocaties_rws_2019.102,102,NLBW92_MUIDBG,MUIDBG,MUIDERBERG,136644,482481,52.33,5.1179,Midden-Nederland,NOORD-HOLLAND,Muiderberg,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,POINT (136643.9615000002 482481.3077000007)
zwemlocaties_rws_2019.103,103,NLBW92_NAARDBS,NAARDBBSD,NAARDERBOS,138463,481124,52.3178,5.1447,Midden-Nederland,NOORD-HOLLAND,Naarderbos,zoet,Uitstekend,Uitstekend,Goed,Goed,Goed,Goed,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,POINT (138463 481124)
zwemlocaties_rws_2019.104,104,NLBW92_NESBS,NESBS,VOOROEVER HET NESBOS,137277,529798,52.7552,5.1247,Midden-Nederland,NOORD-HOLLAND,VOOROEVER HET NESBOS,zoet,Goed,Goed,Goed,Goed,Goed,Uitstekend,ja,NL92_IJSSELMEER,IJsselmeer,,POINT (137276.9833999984 529798.1169000007)
zwemlocaties_rws_2019.105,105,NLBW92_OUDVKVN,OUDVKVN,OUD VALKEVEEN,141634,479982,52.3076,5.1912,Midden-Nederland,NOORD-HOLLAND,OUD VALKEVEEN,zoet,Slecht,Slecht,Wijziging,Aanvaardbaar,Slecht,Slecht,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,POINT (141634.19000000134 479982.2969999984)
zwemlocaties_rws_2019.106,106,NLBW92_SCHARDM,SCHARDM,STRAND SCHARDAM,130233,511856,52.5937,5.0217,Midden-Nederland,NOORD-HOLLAND,STRAND SCHARDAM,zoet,Goed,Goed,Aanvaardbaar,Goed,Goed,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,POINT (130233 511856)
zwemlocaties_rws_2019.107,107,NLBW92_SCHELLHT,SCHELLHT,RECREATIEGEBIED UITERDIJK SCHELLINKHOUT,136944,516169,52.6327,5.1205,Midden-Nederland,NOORD-HOLLAND,Recreatiegebied Uiterdijk Schellinkhout,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,nee,NL92_MARKERMEER,Markermeer,,POINT (136943.84809999913 516168.8383000009)
zwemlocaties_rws_2019.108,108,NLBW92_SLOBBLD,SLOBBLD,"SLOBBELAND, VOLENDAM",133599,500513,52.4919,5.0721,Midden-Nederland,NOORD-HOLLAND,SLOBBELAND VOLENDAM,zoet,Goed,Goed,Goed,Goed,Goed,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,POINT (133599.40879999846 500512.8883000016)
zwemlocaties_rws_2019.109,109,NLBW92_UITDDPG,UITDDPG,STRAND UITDAM,133656,492978,52.4242,5.0734,Midden-Nederland,NOORD-HOLLAND,camping Uitdam,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,POINT (133655.6435999982 492977.84430000186)
zwemlocaties_rws_2019.110,110,NLBW92_WARDR,WARDR,WARDER,130979,508786,52.5662,5.0329,Midden-Nederland,NOORD-HOLLAND,WARDER,zoet,Goed,Goed,Aanvaardbaar,Goed,Goed,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,POINT (130979.43250000104 508786.4620999992)
zwemlocaties_rws_2019.111,111,NLBW92_STRNDLNDH,STRNDLNDH,STRANDEILAND HARDERWIJK,170363,484777,52.3507,5.6127,Midden-Nederland,GELDERLAND,STRANDEILAND HARDERWIJK,zoet,geen,geen,Nieuw,Uitstekend,Uitstekend,Uitstekend,nee,NL92_RANDMEREN_OOST,Randmeren-Oost,,POINT (170363 484777)
zwemlocaties_rws_2019.112,112,NLBW95_BERGAZBSD,BERGAZBSD,BERGEN AAN ZEE,103500,519550,52.661,4.626,Zee en Delta,NOORD-HOLLAND,Bergen aan Zee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (103500 519550)
zwemlocaties_rws_2019.113,113,NLBW95_BLEEKBSD,BLEEKBSD,BLEEKERSVALLEI,110620,564950,53.0696,4.7251,Zee en Delta,NOORD-HOLLAND,Bleekersvallei,zout,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),,POINT (110620 564950)
zwemlocaties_rws_2019.114,114,NLBW95_BLOEMDAZBSD,BLOEMDAZBSD,BLOEMENDAAL AAN ZEE,97650,491300,52.4065,4.5444,Zee en Delta,NOORD-HOLLAND,Bloemendaal aan zee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (97650 491300)
zwemlocaties_rws_2019.115,115,NLBW95_CALLOBSD,CALLOBSD,CALLANTSOOG,107940,539150,52.8375,4.6888,Zee en Delta,NOORD-HOLLAND,Callantsoog,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (107940 539150)
zwemlocaties_rws_2019.116,116,NLBW95_CAMPDBSD,CAMPDBSD,CAMPERDUIN,104232,525463,52.7142,4.6359,Zee en Delta,NOORD-HOLLAND,Camperduin,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (104232 525463)
zwemlocaties_rws_2019.117,117,NLBW95_CASTCAZBSD,CASTCAZBSD,CASTRICUM AAN ZEE,101950,508120,52.5581,4.6049,Zee en Delta,NOORD-HOLLAND,Castricum aan Zee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (101950 508120)
zwemlocaties_rws_2019.118,118,NLBW95_EGMAZBSD,EGMAZBSD,EGMOND AAN ZEE,102850,514830,52.6185,4.6171,Zee en Delta,NOORD-HOLLAND,Egmond aan zee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (102850 514830)
zwemlocaties_rws_2019.119,119,NLBW95_GROOTKTBSD,GROOTKTBSD,GROOTE KEETEN,108800,542150,52.8645,4.7012,Zee en Delta,NOORD-HOLLAND,Groote Keeten,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (108800 542150)
zwemlocaties_rws_2019.120,120,NLBW95_HUISDNBSD,HUISDNBSD,HUISDUINEN,109730,550160,52.9366,4.7139,Zee en Delta,NOORD-HOLLAND,Huisduinen,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (109730 550160)
zwemlocaties_rws_2019.121,121,NLBW95_IJMDZHVKSD,IJMDZHVKNSD,IJMUIDEN KLEINE STRAND,99035,497359,52.4611,4.5637,Zee en Delta,NOORD-HOLLAND,IJmuiden Kleine Strand,zout,Goed,Goed,Uitstekend,Uitstekend,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (99035 497359)
zwemlocaties_rws_2019.122,122,NLBW95_JULANDBSD,JULANDBSD,JULIANADORP,109510,546060,52.8997,4.7112,Zee en Delta,NOORD-HOLLAND,Julianadorp,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (109510 546060)
zwemlocaties_rws_2019.123,123,NLBW95_KENNMBSD,KENNMBSD,KENNEMERSTRAND,98280,496740,52.4555,4.5527,Zee en Delta,NOORD-HOLLAND,Kennemerstrand,zout,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (98280 496740)
zwemlocaties_rws_2019.124,124,NLBW95_KOOGBSD,KOOGBSD,DE KOOG,112600,568720,53.1036,4.7541,Zee en Delta,NOORD-HOLLAND,De Koog,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),,POINT (112600 568720)
zwemlocaties_rws_2019.125,125,NLBW95_KRIMBSD,KRIMBSD,DE KRIM,117000,575450,53.1644,4.819,Zee en Delta,NOORD-HOLLAND,De Krim,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),,POINT (117000 575450)
zwemlocaties_rws_2019.126,126,NLBW95_PETTBSD,PETTBSD,PETTEN,105648,531970,52.77279,4.6559,Zee en Delta,NOORD-HOLLAND,Petten,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (105648 531970)
zwemlocaties_rws_2019.127,127,NLBW95_SINTMTZBSD,SINTMTZBSD,SINT MAARTENSZEE,106670,534300,52.7938,4.6707,Zee en Delta,NOORD-HOLLAND,Sint Maartenszee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (106670 534300)
zwemlocaties_rws_2019.128,128,NLBW95_VLAKBSD,VLAKBSD,GROTE VLAK,109430,560100,53.0259,4.708,Zee en Delta,NOORD-HOLLAND,Grote Vlak,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),,POINT (109430 560100)
zwemlocaties_rws_2019.129,129,NLBW95_WIJKAZBSD,WIJKAZBSD,WIJK AAN ZEE,100500,501500,52.4985,4.5846,Zee en Delta,NOORD-HOLLAND,Wijk aan Zee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (100500 501500)
zwemlocaties_rws_2019.130,130,NLBW95_ZANDVBSD,ZANDVBSD,ZANDVOORT AAN ZEE,96100,487700,52.374,4.5223,Zee en Delta,NOORD-HOLLAND,Zandvoort aan Zee,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (96100 487700)
zwemlocaties_rws_2019.131,131,NLBW95_ZWARTWBSD,ZWARTWBSD,"ZWARTE WEG, HEEMSKERK",101280,504330,52.524,4.5957,Zee en Delta,NOORD-HOLLAND,Heemskerk,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),,POINT (101280 504330)
zwemlocaties_rws_2019.132,132,NLBW92_PIETMNBSD,PIETMNBSD,"STRAND PIETERMAN, VOLENDAM",132853,500021,52.4875,5.0611,Midden-Nederland,NOORD-HOLLAND,DE PIETERMAN,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_IJSSELMEER,IJsselmeer,,POINT (132853 500021)
zwemlocaties_rws_2019.133,133,NLBW92_DIEMPK,DIEMPK,STRAND DIEMERPARK,127734,485269,52.3546,4.987,Midden-Nederland,NOORD-HOLLAND,STRAND DIEMERPARK,zoet,Nieuw,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL92_MARKERMEER,Markermeer,,POINT (127734 485269)
zwemlocaties_rws_2019.134,134,NLBW95_NOORDPBSD,NOORDPBSD,"STRAND NOORDPIER, VELSEN",99115,498413,52.4706,4.5647,Zee en Delta,NOORD-HOLLAND,STRAND NOORDPIER,zout,geen,geen,Goed,Goed,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),,POINT (99115 498413)
zwemlocaties_rws_2019.135,135,NLBW92_MARKN,MARKN,"MARKEN, MARKERMEER",135387,496652,52.4573,5.0987,Midden-Nederland,NOORD-HOLLAND,HAVENSTRANDJE MARKEN,zoet,geen,geen,Uitstekend,Uitstekend,Uitstekend,Goed,nee,NL92_MARKERMEER,Markermeer,,POINT (135387 496652)
zwemlocaties_rws_2019.162,163,NLBW89_NEELTJBSD,NEELTJBSD,NEELTJE JANS BADSTRAND,38060,406840,51.6382,3.6978,Zee en Delta,ZEELAND,NEELTJE JANS BADSTRAND,zout,Uitstekend,Goed,Goed,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (38060 406840)
zwemlocaties_rws_2019.136,136,NLBW92_SPAKBBBD,SPAKBBSD,RECREATIEPARK 'T KLEINE ZEETJE,154201,474675,52.2601,5.3755,Midden-Nederland,UTRECHT,Recreatiepark 't Kleine Zeetje,zoet,Slecht,Slecht,Wijziging,Goed,Aanvaardbaar,Aanvaardbaar,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,,POINT (154200.8990000002 474674.6770000011)
zwemlocaties_rws_2019.137,137,NLBW93_CLEKTULBE,TULLETWL,TULL EN 'T WAAL WEST,137570,445495,51.9976,5.1334,Oost-Nederland,UTRECHT,TULL EN 'T WAAL WEST,zoet,Goed,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",,POINT (137570 445495)
zwemlocaties_rws_2019.138,138,NLBW93_CLEKTULBO,TULLETWBVN,TULL EN 'T WAAL OOST,138050,445120,51.9942,5.1404,Oost-Nederland,UTRECHT,TULL EN 'T WAAL OOST,zoet,Goed,Goed,Goed,Goed,Goed,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",,POINT (138050 445120)
zwemlocaties_rws_2019.139,139,NLBW93_CNDRGRAVE,GRAVBL,GRAVENBOL,154890,442600,51.9718,5.3856,Oost-Nederland,UTRECHT,GRAVENBOL,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_7,Nederrijn/Lek,,POINT (154890 442600)
zwemlocaties_rws_2019.140,140,NLBW93_VOP2102,MIDDWD,MIDDELWAARD,133657,445133,51.9942,5.0764,Oost-Nederland,UTRECHT,PLAS MIDDELWAARD,zoet,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_4,"Oude Maas (bovenstrooms Hartelkanaal), Spui, Noord, Dordtsche Kil, Lek tot Hagestein",,POINT (133657 445133)
zwemlocaties_rws_2019.141,141,NLBW93_HONSWKPS,HONSWKPS,HONSWIJKERPLAS,138497,444879,51.9921,5.1469,Oost-Nederland,UTRECHT,HONSWIJKERPLAS,zoet,geen,geen,Nieuw,Uitstekend,Uitstekend,Uitstekend,nee,NL93_7,Nederrijn/Lek,,POINT (138497 444879)
zwemlocaties_rws_2019.142,142,NLBW89_BAARLBSD,BAARLBSD,BAARLAND BADSTRAND,51366,379420,51.3944,3.8981,Zee en Delta,ZEELAND,Baarland Badstrand,zout,Goed,Uitstekend,Goed,Uitstekend,Uitstekend,Uitstekend,nee,nl89_westsde,Westerschelde,,POINT (51366 379420)
zwemlocaties_rws_2019.143,143,NLBW89_BERGSDSNBSD,BERGSDSNBSD,BERGSE DIEPSLUIS NOORD BADSTRAND,70765,392234,51.5128,4.1737,Zee en Delta,ZEELAND,Bergsche Diepsluis Noord Badstrand,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_oostsde,Oosterschelde,,POINT (70765 392234)
zwemlocaties_rws_2019.144,144,NLBW89_BORSSLBSD,BORSSLBSD,BORSSELE BADSTRAND,38163,383987,51.4329,3.7069,Zee en Delta,ZEELAND,BORSSELE BADSTRAND,zout,Goed,Goed,Uitstekend,Uitstekend,Goed,Goed,nee,nl89_westsde,Westerschelde,,POINT (38163 383987)
zwemlocaties_rws_2019.145,146,NLBW89_BRESKBSD,BRESKBSD,BRESKENS BADSTRAND,27780,380530,51.3996,3.5589,Zee en Delta,ZEELAND,BRESKENS BADSTRAND,zout,Goed,Goed,Goed,Uitstekend,Uitstekend,Goed,nee,nl89_westsde,Westerschelde,,POINT (27780 380530)
zwemlocaties_rws_2019.146,147,NLBW89_BRESKFFDRBSD,BRESKFFDRBSD,BRESKENS FORT FREDERIK HENDRIK,26233,381289,51.406,3.5364,Zee en Delta,ZEELAND,BRESKENS FORT FREDERIK HENDRIK,zout,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_1A,Zeeuwse kust (kustwater),,POINT (26233 381289)
