FID,PUTNUMMER,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
BOR_RIO_KOLKEN.475,K38825,2021-03-08,,POINT (188018.53 429092)
BOR_RIO_KOLKEN.476,K38826,2021-03-08,,POINT (188039.53 429080.4)
BOR_RIO_KOLKEN.477,K2160,2021-03-08,,POINT (188062.2 429067.97)
BOR_RIO_KOLKEN.478,K38827,2021-03-08,,POINT (187997.56 429103.6)
BOR_RIO_KOLKEN.479,K38497,2021-03-08,,POINT (187980.56 428580.12)
BOR_RIO_KOLKEN.480,K38498,2021-03-08,,POINT (187970.11 428583.9)
BOR_RIO_KOLKEN.481,K38499,2021-03-08,,POINT (187961.62 428588.62)
BOR_RIO_KOLKEN.482,K38500,2021-03-08,,POINT (187954.19 428595.6)
BOR_RIO_KOLKEN.483,K38501,2021-03-08,,POINT (187946.92 428605.6)
BOR_RIO_KOLKEN.484,K38502,2021-03-08,,POINT (187945.4 428610.12)
BOR_RIO_KOLKEN.485,K40595,2021-03-08,,POINT (187182.8 428369.38)
BOR_RIO_KOLKEN.486,K38503,2021-03-08,,POINT (187768.42 428854.03)
BOR_RIO_KOLKEN.487,K38830,2021-03-08,,POINT (187437.33 428943.88)
BOR_RIO_KOLKEN.488,K38832,2021-03-08,,POINT (187466.7 428964.88)
BOR_RIO_KOLKEN.489,K38834,2021-03-08,,POINT (188070.64 428801.56)
BOR_RIO_KOLKEN.490,K40596,2021-03-08,,POINT (188082.55 428826.06)
BOR_RIO_KOLKEN.491,K50272,2021-03-08,,POINT (189188.344 428454.47)
BOR_RIO_KOLKEN.492,K22077,2021-03-08,,POINT (186424.66 427784.7)
BOR_RIO_KOLKEN.493,K22081,2021-03-08,,POINT (186632.61 428365.7)
BOR_RIO_KOLKEN.494,K4674,2021-03-08,,POINT (185739.78 428500.47)
BOR_RIO_KOLKEN.495,K295,2021-03-08,,POINT (183628.439 427779.831)
BOR_RIO_KOLKEN.496,K298,2021-03-08,,POINT (183628.25 427778.2)
BOR_RIO_KOLKEN.497,K301,2021-03-08,,POINT (183628.105 427776.284)
BOR_RIO_KOLKEN.498,K2714,2021-03-08,,POINT (182939.81 426667.1)
BOR_RIO_KOLKEN.499,K303,2021-03-08,,POINT (185268.86 426361.8)
BOR_RIO_KOLKEN.500,K304,2021-03-08,,POINT (185304.9 426410.84)
BOR_RIO_KOLKEN.501,K305,2021-03-08,,POINT (185289.27 426394.88)
BOR_RIO_KOLKEN.502,K306,2021-03-08,,POINT (185272.22 426379.28)
BOR_RIO_KOLKEN.503,K307,2021-03-08,,POINT (185254.1 426362.44)
BOR_RIO_KOLKEN.504,K308,2021-03-08,,POINT (185283 426374.97)
BOR_RIO_KOLKEN.505,K309,2021-03-08,,POINT (185297.23 426388.03)
BOR_RIO_KOLKEN.506,K310,2021-03-08,,POINT (185310.78 426394.4)
BOR_RIO_KOLKEN.507,K4682,2021-03-08,,POINT (188088.495 431727.22)
BOR_RIO_KOLKEN.508,K321,2021-03-08,,POINT (188087.9 431727)
BOR_RIO_KOLKEN.509,K4683,2021-03-08,,POINT (188034.66 431852.94)
BOR_RIO_KOLKEN.510,K322,2021-03-08,,POINT (188035.264 431853.126)
BOR_RIO_KOLKEN.511,K13569,2021-03-08,,POINT (188111.73 431450.03)
BOR_RIO_KOLKEN.512,K13570,2021-03-08,,POINT (188111.19 431449.8)
BOR_RIO_KOLKEN.513,K13573,2021-03-08,,POINT (188104.31 431460.88)
BOR_RIO_KOLKEN.514,K13574,2021-03-08,,POINT (188104.499 431460.298)
BOR_RIO_KOLKEN.515,K13575,2021-03-08,,POINT (188083.52 431456.66)
BOR_RIO_KOLKEN.516,K13576,2021-03-08,,POINT (188082.914 431456.555)
BOR_RIO_KOLKEN.517,K13577,2021-03-08,,POINT (188058.19 431450.7)
BOR_RIO_KOLKEN.518,K13578,2021-03-08,,POINT (188058.77 431450.84)
BOR_RIO_KOLKEN.519,K13579,2021-03-08,,POINT (188045.66 431461.2)
BOR_RIO_KOLKEN.520,K13581,2021-03-08,,POINT (188040.53 431441.44)
BOR_RIO_KOLKEN.521,K13582,2021-03-08,,POINT (188041.05 431440.97)
BOR_RIO_KOLKEN.522,K13583,2021-03-08,,POINT (188098.06 431415.94)
BOR_RIO_KOLKEN.523,K13584,2021-03-08,,POINT (188097.92 431416.495)
BOR_RIO_KOLKEN.524,K4684,2021-03-08,,POINT (188007.38 431429.7)
BOR_RIO_KOLKEN.525,K4685,2021-03-08,,POINT (188006.84 431429.94)
BOR_RIO_KOLKEN.526,K4686,2021-03-08,,POINT (182757.67 426838.9)
BOR_RIO_KOLKEN.527,K334,2021-03-08,,POINT (187981.5 429550.53)
BOR_RIO_KOLKEN.528,K335,2021-03-08,,POINT (187984.11 429561.94)
BOR_RIO_KOLKEN.529,K336,2021-03-08,,POINT (187989.94 429565.44)
BOR_RIO_KOLKEN.530,K337,2021-03-08,,POINT (187984.56 429581.28)
BOR_RIO_KOLKEN.531,K338,2021-03-08,,POINT (187979.55 429531.66)
BOR_RIO_KOLKEN.532,K339,2021-03-08,,POINT (187981.4 429545.22)
BOR_RIO_KOLKEN.533,K13741,2021-03-08,,POINT (183984.23 424623.8)
BOR_RIO_KOLKEN.534,K41716,2021-03-08,,POINT (182283.7 425876.5)
BOR_RIO_KOLKEN.535,K41717,2021-03-08,,POINT (182282.98 425873.56)
BOR_RIO_KOLKEN.536,K41718,2021-03-08,,POINT (182281.58 425870.16)
BOR_RIO_KOLKEN.537,K350,2021-03-08,,POINT (187575.6 430136.4)
BOR_RIO_KOLKEN.538,K351,2021-03-08,,POINT (187572.88 430114.47)
BOR_RIO_KOLKEN.539,K352,2021-03-08,,POINT (187570.45 430095.7)
BOR_RIO_KOLKEN.540,K353,2021-03-08,,POINT (187567.52 430075.97)
BOR_RIO_KOLKEN.541,K354,2021-03-08,,POINT (187564.36 430054.34)
BOR_RIO_KOLKEN.542,K6493,2021-03-08,,POINT (183701.73 428343.9)
BOR_RIO_KOLKEN.543,K6494,2021-03-08,,POINT (183745.67 428290.03)
BOR_RIO_KOLKEN.544,K40110,2021-03-08,,POINT (188329.34 428979.53)
BOR_RIO_KOLKEN.545,K38836,2021-03-08,,POINT (187410.28 429167.4)
BOR_RIO_KOLKEN.546,K38837,2021-03-08,,POINT (187427.45 429183)
BOR_RIO_KOLKEN.547,K38838,2021-03-08,,POINT (187425.48 429172.12)
BOR_RIO_KOLKEN.548,K38839,2021-03-08,,POINT (187384.58 429157.47)
BOR_RIO_KOLKEN.549,K38840,2021-03-08,,POINT (187382.27 429150.56)
BOR_RIO_KOLKEN.550,K38841,2021-03-08,,POINT (187389.77 429143.7)
BOR_RIO_KOLKEN.551,K38843,2021-03-08,,POINT (188049.39 428995.75)
BOR_RIO_KOLKEN.552,K38844,2021-03-08,,POINT (187439.47 429171.22)
BOR_RIO_KOLKEN.553,K40599,2021-03-08,,POINT (188157.6 428614.78)
BOR_RIO_KOLKEN.554,K2717,2021-03-08,,POINT (187868.47 428859.25)
BOR_RIO_KOLKEN.555,K4695,2021-03-08,,POINT (186090.6 427029.28)
BOR_RIO_KOLKEN.556,K6499,2021-03-08,,POINT (184904.4 428072.84)
BOR_RIO_KOLKEN.557,K363,2021-03-08,,POINT (187816.56 428698.12)
BOR_RIO_KOLKEN.558,K40925,2021-03-08,,POINT (187696.11 429011.5)
BOR_RIO_KOLKEN.559,K40926,2021-03-08,,POINT (187691.33 428997.44)
BOR_RIO_KOLKEN.560,K40600,2021-03-08,,POINT (187964.36 429024.84)
BOR_RIO_KOLKEN.561,K40113,2021-03-08,,POINT (187964.6 429034.8)
BOR_RIO_KOLKEN.562,K38850,2021-03-08,,POINT (188029.02 428978.78)
BOR_RIO_KOLKEN.563,K40601,2021-03-08,,POINT (187969.11 429025.2)
BOR_RIO_KOLKEN.564,K13742,2021-03-08,,POINT (184425 423544.38)
BOR_RIO_KOLKEN.565,K13743,2021-03-08,,POINT (184409.11 423538.4)
BOR_RIO_KOLKEN.566,K4699,2021-03-08,,POINT (184979.28 426715.3)
BOR_RIO_KOLKEN.567,K387,2021-03-08,,POINT (187616.631 428859.67)
BOR_RIO_KOLKEN.568,K393,2021-03-08,,POINT (187640.81 428867.25)
BOR_RIO_KOLKEN.569,K406,2021-03-08,,POINT (183657.36 424967.47)
BOR_RIO_KOLKEN.570,K38851,2021-03-08,,POINT (188021.34 428771.5)
BOR_RIO_KOLKEN.571,K38852,2021-03-08,,POINT (188017.12 428760.3)
BOR_RIO_KOLKEN.572,K407,2021-03-08,,POINT (185177.42 424672.22)
BOR_RIO_KOLKEN.573,K411,2021-03-08,,POINT (187619.12 428653.78)
BOR_RIO_KOLKEN.574,K412,2021-03-08,,POINT (187627.28 428663.84)
BOR_RIO_KOLKEN.575,K38853,2021-03-08,,POINT (188111.6 428876.22)
BOR_RIO_KOLKEN.576,K38854,2021-03-08,,POINT (188133.17 428863.97)
BOR_RIO_KOLKEN.577,K38855,2021-03-08,,POINT (188124.77 428870)
BOR_RIO_KOLKEN.578,K38856,2021-03-08,,POINT (188144.75 428880.94)
BOR_RIO_KOLKEN.579,K38857,2021-03-08,,POINT (188148.38 428907.4)
BOR_RIO_KOLKEN.580,K38858,2021-03-08,,POINT (188153.45 428911.28)
BOR_RIO_KOLKEN.581,K38859,2021-03-08,,POINT (188144.53 428912.47)
BOR_RIO_KOLKEN.582,K38860,2021-03-08,,POINT (188149.62 428916.3)
BOR_RIO_KOLKEN.583,K40927,2021-03-08,,POINT (187679.84 428975.72)
BOR_RIO_KOLKEN.584,K2722,2021-03-08,,POINT (186141.03 427038.56)
BOR_RIO_KOLKEN.585,K413,2021-03-08,,POINT (185755.56 426350.5)
BOR_RIO_KOLKEN.586,K414,2021-03-08,,POINT (187597.81 428646.75)
BOR_RIO_KOLKEN.587,K415,2021-03-08,,POINT (187600.44 428651.1)
BOR_RIO_KOLKEN.588,K426,2021-03-08,,POINT (184202.53 427730.3)
BOR_RIO_KOLKEN.589,K37268,2021-03-08,,POINT (188631.02 428664.72)
BOR_RIO_KOLKEN.590,K37269,2021-03-08,,POINT (188643.84 428678.1)
BOR_RIO_KOLKEN.591,K37270,2021-03-08,,POINT (188688.92 428700)
BOR_RIO_KOLKEN.592,K457,2021-03-08,,POINT (187241.75 432805.44)
BOR_RIO_KOLKEN.593,K40642,2021-03-08,,POINT (187479.69 428792.97)
BOR_RIO_KOLKEN.594,K14304,2021-03-08,,POINT (186136.02 427041.62)
BOR_RIO_KOLKEN.595,K460,2021-03-08,,POINT (185878.126 426986.541)
BOR_RIO_KOLKEN.596,K38861,2021-03-08,,POINT (187726.94 428799.03)
BOR_RIO_KOLKEN.597,K38862,2021-03-08,,POINT (187745.78 428824.75)
BOR_RIO_KOLKEN.598,K39144,2021-03-08,,POINT (183200.92 425500.94)
BOR_RIO_KOLKEN.599,K39145,2021-03-08,,POINT (183143.66 425491.84)
BOR_RIO_KOLKEN.600,K39146,2021-03-08,,POINT (183164.48 425495.1)
BOR_RIO_KOLKEN.601,K39147,2021-03-08,,POINT (183185.23 425498.4)
BOR_RIO_KOLKEN.602,K38863,2021-03-08,,POINT (187732.34 428795.97)
BOR_RIO_KOLKEN.603,K38864,2021-03-08,,POINT (187749.39 428821.38)
BOR_RIO_KOLKEN.604,K462,2021-03-08,,POINT (186813.73 427051.47)
BOR_RIO_KOLKEN.605,K464,2021-03-08,,POINT (189390.165 424923.365)
BOR_RIO_KOLKEN.606,K13744,2021-03-08,,POINT (186396.56 427078.12)
BOR_RIO_KOLKEN.607,K2724,2021-03-08,,POINT (187307.3 428104.75)
BOR_RIO_KOLKEN.608,K40635,2021-03-08,,POINT (187649.46 431744.739)
BOR_RIO_KOLKEN.609,K40115,2021-03-08,,POINT (187654.25 431632.644)
BOR_RIO_KOLKEN.610,K6518,2021-03-08,,POINT (187802.13 430470.982)
BOR_RIO_KOLKEN.611,K6519,2021-03-08,,POINT (187795.11 430485.333)
BOR_RIO_KOLKEN.612,K6520,2021-03-08,,POINT (187780.492 430502.328)
BOR_RIO_KOLKEN.613,K6521,2021-03-08,,POINT (187770.262 430518.867)
BOR_RIO_KOLKEN.614,K6522,2021-03-08,,POINT (187759.955 430535.484)
BOR_RIO_KOLKEN.615,K6537,2021-03-08,,POINT (187647.36 430696.56)
BOR_RIO_KOLKEN.616,K6586,2021-03-08,,POINT (187537.089 431842.167)
BOR_RIO_KOLKEN.617,K6601,2021-03-08,,POINT (187515.801 431620.893)
BOR_RIO_KOLKEN.618,K6605,2021-03-08,,POINT (187519.141 431541.766)
BOR_RIO_KOLKEN.619,K6623,2021-03-08,,POINT (187534.808 431188.685)
BOR_RIO_KOLKEN.620,K4710,2021-03-08,,POINT (187589.948 430744.261)
BOR_RIO_KOLKEN.621,K4712,2021-03-08,,POINT (187588.082 430728.733)
BOR_RIO_KOLKEN.622,K479,2021-03-08,,POINT (186012.06 432443.2)
BOR_RIO_KOLKEN.623,K482,2021-03-08,,POINT (183507.31 423683.38)
BOR_RIO_KOLKEN.624,K40928,2021-03-08,,POINT (188491.61 428844.8)
BOR_RIO_KOLKEN.625,K40929,2021-03-08,,POINT (188485.27 428866.56)
BOR_RIO_KOLKEN.626,K40930,2021-03-08,,POINT (188479.52 428887.03)
BOR_RIO_KOLKEN.627,K40931,2021-03-08,,POINT (188474.1 428906.22)
BOR_RIO_KOLKEN.628,K40932,2021-03-08,,POINT (188468.4 428925.38)
BOR_RIO_KOLKEN.629,K40933,2021-03-08,,POINT (188462.03 428944.44)
BOR_RIO_KOLKEN.630,K40934,2021-03-08,,POINT (188456.03 428963.28)
BOR_RIO_KOLKEN.631,K40940,2021-03-08,,POINT (188500.22 428727.66)
BOR_RIO_KOLKEN.632,K40118,2021-03-08,,POINT (188516.72 428635.22)
BOR_RIO_KOLKEN.633,K40119,2021-03-08,,POINT (188506.69 428620.8)
BOR_RIO_KOLKEN.634,K40120,2021-03-08,,POINT (188531.69 428666.75)
BOR_RIO_KOLKEN.635,K40122,2021-03-08,,POINT (188538.73 428695)
BOR_RIO_KOLKEN.636,K40123,2021-03-08,,POINT (188535.88 428680.72)
BOR_RIO_KOLKEN.637,K40124,2021-03-08,,POINT (188539.6 428733.03)
BOR_RIO_KOLKEN.638,K40125,2021-03-08,,POINT (188540.48 428715.4)
BOR_RIO_KOLKEN.639,K40126,2021-03-08,,POINT (188494.08 428606.62)
BOR_RIO_KOLKEN.640,K40942,2021-03-08,,POINT (188526.97 428732.22)
BOR_RIO_KOLKEN.641,K40943,2021-03-08,,POINT (188525.22 428746.94)
BOR_RIO_KOLKEN.642,K40944,2021-03-08,,POINT (188521.73 428762.38)
BOR_RIO_KOLKEN.643,K40945,2021-03-08,,POINT (188517.53 428776.53)
BOR_RIO_KOLKEN.644,K40946,2021-03-08,,POINT (188522.98 428684.75)
BOR_RIO_KOLKEN.645,K40947,2021-03-08,,POINT (188518.98 428671.4)
BOR_RIO_KOLKEN.646,K40948,2021-03-08,,POINT (188512.67 428656.03)
BOR_RIO_KOLKEN.647,K40127,2021-03-08,,POINT (188505.2 428642.3)
BOR_RIO_KOLKEN.648,K40949,2021-03-08,,POINT (188489.28 428616.53)
BOR_RIO_KOLKEN.649,K40950,2021-03-08,,POINT (188527.08 428715.78)
BOR_RIO_KOLKEN.650,K37271,2021-03-08,,POINT (188559.7 428597.62)
BOR_RIO_KOLKEN.651,K2729,2021-03-08,,POINT (188503.31 430913.12)
BOR_RIO_KOLKEN.652,K2274,2021-03-08,,POINT (182296.11 425830.9)
BOR_RIO_KOLKEN.653,K2730,2021-03-08,,POINT (182987.77 426680.8)
BOR_RIO_KOLKEN.654,K2731,2021-03-08,,POINT (182949.39 426656.78)
BOR_RIO_KOLKEN.655,K4732,2021-03-08,,POINT (188343.36 431498.56)
BOR_RIO_KOLKEN.656,K497,2021-03-08,,POINT (186449.19 432749.72)
BOR_RIO_KOLKEN.657,K500,2021-03-08,,POINT (188469.36 430904.22)
BOR_RIO_KOLKEN.658,K6686,2021-03-08,,POINT (188368.9 430763.3)
BOR_RIO_KOLKEN.659,K22087,2021-03-08,,POINT (185151.8 424412.1)
BOR_RIO_KOLKEN.660,K6690,2021-03-08,,POINT (183470.4 427323.1)
BOR_RIO_KOLKEN.661,K511,2021-03-08,,POINT (180579.5 426241.84)
BOR_RIO_KOLKEN.662,K6691,2021-03-08,,POINT (183588.33 427092.75)
BOR_RIO_KOLKEN.663,K2735,2021-03-08,,POINT (180604.89 426245.44)
BOR_RIO_KOLKEN.664,K2736,2021-03-08,,POINT (180624.73 426240.72)
BOR_RIO_KOLKEN.665,K13747,2021-03-08,,POINT (184399.55 423532.2)
BOR_RIO_KOLKEN.666,K4739,2021-03-08,,POINT (183613.66 428432.94)
BOR_RIO_KOLKEN.667,K50273,2021-03-08,,POINT (185881.83 429180.7)
BOR_RIO_KOLKEN.668,K521,2021-03-08,,POINT (185131.38 426107.22)
BOR_RIO_KOLKEN.669,K522,2021-03-08,,POINT (185144.31 426093.97)
BOR_RIO_KOLKEN.670,K523,2021-03-08,,POINT (185178.94 426072.16)
BOR_RIO_KOLKEN.671,K524,2021-03-08,,POINT (185191.08 426084.28)
BOR_RIO_KOLKEN.672,K525,2021-03-08,,POINT (185203.31 426096.5)
BOR_RIO_KOLKEN.673,K4740,2021-03-08,,POINT (185090.55 426146.28)
BOR_RIO_KOLKEN.674,K526,2021-03-08,,POINT (185216.12 426109.28)
BOR_RIO_KOLKEN.675,K527,2021-03-08,,POINT (185228.34 426121.47)
BOR_RIO_KOLKEN.676,K528,2021-03-08,,POINT (185193.56 426186.22)
BOR_RIO_KOLKEN.677,K529,2021-03-08,,POINT (185201.94 426177.75)
BOR_RIO_KOLKEN.678,K530,2021-03-08,,POINT (185210.3 426169.28)
BOR_RIO_KOLKEN.679,K531,2021-03-08,,POINT (185219.31 426160.16)
BOR_RIO_KOLKEN.680,K532,2021-03-08,,POINT (185228.33 426151.03)
BOR_RIO_KOLKEN.681,K533,2021-03-08,,POINT (185166.9 426094.53)
BOR_RIO_KOLKEN.682,K536,2021-03-08,,POINT (185154.89 426106.56)
BOR_RIO_KOLKEN.683,K537,2021-03-08,,POINT (185162.19 426113.84)
BOR_RIO_KOLKEN.684,K538,2021-03-08,,POINT (185174.48 426102.1)
BOR_RIO_KOLKEN.685,K13748,2021-03-08,,POINT (188157.88 426411.84)
BOR_RIO_KOLKEN.686,K2738,2021-03-08,,POINT (186346.88 426967.97)
BOR_RIO_KOLKEN.687,K2275,2021-03-08,,POINT (186185.34 428605.4)
BOR_RIO_KOLKEN.688,K2276,2021-03-08,,POINT (186197.19 428610.88)
BOR_RIO_KOLKEN.689,K541,2021-03-08,,POINT (185156.05 426091.75)
BOR_RIO_KOLKEN.690,K542,2021-03-08,,POINT (185131.89 426116.12)
BOR_RIO_KOLKEN.691,K543,2021-03-08,,POINT (185143.03 426104.8)
BOR_RIO_KOLKEN.692,K545,2021-03-08,,POINT (185104.83 426131.88)
BOR_RIO_KOLKEN.693,K546,2021-03-08,,POINT (185106.03 426147.1)
BOR_RIO_KOLKEN.694,K27174,2021-03-08,,POINT (187789.11 426873.62)
BOR_RIO_KOLKEN.695,K13749,2021-03-08,,POINT (184462.69 427279.75)
BOR_RIO_KOLKEN.696,K13750,2021-03-08,,POINT (188159.58 426426.12)
BOR_RIO_KOLKEN.697,K552,2021-03-08,,POINT (184868.33 425551.8)
BOR_RIO_KOLKEN.698,K553,2021-03-08,,POINT (184879.55 425569.78)
BOR_RIO_KOLKEN.699,K557,2021-03-08,,POINT (185297.94 426904.3)
BOR_RIO_KOLKEN.700,K14308,2021-03-08,,POINT (189076.655 425588.31)
BOR_RIO_KOLKEN.701,K6692,2021-03-08,,POINT (187411.42 428179.94)
BOR_RIO_KOLKEN.702,K6693,2021-03-08,,POINT (187391 428162.47)
BOR_RIO_KOLKEN.703,K14309,2021-03-08,,POINT (189076.55 425594.871)
BOR_RIO_KOLKEN.704,K14310,2021-03-08,,POINT (189078.966 425573.907)
BOR_RIO_KOLKEN.705,K14311,2021-03-08,,POINT (189083.863 425553.913)
BOR_RIO_KOLKEN.706,K561,2021-03-08,,POINT (187636.52 428254.7)
BOR_RIO_KOLKEN.707,K567,2021-03-08,,POINT (187085.02 428112.6)
BOR_RIO_KOLKEN.708,K568,2021-03-08,,POINT (187079.36 428093.9)
BOR_RIO_KOLKEN.709,K569,2021-03-08,,POINT (187073.7 428075.22)
BOR_RIO_KOLKEN.710,K570,2021-03-08,,POINT (187067.77 428055.56)
BOR_RIO_KOLKEN.711,K27180,2021-03-08,,POINT (187016.66 427929.88)
BOR_RIO_KOLKEN.712,K37310,2021-03-08,,POINT (187022.56 427946.38)
BOR_RIO_KOLKEN.713,K37311,2021-03-08,,POINT (187030.98 427962.84)
BOR_RIO_KOLKEN.714,K571,2021-03-08,,POINT (187039.58 427979.22)
BOR_RIO_KOLKEN.715,K27181,2021-03-08,,POINT (187009.77 427883.88)
BOR_RIO_KOLKEN.716,K40952,2021-03-08,,POINT (188493.94 428711)
BOR_RIO_KOLKEN.717,K596,2021-03-08,,POINT (183977.77 426329.1)
BOR_RIO_KOLKEN.718,K597,2021-03-08,,POINT (182709.84 426001.44)
BOR_RIO_KOLKEN.719,K4744,2021-03-08,,POINT (183683.33 423820.4)
BOR_RIO_KOLKEN.720,K2744,2021-03-08,,POINT (184020.45 429305.5)
BOR_RIO_KOLKEN.721,K2745,2021-03-08,,POINT (184026.98 429305)
BOR_RIO_KOLKEN.722,K2279,2021-03-08,,POINT (183907.02 426508.12)
BOR_RIO_KOLKEN.723,K38508,2021-03-08,,POINT (183775.95 426520.62)
BOR_RIO_KOLKEN.724,K612,2021-03-08,,POINT (182997.28 426196.4)
BOR_RIO_KOLKEN.725,K2746,2021-03-08,,POINT (182757.61 426008.16)
BOR_RIO_KOLKEN.726,K2747,2021-03-08,,POINT (182736.19 426002.7)
BOR_RIO_KOLKEN.727,K613,2021-03-08,,POINT (186417.5 427079.03)
BOR_RIO_KOLKEN.728,K4747,2021-03-08,,POINT (185787.45 426891.1)
BOR_RIO_KOLKEN.729,K615,2021-03-08,,POINT (188444.38 424709.78)
BOR_RIO_KOLKEN.730,K2748,2021-03-08,,POINT (183422.94 427456.03)
BOR_RIO_KOLKEN.731,K617,2021-03-08,,POINT (182932.17 426141.16)
BOR_RIO_KOLKEN.732,K618,2021-03-08,,POINT (182950.84 426047.62)
BOR_RIO_KOLKEN.733,K619,2021-03-08,,POINT (182914.81 426227.06)
BOR_RIO_KOLKEN.734,K620,2021-03-08,,POINT (182910.64 426247.94)
BOR_RIO_KOLKEN.735,K621,2021-03-08,,POINT (182912.19 426229.78)
BOR_RIO_KOLKEN.736,K4748,2021-03-08,,POINT (182950.73 426065.53)
BOR_RIO_KOLKEN.737,K624,2021-03-08,,POINT (182953.98 426017.25)
BOR_RIO_KOLKEN.738,K625,2021-03-08,,POINT (182926.67 426168.78)
BOR_RIO_KOLKEN.739,K4751,2021-03-08,,POINT (182926.81 426160.44)
BOR_RIO_KOLKEN.740,K4754,2021-03-08,,POINT (182970.83 425967.3)
BOR_RIO_KOLKEN.741,K4755,2021-03-08,,POINT (182960.67 425994.16)
BOR_RIO_KOLKEN.742,K4756,2021-03-08,,POINT (182985.544 425973.617)
BOR_RIO_KOLKEN.743,K2751,2021-03-08,,POINT (182977.459 425999.36)
BOR_RIO_KOLKEN.744,K33615,2021-03-08,,POINT (184341.25 424168.2)
BOR_RIO_KOLKEN.745,K50278,2021-03-08,,POINT (180772.4 426363.84)
BOR_RIO_KOLKEN.746,K2753,2021-03-08,,POINT (184017.66 429285.62)
BOR_RIO_KOLKEN.747,K2754,2021-03-08,,POINT (184024.17 429284.88)
BOR_RIO_KOLKEN.748,K2755,2021-03-08,,POINT (180631.172 426377.248)
BOR_RIO_KOLKEN.749,K2756,2021-03-08,,POINT (180727.148 426358.041)
BOR_RIO_KOLKEN.750,K2757,2021-03-08,,POINT (180755.163 426352.434)
BOR_RIO_KOLKEN.751,K2758,2021-03-08,,POINT (180784.088 426346.768)
BOR_RIO_KOLKEN.752,K2761,2021-03-08,,POINT (181148.88 426302.38)
BOR_RIO_KOLKEN.753,K2762,2021-03-08,,POINT (181176.53 426301.34)
BOR_RIO_KOLKEN.754,K2763,2021-03-08,,POINT (181354.151 426298.072)
BOR_RIO_KOLKEN.755,K2767,2021-03-08,,POINT (181198.27 426561.3)
BOR_RIO_KOLKEN.756,K2768,2021-03-08,,POINT (181174.19 426574.62)
BOR_RIO_KOLKEN.757,K2769,2021-03-08,,POINT (181162.34 426581.16)
BOR_RIO_KOLKEN.758,K2770,2021-03-08,,POINT (181149.7 426588.16)
BOR_RIO_KOLKEN.759,K2771,2021-03-08,,POINT (181135.17 426596.03)
BOR_RIO_KOLKEN.760,K2772,2021-03-08,,POINT (181146.7 426366.2)
BOR_RIO_KOLKEN.761,K2773,2021-03-08,,POINT (181208.06 426299.8)
BOR_RIO_KOLKEN.762,K2774,2021-03-08,,POINT (181205.9 426496.75)
BOR_RIO_KOLKEN.763,K2775,2021-03-08,,POINT (180961.97 426327.22)
BOR_RIO_KOLKEN.764,K2776,2021-03-08,,POINT (180802.38 426402.75)
BOR_RIO_KOLKEN.765,K2777,2021-03-08,,POINT (180813.73 426424.53)
BOR_RIO_KOLKEN.766,K2778,2021-03-08,,POINT (180884.62 426577)
BOR_RIO_KOLKEN.767,K2779,2021-03-08,,POINT (180933.83 426322.78)
BOR_RIO_KOLKEN.768,K2780,2021-03-08,,POINT (180843.75 426336.28)
BOR_RIO_KOLKEN.769,K2781,2021-03-08,,POINT (181047.56 426642.2)
BOR_RIO_KOLKEN.1,K35025,2021-03-08,,POINT (185636.531 429243.271)
BOR_RIO_KOLKEN.2,K46462,2021-03-08,,POINT (185846.56 429050.6)
BOR_RIO_KOLKEN.3,K43982,2021-03-08,,POINT (185889.58 429058.44)
BOR_RIO_KOLKEN.4,K50045,2021-03-08,,POINT (185873.66 429058.44)
BOR_RIO_KOLKEN.5,K50046,2021-03-08,,POINT (185879.22 429140.6)
BOR_RIO_KOLKEN.6,K45828,2021-03-08,,POINT (185880.6 429161.1)
BOR_RIO_KOLKEN.7,K43924,2021-03-08,,POINT (185894.14 429126.78)
BOR_RIO_KOLKEN.8,K46522,2021-03-08,,POINT (185853.1 429062.03)
BOR_RIO_KOLKEN.9,K43836,2021-03-08,,POINT (185860.12 429160.66)
BOR_RIO_KOLKEN.10,K46747,2021-03-08,,POINT (185897.69 429179.44)
BOR_RIO_KOLKEN.11,K46815,2021-03-08,,POINT (185868.86 429180.7)
BOR_RIO_KOLKEN.12,K50047,2021-03-08,,POINT (185833.02 429190.53)
BOR_RIO_KOLKEN.13,K43433,2021-03-08,,POINT (185792.9 429193.16)
BOR_RIO_KOLKEN.14,K45650,2021-03-08,,POINT (185771.28 429179.7)
BOR_RIO_KOLKEN.15,K50049,2021-03-08,,POINT (185784.38 429178.78)
BOR_RIO_KOLKEN.16,K45942,2021-03-08,,POINT (185798.31 429159.16)
BOR_RIO_KOLKEN.17,K46170,2021-03-08,,POINT (185763.81 429075.25)
BOR_RIO_KOLKEN.18,K43527,2021-03-08,,POINT (185776.88 429074.4)
BOR_RIO_KOLKEN.19,K43941,2021-03-08,,POINT (185792.62 429073.5)
BOR_RIO_KOLKEN.20,K42024,2021-03-08,,POINT (184992.55 427563.03)
BOR_RIO_KOLKEN.21,K2,2021-03-08,,POINT (185009.27 427576.84)
BOR_RIO_KOLKEN.22,K42010,2021-03-08,,POINT (184832.62 427931.38)
BOR_RIO_KOLKEN.23,K42011,2021-03-08,,POINT (184841.28 427939.28)
BOR_RIO_KOLKEN.24,K42008,2021-03-08,,POINT (184804.48 427931.56)
