FID,PUTNUMMER,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
BOR_RIO_KOLKEN.1568,K43784,2021-03-08,,POINT (187051.78 427178.75)
BOR_RIO_KOLKEN.1569,K50281,2021-03-08,,POINT (187048.4 427156.75)
BOR_RIO_KOLKEN.1570,K46743,2021-03-08,,POINT (187038.23 427090.97)
BOR_RIO_KOLKEN.1571,K44414,2021-03-08,,POINT (187041.61 427112.16)
BOR_RIO_KOLKEN.1572,K50282,2021-03-08,,POINT (187031.75 427203.94)
BOR_RIO_KOLKEN.1573,K747,2021-03-08,,POINT (188064.069 425797.982)
BOR_RIO_KOLKEN.1574,K748,2021-03-08,,POINT (183258.48 426426.38)
BOR_RIO_KOLKEN.1575,K749,2021-03-08,,POINT (183220.84 426424.03)
BOR_RIO_KOLKEN.1576,K41723,2021-03-08,,POINT (183247.9 426393.34)
BOR_RIO_KOLKEN.1577,K750,2021-03-08,,POINT (183235.19 426427.53)
BOR_RIO_KOLKEN.1578,K751,2021-03-08,,POINT (183246.02 426427.5)
BOR_RIO_KOLKEN.1579,K752,2021-03-08,,POINT (183236.86 426392.3)
BOR_RIO_KOLKEN.1580,K3298,2021-03-08,,POINT (186167.61 428621.62)
BOR_RIO_KOLKEN.1581,K753,2021-03-08,,POINT (182880.28 426405.66)
BOR_RIO_KOLKEN.1582,K754,2021-03-08,,POINT (182935.3 426386.7)
BOR_RIO_KOLKEN.1583,K755,2021-03-08,,POINT (182922.985 426397.323)
BOR_RIO_KOLKEN.1584,K756,2021-03-08,,POINT (182908.839 426403.981)
BOR_RIO_KOLKEN.1585,K3299,2021-03-08,,POINT (182859.94 426398.72)
BOR_RIO_KOLKEN.1586,K3300,2021-03-08,,POINT (182834.2 426364.34)
BOR_RIO_KOLKEN.1587,K3301,2021-03-08,,POINT (182849.8 426390.25)
BOR_RIO_KOLKEN.1588,K3302,2021-03-08,,POINT (182836.86 426372.94)
BOR_RIO_KOLKEN.1589,K3303,2021-03-08,,POINT (182830.11 426351.62)
BOR_RIO_KOLKEN.1590,K758,2021-03-08,,POINT (182947.27 426377.94)
BOR_RIO_KOLKEN.1591,K3304,2021-03-08,,POINT (182806.715 426337.146)
BOR_RIO_KOLKEN.1592,K3305,2021-03-08,,POINT (182455.6 426255.6)
BOR_RIO_KOLKEN.1593,K3306,2021-03-08,,POINT (182476.56 426260.38)
BOR_RIO_KOLKEN.1594,K3307,2021-03-08,,POINT (182492.61 426264.1)
BOR_RIO_KOLKEN.1595,K3308,2021-03-08,,POINT (182774.86 426332.56)
BOR_RIO_KOLKEN.1596,K3309,2021-03-08,,POINT (182794.3 426334.9)
BOR_RIO_KOLKEN.1597,K3310,2021-03-08,,POINT (182513.53 426275.62)
BOR_RIO_KOLKEN.1598,K3311,2021-03-08,,POINT (182533.28 426277.28)
BOR_RIO_KOLKEN.1599,K3312,2021-03-08,,POINT (182552.33 426281.47)
BOR_RIO_KOLKEN.1600,K3313,2021-03-08,,POINT (182597.38 426290.34)
BOR_RIO_KOLKEN.1601,K3314,2021-03-08,,POINT (182755.719 426325.316)
BOR_RIO_KOLKEN.1602,K3315,2021-03-08,,POINT (182737.84 426321.22)
BOR_RIO_KOLKEN.1603,K3316,2021-03-08,,POINT (182716.5 426316.78)
BOR_RIO_KOLKEN.1604,K3317,2021-03-08,,POINT (182697.03 426312.1)
BOR_RIO_KOLKEN.1605,K3318,2021-03-08,,POINT (182679.42 426307.88)
BOR_RIO_KOLKEN.1606,K3319,2021-03-08,,POINT (182657.73 426302.94)
BOR_RIO_KOLKEN.1607,K3320,2021-03-08,,POINT (182639.73 426298.38)
BOR_RIO_KOLKEN.1608,K3321,2021-03-08,,POINT (182618.405 426293.505)
BOR_RIO_KOLKEN.1609,K3322,2021-03-08,,POINT (182576.52 426287.28)
BOR_RIO_KOLKEN.1610,K27196,2021-03-08,,POINT (185574.67 426667.6)
BOR_RIO_KOLKEN.1611,K6845,2021-03-08,,POINT (186187.95 428643.3)
BOR_RIO_KOLKEN.1612,K6846,2021-03-08,,POINT (186528.67 428513.88)
BOR_RIO_KOLKEN.1613,K6847,2021-03-08,,POINT (186514.1 428518.44)
BOR_RIO_KOLKEN.1614,K6848,2021-03-08,,POINT (186193.47 428639.66)
BOR_RIO_KOLKEN.1615,K6849,2021-03-08,,POINT (186435.08 428545.34)
BOR_RIO_KOLKEN.1616,K6850,2021-03-08,,POINT (186367.61 428571.3)
BOR_RIO_KOLKEN.1617,K6851,2021-03-08,,POINT (186322.44 428589.97)
BOR_RIO_KOLKEN.1618,K6852,2021-03-08,,POINT (186302.2 428598.38)
BOR_RIO_KOLKEN.1619,K6853,2021-03-08,,POINT (186285.19 428605.47)
BOR_RIO_KOLKEN.1620,K6854,2021-03-08,,POINT (186267.05 428613.06)
BOR_RIO_KOLKEN.1621,K6855,2021-03-08,,POINT (186246.7 428621.03)
BOR_RIO_KOLKEN.1622,K6856,2021-03-08,,POINT (186225.53 428628.2)
BOR_RIO_KOLKEN.1623,K6857,2021-03-08,,POINT (186207.69 428634.06)
BOR_RIO_KOLKEN.1624,K6858,2021-03-08,,POINT (186492 428525.56)
BOR_RIO_KOLKEN.1625,K6859,2021-03-08,,POINT (186475.33 428531.16)
BOR_RIO_KOLKEN.1626,K6860,2021-03-08,,POINT (186453.3 428538.88)
BOR_RIO_KOLKEN.1627,K6862,2021-03-08,,POINT (186508.55 428511.28)
BOR_RIO_KOLKEN.1628,K6867,2021-03-08,,POINT (186431.53 428537.56)
BOR_RIO_KOLKEN.1629,K6868,2021-03-08,,POINT (186340.84 428572.94)
BOR_RIO_KOLKEN.1630,K6869,2021-03-08,,POINT (186318.8 428581.7)
BOR_RIO_KOLKEN.1631,K6870,2021-03-08,,POINT (186299.66 428589.12)
BOR_RIO_KOLKEN.1632,K6871,2021-03-08,,POINT (186202.88 428623.5)
BOR_RIO_KOLKEN.1633,K6872,2021-03-08,,POINT (186220.66 428617.4)
BOR_RIO_KOLKEN.1634,K6873,2021-03-08,,POINT (186240.81 428610.56)
BOR_RIO_KOLKEN.1635,K6874,2021-03-08,,POINT (186262.16 428603.03)
BOR_RIO_KOLKEN.1636,K6875,2021-03-08,,POINT (186280.6 428596.28)
BOR_RIO_KOLKEN.1637,K6876,2021-03-08,,POINT (186446.64 428532.16)
BOR_RIO_KOLKEN.1638,K27199,2021-03-08,,POINT (185484.9 426581.84)
BOR_RIO_KOLKEN.1639,K27200,2021-03-08,,POINT (185589.49 426683.154)
BOR_RIO_KOLKEN.1640,K4824,2021-03-08,,POINT (186317.36 427067.84)
BOR_RIO_KOLKEN.1641,K6878,2021-03-08,,POINT (186299.03 427065.5)
BOR_RIO_KOLKEN.1642,K6879,2021-03-08,,POINT (186179.4 428630.22)
BOR_RIO_KOLKEN.1643,K3323,2021-03-08,,POINT (189399.27 424961.62)
BOR_RIO_KOLKEN.1644,K3324,2021-03-08,,POINT (189389.3 424902.84)
BOR_RIO_KOLKEN.1645,K3325,2021-03-08,,POINT (189390.62 424884.1)
BOR_RIO_KOLKEN.1646,K3326,2021-03-08,,POINT (189384.14 424913.94)
BOR_RIO_KOLKEN.1647,K3327,2021-03-08,,POINT (189399.25 424982.7)
BOR_RIO_KOLKEN.1648,K3328,2021-03-08,,POINT (182818.785 426340.699)
BOR_RIO_KOLKEN.1649,K37364,2021-03-08,,POINT (187592.66 427940.25)
BOR_RIO_KOLKEN.1650,K38313,2021-03-08,,POINT (187603.92 428057.47)
BOR_RIO_KOLKEN.1651,K38315,2021-03-08,,POINT (187570.72 427777.2)
BOR_RIO_KOLKEN.1652,K38316,2021-03-08,,POINT (187565.39 427739.9)
BOR_RIO_KOLKEN.1653,K14315,2021-03-08,,POINT (188659.64 426781.9)
BOR_RIO_KOLKEN.1654,K14316,2021-03-08,,POINT (188666.53 426767.38)
BOR_RIO_KOLKEN.1655,K14317,2021-03-08,,POINT (188650.25 426801.5)
BOR_RIO_KOLKEN.1656,K14318,2021-03-08,,POINT (188675.66 426748.03)
BOR_RIO_KOLKEN.1657,K14319,2021-03-08,,POINT (188684.11 426730.25)
BOR_RIO_KOLKEN.1658,K14320,2021-03-08,,POINT (188693.2 426711.16)
BOR_RIO_KOLKEN.1659,K14321,2021-03-08,,POINT (188711.34 426673.62)
BOR_RIO_KOLKEN.1660,K14322,2021-03-08,,POINT (188720.69 426654.25)
BOR_RIO_KOLKEN.1661,K22386,2021-03-08,,POINT (187708.34 424618.75)
BOR_RIO_KOLKEN.1662,K22387,2021-03-08,,POINT (188049.64 424700.78)
BOR_RIO_KOLKEN.1663,K22388,2021-03-08,,POINT (188091.86 424702.72)
BOR_RIO_KOLKEN.1664,K22389,2021-03-08,,POINT (188076.16 424702.44)
BOR_RIO_KOLKEN.1665,K22390,2021-03-08,,POINT (188121.02 424706.44)
BOR_RIO_KOLKEN.1666,K22391,2021-03-08,,POINT (188155.73 424711)
BOR_RIO_KOLKEN.1667,K22392,2021-03-08,,POINT (188167.12 424713.75)
BOR_RIO_KOLKEN.1668,K22393,2021-03-08,,POINT (188185.5 424716.62)
BOR_RIO_KOLKEN.1669,K22394,2021-03-08,,POINT (188214.78 424720.25)
BOR_RIO_KOLKEN.1670,K22395,2021-03-08,,POINT (187471.78 424539.44)
BOR_RIO_KOLKEN.1671,K22396,2021-03-08,,POINT (187490.34 424545.97)
BOR_RIO_KOLKEN.1672,K22397,2021-03-08,,POINT (187510.52 424552.62)
BOR_RIO_KOLKEN.1673,K22398,2021-03-08,,POINT (187528.03 424558.47)
BOR_RIO_KOLKEN.1674,K22399,2021-03-08,,POINT (187547.44 424564.94)
BOR_RIO_KOLKEN.1675,K22400,2021-03-08,,POINT (187567.34 424571.56)
BOR_RIO_KOLKEN.1676,K22401,2021-03-08,,POINT (187586.73 424578.06)
BOR_RIO_KOLKEN.1677,K22402,2021-03-08,,POINT (187609.94 424585.78)
BOR_RIO_KOLKEN.1678,K22403,2021-03-08,,POINT (188245 424723.88)
BOR_RIO_KOLKEN.1679,K22404,2021-03-08,,POINT (188274.19 424721.12)
BOR_RIO_KOLKEN.1680,K22405,2021-03-08,,POINT (188334.11 424710.2)
BOR_RIO_KOLKEN.1681,K22406,2021-03-08,,POINT (188363.1 424704.9)
BOR_RIO_KOLKEN.1682,K22407,2021-03-08,,POINT (188394.27 424700.25)
BOR_RIO_KOLKEN.1683,K22408,2021-03-08,,POINT (187845.84 424661.72)
BOR_RIO_KOLKEN.1684,K22409,2021-03-08,,POINT (187733.25 424627.12)
BOR_RIO_KOLKEN.1685,K22410,2021-03-08,,POINT (187684.2 424610.66)
BOR_RIO_KOLKEN.1686,K22411,2021-03-08,,POINT (187659.12 424602.28)
BOR_RIO_KOLKEN.1687,K22412,2021-03-08,,POINT (187634.03 424593.9)
BOR_RIO_KOLKEN.1688,K22413,2021-03-08,,POINT (188020.36 424697.66)
BOR_RIO_KOLKEN.1689,K22414,2021-03-08,,POINT (187981.48 424693.56)
BOR_RIO_KOLKEN.1690,K22415,2021-03-08,,POINT (187965.3 424691.84)
BOR_RIO_KOLKEN.1691,K22416,2021-03-08,,POINT (187937.89 424689)
BOR_RIO_KOLKEN.1692,K22417,2021-03-08,,POINT (187921.72 424686.3)
BOR_RIO_KOLKEN.1693,K22418,2021-03-08,,POINT (187886.19 424676.62)
BOR_RIO_KOLKEN.1694,K22419,2021-03-08,,POINT (187860.55 424666.34)
BOR_RIO_KOLKEN.1695,K22420,2021-03-08,,POINT (187808.95 424652.56)
BOR_RIO_KOLKEN.1696,K22421,2021-03-08,,POINT (187783.06 424643.88)
BOR_RIO_KOLKEN.1697,K22422,2021-03-08,,POINT (187758.94 424635.8)
BOR_RIO_KOLKEN.1698,K33382,2021-03-08,,POINT (186144.623 427182.695)
BOR_RIO_KOLKEN.1699,K33383,2021-03-08,,POINT (186135.03 427176.806)
BOR_RIO_KOLKEN.1700,K33385,2021-03-08,,POINT (186110.199 427161.81)
BOR_RIO_KOLKEN.1701,K3331,2021-03-08,,POINT (187429.48 426182.8)
BOR_RIO_KOLKEN.1702,K3335,2021-03-08,,POINT (187446.17 426312.8)
BOR_RIO_KOLKEN.1703,K3343,2021-03-08,,POINT (187396.647 425965.158)
BOR_RIO_KOLKEN.1704,K3357,2021-03-08,,POINT (186332.48 427057.8)
BOR_RIO_KOLKEN.1705,K764,2021-03-08,,POINT (186342.66 426981.3)
BOR_RIO_KOLKEN.1706,K3358,2021-03-08,,POINT (186335.4 426996.25)
BOR_RIO_KOLKEN.1707,K3359,2021-03-08,,POINT (186337.47 426980.72)
BOR_RIO_KOLKEN.1708,K3360,2021-03-08,,POINT (186339.2 426967.28)
BOR_RIO_KOLKEN.1709,K33388,2021-03-08,,POINT (185945.7 427050.03)
BOR_RIO_KOLKEN.1710,K33389,2021-03-08,,POINT (185950.88 427041.28)
BOR_RIO_KOLKEN.1711,K33390,2021-03-08,,POINT (186090.33 427142.34)
BOR_RIO_KOLKEN.1712,K33391,2021-03-08,,POINT (186076.62 427126.62)
BOR_RIO_KOLKEN.1713,K33392,2021-03-08,,POINT (186079.73 427128.56)
BOR_RIO_KOLKEN.1714,K33393,2021-03-08,,POINT (186383.67 427094.66)
BOR_RIO_KOLKEN.1715,K33394,2021-03-08,,POINT (186380.03 427093.97)
BOR_RIO_KOLKEN.1716,K33395,2021-03-08,,POINT (186375.2 427111.72)
BOR_RIO_KOLKEN.1717,K33396,2021-03-08,,POINT (186360.56 427128.9)
BOR_RIO_KOLKEN.1718,K33397,2021-03-08,,POINT (186363.83 427130.66)
BOR_RIO_KOLKEN.1719,K33398,2021-03-08,,POINT (186351.14 427144.6)
BOR_RIO_KOLKEN.1720,K33399,2021-03-08,,POINT (186354.39 427146.38)
BOR_RIO_KOLKEN.1721,K33400,2021-03-08,,POINT (186346.31 427159.75)
BOR_RIO_KOLKEN.1722,K33401,2021-03-08,,POINT (186343.16 427157.9)
BOR_RIO_KOLKEN.1723,K33402,2021-03-08,,POINT (186331.28 427177.56)
BOR_RIO_KOLKEN.1724,K33403,2021-03-08,,POINT (186335.08 427179.84)
BOR_RIO_KOLKEN.1725,K33404,2021-03-08,,POINT (186321.2 427202.9)
BOR_RIO_KOLKEN.1726,K33405,2021-03-08,,POINT (186317.5 427200.62)
BOR_RIO_KOLKEN.1727,K33406,2021-03-08,,POINT (186355.42 427238.12)
BOR_RIO_KOLKEN.1728,K27201,2021-03-08,,POINT (186353.47 427241.3)
BOR_RIO_KOLKEN.1729,K33661,2021-03-08,,POINT (186337.27 427231.62)
BOR_RIO_KOLKEN.1730,K33407,2021-03-08,,POINT (186339.19 427228.44)
BOR_RIO_KOLKEN.1731,K33408,2021-03-08,,POINT (186324.23 427219.47)
BOR_RIO_KOLKEN.1732,K33409,2021-03-08,,POINT (186322.31 427222.53)
BOR_RIO_KOLKEN.1733,K33410,2021-03-08,,POINT (186322.02 427160.4)
BOR_RIO_KOLKEN.1734,K33411,2021-03-08,,POINT (186323.88 427157.22)
BOR_RIO_KOLKEN.1735,K33412,2021-03-08,,POINT (186306.23 427150.9)
BOR_RIO_KOLKEN.1736,K33413,2021-03-08,,POINT (186308.05 427147.7)
BOR_RIO_KOLKEN.1737,K33414,2021-03-08,,POINT (186285.14 427138.3)
BOR_RIO_KOLKEN.1738,K41969,2021-03-08,,POINT (186286.98 427135.12)
BOR_RIO_KOLKEN.1739,K33415,2021-03-08,,POINT (186266.3 427122.78)
BOR_RIO_KOLKEN.1740,K33416,2021-03-08,,POINT (186264.48 427125.94)
BOR_RIO_KOLKEN.1741,K33417,2021-03-08,,POINT (186242.56 427113.66)
BOR_RIO_KOLKEN.1742,K33418,2021-03-08,,POINT (186245.61 427108.6)
BOR_RIO_KOLKEN.1743,K27202,2021-03-08,,POINT (186234.72 427074.5)
BOR_RIO_KOLKEN.1744,K33419,2021-03-08,,POINT (186239.1 427074.9)
BOR_RIO_KOLKEN.1745,K33420,2021-03-08,,POINT (186236.73 427092.84)
BOR_RIO_KOLKEN.1746,K33421,2021-03-08,,POINT (186232.36 427092.28)
BOR_RIO_KOLKEN.1747,K33422,2021-03-08,,POINT (186298.56 427204.12)
BOR_RIO_KOLKEN.1748,K33423,2021-03-08,,POINT (186296.72 427207.22)
BOR_RIO_KOLKEN.1749,K33424,2021-03-08,,POINT (186281.55 427193.9)
BOR_RIO_KOLKEN.1750,K33425,2021-03-08,,POINT (186279.67 427197.06)
BOR_RIO_KOLKEN.1751,K27203,2021-03-08,,POINT (186263.88 427183.34)
BOR_RIO_KOLKEN.1752,K33426,2021-03-08,,POINT (186262.12 427186.56)
BOR_RIO_KOLKEN.1753,K33427,2021-03-08,,POINT (186248.62 427174.22)
BOR_RIO_KOLKEN.1754,K33428,2021-03-08,,POINT (186246.8 427177.38)
BOR_RIO_KOLKEN.1755,K33429,2021-03-08,,POINT (186229.69 427162.84)
BOR_RIO_KOLKEN.1756,K33430,2021-03-08,,POINT (186228.77 427166.5)
BOR_RIO_KOLKEN.1757,K33431,2021-03-08,,POINT (186211.95 427157.12)
BOR_RIO_KOLKEN.1758,K33432,2021-03-08,,POINT (186214.94 427152.47)
BOR_RIO_KOLKEN.1759,K33433,2021-03-08,,POINT (186228.88 427114.8)
BOR_RIO_KOLKEN.1760,K33434,2021-03-08,,POINT (186225.05 427112.7)
BOR_RIO_KOLKEN.1761,K33435,2021-03-08,,POINT (186218.5 427123.66)
BOR_RIO_KOLKEN.1762,K33436,2021-03-08,,POINT (186222.23 427125.9)
BOR_RIO_KOLKEN.1763,K33437,2021-03-08,,POINT (186212.39 427142.2)
BOR_RIO_KOLKEN.1764,K33438,2021-03-08,,POINT (186208.72 427140)
BOR_RIO_KOLKEN.1765,K33439,2021-03-08,,POINT (186198.84 427142.8)
BOR_RIO_KOLKEN.1766,K33440,2021-03-08,,POINT (186195.98 427147.53)
BOR_RIO_KOLKEN.1767,K33441,2021-03-08,,POINT (186196.95 427159.62)
BOR_RIO_KOLKEN.1768,K33442,2021-03-08,,POINT (186200.84 427161.7)
BOR_RIO_KOLKEN.1769,K33443,2021-03-08,,POINT (186192.5 427175.72)
BOR_RIO_KOLKEN.1770,K33444,2021-03-08,,POINT (186188.69 427173.4)
BOR_RIO_KOLKEN.1771,K33445,2021-03-08,,POINT (186180.05 427187.84)
BOR_RIO_KOLKEN.1772,K33446,2021-03-08,,POINT (186184 427189.97)
BOR_RIO_KOLKEN.1773,K33447,2021-03-08,,POINT (186188.22 427142.2)
BOR_RIO_KOLKEN.1774,K33448,2021-03-08,,POINT (186189.94 427139.03)
BOR_RIO_KOLKEN.1775,K33449,2021-03-08,,POINT (186170.84 427131.84)
BOR_RIO_KOLKEN.1776,K33450,2021-03-08,,POINT (186172.78 427128.78)
BOR_RIO_KOLKEN.1777,K33451,2021-03-08,,POINT (186155.92 427122.88)
BOR_RIO_KOLKEN.1778,K33452,2021-03-08,,POINT (186157.73 427119.78)
BOR_RIO_KOLKEN.1779,K33453,2021-03-08,,POINT (186135.22 427110.53)
BOR_RIO_KOLKEN.1780,K33454,2021-03-08,,POINT (186137.06 427107.38)
BOR_RIO_KOLKEN.1781,K33455,2021-03-08,,POINT (186117.4 427099.9)
BOR_RIO_KOLKEN.1782,K33456,2021-03-08,,POINT (186119.22 427096.66)
BOR_RIO_KOLKEN.1783,K33457,2021-03-08,,POINT (186106.52 427063.9)
BOR_RIO_KOLKEN.1784,K33458,2021-03-08,,POINT (186104.89 427076.3)
BOR_RIO_KOLKEN.1785,K2286,2021-03-08,,POINT (186099.64 427080.5)
BOR_RIO_KOLKEN.1786,K33459,2021-03-08,,POINT (186092.42 427100.12)
BOR_RIO_KOLKEN.1787,K33460,2021-03-08,,POINT (186095.48 427102.16)
BOR_RIO_KOLKEN.1788,K33461,2021-03-08,,POINT (186087.53 427115.44)
BOR_RIO_KOLKEN.1789,K33462,2021-03-08,,POINT (186084.45 427113.47)
BOR_RIO_KOLKEN.1790,K3361,2021-03-08,,POINT (187467.057 426432.944)
BOR_RIO_KOLKEN.1791,K766,2021-03-08,,POINT (184755.6 425568.56)
BOR_RIO_KOLKEN.1792,K33463,2021-03-08,,POINT (185956.94 427062.84)
BOR_RIO_KOLKEN.1793,K33464,2021-03-08,,POINT (185963.47 427073.78)
BOR_RIO_KOLKEN.1794,K33465,2021-03-08,,POINT (185979.36 427076.25)
BOR_RIO_KOLKEN.1795,K33466,2021-03-08,,POINT (185951.23 427051.94)
BOR_RIO_KOLKEN.1796,K33467,2021-03-08,,POINT (185953.77 427067.97)
BOR_RIO_KOLKEN.1797,K33468,2021-03-08,,POINT (186017.86 427101.34)
BOR_RIO_KOLKEN.1798,K33469,2021-03-08,,POINT (186015.45 427104.84)
BOR_RIO_KOLKEN.1799,K33470,2021-03-08,,POINT (186031.11 427114.22)
BOR_RIO_KOLKEN.1800,K33471,2021-03-08,,POINT (186052.33 427126.9)
BOR_RIO_KOLKEN.1801,K33472,2021-03-08,,POINT (186087.08 427147.7)
BOR_RIO_KOLKEN.1802,K33473,2021-03-08,,POINT (186122.98 427169.22)
BOR_RIO_KOLKEN.1803,K33474,2021-03-08,,POINT (186165.2 427187.38)
BOR_RIO_KOLKEN.1804,K33475,2021-03-08,,POINT (186162.22 427192.72)
BOR_RIO_KOLKEN.1805,K33476,2021-03-08,,POINT (186125.89 427163.88)
BOR_RIO_KOLKEN.1806,K33477,2021-03-08,,POINT (186000.9 427089.12)
BOR_RIO_KOLKEN.1807,K33478,2021-03-08,,POINT (186232.25 427227.53)
BOR_RIO_KOLKEN.1808,K33479,2021-03-08,,POINT (186047.2 427118.9)
BOR_RIO_KOLKEN.1809,K33480,2021-03-08,,POINT (186229.11 427232.75)
BOR_RIO_KOLKEN.1810,K3362,2021-03-08,,POINT (186327.48 427057.16)
BOR_RIO_KOLKEN.1811,K3363,2021-03-08,,POINT (186340.03 427000.28)
BOR_RIO_KOLKEN.1812,K3364,2021-03-08,,POINT (186337.53 427019.53)
BOR_RIO_KOLKEN.1813,K3365,2021-03-08,,POINT (186335.64 427033.8)
BOR_RIO_KOLKEN.1814,K3366,2021-03-08,,POINT (186330.12 427037.4)
BOR_RIO_KOLKEN.1815,K3367,2021-03-08,,POINT (186332.81 427017)
BOR_RIO_KOLKEN.1816,K33481,2021-03-08,,POINT (186326.94 427284.25)
BOR_RIO_KOLKEN.1817,K33482,2021-03-08,,POINT (186323.88 427289.53)
BOR_RIO_KOLKEN.1818,K767,2021-03-08,,POINT (184772.94 425558.12)
BOR_RIO_KOLKEN.1819,K6101,2021-03-08,,POINT (185895.72 426863.1)
BOR_RIO_KOLKEN.1820,K2287,2021-03-08,,POINT (186108.08 427051.97)
BOR_RIO_KOLKEN.1821,K27241,2021-03-08,,POINT (184768.281 425569.894)
BOR_RIO_KOLKEN.1822,K2288,2021-03-08,,POINT (188154.22 426776)
BOR_RIO_KOLKEN.1823,K33483,2021-03-08,,POINT (188188.28 426760)
BOR_RIO_KOLKEN.1824,K33484,2021-03-08,,POINT (188172.66 426761.56)
BOR_RIO_KOLKEN.1825,K27243,2021-03-08,,POINT (188509 427110.88)
BOR_RIO_KOLKEN.1826,K809,2021-03-08,,POINT (188518.64 427091.6)
BOR_RIO_KOLKEN.1827,K810,2021-03-08,,POINT (188536.88 427055.94)
BOR_RIO_KOLKEN.1828,K811,2021-03-08,,POINT (188546.23 427038.12)
BOR_RIO_KOLKEN.1829,K812,2021-03-08,,POINT (188499.69 427129.56)
BOR_RIO_KOLKEN.1830,K813,2021-03-08,,POINT (188490.88 427147.22)
BOR_RIO_KOLKEN.1831,K814,2021-03-08,,POINT (188456.27 427220.4)
BOR_RIO_KOLKEN.1832,K815,2021-03-08,,POINT (188464.86 427201.6)
BOR_RIO_KOLKEN.1833,K816,2021-03-08,,POINT (188472.97 427183.94)
BOR_RIO_KOLKEN.1834,K817,2021-03-08,,POINT (188481.69 427165.56)
BOR_RIO_KOLKEN.1835,K818,2021-03-08,,POINT (188447.88 427239.62)
BOR_RIO_KOLKEN.1836,K819,2021-03-08,,POINT (187685.56 428250.47)
BOR_RIO_KOLKEN.1837,K820,2021-03-08,,POINT (186968.06 426285.97)
BOR_RIO_KOLKEN.1838,K6103,2021-03-08,,POINT (188902.47 425687.12)
BOR_RIO_KOLKEN.1839,K6104,2021-03-08,,POINT (188907.75 425696.75)
BOR_RIO_KOLKEN.1840,K6105,2021-03-08,,POINT (188913.56 425700.72)
BOR_RIO_KOLKEN.1841,K6106,2021-03-08,,POINT (188994.53 425734.53)
BOR_RIO_KOLKEN.1842,K6107,2021-03-08,,POINT (189013.75 425780.34)
BOR_RIO_KOLKEN.1843,K6108,2021-03-08,,POINT (189016.84 425775.84)
BOR_RIO_KOLKEN.1844,K6109,2021-03-08,,POINT (189001.58 425772.97)
BOR_RIO_KOLKEN.1845,K6110,2021-03-08,,POINT (188984.4 425742.25)
BOR_RIO_KOLKEN.1846,K6111,2021-03-08,,POINT (188987.22 425737.44)
BOR_RIO_KOLKEN.1847,K6112,2021-03-08,,POINT (188971.47 425727.16)
BOR_RIO_KOLKEN.1848,K6113,2021-03-08,,POINT (188968.44 425731.88)
BOR_RIO_KOLKEN.1849,K6114,2021-03-08,,POINT (188953.48 425722.06)
BOR_RIO_KOLKEN.1850,K6115,2021-03-08,,POINT (188956.34 425717.3)
BOR_RIO_KOLKEN.1851,K6116,2021-03-08,,POINT (188967.5 425703.38)
BOR_RIO_KOLKEN.1852,K6117,2021-03-08,,POINT (188964.72 425708.22)
BOR_RIO_KOLKEN.1853,K6118,2021-03-08,,POINT (188978.97 425710.9)
BOR_RIO_KOLKEN.1854,K6119,2021-03-08,,POINT (188976.22 425715.72)
BOR_RIO_KOLKEN.1855,K6120,2021-03-08,,POINT (188989.6 425724.34)
BOR_RIO_KOLKEN.1856,K6121,2021-03-08,,POINT (188992.69 425719.78)
BOR_RIO_KOLKEN.1857,K6122,2021-03-08,,POINT (189001.58 425715.8)
BOR_RIO_KOLKEN.1858,K6123,2021-03-08,,POINT (189005.69 425719.78)
BOR_RIO_KOLKEN.1859,K6124,2021-03-08,,POINT (189007.62 425742.22)
BOR_RIO_KOLKEN.1860,K6125,2021-03-08,,POINT (189027.23 425745.8)
BOR_RIO_KOLKEN.1861,K6126,2021-03-08,,POINT (189006.83 425747.75)
BOR_RIO_KOLKEN.1862,K6127,2021-03-08,,POINT (189004.36 425768.22)
BOR_RIO_KOLKEN.1863,K38318,2021-03-08,,POINT (187543.56 427587.53)
BOR_RIO_KOLKEN.1864,K33485,2021-03-08,,POINT (188190.48 426776.6)
BOR_RIO_KOLKEN.1865,K33486,2021-03-08,,POINT (188174.52 426781.5)
BOR_RIO_KOLKEN.1866,K33487,2021-03-08,,POINT (188173.66 426772.44)
BOR_RIO_KOLKEN.1867,K33488,2021-03-08,,POINT (188175.069 426788.068)
BOR_RIO_KOLKEN.1868,K821,2021-03-08,,POINT (189005.78 425955.75)
BOR_RIO_KOLKEN.1869,K823,2021-03-08,,POINT (188212.14 426571.53)
BOR_RIO_KOLKEN.1870,K38378,2021-03-08,,POINT (187306.55 428086.06)
BOR_RIO_KOLKEN.1871,K38380,2021-03-08,,POINT (187272.02 428065.25)
BOR_RIO_KOLKEN.1872,K38381,2021-03-08,,POINT (187238.39 428043.84)
BOR_RIO_KOLKEN.1873,K38382,2021-03-08,,POINT (187331.22 428099.1)
BOR_RIO_KOLKEN.1874,K37365,2021-03-08,,POINT (187036.5 427970.38)
BOR_RIO_KOLKEN.1875,K38320,2021-03-08,,POINT (187529.4 427483.5)
BOR_RIO_KOLKEN.1876,K38322,2021-03-08,,POINT (187574.28 427819.28)
BOR_RIO_KOLKEN.1877,K38323,2021-03-08,,POINT (187572.88 427798.56)
BOR_RIO_KOLKEN.1878,K38324,2021-03-08,,POINT (187568.31 427760.03)
