Ministerie;Leverancier;9100 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9520 - BZK specifiek;9530 - DEF specifiek;9540 - EZ specifiek;9550 - Fin specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS specifiek;Eindtotaal
BZK;Vervane Beheer B.V.;;;;;;;;1;;;;;;;;;1
BZK;Verwarm.- en Techn. Install. Mij. Vetim B.V.;;;;;;;;1;;;;;;;;;1
BZK;Verzijl notarissen;;;;;;;;1;;;;;;;;;1
BZK;Via Aperta Verhardingsadviseurs B.V.;;;;;;;;;2;;;;;;;;2
BZK;Vink Aannemingsmaatschappij B.V.;;;;;;;;;5;;;;;;;;5
BZK;VIOS Bouw Utrecht B.V.;;;;;;;;;1;;;;;;;;1
BZK;VIOS Bouwgroep;;;;;;;;;1;;;;;;;;1
BZK;Vision Tronics;;;;;;;;;1;;;;;;;;1
BZK;Visser Groen B.V.;;;;;;;;1;;;;;;;;;1
BZK;Visser Projectservice B.V.;;;;;;;;;2;;;;;;;;2
BZK;Vitruvius Bouwkostenadvies B.V.;;;;;;;;;2;;;;;;;;2
BZK;Volker Wessels Telecom - Netwerk Solutions;;;;;;;;;1;;;;;;;;1
BZK;Voorberg Bouwkunde B.V.;;;;;;;;;2;;;;;;;;2
BZK;Vredenburg Steenwijk B.V.;;;;;;;;;2;;;;;;;;2
BZK;Vricad;;;;;;;;2;;;;;;;;;2
BZK;Vrincean Constructie;;;;;;;;;2;;;;;;;;2
BZK;VWZ Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Waalpartners civil engineering;;;;;;;;2;;;;;;;;;2
BZK;Waalstroom Netwerk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Wachttoren-, Bijbel- en Traktaatgenootschap;;;;;;;;1;;;;;;;;;1
BZK;Walpot V.O.F.;;;;;;;;1;;;;;;;;;1
BZK;WAM & Van Duren Zakelijk B.V.;;;;;;;;;5;;;;;;;;5
BZK;Wassink Installatie;;;;;;;;;4;;;;;;;;4
BZK;Wassink Notariaat;;;;;;;;1;;;;;;;;;1
BZK;Weed Free Service B.V.;;;;;;;;1;;;;;;;;;1
BZK;Westerhuis Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Western Airconditioning B.V.;;;;;;;;;3;;;;;;;;3
BZK;Westland Partners Notarissen & Advocaten;;;;;;;;1;;;;;;;;;1
BZK;WFGN;;;;;;;;1;;;;;;;;;1
BZK;WFO Netwerk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Wijnen Bouwgroep;;;;;;;;;9;;;;;;;;9
BZK;Wildbeheereenheid Midden Veluwe;;;;;;;;;1;;;;;;;;1
BZK;Wilms Den Helder B.V.;;;;;;;;;1;;;;;;;;1
BZK;WING Process Consultancy B.V.;;;;;;;;;2;;;;;;;;2
BZK;Witteveen+Bos;;;;;;;;2;5;;;;;;;;5
BZK;Wizard Information Technology B.V.;;;;;;;;;4;;;;;;;;4
BZK;Wolfsakker B.V.;;;;;;;;2;;;;;;;;;2
BZK;Wolter & Dros Groningen;;;;;;;;;7;;;;;;;;7
BZK;Woninginrichting Rens;;;;;;;;;1;;;;;;;;1
BZK;Woningstichting Boerhaave;;;;;;;;1;;;;;;;;;1
BZK;Woonpioniers;;;;;;;;1;;;;;;;;;1
BZK;Wouters Netwerk Notarissen;;;;;;;;1;;;;;;;;;1
BZK;www.ictloket.nl;;;;;;;;1;;;;;;;;;1
BZK;Xerox (Nederland) B.V.;;;;;;;;1;2;;;;;;;;2
BZK;Yarden Uitvaartfaciliteiten B.V.;;;;;;;;1;;;;;;;;;1
BZK;Ymif Engineering B.V.;;;;;;;;1;;;;;;;;;1
BZK;Zaannotarissen;;;;;;;;1;;;;;;;;;1
BZK;Zandberg Loodgieterswerk & Woningaanpassingen;;;;;;;;;1;;;;;;;;1
BZK;Zorgcentrum Tobias;;;;;;;;1;;;;;;;;;1
BZK;Zuiderpoort Café B.V.;;;;;;;;;2;;;;;;;;2
BZK;Zuidervaart en Verstegen Notarissen;;;;;;;;1;;;;;;;;;1
BZK;Zwart Techniek B.V.;;;;;;;;;5;;;;;;;;5
BZK;Zwembad Drie Essen Uden B.V.;;;;;;;;;1;;;;;;;;1
DEF;123 3D B.V.;;;;;;;;;1;;;;;;;;1
DEF;123Accu B.V.;;;;;;;;;1;;;;;;;;1
DEF;2 MV Composites B.V.;;;;;;;;;1;;;;;;;;1
DEF;2Essence;;;;;;;;;1;;;;;;;;1
DEF;3M Nederland B.V.;;;;;;;;;2;;;;;;;;2
DEF;4Dental Tandtechniek;;;;;;;;;2;;;;;;;;2
DEF;4Divers Veenendaal;;;;;;;;;2;;;;;;;;2
DEF;701 Boompjes B.V.;;;;;;;;;1;;;;;;;;1
DEF;AAF-International B.V.;;;;;;;;;1;;;;;;;;1
DEF;ABB B.V.;;;;;;;;;3;;;;;;;;3
DEF;Abbott B.V.;;;;;;;;;2;;;;;;;;2
DEF;AbbVie B.V.;;;;;;;;;5;;;;;;;;5
DEF;Abiom Communication Systems (A.C.S.) B.V.;;;;;;;;;2;;;;;;;;2
DEF;Able 2 B.V.;;;;;;;;;1;;;;;;;;1
DEF;Abonnementenland;;;;;;;;;1;;;;;;;;1
DEF;Abtronix B.V.;;;;;;;;;2;;;;;;;;2
DEF;Acal Technology Netherlands;;;;;;;;;3;;;;;;;;3
DEF;Actra Amersfoort B.V.;;;;;;;;;1;;;;;;;;1
DEF;ADDED PHARMA B.V.;;;;;;;;;1;;;;;;;;1
DEF;Add-Mission B.V.;;;;;;;;;3;;;;;;;;3
DEF;Addurance B.V.;;;;;;;;;2;;;;;;;;2
DEF;Adecco Personeelsdiensten B.V.;;;;;;;;;2;;;;;;;;2
DEF;Adiform;;;;;;;;;2;;;;;;;;2
DEF;Adquipment Medical B.V.;;;;;;;;;3;;;;;;;;3
DEF;ADS Propulsion B.V.;;;;;;;;;1;;;;;;;;1
DEF;Advanced Plastics Benelux B.V.;;;;;;;;;1;;;;;;;;1
DEF;Advanced Sealing Technology B.V.;;;;;;;;;;;;;;;;;
DEF;Advantec Electronics B.V.;;;;;;;;;2;;;;;;;;2
DEF;Ae Sensors B.V.;;;;;;;;;1;;;;;;;;1
DEF;Aebi Schmidt Nederland B.V.;;;;;;;;;2;;;;;;;;2
DEF;AEG Power Solutions B.V.;;;;;;;;;1;;;;;;;;1
DEF;AEP International B.V.;;;;;;;;;1;;;;;;;;1
DEF;Aero Ind. afzuig- en filterinstallaties B.V.;;;;;;;;;2;;;;;;;;2
DEF;AEVES B.V.;;;;;;;;;5;;;;;;;;5
DEF;Agilent Technologies Netherlands B.V.;;;;;;;;;1;;;;;;;;1
DEF;Air Liquide B.V.;;;;;;;;;1;;;;;;;;1
DEF;Air Products Nederland B.V.;;;;;;;;;1;;;;;;;;1
DEF;Airport Medical Services C.V.;;;;;;;;;1;;;;;;;;1
DEF;Airsain;;;;;;;;;1;;;;;;;;1
DEF;Ajilon Freelance B.V.;;;;;;;;;1;;;;;;;;1
DEF;AKB Longs B.V.;;;;;;;;;1;;;;;;;;1
DEF;Alcomex Veren B.V.;;;;;;;;;;;;;;;;;
DEF;Aldoscreen Zeefdrukkerij B.V.;;;;;;;;;2;;;;;;;;2
DEF;Aleamed B.V.;;;;;;;;;1;;;;;;;;1
DEF;Alere Health B.V.;;;;;;;;;2;;;;;;;;2
DEF;Alga B.V.;;;;;;;;;1;;;;;;;;1
DEF;Al-Ko Kober B.V.;;;;;;;;;1;;;;;;;;1
DEF;Allekabels B.V.;;;;;;;;;1;;;;;;;;1
DEF;Alliance Healthcare;;;;;;;;;3;;;;;;;;3
DEF;Almeva B.V.;;;;;;;;;3;;;;;;;;3
DEF;Alpha Techniek B.V.;;;;;;;;;2;;;;;;;;2
DEF;Alphatron Medical Systems B.V.;;;;;;;;;1;;;;;;;;1
DEF;Altac Coating Group B.V.;;;;;;;;;1;;;;;;;;1
DEF;Altec Industriële Identificatie;;;;;;;;;1;;;;;;;;1
DEF;Alternate Computerversand Nederland;;;;;;;;;1;;;;;;;;1
DEF;Altrex B.V.;;;;;;;;;1;;;;;;;;1
DEF;Amatec Technische Veren B.V.;;;;;;;;;1;;;;;;;;1
DEF;Ambroise Holland B.V.;;;;;;;;;2;;;;;;;;2
DEF;Ambu B.V.;;;;;;;;;3;;;;;;;;3
DEF;Amero Compressoren B.V.;;;;;;;;;1;;;;;;;;1
DEF;Ameuro Metals B.V.;;;;;;;;;1;;;;;;;;1
DEF;Amilco Benelux B.V.;;;;;;;;;1;;;;;;;;1
DEF;AMO Netherlands B.V.;;;;;;;;;1;;;;;;;;1
DEF;Ampak B.V.;;;;;;;;;1;;;;;;;;1
DEF;Andrevo Naaimachines B.V.;;;;;;;;;3;;;;;;;;3
DEF;AngioDynamics Netherlands B.V.;;;;;;;;;1;;;;;;;;1
DEF;Angst+Pfister B.V.;;;;;;;;;1;;;;;;;;1
DEF;Animo B.V.;;;;;;;;;1;;;;;;;;1
DEF;Anlag International B.V.;;;;;;;;;3;;;;;;;;3
DEF;anoniem_DEF_1007;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1011;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1013;;;;;;;;;3;;;;;;;;3
DEF;anoniem_DEF_1041;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1043;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_1045;;;;;;;;;5;;;;;;;;5
DEF;anoniem_DEF_1052;;;;;;;;;4;;;;;;;;4
DEF;anoniem_DEF_1053;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1063;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1091;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_1113;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1116;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_1125;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1133;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1153;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1172;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1173;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1193;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1195;;;;;;;;;7;;;;;;;;7
DEF;anoniem_DEF_1199;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_12;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1200;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_1211;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1214;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1215;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1229;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_1232;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_1239;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_126;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1274;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1306;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1327;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1338;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1340;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_1350;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_1358;;;;;;;;;6;;;;;;;;6
DEF;anoniem_DEF_143;;;;;;;;;3;;;;;;;;3
DEF;anoniem_DEF_144;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_154;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_158;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_160;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_162;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_167;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_203;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_217;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_228;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_233;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_250;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_252;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_255;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_261;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_267;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_272;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_276;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_285;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_291;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_292;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_293;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_300;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_313;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_315;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_329;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_335;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_34;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_345;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_346;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_347;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_351;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_36;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_361;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_364;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_365;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_366;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_367;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_368;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_370;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_371;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_372;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_373;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_375;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_376;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_377;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_378;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_379;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_380;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_381;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_39;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_399;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_40;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_402;;;;;;;;;3;;;;;;;;3
DEF;anoniem_DEF_405;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_41;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_420;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_437;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_438;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_439;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_448;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_459;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_461;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_464;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_468;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_472;;;;;;;;;4;;;;;;;;4
DEF;anoniem_DEF_475;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_48;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_490;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_492;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_500;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_51;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_515;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_522;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_524;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_531;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_536;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_537;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_539;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_540;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_541;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_545;;;;;;;;;3;;;;;;;;3
DEF;anoniem_DEF_548;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_558;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_570;;;;;;;;;6;;;;;;;;6
DEF;anoniem_DEF_571;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_572;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_573;;;;;;;;;5;;;;;;;;5
DEF;anoniem_DEF_574;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_575;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_577;;;;;;;;;4;;;;;;;;4
DEF;anoniem_DEF_579;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_582;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_583;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_597;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_602;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_613;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_615;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_616;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_617;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_625;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_626;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_643;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_645;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_653;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_660;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_663;;;;;;;;;6;;;;;;;;6
DEF;anoniem_DEF_673;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_675;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_688;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_69;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_696;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_698;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_7;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_703;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_705;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_711;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_712;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_713;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_715;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_734;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_741;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_748;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_761;;;;;;;;;4;;;;;;;;4
DEF;anoniem_DEF_782;;;;;;;;;4;;;;;;;;4
DEF;anoniem_DEF_805;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_816;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_829;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_835;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_836;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_843;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_845;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_846;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_847;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_854;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_86;;;;;;;;;2;;;;;;;;2
DEF;anoniem_DEF_861;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_866;;;;;;;;;4;;;;;;;;4
DEF;anoniem_DEF_868;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_875;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_902;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_909;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_929;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_934;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_950;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_959;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_974;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_980;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_985;;;;;;;;;1;;;;;;;;1
DEF;anoniem_DEF_994;;;;;;;;;1;;;;;;;;1
DEF;Anthos Labtec B.V.;;;;;;;;;1;;;;;;;;1
DEF;Antonides;;;;;;;;;1;;;;;;;;1
DEF;Antratek Electronics;;;;;;;;;1;;;;;;;;1
DEF;AO Core B.V.;;;;;;;;;2;;;;;;;;2
DEF;Aon Risk Solutions;;;;;;;;;1;;;;;;;;1
DEF;Ap-Art;;;;;;;;;1;;;;;;;;1
DEF;Apex Global B.V.;;;;;;;;;6;;;;;;;;6
DEF;APS Squadron Patches B.V.;;;;;;;;;1;;;;;;;;1
DEF;Arcobel Embedded Solutions B.V.;;;;;;;;;1;;;;;;;;1
DEF;Arjo Nederland B.V.;;;;;;;;;2;;;;;;;;2
DEF;Arseus Dental Nederland;;;;;;;;;1;;;;;;;;1
DEF;Arteca Nederland B.V.;;;;;;;;;;;;;;;;;
DEF;Artex B.V.;;;;;;;;;1;;;;;;;;1
DEF;Arthrex Nederland B.V.;;;;;;;;;3;;;;;;;;3
DEF;ArthroSave Holding B.V.;;;;;;;;;1;;;;;;;;1
DEF;Artihove Regina B.V.;;;;;;;;;1;;;;;;;;1
DEF;A-Safe B.V.;;;;;;;;;2;;;;;;;;2
DEF;Asecos B.V.;;;;;;;;;1;;;;;;;;1
DEF;Ask Roger!;;;;;;;;;1;;;;;;;;1
DEF;Atimo Nederland B.V.;;;;;;;;;2;;;;;;;;2
DEF;ATIS;;;;;;;;;2;;;;;;;;2
DEF;Atlas Copco Internationaal B.V.;;;;;;;;;2;;;;;;;;2
DEF;Atlas Copco Tools Nederland;;;;;;;;;2;;;;;;;;2
DEF;Audion Elektro B.V.;;;;;;;;;1;;;;;;;;1
DEF;Automator B.V.;;;;;;;;;1;;;;;;;;1
DEF;Autoplex Zevenaar B.V.;;;;;;;;;1;;;;;;;;1
DEF;Aveant B.V.;;;;;;;;;1;;;;;;;;1
DEF;Aviation War Books;;;;;;;;;1;;;;;;;;1
DEF;Aviocom B.V.;;;;;;;;;1;;;;;;;;1
DEF;Avio-Diepen B.V.;;;;;;;;;;;;;;;;;
DEF;Aviodrome Exploitatie B.V.;;;;;;;;;1;;;;;;;;1
DEF;Avnet B.V.;;;;;;;;;1;;;;;;;;1
DEF;Axflow B.V.;;;;;;;;;1;;;;;;;;1
DEF;Azerty;;;;;;;;;1;;;;;;;;1
DEF;B&M Service B.V.;;;;;;;;;4;;;;;;;;4
DEF;B.V. Adviesbur. Mach. en Werktuigen 'A.M.W.';;;;;;;;;1;;;;;;;;1
DEF;B.V. Algemeen Nederlands Persbureau ANP;;;;;;;;;1;;;;;;;;1
DEF;B.V. Aluglas Verenigde Bedrijven;;;;;;;;;1;;;;;;;;1
DEF;B.V. Etap;;;;;;;;;1;;;;;;;;1
DEF;B.V. Hillegomsche Houthandel;;;;;;;;;5;;;;;;;;5
DEF;B.V. Leeuwtechniek;;;;;;;;;2;;;;;;;;2
DEF;B.V. Ned. Instrumenten Compagnie 'Nedinsco';;;;;;;;;2;;;;;;;;2
DEF;B.V. Twentsche Kabelfabriek;;;;;;;;;2;;;;;;;;2
DEF;Baars & Bloemhoff;;;;;;;;;1;;;;;;;;1
DEF;Baas B.V.;;;;;;;;;1;;;;;;;;1
DEF;Bals Nederland;;;;;;;;;1;;;;;;;;1
DEF;Barrera B.V.;;;;;;;;;1;;;;;;;;1
DEF;barth - health;;;;;;;;;1;;;;;;;;1
DEF;Basic Pharma Manufacturing B.V.;;;;;;;;;1;;;;;;;;1
DEF;Basko Healthcare;;;;;;;;;1;;;;;;;;1
DEF;Batterij Import Nederland B.V.;;;;;;;;;1;;;;;;;;1
DEF;Bauerfeind Benelux B.V.;;;;;;;;;3;;;;;;;;3
DEF;Bausch+Lomb OPS B.V.;;;;;;;;;1;;;;;;;;1
DEF;Bax-shop.nl B.V.;;;;;;;;;1;;;;;;;;1
DEF;BBO-ergo B.V.;;;;;;;;;3;;;;;;;;3
DEF;BCC (Elektro-Speciaalzaken) B.V.;;;;;;;;;1;;;;;;;;1
DEF;BDUmedia;;;;;;;;;1;;;;;;;;1
DEF;BE Kerkhof;;;;;;;;;1;;;;;;;;1
DEF;Bechtle direct B.V.;;;;;;;;;2;;;;;;;;2
DEF;Becton Dickinson;;;;;;;;;2;;;;;;;;2
DEF;Beko Technologies B.V.;;;;;;;;;1;;;;;;;;1
DEF;Belimed B.V.;;;;;;;;;1;;;;;;;;1
DEF;Bender Benelux B.V.;;;;;;;;;1;;;;;;;;1
DEF;Benegas;;;;;;;;;1;;;;;;;;1
DEF;BENETEC Medical Systems;;;;;;;;;1;;;;;;;;1
DEF;bergsma-photography;;;;;;;;;1;;;;;;;;1
DEF;Betec Controls B.V.;;;;;;;;;1;;;;;;;;1
DEF;Bever B.V.;;;;;;;;;1;;;;;;;;1
DEF;Bewo Cutting Systems B.V.;;;;;;;;;1;;;;;;;;1
DEF;Bijou Moderne B.V.;;;;;;;;;1;;;;;;;;1
DEF;BijzOndergoed;;;;;;;;;1;;;;;;;;1
DEF;biolitec biomedical technology GmbH;;;;;;;;;1;;;;;;;;1
DEF;Biomedic B.V.;;;;;;;;;1;;;;;;;;1
DEF;Bio-Rad Laboratories B.V.;;;;;;;;;1;;;;;;;;1
DEF;Birdland International B.V.;;;;;;;;;1;;;;;;;;1
DEF;BIS Bedrijfs Informatie Systemen B.V.;;;;;;;;;1;;;;;;;;1
DEF;BKV Groep B.V.;;;;;;;;;2;;;;;;;;2
DEF;BKV Medische Diensten B.V.;;;;;;;;;2;;;;;;;;2
DEF;Black Box International B.V.;;;;;;;;;1;;;;;;;;1
DEF;Blanks & Centralfab;;;;;;;;;1;;;;;;;;1
DEF;Blickle Wielen B.V.;;;;;;;;;;;;;;;;;
DEF;Blom Opleidingen;;;;;;;;;1;;;;;;;;1
DEF;BMT Fire & Rescue B.V.;;;;;;;;;2;;;;;;;;2
DEF;Boekhandel De Slegte Leiden B.V.;;;;;;;;;1;;;;;;;;1
