Ministerie;Leveranciers;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;Eindtotaal
BZ;New Babylon Meeting Center B.V.;;;;2;1;1;2;;;3
BZ;NFGD Zoetermeer B.V.;;;;1;;1;1;;;1
BZ;Nieuwe of Litteraire Sociëteit De Witte;;;;1;;;1;;;1
BZ;Nifa B.V.;;;;;;1;;;;1
BZ;NRC Handelsblad Weekeditie voor buitenland;;;;;;;1;;;1
BZ;Nsob;;;;;;3;;;;3
BZ;Ollini;;;;1;;;;;;1
BZ;Onder de Watertoren;;;;1;;;;;;1
BZ;Ontbijt & Lunch Juni;;;;1;;;;;;1
BZ;Opleidingscentrum Haaglanden B.V.;;;;;;2;;;;2
BZ;Opportunity Advies B.V.;;;;;;2;;;;2
BZ;Optimaal Talent;;;;;;2;;;;2
BZ;OSR Juridische Opleidingen B.V.;;;;;;1;;;;1
BZ;P.B.E. Positive Business Events;;;;;;1;;;;1
BZ;Parkhotel Den Haag;;;;;;2;1;;1;2
BZ;Party Point;;;;1;;;;;;1
BZ;Passionned B.V.;;;;;;1;;;;1
BZ;PDC Informatie Architectuur B.V.;;;;;2;;;;;2
BZ;Pels Rijcken & Droogleever Fortuijn N.V.;;;;;2;;;;;2
BZ;Petta Coaching & Advies;;;;;;1;;;;1
BZ;Phoenix Opleidingen;;;;;;1;;;;1
BZ;Planon B.V.;;;;;;1;;;;1
BZ;Plata Foundation Institute B.V.;;;;;;1;;;;1
BZ;Pllek-NDSM B.V.;;;;;;;1;;;1
BZ;PQ Consult;;;;;;1;;;;1
BZ;Primera Den Haag;;;;2;;;;;;2
BZ;Promopodium B.V.;;;;2;;;;;;2
BZ;Public Support Groep B.V.;;;;;;1;;;;1
BZ;Qompas B.V.;;;;;2;;;;;2
BZ;Quadrant Advies;;;;;;2;;;;2
BZ;Randstad Bouw;;;;;2;;;;;2
BZ;Regina Bloemsierkunst;;;;1;;;1;;;1
BZ;Regina Coeli Language Courses B.V.;;;;;;3;;;;3
BZ;Regus Amsterdam B.V.;;;;;;1;;;;1
BZ;Restaurant De Basiliek B.V.;;;;1;;;1;;;1
BZ;Restaurant De Hanepoel;;;;1;;;;;;1
BZ;Restaurant De Knip;;;;;;;1;;;1
BZ;Restaurant Fouquet;;;;1;;;;;;1
BZ;Restaurant Onz;;;;1;;;;;;1
BZ;Restaurant Pastis;;;;1;;;1;;;1
BZ;Restaurant Sarinande;;;;1;;;1;;;1
BZ;Reynaarde Talentontwikkeling;;;;;;1;;;;1
BZ;Rockstart Spaces B.V.;;;;1;;;;;;1
BZ;Roos Wouters;;;;;;;1;;;1
BZ;Rooymans Neckwear B.V.;;;;;;;1;;;1
BZ;Russia Academy;;;;;;2;;;;2
BZ;Sabel Online B.V.;;;;;;;1;;;1
BZ;Schellekens/Partners Train. Coaching Adv. BV;;;;1;;;;;;1
BZ;Schiphol Nederland B.V.;;;;;;;1;;3;3
BZ;Schoevers Trainingen B.V.;;;;;;2;;;;2
BZ;Schollebos Wellness- en Racquetclub B.V.;;;;;;;1;;;1
BZ;Schouten & Nelissen Nederland B.V.;;;;;;2;;;;2
BZ;Sdu Uitgevers B.V.;;;;;;1;;;;1
BZ;Simian B.V.;;;;;;;1;;;1
BZ;Skils B.V.;;;1;;;;;;;1
BZ;Smelt advies;;;;;1;2;;;;2
BZ;Sodexo Altys B.V.;;;;4;1;1;3;;;5
BZ;SOS International Amsterdam;;;3;;;;;;;3
BZ;Specialtours Events;;;;1;;;;;;1
BZ;SPITZ congres & event B.V.;;;;;;1;;;;1
BZ;Sprekershuys B.V.;;;1;;1;;;;;1
BZ;Stadsherberg 't Goude Hooft;;;;1;;;;;;1
BZ;Stavoor B.V.;;;;;;2;;;;2
BZ;Steranijs catering;;;;1;;;;;;1
BZ;Stg. Sioo, Int.univ. Centr. Veranderkunde;;;;;;1;;;;1
BZ;Sticht. ROI v/h het Rijks Opleidingsinstituut;;;;1;;1;;;;1
BZ;Stichting de Basis;;;;;2;;;;;2
BZ;Stichting de Idazaal;;;;;;1;;;;1
BZ;Stichting De Ooievaart;;;;1;;;;;;1
BZ;Stichting Den Haag Marketing;;;;2;;;;;;2
BZ;Stichting Fonds Instituut Clingendael;;;;1;;5;1;;;5
BZ;Stichting Humanity House;;;;;;;1;;;1
BZ;Stichting Internat. Perscentrum 'Nieuwspoort';;;;1;;;1;;;1
BZ;Stichting Springtij Festival Terschelling;;;;;;;1;;;1
BZ;Stichting Vrienden van Oikos;;;;;;1;;;;1
BZ;Stoas Wageningen Vilentum Hogeschool;;;;;;1;;;;1
BZ;Strandpaviljoen Buiten B.V.;;;;1;;;;;;1
BZ;Strandpaviljoen De Kwartel;;;;1;;;;;;1
BZ;Strandpaviljoen 'Escubelle';;;;1;;;;;;1
BZ;Taxicentrale Den Haag;;;;;;;;;1;1
BZ;TEAMWORK;;;;;;1;;;;1
BZ;The Changery;;;;;;1;;;;1
BZ;Theatersport Den Haag;;;;;;1;;;;1
BZ;Thinking of Holland;;;;1;;;;;;1
BZ;Toeback;;;;1;;;;;;1
BZ;Tonco Modderman Training & Advies;;;;;;2;;;;2
BZ;Top Movers Nederland B.V.;;;;1;;;;;;1
BZ;Topbloemen Nederland B.V.;;;;1;;1;1;;;1
BZ;TOP-uitje.nl;;;;1;;;;;;1
BZ;Tower Leisure B.V.;;;;1;;;;;;1
BZ;Tri Tunggal;;;;1;;;;;;1
BZ;TriamFloat B.V.;;;;;;1;;;;1
BZ;Tulser Improvement Factory B.V.;;;;;;1;;;;1
BZ;Uitgeverij H. Nelissen B.V.;;;;;;1;;;;1
BZ;Umami Restaurant Den Haag B.V.;;;;;;;1;;;1
BZ;UP learning B.V.;;;;;;2;;;;2
BZ;Urban Oasis;;;;1;;;;;;1
BZ;UTS International (Europe) B.V.;;7;;;;;;;;7
BZ;Van der Hilst Communicatie-Advies;;;;;;1;;;;1
BZ;Van der Staay Opleidingen;;;;;;2;;;;2
BZ;Van der Valk Hotel Heerlen;;;;;;;;;1;1
BZ;Van der Veeken en De Bruijn Trainingen B.V.;;;;;;1;;;;1
BZ;Van Gils Consultancy;;;;;;1;;;;1
BZ;Van Harte & Lingsma Manag. en Organis. B.V.;;;;;;3;;;;3
BZ;Van Kleef;;;;1;;;;;;1
BZ;Van Rijn-Dewina Praktijk B.V.;;;;;;1;;;;1
BZ;VCK Travel B.V.;;7;;;;2;2;;8;8
BZ;VDS Companies;;;;;;1;;;;1
BZ;Ver. v. 'Schilderk. Gen. Pulchri Studio';;;;;;;1;;;1
BZ;Vereniging VNO-NCW;;;;1;;1;1;;;2
BZ;Vermaat Leisure B.V.;;;;1;;;1;;;1
BZ;Vhic Faculty B.V.;;;;;;2;;;;2
BZ;Vijverberg Juristen I B.V.;;;;;;1;;;;1
BZ;VIStrainingen B.V.;;;;1;;;;;;1
BZ;Vitam Education B.V.;;;;;;1;;;;1
BZ;Vlaardingse Taxicentrale B.V.;;;;;;;;;1;1
BZ;Waterkant Roeibotenverhuur-Theeschenkerij;;;;1;;;;;;1
BZ;WEKA Business Media B.V.;;;;;;1;;;;1
BZ;World Forum Convention Center N.V.;;;;;1;1;1;;;2
BZ;Xerox (Nederland) B.V.;;;;;;1;1;;;1
BZ;Xportwise;;;;;;3;;;;3
BZ;YESGIFTS.NL B.V.;;;;;;;1;;;1
BZ;Ynnovate;;;;;;1;;;;1
BZ;Your Choice Catering;;;;;;;1;;;1
BZ;Zorg voor Party;;;;;;1;;;;1
BZK;"""Bedryfsgeintegreerde Opleiding op Basis van Samenwerking van Nederlandse Ondernemingen """"BOSNO"""" Stichting""";;;;;;1;;;;1
BZK;&Maes B.V.;;;;;;2;;;;2
BZK;(On)gewoon Bram;;;;;;1;;;;1
BZK;123Zorgwinkel;;;1;;;;;;;1
BZK;2 Know How;;;;;;1;;;;1
BZK;2Xplain V.O.F.;;;;;;1;;;;1
BZK;3K Horeca B.V.;;;;1;;;;;;1
BZK;4Meetings & Events;;;;1;;;;;;1
BZK;5d/vdFeen;;;;;;1;;;;1
BZK;5hart-IT Opleidingen B.V.;;;;;;1;;;;1
BZK;7AM B.V.;;;;1;;2;;;1;2
BZK;7Zebra's;;;;;;1;;;;1
BZK;A Guide to Leeuwarden;;;;1;;;;;;1
BZK;Aaaaha! The Actor Factory B.V.;;;;1;;2;1;;;2
BZK;Abbink Metaal B.V.;;;;1;;;;;;1
BZK;About Flowers;;;;1;;;;;;1
BZK;ABP-Reclame;1;;;;;;;;;1
BZK;Absoluta Food and Facilities B.V.;;;;1;;;;;;1
BZK;Academia Aemstel B.V.;;;;;;1;;;;1
BZK;Academie Lokale Belastingen;;;;;;1;;;;1
BZK;Academie voor arbeidsmarktcommunicatie B.V.;;;;;;1;;;;1
BZK;Academie voor de Rechtspraktijk B.V.;;;;;;1;;;;1
BZK;Academy for Leadership B.V.;;;;;;6;;;;6
BZK;Academy Payroll Professionals;;;;;;1;;;;1
BZK;Accor Hospitality Nederland (Novotel Br;;;;;;;;;1;1
BZK;Acquavite;1;;;1;;;;;;1
BZK;Acteursbureau Kapok B.V.;;;;;;1;;;;1
BZK;Action Learning Business School Europe B.V.;;;;;;1;;;;1
BZK;ACTME B.V.;;;;;;1;;;;1
BZK;ACTME BV;;;;;;1;;;;1
BZK;ADO Hospitality & Events B.V.;;;;;;;;;1;1
BZK;Adviesbureau Burgerzaken B.V.;;;;;;1;;;;1
BZK;Adviesbureau van Gijn;;;;;;2;;;;2
BZK;Adviesgroep voor Kantoorinnovatie AVK B.V.;;;;;;1;;;;1
BZK;Advisafe Risk Management B.V.;;;;;;1;;;;1
BZK;Aegon Nederland N.V.;;;;;;;;;1;1
BZK;Aiki Art;;;;;;1;;;;1
BZK;Aim for Moon;;;;;;1;;;;1
BZK;Akerhill Management B.V.;;;;;;1;;;;1
BZK;Alambik distillerij;1;;;;;;;;;1
BZK;Albron Nederland B.V.;2;;;;;1;;;;2
BZK;AlfaBeta MP;;;;;;1;;;;1
BZK;Alignment4Value;;;;;;1;;;;1
BZK;All Things Mooi;;;;1;;;;;;1
BZK;Amadore Hotel Restaurant Arneville;;;;;;;;;1;1
BZK;Amaze Escape Events;;;;1;;;1;;;1
BZK;Amici B.V.;;;;1;;;;;;1
BZK;Amsterdam Business Hotel Reservations B.V.;;;;;;;;;1;1
BZK;Amsterdam Cupcake Company;;;;;;1;;;;1
BZK;And Products B.V.;1;;;;;;;;;1
BZK;anoniem;4;;5;2;3;5;1;;2;6
BZK;ANP Photo;;;;;;1;;;;1
BZK;AOB Compaz B.V.;;;;;;2;;;;2
BZK;AOG Holding B.V.;;;;;;1;;;;1
BZK;APCOA Parking Nederland B.V.;;;;;;;;;1;1
BZK;APPM Management Consultants B.V.;;;;;;2;;;;2
BZK;Arab. Translation Service;1;;;;;;;;;1
BZK;Arbo Unie;;;6;;;;;;;6
BZK;ArboDirect;;;6;;;;;;;6
BZK;ArboNed II B.V.;;;3;;;;;;;3
BZK;ArboVitale;;;4;;;;;;;4
BZK;Architektenburo K. van Velsen B.V.;;;;;;2;;;;2
BZK;Ardis Opleidingen B.V.;;;;;;2;;;;2
BZK;Ardis Organisatieontwikkeling B.V.;;;;;;1;;;;1
BZK;Arendshoeve B.V.;;;;;;1;;;;1
BZK;Argos Coaching;;;;;;1;;;;1
BZK;ArtdCom B.V.;;;;;;3;;;;3
BZK;Arte Di Vivere Holding B.V.;;;;;;2;;;;2
BZK;Artiestenverloningen B.V.;;;;;;1;;;;1
BZK;Artige B.V.;;;;1;;;;;;1
BZK;Artra B.V.;;;;;;1;;;;1
BZK;Artsviseur;;;2;;;;;;;2
BZK;arvato Finance B.V.;;;1;;;;;;;1
BZK;Assemblee Sprekersbureau B.V.;;;;;;2;;;;2
BZK;Assistance Software Productions B.V.;;;;;;;;1;;1
BZK;Aswa B.V.;;;;;;1;;;;1
BZK;Atelier Grijspaardt Lijstenmakerij;;;;1;;;;;;1
BZK;Athene Palace B.V.;;;;1;;;;;;1
BZK;Atlantic and Pacific Exchange Program Stichting;;;;;;1;;;;1
BZK;Atlantic Hotel Exploitatie B.V.;;;;;;;;;1;1
BZK;Attentie.nl;1;;;;;;;;;1
BZK;Aumm Beroepsopleiding PRT;;;;;;1;;;;1
BZK;Avans Hogeschool B.V.;;;;;;1;;;;1
BZK;Avans Hogeschool MB B.V.;;;;;;1;;;;1
BZK;AyniSpirit;;;;;;1;;;;1
BZK;B&M textiles & promotions;;;;1;;;;;;1
BZK;B.V. Oorzaak;;;;;;2;;;;2
BZK;B.V. Touringcarbedrijf E.D.A.D.;;;;1;;1;;;1;1
BZK;B+B Vakmedianet B.V.;;;;;;1;;;;1
BZK;B2B Productions;;;;;;1;;;;1
BZK;Babbels;;;;1;;;;;;1
BZK;Babycompany.nl;;;;1;;;;;;1
BZK;B-active;;;;1;;;;;;1
BZK;Baileo Music Productions B.V.;;;;;;1;;;;1
BZK;Bakker & Schnabel Training B.V.;;;;;;1;;;;1
BZK;Bakker Prins;;;;1;;;;;;1
BZK;Bakker Travel B.V.;;;;;;1;;;;1
BZK;Bakkerij Bart;;;;1;;;;;;1
BZK;Bakkerij Bergman;;;;1;;;;;;1
BZK;Bakkerij Reijnen;1;;;;;;;;;1
BZK;Bakkerij Remmerswaal B.V.;;;;1;;;;;;1
BZK;Balans & Impuls B.V.;;;2;;;2;;;;2
BZK;Balans4You;;;;;;1;;;;1
BZK;Ballon Express B.V.;;;;1;;;;;;1
BZK;Ballonnenkoerier.nl;;;;;;;1;;;1
BZK;Bally's eten & drinken;;;;1;;;;;;1
BZK;Banda Bou;;;;1;;;;;;1
BZK;Bandzoeker.nl;;;;1;;;;;;1
BZK;Banketbakkerij Boheemen;1;;;1;;;;;;1
BZK;Banketbakkerij De Kruyter;;;;1;;;;;;1
BZK;Banketbakkerij Maison Kelder B.V.;;;;1;;;;;;1
BZK;Banketbakkerij Teurlings B.V.;1;;;;;;;;;1
BZK;Bar Restaurant La Vina;;;;1;;;;;;1
BZK;Bar Restaurant Pavlov B.V.;;;;2;;1;;;;2
BZK;Barbarossa Beach B.V.;;;;1;;1;;;;1
BZK;Barista Brothers;;;;;;1;;;;1
BZK;Barlow Beheer B.V.;;;;1;;1;;;;1
BZK;Bartolomeus Productions;;;;1;;;;;;1
BZK;Basaal;1;;;;;;;;;1
BZK;Bastion Hotel Nijmegen B.V.;;;;;;;;;1;1
BZK;Bastion Hotel Utrecht B.V.;;;;;;;;;1;1
BZK;Bastion Hotel Weesp B.V.;;;;;;;;;1;1
BZK;Baston Service B.V.;;;;1;;;;;;1
BZK;BATAVIA RESTAURANT;1;;;;;;;;;1
BZK;BCD Travel B.V.;;;;;;;;;1;1
BZK;B-dare;;;;;;1;;;;1
BZK;Beachclub Copacabana B.V.;;;;2;;;;;;2
BZK;B-Eager BV;;;;1;;;;;;1
BZK;Beauty Center Atlantic;;;;;;1;;;;1
BZK;BeBright Consultancy B.V.;;;;;;1;;;;1
BZK;Bedrijfsfitness Nederland B.V.;;;4;;;;;;;4
BZK;BedrijfsMotivaties B.V.;;;;;;1;;;;1
BZK;Beerens Business Press;;;;1;;;;;;1
BZK;Being Authentic;;;;;;1;;;;1
BZK;Ben Kuiken;1;;;;;;;;;1
BZK;BenAle Risk Management Advice;;;;;;1;;;;1
BZK;Bento Presentaties;2;;;;;2;;;;3
BZK;Berenschot B.V.;;;;;;1;;;;1
BZK;Berenschot International B.V.;;;;;1;4;;;;4
BZK;Berkhoff Consult;;;;;;1;;;;1
BZK;Berlitz Schools of Languages B.V.;;;;;;1;;;;1
BZK;BestelBroodje.NL;;;;;;1;;;;1
BZK;Bestuursacademie Nederland B.V.;;;;;;1;;;;1
BZK;Bestuursacademie Nederland Opleidingen B.V.;;;;;;1;;;;1
BZK;Beter Horen;;;1;;;1;;;;1
BZK;'Betonvereniging';;;;;;1;;;;1
BZK;Between B.V.;;;;;;;;;1;1
BZK;Beuk Touringcars;;;;1;;;;;;1
BZK;Beurs van Berlage C.V.;1;;;;;;;;;1
BZK;Bezemer Kuiper & Schubad B.V.;2;;;;;;;;;2
BZK;BG Promotions;;;;1;;;;;;1
BZK;BijzonderStrafrecht.nl;;;;;;1;;;;1
BZK;Bilderberg Europa Hotel Scheveningen;;;;;;;;;1;1
BZK;Bilderberg Grand Hotel Wientjes;1;;;;;;;;;1
BZK;Bilderberg Hotel De Keizerskroon;;;;;;1;;;;1
BZK;Bilderberg Residence Groot Heideborgh;;;;;;1;;;1;1
BZK;Billabong Beach/Boomerang Beach;;;;1;;;;;;1
BZK;BIM Media B.V.;;;;;;1;;;;1
BZK;Binnenlands Bestuur B.V.;;;;;;1;;;;1
BZK;Bio op je bord;;;;1;;;;;;1
BZK;Bisnez Management B.V.;;;;;;1;;;;1
BZK;Bison Bowling;1;;;;;;;;;1
BZK;Bistro De Zoete Inval V.O.F.;;;;1;;;;;;1
BZK;Bizon Events B.V.;;;;1;;;;;;1
BZK;BlinkLane Consulting B.V.;;;;;;1;;;;1
BZK;BLOC;;;;;;1;;;;1
BZK;Bloembinderij De Kelk;;;;1;;;;;;1
BZK;Bloemsierkunst De Klerk B.V.;1;;;;;;;;;1
BZK;Bloemsierkunst Futura;1;;;;;;;;;1
BZK;blooming trainingsbureau B.V.;;;;;;1;;;;1
BZK;BLOSSOM bloemisterij;;;;1;;;;;;1
BZK;BodemenergieNL;;;;;;1;;;;1
BZK;Boeketcadeau.nl;;;;1;;;;;;1
BZK;Boels Verhuur Zwolle;1;;;;;;;;;1
BZK;Bokstijn Feestartikelen;;;;;;1;;;;1
BZK;bol.com B.V.;;;;1;;;;;;1
BZK;Bon Vivant B.V.;;;;1;;;;;;1
BZK;Boogh Arbeidsre-integratie;;;;;;1;;;;1
BZK;Books Unlimited V.O.F.;;;;1;;;;;;1
BZK;Boom Distributie Centrum;;;;1;;;;;;1
BZK;Boomerang Beach;;;;1;;;;;;1
BZK;Booombegeleiding;;;;;;2;;;;2
BZK;Boot 10 Amsterdam B.V.;1;;;;;;;;;1
BZK;Boot Hospitality TechKNOWlogy;;;;;;2;;;;2
BZK;Boot Varen Den Haag;;;;1;;;;;;1
BZK;Bouckaert Training & Coaching;;;;;;1;;;;1
BZK;Bouthoorn Tele-Training;;;;;;1;;;;1
BZK;Bovenkamers;;;;;;1;;;;1
BZK;Bowling Scheveningen B.V.;;;;1;;;;;;1
BZK;Bowlingcentrum Apeldoorn B.V.;1;;;;;;;;;1
BZK;Brain Box Mediatraining B.V.;;;;;;1;;;;1
BZK;Brand!;;;;;;1;;;;1
BZK;Brasserie Buitenhof;;;;1;;;;;;1
BZK;Brasserie Dendermonde;;;;1;;;;;;1
BZK;Brasserie NUL76;1;;;;;;;;;1
BZK;Brasserie Sequenza;;;;1;;;;;;1
BZK;Brasserie/Restaurant Babbilage;1;;;2;;;;;;2
BZK;Breedt Bruijn Projecten;;;;;;1;;;;1
BZK;Breinkorf;;;;;;1;;;;1
BZK;BridgeHead Strategic Sourcing Support B.V.;;;;;;1;;;;1
BZK;Bright Events;;;;1;;;;;;1
BZK;Brilmij Groep B.V.;;;1;;;;;;;1
BZK;Brouwer's Tours B.V.;;;;;;1;;;1;1
BZK;BT&CM;;;;;;1;;;;1
BZK;Buckaroo Online Payment Services;;;;;;1;;;;1
BZK;Buena Vista Beach Club;;;;1;;;;;;1
BZK;Building Business B.V.;;;;;;1;;;;1
BZK;Building G100;;;;;;1;;;;1
BZK;Buitengoed Hagenhorst Exploitatie B.V.;;;;1;;;;;1;1
BZK;Bureau 5 voor 9;;;;;;1;;;;1
BZK;Bureau G.I.T.;;;;;;1;;;;1
BZK;Bureau Greven;;;;;;1;;;;1
BZK;bureau JETTING;;;;;;1;;;;1
BZK;Bureau Queste;;;;;;2;;;;2
BZK;Bureau Schijf, Partner in Leiderschap;;;;;;2;;;;2
BZK;Bureau Zuidema B.V.;;;;;;4;;;1;4
BZK;Burn Out Poli;;;;;;2;;;;2
BZK;Buro van Oranje;;;;;;1;;;;1
BZK;Business Talen Rotterdam B.V.;;;;;;1;;;;1
BZK;BuzzMaster B.V.;;;;1;;;;;;1
BZK;C.V. Rosarium Wokrestaurant Westbroekpark;;;;1;;;;;;1
BZK;CAD Accent B.V.;;;;;;1;;;;1
BZK;Café Berger B.V.;;;;;;1;;;;1
BZK;Café de Bank;;;;1;;;;;;1
BZK;Café 'De Kleine Witte';;;;1;;;;;;1
BZK;Café Restaurant Rootz B.V.;1;;;2;;;;;;2
BZK;Café Van Beek;;;;1;;;;;;1
BZK;Café van Miltenburg;;;;1;;;;;;1
BZK;Cafe/Restaurant De Eeuwige Jachtvelden;;;;1;;;;;1;1
BZK;Campanile Hotel Zwolle;1;;;;;;;;;1
BZK;Canal Company B.V.;1;;;;;;;;;1
BZK;Cans B.V.;;;;;;3;;;;3
BZK;CAOP;;;;;;1;;;;1
BZK;Capgemini Academy;;;;;;1;;;;1
BZK;Capgemini Nederland B.V.;;;;;;2;;;;2
BZK;Capital Driver;;;;;;;;;1;1
BZK;CapitalP B.V.;;;;;;1;;;;1
BZK;Capo Cucina;1;;;;;1;;;;1
BZK;Carlton Beach;;;;;;;;;1;1
BZK;Carlton Beach Club;;;;;;;;;1;1
BZK;Carlton Hotels Nederland B.V.;;;;;;1;;;;1
BZK;Carpe Diem Events;;;;1;;;;;;1
BZK;Catering Lokaal B.V.;;;;;;3;;;;3
BZK;CB Facturatie B.V.;;;;1;;;;;;1
BZK;Center For Organizational Performance B.V.;;;;;;1;;;;1
BZK;Centraal Boekhuis B.V.;;;;;;1;;;;1
BZK;Centre de Cours Alliance Française de La Haye;;;;;;1;;;;1
BZK;Centre for Generative Leadership B.V.;1;;;;;;;;;1
BZK;Centrum Quadraat;;;;;;;;;1;1
BZK;Centrum voor Conflicthantering B.V.;;;;;;2;;;;2
BZK;CFO Consult;;;;;;1;;;;1
BZK;Cha House B.V.;;;;;;;;;1;1
BZK;Chin. Ind. Restaurant De Lange Muur/Zen's Wok;;;;1;;;;;;1
BZK;Choco-Paradijs;;;;1;;;;;;1
BZK;Choy Consultants B.V.;;;;;;1;;;;1
BZK;Christelijke Hogeschool Ede;;;;;;1;;;;1
BZK;Christelijke Hogeschool Windesheim;;;;;;4;;;;4
BZK;Ciao! Ciao! B.V.;;;;1;;;;;;1
BZK;CIBIT Adviseurs/Opleiders;;;;;;2;;;1;2
BZK;Ciep Personal Quality and Results;;;;;;2;;;;2
BZK;CIOnet Nederland B.V.;;;;;;;;;1;1
BZK;Cityhotel Exploitatie B.V.;;;;;;;;;1;1
BZK;C-Kracht;;;;;;1;;;;1
BZK;Claire Werkt!;;;;;;2;;;;2
BZK;Click;;;;;;1;;;;1
BZK;Cloos;;;;1;;;;;;1
BZK;Cloose;;;;1;;;;;;1
BZK;Clown Snorre;1;;;1;;;;;;1
BZK;CLS Computertrainingen;;;;;;1;;;;1
BZK;Club Foos;;;;1;;;;;;1
BZK;CM Partners B.V.;;;;;;1;;;;1
BZK;Coach Company;;;;;;1;;;;1
BZK;CoCon Coaching & Consultancy;;;;;;2;;;;2
BZK;Coffee Culture;;;;1;;;;;;1
BZK;COGEN PROJECTS B.V.;;;;;;1;;;;1
BZK;Collabó B.V.;;;;;;2;;;;2
BZK;Collective Talent Company;;;;;;1;;;;1
BZK;Combining Cultures;;;;;;1;;;;1
BZK;Compacon & Partners B.V.;;;;1;;;;;;1
BZK;Company Sandwich;;;;1;;;;;;1
BZK;COMPAREX Nederland B.V.;;;4;;;2;;;;5
BZK;Compu'Train;;;;;;1;;;;1
BZK;Computrain Opleidingen;;;;;;1;;;;1
BZK;Compu'Train Opleidingen B.V.;;;;;;1;;;;1
BZK;Concorde Group B.V.;;;;1;;;;;;1
BZK;Conducto Opleidingen B.V.;;;;;;1;;;;1
BZK;Congresbureau KIVI;;;;;;;;;1;1
BZK;Connecting Business Club;;;;;;1;;;;1
BZK;ConQuaestor Academy B.V.;;;;;;1;;;;1
BZK;Conquaestor B.V.;;;;;;2;;;;2
BZK;Construction Media B.V.;;;;;;;;1;;1
BZK;Consulo B.V.;;;4;;;;;;;4
BZK;Contrasticon B.V.;;;;;;1;;;;1
BZK;Corael Opleidingen;;;;;;1;;;;1
BZK;Corinor Organisatieontwikkeling B.V.;;;;;;2;;;;2
BZK;CornerStone Consultants B.V.;;;;;;1;;;;1
BZK;Corpus Experience Beheer B.V.;;;;1;;;;;;1
BZK;Cotica HRM advies;;;;;;1;;;;1
BZK;Country Hotel De Broeierd;;;;;;;;;1;1
BZK;Crazy Piano's Scheveningen B.V.;;;;;;;1;;;1
BZK;Crisislab;;;;;;1;;;;1
BZK;Crisisplan B.V.;;;;;;1;;;;1
BZK;CrMatch B.V.;;;;;;1;;;;1
BZK;Crow B.V.;;;;;;1;;2;;2
BZK;Crown Electric Records;;;;;;1;;;;1
BZK;CS Opleidingen B.V.;;;;;;1;;;;1
BZK;CSC Computer Sciences;;;;;;2;;;;2
BZK;CT2 B.V.;;;;;;1;;;;1
BZK;Culpepper B.V.;;;;1;;;;;;1
BZK;Cursor voor Ondernemingsraden B.V.;;;;;;1;;;;1
BZK;CVA Informatica Opleidingen B.V.;;;;;;1;;;;1
BZK;D.A.B. Special service;;;;;;;;;1;1
BZK;Dataland B.V.;;;;;;1;;;;1
BZK;De Appelboom;;;;;;1;;;;1
BZK;De Argumentenfabriek B.V.;;;;;;1;;;;1
BZK;De Argumentenfabriek Denkacademie B.V.;;;;;;1;;;;1
BZK;De Baak B.V.;;;;;;4;;;1;4
BZK;de baaningenieurs;;;;;;1;;;;1
BZK;De Beiaard Eet- en Proeflokaal;1;;;;;;;;;1
BZK;De Bijenkorf;;;;1;;;;;;1
BZK;De Boer & Ritsema van Eck;;;;;;1;;;;1
BZK;De Boomkamer;;;;1;;;;;;1
BZK;De Bouwwinkel;;;;;;1;;;;1
BZK;De Bruijn Advies;;;;;;1;;;;1
BZK;De Correspondent B.V.;;;;;;1;;;;1
BZK;De Corridor;;;;1;;;;;;1
BZK;De drie ringen;;;;1;;;;;;1
BZK;De Federatie B.V.;;;;;;2;;;;2
BZK;De Galan Groep B.V.;;;;;;1;;;;1
BZK;De Gouden Wok B.V.;;;;1;;;;;;1
BZK;De Gouden Wok Zuiderpark;;;;1;;;;;;1
BZK;De Graaf Van Vlaanderen B.V.;1;;;;;;;;;1
BZK;De Grooth Vervoer;;;1;;;;;;;1
BZK;De Heeren van Liemeer;1;;;;;;;;;1
BZK;De Heeren Van Suylichem B.V.;1;;;;;;;;;1
BZK;De Hoofdzaken;;;;;;1;;;;1
BZK;De Horeca Academie Zakelijk B.V.;;;;1;;;;;;1
BZK;De Japanse Watertuin B.V.;;;;1;;;;;;1
BZK;De Javaanse Vlam;;;;1;;;;;;1
BZK;De Kleyne Sint Jacob;;;;1;;;;;;1
BZK;De Knegt & Leeflang B.V.;;;;1;;;;;;1
BZK;De Kookfabriek Amsterdam B.V.;;;;;;1;;;;1
BZK;De Kookfabriek Den Haag B.V.;1;;;1;;;;;;1
BZK;De kookstudio van Zwolle;;;;1;;;;;;1
BZK;De Kwartiermakers Huub Janssen;;;;;;1;;;;1
BZK;De L'espoir;;;;;;1;;;;1
BZK;De Lof der Zotheid (Breitner);;;;1;;;;;;1
BZK;De Lunchboxx;1;;;1;;;;;;1
BZK;De Nederlands-Vlaamse Bouwfysica Vereniging;;;;;;1;;;;1
BZK;De Nieuwe Stad B.V.;;;;;;2;;;;2
BZK;De Reiger;;;;;;1;;;;1
