OBJECTID,DESCR,RSURF_DESC,V_MCDAY,TOTINTENS,PFLOWDAY,PFLOWEVE,PFLOWNI,PFLOWLVDAY,PFLOWLVEVE,PFLOWLVNI,PFLOWLTDAY,PFLOWLTEVE,PFLOWLTNI,PFLOWHTDAY,PFLOWHTEVE,PFLOWHTNI,Shape__Length,GlobalID
476,De Zegge,Klinkers,30,66,7.08,2.57,0.56,96.76,97.26,95.93,2.92,2.47,3.66,0.32,0.27,0.41,60.7983637917123,29ef486d-e7f0-411b-958c-0a835678ef6c
477,Het Sterrekroos,Klinkers,30,131,7.08,2.57,0.56,96.73,97.23,95.9,2.94,2.49,3.69,0.33,0.28,0.41,83.2683456514976,9a1bed2d-98d3-4598-9828-0bd22ef18175
478,Het Pijlkruid,Klinkers,30,44,7.02,2.57,0.54,100,100,100,0,0,0,0,0,0,67.0325973631804,25622724-344b-4cd2-a9c3-ccead711fb58
479,Het Sterrekroos,Klinkers,30,53,7.11,2.6,0.55,97.99,98.3,97.47,1.81,1.53,2.28,0.2,0.17,0.25,33.8561409680725,34f8d28a-c21d-417b-96a0-ce54222d133a
480,Museumlaan,Klinkers,30,64,7.07,2.59,0.55,98.32,98.59,97.89,1.51,1.27,1.9,0.17,0.14,0.21,99.7951221565964,138b61fd-e33d-433b-8d76-435d9986ced2
481,Zomerdijk,Klinkers,30,509,7.08,2.59,0.57,98.32,98.58,97.89,1.51,1.28,1.9,0.17,0.14,0.21,68.4781044663293,e810c1d5-dfa5-49f2-ab2a-8496e108419c
482,De Nieuwesluis,Klinkers,30,82,7.08,2.59,0.55,98.7,98.9,98.36,1.17,0.99,1.48,0.13,0.11,0.16,88.3305362739397,0b721c41-6220-40ee-8b26-e53fdd56364f
483,Weteringallee,Klinkers,30,1192,7.07,2.61,0.59,98.57,98.79,98.21,1.29,1.09,1.61,0.14,0.12,0.18,55.1926949279513,18094e51-d5df-4981-8d08-1de2e0c7e5dd
484,Wielewaalstraat,Klinkers,30,86,7.1,2.58,0.56,97.52,97.9,96.88,2.23,1.89,2.81,0.25,0.21,0.31,31.4601366556123,061246eb-fa9d-4cb3-a247-0a4898c74fbe
485,Rietgorsstraat,Klinkers,30,70,7.11,2.6,0.55,98.48,98.71,98.08,1.37,1.16,1.73,0.15,0.13,0.19,25.1672093457809,073b4d60-6238-4962-b2fc-3172922dcc7a
486,Weteringallee,Klinkers,30,1114,7.08,2.58,0.59,98.57,98.79,98.2,1.29,1.09,1.62,0.14,0.12,0.18,23.621538304174,d1b53e0d-acb3-4167-adcc-4dbf685dc813
487,Rietgorsstraat,Klinkers,30,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,31.0217219246847,879ea28d-c484-4469-84b3-525e3d9b87c3
488,Rietgorsstraat,Klinkers,30,65,7.07,2.59,0.55,98.36,98.61,97.92,1.48,1.25,1.87,0.16,0.14,0.21,38.9460729524658,6d65e6ec-6a1f-4c16-a72a-8f995816cd44
489,Weteringallee,Klinkers,30,1116,7.08,2.58,0.59,98.57,98.79,98.2,1.29,1.09,1.62,0.14,0.12,0.18,5.61398932506304,1d614eae-a61b-49b5-b5ee-9758b755a2ed
490,Rietgorsstraat,Klinkers,30,487,7.09,2.59,0.57,98.47,98.71,98.08,1.38,1.16,1.73,0.15,0.13,0.19,20.3517219281531,3b4b9164-3204-43c9-b60a-b62c98112d21
491,De Lisdodde,Klinkers,30,491,7.08,2.59,0.57,98.48,98.71,98.09,1.37,1.16,1.72,0.15,0.13,0.19,18.4551857170337,8bdd9a52-4312-48e7-88c9-9669f52d619b
492,Weteringallee,Klinkers,30,636,7.09,2.59,0.57,98.66,98.87,98.31,1.21,1.02,1.52,0.13,0.11,0.17,12.8497295690832,f2835c90-7040-43d1-9b70-72b627b91933
493,De Parnassia,Klinkers,30,65,7.07,2.59,0.55,98.36,98.61,97.92,1.48,1.25,1.87,0.16,0.14,0.21,95.8356234437609,1eced921-dd4d-49b8-95f4-6c87dc2bd4cd
494,Weteringallee,Klinkers,30,579,7.09,2.59,0.57,98.52,98.76,98.14,1.33,1.12,1.67,0.15,0.12,0.19,20.7441769540947,fca0523d-1b02-4961-9be6-ec2205635511
495,De Parnassia,Klinkers,30,24,7.22,2.65,0.56,100,100,100,0,0,0,0,0,0,8.3163719139571,a7699eeb-39c6-4f12-997b-4a21511b35d2
496,De Parnassia,DAB (Ref.),30,16,7.07,2.59,0.55,100,100,100,0,0,0,0,0,0,21.6928838189349,da0f2c23-9736-496c-8022-cf057e24d77c
497,De Parnassia,DAB (Ref.),30,8,7.53,2.76,0.58,100,100,100,0,0,0,0,0,0,181.300444936866,3c79d5c6-2491-4b00-a9d1-be063aac4505
498,Weteringallee,Klinkers,30,510,7.08,2.59,0.57,98.53,98.77,98.16,1.32,1.11,1.66,0.15,0.12,0.18,54.2092649334438,4add298b-b0ab-4c57-9c8f-ba6951f85311
499,Weteringallee,Klinkers,30,32,7.07,2.59,0.55,100,100,100,0,0,0,0,0,0,42.4932868448061,aa7ea923-d957-4613-9d13-b3d27f883fe8
500,Weteringallee,Klinkers,30,80,7.07,2.59,0.55,98.66,98.87,98.31,1.21,1.02,1.52,0.13,0.11,0.17,8.85906384717148,24c8ec1d-7739-4bac-a873-388d7794e829
501,PROVINCIALEWEG N334,DAB (Ref.),80,6027,6.84,2.85,0.82,89.43,95.03,88.4,7.88,4.18,8.13,2.69,0.79,3.48,162.530887063773,8c2ec23e-5aa5-45e5-b6a6-408b4d6811fb
502,PROVINCIALEWEG N334,DAB (Ref.),80,6027,6.84,2.85,0.82,89.43,95.03,88.4,7.88,4.18,8.13,2.69,0.79,3.48,279.877698728911,98bc9c40-54ec-4256-9b1d-bdbc068eb707
503,PROVINCIALEWEG N334,DAB (Ref.),80,6027,6.84,2.85,0.82,89.43,95.03,88.4,7.88,4.18,8.13,2.69,0.79,3.48,501.004623532771,197749fc-7afd-4d78-b616-cdc37888cca9
504,PROVINCIALEWEG N334,DAB (Ref.),80,6027,6.84,2.85,0.82,89.43,95.03,88.4,7.88,4.18,8.13,2.69,0.79,3.48,243.881629195784,c1378bf9-07b7-4576-872e-86fa2cdc20d1
505,Zomerdijk,DAB (Ref.),30,126,6.74,3.37,0.74,93.6,93.7,100,5.3,6.3,0,1.1,0,0,63.9013475874835,434e84e1-8db3-4acc-a46a-55556ab22040
506,De Reuverstede,Klinkers,50,117,7.1,2.49,0.59,76.28,79.24,71.75,15.07,13.19,17.95,8.65,7.57,10.3,29.97179581804,49754b04-2731-4500-b856-1132ff5b101a
507,Stouweweg,DAB (Ref.),50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,74.816493419389,83037477-b021-4342-97b5-4b6aff4baf3b
508,Stouweweg,DAB (Ref.),50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,55.3947313001436,aa5b9544-44e3-4131-b5b7-83444e7dd705
509,De Reuverstede,Klinkers,50,70,7.12,2.49,0.59,75.67,78.7,71.06,15.36,13.45,18.27,8.97,7.85,10.67,61.5133042894414,1f0e8fcd-d683-4ca7-8265-48245008f344
510,De Reuverstede,Klinkers,50,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,29.9811707323315,256ffb44-3fe2-4029-a1d1-ddbdb96fe21d
511,Stouweweg,DAB (Ref.),50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,35.8114338545331,f2b86cd8-7363-4f64-8a6d-af9d9916b577
512,De Kalkovens,Klinkers,50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,69.9904036081403,cc8fbf51-a5b6-41be-a98d-1ca4976b8b2f
513,Stouweweg,DAB (Ref.),50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,80.9639201507206,1925b457-7b64-49c1-b969-5114006e82f4
514,Stouweweg,DAB (Ref.),50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,88.5339101024097,b94daf26-7e30-40e1-9655-cecbca2476c0
515,Stouweweg,DAB (Ref.),50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,29.9696373820138,2b70a168-15f4-450d-b867-23df94efc544
516,Stouweweg,DAB (Ref.),50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,37.5381816493579,4eb21d33-c8b3-480f-af0c-918460343ffe
517,Stouweweg,DAB (Ref.),50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,110.986674615165,f79b2cd8-e01f-47fa-8f19-901d390cea3e
518,Stouweweg,DAB (Ref.),50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,48.5255249217069,86e55711-f972-4e92-9f4f-a59441d4a1b8
519, ,DAB (Ref.),50,0,0,0,0,0,0,0,0,0,0,0,0,0,383.055576120294,bd0bc2c1-f711-4948-a174-897840dd443c
520,De Kalkovens,Klinkers,50,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,84.9954819215135,3fff106f-4c5a-4185-968c-a1273c8f0f97
521,Het Oude Diep,Klinkers,50,1340,7.08,2.46,0.65,66.15,69.88,60.84,19.5,17.35,22.56,14.35,12.77,16.6,91.2299011060973,6411e944-3399-478d-9613-32ea29a77ff0
522,De Kalkovens,Klinkers,50,810,7.1,2.42,0.64,57.57,61.69,51.81,22.75,20.54,25.84,19.68,17.77,22.35,80.789812389214,03ea227f-4577-4e90-a6dc-b61c4c963aae
523,Het Oude Diep,Klinkers,50,1312,7.08,2.46,0.65,66.17,69.89,60.86,19.49,17.35,22.55,14.34,12.76,16.59,38.7581139493771,4fa9b88f-178c-4a60-9af0-49b61bc0f556
524,De Kalkovens,Klinkers,50,212,7.11,2.5,0.6,70.9,74.31,65.83,17.51,15.46,20.56,11.59,10.23,13.61,107.991514453272,50bea543-6565-4583-a04b-97b79e2500e0
525,De Kalkovens,Klinkers,50,217,7.09,2.5,0.6,70.99,74.39,65.91,17.47,15.42,20.53,11.54,10.19,13.56,122.804764174301,5b7745ef-f849-426e-9cbc-4b3642c31a98
526,Dingstede,Klinkers,50,120,7.1,2.56,0.57,87.56,89.31,84.76,9.21,7.91,11.28,3.23,2.78,3.96,63.930471531834,b7eb3edc-4466-4638-8bab-039640d629cb
527,De Kalkovens,Klinkers,50,102,7.1,2.41,0.63,50.92,55.2,45.05,25.01,22.83,28,24.07,21.97,26.95,145.627152098015,690ab569-ff14-48f8-b593-05197b1e5af1
528,Dingstede,Klinkers,50,38,7.14,2.57,0.57,88.84,90.43,86.28,8.47,7.26,10.41,2.69,2.31,3.31,134.611478561379,a0546a92-3848-418a-a46d-4da3f0b4cd28
529,Dingstede,Klinkers,50,46,7.06,2.49,0.58,79,81.7,74.8,13.76,11.99,16.51,7.24,6.31,8.69,46.7555526743447,3e6c3dbf-2c17-4ed4-bb24-d860f76e4866
530,Baarlo,DAB (Ref.),60,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,710.834145154568,8ff9f3bb-dfe9-4a2c-8d3a-9a566c60bde3
531,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,118.519432504489,daf67838-2527-40ac-9464-d575cab4437a
532,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,29.9376028349165,1d712518-d216-4474-a8ff-7e1327283a97
533,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,29.9384479308641,33b83672-2f0d-4979-8047-0996663eba55
534,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,43.519956459559,0307a5c1-a004-4a66-8498-28d5a95edb9b
535,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,30.1255977663478,06e11cce-cb5a-43d4-b6b3-53c1b4ef8995
536,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,35.834758847314,4ceb55b1-e41e-40c7-8668-398519da7b34
537,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,66.1570006940042,d403cbd8-3e2a-469f-893a-d5c675a5b860
538,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,31.5081396023591,dff02d60-0bc5-4b29-bee7-b25286b6633e
539,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,44.897078644473,5700597a-2d99-4ca1-bcff-192db4e210bc
540,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,37.5962235412599,6533cff7-e6d1-4a57-bad5-842695dd85ea
541,Baarlo,DAB (Ref.),30,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,49.4299555505957,85791f38-1377-4b11-8030-4d54aab258f5
542,Baarlo,DAB (Ref.),60,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,425.895693435575,a57852ea-a715-4b43-bcf2-75c0f602879f
543,Baarlo,DAB (Ref.),60,694,6.55,3.27,1.04,89.1,94.1,94.4,8.2,4.7,5.6,2.7,1.2,0,46.6851038207301,6cd6c33f-23bd-44d0-976c-948004340b29
544,Groene Steeg,DAB (Ref.),60,197,6.56,3.01,1.19,88.4,91.4,100,7.5,4.3,0,4.1,4.3,0,29.7568572183419,bf7e32af-e904-49ff-8a8f-ef411933921f
545,Schaapsteeg,DAB (Ref.),60,1057,6.55,3.15,1.1,85.7,93.4,87.5,9.8,4.1,9.1,4.5,2.5,3.4,982.350287497167,e53d1f37-3bba-4891-bc40-eae6a6dbd1c4
546,Groene Steeg,DAB (Ref.),60,197,6.56,3.01,1.19,88.4,91.4,100,7.5,4.3,0,4.1,4.3,0,52.5866197571261,be12c6ef-0f38-4f4e-9335-61dc15d65007
547,Groene Steeg,DAB (Ref.),60,197,6.56,3.01,1.19,88.4,91.4,100,7.5,4.3,0,4.1,4.3,0,901.553300525446,480d4641-5899-41cd-88f0-4223306ce45c
548,Groene Steeg,DAB (Ref.),60,197,6.56,3.01,1.19,88.4,91.4,100,7.5,4.3,0,4.1,4.3,0,47.8705095039651,474c6a7a-a24f-4ffa-b4d6-de0a682cbd8e
549,Groene Steeg,DAB (Ref.),60,197,6.56,3.01,1.19,88.4,91.4,100,7.5,4.3,0,4.1,4.3,0,81.0029390345668,3a06a5d4-c016-4d3e-972b-02abdcbae152
550,Groene Steeg,DAB (Ref.),60,197,6.56,3.01,1.19,88.4,91.4,100,7.5,4.3,0,4.1,4.3,0,1006.48151219412,5c5e91c1-73b9-4c5e-84dd-17167af1fe62
551,Groene Steeg,DAB (Ref.),60,197,6.56,3.01,1.19,88.4,91.4,100,7.5,4.3,0,4.1,4.3,0,42.079923299163,0f23c36d-ebfe-494f-aa97-521d248a9001
552,Groene Steeg,DAB (Ref.),60,197,6.56,3.01,1.19,88.4,91.4,100,7.5,4.3,0,4.1,4.3,0,76.3006979484983,4fa37e48-a9ce-4a6b-bae0-01c8e562e8e1
553,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,98.647463863066,65e1d6ba-a79a-44d3-a27a-a760602c4642
554,Groene Steeg,DAB (Ref.),60,189,6.71,3.23,0.8,61.19,46.64,39.65,38.39,53.09,60,0.42,0.27,0.34,34.1354967121747,d3db8233-2e47-45b6-8d82-95a1cac9ee20
555,Zwolsesteeg,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,696.774388985698,0908f1bf-aaa8-4b41-9af7-e700d46728db
556,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,34.4833876448519,e39550f4-497e-431c-83d0-3ccfb5602451
557,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,29.9757647875595,bc7e0e1b-c6a2-4fdf-ab75-3bde1153f402
558,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,246.038873360114,04b3c762-3a88-4fd2-8671-80bb7ce532d9
559,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,32.9880430760967,e2c09d31-27cb-4d9b-900b-ed156f0f4fd8
560,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,64.4591506276143,91854ed3-f05a-43c4-a303-17034a109127
561,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,29.982476626659,7bf1b8d5-45e8-4362-ba79-89694516bd1d
562,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,238.528996274678,b0535677-d0ce-48b1-9d2d-668aff179b0e
563,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,47.9792783688168,92707b52-ce2f-4bb0-ae3e-e348b87532ee
564,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,293.996658481395,c91e89f5-c307-4d32-8183-c8b2e3aa1311
565,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,29.9825196733338,5287d5c9-9bd1-4698-b4fd-83372aa7cff1
566,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,79.596877714472,59cf74b5-6d62-41c0-b7f7-96ffd93e3a77
567,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,166.413833553152,c1660944-8c58-417a-942f-cacf721ccd8d
568,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,37.4956233025086,17554cd8-7574-4da6-ab6c-9aebb96f1241
569,Nieuwe Wetering,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,68.6523057094233,b07b4fee-6117-411b-b7b2-f629cb5adb3d
570,Kerkwetering,DAB (Ref.),60,2076,6.62,2.94,1.1,86.8,93.3,88.9,7.5,4,6.4,5.7,2.7,4.7,46.3922222064216,8937db30-f7d6-4fb0-a98f-b9f043dbfb6c
571,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,139.909378894738,4ce50ced-69a1-445b-bdf8-52280f7c8101
572,Groene Steeg,DAB (Ref.),60,189,6.71,3.23,0.8,61.19,46.64,39.65,38.39,53.09,60,0.42,0.27,0.34,29.9644915301829,4eaabb2b-d6b0-4ed7-8d6a-910d3ba08218
573,Groene Steeg,DAB (Ref.),60,195,6.74,3.22,0.8,61.95,47.66,40.57,37.42,51.94,58.92,0.63,0.41,0.51,226.394433678995,a3196ae5-23f2-430b-b85f-081e6ee67e6a
574,Groene Steeg,DAB (Ref.),60,193,6.73,3.22,0.8,61.51,47.2,40.11,37.83,52.38,59.35,0.66,0.43,0.54,46.4927932729405,a119edcc-a9e0-4751-bd5b-f905b814c1b7
575,Groene Steeg,DAB (Ref.),60,193,6.73,3.22,0.8,61.51,47.2,40.11,37.83,52.38,59.35,0.66,0.43,0.54,30.1242878989836,1570f1dd-0e42-4d56-85b4-cafb01c1fa06
576,Groene Steeg,DAB (Ref.),60,194,6.73,3.22,0.8,61.74,47.43,40.34,37.62,52.16,59.13,0.64,0.41,0.53,29.9564529201766,cc141a46-de4a-4809-ae19-e5e190a2e3f2
577,Groene Steeg,DAB (Ref.),60,225,6.78,3.12,0.77,65.73,52.18,45.44,33.36,47.22,53.77,0.9,0.6,0.79,941.95615871562,0092a241-a29e-436b-97ad-2441f12ee2ee
578,Groene Steeg,DAB (Ref.),60,214,6.77,3.15,0.78,63.95,50.25,43.47,35,49.06,55.63,1.05,0.69,0.9,49.5547415077298,8d01be1e-0531-46b2-92e7-03f2afa359d5
579,Groene Steeg,DAB (Ref.),60,227,6.78,3.11,0.77,65.57,52.21,45.39,33.35,47.06,53.67,1.08,0.72,0.95,427.029167774868,97c1f986-e35d-4f5c-9f7b-ddbfd24c3e9b
580,PROVINCIALEWEG N759,DAB (Ref.),80,8649,6.57,2.76,1.27,84.64,91.99,83.93,8.61,4.45,8.43,6.75,3.55,7.64,299.682376315861,0be8d0f9-a9cc-4d93-9aa3-13ab52f71c9c
581,Groene Steeg,DAB (Ref.),60,82,6.58,4.53,0.33,78.7,92.9,100,11.5,7.1,0,9.8,0,0,371.944713791578,0880e4f0-80fa-4835-9006-9e872e335da1
582,PROVINCIALEWEG N759,DAB (Ref.),80,8649,6.57,2.76,1.27,84.64,91.99,83.93,8.61,4.45,8.43,6.75,3.55,7.64,80.5233178349624,104b953f-64d7-4624-9a0e-3e852cd36628
583,PROVINCIALEWEG N759,DAB (Ref.),80,8649,6.57,2.76,1.27,84.64,91.99,83.93,8.61,4.45,8.43,6.75,3.55,7.64,200.996302383703,7975879f-021c-48d3-9391-a188b8663485
584,PROVINCIALEWEG N759,DAB (Ref.),80,8649,6.57,2.76,1.27,84.64,91.99,83.93,8.61,4.45,8.43,6.75,3.55,7.64,61.4587230547017,87d24601-e9e5-4f3d-88d5-0cdbf83ec34c
585,PROVINCIALEWEG N759,DAB (Ref.),80,8649,6.57,2.76,1.27,84.64,91.99,83.93,8.61,4.45,8.43,6.75,3.55,7.64,29.9775924657055,720595bd-2cb2-4076-88bf-a4a773ff6341
586,PROVINCIALEWEG N759,DAB (Ref.),80,8649,6.57,2.76,1.27,84.64,91.99,83.93,8.61,4.45,8.43,6.75,3.55,7.64,427.190626987402,f00673bc-8b30-4be8-a21d-cdea6e16a3e2
587,N759 - PROVINCIALEWEG,DAB (Ref.),80,8649,6.57,2.76,1.27,84.64,91.99,83.93,8.61,4.45,8.43,6.75,3.55,7.64,893.554350395695,adfd7873-afc3-49da-becd-759e4e44762c
588,Groene Steeg,DAB (Ref.),60,82,6.58,4.53,0.33,78.7,92.9,100,11.5,7.1,0,9.8,0,0,863.982045117699,f948582d-505e-42d7-807d-ab8e18373699
589,Groene Steeg,DAB (Ref.),60,82,6.58,4.53,0.33,78.7,92.9,100,11.5,7.1,0,9.8,0,0,133.526187504721,d6877374-afdd-42ec-b2e6-20ea2ede46fb
590,Hasselterdijk,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,53.3803167123771,8a885878-32d2-4460-babf-942858343733
591,MASTENBROEKERDIJK,DAB (Ref.),60,516,6.52,3.96,0.74,77.47,80.96,66.72,20.19,16.41,33.28,2.35,2.63,0,80.7288655929899,a3966da0-f350-4bdb-b686-cab362a006d0
592,Kerkwetering,DAB (Ref.),60,2076,6.62,2.94,1.1,86.8,93.3,88.9,7.5,4,6.4,5.7,2.7,4.7,85.3787191206297,626d23b5-9866-4b7c-9f66-9096e3b3eecc
593,Kerkwetering,DAB (Ref.),60,2076,6.62,2.94,1.1,86.8,93.3,88.9,7.5,4,6.4,5.7,2.7,4.7,177.040129739089,1f6b5407-aadd-4c8c-a485-72e1f7fc9e07
594,Kerkwetering,DAB (Ref.),60,2076,6.62,2.94,1.1,86.8,93.3,88.9,7.5,4,6.4,5.7,2.7,4.7,1102.52712388217,69088b8e-511d-4342-baf7-e18a3af5c56b
595,Kerkwetering,DAB (Ref.),60,2076,6.62,2.94,1.1,86.8,93.3,88.9,7.5,4,6.4,5.7,2.7,4.7,799.567524807553,d392e1e5-6088-4261-94dc-40693bf72595
596,Kerkwetering,DAB (Ref.),60,2076,6.62,2.94,1.1,86.8,93.3,88.9,7.5,4,6.4,5.7,2.7,4.7,30.0282100190264,4f5116cb-1ca7-47d5-8ce6-0078d5a9d626
597,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,191.273891572595,ffd3c5ed-d980-442c-b221-d853d1feb681
598,Nieuwe Wetering,Klinkers,60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,30.8490271797901,41ad2b1c-d455-4135-9cef-75d1afd269c6
599,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,378.107799195547,ff4ad92c-534c-4520-a356-3b7947a10d0e
600,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,601.395062881911,2f131a95-6474-4c2a-bca7-caf18ec4406c
601,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,77.9430143506086,6e0ac855-473a-4985-b42f-be6fd75bb7ab
602,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,30.0670782885897,e3c6d872-0b9d-4368-89d4-12b937a7b4cd
603,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,30.0672115342913,1ca1f83f-1832-43bf-b071-d5adfd035027
604,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,170.968534344235,7f3af327-eb11-44ec-8bba-ceb6206c0595
605,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,30.0671212141415,81ece188-254f-494d-a192-8f034af519e7
606,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,125.825510832404,45889c24-3d67-4c8f-8538-0ce5b0f08cc4
607,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,30.0953939326577,afa99a48-a293-4131-8cd6-723b8f3c133d
608,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,118.598561514535,477a41fa-e87a-4410-8ab4-6dc4bc224a7c
609,Nieuwe Wetering,DAB (Ref.),60,647,6.51,3.97,0.75,90.6,94.8,85.7,6.6,3.1,9.5,2.8,2.1,4.8,43.4232472066269,9b57f049-5c21-480b-818d-824dfabf885b
