OBJECTID,DESCR,RSURF_DESC,V_MCDAY,TOTINTENS,PFLOWDAY,PFLOWEVE,PFLOWNI,PFLOWLVDAY,PFLOWLVEVE,PFLOWLVNI,PFLOWLTDAY,PFLOWLTEVE,PFLOWLTNI,PFLOWHTDAY,PFLOWHTEVE,PFLOWHTNI,Shape__Length,GlobalID
1675,Matenweg,DAB (Ref.),60,73,7.13,2.59,0.56,97.09,97.53,96.34,2.62,2.22,3.29,0.29,0.25,0.37,328.517713962278,88733cff-6950-4ff3-9063-3ef1924ed4ce
1676,Matenweg,DAB (Ref.),60,67,7.09,2.6,0.55,98.4,98.66,97.99,1.44,1.21,1.81,0.16,0.13,0.2,30.0243186206003,d1766f18-5920-437d-b852-24909ae84f76
1677,Matenweg,DAB (Ref.),60,66,7.08,2.59,0.55,98.38,98.63,97.96,1.46,1.23,1.84,0.16,0.14,0.2,30.0083008311805,f8053ba4-6a0c-4733-8788-eb8a37e5f456
1678,Matenweg,DAB (Ref.),60,76,7.14,2.62,0.55,98.6,98.82,98.24,1.26,1.06,1.58,0.14,0.12,0.18,235.454216041902,ef15e6e1-a274-47b8-a4ad-6ef10f337978
1679,Tagweg,DAB (Ref.),50,4005,6.97,2.59,0.75,97.6,97.97,97.06,2.16,1.83,2.65,0.24,0.2,0.29,139.54575654159,10e77f67-0eae-442c-bd25-6484b4c8b51f
1680,Tagweg,DAB (Ref.),50,4084,6.34,4.26,0.86,94.36,96.36,96.86,4.07,1.74,1.57,1.57,1.9,1.57,217.361172854149,70731022-88f3-4fea-b432-0ba46185b3d4
1681,Sanssenhekkenweg,DAB (Ref.),60,48,7.07,2.59,0.55,100,100,100,0,0,0,0,0,0,184.471560157215,45a65b1c-222c-4f1d-b54f-52c0de4e81be
1682,Sanssenhekkenweg,DAB (Ref.),60,48,7.07,2.59,0.55,100,100,100,0,0,0,0,0,0,29.9718443652668,0b7c52c2-6e6c-47a1-9ce4-e535cd4a1d7b
1683,Sanssenhekkenweg,DAB (Ref.),60,40,7.16,2.62,0.55,100,100,100,0,0,0,0,0,0,360.075546066298,fbac0ff1-3318-4074-8c89-a65a2dc17679
1684,Sanssenhekkenweg,DAB (Ref.),60,40,7.16,2.62,0.55,100,100,100,0,0,0,0,0,0,29.9946483514437,c387e177-ad93-46bc-adbb-a20d22b053d9
1685,Sanssenhekkenweg,DAB (Ref.),60,40,7.16,2.62,0.55,100,100,100,0,0,0,0,0,0,29.9843713650925,fd7beb20-5d19-4122-b61e-b6ab2549e514
1686,Sanssenhekkenweg,DAB (Ref.),60,40,7.16,2.62,0.55,100,100,100,0,0,0,0,0,0,29.8785291746968,113d5789-8824-49b3-8c79-34e1c5ad4461
1687,Greenteweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,293.818601813765,50156a11-f155-461b-91f0-8fdc1e67a56a
1688,Topweg,DAB (Ref.),60,41,7.17,2.63,0.56,100,100,100,0,0,0,0,0,0,95.6455754949569,1995582d-8524-4a8e-85cf-9bf970a23ffb
1689,Greenteweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,29.9561941311175,473ec347-963c-4dba-a604-f3c39fdf089a
1690,Greenteweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,75.0163778139422,166da5a3-7ee0-445f-baa6-e89ce1e0cb39
1691,Molensteeg,Klinkers,30,46,7.05,2.56,0.56,93,94.03,91.29,6.03,5.14,7.5,0.97,0.83,1.21,38.6924610023395,9b2aa569-afe9-4a77-aaaa-415af433fe72
1692,Langestraat,Klinkers,30,1632,7.07,2.57,0.61,94.26,95.11,92.89,5.17,4.4,6.4,0.57,0.49,0.71,96.5652151913164,c891df1d-43b9-4987-9d9e-3cf50307939e
1693,Langestraat,Klinkers,30,1365,7.07,2.59,0.6,94.53,95.36,93.22,4.92,4.18,6.1,0.55,0.46,0.68,51.7265700235145,288ec9ba-c0b3-4edb-9942-b4a717c68a0d
1694,Drecht,Klinkers,30,44,7.02,2.53,0.56,90.21,91.62,87.91,7.66,6.56,9.46,2.13,1.82,2.63,107.862649295689,b938af65-a906-48bb-a8e2-9a12b868b761
1695,Jaagpad,Klinkers,30,143,7.12,2.57,0.57,91.82,93.02,89.86,6.7,5.72,8.31,1.48,1.26,1.83,114.882688157989,9fce21fe-b09b-4b36-96ce-29f48c4e5db5
1696,Maj. Gen. Simondsstraat,Klinkers,30,1396,7.07,2.57,0.61,93.36,94.35,91.79,5.85,4.98,7.23,0.79,0.67,0.98,49.3487284357378,167566c8-fa0c-4faa-ab10-c63961a17ef7
1697,Langestraat,Klinkers,30,1508,7.07,2.57,0.61,92.44,93.55,90.67,6.34,5.41,7.82,1.22,1.04,1.51,37.277103585572,e58975c6-67f9-4fb9-8ffe-47a7a8d9b046
1698,Maj. Gen. Simondsstraat,Klinkers,30,1391,7.07,2.57,0.61,93.18,94.19,91.57,5.94,5.06,7.34,0.88,0.75,1.09,9.02360400873402,975f521d-cc5c-438d-9448-0aff7beb293d
1699,Schoolstraat,Klinkers,30,409,7.09,2.59,0.57,97.13,97.57,96.4,2.58,2.19,3.24,0.29,0.24,0.36,84.6851369191508,f1287a65-b007-41af-b86c-c3cdd0bb65a5
1700,Jaagpad,Klinkers,30,63,7.06,2.57,0.56,93.19,94.2,91.53,5.93,5.05,7.38,0.88,0.75,1.09,60.4865086581736,7ec257ba-2c25-4b2e-8f49-f56bcc40f6f7
1701,Randweg,DAB (Ref.),80,1089,7.05,2.65,0.6,96.55,94.65,93.16,3.34,5.27,6.71,0.11,0.09,0.13,17.2714847859041,97c41e58-74e0-456e-98b6-2eabde8911d5
1702,Randweg,DAB (Ref.),80,5281,6.35,3.47,1.24,85.5,93.3,85.7,7.9,3.4,6.4,6.6,3.3,7.9,109.427412003062,b7181357-3e50-4e66-9ab2-7e6710fcca65
1703,Kamperzeedijk,DAB (Ref.),80,2537,7.04,2.59,0.65,87.73,88.48,84.28,9.52,9.19,12.41,2.75,2.33,3.31,17.1646676721543,620be7f9-7633-40ca-b7e2-f8d1237eb943
1704,Kamperdijk,DAB (Ref.),80,950,7.05,2.65,0.6,96.17,93.97,92.35,3.73,5.93,7.52,0.11,0.09,0.13,21.5952332928433,605ebe18-56d4-47cf-a189-e9b5a10efa07
1705,Kamperdijk,DAB (Ref.),50,3429,6.44,4.17,0.75,91.33,96.91,91.5,5.03,2.91,6.96,3.65,0.19,1.55,385.273973872368,11c7bfec-8fcf-4295-83cf-deaabe394bdb
1706,Randweg,DAB (Ref.),80,5281,6.35,3.47,1.24,85.5,93.3,85.7,7.9,3.4,6.4,6.6,3.3,7.9,83.8989366181776,77a55627-9468-44f9-a8c2-6c3db996d0c9
1707,Randweg,DAB (Ref.),80,5281,6.35,3.47,1.24,85.5,93.3,85.7,7.9,3.4,6.4,6.6,3.3,7.9,847.590376261656,afc09d5e-673a-44ae-83ee-b2081de5bff0
1708,Zwolsesteeg,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,87.4104455421153,a0e621c1-5046-49de-9d26-d54e2d752d2b
1709,Matenweg,DAB (Ref.),80,88,6.73,3.17,0.77,69.12,53.76,46.85,30.88,46.24,53.15,0,0,0,27.5440828095085,e2d9112f-f0b6-4eaf-9e4d-3374c1c53acf
1710,Kamperzeedijk,DAB (Ref.),80,4954,6.35,3.24,1.36,87.49,90.27,87.33,9.53,7.75,9.49,2.98,1.98,3.18,40.5873488526115,7678a3cc-e454-4739-b251-16a2c83a3178
1711,Tagweg,DAB (Ref.),50,4084,6.34,4.26,0.86,94.36,96.36,96.86,4.07,1.74,1.57,1.57,1.9,1.57,158.798150108461,f1e6fabb-afe6-42ba-9273-b8a6529b2b09
1712,Kamperdijk,DAB (Ref.),50,3429,6.44,4.17,0.75,91.33,96.91,91.5,5.03,2.91,6.96,3.65,0.19,1.55,103.480591783529,89f678c4-c453-4cda-b151-caf44e5f3cfe
1713,Kamperdijk,DAB (Ref.),50,3429,6.44,4.17,0.75,91.33,96.91,91.5,5.03,2.91,6.96,3.65,0.19,1.55,31.2617839128147,caba67f2-b028-444d-959e-a350d396b50b
1714,Kamperdijk,DAB (Ref.),50,3429,6.44,4.17,0.75,91.33,96.91,91.5,5.03,2.91,6.96,3.65,0.19,1.55,50.2916882421937,bebeae05-a8ab-486f-bec5-b9329f494ca7
1715,Randweg,DAB (Ref.),80,5281,6.35,3.47,1.24,85.5,93.3,85.7,7.9,3.4,6.4,6.6,3.3,7.9,68.858365731716,25d9ac3e-fd16-42d5-b8fc-3ddd5725d60b
1716,Krommesteeg,DAB (Ref.),60,68,7.09,2.6,0.55,98.43,98.68,98.02,1.41,1.19,1.78,0.16,0.13,0.2,59.3642764343999,2e325a45-1511-41e6-9884-16dc7c76f6d8
1717,Randweg,DAB (Ref.),80,6446,6.57,3.05,1.11,89.39,95.49,90.92,6.36,3.19,5.44,4.25,1.32,3.64,620.730528202358,8bc277e3-832f-43aa-b877-b6f2cfe0d39e
1718,Krommesteeg,DAB (Ref.),80,2342,7.05,2.59,0.63,98.13,98.42,97.68,1.68,1.42,2.09,0.19,0.16,0.23,304.641807186421,64069ce4-a8d5-4f29-bd6a-b066bec762d7
1719,Krommesteeg,DAB (Ref.),60,69,7.1,2.6,0.55,98.46,98.7,98.06,1.39,1.17,1.75,0.15,0.13,0.19,49.541550361661,4805a6c8-5062-486a-85a3-bc8f2cc85201
1720,Krommesteeg,DAB (Ref.),60,53,7.11,2.6,0.55,97.99,98.3,97.47,1.81,1.53,2.28,0.2,0.17,0.25,149.975515143359,86c3622f-4a36-4fc6-85ca-92bbebd2fbca
1721,Krommesteeg,DAB (Ref.),60,55,7.13,2.61,0.55,98.07,98.37,97.57,1.74,1.47,2.19,0.19,0.16,0.24,269.982830408831,bf39ab94-62c4-4e04-b276-268864c4e307
1722,Krommesteeg,DAB (Ref.),60,40,7.16,2.62,0.55,100,100,100,0,0,0,0,0,0,143.38381698393,c5516c57-f3dd-4190-8ae3-00cc519a4bb2
1723,Krommesteeg,DAB (Ref.),60,32,7.07,2.59,0.55,100,100,100,0,0,0,0,0,0,76.1420413155299,07d8e878-6d7d-4cfb-9ffb-2c8aadcab198
1724,Polleboersweg,DAB (Ref.),60,10,6.79,2.49,0.53,100,100,100,0,0,0,0,0,0,144.91810100238,49c50a31-61ce-4eca-96a1-79f633d5f148
1725,Randweg,DAB (Ref.),80,4656,7,2.6,0.71,93.62,93.22,91.28,5.88,6.36,8.1,0.5,0.42,0.61,23.2436439524045,8256f0e8-f680-450d-b3a7-ebfc84eb97c3
1726,Nieuwe Weg,DAB (Ref.),50,89,6.32,3.98,1.08,21.86,12.69,9.93,78.14,87.31,90.07,0,0,0,23.5953533356875,219a32f4-1312-4c7a-823d-fb1db066a3e7
1727,Stuivenbergstraat,DAB (Ref.),30,3963,7.01,2.61,0.68,98.26,98.52,97.83,1.57,1.33,1.95,0.17,0.15,0.22,18.7600851102945,e2896132-9081-463c-9b3b-ee9ab28ce260
1728,Prins Clausstraat,DAB (Ref.),30,3772,7.02,2.58,0.68,98.11,98.4,97.66,1.7,1.44,2.11,0.19,0.16,0.23,65.1089368473657,1347b10e-de48-4ba0-8614-81554994fa44
1729,Zwolsesteeg,DAB (Ref.),60,875,6.4,3.7,1.05,92.2,95,91.4,4.6,2.5,7.2,3.2,2.5,1.4,50.3876759289233,99455a79-93d8-4e3a-a70e-046b270fea01
1730,Zwolsesteeg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,107.655635846584,4ac949fa-51c2-4d0c-9685-da8bf4a20018
1731,Nieuwe Weg,DAB (Ref.),50,1016,7.02,2.66,0.64,77.84,75.45,68.9,17.18,20.48,25.54,4.98,4.07,5.56,23.7450038262506,45496956-0d03-4165-83cd-10c96d290c9c
1732,Nijverheidstraat,DAB (Ref.),50,130,6.53,3.54,0.91,48.26,32.64,26.86,51.74,67.36,73.14,0,0,0,23.3236571841796,ffb32d05-d626-4ae7-9428-0ca48f417c25
1733,Nieuwe Weg,DAB (Ref.),50,4324,6.69,3.3,0.82,90.45,94.73,93.28,6.81,3.53,5.17,2.75,1.74,1.55,247.027095052245,fc3996b4-78c4-41fa-83b0-413d07bc16d8
1734,Nijverheidstraat,DAB (Ref.),50,5908,6.9,1.86,1.22,82.24,84.45,75.46,8.53,5.74,9.23,9.23,9.81,15.31,109.424383166377,52746d12-68b6-40a3-89d2-087fd6eb54ed
1735,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,71.7550300461597,046a1968-cad4-413f-9086-868d73b0f147
1736,Cellemuiden,DAB (Ref.),50,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,29.5947312256821,8d64ab57-0e01-4036-9095-747377d9d423
1737,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,195.016591214264,b82c9be7-8ad8-425d-aa9f-1a7719d7c066
1738,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,80.999017633462,571a6108-18c2-4474-aaa7-fc28a1690637
1739,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,35.9930239039369,a4498c3b-b8d2-43cf-9b8b-e544dbaa7fab
1740,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,70.5221074808276,c6ba4a1e-ffc3-48c2-8e7b-41ce56559d2f
1741,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,137.760745639552,5d2b3d07-327a-4aff-b970-e06cda8f514e
1742,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,247.02709310706,d3c3b19f-7b73-4393-889a-49ccfb07794e
1743,Ringweg,DAB (Ref.),60,106,6.69,3.25,0.86,80.88,81.68,76.48,10.98,6.51,8.14,8.14,11.81,15.38,2448.31975649511,41ae5e13-cce1-42d9-bbbd-f2999284c3ae
1744,Cellemuiden,DAB (Ref.),50,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,61.4898788727199,84676bf6-187c-4a24-af11-df9c9f7034b4
1745,Cellemuiden,DAB (Ref.),50,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,30.0042091994702,f9088ea1-0baa-464f-9e33-e88a6c0f0d14
1746,Cellemuiden,DAB (Ref.),50,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,136.506016442744,4030959f-430a-4c6f-aedc-5587f526948d
1747,Cellemuiden,Klinkers,50,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,49.0974911482291,6ed64169-dcbf-4ed0-817c-234f36883496
1748,Biezenstraat,Klinkers,50,333,7.11,2.54,0.58,86.57,88.44,83.6,9.77,8.41,11.93,3.66,3.15,4.47,99.5890152552143,c97cf62b-4af6-44e5-8b68-1d565cdfaf3c
1749,Sisalstraat,Klinkers,50,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,73.7741903942567,2ab6ed6d-7b82-4653-bad3-67a375359579
1750,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,40.5192520460828,aeadd003-4777-4b54-9b77-8641db155833
1751,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,181.387426080277,5b9ad8a3-ba43-49eb-95fc-3a0e403682fa
1752,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,60.0483555178709,fb20fd6f-06bf-469b-8b85-e45c1bc574a2
1753,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,366.005862397727,cfe4789a-fff5-4b7a-8b1a-b09e1ae122b9
1754,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,46.4520964421423,7b323d17-2197-48d3-bff5-dc6212ce9434
1755,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,227.987863786791,42d5436b-2e4d-4a10-a69a-1d270cbfce81
1756,Cellemuiden,DAB (Ref.),60,288,6.22,4.83,0.74,89.1,94.3,100,4.5,3.8,0,6.4,1.9,0,100.040242657162,74d63a24-349e-4299-8204-e9d74fedbc23
1757,Staalweg,DAB (Ref.),60,12,6.91,2.53,0.54,100,100,100,0,0,0,0,0,0,141.833901377724,ec8b0107-db17-4954-808e-ef96ea36e442
1758,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,62.2528923932938,c1f44f59-edb0-4562-a87a-aae9d882acc7
1759,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,60.824847264218,e42937bf-11f4-4ad8-9906-ecb409e73d09
1760,Staalweg,uitgeborsteld beton,60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,437.848353974278,052c041f-4922-4a3b-bb02-7a0a24dfbb4a
1761,Staalweg,DAB (Ref.),60,12,6.91,2.53,0.54,100,100,100,0,0,0,0,0,0,401.843203462195,b336ab87-0ef8-412a-a4e1-18e6ee28435e
1762,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,76.5360939472319,c326bc67-6aba-4019-9f8b-3061278c6799
1763,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,64.512375607041,8b634a4b-372b-480e-967c-92b0f8714af4
1764,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,107.628836406204,2c05a547-0236-4822-88c8-9b700aeace9a
1765,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,105.334827422647,c1e85d63-d792-44f4-b073-4712babcdcbd
1766,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,43.5305478634989,9afc397a-3816-44af-a2d5-2e9e160eb542
1767,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,51.7694065234403,afec8522-4ccf-4648-9445-e517201be1f2
1768,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,43.0595970327708,94c2002b-b5f0-47f4-bc33-6acb6bee2995
1769,Schaapsteeg,DAB (Ref.),60,1057,6.55,3.15,1.1,85.7,93.4,87.5,9.8,4.1,9.1,4.5,2.5,3.4,29.896395922442,2f18d052-0442-4450-be4a-79190050bbd1
1770,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,43.4691136900207,1e905364-b82c-4b1f-a9db-9cb0e6d739c1
1771,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,96.8239651327129,ef982a21-5f43-4013-bd05-42c503233af7
1772,N760 - Kamperzeedijk,DAB (Ref.),50,4810,6.41,3.14,1.32,87.97,95.38,86.41,9.14,3.83,10.41,2.88,0.79,3.18,69.8271817874607,dd2c2425-3449-444f-883d-f0c1eb65760e
1773,ZIJWG N760 HMP 82,DAB (Ref.),50,4,7.54,2.76,0.58,100,100,100,0,0,0,0,0,0,29.389539048551,8cfbf28a-1a9a-426c-85b7-34ab5d141c1d
1774,Staalweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,93.6409191235508,f819b27b-bc8b-413c-967a-5be961553aff
1775,Staalweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,290.529497053321,2243b5c1-e2ac-420a-a0dd-f6d8bb13cfbb
1776,Staalweg,DAB (Ref.),60,13,6.96,2.55,0.54,100,100,100,0,0,0,0,0,0,505.451355152535,41fff5fa-2d27-49cc-aa20-5fcf20c6aad6
1777,Staalweg,DAB (Ref.),60,14,7,2.56,0.54,100,100,100,0,0,0,0,0,0,80.9611648671265,c26ce25f-69ee-4ca2-b584-5d1f3db21f63
1778,Staalweg,DAB (Ref.),60,14,7,2.56,0.54,100,100,100,0,0,0,0,0,0,140.795856794328,b277eb99-1a53-4238-8d6a-d04710811b11
1779,Staalweg,DAB (Ref.),60,14,7,2.56,0.54,100,100,100,0,0,0,0,0,0,140.379962151096,b1d82a77-c4a3-46d0-ba0f-2a11f3fb2929
1780,Slaperdijkweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,106.08961973923,5c69a89b-4f73-4230-8481-77188efe3894
1781,Slaperdijkweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,1147.45090685575,543eb019-e9c0-4566-bfe2-d345a908ea0c
1782,Slaperdijkweg,DAB (Ref.),60,53,7.11,2.6,0.55,100,100,100,0,0,0,0,0,0,290.604430262667,c30189f6-fa44-4d63-ac38-9d2a8c93f834
1783,Pieperweg,DAB (Ref.),60,56,7.13,2.61,0.55,100,100,100,0,0,0,0,0,0,461.68153860836,5b80caee-d1e1-4700-b476-18cf68451523
1784,Pieperweg,DAB (Ref.),60,57,7.14,2.62,0.55,100,100,100,0,0,0,0,0,0,155.863390788947,415ca222-f46d-4df8-966d-d38d88ebc485
1785,Tagweg,DAB (Ref.),50,2751,7.02,2.6,0.67,97.86,98.18,97.33,1.93,1.64,2.4,0.21,0.18,0.27,292.645012215127,f5b9274d-a709-4331-9acf-71f298a7932a
1786,Tagweg,DAB (Ref.),50,3191,7,2.6,0.7,97.22,97.64,96.57,2.5,2.12,3.09,0.28,0.24,0.34,228.878947640596,0d8dd35e-b587-44d3-8dca-82ae0421239c
1787,Hoofdspoor,DAB (Ref.),30,1154,7.08,2.56,0.6,95.38,96.08,94.26,4.16,3.53,5.17,0.46,0.39,0.57,31.42404880233,50fae489-0765-4367-97ab-f47ee0b6e1f7
1788,Tagweg,DAB (Ref.),50,2412,6.34,4.56,0.71,92.24,97.25,93.6,4.56,1.25,3.2,3.2,1.5,3.2,80.9936811270208,b78192c4-3a66-4e79-af6c-ed1a27814d9a
1789,Hoofdspoor,DAB (Ref.),30,1132,7.08,2.58,0.59,98.11,98.41,97.64,1.7,1.43,2.12,0.19,0.16,0.24,26.7635408869443,8a651778-9d62-4691-afbb-7c75b890df8e
1790,Spil,Klinkers,30,1890,7.06,2.6,0.61,98.42,98.67,98.02,1.42,1.2,1.78,0.16,0.13,0.2,39.6170413886797,9a0eea76-4e5a-4c58-984a-5f1a08b2ad68
1791,Hoofdspoor,DAB (Ref.),30,1004,7.08,2.58,0.59,97.13,97.58,96.41,2.58,2.18,3.23,0.29,0.24,0.36,134.462720932703,d4870b9b-227a-4e0e-81b2-a3520784dd74
1792,Scheg,Klinkers,30,206,7.1,2.54,0.58,87.06,88.88,84.17,9.49,8.16,11.61,3.45,2.96,4.22,44.4552349991819,fe2954b8-4200-4925-82fd-8fc6bb8ec823
1793,Tagweg,DAB (Ref.),50,2412,6.34,4.56,0.71,92.24,97.25,93.6,4.56,1.25,3.2,3.2,1.5,3.2,166.505650771459,96a1fff3-ee83-414c-ae16-8ed07efb86d7
1794,Slinger,Klinkers,30,837,7.08,2.6,0.58,97.96,98.28,97.44,1.84,1.55,2.3,0.2,0.17,0.26,76.4642446063513,8ec52cff-5fbc-477d-a800-096860b9afe8
1795,Hoofdspoor,DAB (Ref.),30,325,7.09,2.61,0.56,98.69,98.89,98.34,1.18,1,1.49,0.13,0.11,0.17,43.1449051507051,a26d2032-8657-4af1-a96a-6e9d6d7b5e2a
1796,Klos,Klinkers,30,1492,7.07,2.59,0.6,98.21,98.49,97.77,1.61,1.36,2.01,0.18,0.15,0.22,25.1058873417999,c0c02321-7d6b-4a02-862d-7df187fd632c
1797,Spil,Klinkers,30,420,7.1,2.59,0.57,98.99,99.14,98.72,0.91,0.77,1.15,0.1,0.09,0.13,41.1824177055383,68213c23-c9cd-423e-af03-5deebf7d9f23
1798,Koppel,Klinkers,30,152,7.09,2.58,0.56,97.89,98.22,97.34,1.9,1.6,2.39,0.21,0.18,0.27,107.523752082583,32e1e89b-79d5-4afc-9d59-6d374587c027
1799,Koppel,Klinkers,30,199,7.08,2.57,0.56,98.39,98.64,97.97,1.45,1.22,1.83,0.16,0.14,0.2,161.570157007938,83d1df05-8fd6-4246-9f2f-de3cf3291936
1800,Slinger,Klinkers,30,79,7.06,2.57,0.56,97.29,97.7,96.59,2.44,2.07,3.07,0.27,0.23,0.34,74.4890025948278,f264de6b-ea94-4bb8-8f33-95d24e2af840
1801,Jan van Arkelstraat,DAB (Ref.),30,2466,7.05,2.57,0.64,96.37,96.92,95.5,3.27,2.77,4.05,0.36,0.31,0.45,16.2167815157498,d1c75ea5-38b1-4823-8690-840609b355bd
1802,Jan van Arkelstraat,DAB (Ref.),30,2862,7.04,2.58,0.65,96.5,97.03,95.67,3.15,2.67,3.9,0.35,0.3,0.43,58.3818555859132,9c4e04ce-9fca-44fb-a136-87b9c1234a5b
1803,Jan van Arkelstraat,Klinkers,30,34,7.09,2.6,0.55,100,100,100,0,0,0,0,0,0,60.4354943886463,04572070-b761-4ff0-b2fd-9507f857e9ab
1804,Jan van Arkelstraat,DAB (Ref.),30,2191,7.05,2.59,0.63,96.11,96.7,95.18,3.5,2.97,4.34,0.39,0.33,0.48,120.754507817928,8017a596-809b-42c5-9a4a-dd49678aa486
1805,Schoolstraat,Klinkers,30,428,7.09,2.59,0.57,97.76,98.1,97.18,2.02,1.71,2.54,0.22,0.19,0.28,68.6970094720762,7a71d52c-429f-47ae-ae8e-7b5189c72ef4
1806,Oranjestraat,Klinkers,30,153,7.09,2.58,0.56,97.91,98.23,97.37,1.88,1.59,2.37,0.21,0.18,0.26,29.31790409034,eac5959d-0995-435c-8dfa-49711495794f
1807,Jan van Arkelstraat,DAB (Ref.),30,2993,7.04,2.58,0.65,96.59,97.1,95.77,3.07,2.61,3.81,0.34,0.29,0.42,59.6957906280218,a38bebd1-61c5-4a5f-915c-3e641781532e
1808,Oranjestraat,Klinkers,30,162,7.12,2.59,0.56,98.03,98.33,97.52,1.77,1.5,2.23,0.2,0.17,0.25,45.4891374251564,e2babfc6-3085-4ee2-a4c2-0c7d5281e729
1809,Jan van Arkelstraat,DAB (Ref.),30,2179,7.05,2.59,0.63,96.19,96.77,95.27,3.43,2.91,4.26,0.38,0.32,0.47,35.2781627461697,b3aae11d-0c7c-49f4-a70f-7580a7bdfb53
