OBJECTID,PUIC,NAAM,VOLTAGE,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,LATITUDE,LONGITUDE
1424,df13d261-9bf0-432d-b7b5-e19135ee3a7d,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,120.827191,"120,827191",4.138154,"4,138154",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98627.652,454933.782,52.07980456,4.56483368
1425,e6f53482-0a38-4cde-aaa8-f41a4af0a00c,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,114.061046,"114,061046",4.586988,"4,586988",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,95369.935,449114.801,52.02716684,4.51833004
1426,bb625ca0-5918-4ec7-aa2c-dfcb2dd62b38,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,110.469026,"110,469026",-4.266982,"-4,266982",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,93712.667,445967.289,51.9986987,4.49474822
1427,f7b5cfdb-4aa3-435f-9dae-e7f2a55c347b,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,139.032154,"139,032154",4.416422,"4,416422",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,103234.525,471198.565,52.22643099,4.62955629
1428,37673f09-fe97-4fcc-b1c4-29cc8c9b2a67,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,143.928306,"143,928306",4.06609,"4,066090",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,105097.403,475584.747,52.26602215,4.65617258
1429,d7d3daa4-681f-414e-a397-33a75198197b,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,119.488935,"119,488935",6.898668,"6,898668",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98314.801,453633.999,52.06809111,4.56048602
1430,f198bfea-16f3-45b9-8f40-9345366d2ff1,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,137.073343,"137,073343",-3.594264,"-3,594264",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,102709.407,469320.291,52.20950106,4.62216112
1431,6de67693-b870-4eb3-accf-b14d9c07c094,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,132.795556,"132,795556",-4.428772,"-4,428772",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,100153.934,465963.426,52.1790843,4.58531941
1432,f51d72cb-48ea-4862-8db7-8be957dd79b8,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,132.116165,"132,116165",3.591771,"3,591771",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,99595.657,465576.977,52.17555549,4.57722094
1433,131907e5-9dbf-4652-9b99-54418cd53181,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,110.226818,"110,226818",4.041104,"4,041104",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,93565.989,445774.318,51.99694821,4.49264719
1434,90cb00b9-e893-4819-9d78-fe11c0f48639,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,135.77243,"135,772430",-3.888864,"-3,888864",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,102071.085,468187.372,52.19925845,4.6129998
1435,dad2b069-ecfc-4d68-aafc-ab4969b28a7b,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,131.990968,"131,990968",-4.062577,"-4,062577",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,99491.845,465506.535,52.17491199,4.57571493
1436,1b275961-fccf-445e-a701-6892e54edf39,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,143.619805,"143,619805",4.165115,"4,165115",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,104889.525,475356.777,52.26395447,4.65316137
1437,7e80d886-5abe-4780-809a-ab7cc741800d,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,118.718113,"118,718113",-4.05036,"-4,050360",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,97997.865,452931.336,52.06174356,4.55598144
1438,a0cbae9a-7cfe-436c-a915-8c7a9614a94b,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,112.425998,"112,425998",-4.267283,"-4,267283",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,94807.325,447581.486,52.01332575,4.51040284
1439,d36ec338-0ae1-40fa-97d2-dc989e02561c,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,117.543046,"117,543046",-3.520841,"-3,520841",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,97360.954,451946.388,52.05282567,4.54686092
1440,2710ebe4-e570-473d-94cc-64b1f4fc4a67,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,120.510081,"120,510081",-4.497579,"-4,497579",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98571.29,454621.466,52.07699194,4.56406318
1441,a098936d-856e-4023-bb7c-f92c3405555e,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,110.293985,"110,293985",-3.848821,"-3,848821",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,93602.081,445831.561,51.99746666,4.49316241
1442,14603cd0-1787-4b72-9040-d9ea87e62817,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,112.160678,"112,160678",-4.438614,"-4,438614",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,94687.743,447344.736,52.01118503,4.50870285
1443,8e6d21f0-0a40-432b-a41f-345954525ff0,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,136.173447,"136,173447",-3.957443,"-3,957443",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,102273.95,468533.359,52.20238732,4.61591309
1444,c78e29aa-b8e0-4e3d-85ba-667fa7816fae,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,106.789066,"106,789066",-4.388286,"-4,388286",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,91624.652,442952.622,51.97137074,4.4649041
1445,efd023ca-80e0-4c6f-8b3e-953c7b31a225,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,112.685902,"112,685902",-4.22005,"-4,220050",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,94913.582,447818.598,52.01546826,4.51190884
1446,d12b2869-8613-4023-bb27-89df7578e2db,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,131.02883,"131,028830",3.576328,"3,576328",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98814.167,464826.958,52.168736,4.56592126
1447,5ce4a03a-ef38-461a-bcda-496322dd63ed,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,116.491882,"116,491882",-3.565495,"-3,565495",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,96690.166,451137.12,52.04548239,4.53722032
1448,b4b5d972-b17b-4b63-97e5-21156b46b3b5,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,109.708553,"109,708553",-3.896759,"-3,896759",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,93231.566,445378.265,51.99335166,4.48784957
1449,661ecfc9-77a9-41e9-96e6-d29e35406c65,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,130.778508,"130,778508",4.147298,"4,147298",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98662.332,464628.527,52.1669372,4.563735
1450,dfe5e2f1-fa47-4397-ac59-d4ad6f2f1c87,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,142.11314,"142,113140",3.22563,"3,225630",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,103982.867,474160.712,52.25312205,4.64006173
1451,1f08d161-8abb-4a56-ac43-63f95372b735,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,110.534111,"110,534111",4.442937,"4,442937",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,93760.652,446012.114,51.99910685,4.49543887
1452,dd8e2290-cd41-4d0b-a28c-06a9c4297de0,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,118.054999,"118,054999",-4.255072,"-4,255072",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,97661.908,452360.23,52.0565762,4.55117876
1453,fc0436fe-07cd-47a3-995f-fca1a868f968,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,112.160542,"112,160542",4.29871,"4,298710",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,94695.386,447340.5,52.01114779,4.50881491
1454,91904f5c-56ca-430e-8372-c7af30ac7354,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,121.149911,"121,149911",4.663819,"4,663819",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98659.725,455255.231,52.08269677,4.56524845
1455,87cc915c-69d0-4f9e-898f-2691de4ce675,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,109.293415,"109,293415",4.243991,"4,243991",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,92974.907,445051.908,51.99038998,4.48417212
1456,d92bd97a-85cf-49cf-82c6-191acf014a20,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,106.856969,"106,856969",4.687463,"4,687463",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,91661.5,443010.391,51.97189412,4.46542961
1457,143b84ab-472b-497e-a364-3734d789597d,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,106.550523,"106,550523",-3.475821,"-3,475821",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,91529.01,442734.08,51.96939573,4.46355283
1458,7ec1143b-522e-4ee9-963a-d988cc649e85,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,115.949568,"115,949568",4.124335,"4,124335",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,96349.343,450715.284,52.04165528,4.53232504
1459,d09b8294-5b09-4be0-9bdb-fb254795c2a1,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,115.830777,"115,830777",-4.634967,"-4,634967",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,96266.919,450629.244,52.04087329,4.53113856
1460,d583e35f-510e-474f-abbb-0b53394366b7,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,143.674566,"143,674566",4.065043,"4,065043",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,104926.384,475397.287,52.26432189,4.65369526
1461,1ec9fd11-e842-424e-af3e-93ac38cab378,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,107.872954,"107,872954",4.536511,"4,536511",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,92142.39,443903.832,51.97997832,4.47226344
1462,78041792-2897-4eac-b7ed-e4fa66a79cd3,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,116.43941,"116,439410",-4.096227,"-4,096227",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,96656.309,451097.023,52.04511846,4.53673369
1463,9b904d65-e42f-4a54-b3e3-c5b9360369bc,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,136.509794,"136,509794",3.823174,"3,823174",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,102450.606,468819.673,52.20497733,4.61845265
1464,9ddf6505-949c-4b6b-8453-390a7b86d9a1,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,145.653628,"145,653628",4.00425,"4,004250",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,106260.783,476858.835,52.27757676,4.67303006
1465,8a52eafd-d256-4126-a213-dd7f98d2d4bc,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,116.884431,"116,884431",4.541313,"4,541313",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,96948.249,451433.038,52.04816898,4.54093175
1466,7dfaec34-4ed1-4d3e-9a7a-da157abc15a9,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,132.404939,"132,404939",-4.267357,"-4,267357",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,99826.726,465749.99,52.17713352,4.58057059
1467,c2b3760f-b900-4239-960e-09874f2433a5,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,134.156607,"134,156607",-3.443545,"-3,443545",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,101191.783,466835.431,52.18702328,4.6003537
1468,b5e8b02f-0918-4523-b8af-8083d6fb398c,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,113.673438,"113,673438",-4.152759,"-4,152759",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,95235.124,448751.578,52.02388794,4.51642936
1469,636941a7-38a1-45a9-916b-a6cbb1b47223,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,137.202358,"137,202358",-3.900342,"-3,900342",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,102763.138,469437.503,52.21055956,4.6229291
1470,2cc63fd5-3363-4eee-a9e2-f0ec5a320028,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,113.831058,"113,831058",3.853763,"3,853763",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,95291.516,448898.909,52.02521812,4.51722519
1471,575e88f0-6dfc-4253-8471-ae260dd7faee,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,130.550394,"130,550394",-0.620729,"-0,620729",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98528.953,464443.759,52.16526304,4.56181638
1472,097cf8a1-9caa-4ecd-92fc-5c785b973235,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,108.989319,"108,989319",-4.69825,"-4,698250",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,92776.407,444821.37,51.98829587,4.48132434
1473,5d730bb2-4d5a-48cc-80ad-a391d74f62e8,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,140.839345,"140,839345",3.805538,"3,805538",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,103513.002,472982.381,52.24248851,4.63336049
1474,ccba26c1-cb38-4966-892a-63a8f8c283c9,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,102.925811,"102,925811",4.632252,"4,632252",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,90634.94,439229.54,51.93779687,4.45120061
1475,f1b2e9cd-ac08-4fb5-ab59-80cb5b47cc81,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,121.67499,"121,674990",5.191221,"5,191221",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98674.748,455780.551,52.0874195,4.56538088
1476,3100be0e-ca18-45aa-808c-f2eb5e4a3ab2,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,131.222573,"131,222573",4.238645,"4,238645",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98940.276,464973.642,52.17006708,4.56774022
1477,2c58506b-80ee-4f0f-82cc-f91de3836ccc,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,119.361051,"119,361051",-3.817202,"-3,817202",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98261.863,453517.077,52.06703488,4.55973345
1478,73850548-6f31-4b1d-94b3-6a2a4a5e178a,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,118.65997,"118,659970",-3.978674,"-3,978674",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,97971.035,452879.783,52.06127747,4.55559884
1479,88fbd0ab-0918-448c-b48d-582d0cf5fd14,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,131.606293,"131,606293",-3.838694,"-3,838694",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,99201.5,465254.378,52.17261656,4.57151218
1480,8251ad30-c25b-45f4-aed7-21a4ec093503,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,133.628175,"133,628175",4.0083,"4,008300",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,100826.309,466453.73,52.18355712,4.59507075
1481,0d17cdaa-1eab-4100-b951-9ca725879762,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,138.840356,"138,840356",-3.65193,"-3,651930",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,103200.47,471009.638,52.22472987,4.62908679
1482,0c3eb81f-4290-44c4-ba4f-fc96f4dcf3cb,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,111.036149,"111,036149",-4.261016,"-4,261016",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,94071.035,446406.797,52.00268814,4.49988791
1483,3c9edff0-c471-4e60-8e90-f6152a81b854,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,121.21494,"121,214940",4.650903,"4,650903",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,98664.061,455320.214,52.08328123,4.56530098
1484,bda8d359-b3bc-42ee-ae6d-f35db09fabbe,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,115.208619,"115,208619",4.37113,"4,371130",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,95897.673,450129.214,52.03634014,4.52584362
1485,a0569037-5df3-4c11-9a7f-52e564ef5736,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,134.222644,"134,222644",-3.479614,"-3,479614",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,101234.764,466885.51,52.18747754,4.60097423
1486,f3fb2ae6-bfad-4385-be9c-43c92a581383,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,141.973222,"141,973222",3.791674,"3,791674",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,103916.6,474037.836,52.2520116,4.6391099
1487,1548464d-9a63-411e-a40a-5336e7a67f0f,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,117.167287,"117,167287",-4.531856,"-4,531856",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,97122.032,451656.412,52.05019467,4.54342705
1488,d6581b03-e211-4ca4-8af5-c631badd6b57,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,143.928807,"143,928807",-4.245911,"-4,245911",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,105091.602,475590.721,52.26607531,4.65608672
1489,5c511130-899b-43e0-9599-4a151e0a1fce,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,143.978346,"143,978346",3.469413,"3,469413",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,105130.692,475622.097,52.26636083,4.65665468
1490,e5e08417-15ba-44ac-98e5-0f5ca8aa7e9d,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,105.687024,"105,687024",-3.573668,"-3,573668",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,91228.601,441924.779,51.96208797,4.45933214
1491,74e630bd-c130-4f2f-85b5-19278dbc14f7,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,133.694242,"133,694242",-4.000247,"-4,000247",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,100869.892,466504.076,52.18401386,4.59569993
1492,85eab44b-5a61-4ce2-a86b-0c0cb1c8af0a,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,134.998961,"134,998961",-4.048938,"-4,048938",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,101679.384,467520.477,52.19322723,4.60737567
1493,c41e1721-2eec-44cb-95cb-8e1ecd9e9260,,Onbekend,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,143.73198,"143,731980",4.105557,"4,105557",ProRail,Randstad Zuid,RZ,BVL,OPC: 70-HSL,,HSL,70,Infraspeed,104965.124,475439.671,52.26470633,4.65425643
