FID,omschr,type_div,hectobord,afritnr,afritnaam,wvk_id,wvk_begdat,afstand,fk_veld1,fk_veld4,ibn,gdb_geomattr_data,shape
divergenties_wegvak.1466,Pseudo Haarlemmermeer-aansluiting,U,12.4c,5a,'NUTH-CENTRUM'VBW. c,600223275,2021-10-01T00:00:00,0,060022327520211001,KPK0001150486,I,,POINT (190712.9717000015 325380.3632000014)
divergenties_wegvak.1467,Haarlemmermeer-aansluiting,U,"11,2c",5,'NUTH'VBW. c,600223275,2021-10-01T00:00:00,1217,060022327520211001,KPK0001150484,I,,POINT (190130.1272 326427.0111999996)
divergenties_wegvak.1468,Halfklaverblad-aansluiting,U,17.5c,9,'AMSTERDAM-RIVIERENBUURT'VBW. c,600224712,2021-10-01T00:00:00,0,060022471220211001,KPK0001155939,I,,POINT (121271.57690000162 483174.23959999904)
divergenties_wegvak.1469,Niet indeelbaar,U,0.0#,,'BUSBAAN',600225752,2021-10-01T00:00:00,105,060022575220211001,KPK0001131035,I,,POINT (118094.5837999992 488513.70430000126)
divergenties_wegvak.1470,Niet indeelbaar,U,0.0#,,'BUSBAAN',600252574,2021-10-01T00:00:00,1538,060025257420211001,KPK0001444431,I,,POINT (72814.9386 412891.4114000015)
divergenties_wegvak.1471,Niet indeelbaar,D,0.0#,,'DEN HAAG-ZUID'(N211),600268319,2021-10-01T00:00:00,1,060026831920211001,KPK0001426524,I,,POINT (81150.78849999979 447852.61410000175)
divergenties_wegvak.1472,Haarlemmermeer-aansluiting,U,53.2m,,BS.PPL.'PEULWIJK-WEST',600268322,2021-10-01T00:00:00,0,060026832220211001,KPK0001420651,I,,POINT (81179.32330000028 447894.3559000008)
divergenties_wegvak.1473,,U,9.8n,,BS.PPL.''T STRAND',600271847,2021-10-01T00:00:00,0,060027184720211001,KPK0001195249,I,,POINT (156441.2950000018 571245.1739999987)
divergenties_wegvak.1474,Haarlemmermeer-aansluiting,U,81.8a,,'MIDDELBURG-DAUWENDAELE'VBW. a,66184030,2021-10-01T00:00:00,1814,006618403020211001,KPK0001142382,I,,POINT (33584.9990000017 390653.31650000066)
divergenties_wegvak.1475,Halfklaverblad-aansluiting,U,138.3c,33,'YERSEKE'VBW. c,120173025,2021-10-01T00:00:00,0,012017302520211001,KPK0001143041,I,,POINT (60379.2677000016 386870.127700001)
divergenties_wegvak.1476,Halfklaverblad-aansluiting,U,98.5c,25,'WOUWSE PLANTAGE'VBW. c,171182007,2021-10-01T00:00:00,0,017118200720211001,KPK0001143012,I,,POINT (85776.8834999986 391456.46400000155)
divergenties_wegvak.1477,Halfklaverblad-aansluiting,U,214.9a,24,'DINTELOORD'VBW. a,171209020,2021-10-01T00:00:00,0,017120902020211001,KPK0001128301,I,,POINT (85570.66450000182 404907.0042000003)
divergenties_wegvak.1478,Pseudo T-knooppunt,U,50.0t,,'KP.HELLEGATSPLEIN'ROTTERDAM VBW. t,171225008,2021-10-01T00:00:00,0,017122500820211001,KPK0001143300,I,,POINT (85752.8916000016 412882.8825000003)
divergenties_wegvak.1479,,U,0.0#,,BS.PPL.'ELSGEEST',182332060,2021-10-01T00:00:00,1559,018233206020211001,KPK0001141248,I,,POINT (92108.95019999892 468007.83100000024)
divergenties_wegvak.1480,Haarlemmermeer-aansluiting,D,37.6a,16,'PR.ALEXANDER'VBW. a,195281101,2021-10-01T00:00:00,0,019528110120211001,KPK0001431837,I,,POINT (97798.37200000137 440963.03489999846)
divergenties_wegvak.1481,,U,0.0#,,BS.PPL.'AURORA',195327036,2021-10-01T00:00:00,0,019532703620211001,KPK0001420552,I,,POINT (97709.78029999882 463659.6816000007)
divergenties_wegvak.1482,Halfklaverblad-aansluiting,U,30.1c,6,HOOGMADE VBW. c,195327039,2021-10-01T00:00:00,0,019532703920211001,KPK0001127599,I,,POINT (97413.13780000061 463458.3071999997)
divergenties_wegvak.1483,T-aansluiting halfklaverblad,U,48.6a,18,'ZEVENBERGSCHENHOEK'VBW. a,209222020,2021-10-01T00:00:00,0,020922202020211001,KPK0001137054,I,,POINT (104546.5476000011 411296.95219999924)
divergenties_wegvak.1484,T-aansluiting halfklaverblad,U,58.0a,9,'HEEMSKERK'VBW. a,217404030,2021-10-01T00:00:00,0,021740403020211001,KPK0001130580,I,,POINT (108745.33419999853 502389.1805000007)
divergenties_wegvak.1485,Haarlemmermeer-aansluiting,U,63.1a,15,'BREDA'VBW. a,218195006,2021-10-01T00:00:00,0,021819500620211001,KPK0001443810,I,,POINT (109485.74859999865 397774.14119999856)
divergenties_wegvak.1486,Halfklaverblad-aansluiting,U,102.2a,34,'RAAMSDONK'VBW. a,236220002,2021-10-01T00:00:00,1382,023622000220211001,KPK0001203458,I,,POINT (119549.6015000008 410867.96169999987)
divergenties_wegvak.1487,Pseudo Haarlemmermeer-aansluiting,U,0.0#,4,'AMSTERDAM-BOS EN LOMMER'VBW. n,236376084,2021-10-01T00:00:00,0,023637608420211001,KPK0001131582,I,,POINT (118057.70399999991 488433.59690000117)
divergenties_wegvak.1488,Haarlemmermeer-aansluiting,D,26.9a,2,'AMSTERDAM-SLOTERDIJK'VBW. a,236378101,2021-10-01T00:00:00,0,023637810120211001,KPK0001156020,I,,POINT (118057.04140000045 489126.5705999993)
divergenties_wegvak.1489,Haarlemmermeer-aansluiting,U,107.1a,35,'WASPIK'VBW. a,248223021,2021-10-01T00:00:00,0,024822302120211001,KPK0001206159,I,,POINT (124208.71889999881 411689.88230000064)
divergenties_wegvak.1490,Halfklaverblad-aansluiting,U,35.4a,24,'IND.AVELINGEN'VBW. a,248253016,2021-10-01T00:00:00,654,024825301620211001,KPK0001138563,I,,POINT (124493.95479999855 427246.7644000016)
divergenties_wegvak.1491,Halfklaverblad-aansluiting,U,94.9a,27,'GORINCHEM'VBW. a,248256035,2021-10-01T00:00:00,0,024825603520211001,KPK0001136197,I,,POINT (124036.56920000166 428239.9188000001)
divergenties_wegvak.1492,Pseudo T-knooppunt,D,34.5m,,'KP.HOLENDRECHT'ALMERE RANG.BAAN m,248358020,2021-10-01T00:00:00,0,024835802020211001,KPK0001123652,I,,POINT (124071.36199999973 479474.77600000054)
divergenties_wegvak.1493,Haarlemmermeer-aansluiting,U,50.1a,26,'LEXMOND'VBW. a,259281008,2021-10-01T00:00:00,0,025928100820211001,KPK0001138754,I,,POINT (129823.33949999884 440600.7824999988)
divergenties_wegvak.1494,Niet indeelbaar,D,9.6m,,'MUIDEN'RANG.BAAN m,259365028,2021-10-01T00:00:00,579,025936502820211001,KPK0001122741,I,,POINT (130243.64959999919 482678.1405999996)
divergenties_wegvak.1495,,U,0.0#,,PPL.'DE KOGGEN',259433009,2021-10-01T00:00:00,0,025943300920211001,KPK0001129369,I,,POINT (129671.49500000104 516743.82499999925)
divergenties_wegvak.1496,Halfklaverblad-aansluiting,U,117.8a,39,'WAALWIJK-OOST'VBW. a,269223066,2021-10-01T00:00:00,0,026922306620211001,KPK0001143396,I,,POINT (134683.02100000158 411933.51099999994)
divergenties_wegvak.1497,Halfklaverblad-aansluiting,U,105.5a,29,'LEERDAM'VBW. a,269256035,2021-10-01T00:00:00,0,026925603520211001,KPK0001135331,I,,POINT (134386.54710000008 428070.3158)
divergenties_wegvak.1498,Pseudo Overig volledig knooppunt,U,55.8t,,'KP.EVERDINGEN'UTRECHT-WEST VBW. t,269284010,2021-10-01T00:00:00,0,026928401020211001,KPK0001138808,I,,POINT (134967.9549999982 442392.19260000065)
divergenties_wegvak.1499,Pseudo Overig volledig knooppunt,D,73.9e,,'KP.EVERDINGEN'BREDA VBW. e,269287019,2021-10-01T00:00:00,0,026928701920211001,KPK0001124179,I,,POINT (134968.98550000042 443662.8055999987)
divergenties_wegvak.1500,Halfklaverblad-aansluiting,U,30.7a,10,'SOEST'VBW. a,290342003,2021-10-01T00:00:00,475,029034200320211001,KPK0001122506,I,,POINT (145563.7335000001 470892.13980000094)
divergenties_wegvak.1501,Pseudo Halfklaverblad-aansluiting,U,100.0a,34,'EEMNES'VBW. a,290346004,2021-10-01T00:00:00,0,029034600420211001,KPK0001139161,I,,POINT (145448.57349999994 473356.8260000013)
divergenties_wegvak.1502,Haarlemmermeer-aansluiting,U,242.9a,49,'ELSLOO'VBW. a,366059019,2021-10-01T00:00:00,0,036605901920211001,KPK0001125543,I,,POINT (183066.07009999827 329535.71620000154)
divergenties_wegvak.1503,Klaverbladknooppunt,U,241.8f,,'KP.KERENSHEIDE'KÖLN VBW. f,366060003,2021-10-01T00:00:00,0,036606000320211001,KPK0001126553,I,,POINT (183093.18169999868 330397.4096999988)
divergenties_wegvak.1504,,U,69.4p,,PPL.'DE KRAAIENBERG',373378007,2021-10-01T00:00:00,0,037337800720211001,KPK0001139815,I,,POINT (186782.37370000035 489472.23750000075)
divergenties_wegvak.1505,Haarlemmermeer-aansluiting,U,224.6c,45,'ECHT'VBW. c,374092011,2021-10-01T00:00:00,0,037409201120211001,KPK0001125327,I,,POINT (187464.8564000018 346184.48849999905)
divergenties_wegvak.1506,Klaverbladknooppunt,D,161.6e,,'KP.RESSEN'KLEVE VBW. e,374268008,2021-10-01T00:00:00,116,037426800820211001,KPK0001135557,I,,POINT (187456.5416000001 434189.3286000006)
divergenties_wegvak.1507,Haarlemmermeer-aansluiting,U,72.1a,16,'t HARDE'VBW. a,374379004,2021-10-01T00:00:00,2136,037437900420211001,KPK0001139819,I,,POINT (188804.73530000076 491114.3493000008)
divergenties_wegvak.1508,,U,0.0#,,BUSH.,387313008,2021-10-01T00:00:00,0,038731300820211001,KPK0001141785,I,,POINT (193761.5234999992 456953.1079000011)
divergenties_wegvak.1509,Pseudo Klaverbladknooppunt,U,203.3x,,'KP.BEEKBERGEN'AMSTERDAM RANG.BAAN x,397329009,2021-10-01T00:00:00,722,039732900920211001,KPK0001141900,I,,POINT (198782.6689000018 465956.7635000013)
divergenties_wegvak.1510,Halfklaverblad-aansluiting,U,12.4c,,'ALMELO-NOORD'VBW. c,480383003,2021-10-01T00:00:00,0,048038300320211001,KPK0001141079,I,,POINT (240145.51529999822 491696.07840000093)
divergenties_wegvak.1511,Haarlemmermeer-aansluiting,U,221.5a,43,'ZUIDBROEK'VBW. a,506553010,2021-10-01T00:00:00,0,050655301020211001,KPK0001454078,I,,POINT (253132.5593000017 576733.1165000014)
divergenties_wegvak.1512,Pseudo Haarlemmermeer-aansluiting,D,5.0c,4,'VOORBURG'VBW. c,600105211,2021-10-01T00:00:00,0,060010521120211001,KPK0001131943,I,,POINT (84567.49639999866 453665.32759999856)
divergenties_wegvak.1513,Pseudo Overig volledig knooppunt,U,24.0c,,'KP.KETHELPLEIN'SCHIEDAM-NOORD VBW. c,600105246,2021-10-01T00:00:00,0,060010524620211001,KPK0001137911,I,,POINT (85357.5513000004 437985.47399999946)
divergenties_wegvak.1514,Halfklaverblad-aansluiting,U,26.1c,11,'SCHIEDAM'VBW. c,600105292,2021-10-01T00:00:00,0,060010529220211001,KPK0001431773,I,,POINT (87353.08509999886 437967.26480000094)
divergenties_wegvak.1515,Pseudo T-knooppunt,U,24.0m,,'KP.DE STOK'BREDA RANG.BAAN m,600105751,2021-10-01T00:00:00,0,060010575120211001,KPK0001208375,I,,POINT (89180.6462999992 394894.3269999996)
divergenties_wegvak.1516,,U,42.5m,,BS.PPL.'DE ZUIDPUNT',600112210,2021-10-01T00:00:00,0,060011221020211001,KPK0001136988,I,,POINT (103050.31450000033 416966.8861999996)
divergenties_wegvak.1517,Haarlemmermeer-aansluiting,U,34.8a,21,'DORDRECHT-CENTRUM'VBW. a,600112251,2021-10-01T00:00:00,0,060011225120211001,KPK0001136527,I,,POINT (104145.71689999849 424231.94779999927)
divergenties_wegvak.1518,Pseudo Haarlemmermeer-aansluiting,U,30.6n,,BS.PPL.+REST.'SANDELINGEN-OOST',600112405,2021-10-01T00:00:00,0,060011240520211001,KPK0001208298,I,,POINT (102255.0940000005 427347.2129999995)
divergenties_wegvak.1519,Halfklaverblad-aansluiting,U,12.3a,20,'BARENDRECHT'VBW. a,600112431,2021-10-01T00:00:00,0,060011243120211001,KPK0001140442,I,,POINT (94963.38699999824 429331.1367999986)
divergenties_wegvak.1520,Haarlemmermeer-aansluiting,U,2.1a,1,'OUDE-WETERING'VBW. a,600112474,2021-10-01T00:00:00,0,060011247420211001,KPK0001141209,I,,POINT (103451.39649999887 471806.1105999984)
divergenties_wegvak.1521,Haarlemmermeer-aansluiting,U,0.0#,9,'ALPHEN A/D RIJN-CENTRUM'VBW. c,600115375,2021-10-01T00:00:00,0,060011537520211001,KPK0001131828,I,,POINT (105089.66490000114 458260.92330000177)
divergenties_wegvak.1522,Pseudo T-knooppunt,D,16.4#,,'KP.BEVERWIJK'HAARLEM-NOORD (RW22),600120804,2021-10-01T00:00:00,0,060012080420211001,KPK0001130524,I,,POINT (107863.13500000164 500171.6471000016)
divergenties_wegvak.1523,T-aansluiting halfklaverblad,U,13.2a,10,'ALPHEN A/D RIJN-OOST'VBW. a,600120809,2021-10-01T00:00:00,1342,060012080920211001,KPK0001131837,I,,POINT (106390.89020000026 458403.9772000015)
divergenties_wegvak.1524,Haarlemmermeer-aansluiting,U,13.1x,,'BEVERWIJK'RANG.BAAN x,600120825,2021-10-01T00:00:00,94,060012082520211001,KPK0001138103,I,,POINT (105072.41299999878 498518.65199999884)
divergenties_wegvak.1525,Haarlemmermeer-aansluiting,U,13.0a,2b,'BEVERWIJK-OOST'VBW. a,600120825,2021-10-01T00:00:00,0,060012082520211001,KPK0001138048,I,,POINT (105047.28409999982 498428.5632000007)
divergenties_wegvak.1526,Halfklaverblad-aansluiting,U,102.4c,34,'RAAMSDONKSVEER'VBW. c,600122927,2021-10-01T00:00:00,0,060012292720211001,KPK0001143359,I,,POINT (119861.15810000151 410976.52219999954)
divergenties_wegvak.1527,Haarlemmermeer-aansluiting,U,25.1c,5,'AMSTERDAM-DE BAARSJES'VBW. c,600122936,2021-10-01T00:00:00,0,060012293620211001,KPK0001156001,I,,POINT (117920.17969999835 487583.18620000035)
divergenties_wegvak.1528,Haarlemmermeer-aansluiting,U,11.3c,17,'OOSTERHOUT-ZUID'VBW. c,600122971,2021-10-01T00:00:00,0,060012297120211001,KPK0001138278,I,,POINT (119403.28759999946 404555.14939999953)
divergenties_wegvak.1529,Pseudo Haarlemmermeer-aansluiting,U,11.9c,18,'OOSTERHOUT-OOST'VBW. c,600122973,2021-10-01T00:00:00,0,060012297320211001,KPK0001138300,I,,POINT (119741.47560000047 405029.7435999997)
divergenties_wegvak.1530,Haarlemmermeer-aansluiting,U,6.7c,16,'BREDA-NOORD'VBW. c,600122994,2021-10-01T00:00:00,0,060012299420211001,KPK0001138225,I,,POINT (116593.10099999979 400919.3632000014)
divergenties_wegvak.1531,,U,0.0#,,BS.PPL.'DE BOUT',600124401,2021-10-01T00:00:00,2811,060012440120211001,KPK0001185090,I,,POINT (120429.11960000172 427292.89169999957)
divergenties_wegvak.1532,Pseudo Klaverbladknooppunt,U,31.3f,,'KP.AMSTEL'RING-OOST VBW. f,600124421,2021-10-01T00:00:00,0,060012442120211001,KPK0001217555,I,,POINT (122755.20120000094 482114.0555999987)
divergenties_wegvak.1533,Pseudo Klaverbladknooppunt,U,15.4t,,'KP.AMSTEL'EINDHOVEN VBW. t,600124424,2021-10-01T00:00:00,0,060012442420211001,KPK0001131423,I,,POINT (123240.96429999918 482540.22670000046)
divergenties_wegvak.1534,Pseudo Overig volledig knooppunt,D,64.2f,,'KP.OUDENRIJN'ARNHEM VBW. f,600127310,2021-10-01T00:00:00,0,060012731020211001,KPK0001126084,I,,POINT (133139.02540000156 452484.43090000004)
divergenties_wegvak.1535,Niet indeelbaar,U,0.0#,8a,'UTRECHT-PAPENDORP'VBW. c,600127313,2021-10-01T00:00:00,0,060012731320211001,KPK0001126104,I,,POINT (133574.24579999968 454199.47040000185)
divergenties_wegvak.1536,,U,101.9q,,BS.PPL.'t VEENTJE',600134643,2021-10-01T00:00:00,0,060013464320211001,KPK0001139192,I,,POINT (146092.76199999824 475514.1700000018)
divergenties_wegvak.1537,T-aansluiting halfklaverblad,U,103.5c,35,'HUIZEN'VBW. c,600134648,2021-10-01T00:00:00,0,060013464820211001,KPK0001149823,I,,POINT (146954.32550000027 476953.67170000076)
divergenties_wegvak.1538,T-aansluiting Haarlemmermeer,U,61.6c,8,'ALMERE-OOSTVAARDERS'VBW. c,600134799,2021-10-01T00:00:00,5847,060013479920211001,KPK0001128875,I,,POINT (152489.87920000032 490403.1851999983)
divergenties_wegvak.1539,Haarlemmermeer-aansluiting,U,130.6c,46,'ENGELEN'VBW. c,600134860,2021-10-01T00:00:00,0,060013486020211001,KPK0001143420,I,,POINT (146748.47190000117 413676.6330000013)
divergenties_wegvak.1540,Pseudo T-knooppunt,D,115.7f,,'KP.HINTHAM'NIJMEGEN VBW. f,600135862,2021-10-01T00:00:00,0,060013586220211001,KPK0001474677,I,,POINT (152573.63960000128 411847.8739)
divergenties_wegvak.1541,Halfklaverblad-aansluiting,U,46.6c,11,'HARDERWIJK-ZUID'VBW. c,600139428,2021-10-01T00:00:00,0,060013942820211001,KPK0001139790,I,,POINT (167210.1950000003 480857.72349999845)
divergenties_wegvak.1542,Haarlemmermeer-aansluiting,U,51.3c,12,'ERMELO'VBW. c,600139438,2021-10-01T00:00:00,1363,060013943820211001,KPK0001431959,I,,POINT (171185.02540000156 482442.47140000015)
divergenties_wegvak.1543,Haarlemmermeer-aansluiting,U,53.4c,13,'LELYSTAD'VBW. c,600139448,2021-10-01T00:00:00,0,060013944820211001,KPK0001139799,I,,POINT (172920.11239999905 483553.66120000184)
divergenties_wegvak.1544,Halfklaverblad-aansluiting,U,102.7c,13,'URK'VBW. c,600139635,2021-10-01T00:00:00,0,060013963520211001,KPK0001128915,I,,POINT (174507.8238000013 517583.8817999996)
divergenties_wegvak.1545,,U,26.4m,,BS.PPL.'TIENBAAN',398030013,2021-10-01T00:00:00,427,039803001320211001,KPK0001144479,I,,POINT (199488.375500001 315164.92489999905)
divergenties_wegvak.1546,Haarlemmermeer-aansluiting,U,7.1a,,'WIJTHMEN'VBW. a,412402024,2021-10-01T00:00:00,2606,041240202420211001,KPK0001144651,I,,POINT (208356.4701000005 499977.0251000002)
divergenties_wegvak.1547,Halfklaverblad-aansluiting,U,35.6a,17,'BELFELD'VBW. a,413138017,2021-10-01T00:00:00,0,041313801720211001,KPK0001144041,I,,POINT (206838.70450000092 369475.24819999933)
divergenties_wegvak.1548,Pseudo T-knooppunt,U,172.0h,,'KP.ASSEN'EEMSHAVEN VBW. h,463510024,2021-10-01T00:00:00,0,046351002420211001,KPK0001140170,I,,POINT (231878.6409999989 555150.3590000011)
divergenties_wegvak.1549,Haarlemmermeer-aansluiting,U,32.9a,37,'VEENDAM-ZUID'VBW. a,507527014,2021-10-01T00:00:00,2716,050752701420211001,KPK0001140894,I,,POINT (255055.43569999933 566314.1975000016)
divergenties_wegvak.1550,Halfklaverblad-aansluiting,U,79.8c,,'MIDDELBURG-CENTRUM'VBW. c,600093857,2021-10-01T00:00:00,1709,060009385720211001,KPK0001142342,I,,POINT (33244.148499999195 392283.44469999894)
divergenties_wegvak.1551,Haarlemmermeer-aansluiting,U,82.2c,,'MIDDELBURG-DAUWENDAELE'VBW. c,600093861,2021-10-01T00:00:00,0,060009386120211001,KPK0001440033,I,,POINT (34031.58269999921 390186.2824999988)
divergenties_wegvak.1552,Pseudo Haarlemmermeer-aansluiting,U,134.5c,,'KP.VELPERBROEK'ARNHEM VBW. c,600146857,2021-08-01T00:00:00,0,060014685720210801,KPK0001085879,I,,POINT (196077.80490000173 443503.15129999816)
divergenties_wegvak.1553,Pseudo T-aansluiting Haarlemmermeer,U,195.4c,22,'HOENDERLOO'VBW. c,600143876,2021-08-01T00:00:00,0,060014387620210801,KPK0001115009,I,,POINT (194501.25090000033 460068.2631999999)
divergenties_wegvak.1554,Halfklaverblad-aansluiting,U,56.4c,6,'ALMERE-BUITEN'VBW. c,600135290,2021-08-01T00:00:00,559,060013529020210801,KPK0001056211,I,,POINT (148262.44590000063 487349.7987000011)
divergenties_wegvak.1555,Pseudo Haarlemmermeer-aansluiting,U,111.4a,23,'STAPHORST'VBW. a,600148152,2021-08-01T00:00:00,1258,060014815220210801,KPK0001105204,I,,POINT (210280.29960000142 516949.6634999998)
divergenties_wegvak.1556,Halfklaverblad-aansluiting,U,56.2a,16,'VOORTHUIZEN'VBW. a,600460438,2021-08-01T00:00:00,1671,060046043820210801,KPK0001111302,I,,POINT (168963.46719999984 464505.29659999907)
divergenties_wegvak.1557,Niet indeelbaar,U,0.0#,,'NIEUWERBRUG',600460390,2021-08-01T00:00:00,170,060046039020210801,KPK0001113140,I,,POINT (116202.45540000126 453112.99170000106)
divergenties_wegvak.1558,Niet indeelbaar,U,0.0#,,'HARSKAMP'(N310),600460585,2021-08-01T00:00:00,415,060046058520210801,KPK0001111169,I,,POINT (176511.7265000008 467000.0172000006)
divergenties_wegvak.1559,Niet indeelbaar,U,0.0#,,'NIEUWERBRUG',600460410,2021-08-01T00:00:00,173,060046041020210801,KPK0001113141,I,,POINT (116402.24709999934 453357.72199999914)
divergenties_wegvak.1560,Niet indeelbaar,D,0.0#,,'DE MEERN',600460451,2021-08-01T00:00:00,4,060046045120210801,KPK0001113150,I,,POINT (130248.48589999974 454093.8082000017)
divergenties_wegvak.1561,Haarlemmermeer-aansluiting,U,0.0#,,BS.PPL.'BIJLEVELD',253309048,2021-08-01T00:00:00,0,025330904820210801,KPK0001113146,I,,POINT (126544.95699999854 454732.5940000005)
divergenties_wegvak.1562,Pseudo T-knooppunt,U,57.1e,,'KP.ALMERE'UTRECHT VBW. e,600199679,2021-08-01T00:00:00,499,060019967920210801,KPK0000915355,I,,POINT (148601.53379999846 487749.4316999987)
divergenties_wegvak.1563,T-aansluiting halfklaverblad,U,59.0a,7,'ALMERE-REGENBOOGBUURT'VBW. a,600199780,2021-08-01T00:00:00,614,060019978020210801,KPK0000915362,I,,POINT (150102.1700000018 488834.3073000014)
divergenties_wegvak.1564,Pseudo Haarlemmermeer-aansluiting,U,50.0a,4,'ALMERE-HAVEN'VBW. a,600199874,2021-08-01T00:00:00,664,060019987420210801,KPK0000915216,I,,POINT (142681.94619999826 485016.1959999986)
divergenties_wegvak.1565,Halfklaverblad-aansluiting,U,53.1a,5,'ALMERE-STAD'VBW. a,600199892,2021-08-01T00:00:00,942,060019989220210801,KPK0000915239,I,,POINT (145716.75250000134 485047.3379999995)
divergenties_wegvak.1566,Pseudo Haarlemmermeer-aansluiting,U,52.0c,4,'ALMERE-HAVEN'VBW. c,600200195,2021-08-01T00:00:00,0,060020019520210801,KPK0000915281,I,,POINT (144785.00470000133 484995.89609999955)
divergenties_wegvak.1567,T-knooppunt,U,82.9g,31,'RING UTRECHT MAARSSEN'VBW. g,600128119,2021-08-01T00:00:00,0,060012811920210801,KPK0001086588,I,,POINT (138650.7259999998 458367.2250000015)
divergenties_wegvak.1568,,U,48.3n,,BS.'DE MIDDELAAR',600137646,2021-08-01T00:00:00,0,060013764620210801,KPK0001111295,I,,POINT (161365.08300000057 464125.4230000004)
divergenties_wegvak.1569,Pseudo Overig volledig knooppunt,D,62.3g,,'KP.LUNETTEN'RING UTRECHT VBW. g,275303022,2021-08-01T00:00:00,0,027530302220210801,KPK0001113029,I,,POINT (137681.12900000066 451865.1330000013)
divergenties_wegvak.1570,Niet indeelbaar,U,0.0#,,'APELDOORN'(N304),600460663,2021-08-01T00:00:00,274,060046066320210801,KPK0001111170,I,,POINT (191121.66270000115 465994.7949000001)
divergenties_wegvak.1571,Pseudo Overig volledig knooppunt,U,72.0n,,'KP.LUNETTEN'RING UTRECHT RANG.BAAN n,600128718,2021-08-01T00:00:00,0,060012871820210801,KPK0001114071,I,,POINT (138607.38010000065 453399.52490000054)
divergenties_wegvak.1572,Pseudo Halfklaverblad-aansluiting,U,68.6c,9,'NIEUWEGEIN'VBW. c,600126871,2021-08-01T00:00:00,0,060012687120210801,KPK0001111503,I,,POINT (132900.80900000036 448226.438000001)
divergenties_wegvak.1573,Niet indeelbaar,U,0.0#,,'BUSBAAN',600429846,2021-08-01T00:00:00,81,060042984620210801,KPK0001111840,I,,POINT (134113.82009999827 444659.1966999993)
divergenties_wegvak.1574,Haarlemmermeer-aansluiting,U,58.0a,7,'UTRECHT-CENTRUM'VBW. a,262317050,2021-08-01T00:00:00,681,026231705020210801,KPK0001111805,I,,POINT (131767.61499999836 458204.48900000006)
divergenties_wegvak.1575,Haarlemmermeer-aansluiting,U,66.6c,28,'NIEUWEGEIN'VBW. c,600129103,2021-08-01T00:00:00,0,060012910320210801,KPK0001114032,I,,POINT (137077.4200000018 448029.7710000016)
divergenties_wegvak.1576,Halfklaverblad-aansluiting,U,16.8c,11,'ROTTERDAM-AIRPORT'VBW. c,600104766,2022-04-01T00:00:00,0,060010476620220401,KPK0001431564,I,,POINT (88470.07290000096 440381.48860000074)
divergenties_wegvak.1577,,U,105.0n,,BS.PPL.'HAN STIJKEL',600142069,2022-04-01T00:00:00,0,060014206920220401,KPK0001204152,I,,POINT (175790.08049999923 519562.9332000017)
divergenties_wegvak.1578,Halfklaverblad-aansluiting,U,74.5a,10,'LELYSTAD'VBW. a,600441200,2022-04-01T00:00:00,1665,060044120020220401,KPK0001204136,I,,POINT (162102.75890000165 498595.1319999993)
divergenties_wegvak.1579,Pseudo T-aansluiting halfklaverblad,U,73.0a,9,'LELYSTAD-AIRPORT'VBW. a,600441200,2022-04-01T00:00:00,0,060044120020220401,KPK0001204134,I,,POINT (160851.6235000007 497497.50979999825)
divergenties_wegvak.1580,,U,90.8q,,PPL.'RIVIERDUIN',600139393,2022-04-01T00:00:00,0,060013939320220401,KPK0001204144,I,,POINT (165899.5249999985 510582.91000000015)
divergenties_wegvak.1581,Haarlemmermeer-aansluiting,U,42.6c,10,'HEERENVEEN-ZUID'VBW. c,386499062,2022-04-01T00:00:00,0,038649906220220401,KPK0001205710,I,,POINT (193494.42489999905 549747.4620000012)
divergenties_wegvak.1582,Haarlemmermeer-aansluiting,U,45.5c,11,'HEERENVEEN'VBW. c,384504001,2022-04-01T00:00:00,0,038450400120220401,KPK0001205711,I,,POINT (192143.82970000058 552307.3577000014)
divergenties_wegvak.1583,Niet indeelbaar,U,0.0#,,BS.PPL.'OEIENBOSCH',600476886,2022-04-01T00:00:00,0,060047688620220401,KPK0001182351,I,,POINT (154821.96590000018 378554.84380000085)
divergenties_wegvak.1584,T-aansluiting halfklaverblad,U,0.0#,,'KP.OMMEDIJK',600480417,2022-04-01T00:00:00,647,060048041720220401,KPK0001193270,I,,POINT (90495.89680000022 463683.30260000005)
divergenties_wegvak.1585,Pseudo Haarlemmermeer-aansluiting,U,78.7w,23,'PAPENDRECHT'VBW. w,600478826,2022-04-01T00:00:00,0,060047882620220401,KPK0001192400,I,,POINT (108792.52950000018 427967.96869999915)
divergenties_wegvak.1586,Niet indeelbaar,U,0.0#,,'HOOGEVEEN',600934255,2022-04-01T00:00:00,337,060093425520220401,KPK0001205402,I,,POINT (227878.1763000004 528454.0920999981)
divergenties_wegvak.1587,Halfklaverblad-aansluiting,U,46.5a,12,'HEERENVEEN-CENTRUM'VBW. a,600144471,2022-04-01T00:00:00,660,060014447120220401,KPK0001205715,I,,POINT (191924.62310000136 552901.1750000007)
divergenties_wegvak.1588,,U,0.0#,,BS.PPL.'DORPSHELLEN',388496029,2022-04-01T00:00:00,0,038849602920220401,KPK0001205709,I,,POINT (194032.11030000076 548448.8797000013)
divergenties_wegvak.1589,,U,49.2n,,BS.PPL.'DRIELANDER',600139638,2021-10-01T00:00:00,0,060013963820211001,KPK0001139791,I,,POINT (168998.64499999955 482627.4517999999)
