objectid;naam_zone;zone_code;type_zone;aanbieder_deelauto;aantal_voertuigen;status;geo_shape;geo_point_2d
37;Oude Spoorbaan;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.46729105544857, 51.43332389481215], [5.467136255809779, 51.429760096312734], [5.464087580947477, 51.42787414108561], [5.461562884436846, 51.428579527271275], [5.461241340698939, 51.42911412823974], [5.465183178166487, 51.432663128926734], [5.46729105544857, 51.43332389481215]]], ""type"": ""Polygon""}";51.43033383437869, 5.464772791062241
38;Lievendaal;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.435150602306235, 51.447124622973575], [5.438573580637599, 51.445475653462964], [5.43622546583639, 51.44407398598283], [5.436622333720046, 51.44375448183991], [5.4327529010607565, 51.44203324603088], [5.430801634940606, 51.443857550981335], [5.432289877552496, 51.44458931324975], [5.4318930083604915, 51.445001569313284], [5.434869494167077, 51.446320759158446], [5.434456088783805, 51.44675361108252], [5.435150602306235, 51.447124622973575]]], ""type"": ""Polygon""}";51.444561544122024, 5.434525133234887
39;Bennekel West;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.461897196051068, 51.420684950300995], [5.460961465374239, 51.41930674812472], [5.459703474243505, 51.41956077622257], [5.4583735963129385, 51.41996422944128], [5.458074074112632, 51.42005388568555], [5.457978449800006, 51.41991431271638], [5.457067868521831, 51.41982305176214], [5.45558817626115, 51.419721651420325], [5.4519133316016415, 51.41961010983461], [5.449035246267779, 51.41969123092141], [5.44831979125902, 51.419782492077374], [5.447734416193367, 51.42028949430341], [5.4482059641249805, 51.420532852948114], [5.450612498241768, 51.42082690952132], [5.451685682444955, 51.42096886749065], [5.455165398551027, 51.42155697307808], [5.456498747114607, 51.421962559613085], [5.457181685606797, 51.421222362059986], [5.458206088536211, 51.421516413896654], [5.459311796317083, 51.420542991554214], [5.459978472869149, 51.42039089234858], [5.460450023157655, 51.42100942623684], [5.461897196051068, 51.420684950300995]]], ""type"": ""Polygon""}";51.42044124623223, 5.4550477179606345
44;Grasrijk Zuid;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.411075541628847, 51.43522618913945], [5.41958874078642, 51.43642026977312], [5.419938393531894, 51.435842184361995], [5.420744113178601, 51.43516932136283], [5.419254307390159, 51.43388043085935], [5.418433394007554, 51.433378133296294], [5.414526453161203, 51.43028840548684], [5.412276531018527, 51.43139732209557], [5.411075541628847, 51.43522618913945]]], ""type"": ""Polygon""}";51.43378855067266, 5.415442314969029
66;Autodateplaats Scheidingsweg;723AUTOSCH;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.466284646700586, 51.42520836585927], ""type"": ""Point""}";51.42520836585927, 5.466284646700586
73;Autodateplaats Zwembadweg 22;112AUTOZWE;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.477687842364311, 51.43366281966701], ""type"": ""Point""}";51.43366281966701, 5.477687842364311
78;Autodeelplaats Leeuwenstraat;234AUTOLEE;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.509560894340565, 51.419117900695596], ""type"": ""Point""}";51.419117900695596, 5.509560894340565
80;Autodateplaats Helmerslaan;711AUTOHEL;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.475838602772552, 51.42983652907341], ""type"": ""Point""}";51.42983652907341, 5.475838602772552
84;Autodateplaats Biesterweg 28;216AUTOBIE;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.487119389414604, 51.426352219024544], ""type"": ""Point""}";51.426352219024544, 5.487119389414604
86;Autodateplaats Valklaan;311AUTOVAL;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.494568977371826, 51.44013039262045], ""type"": ""Point""}";51.44013039262045, 5.494568977371826
100;Autodateplaats Floralaan-Oost;237AUTOFLO;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.501012574576249, 51.41690962135158], ""type"": ""Point""}";51.41690962135158, 5.501012574576249
115;Autodeelparkeerplaats Wenckenbachstraat 2;421AUTOWEN;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.462665734298458, 51.453192915288874], ""type"": ""Point""}";51.453192915288874, 5.462665734298458
1;Autodateplaats St. Gerlachtstraat 101;233AUTOGER;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.500526886383387, 51.42285393619376], ""type"": ""Point""}";51.42285393619376, 5.500526886383387
7;Autodateplaats Winkelcentrum WoensXL;515AUTOWOE;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.477696219129097, 51.46975120620616], ""type"": ""Point""}";51.46975120620616, 5.477696219129097
8;Autodateplaats Hagenkampweg-Zuid 200;712AUTOHAG;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.467005220916872, 51.43006398206737], ""type"": ""Point""}";51.43006398206737, 5.467005220916872
11;Autodateplaats Tramstraat 52-54;111AUTOTR2;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.483377978506979, 51.43978676553571], ""type"": ""Point""}";51.43978676553571, 5.483377978506979
14;Autodateplaats Willemstraat 14;113AUTOWI3;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.471594003911791, 51.43851757578724], ""type"": ""Point""}";51.43851757578724, 5.471594003911791
16;Autodateplaats Metiuslaan;411AUTOMET;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.464239858228847, 51.44856746330341], ""type"": ""Point""}";51.44856746330341, 5.464239858228847
18;Autodateplaats Loondermolen;414AUTOLOO;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.479839803417768, 51.44947079085407], ""type"": ""Point""}";51.44947079085407, 5.479839803417768
58;Autodateplaats Bredalaan 77;622AUTOBRE;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.439034339623434, 51.43934288143087], ""type"": ""Point""}";51.43934288143087, 5.439034339623434
34;Autodeelparkeerplaats Graspieper (thv zijgevel 7-25);633AUTOGR2;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.415465859337336, 51.436468548590454], ""type"": ""Point""}";51.436468548590454, 5.415465859337336
35;Autodeelparkeerplaats Zandroos (thv zijgevel nr 51);634AUTOROO;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.407958385186232, 51.44595374015326], ""type"": ""Point""}";51.44595374015326, 5.407958385186232
41;Sint Adrianusstraat autodeelparkeerplaats;214AUTOADR;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.495165234979704, 51.42798892440397], ""type"": ""Point""}";51.42798892440397, 5.495165234979704
45;Autodeelparkeerplaats Pisanostraat (hoek Woenselsestraat);425AUTOPIS;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.474426568501822, 51.46389903087356], ""type"": ""Point""}";51.46389903087356, 5.474426568501822
46;Autodeelparkeerplaats St. Trudoplein thv 8;612AUTOTRU;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.455671735451615, 51.44158627451951], ""type"": ""Point""}";51.44158627451951, 5.455671735451615
56;autodeelparkeerplaats Poeijersstraat 21;321AUTOPOE;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.508423191768618, 51.44084111904048], ""type"": ""Point""}";51.44084111904048, 5.508423191768618
79;Autodateplaats Tongelresestraat;311AUTOTON;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.492385862331914, 51.43813051945013], ""type"": ""Point""}";51.43813051945013, 5.492385862331914
108;Autodeelparkeerplaats Holterberglaan (thv Paasberglaan 45);531AUTOHOL;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.461430799055407, 51.48296556973812], ""type"": ""Point""}";51.48296556973812, 5.461430799055407
112;Autodeelplaats Lijmbeekstraat (hoek 's-Gravezandestraat);411AUTOLIJ;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.462164174569016, 51.44971202969095], ""type"": ""Point""}";51.44971202969095, 5.462164174569016
104;Amber - High Tech Campus;;Free floating;Amber;;Aanwezig;"{""coordinates"": [[[5.453153537460522, 51.412612885971924], [5.455111887018219, 51.41297262292055], [5.455393568759726, 51.41228661164218], [5.453448633161737, 51.41198543313802], [5.453153537460522, 51.412612885971924]]], ""type"": ""Polygon""}";51.412467606606874, 5.454289432679506
50;Bergen;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.468899891708838, 51.43889195911775], [5.474701299132081, 51.438362742591146], [5.47573895212845, 51.43797072682103], [5.47547168145704, 51.43760811010004], [5.475628900915837, 51.437284692444145], [5.476587944515675, 51.43679466054042], [5.4772482706350205, 51.436079205905735], [5.475770409103323, 51.4356087642992], [5.4753616390289075, 51.43552055596317], [5.474072446475669, 51.43392297307171], [5.472107197184442, 51.43470707091808], [5.471509760195293, 51.43517752214455], [5.468554018470162, 51.43725529221441], [5.468302465590206, 51.437696316359286], [5.468899891708838, 51.43889195911775]]], ""type"": ""Polygon""}";51.4367701325977, 5.472654535434265
55;Tafelbergplein;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.5043034726027225, 51.441655638684054], [5.5048343272989815, 51.44157778315844], [5.505599380492187, 51.4417237623649], [5.507129490906421, 51.44175295786478], [5.507675958045741, 51.44189893619919], [5.5122975038403395, 51.443407351911645], [5.512500478678079, 51.44361171413066], [5.512937652068556, 51.44346574067983], [5.514233564828946, 51.443164061612954], [5.514608288389487, 51.44252177022316], [5.514780039546638, 51.44146099593537], [5.513936929639672, 51.43921285364594], [5.512328751895201, 51.439572954058484], [5.50814436897632, 51.43996224922459], [5.505974111041126, 51.440059573040095], [5.504725039748551, 51.44049752342642], [5.5043034726027225, 51.441655638684054]]], ""type"": ""Polygon""}";51.44125360881633, 5.510521767671102
93;Vonderkwartier;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.465407932874583, 51.43889118166712], [5.467563537564336, 51.438737452981336], [5.467874092172499, 51.438646355446295], [5.4689336261575505, 51.438543869769774], [5.468440399260629, 51.4377182855461], [5.468559143312593, 51.43727417203617], [5.469052377465456, 51.43692684900373], [5.471500275670963, 51.4352015836068], [5.469728300898873, 51.43466633945212], [5.468988454235987, 51.43426205590621], [5.46780104950838, 51.433590139598], [5.4668602591128, 51.43324278907781], [5.4666136414139235, 51.43342500618115], [5.46647663171113, 51.43369263582922], [5.464220546786591, 51.435116174479994], [5.461818321547177, 51.4358905607649], [5.461845722005711, 51.43608984906446], [5.4624211566591185, 51.43649981145844], [5.463800372420268, 51.437348192119295], [5.464156595210088, 51.437496230629094], [5.464275335181127, 51.43766134946685], [5.464357537461175, 51.43802574702125], [5.464832499234769, 51.438538177351695], [5.465407932874583, 51.43889118166712]]], ""type"": ""Polygon""}";51.436184409410075, 5.466651429684919
26;Kronehoef;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.465604470757245, 51.45479272363759], [5.4673550837119445, 51.45465914885468], [5.469998870495988, 51.454028374262904], [5.470987312260408, 51.45405805674137], [5.471570857211116, 51.45279648377264], [5.4712374079778385, 51.45270743072216], [5.468045817571731, 51.452343794358654], [5.465247219553033, 51.452373480692245], [5.464294505126038, 51.45246253455379], [5.464294501750478, 51.45281132875846], [5.465604470757245, 51.45479272363759]]], ""type"": ""Polygon""}";51.45340311003001, 5.4676971049165894
28;Rapelenbuurt;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.462082722452437, 51.42309880224426], [5.462507274198726, 51.423559636158316], [5.464457070034591, 51.42443226393754], [5.466265347793227, 51.42475581856724], [5.467035834816185, 51.424667576456365], [5.469032810706708, 51.42372631816453], [5.467806326651684, 51.422853677035896], [5.465007422814263, 51.42255952440468], [5.464661491591174, 51.422245758802696], [5.462082722452437, 51.42309880224426]]], ""type"": ""Polygon""}";51.423539057052274, 5.465578675327879
29;Berloizlaan e.o.;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.457459799140428, 51.426246101583565], [5.458466151455446, 51.4257166646668], [5.458466152818022, 51.42554998933553], [5.461296514214576, 51.423834172901124], [5.459110854719454, 51.42288309231204], [5.4551955387561275, 51.42154958653905], [5.451657599851851, 51.420931846067106], [5.450509735374893, 51.42086320789164], [5.4497392495667505, 51.42131425821423], [5.457459799140428, 51.426246101583565]]], ""type"": ""Polygon""}";51.42329990788921, 5.455783393901297
32;Dommelbeemd;;Zone floating;MyWheels;1;Aanwezig;"{""coordinates"": [[[5.497198634956234, 51.48182551980107], [5.497343767054463, 51.48270153692881], [5.497946630719351, 51.4827015372057], [5.498337371016663, 51.48404333970036], [5.49849366933435, 51.48423800244171], [5.5013963504075996, 51.48404333875573], [5.501653124353029, 51.48450218487896], [5.50242345109581, 51.484564754489234], [5.504901893472862, 51.48436314067331], [5.504700941682989, 51.48363315402593], [5.504566976567527, 51.48213838287931], [5.503070983504593, 51.48183247060942], [5.501999223224511, 51.48171427701331], [5.500793494446326, 51.48170732462885], [5.497198634956234, 51.48182551980107]]], ""type"": ""Polygon""}";51.48302677449616, 5.501283227554199
36;Autodeelparkeerplaats Irene-terrein (zijde Solmsweg);712AUTOIRE;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.463920767088205, 51.43007063346465], ""type"": ""Point""}";51.43007063346465, 5.463920767088205
42;Autodeelparkeerplaats Reinkenstraat (t/o zijgevel Arcadelstraat 76);725AUTOREI;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.4575361074797435, 51.42042886876823], ""type"": ""Point""}";51.42042886876823, 5.4575361074797435
47;Autodeelparkeerplaats Offenbachtlaan (thv zijgevel Brahmslaan 61);722AUTOOFF;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.458146427352268, 51.42541322689229], ""type"": ""Point""}";51.42541322689229, 5.458146427352268
48;Jasmijnstraat autodeelparkeerplaats;216AUTOJAS;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.490048394129359, 51.42498723355778], ""type"": ""Point""}";51.42498723355778, 5.490048394129359
54;Autodeelparkeerplaats Edisonstraat (thv Edisonplein 16);421AUTOEDI;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.458198455003287, 51.45345736729665], ""type"": ""Point""}";51.45345736729665, 5.458198455003287
71;Autodateplaats Dommelstraat;111AUTODOM;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.483842750332663, 51.441449505175115], ""type"": ""Point""}";51.441449505175115, 5.483842750332663
74;Autodateplaats Willemstraat 4;113AUTOWI2;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.473009890170695, 51.438394174122784], ""type"": ""Point""}";51.438394174122784, 5.473009890170695
76;Autodateplaats terrein St. Joriskerk;215AUTOJOR;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.486765321943306, 51.42991648926779], ""type"": ""Point""}";51.42991648926779, 5.486765321943306
106;autodeelparkeerplaats Sint Gerlachstraat (St. Bonifaciuslaan);233AUTOGE2;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.50330833809961, 51.42494355538194], ""type"": ""Point""}";51.42494355538194, 5.50330833809961
114;Autodeelparkeerplaats Veldm. Montgomerylaan thv 9;413AUTOMON;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.476497975747814, 51.44601218404961], ""type"": ""Point""}";51.44601218404961, 5.476497975747814
116;Autodeelparkeerplaats Willem de Rijkelaan (thv Graaf Adolfstr);613AUTORIJ;Vast;MyWheels;1;Aanwezig;"{""coordinates"": [5.462125830523815, 51.435805412995656], ""type"": ""Point""}";51.435805412995656, 5.462125830523815
97;Autodateplaats Gabriel Metsulaan 5;211AUTOGME;Vast;Iris Elektrick;1;Aanwezig;"{""coordinates"": [5.495222770996526, 51.434302080005885], ""type"": ""Point""}";51.434302080005885, 5.495222770996526
98;Autodateplaats Voorterweg 207;211AUTOVOO;Vast;Iris Elektrick;1;Aanwezig;"{""coordinates"": [5.492374052750311, 51.43332691194705], ""type"": ""Point""}";51.43332691194705, 5.492374052750311
25;Amber - Blixembosch;;Free floating;Amber;;Aanwezig;"{""coordinates"": [[[5.454844761669821, 51.48283778862178], [5.456434881736017, 51.48325582754097], [5.456022648881613, 51.484706230302976], [5.458145625470689, 51.48841545440229], [5.460619003463467, 51.4891469947225], [5.46566882429991, 51.48824860653588], [5.467977305371346, 51.491136212531856], [5.4652771965701525, 51.493394837576105], [5.467585683069721, 51.49537104005816], [5.479416685434917, 51.49603830419427], [5.48712540747549, 51.488723460593526], [5.489124734394979, 51.485027094628535], [5.482879447532938, 51.4839617682401], [5.4698499331743236, 51.48395447700408], [5.461481660167611, 51.483595087776074], [5.461976344198279, 51.481284633908665], [5.461399224402676, 51.48086103845685], [5.456184519835139, 51.479731432600786], [5.454844761669821, 51.48283778862178]]], ""type"": ""Polygon""}";51.488284248722074, 5.4724194079265756
64;Autodateplaats Keizersgracht;112AUTOKEI;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.476023053960282, 51.43775782038326], ""type"": ""Point""}";51.43775782038326, 5.476023053960282
65;Autodateplaats Generaal van der Duynlaan;431AUTODUY;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.4823920028503474, 51.458169672609934], ""type"": ""Point""}";51.458169672609934, 5.4823920028503474
83;Autodateplaats Past. Dijkmansstraat 44;212AUTODYK;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.489910138736858, 51.43128425983526], ""type"": ""Point""}";51.43128425983526, 5.489910138736858
88;Autodateplaats Torenallee 22;616AUTOTOR;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.458864272256875, 51.446136143032994], ""type"": ""Point""}";51.446136143032994, 5.458864272256875
89;Autodateplaats Grasbloem;633AUTOGRA;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.417401278894465, 51.43773969738293], ""type"": ""Point""}";51.43773969738293, 5.417401278894465
92;Autodateplaats Franz Leharplein;723AUTOLEH;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.461599837795732, 51.42371198849351], ""type"": ""Point""}";51.42371198849351, 5.461599837795732
99;Autodateplaats HH van Brabantplein;212AUTOHHB;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.485896480855316, 51.432942230374316], ""type"": ""Point""}";51.432942230374316, 5.485896480855316
5;Autodateplaats Dr. Willem Dreeslaan;412AUTONFL;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.473655796221676, 51.44721148245208], ""type"": ""Point""}";51.44721148245208, 5.473655796221676
15;Autodateplaats Sint Hubertusstraat;214AUTOHUB;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.493898923825194, 51.42708011887733], ""type"": ""Point""}";51.42708011887733, 5.493898923825194
19;Autodateplaats 2e Franklinstraat;421AUTO2FR;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.457106974765511, 51.45325889257043], ""type"": ""Point""}";51.45325889257043, 5.457106974765511
21;Autodateplaats Essenstraat;612AUTOESS;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.4612702659327, 51.44304206984438], ""type"": ""Point""}";51.44304206984438, 5.4612702659327
22;Autodateplaats Schouwbroekseweg;612AUTOSCH;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.457723259462983, 51.440767604322176], ""type"": ""Point""}";51.440767604322176, 5.457723259462983
23;Autodateplaats Zandhaai;634AUTOHAA;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.40918778614191, 51.44568688853225], ""type"": ""Point""}";51.44568688853225, 5.40918778614191
57;Autodeelparkeerplaats Prinsenhof-terrein;611AUTOPRI;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.467954881000725, 51.435573532293986], ""type"": ""Point""}";51.435573532293986, 5.467954881000725
60;Autodateplaats Achtseweg-Zuid;625AUTOACH;Vast;Greenwheels;1;Aanwezig;"{""coordinates"": [5.45638274631636, 51.450246120254555], ""type"": ""Point""}";51.450246120254555, 5.45638274631636
