OBJECTID,GEOCODE,SUBCODE,GEOSUBCODE,GEOCODE_NR,GEOCODE_NAAM,KM_GEOCODE_VAN,KM_GEOCODE_TOT,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,LENGTE,KMLINT,KMLINT_OMSCHRIJVING,GELDIG_VANAF,PUBLICATIEDATUM,Shape__Length
120,021,,021__,21,Barneveld Noord - Apeldoorn,61.3,87,"61,300","87,000",25729.1286475,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,25729.1286475045
121,828,a,828_a,828,Tiel Gem. Stamlijn,100.2,102.235,"100,200","102,235",2034.28207971,Tla-Tlpow,Tiel Aansl. Industrieterrein. - Tiel Panovenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2034.28207971278
122,073,,073__,73,Den Helder - Heerhugowaard,0.6,34.5,"0,600","34,500",33935.66831831,Hdr-Zd,Den Helder - Zaandam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,33935.6683183185
123,600,b,600_b,600,Sauwerd,10.5,11.3,"10,500","11,300",801.35099793,Gn-Dz,Groningen - Delfzijl ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,801.350997938776
124,938,,938__,938,CUP Valburg,0,3.746,"0,000","3,746",3745.40882639,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3745.40882639628
125,817,a,817_a,817,Vlissingen Sloehaven,114.204,122.02,"114,204","122,020",7793.22329566,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7793.22329566514
126,822,b,822_b,822,Zwijndrecht Groote Lindt,200.1,200.844,"200,100","200,844",743.42719127,Lindk-Zwdmww,Lindtsedijk - Zwijndrecht Merwedeweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,743.427191276626
127,075,,075__,75,Alkmaar - Uitgeest,42.7,57.2,"42,700","57,200",14523.65090098,Hdr-Zd,Den Helder - Zaandam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,14523.6509009805
128,817,g,817_g,817,Vlissingen Sloehaven,300,303.3,"300,000","303,300",3314.15125893,Eupwo-Qh,Europaweg Oost - Quarleshaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3314.15125893481
129,555,,555__,555,Rotterdam Centraal,82.5,84.425,"82,500","84,425",1916.86499504,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1916.86499504792
130,309,,309__,309,Landgraaf - Simpelveld,0.8,12.1,"0,800","12,100",11314.59297755,Lg-Spv,Landgraaf - Simpelveld ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,11314.5929775506
131,094,,094__,94,Utrecht Centraal - Blauwkapel,0.9,3.6,"0,900","3,600",2695.66892491,Ut-Amf,Utrecht - Amersfoort ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2695.6689249154
132,817,l,817_l,817,Vlissingen Sloehaven,700.3,703.063,"700,300","703,063",2761.61608057,Lwd-Sloe,Lewedorp - Sloehaven Emplacement ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2761.6160805787
133,139,,139__,139,Zaandam - Amsterdam Sloterdijk,171.6,177.4,"171,600","177,400",5800.59455092,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5800.59455092073
134,121,a,121_a,121,Breda - Lage Zwaluwe,2.5,13.4,"2,500","13,400",10912.44272882,Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10912.4427288211
135,526,a,526_a,526,Amsterdam Muiderpoort,3.2,4.2,"3,200","4,200",990.26537225,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,990.265372252805
136,490,d,490_d,490,Amsterdam Houtrakpolder (gebied),150,151.467,"150,000","151,467",1478.9945642,Hrp-Hrtl,Amsterdam Houtrakpolder - Havenbedrijf Rietlanden ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1478.99456420707
137,474,a,474_a,474,Rotterdam Europoort 1,100,103.97,"100,000","103,970",3965.54430555,Erp-Erpelbw,"Rotterdam, Emplacement Europoort - Europoort Elbeweg ",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3965.54430555752
138,851,a,851_a,851,Born Franciscushaven,100.1,101.72,"100,100","101,720",1624.80126933,Bon-Bonoh,Born-Born Overlaadhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1624.80126933522
139,031,b,031_b,31,Zutphen - Hengelo,100,100.1,"100,000","100,100",99.7879646,Ddn-Ddnr,Delden - Delden raccordement ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,99.7879646073749
140,091,,091__,91,Den Dolder - Baarn,1.6,9,"1,600","9,000",7396.44645422,Dld-Brn,Den Dolder - Baarn ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7396.44645422374
141,126,a,126_a,126,Roosendaal - Roosendaal Grens,24.6,30.8,"24,600","30,800",6197.67203929,Zlw-Np,Lage Zwaluwe - Nispen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6197.67203929267
142,008,,008__,8,Leeuwarden - Stavoren,2.5,50.46,"2,500","50,460",48007.04246688,Lw-Stv,Leeuwarden - Stavoren ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,48007.0424668878
143,166,,166__,166,Rotterdam Westelijke Splitsing - Nieuw Vennep,102.9,145.9,"102,900","145,900",42997.91569988,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,42997.9156998839
144,503,c,503_c,503,Deventer,40.6,44.4,"40,600","44,400",3811.68191499,Ah-Zl,Arnhem - Zwolle ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3811.6819149902
145,527,b,527_b,527,Haarlem,0.5,1.1,"0,500","1,100",599.50101181,Hlm-Utg,Haarlem - Uitgeest ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,599.501011813404
146,527,f,527_f,527,Haarlem,500.665,501.1,"500,665","501,100",435.00549152,Hlm-Hlmjl,Haarlem - Haarlem Julianalaan ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,435.005491523911
147,553,b,553_b,553,Sittard,0.8,1,"0,800","1,000",199.26288067,Std-Hz,Sittard - Herzogenrath (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,199.262880674275
148,100,,100__,100,Utrecht Centraal - Harmelen Aansl.,2,10.8,"2,000","10,800",8793.74229931,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,8793.74229931245
149,532,,532__,532,Harmelen Aansl.,10.8,12.1,"10,800","12,100",1299.32817185,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1299.32817185151
150,490,e,490_e,490,Amsterdam Houtrakpolder (gebied),175,175.6,"175,000","175,600",599.93486943,Nzlw-Amkhw,Nieuw-Zeelandweg - Amerikahavenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,599.934869430946
151,606,b,606_b,606,Almelo,37.2,37.623,"37,200","37,623",423.96788055,Dv-Aml,Deventer - Almelo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,423.96788055276
152,623,,623__,623,Alphen a/d Rijn,16.3,18,"16,300","18,000",1703.20027982,Wd-Ledn,Woerden - Leiden Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1703.20027982116
153,477,e,477_e,477,Rotterdam Europoort 3,500.2,500.574,"500,200","500,574",374.74799002,Erpmww-Mzlwg,Europoort Merwedeweg - Europoort Moezelweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,374.747990021655
154,205,,205__,205,Mariënberg - Almelo,0.2,17.6,"0,200","17,600",17403.62736446,Mrb-Aml,Mariënberg - Almelo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,17403.6273644664
155,818,b,818_b,818,Terneuzen Dow Chemical,200,201.1,"200,000","201,100",1098.78551333,Sludow-Tnzdn1,SluiskilRacc. DOW CHEMICAL - Terneuzen Nieuw Neuzenweg 1 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1098.78551333883
156,085,,085__,85,Haarlem - Warmond,18.2,41.2,"18,200","41,200",23023.25760629,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,23023.2576062949
157,076,,076__,76,Santpoort Noord - Uitgeest,6.6,17.5,"6,600","17,500",10927.08506607,Hlm-Utg,Haarlem - Uitgeest ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,10927.0850660756
158,006,,006__,6,Groningen - Sauwerd,1.1,10.5,"1,100","10,500",9392.5526109,Gn-Dz,Groningen - Delfzijl ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9392.55261090762
159,097,,097__,97,Nieuwersluis=Loenen - Breukelen,19.4,22.5,"19,400","22,500",3110.12011509,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3110.12011509136
160,862,,862__,862,Budel Zinkfabriek,100,103.7,"100,000","103,700",3700.33811956,Bdla-Bdlz,Budel Aansl. - Budel Zinkfabriek ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3700.33811956982
161,549,b,549_b,549,Haren,70.8,71.4,"70,800","71,400",599.98836711,Mp-Gn,Meppel - Groningen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,599.988367110677
162,820,,820__,820,Almelo Dollegoor,200,200.8,"200,000","200,800",801.06031674,Aml-Amldol,Almelo - Almelo Dollegoor ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,801.060316746296
163,034,,034__,34,Velperbroek Aansl. - Dieren,0.3,13.9,"0,300","13,900",13644.82962224,Ah-Zl,Arnhem - Zwolle ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,13644.8296222477
164,927,,927__,927,Watergraafsmeer,904.2,906.6,"904,200","906,600",2399.66094127,Wgm-Dmn,Watergraafsmeer - Diemen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2399.6609412765
165,143,,143__,143,Leidschenveen - Leidschendam Lijnwerkplaats,16.8,17.9,"16,800","17,900",1105.85680091,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1105.85680091924
166,506,c,506_c,506,Amersfoort,50.4,50.9,"50,400","50,900",500.93638356,Lsd-Amf,Leusden - Amersfoort ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,500.936383568839
167,451,a,451_a,451,Coevorden - Coevorden Grens,0.7,1.6,"0,700","1,600",899.85881788,Co-Coep,Coevorden - Coevorden Europark ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,899.858817886162
168,037,,037__,37,Arnhem - Velperbroek Aansl.,92.3,93.5,"92,300","93,500",1200.8963509,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1200.89635090272
169,132,,132__,132,Moordrecht Aansl. - Rotterdam Kleiweg,36,51.9,"36,000","51,900",15899.77362275,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,15899.7736227504
170,815,c,815_c,815,Roodeschool Eemshaven,200,203.016,"200,000","203,016",3016.64300031,Eem-Bkkd,Eemshaven - Borkumkade ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3016.64300031584
171,121,b,121_b,121,Breda - Lage Zwaluwe,232.206,241.5,"232,206","241,500",9294.52822563,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,9294.52822563021
172,522,b,522_b,522,Uitgeest,57.2,58.4,"57,200","58,400",1203.4399241,Hdr-Zd,Den Helder - Zaandam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1203.439924108
173,024,,024__,24,Deventer - Wierden,2.8,33.2,"2,800","33,200",30408.42633431,Dv-Aml,Deventer - Almelo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,30408.4263343194
174,822,a,822_a,822,Zwijndrecht Groote Lindt,100.5,104.564,"100,500","104,564",4058.48848855,Zwd-Zwdi,Zwijndrecht - Zwijndrecht Groote Lindt ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4058.48848855192
175,552,b,552_b,552,Groningen Losplaats,81.8,83.8,"81,800","83,800",2003.62429963,Hlg-Nscg,Harlingen - Nieuweschans Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2003.62429963668
176,553,a,553_a,553,Sittard,0.1,0.2,"0,100","0,200",101.04953023,Std-Bon,Sittard - Born ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,101.04953023581
177,801,f,801_f,801,Moerdijk Industrieterrein,500,500.57,"500,000","500,570",578.79078535,Mdw-Cih,Middenweg - Centrale Insteekhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,578.790785355704
178,503,a,503_a,503,Deventer,2.6,2.8,"2,600","2,800",199.58930582,Dv-Aml,Deventer - Almelo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,199.589305829855
179,620,,620__,620,Alkmaar,41.3,42.7,"41,300","42,700",1406.15633816,Hdr-Zd,Den Helder - Zaandam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1406.15633816054
180,041,,041__,41,Arnhem - Elst,0.5,8.2,"0,500","8,200",7704.11317489,Ah-Vl,Arnhem - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,7704.11317489657
181,557,d,557_d,557,Terneuzen Aansl.,200.2,201.2,"200,200","201,200",1000.8264169,Tnzz-Tnznw,Terneuzen Zuidzijde (Racc.) - Terneuzen Noorwegenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1000.82641690084
182,817,k,817_k,817,Vlissingen Sloehaven,600,600.7,"600,000","600,700",699.98760199,Eupwo-IJslw,Europaweg Oost - IJslandweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,699.987601998271
183,605,,605__,605,Wierden,33.2,34.2,"33,200","34,200",999.09450452,Dv-Aml,Deventer - Almelo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,999.094504520025
184,015,,015__,15,Zwolle - Kampen,88.4,101.1,"88,400","101,100",12708.22369966,Zl-Kpn,Zwolle - Kampen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12708.2236996637
185,053,,053__,53,Vught Aansl. - Boxtel,51.4,59.4,"51,400","59,400",8000.29357822,Ut-Btl,Utrecht Centraal - Boxtel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,8000.29357822555
186,621,,621__,621,Nieuwersluis=Loenen,18.2,19.4,"18,200","19,400",1203.71708265,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1203.71708265972
187,527,c,527_c,527,Haarlem,16.2,18.2,"16,200","18,200",2026.31009452,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2026.31009452679
188,587,d,587_d,587,Diemen,906.6,908.1,"906,600","908,100",1491.12841526,Wgm-Dmn,Watergraafsmeer - Diemen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1491.12841526219
189,859,,859__,859,Sas van Gent Cerestar,100,101.5,"100,000","101,500",1481.65788215,Vlkw-Wkd,Valckeweg - Westkade ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1481.65788215778
190,612,a,612_a,612,Barneveld Noord,11.9,12.3,"11,900","12,300",399.79439546,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,399.794395464903
191,553,c,553_c,553,Sittard,20.7,22.8,"20,700","22,800",2105.32304757,Mt-Vl,Maastricht - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2105.32304757383
192,080,,080__,80,Amsterdam Bijlmer - Nieuwersluis=Loenen,6,18.2,"6,000","18,200",12199.4658529,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,12199.4658529061
193,095,,095__,95,Hilversum - Blauwkapel,0.9,12.7,"0,900","12,700",11808.37982993,Hvs-Utm,Hilversum - Utrecht Maliebaan ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,11808.379829931
194,133,a,133_a,133,Amsterdam Riekerpolder - Warmond,8.505,37,"8,505","37,000",28488.99438117,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,28488.9943811786
195,831,a,831_a,831,Oss Racc. Elzenburg,100.1,102.45,"100,100","102,450",2350.13207835,O-Oelz,Oss - Oss Racc. Elzenburg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2350.13207835835
196,044,,044__,44,Ressen=Bemmel - Nijmegen,11.6,16.2,"11,600","16,200",4608.47313351,Ah-Vl,Arnhem - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,4608.47313351603
197,551,b,551_b,551,Tilburg,21.5,24.2,"21,500","24,200",2704.87827254,Bd-Ehv,Breda - Eindhoven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2704.87827254268
198,609,,609__,609,Zutphen,26.4,29.9,"26,400","29,900",3506.5029821,Ah-Zl,Arnhem - Zwolle ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3506.50298210923
199,545,a,545_a,545,Roosendaal,1.5,2.1,"1,500","2,100",597.18608842,Rsd-Bd,Roosendaal - Breda ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,597.18608842061
200,058,,058__,58,Budel Grens - Weert,53.982,62.5,"53,982","62,500",8525.77258424,Bdl-Rm,Budel - Roermond ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,8525.77258424528
201,588,,588__,588,Amsterdam Dijksgracht,0.869,3.2,"0,869","3,200",2305.12329735,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2305.12329735787
202,606,c,606_c,606,Almelo,17.6,17.7,"17,600","17,700",99.82137861,Mrb-Aml,Mariënberg - Almelo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,99.8213786170077
203,049,,049__,49,Nijmegen - Beugen,18.6,34.7,"18,600","34,700",16100.13847462,Ah-Vl,Arnhem - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,16100.1384746207
204,626,a,626_a,626,Hoorn,1.3,1.4,"1,300","1,400",100.42914998,Hn-Mbk,Hoorn - Medemblik ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,100.429149981428
205,017,,017__,17,Amersfoort Aansl. - Hattemerbroek,24,82.8,"24,000","82,800",58831.94757825,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,58831.9475782599
206,514,a,514_a,514,Nijmegen,16.2,18.6,"16,200","18,600",2396.90946894,Ah-Vl,Arnhem - Venlo ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2396.90946894553
207,839,a,839_a,839,Tilburg de Loven,100.1,101.117,"100,100","101,117",1017.22949276,Tbi-Tbio,Tilburg Industrieterrein - Tilburg De Loven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1017.2294927639
208,654,,654__,654,Assen,48.1,50.6,"48,100","50,600",2510.6474768,Mp-Gn,Meppel - Groningen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2510.64747680001
209,519,b,519_b,519,Roermond,89.056,89.4,"89,056","89,400",345.83260187,Rm-Vdpg,Roermond - Vlodrop Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,345.83260187805
210,485,k,485_k,485,Amsterdam Hemhaven (gebied),400.1,400.6,"400,100","400,600",502.6509214,Chw-Chvpa,Coenhavenweg - Amsterdam Coenhaven Pier Azië,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,502.650921404358
211,485,h,485_h,485,Amsterdam Hemhaven (gebied),325.1,325.695,"325,100","325,695",594.64321103,Chw-Vhv,Coenhavenweg - Vlothaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,594.643211031517
212,485,g,485_g,485,Amsterdam Hemhaven (gebied),250,250.51,"250,000","250,510",510.1441239,Phw-Ctl,Petroleumhavenweg - Coentunnel ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,510.144123900292
213,485,c,485_c,485,Amsterdam Hemhaven (gebied),76.774,77.9,"76,774","77,900",1070.35974065,Vhw-Nhw,Vlothavenweg - Nieuwe Hemweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1070.359740654
214,485,m,485_m,485,Amsterdam Hemhaven (gebied),300,300.755,"300,000","300,755",754.99418675,Vhw-Vhv,Vlothavenweg - Vlothaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,754.99418675234
215,485,f,485_f,485,Amsterdam Hemhaven (gebied),200.1,202.755,"200,100","202,755",2647.54546055,Vhw-Kmbw,Vlothavenweg - Kombuisweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2647.54546055633
216,485,a,485_a,485,Amsterdam Hemhaven (gebied),0,0.34,"0,000","0,340",340.16592642,Kmbw-Kjtw,Kombuisweg - Kajuitweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,340.165926427822
217,542,a,542_a,542,Dordrecht,28.5,30.6,"28,500","30,600",2110.49676847,Bd-Rtd,Breda - Rotterdam Centraal ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2110.4967684729
218,129,,129__,129,Terneuzen Aansl. - Terneuzen,28.3,30.905,"28,300","30,905",2604.13953618,Fsz-Tnz,Zelzate (B) - Terneuzen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2604.1395361886
219,667,a,667_a,667,Prinsenbeek,241.5,244.1,"241,500","244,100",2600.00466612,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2600.00466612467
220,801,k,801_k,801,Moerdijk Industrieterrein,775,775.716,"775,000","775,716",721.78591043,Ostlrw-Apw,Oostelijke Randweg - Apolloweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,721.785910437079
221,490,g,490_g,490,Amsterdam Houtrakpolder (gebied),200,200.4,"200,000","200,400",399.55559559,Aslhw-Nzlw,Australiëhavenweg - Nieuw-Zeelandweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,399.55559559975
222,092,,092__,92,Baarn - Amersfoort,37.4,42.6,"37,400","42,600",5220.95274119,Asd-Zp,Amsterdam Centraal - Zutphen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5220.95274119332
223,099,,099__,99,Breukelen - Harmelen Aansl.,0.4,7.33,"0,400","7,330",6941.90264169,Bkl-Hmla,Breukelen - Harmelen Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,6941.9026416971
224,400,,400__,400,Emmen - Weerdinge,75.8,76.1,"75,800","76,100",300.30011175,Hea-Emn,Herfte Aansl. - Emmen ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,300.300111753816
225,490,h,490_h,490,Amsterdam Houtrakpolder (gebied),300,303.304,"300,000","303,304",3304.72571243,Row-Nzkw,Ruijgoordweg - Noordzeekanaalweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3304.72571243906
226,120,b,120_b,120,Lage Zwaluwe - Roosendaal,199.949,202.4,"199,949","202,400",2450.73896441,Rsd-Rsdbw2,Roosendaal - Roosendaal Borchwerf 2 ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2450.73896441699
227,485,l,485_l,485,Amsterdam Hemhaven (gebied),450,450.7,"450,000","450,700",698.87763546,Chw-Phw,Coenhavenweg - Petroleumhavenweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,698.877635460221
228,486,f,486_f,486,Amsterdam Westhaven (gebied),350,350.7,"350,000","350,700",706.63198605,Awhv-Awhvh,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Hornhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,706.631986055293
229,486,r,486_r,486,Amsterdam Westhaven (gebied),625,625.25,"625,000","625,250",247.59796223,Awhv-Awhvtma,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Maltaweg Aansluiting ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,247.597962232672
230,486,a,486_a,486,Amsterdam Westhaven (gebied),0,1.54,"0,000","1,540",1540.1107916,Awhv-Awhvs,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Suezhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1540.11079159999
231,486,k,486_k,486,Amsterdam Westhaven (gebied),500,500.34,"500,000","500,340",334.40463581,Awhv-Awhvmh,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Mainhaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,334.404635815313
232,525,c,525_c,525,Amsterdam Singelgracht Aansl.,180,180.7,"180,000","180,700",699.56268484,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,699.562684840351
233,525,a,525_a,525,Amsterdam Singelgracht Aansl.,50.2,50.6,"50,200","50,600",399.41493664,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,399.41493664364
234,486,c,486_c,486,Amsterdam Westhaven (gebied),200.017,205.725,"200,017","205,725",5688.95428843,Awhv-Asho,Amsterdam Westhaven (gebied) - Amsterdam Sloterdijk Noord Hornweg ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,5688.95428843455
235,486,d,486_d,486,Amsterdam Westhaven (gebied),250,251.45,"250,000","251,450",1451.35059941,Awhv-Awhvsh,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Sonthaven ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1451.35059941267
236,523,c,523_c,523,Amsterdam Sloterdijk,200.581,202.345,"200,581","202,345",1777.02774818,Rdwa-Aeg,Radarweg Aansl. - Amsterdam Erasmusgracht = Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1777.02774818737
237,523,b,523_b,523,Amsterdam Sloterdijk,177.4,180,"177,400","180,000",2600.1179194,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,2600.11791940264
238,523,a,523_a,523,Amsterdam Sloterdijk,50.6,54.1,"50,600","54,100",3502.78247135,Sgra-Asra,Amsterdam Singelgracht Aansl. - Amsterdam Riekerpolder Aansl. ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,3502.78247135569
239,507,c,507_c,507,Velperbroek Aansl.,201.3,201.5,"201,300","201,500",199.16540015,Ahg-IJbw,Arnhem Goederenstation - IJsselbrug Westervoort Westzijde ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,199.165400158186
240,065,,065__,65,Heerlen - Landgraaf,19.8,21.1,"19,800","21,100",1299.19786567,Std-Hz,Sittard - Herzogenrath (D) ,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,1299.19786567111
