FID,id,filenaam,vliegdatum,se_anno_cad_data,gdb_geomattr_data,shape
vlieglijnen_kust_2010.191,31,zhol_g_199_1,12-03-2010,,,"LINESTRING (77589.5940000005 457067.2190000005, 76514.3200000003 455934.875)"
vlieglijnen_kust_2010.192,32,zhol_g_199_2,12-03-2010,,,"LINESTRING (81554.92199999839 460880.5, 76979.9059999995 456458.4690000005)"
vlieglijnen_kust_2010.193,33,zhol_g_200,10-03-2010,,,"LINESTRING (77553.2109999992 457311.9059999995, 67505.1559999995 445929.3440000005)"
vlieglijnen_kust_2010.194,34,zhol_g_201,10-03-2010,,,"LINESTRING (78472.92199999839 458130.313000001, 71054.31199999899 449743.4690000005)"
vlieglijnen_kust_2010.195,35,zhol_g_202,10-03-2010,,,"LINESTRING (78235.82800000161 457463.811999999, 70416.1090000011 448806.75)"
vlieglijnen_kust_2010.196,36,zhol_g_203,10-03-2010,,,"LINESTRING (74527.27299999818 453080.625, 77764.4609999992 456755.8440000005)"
vlieglijnen_kust_2010.197,37,zhol_g_204,10-03-2010,,,"LINESTRING (71582.38300000131 450647.7190000005, 66051.43800000101 444076.9059999995)"
vlieglijnen_kust_2010.198,38,zhol_g_205,10-03-2010,,,"LINESTRING (71956.93800000101 451009, 66727.0309999995 444555.7190000005)"
vlieglijnen_kust_2010.199,39,zhol_g_206,10-03-2010,,,"LINESTRING (71754.02299999818 450453.375, 66452.9299999997 443895.7809999995)"
vlieglijnen_kust_2010.200,40,zhol_g_207_1,10-03-2010,,,"LINESTRING (71924.7190000005 450354.5940000005, 67131.3440000005 444400.813000001)"
vlieglijnen_kust_2010.201,41,zhol_g_207_2,10-03-2010,,,"LINESTRING (76051.47700000182 455370.561999999, 66001.56300000101 442789.188000001)"
vlieglijnen_kust_2010.202,42,zhol_g_208,10-03-2010,,,"LINESTRING (67801.5 446301, 65840.9690000005 444182.438000001)"
vlieglijnen_kust_2010.203,43,zhol_g_209,10-03-2010,,,"LINESTRING (66773.39799999818 445221.8440000005, 66079.64799999818 444741.125)"
vlieglijnen_kust_2010.204,44,zhol_g_218,13-04-2010,,,"LINESTRING (70190.63300000131 447732.75, 66227.17199999839 442797.688000001)"
vlieglijnen_kust_2010.205,45,zhol_g_403,12-03-2010,,,"LINESTRING (85774.17199999839 467039.875, 89174 472893.313000001)"
vlieglijnen_kust_2010.206,46,zhol_g_404,12-04-2010,,,"LINESTRING (97050.4690000005 490132.2809999995, 98583.9609999992 493542.625)"
vlieglijnen_kust_2010.207,47,zhol_g_407,13-04-2010,,,"LINESTRING (72947.14799999818 452070.561999999, 76035.4690000005 455601.3440000005)"
vlieglijnen_kust_2010.208,48,zhol_g_408,13-04-2010,,,"LINESTRING (98299.45300000161 493806.375, 99533.64799999818 496878.875)"
vlieglijnen_kust_2010.209,0,zeeland_63g,23-04-2010,,,"LINESTRING (52068.08999999985 426435.375, 49172.66000000015 425262.5940000005)"
vlieglijnen_kust_2010.210,0,zeeland_64g,23-04-2010,,,"LINESTRING (60908.16000000015 429627.8440000005, 49164.73800000176 425486.813000001)"
vlieglijnen_kust_2010.211,0,zeeland_65g,23-04-2010,,,"LINESTRING (49226.73000000045 425798.2190000005, 60809.05900000036 429902.875)"
vlieglijnen_kust_2010.212,0,zeeland_66g,23-04-2010,,,"LINESTRING (49390.64799999818 426166.061999999, 60675.57800000161 430124.0940000005)"
vlieglijnen_kust_2010.213,0,zeeland_67g,23-04-2010,,,"LINESTRING (60359.699000000954 430246.561999999, 49723.07800000161 426567.9690000005)"
vlieglijnen_kust_2010.214,0,zeeland_68g,23-04-2010,,,"LINESTRING (57827.629000000656 429652.875, 49979.44099999964 426808.375)"
vlieglijnen_kust_2010.215,0,zeeland_69g,24-04-2010,,,"LINESTRING (60951 429359.125, 55733.82800000161 427502.4690000005)"
vlieglijnen_kust_2010.216,0,zeeland_70g,24-04-2010,,,"LINESTRING (61178.699000000954 429151.875, 57189.4299999997 427673.6559999995)"
vlieglijnen_kust_2010.217,0,zeeland_71g,24-04-2010,,,"LINESTRING (61307.6090000011 428904.5, 57511.800999999046 427499.875)"
vlieglijnen_kust_2010.218,0,zeeland_72g,24-04-2010,,,"LINESTRING (61407.370999999344 428627.875, 58050.129000000656 427456.5940000005)"
vlieglijnen_kust_2010.219,0,zeeland_73g,24-04-2010,,,"LINESTRING (61507.960999999195 428381.9059999995, 58729.73000000045 427410.0309999995)"
vlieglijnen_kust_2010.220,0,zeeland_74g,24-04-2010,,,"LINESTRING (63118.4299999997 428721.7809999995, 58722.1409999989 426994.9059999995)"
vlieglijnen_kust_2010.221,0,zeeland_75g,24-04-2010,,,"LINESTRING (61751.01199999824 427849.436999999, 58664.71900000051 426721.561999999)"
vlieglijnen_kust_2010.222,0,zeeland_76g,24-04-2010,,,"LINESTRING (62370.89799999818 427764.9690000005, 60104.01999999955 427011.0309999995)"
vlieglijnen_kust_2010.223,0,zeeland_77g,24-04-2010,,,"LINESTRING (65339.76999999955 429980.9690000005, 58889.14799999818 426429.2190000005)"
vlieglijnen_kust_2010.224,0,zeeland_78g,24-04-2010,,,"LINESTRING (66301.00800000131 430237.313000001, 63073.800999999046 428431.938000001)"
vlieglijnen_kust_2010.225,0,zeeland_79g,24-04-2010,,,"LINESTRING (65284.92199999839 427987.9690000005, 57981.39799999818 439746.875)"
vlieglijnen_kust_2010.226,0,zeeland_80g,23-04-2010,,,"LINESTRING (65329.10200000182 428440.686999999, 58090.949000000954 440217.375)"
vlieglijnen_kust_2010.227,0,zeeland_81g,23-04-2010,,,"LINESTRING (63742.35200000182 437654.4059999995, 61344.71900000051 434487.8440000005)"
vlieglijnen_kust_2010.228,0,zeeland_82g,24-04-2010,,,"LINESTRING (64709.71900000051 438393.563000001, 59881.9299999997 432520.1559999995)"
vlieglijnen_kust_2010.229,0,zeeland_83g,24-04-2010,,,"LINESTRING (64660.379000000656 437948.7190000005, 61320.42199999839 433831.0309999995)"
vlieglijnen_kust_2010.230,0,zeeland_84g,24-04-2010,,,"LINESTRING (65098.6409999989 436119.5940000005, 60813.91000000015 439234.063000001)"
vlieglijnen_kust_2010.231,0,zeeland_85g,24-04-2010,,,"LINESTRING (64737.85200000182 436748.125, 60381.6090000011 439888.6559999995)"
vlieglijnen_kust_2010.232,0,zeeland_86g,24-04-2010,,,"LINESTRING (64296.44099999964 438863.0940000005, 59177.41000000015 437012.2190000005)"
vlieglijnen_kust_2010.233,0,zeeland_87g,24-04-2010,,,"LINESTRING (63518.870999999344 438907.688000001, 58974.210999999195 437171.061999999)"
vlieglijnen_kust_2010.234,0,zeeland_88g,24-04-2010,,,"LINESTRING (63720.83999999985 439224.9690000005, 58852.26199999824 437408.938000001)"
vlieglijnen_kust_2010.235,0,zeeland_97g,24-04-2010,,,"LINESTRING (31278.079999998212 402394.875, 25873.019999999553 400726.7190000005)"
vlieglijnen_kust_2010.236,0,zeeland_08g,23-04-2010,,,"LINESTRING (19878.859000001103 380317.7809999995, 14716.570000000298 378360.2809999995)"
vlieglijnen_kust_2010.237,0,zeeland_09g,23-04-2010,,,"LINESTRING (19180.368999999017 379994.313000001, 12700.23999999836 377206.8440000005)"
vlieglijnen_kust_2010.238,0,zeeland_10g,23-04-2010,,,"LINESTRING (24721.039000000805 381742.8440000005, 12103.300000000745 376861.75)"
vlieglijnen_kust_2010.239,0,zeeland_11g,23-04-2010,,,"LINESTRING (25361.60000000149 381730.25, 12552.719999998808 376737.9690000005)"
vlieglijnen_kust_2010.240,0,zeeland_12g,23-04-2010,,,"LINESTRING (25729.08999999985 381622.563000001, 11775.14999999851 376182.686999999)"
vlieglijnen_kust_2010.241,0,zeeland_13g,23-04-2010,,,"LINESTRING (26356.89999999851 381547.625, 12553.480000000447 376261.2809999995)"
vlieglijnen_kust_2010.242,0,zeeland_14g,24-04-2010,,,"LINESTRING (29821.631000000983 380289.813000001, 26163.061000000685 381453.0940000005)"
vlieglijnen_kust_2010.243,0,zeeland_15g,24-04-2010,,,"LINESTRING (29390.289000000805 380061.2809999995, 25000.688999999315 381753)"
vlieglijnen_kust_2010.244,0,zeeland_16g,24-04-2010,,,"LINESTRING (29455.480000000447 379722.2190000005, 24522.170000001788 381712.5309999995)"
vlieglijnen_kust_2010.245,0,zeeland_17g,24-04-2010,,,"LINESTRING (32031.721000000834 385117, 28680.98999999836 385105.9690000005)"
vlieglijnen_kust_2010.246,0,zeeland_18g,24-04-2010,,,"LINESTRING (32379.359000001103 385144.9059999995, 28488.289000000805 385163.9059999995)"
vlieglijnen_kust_2010.247,0,zeeland_19g,24-04-2010,,,"LINESTRING (27339.829999998212 385978.8440000005, 24963.960999999195 388412.4690000005)"
vlieglijnen_kust_2010.248,0,zeeland_20g,24-04-2010,,,"LINESTRING (28512.320000000298 384953.2809999995, 24629.66000000015 388937.625)"
vlieglijnen_kust_2010.249,0,zeeland_21g,24-04-2010,,,"LINESTRING (29080.670000001788 384726.9059999995, 19367.140999998897 394813.125)"
vlieglijnen_kust_2010.250,0,zeeland_22g,24-04-2010,,,"LINESTRING (29399.48999999836 384782.75, 19305.618999999017 395160.311999999)"
vlieglijnen_kust_2010.251,0,zeeland_23g,24-04-2010,,,"LINESTRING (26192.800999999046 388449.625, 21443.140999998897 393336.9059999995)"
vlieglijnen_kust_2010.252,0,zeeland_24g,24-04-2010,,,"LINESTRING (25927.471000000834 388964.5940000005, 21220.688999999315 394064.9690000005)"
vlieglijnen_kust_2010.253,0,zeeland_25g,24-04-2010,,,"LINESTRING (19430.5 394765.4059999995, 19764.438999999315 396699.811999999)"
vlieglijnen_kust_2010.254,0,zeeland_26g,24-04-2010,,,"LINESTRING (19862.66000000015 396820.0309999995, 19490.570000000298 394571.625)"
vlieglijnen_kust_2010.255,0,zeeland_27g,24-04-2010,,,"LINESTRING (19579.079999998212 396438.875, 27702.811000000685 401794.8440000005)"
vlieglijnen_kust_2010.256,0,zeeland_28g,24-04-2010,,,"LINESTRING (19447.311000000685 396182.5, 28609.98999999836 402140.9690000005)"
vlieglijnen_kust_2010.257,0,zeeland_29g,24-04-2010,,,"LINESTRING (22434.640999998897 397818.1559999995, 29448.170000001788 402450.25)"
vlieglijnen_kust_2010.258,0,zeeland_30g,24-04-2010,,,"LINESTRING (29986.289000000805 402466.938000001, 25124.16000000015 399346.4059999995)"
vlieglijnen_kust_2010.259,0,zeeland_31g,24-04-2010,,,"LINESTRING (35791.30900000036 400641.5309999995, 31063.64999999851 401630.1559999995)"
vlieglijnen_kust_2010.260,0,zeeland_32g,24-04-2010,,,"LINESTRING (35559.33999999985 401020.625, 29182.390999998897 402318.7809999995)"
vlieglijnen_kust_2010.261,0,zeeland_33g,24-04-2010,,,"LINESTRING (36990.1090000011 401047.4690000005, 29656.66000000015 402422.7809999995)"
vlieglijnen_kust_2010.262,0,zeeland_34g,24-04-2010,,,"LINESTRING (36880.98800000176 401336.25, 33838.9299999997 401953.375)"
vlieglijnen_kust_2010.263,0,zeeland_35g,24-04-2010,,,"LINESTRING (37053.21900000051 402988.7809999995, 30611.050999999046 399088.9059999995)"
vlieglijnen_kust_2010.264,0,zeeland_36g,24-04-2010,,,"LINESTRING (37246.48000000045 402823.7190000005, 34188.9299999997 400919.186999999)"
vlieglijnen_kust_2010.265,0,zeeland_38g,24-04-2010,,,"LINESTRING (39555.8200000003 408627, 36456.48000000045 404722.438000001)"
vlieglijnen_kust_2010.266,0,zeeland_39g,24-04-2010,,,"LINESTRING (39811.16000000015 408573.686999999, 36671.8909999989 404551.0309999995)"
vlieglijnen_kust_2010.267,0,zeeland_40g,24-04-2010,,,"LINESTRING (40234.01199999824 408425.0309999995, 36949.199000000954 412379.3440000005)"
vlieglijnen_kust_2010.268,0,zeeland_37g,23-04-2010,,,"LINESTRING (31951.368999999017 399521.2809999995, 40618 410267.5309999995)"
vlieglijnen_kust_2010.269,0,zeeland_41g,25-04-2010,,,"LINESTRING (43121.89799999818 406023.063000001, 36717.960999999195 412907.0940000005)"
vlieglijnen_kust_2010.270,0,zeeland_42g,25-04-2010,,,"LINESTRING (37245.699000000954 411273.5, 37545.1799999997 416296.813000001)"
vlieglijnen_kust_2010.271,0,zeeland_43g,25-04-2010,,,"LINESTRING (37077.379000000656 411317.8440000005, 37094.03099999949 415636.75)"
vlieglijnen_kust_2010.272,0,zeeland_44g,25-04-2010,,,"LINESTRING (40871.57800000161 418222.4059999995, 36715 414893.0309999995)"
vlieglijnen_kust_2010.273,0,zeeland_45g,25-04-2010,,,"LINESTRING (42184.07800000161 419743.563000001, 37326.1799999997 415734.25)"
vlieglijnen_kust_2010.274,0,zeeland_46g,25-04-2010,,,"LINESTRING (37661.03099999949 416538, 44293.89799999818 418677.1559999995)"
vlieglijnen_kust_2010.275,0,zeeland_47g,25-04-2010,,,"LINESTRING (45485.9299999997 418733.625, 37270.039000000805 415925.5)"
vlieglijnen_kust_2010.276,0,zeeland_48g,25-04-2010,,,"LINESTRING (49065.33999999985 417361.8440000005, 42368.199000000954 418548.2190000005)"
vlieglijnen_kust_2010.277,0,zeeland_49g,25-04-2010,,,"LINESTRING (49626.07800000161 417450.936999999, 39362.039000000805 419275.875)"
vlieglijnen_kust_2010.278,0,zeeland_50g,25-04-2010,,,"LINESTRING (62016.210999999195 443278.6559999995, 58380.8590000011 437688.0940000005)"
vlieglijnen_kust_2010.279,0,zeeland_51_1g,25-04-2010,,,"LINESTRING (49093.82800000161 417568, 43832.039000000805 418616.8440000005)"
vlieglijnen_kust_2010.280,0,zeeland_51_2g,25-04-2010,,,"LINESTRING (62417.01999999955 443063.875, 58659.300999999046 437448.875)"
vlieglijnen_kust_2010.281,0,zeeland_52g,25-04-2010,,,"LINESTRING (61487.80900000036 443439.375, 58735.01999999955 439090.438000001)"
vlieglijnen_kust_2010.282,0,zeeland_53g,25-04-2010,,,"LINESTRING (47772.01999999955 420353.5309999995, 45771.379000000656 416036.4059999995)"
vlieglijnen_kust_2010.283,0,zeeland_54g,25-04-2010,,,"LINESTRING (46472.73000000045 416734.3440000005, 47923.4299999997 420510.25)"
vlieglijnen_kust_2010.284,0,zeeland_55g,23-04-2010,,,"LINESTRING (50337.289000000805 425549.9059999995, 46244.73800000176 415545.438000001)"
vlieglijnen_kust_2010.285,0,zeeland_56g,23-04-2010,,,"LINESTRING (51420.0700000003 427561.061999999, 47951.01999999955 418977.438000001)"
vlieglijnen_kust_2010.286,0,zeeland_57g,23-04-2010,,,"LINESTRING (51154.42199999839 426113.9690000005, 45617.0700000003 412414.875)"
vlieglijnen_kust_2010.287,0,zeeland_58g,23-04-2010,,,"LINESTRING (51195.5 425311.8440000005, 47625.210999999195 416760.8440000005)"
vlieglijnen_kust_2010.288,0,zeeland_59g,23-04-2010,,,"LINESTRING (51449.5 425407.938000001, 48966.82800000161 419371.7190000005)"
vlieglijnen_kust_2010.289,0,zeeland_60g,23-04-2010,,,"LINESTRING (50960.98800000176 422160.875, 49463.289000000805 426157.061999999)"
vlieglijnen_kust_2010.290,0,zeeland_61g,23-04-2010,,,"LINESTRING (50434.8909999989 422549.2190000005, 49301.26199999824 425920.875)"
vlieglijnen_kust_2010.291,0,zeeland_62g,23-04-2010,,,"LINESTRING (50258.58999999985 422794.313000001, 49121.92199999839 425588.1559999995)"
vlieglijnen_kust_2010.292,1,grd02,23-04-2010,,,"LINESTRING (16835.269999999553 378852.8440000005, 14202.710000000894 378003)"
vlieglijnen_kust_2010.293,2,grd03,23-04-2010,,,"LINESTRING (17182.140999998897 378345.7190000005, 3725.109999999404 374886.4690000005)"
vlieglijnen_kust_2010.294,3,grd04,23-04-2010,,,"LINESTRING (17532.35000000149 377838.063000001, 3005.309999998659 374293.563000001)"
vlieglijnen_kust_2010.295,4,grd05,23-04-2010,,,"LINESTRING (21596.730000000447 372458.9690000005, 15645.839999999851 378932.1559999995)"
vlieglijnen_kust_2010.296,1,v44,25-05-2010,,,"LINESTRING (39238.960999999195 418644.0309999995, 39323.129000000656 418740.436999999)"
vlieglijnen_kust_2010.297,2,v45,25-05-2010,,,"LINESTRING (46644.07800000161 426446.936999999, 39053.3590000011 418117.561999999)"
vlieglijnen_kust_2010.298,3,v46,25-05-2010,,,"LINESTRING (48005.28099999949 427639.125, 39155.1090000011 417069.375)"
vlieglijnen_kust_2010.299,4,v47,25-05-2010,,,"LINESTRING (39511.83999999985 416646.811999999, 49094.17199999839 427639.125)"
vlieglijnen_kust_2010.300,5,v48,25-05-2010,,,"LINESTRING (49594.83999999985 427365.875, 40658.9299999997 416885.561999999)"
vlieglijnen_kust_2010.301,6,v49,25-05-2010,,,"LINESTRING (50824.71900000051 427196.4690000005, 41090.19099999964 416508.7190000005)"
vlieglijnen_kust_2010.302,7,v51,25-05-2010,,,"LINESTRING (45521.25 420031.875, 41990.35200000182 416774.9059999995)"
