Ministerie;Leverancier;9100 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9510 - BZ specifiek;9520 - BZK specifiek;9530 - DEF specifiek;9540 - EZ specifiek;9550 - Fin specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS specifiek;Eindtotaal
BZK;Aannemersbedrijf Gebroeders Horstink B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Aannemersbedrijf H. van Beurden V.O;;;;;;;;;;;2;;;;;;;;2
BZK;Aannemersbedrijf M. Hurkmans en Zonen B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Aannemersbedrijf M.P. Drijvers B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Aannemersbedrijf P.M. Hol;;;;;;;;;;2;;;;;;;;;2
BZK;Aannemersbedrijf Roseboom B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Aannemingsbedrijf A. Tuin Den Helder B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Aannemingsbedrijf A.W.M. Meeusen en Zn. B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Aannemingsbedrijf Carlebur B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Aannemingsbedrijf Dozy B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Aannemingsbedrijf Gebr. van Stiphout B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Aannemingsbedrijf W.A.J. van Benten;;;;;;;;;;;4;;;;;;;;4
BZK;Aannemingsmaatschappij Friso B.V.;;;;;;;;;;;10;;;;;;;;10
BZK;Aannemingsmaatschappij Markus B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Aannemingsmaatschappij ZVS Eemnes B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Aannemingsmij. De Vries & Van de Wiel B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Aardnet B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;ABC Security Systems B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Abma Schreurs Advocaten B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Aboma;;;;;;;;;;;1;;;;;;;;1
BZK;ABT B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Achterberg Schilders B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Acosti Notariskantoor;;;;;;;;;;1;;;;;;;;;1
BZK;Actus Notarissen N.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Ad Hoc Beheer B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Ad Hoc Data B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Ad Hoc Security B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;ADC Archeologische Opgravingen B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;ADHOC Horecamakelaars B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;ADS-Ertner B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Adviesbureau Newton B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Aermast Holland;;;;;;;;;;;1;;;;;;;;1
BZK;AEVES B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Agel Adviseurs B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Air Group B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;AKD N.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Akro Consult B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Albron Nederland B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Alfatech;;;;;;;;;;;4;;;;;;;;4
BZK;Allure Tuinen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Alsta Nassau B.V.;;;;;;;;;;1;1;;;;;;;;1
BZK;Altavilla B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Altena Cleaning Beheer B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Altop International B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Ambiente Nederland B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Amenddak;;;;;;;;;;;7;;;;;;;;7
BZK;Ammerlaan Legal B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;AndriessenZonnevylle notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Ankerslot B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Anna Vastgoed & Cultuur;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_101;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_105;;;;;;;;;;;5;;;;;;;;5
BZK;Anoniem_BZK_106;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_109;;;;;;;;;;;3;;;;;;;;3
BZK;Anoniem_BZK_113;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_119;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_125;;;;;;;;;;;6;;;;;;;;6
BZK;Anoniem_BZK_126;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_131;;;;;;;;;;;4;;;;;;;;4
BZK;Anoniem_BZK_132;;;;;;;;;;4;;;;;;;;;4
BZK;Anoniem_BZK_139;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_143;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_147;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_152;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_155;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_156;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_162;;;;;;;;;;;3;;;;;;;;3
BZK;Anoniem_BZK_176;;;;;;;;;;;3;;;;;;;;3
BZK;Anoniem_BZK_179;;;;;;;;;;;3;;;;;;;;3
BZK;Anoniem_BZK_182;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_191;;;;;;;;;;;4;;;;;;;;4
BZK;Anoniem_BZK_199;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_200;;;;;;;;;;;3;;;;;;;;3
BZK;Anoniem_BZK_202;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_204;;;;;;;;;;;4;;;;;;;;4
BZK;Anoniem_BZK_207;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_208;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_209;;;;;;;;;;2;;;;;;;;;2
BZK;Anoniem_BZK_211;;;;;;;;;;10;;;;;;;;;10
BZK;Anoniem_BZK_216;;;;;;;;;;;8;;;;;;;;8
BZK;Anoniem_BZK_23;;;;;;;;;;;5;;;;;;;;5
BZK;Anoniem_BZK_240;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_243;;;;;;;;;;;4;;;;;;;;4
BZK;Anoniem_BZK_248;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_251;;;;;;;;;;;8;;;;;;;;8
BZK;Anoniem_BZK_26;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_263;;;;;;;;;;2;;;;;;;;;2
BZK;Anoniem_BZK_268;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_27;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_272;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_277;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_278;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_290;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_297;;;;;;;;;;;3;;;;;;;;3
BZK;Anoniem_BZK_30;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_31;;;;;;;;;;;3;;;;;;;;3
BZK;Anoniem_BZK_319;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_322;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_327;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_331;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_333;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_336;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_34;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_359;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_36;;;;;;;;;;;4;;;;;;;;4
BZK;Anoniem_BZK_366;;;;;;;;;;;3;;;;;;;;3
BZK;Anoniem_BZK_367;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_369;;;;;;;;;;;7;;;;;;;;7
BZK;Anoniem_BZK_37;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_379;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_383;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_386;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_389;;;;;;;;;;;4;;;;;;;;4
BZK;Anoniem_BZK_396;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_397;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_398;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_403;;;;;;;;;;;4;;;;;;;;4
BZK;Anoniem_BZK_404;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_405;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_406;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_407;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_408;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_41;;;;;;;;;;;3;;;;;;;;3
BZK;Anoniem_BZK_411;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_413;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_418;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_422;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_425;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_426;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_435;;;;;;;;;;1;;;;;;;;;1
BZK;Anoniem_BZK_436;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_437;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_440;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_450;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_58;;;;;;;;;;;4;;;;;;;;4
BZK;Anoniem_BZK_59;;;;;;;;;;;2;;;;;;;;2
BZK;Anoniem_BZK_65;;;;;;;;;;;1;;;;;;;;1
BZK;Anoniem_BZK_80;;;;;;;;;;;7;;;;;;;;7
BZK;Anoniem_BZK_83;;;;;;;;;;;;;;;;;;;
BZK;Anoniem_BZK_84;;;;;;;;;;;5;;;;;;;;5
BZK;Anoniem_BZK_86;;;;;;;;;;;4;;;;;;;;4
BZK;Anoniem_BZK_88;;;;;;;;;;3;;;;;;;;;3
BZK;Anoniem_BZK_91;;;;;;;;;;1;;;;;;;;;1
BZK;Antea Nederland B.V.;;;;;;;;;;2;5;;;;;;;;5
BZK;Anticimex B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Applicom Nederland B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;AquaTerra-KuiperBurger (ATKB);;;;;;;;;;;2;;;;;;;;2
BZK;Aquifer Advies B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Arcadis;;;;;;;;;;2;;;;;;;;;2
BZK;ARCADIS Nederland;;;;;;;;;;;5;;;;;;;;5
BZK;Architec B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Architechniek;;;;;;;;;;2;;;;;;;;;2
BZK;Architectenbureau De Twee Snoeken B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Architektenburo Veldman Rietbroek Smit B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Archol;;;;;;;;;;6;2;;;;;;;;7
BZK;Arends Advies;;;;;;;;;;1;;;;;;;;;1
BZK;Arnicon Projecten B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Artas Beheer B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Asbestsanering Het Zuiden B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;ASSA ABLOY Entrance Systems;;;;;;;;;;;1;;;;;;;;1
BZK;Asta Advies;;;;;;;;;;2;;;;;;;;;2
BZK;Atelier Boetzkes;;;;;;;;;;;1;;;;;;;;1
BZK;Atelier ZET;;;;;;;;;;;2;;;;;;;;2
BZK;Automatic Signal Rijsenhout B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Automatic Systems SA/NV;;;;;;;;;;;1;;;;;;;;1
BZK;Axent Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;B & L Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;B&G Hekwerk B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;B&S Taxaties;;;;;;;;;;1;;;;;;;;;1
BZK;B. van den Hoek Wegenbouw B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;B.D.M.;;;;;;;;;;1;;;;;;;;;1
BZK;B.V. Aannemingsbedrijf J.J. Meijer;;;;;;;;;;;3;;;;;;;;3
BZK;B.V. Betonbouw Curacao;;;;;;;;;;;7;;;;;;;;7
BZK;B.V. Bouw- & Aannemingsbedr. G. de Haan & Zn.;;;;;;;;;;;4;;;;;;;;4
BZK;B.V. Bouwbedrijf Breumelhof;;;;;;;;;;;4;;;;;;;;4
BZK;B.V. De Koster cs Makelaars;;;;;;;;;;1;;;;;;;;;1
BZK;B.V. Sport;;;;;;;;;;;2;;;;;;;;2
BZK;BAAC;;;;;;;;;;2;;;;;;;;;2
BZK;Baac Bur. Bouwh. Archeol. Archit.&Cult.hist.;;;;;;;;;;;2;;;;;;;;2
BZK;Bacoadviesbureau;;;;;;;;;;;2;;;;;;;;2
BZK;Balance B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;BAM Bouw en Techniek B.V.;;;;;;;;;;;9;;;;;;;;9
BZK;BAM Bouw en Techniek regio Noordwest;;;;;;;;;;7;;;;;;;;;7
BZK;BAM Infra Energie & Water Zuid B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;BAM Infra Telecom B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;BAM Infra/Van den Herik Twentekanalen V.O.F.;;;;;;;;;;1;;;;;;;;;1
BZK;BaseValue B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;BBA Binnenmilieu B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;BBA Bur. v. Bouwhist. en Architectuurgesch.;;;;;;;;;;1;;;;;;;;;1
BZK;BBA Bur. voor Bouwh. en Architect.geschied.;;;;;;;;;;;2;;;;;;;;2
BZK;BCM Consultancy B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Beelen Sloopwerken B.V.;;;;;;;;;;4;;;;;;;;;4
BZK;Beijer en Zoon B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Bejan Bouw & BetonTechniek B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Bekkers Translation Services;;;;;;;;;;1;;;;;;;;;1
BZK;Belderink & Zn. Schilders- en Spuitbedr. B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;BeoBOM B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Bergsma Drain B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Berki Brandbeveiliging B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;bGrid B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;BHA Projects B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Bicha B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;bijHanz, B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Bijlsma Hijs- en Heftechniek Joure B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Bilfinger Tebodin B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Bilfinger Tebodin Netherlands B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;BK Ingenieurs B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;BK Welding Construction;;;;;;;;;;1;2;;;;;;;;2
BZK;bke media Kommunikationssysteme GmbH & Co. KG;;;;;;;;;;;2;;;;;;;;2
BZK;Blankhart & Bronkhorst Netwerk Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;BLB NRW NL Munster;;;;;;;;;;;1;;;;;;;;1
BZK;Blinckschoon;;;;;;;;;;2;;;;;;;;;2
BZK;Bloc B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Bloem Installatieadvies;;;;;;;;;;1;;;;;;;;;1
BZK;Bloemsierkunst Futura;;;;;;;;;;;1;;;;;;;;1
BZK;Blue Star B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;BME Asbest Consult B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;BME Groep;;;;;;;;;;1;;;;;;;;;1
BZK;BNbouwbestek;;;;;;;;;;;1;;;;;;;;1
BZK;Boat Wish;;;;;;;;;;1;;;;;;;;;1
BZK;Bodac B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Boekmanstichting;;;;;;;;;;;2;;;;;;;;2
BZK;Boels Verhuur B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Boels Verhuur Zwolle;;;;;;;;;;;2;;;;;;;;2
BZK;Boersema Installatie-Adviseurs B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Boersen Bliksembeveiliging B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;bol.com B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Boomtotaalzorg;;;;;;;;;;;1;;;;;;;;1
BZK;BOOT organiserend ingenieursburo B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Borgch B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Borrenbergs Bouwbedrijf B.V.;;;;;;;;;;1;7;;;;;;;;7
BZK;Borrenbergs Projectinrichting;;;;;;;;;;;1;;;;;;;;1
BZK;Bos-, Natuur- en Landschapsbeheer Johan Rap;;;;;;;;;;;1;;;;;;;;1
BZK;Bosch & Slabbers Tuin- en Landsch.arch. B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Bosch en Slabbers Den Haag B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Bosland Adviesbureau;;;;;;;;;;1;1;;;;;;;;1
BZK;Bosscher Janssens notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Bouter B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Bouw/Rest.bedr. Van de Burgt en Strooij B.V.;;;;;;;;;;5;;;;;;;;;5
BZK;Bouwadvies;;;;;;;;;;2;;;;;;;;;2
BZK;Bouwbedrijf Bos B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Bouwbedrijf De Witte B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Bouwbedrijf Gebroeders in den Eng B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Bouwbedrijf Kreeft B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Bouwbedrijf van Norel B.V.;;;;;;;;;;;8;;;;;;;;8
BZK;Bouwcombinatie NCIA V.O.F.;;;;;;;;;;;9;;;;;;;;9
BZK;Bouwinvest Development B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Bouwstart V.O.F.;;;;;;;;;;;3;;;;;;;;3
BZK;Bouwstenen B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Bovenregionaal kantoor;;;;;;;;;;;2;;;;;;;;2
BZK;Brafon Brandveiligheidsmanagement;;;;;;;;;;;5;;;;;;;;5
BZK;Brands Bouw B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Brandsma Digitaal Meten B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Breda Bouw B.V.;;;;;;;;;;1;8;;;;;;;;8
BZK;Breedveld & Schroder;;;;;;;;;;;1;;;;;;;;1
BZK;BREEDVELD vouw- en paneelwanden;;;;;;;;;;;2;;;;;;;;2
BZK;Breijer Contractonderhoud B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Breinkorf;;;;;;;;;;;1;;;;;;;;1
BZK;Bremen Bouwadviseurs B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Breuker Vellinga Wiersma Netw. Notaris. B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Brink Management & Advies B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;BrinkBox B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Brondool B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Bron-technologie B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;BTL Realisatie B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Buko Bouwsystemen Vuren B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Buko Infrasupport B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Bullée Breedenbroek V.O.F.;;;;;;;;;;1;;;;;;;;;1
BZK;Buller & Rijnbeek Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Bureau De Wit B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Bureau Mulder-natuurlijk;;;;;;;;;;;2;;;;;;;;2
BZK;Bureau SEP B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Bureau voor ruimte & vrije tijd;;;;;;;;;;;2;;;;;;;;2
BZK;Bureau Waardenburg B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;bureau ZWIRT;;;;;;;;;;;2;;;;;;;;2
BZK;Burgy Bouwbedrijf B.V.;;;;;;;;;;5;;;;;;;;;5
BZK;Burns & McDonnell Global Inc.;;;;;;;;;;;4;;;;;;;;4
BZK;Buro Bentheimer;;;;;;;;;;1;;;;;;;;;1
BZK;BURO LUBBERS landschapsarch.& stedenbouw BV;;;;;;;;;;2;;;;;;;;;2
BZK;Buro SL B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;Butijn&Wegink notarissen en adviseurs;;;;;;;;;;1;;;;;;;;;1
BZK;Buveco Gasdetection B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;BVA Auctions B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;BVELD B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;By Proxy B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;CAD & Company Building Solutions B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;CAG;;;;;;;;;;;7;;;;;;;;7
BZK;Camelot Vastgoedbeheer en Beveiliging B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Caminada Notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;Cannock Chase;;;;;;;;;;2;;;;;;;;;2
BZK;Caraad Belastingadviseurs B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Care Asbestos Remediation Engineering (Curaçao) B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Caribbean Coastal & Civil Engineering N.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Carmabi Foundation;;;;;;;;;;;2;;;;;;;;2
BZK;CBRE DOF Custodian B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;CEN B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Centraal Bureau Bouwbegeleiding B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Centraal Bureau voor Genealogie;;;;;;;;;;3;;;;;;;;;3
BZK;Centrica Business Solutions B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Cepezed Projects B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;CertiQ B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;CHS Technical Contracting & Trading Company N.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Chubb Fire & Security B.V.;;;;;;;;;;;5;;;;;;;;5
BZK;Cie. Assist B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Circular Interiors B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;CM3 custom-made B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Coform B.V.;;;;;;;;;;1;1;;;;;;;;1
BZK;Colette Cramer;;;;;;;;;;;1;;;;;;;;1
BZK;Compagnon B.V.;;;;;;;;;;2;;;;;;;;;2
BZK;COMPAREX Nederland B.V.;;;;;;;;;;5;;;;;;;;;5
BZK;Conan B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;Con-c B.V.;;;;;;;;;;3;;;;;;;;;3
BZK;Conradi's Constructie;;;;;;;;;;;2;;;;;;;;2
BZK;Copier Water B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;Cornelissen Aannemingsbedrijf B.V.;;;;;;;;;;;;;;;;;;;
BZK;Cratos Risk B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Cretio;;;;;;;;;;1;;;;;;;;;1
BZK;Crimson Historians and Urbanists;;;;;;;;;;1;;;;;;;;;1
BZK;Croon advocaten N.V.;;;;;;;;;;;3;;;;;;;;3
BZK;Croon Elektrotechniek B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;CSC Installatie B.V.;;;;;;;;;;;6;;;;;;;;6
BZK;Cuppens en Zn. Aannemers B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;Cushman & Wakefield V.O.F.;;;;;;;;;;1;1;;;;;;;;1
BZK;Customize-it B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;CXTechniek Adviesburo;;;;;;;;;;;1;;;;;;;;1
BZK;D en V Vastgoedontwikkeling B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;D&B Installatiewerken B.V.;;;;;;;;;;;3;;;;;;;;3
BZK;D. ten Hove Consultancy B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;Daan Spaansen;;;;;;;;;;;1;;;;;;;;1
BZK;DÃƒÂ© Vastgoedbeschermer B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;Damen Shipyards Den Helder B.V.;;;;;;;;;;;4;;;;;;;;4
BZK;DBH Business Services International B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;de Baarnse notarissen;;;;;;;;;;1;;;;;;;;;1
BZK;de Bouwecoloog;;;;;;;;;;1;;;;;;;;;1
BZK;De Enk Groen & Golf B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;De Horizon Uitvaartverzorging;;;;;;;;;;1;;;;;;;;;1
BZK;De Kabath Vastgoedbeheer B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;De Kabath Vastgoedbescherming B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;De Kerf & Van Sprang Notarissen B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;De Kok Bouwgroep;;;;;;;;;;;7;;;;;;;;7
BZK;De Kroon Specialist. Reinigingsdiensten B.V.;;;;;;;;;;1;;;;;;;;;1
BZK;De Landgoederij B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;De Lekkernij/'t Anker;;;;;;;;;;;1;;;;;;;;1
BZK;De Meeuw Oirschot B.V.;;;;;;;;;;;7;;;;;;;;7
BZK;De Meeuw Verhuur Nederland B.V.;;;;;;;;;;;2;;;;;;;;2
BZK;De Mik Adviesbureau;;;;;;;;;;1;;;;;;;;;1
BZK;De Mul Zegger Advocaten;;;;;;;;;;1;;;;;;;;;1
BZK;De Noordhoek;;;;;;;;;;;1;;;;;;;;1
BZK;De Pier Horeca B.V.;;;;;;;;;;;1;;;;;;;;1
BZK;De Rivieren Notarissen;;;;;;;;;;1;;;;;;;;;1
