FID,bladnr,se_anno_cad_data,gdb_geomattr_data,shape
dtb_kaartbladen.218,d31dz,,,"POLYGON ((120000 450000, 110000 450000, 110000 456250, 120000 456250, 120000 450000))"
dtb_kaartbladen.219,d31gz,,,"POLYGON ((130000 450000, 120000 450000, 120000 456250, 130000 456250, 130000 450000))"
dtb_kaartbladen.220,d31hz,,,"POLYGON ((140000 450000, 130000 450000, 130000 456250, 140000 456250, 140000 450000))"
dtb_kaartbladen.221,d32cz,,,"POLYGON ((150000 450000, 140000 450000, 140000 456250, 150000 456250, 150000 450000))"
dtb_kaartbladen.222,d32dz,,,"POLYGON ((160000 450000, 150000 450000, 150000 456250, 160000 456250, 160000 450000))"
dtb_kaartbladen.223,d32gz,,,"POLYGON ((170000 450000, 160000 450000, 160000 456250, 170000 456250, 170000 450000))"
dtb_kaartbladen.224,d32hz,,,"POLYGON ((180000 450000, 170000 450000, 170000 456250, 180000 456250, 180000 450000))"
dtb_kaartbladen.225,d33dz,,,"POLYGON ((200000 450000, 190000 450000, 190000 456250, 200000 456250, 200000 450000))"
dtb_kaartbladen.226,d33gz,,,"POLYGON ((210000 450000, 200000 450000, 200000 456250, 210000 456250, 210000 450000))"
dtb_kaartbladen.227,d33hz,,,"POLYGON ((220000 450000, 210000 450000, 210000 456250, 220000 456250, 220000 450000))"
dtb_kaartbladen.228,d34dz,,,"POLYGON ((240000 450000, 230000 450000, 230000 456250, 240000 456250, 240000 450000))"
dtb_kaartbladen.229,d34gz,,,"POLYGON ((250000 450000, 240000 450000, 240000 456250, 250000 456250, 250000 450000))"
dtb_kaartbladen.230,d37an,,,"POLYGON ((70000 443750, 60000 443750, 60000 450000, 70000 450000, 70000 443750))"
dtb_kaartbladen.231,d37bn,,,"POLYGON ((80000 443750, 70000 443750, 70000 450000, 80000 450000, 80000 443750))"
dtb_kaartbladen.232,d37en,,,"POLYGON ((90000 443750, 80000 443750, 80000 450000, 90000 450000, 90000 443750))"
dtb_kaartbladen.233,d37fn,,,"POLYGON ((100000 443750, 90000 443750, 90000 450000, 100000 450000, 100000 443750))"
dtb_kaartbladen.234,d38an,,,"POLYGON ((110000 443750, 100000 443750, 100000 450000, 110000 450000, 110000 443750))"
dtb_kaartbladen.235,d38bn,,,"POLYGON ((120000 443750, 110000 443750, 110000 450000, 120000 450000, 120000 443750))"
dtb_kaartbladen.236,d38en,,,"POLYGON ((130000 443750, 120000 443750, 120000 450000, 130000 450000, 130000 443750))"
dtb_kaartbladen.237,d38fn,,,"POLYGON ((140000 443750, 130000 443750, 130000 450000, 140000 450000, 140000 443750))"
dtb_kaartbladen.238,d39an,,,"POLYGON ((150000 443750, 140000 443750, 140000 450000, 150000 450000, 150000 443750))"
dtb_kaartbladen.239,d39bn,,,"POLYGON ((160000 443750, 150000 443750, 150000 450000, 160000 450000, 160000 443750))"
dtb_kaartbladen.240,d39en,,,"POLYGON ((170000 443750, 160000 443750, 160000 450000, 170000 450000, 170000 443750))"
dtb_kaartbladen.241,d39fn,,,"POLYGON ((180000 443750, 170000 443750, 170000 450000, 180000 450000, 180000 443750))"
dtb_kaartbladen.242,d40an,,,"POLYGON ((190000 443750, 180000 443750, 180000 450000, 190000 450000, 190000 443750))"
dtb_kaartbladen.243,d40bn,,,"POLYGON ((200000 443750, 190000 443750, 190000 450000, 200000 450000, 200000 443750))"
dtb_kaartbladen.244,d40en,,,"POLYGON ((210000 443750, 200000 443750, 200000 450000, 210000 450000, 210000 443750))"
dtb_kaartbladen.245,d41bn,,,"POLYGON ((240000 443750, 230000 443750, 230000 450000, 240000 450000, 240000 443750))"
dtb_kaartbladen.246,d37az,,,"POLYGON ((70000 437500, 60000 437500, 60000 443750, 70000 443750, 70000 437500))"
dtb_kaartbladen.247,d37bz,,,"POLYGON ((80000 437500, 70000 437500, 70000 443750, 80000 443750, 80000 437500))"
dtb_kaartbladen.248,d37ez,,,"POLYGON ((90000 437500, 80000 437500, 80000 443750, 90000 443750, 90000 437500))"
dtb_kaartbladen.249,d37fz,,,"POLYGON ((100000 437500, 90000 437500, 90000 443750, 100000 443750, 100000 437500))"
dtb_kaartbladen.250,d38az,,,"POLYGON ((110000 437500, 100000 437500, 100000 443750, 110000 443750, 110000 437500))"
dtb_kaartbladen.251,d38bz,,,"POLYGON ((120000 437500, 110000 437500, 110000 443750, 120000 443750, 120000 437500))"
dtb_kaartbladen.252,d38ez,,,"POLYGON ((130000 437500, 120000 437500, 120000 443750, 130000 443750, 130000 437500))"
dtb_kaartbladen.253,d38fz,,,"POLYGON ((140000 437500, 130000 437500, 130000 443750, 140000 443750, 140000 437500))"
dtb_kaartbladen.254,d39az,,,"POLYGON ((150000 437500, 140000 437500, 140000 443750, 150000 443750, 150000 437500))"
dtb_kaartbladen.255,d39bz,,,"POLYGON ((160000 437500, 150000 437500, 150000 443750, 160000 443750, 160000 437500))"
dtb_kaartbladen.256,d39ez,,,"POLYGON ((170000 437500, 160000 437500, 160000 443750, 170000 443750, 170000 437500))"
dtb_kaartbladen.257,d39fz,,,"POLYGON ((180000 437500, 170000 437500, 170000 443750, 180000 443750, 180000 437500))"
dtb_kaartbladen.258,d40az,,,"POLYGON ((190000 437500, 180000 437500, 180000 443750, 190000 443750, 190000 437500))"
dtb_kaartbladen.259,d40bz,,,"POLYGON ((200000 437500, 190000 437500, 190000 443750, 200000 443750, 200000 437500))"
dtb_kaartbladen.260,d40ez,,,"POLYGON ((210000 437500, 200000 437500, 200000 443750, 210000 443750, 210000 437500))"
dtb_kaartbladen.261,d40fz,,,"POLYGON ((220000 437500, 210000 437500, 210000 443750, 220000 443750, 220000 437500))"
dtb_kaartbladen.262,d41az,,,"POLYGON ((230000 437500, 220000 437500, 220000 443750, 230000 443750, 230000 437500))"
dtb_kaartbladen.263,d41bz,,,"POLYGON ((240000 437500, 230000 437500, 230000 443750, 240000 443750, 240000 437500))"
dtb_kaartbladen.264,d37dn,,,"POLYGON ((80000 431250, 70000 431250, 70000 437500, 80000 437500, 80000 431250))"
dtb_kaartbladen.265,d37gn,,,"POLYGON ((90000 431250, 80000 431250, 80000 437500, 90000 437500, 90000 431250))"
dtb_kaartbladen.266,d37hn,,,"POLYGON ((100000 431250, 90000 431250, 90000 437500, 100000 437500, 100000 431250))"
dtb_kaartbladen.267,d38cn,,,"POLYGON ((110000 431250, 100000 431250, 100000 437500, 110000 437500, 110000 431250))"
dtb_kaartbladen.268,d38dn,,,"POLYGON ((120000 431250, 110000 431250, 110000 437500, 120000 437500, 120000 431250))"
dtb_kaartbladen.269,d38gn,,,"POLYGON ((130000 431250, 120000 431250, 120000 437500, 130000 437500, 130000 431250))"
dtb_kaartbladen.270,d38hn,,,"POLYGON ((140000 431250, 130000 431250, 130000 437500, 140000 437500, 140000 431250))"
dtb_kaartbladen.271,d39cn,,,"POLYGON ((150000 431250, 140000 431250, 140000 437500, 150000 437500, 150000 431250))"
dtb_kaartbladen.272,d39dn,,,"POLYGON ((160000 431250, 150000 431250, 150000 437500, 160000 437500, 160000 431250))"
dtb_kaartbladen.273,d39gn,,,"POLYGON ((170000 431250, 160000 431250, 160000 437500, 170000 437500, 170000 431250))"
dtb_kaartbladen.274,d39hn,,,"POLYGON ((180000 431250, 170000 431250, 170000 437500, 180000 437500, 180000 431250))"
dtb_kaartbladen.275,d40cn,,,"POLYGON ((190000 431250, 180000 431250, 180000 437500, 190000 437500, 190000 431250))"
dtb_kaartbladen.276,d40dn,,,"POLYGON ((200000 431250, 190000 431250, 190000 437500, 200000 437500, 200000 431250))"
dtb_kaartbladen.277,d40gn,,,"POLYGON ((210000 431250, 200000 431250, 200000 437500, 210000 437500, 210000 431250))"
dtb_kaartbladen.278,d36hz,,,"POLYGON ((50000 425000, 49000 425000, 49000 431250, 58000 431250, 60000 431250, 60000 425000, 50000 425000))"
dtb_kaartbladen.279,d37cz,,,"POLYGON ((70000 425000, 60000 425000, 60000 431250, 70000 431250, 70000 425000))"
dtb_kaartbladen.280,d37dz,,,"POLYGON ((80000 425000, 70000 425000, 70000 431250, 80000 431250, 80000 425000))"
dtb_kaartbladen.281,d37gz,,,"POLYGON ((90000 425000, 80000 425000, 80000 431250, 90000 431250, 90000 425000))"
dtb_kaartbladen.282,d37hz,,,"POLYGON ((100000 425000, 90000 425000, 90000 431250, 100000 431250, 100000 425000))"
dtb_kaartbladen.283,d38cz,,,"POLYGON ((110000 425000, 100000 425000, 100000 431250, 110000 431250, 110000 425000))"
dtb_kaartbladen.284,d38dz,,,"POLYGON ((120000 425000, 110000 425000, 110000 431250, 120000 431250, 120000 425000))"
dtb_kaartbladen.285,d38gz,,,"POLYGON ((130000 425000, 120000 425000, 120000 431250, 130000 431250, 130000 425000))"
dtb_kaartbladen.286,d38hz,,,"POLYGON ((140000 425000, 130000 425000, 130000 431250, 140000 431250, 140000 425000))"
dtb_kaartbladen.287,d39cz,,,"POLYGON ((150000 425000, 140000 425000, 140000 431250, 150000 431250, 150000 425000))"
dtb_kaartbladen.288,d39dz,,,"POLYGON ((160000 425000, 150000 425000, 150000 431250, 160000 431250, 160000 425000))"
dtb_kaartbladen.289,d39gz,,,"POLYGON ((170000 425000, 160000 425000, 160000 431250, 170000 431250, 170000 425000))"
dtb_kaartbladen.290,d39hz,,,"POLYGON ((180000 425000, 170000 425000, 170000 431250, 180000 431250, 180000 425000))"
dtb_kaartbladen.291,d40cz,,,"POLYGON ((190000 425000, 180000 425000, 180000 431250, 190000 431250, 190000 425000))"
dtb_kaartbladen.292,d40dz,,,"POLYGON ((200000 425000, 190000 425000, 190000 431250, 200000 431250, 200000 425000))"
dtb_kaartbladen.293,d40gz,,,"POLYGON ((201000 425000, 200000 425000, 200000 431250, 210000 431250, 210000 425000, 201000 425000))"
dtb_kaartbladen.294,d40hz,,,"POLYGON ((220000 425000, 210000 425000, 210000 431250, 220000 431250, 220000 425000))"
dtb_kaartbladen.295,d42en,,,"POLYGON ((50000 418750, 40000 418750, 40000 425000, 49000 425000, 50000 425000, 50000 418750))"
dtb_kaartbladen.296,d42fn,,,"POLYGON ((60000 418750, 50000 418750, 50000 425000, 60000 425000, 60000 418750))"
dtb_kaartbladen.297,d43an,,,"POLYGON ((70000 418750, 60000 418750, 60000 425000, 70000 425000, 70000 418750))"
dtb_kaartbladen.298,d43bn,,,"POLYGON ((80000 418750, 70000 418750, 70000 425000, 80000 425000, 80000 418750))"
dtb_kaartbladen.299,d43en,,,"POLYGON ((90000 418750, 80000 418750, 80000 425000, 90000 425000, 90000 418750))"
dtb_kaartbladen.300,d43fn,,,"POLYGON ((100000 418750, 90000 418750, 90000 425000, 100000 425000, 100000 418750))"
dtb_kaartbladen.301,d44an,,,"POLYGON ((110000 418750, 100000 418750, 100000 425000, 110000 425000, 110000 418750))"
dtb_kaartbladen.302,d44bn,,,"POLYGON ((120000 418750, 110000 418750, 110000 425000, 120000 425000, 120000 418750))"
dtb_kaartbladen.303,d44en,,,"POLYGON ((130000 418750, 120000 418750, 120000 425000, 130000 425000, 130000 418750))"
dtb_kaartbladen.304,d44fn,,,"POLYGON ((140000 418750, 130000 418750, 130000 425000, 140000 425000, 140000 418750))"
dtb_kaartbladen.305,d45an,,,"POLYGON ((150000 418750, 140000 418750, 140000 425000, 150000 425000, 150000 418750))"
dtb_kaartbladen.306,d45bn,,,"POLYGON ((160000 418750, 150000 418750, 150000 425000, 160000 425000, 160000 418750))"
dtb_kaartbladen.307,d45en,,,"POLYGON ((170000 418750, 160000 418750, 160000 425000, 170000 425000, 170000 418750))"
dtb_kaartbladen.308,d45fn,,,"POLYGON ((180000 418750, 170000 418750, 170000 425000, 180000 425000, 180000 418750))"
dtb_kaartbladen.309,d46an,,,"POLYGON ((190000 418750, 180000 418750, 180000 425000, 190000 425000, 190000 418750))"
dtb_kaartbladen.310,d42ez,,,"POLYGON ((50000 412500, 40000 412500, 40000 417500, 40000 418750, 50000 418750, 50000 412500))"
dtb_kaartbladen.311,d42fz,,,"POLYGON ((60000 412500, 50000 412500, 50000 418750, 60000 418750, 60000 412500))"
dtb_kaartbladen.312,d43az,,,"POLYGON ((70000 412500, 60000 412500, 60000 418750, 70000 418750, 70000 412500))"
dtb_kaartbladen.313,d43bz,,,"POLYGON ((80000 412500, 70000 412500, 70000 418750, 80000 418750, 80000 412500))"
dtb_kaartbladen.314,d43ez,,,"POLYGON ((90000 412500, 80000 412500, 80000 418750, 90000 418750, 90000 412500))"
dtb_kaartbladen.315,d43fz,,,"POLYGON ((100000 412500, 90000 412500, 90000 418750, 100000 418750, 100000 412500))"
dtb_kaartbladen.316,d44az,,,"POLYGON ((110000 412500, 100000 412500, 100000 418750, 110000 418750, 110000 412500))"
dtb_kaartbladen.317,d44bz,,,"POLYGON ((120000 412500, 110000 412500, 110000 418750, 120000 418750, 120000 412500))"
dtb_kaartbladen.318,d44ez,,,"POLYGON ((130000 412500, 120000 412500, 120000 418750, 130000 418750, 130000 412500))"
dtb_kaartbladen.319,d44fz,,,"POLYGON ((140000 412500, 130000 412500, 130000 418750, 140000 418750, 140000 412500))"
dtb_kaartbladen.320,d45az,,,"POLYGON ((150000 412500, 140000 412500, 140000 418750, 150000 418750, 150000 412500))"
dtb_kaartbladen.321,d45bz,,,"POLYGON ((160000 412500, 150000 412500, 150000 418750, 160000 418750, 160000 412500))"
dtb_kaartbladen.322,d45ez,,,"POLYGON ((170000 412500, 160000 412500, 160000 418750, 170000 418750, 170000 412500))"
dtb_kaartbladen.323,d45fz,,,"POLYGON ((180000 412500, 170000 412500, 170000 418750, 180000 418750, 180000 412500))"
dtb_kaartbladen.324,d46az,,,"POLYGON ((190000 412500, 180000 412500, 180000 418750, 190000 418750, 190000 412500))"
dtb_kaartbladen.325,d46bz,,,"POLYGON ((200000 412500, 190000 412500, 190000 418750, 201000 418750, 201000 412500, 200000 412500))"
dtb_kaartbladen.326,d42dn,,,"POLYGON ((40000 406250, 34000 406250, 34000 418500, 40000 418500, 40000 412500, 40000 406250))"
dtb_kaartbladen.327,d42gn,,,"POLYGON ((50000 406250, 40000 406250, 40000 412500, 50000 412500, 50000 406250))"
dtb_kaartbladen.328,d42hn,,,"POLYGON ((60000 406250, 50000 406250, 50000 412500, 60000 412500, 60000 406250))"
dtb_kaartbladen.329,d43cn,,,"POLYGON ((70000 406250, 60000 406250, 60000 412500, 70000 412500, 70000 406250))"
dtb_kaartbladen.330,d43dn,,,"POLYGON ((80000 406250, 70000 406250, 70000 412500, 80000 412500, 80000 406250))"
dtb_kaartbladen.331,d43gn,,,"POLYGON ((90000 406250, 80000 406250, 80000 412500, 90000 412500, 90000 406250))"
dtb_kaartbladen.332,d43hn,,,"POLYGON ((100000 406250, 90000 406250, 90000 412500, 100000 412500, 100000 406250))"
dtb_kaartbladen.333,d44cn,,,"POLYGON ((110000 406250, 100000 406250, 100000 412500, 110000 412500, 110000 406250))"
dtb_kaartbladen.334,d44dn,,,"POLYGON ((120000 406250, 110000 406250, 110000 412500, 120000 412500, 120000 406250))"
dtb_kaartbladen.335,d44gn,,,"POLYGON ((130000 406250, 120000 406250, 120000 412500, 130000 412500, 130000 406250))"
dtb_kaartbladen.336,d44hn,,,"POLYGON ((140000 406250, 130000 406250, 130000 412500, 140000 412500, 140000 406250))"
dtb_kaartbladen.337,d45cn,,,"POLYGON ((150000 406250, 140000 406250, 140000 412500, 150000 412500, 150000 406250))"
dtb_kaartbladen.338,d45dn,,,"POLYGON ((160000 406250, 150000 406250, 150000 412500, 160000 412500, 160000 406250))"
dtb_kaartbladen.339,d45gn,,,"POLYGON ((170000 406250, 160000 406250, 160000 412500, 170000 412500, 170000 406250))"
dtb_kaartbladen.340,d45hn,,,"POLYGON ((180000 406250, 170000 406250, 170000 412500, 180000 412500, 180000 406250))"
dtb_kaartbladen.341,d46cn,,,"POLYGON ((190000 406250, 180000 406250, 180000 412500, 190000 412500, 190000 406250))"
dtb_kaartbladen.342,d46dn,,,"POLYGON ((200000 406250, 190000 406250, 190000 412500, 200000 412500, 200000 406250))"
dtb_kaartbladen.343,d46gn,,,"POLYGON ((210000 406250, 200000 406250, 200000 412500, 201000 412500, 210000 412500, 210000 406250))"
dtb_kaartbladen.344,d42cz,,,"POLYGON ((30000 400000, 19000 400000, 19000 406250, 30000 406250, 30000 400000))"
dtb_kaartbladen.345,d42dz,,,"POLYGON ((40000 400000, 30000 400000, 30000 406250, 34000 406250, 40000 406250, 40000 400000))"
dtb_kaartbladen.346,d42gz,,,"POLYGON ((50000 400000, 40000 400000, 40000 406250, 50000 406250, 50000 400000))"
dtb_kaartbladen.347,d42hz,,,"POLYGON ((60000 400000, 50000 400000, 50000 406250, 60000 406250, 60000 400000))"
dtb_kaartbladen.348,d43cz,,,"POLYGON ((70000 400000, 60000 400000, 60000 406250, 70000 406250, 70000 400000))"
dtb_kaartbladen.349,d43dz,,,"POLYGON ((80000 400000, 70000 400000, 70000 406250, 80000 406250, 80000 400000))"
dtb_kaartbladen.350,d43gz,,,"POLYGON ((90000 400000, 80000 400000, 80000 406250, 90000 406250, 90000 400000))"
dtb_kaartbladen.351,d43hz,,,"POLYGON ((100000 400000, 90000 400000, 90000 406250, 100000 406250, 100000 400000))"
dtb_kaartbladen.352,d44cz,,,"POLYGON ((110000 400000, 100000 400000, 100000 406250, 110000 406250, 110000 400000))"
dtb_kaartbladen.353,d44dz,,,"POLYGON ((120000 400000, 110000 400000, 110000 406250, 120000 406250, 120000 400000))"
dtb_kaartbladen.354,d44gz,,,"POLYGON ((130000 400000, 120000 400000, 120000 406250, 130000 406250, 130000 400000))"
dtb_kaartbladen.355,d44hz,,,"POLYGON ((140000 400000, 130000 400000, 130000 406250, 140000 406250, 140000 400000))"
dtb_kaartbladen.356,d45cz,,,"POLYGON ((150000 400000, 140000 400000, 140000 406250, 150000 406250, 150000 400000))"
dtb_kaartbladen.357,d45dz,,,"POLYGON ((160000 400000, 150000 400000, 150000 406250, 160000 406250, 160000 400000))"
dtb_kaartbladen.358,d45gz,,,"POLYGON ((170000 400000, 160000 400000, 160000 406250, 170000 406250, 170000 400000))"
dtb_kaartbladen.359,d46dz,,,"POLYGON ((200000 400000, 190000 400000, 190000 406250, 200000 406250, 200000 400000))"
dtb_kaartbladen.360,d46gz,,,"POLYGON ((210000 400000, 200000 400000, 200000 406250, 210000 406250, 210000 400000))"
dtb_kaartbladen.361,d48an,,,"POLYGON ((20000 393750, 19000 393750, 19000 400000, 30000 400000, 30000 393750, 20000 393750))"
dtb_kaartbladen.362,d48bn,,,"POLYGON ((40000 393750, 30000 393750, 30000 400000, 40000 400000, 40000 393750))"
dtb_kaartbladen.363,d48en,,,"POLYGON ((50000 393750, 40000 393750, 40000 400000, 50000 400000, 50000 393750))"
dtb_kaartbladen.364,d48fn,,,"POLYGON ((60000 393750, 50000 393750, 50000 400000, 60000 400000, 60000 393750))"
dtb_kaartbladen.365,d49an,,,"POLYGON ((70000 393750, 60000 393750, 60000 400000, 70000 400000, 70000 393750))"
dtb_kaartbladen.366,d49bn,,,"POLYGON ((80000 393750, 70000 393750, 70000 400000, 80000 400000, 80000 393750))"
dtb_kaartbladen.367,d49en,,,"POLYGON ((90000 393750, 80000 393750, 80000 400000, 90000 400000, 90000 393750))"
dtb_kaartbladen.368,d49fn,,,"POLYGON ((100000 393750, 90000 393750, 90000 400000, 100000 400000, 100000 393750))"
dtb_kaartbladen.369,d50an,,,"POLYGON ((110000 393750, 100000 393750, 100000 400000, 110000 400000, 110000 393750))"
dtb_kaartbladen.370,d50bn,,,"POLYGON ((120000 393750, 110000 393750, 110000 400000, 120000 400000, 120000 393750))"
dtb_kaartbladen.371,d50en,,,"POLYGON ((130000 393750, 120000 393750, 120000 400000, 130000 400000, 130000 393750))"
dtb_kaartbladen.372,d50fn,,,"POLYGON ((140000 393750, 130000 393750, 130000 400000, 140000 400000, 140000 393750))"
dtb_kaartbladen.373,d51an,,,"POLYGON ((150000 393750, 140000 393750, 140000 400000, 150000 400000, 150000 393750))"
dtb_kaartbladen.374,d51bn,,,"POLYGON ((160000 393750, 150000 393750, 150000 400000, 160000 400000, 160000 393750))"
dtb_kaartbladen.375,d51en,,,"POLYGON ((170000 393750, 160000 393750, 160000 400000, 170000 400000, 170000 393750))"
dtb_kaartbladen.376,d51fn,,,"POLYGON ((180000 393750, 170000 393750, 170000 400000, 180000 400000, 180000 393750))"
dtb_kaartbladen.377,d52bn,,,"POLYGON ((200000 393750, 190000 393750, 190000 400000, 200000 400000, 200000 393750))"
dtb_kaartbladen.378,d52en,,,"POLYGON ((210000 393750, 200000 393750, 200000 400000, 210000 400000, 210000 395000, 210000 393750))"
dtb_kaartbladen.379,d52fz,,,"POLYGON ((220000 387500, 210000 387500, 210000 393750, 210000 395000, 220000 395000, 220000 387500))"
dtb_kaartbladen.380,d48az,,,"POLYGON ((30000 387500, 20000 387500, 20000 393750, 30000 393750, 30000 387500))"
dtb_kaartbladen.381,d48bz,,,"POLYGON ((40000 387500, 30000 387500, 30000 393750, 40000 393750, 40000 387500))"
dtb_kaartbladen.382,d48ez,,,"POLYGON ((50000 387500, 40000 387500, 40000 393750, 50000 393750, 50000 387500))"
dtb_kaartbladen.383,d48fz,,,"POLYGON ((60000 387500, 50000 387500, 50000 393750, 60000 393750, 60000 387500))"
dtb_kaartbladen.384,d49az,,,"POLYGON ((70000 387500, 60000 387500, 60000 393750, 70000 393750, 70000 387500))"
dtb_kaartbladen.385,d49bz,,,"POLYGON ((80000 387500, 70000 387500, 70000 393750, 80000 393750, 80000 387500))"
dtb_kaartbladen.386,d49ez,,,"POLYGON ((90000 387500, 80000 387500, 80000 393750, 90000 393750, 90000 387500))"
dtb_kaartbladen.387,d49fz,,,"POLYGON ((100000 387500, 90000 387500, 90000 393750, 100000 393750, 100000 387500))"
dtb_kaartbladen.388,d50az,,,"POLYGON ((110000 387500, 100000 387500, 100000 393750, 110000 393750, 110000 387500))"
dtb_kaartbladen.389,d50bz,,,"POLYGON ((120000 387500, 110000 387500, 110000 393750, 120000 393750, 120000 387500))"
dtb_kaartbladen.390,d50fz,,,"POLYGON ((140000 387500, 130000 387500, 130000 393750, 140000 393750, 140000 387500))"
dtb_kaartbladen.391,d51az,,,"POLYGON ((150000 387500, 140000 387500, 140000 393750, 150000 393750, 150000 387500))"
dtb_kaartbladen.392,d51bz,,,"POLYGON ((160000 387500, 150000 387500, 150000 393750, 160000 393750, 160000 387500))"
dtb_kaartbladen.393,d51ez,,,"POLYGON ((170000 387500, 160000 387500, 160000 393750, 170000 393750, 170000 387500))"
dtb_kaartbladen.394,d51fz,,,"POLYGON ((180000 387500, 170000 387500, 170000 393750, 180000 393750, 180000 387500))"
dtb_kaartbladen.395,d52bz,,,"POLYGON ((200000 387500, 190000 387500, 190000 393750, 200000 393750, 200000 387500))"
dtb_kaartbladen.396,d52ez,,,"POLYGON ((210000 387500, 200000 387500, 200000 393750, 210000 393750, 210000 387500))"
dtb_kaartbladen.397,d48cn,,,"POLYGON ((30000 381250, 20000 381250, 20000 387500, 30000 387500, 30000 381250))"
dtb_kaartbladen.398,d48dn,,,"POLYGON ((40000 381250, 30000 381250, 30000 387500, 40000 387500, 40000 381250))"
dtb_kaartbladen.399,d48gn,,,"POLYGON ((50000 381250, 40000 381250, 40000 387500, 50000 387500, 50000 381250))"
dtb_kaartbladen.400,d48hn,,,"POLYGON ((60000 381250, 50000 381250, 50000 387500, 60000 387500, 60000 381250))"
dtb_kaartbladen.401,d49cn,,,"POLYGON ((70000 381250, 60000 381250, 60000 387500, 70000 387500, 70000 381250))"
dtb_kaartbladen.402,d49dn,,,"POLYGON ((80000 381250, 70000 381250, 70000 387500, 80000 387500, 80000 381250))"
dtb_kaartbladen.403,d49gn,,,"POLYGON ((90000 381250, 80000 381250, 80000 387500, 90000 387500, 90000 381250))"
dtb_kaartbladen.404,d51hn,,,"POLYGON ((180000 381250, 170000 381250, 170000 387500, 180000 387500, 180000 381250))"
dtb_kaartbladen.405,d52cn,,,"POLYGON ((190000 381250, 180000 381250, 180000 387500, 190000 387500, 190000 381250))"
dtb_kaartbladen.406,d52gn,,,"POLYGON ((210000 381250, 200000 381250, 200000 387500, 210000 387500, 210000 381250))"
dtb_kaartbladen.407,d52hn,,,"POLYGON ((220000 381250, 210000 381250, 210000 387500, 220000 387500, 220000 381250))"
dtb_kaartbladen.408,d47hz,,,"POLYGON ((20000 375000, 10000 375000, 10000 381250, 20000 381250, 20000 375000))"
dtb_kaartbladen.409,d48cz,,,"POLYGON ((30000 375000, 20000 375000, 20000 381250, 30000 381250, 30000 375000))"
dtb_kaartbladen.410,d48dz,,,"POLYGON ((40000 375000, 30000 375000, 30000 381250, 40000 381250, 40000 375000))"
dtb_kaartbladen.411,d48gz,,,"POLYGON ((50000 375000, 40000 375000, 40000 381250, 50000 381250, 50000 375000))"
dtb_kaartbladen.412,d48hz,,,"POLYGON ((60000 375000, 50000 375000, 50000 381250, 60000 381250, 60000 375000))"
dtb_kaartbladen.413,d49cz,,,"POLYGON ((70000 375000, 60000 375000, 60000 381250, 70000 381250, 70000 375000))"
dtb_kaartbladen.414,d49dz,,,"POLYGON ((80000 375000, 70000 375000, 70000 381250, 80000 381250, 80000 375000))"
dtb_kaartbladen.415,d51cz,,,"POLYGON ((150000 375000, 140000 375000, 140000 381250, 150000 381250, 150000 375000))"
dtb_kaartbladen.416,d51dz,,,"POLYGON ((160000 375000, 150000 375000, 150000 381250, 160000 381250, 160000 375000))"
dtb_kaartbladen.417,d51gz,,,"POLYGON ((170000 375000, 160000 375000, 160000 381250, 170000 381250, 170000 375000))"
dtb_kaartbladen.418,d51hz,,,"POLYGON ((180000 375000, 170000 375000, 170000 381250, 180000 381250, 180000 375000))"
dtb_kaartbladen.419,d52cz,,,"POLYGON ((190000 375000, 180000 375000, 180000 381250, 190000 381250, 190000 375000))"
dtb_kaartbladen.420,d52dz,,,"POLYGON ((200000 375000, 190000 375000, 190000 381250, 200000 381250, 200000 375000))"
dtb_kaartbladen.421,d52gz,,,"POLYGON ((210000 375000, 200000 375000, 200000 381250, 210000 381250, 210000 375000))"
dtb_kaartbladen.422,d52hz,,,"POLYGON ((220000 375000, 210000 375000, 210000 381250, 220000 381250, 220000 375000))"
dtb_kaartbladen.423,d54an,,,"POLYGON ((30000 368750, 20000 368750, 20000 375000, 30000 375000, 30000 368750))"
dtb_kaartbladen.424,d54bn,,,"POLYGON ((40000 368750, 30000 368750, 30000 375000, 40000 375000, 40000 368750))"
dtb_kaartbladen.425,d54en,,,"POLYGON ((50000 368750, 40000 368750, 40000 375000, 50000 375000, 50000 368750))"
dtb_kaartbladen.426,d54fn,,,"POLYGON ((60000 368750, 50000 368750, 50000 375000, 60000 375000, 60000 368750))"
dtb_kaartbladen.427,d55an,,,"POLYGON ((70000 368750, 60000 368750, 60000 375000, 70000 375000, 70000 368750))"
dtb_kaartbladen.428,d55bn,,,"POLYGON ((70500 368750, 70000 368750, 70000 375000, 80000 375000, 80000 374500, 80000 368750, 70500 368750))"
dtb_kaartbladen.429,d57an,,,"POLYGON ((150000 368750, 140000 368750, 140000 375000, 150000 375000, 150000 368750))"
dtb_kaartbladen.430,d57en,,,"POLYGON ((170000 368750, 160000 368750, 160000 375000, 170000 375000, 170000 368750))"
dtb_kaartbladen.431,d57fn,,,"POLYGON ((180000 368750, 170000 368750, 170000 375000, 180000 375000, 180000 368750))"
dtb_kaartbladen.432,d02gn,,,"POLYGON ((220000 607000, 203000 607000, 203000 614000, 220000 614000, 220000 612500, 220000 607000))"
dtb_kaartbladen.433,d03gn,,,"POLYGON ((250000 606250, 240000 606250, 240000 612500, 250000 612500, 250000 606250))"
dtb_kaartbladen.434,d03hn,,,"POLYGON ((260000 606250, 250000 606250, 250000 612500, 260000 612500, 260000 606250))"
