FID,dtb_id,objecttekst,datummutatie,datumopname,muteerder,status,objectcode,datuminwin,inwinner,oudedbwaarde,soort,type,datumaanleg,niveau,hyperlink,onderhouder,beheerder,eigenaar,tekening,photo,gisobjid,systeemdeel,beheerobject,element,bouwdeel,datum_vervallen,se_anno_cad_data,boom_id,gdb_geomattr_data,shape
groen_punten.456,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184804.19999999925 429350.1000000015)
groen_punten.457,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184798.6000000015 429357.19999999925)
groen_punten.458,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184872.52800000086 429377.9910000004)
groen_punten.459,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184874.74300000072 429374.0540000014)
groen_punten.460,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184872.4050000012 429369.87099999934)
groen_punten.461,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184889.2109999992 429414.12900000066)
groen_punten.462,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184046 427784.6000000015)
groen_punten.463,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184051.5 427782.30000000075)
groen_punten.464,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184049.80000000075 427793.5)
groen_punten.465,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186053.8999999985 422347.6000000015)
groen_punten.466,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186067.8999999985 422328.1000000015)
groen_punten.467,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186060.80000000075 422337.8999999985)
groen_punten.468,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186057.19999999925 422342.8999999985)
groen_punten.469,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186050.30000000075 422352.8999999985)
groen_punten.470,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186046.8999999985 422357.69999999925)
groen_punten.471,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186039 422357)
groen_punten.472,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184191.5 428069.69999999925)
groen_punten.473,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184196.1000000015 428078.69999999925)
groen_punten.474,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184200.6000000015 428087.80000000075)
groen_punten.475,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184209.5 428105.69999999925)
groen_punten.476,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184213.80000000075 428114.3999999985)
groen_punten.477,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184218.1000000015 428123.3999999985)
groen_punten.478,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184222.5 428132.19999999925)
groen_punten.479,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184227 428141.1000000015)
groen_punten.480,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185401.00699999928 422999.3520000018)
groen_punten.481,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184889.33399999887 429404.77800000086)
groen_punten.482,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184887.24300000072 429409.5769999996)
groen_punten.483,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184890.93400000036 429408.22300000116)
groen_punten.484,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184891.05700000003 429418.8049999997)
groen_punten.485,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184892.90199999884 429422.49599999934)
groen_punten.486,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184894.99399999902 429426.8020000011)
groen_punten.487,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184896.9450000003 429430.84899999946)
groen_punten.488,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184942.57400000095 429458.37099999934)
groen_punten.489,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184914.30000000075 429469.8299999982)
groen_punten.490,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186042.6000000015 422352.1000000015)
groen_punten.491,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186045.8999999985 422347.5)
groen_punten.492,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186049.19999999925 422342.5)
groen_punten.493,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184067.3999999985 427818.8999999985)
groen_punten.494,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184055.6000000015 427791.1000000015)
groen_punten.495,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184059 427801)
groen_punten.496,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184063.1000000015 427809.69999999925)
groen_punten.497,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184071.80000000075 427828)
groen_punten.498,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184075.8999999985 427837.1000000015)
groen_punten.499,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184225.8999999985 428152.6000000015)
groen_punten.500,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184232.69999999925 428166.6000000015)
groen_punten.501,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184233.3999999985 428176.19999999925)
groen_punten.502,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184234.1000000015 428186.1000000015)
groen_punten.503,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186308.1000000015 421954.80000000075)
groen_punten.504,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186305.1000000015 421959.80000000075)
groen_punten.505,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186302.19999999925 421964.80000000075)
groen_punten.506,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186290.19999999925 421985.1000000015)
groen_punten.507,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186267.69999999925 422021.80000000075)
groen_punten.508,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184768.8999999985 429277.6000000015)
groen_punten.509,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184770 429285.5)
groen_punten.510,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185435.82200000063 422955.7650000006)
groen_punten.511,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185440.62099999934 422950.8900000006)
groen_punten.512,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185438.75400000066 422953.3969999999)
groen_punten.513,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184808.5 429341.80000000075)
groen_punten.514,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184799.30000000075 429340.5)
groen_punten.515,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184789.3999999985 429339)
groen_punten.516,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184803 429333.1000000015)
groen_punten.517,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184908.21299999952 429457.7259999998)
groen_punten.518,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184913.3590000011 429455.0920000002)
groen_punten.519,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184911.7899999991 429463.68400000036)
groen_punten.520,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184927.85599999875 429453.6490000002)
groen_punten.521,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184932.9389999993 429455.0920000002)
groen_punten.522,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184905.81899999827 429452.12999999896)
groen_punten.523,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184911.1000000015 429449.7670000009)
groen_punten.524,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184917.79899999872 429447.01000000164)
groen_punten.525,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184912.36100000143 429436.61199999973)
groen_punten.526,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186398.69999999925 421543.3999999985)
groen_punten.527,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184085 427855.19999999925)
groen_punten.528,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184089.30000000075 427864)
groen_punten.529,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184088 427874.8999999985)
groen_punten.530,,,,,,,,,,,Pendula,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187053.19999999925 420069.3999999985)
groen_punten.531,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187064.19999999925 420068.30000000075)
groen_punten.532,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187068 420063.80000000075)
groen_punten.533,,,,,,,,,,,Pendula,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187060.5 420057.6000000015)
groen_punten.534,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186982.10700000077 420016.87900000066)
groen_punten.535,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186977.938000001 420025.9079999998)
groen_punten.536,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185983.5 422445.5)
groen_punten.537,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186280.19999999925 422001.30000000075)
groen_punten.538,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186274.1000000015 422011.6000000015)
groen_punten.539,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186270.80000000075 422016.69999999925)
groen_punten.540,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186262.3999999985 422017.19999999925)
groen_punten.541,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186266.3999999985 422012.19999999925)
groen_punten.542,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186268.5 422007)
groen_punten.543,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186271.69999999925 422001.8999999985)
groen_punten.544,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186274.8999999985 421996.80000000075)
groen_punten.545,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186277.69999999925 421991.6000000015)
groen_punten.546,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186290 421970.8999999985)
groen_punten.547,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184868.9600000009 429369.5020000003)
groen_punten.548,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184870.4360000007 429366.1799999997)
groen_punten.549,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184866.86800000072 429364.8260000013)
groen_punten.550,,,,,,,,,,,Euchlora,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184873.69999999925 423811)
groen_punten.551,,,,,,,,,,,Euchlora,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184877.8999999985 423805.19999999925)
groen_punten.552,,,,,,,,,,,Euchlora,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184887.80000000075 423792.3999999985)
groen_punten.553,,,,,,,,,,,Euchlora,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184900.69999999925 423775.80000000075)
groen_punten.554,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184182.80000000075 428051.80000000075)
groen_punten.555,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184187.19999999925 428060.6000000015)
groen_punten.556,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184906.65900000185 429425.59800000116)
groen_punten.557,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186404.1000000015 421532.69999999925)
groen_punten.558,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186401.30000000075 421538)
groen_punten.559,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186396.19999999925 421548.5)
groen_punten.560,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186393.3999999985 421554.1000000015)
groen_punten.561,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186390.6000000015 421559.6000000015)
groen_punten.562,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186385.1000000015 421570.3999999985)
groen_punten.563,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186382.3999999985 421575.69999999925)
groen_punten.564,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186377 421586.5)
groen_punten.565,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186365.8999999985 421608)
groen_punten.566,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186465.1000000015 421405.6000000015)
groen_punten.567,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184447.5 428625.19999999925)
groen_punten.568,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184894.69999999925 429527.3999999985)
groen_punten.569,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184396.6000000015 428514.69999999925)
groen_punten.570,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186905 420344.8999999985)
groen_punten.571,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186985.1000000015 420217.30000000075)
groen_punten.572,,,,,,,,,,,Nigra,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186946.1000000015 420171.8999999985)
groen_punten.573,,,,,,,,,,,Pseudoacacia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186985.69999999925 420187.1000000015)
groen_punten.574,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186931.58799999952 420127.7650000006)
groen_punten.575,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185000.6000000015 429443.19999999925)
groen_punten.576,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186957.11100000143 420072.1229999997)
groen_punten.577,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185013.1000000015 429504.69999999925)
groen_punten.578,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186482.80000000075 421367)
groen_punten.579,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184041.80000000075 427775.19999999925)
groen_punten.580,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184047.30000000075 427772.69999999925)
groen_punten.581,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184057.80000000075 427812)
groen_punten.582,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185503.74500000104 422873.3660000004)
groen_punten.583,,,,,,,,,,,Campestre,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184975.6000000015 429411.8999999985)
groen_punten.584,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184889.2109999992 429396.7809999995)
groen_punten.585,,,,,,,,,,,Acerifolia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184873.19999999925 429539.1000000015)
groen_punten.586,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184481.30000000075 428698.6000000015)
groen_punten.587,,,,,,,,,,,Sylvestris,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187017.69999999925 420162.80000000075)
groen_punten.588,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184168.3999999985 428036.5)
groen_punten.589,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186301 421731.5)
groen_punten.590,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184953.4389999993 429541.1629999988)
groen_punten.591,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184111.30000000075 427908.30000000075)
groen_punten.592,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185039.6000000015 429558.6000000015)
groen_punten.593,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184949.36899999902 429463.40399999917)
groen_punten.594,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184124.1000000015 427947)
groen_punten.595,,,,,,,,,,,Pseudoacacia,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (187002 420140.30000000075)
groen_punten.596,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184205 428096.80000000075)
groen_punten.597,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184870.4360000007 429373.68499999866)
groen_punten.598,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184221.8999999985 428143.30000000075)
groen_punten.599,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184921.5799999982 429452.7710000016)
groen_punten.600,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184080.3999999985 427846.30000000075)
groen_punten.601,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186286.30000000075 421991.30000000075)
groen_punten.602,,,,,,,,,,,Bakenboom,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184866.00699999928 429359.16699999943)
groen_punten.603,,,,,,,,,,,Europaea,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184199.5 428099.19999999925)
groen_punten.604,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185974.52100000158 422270.51000000164)
groen_punten.605,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185355.0009999983 423055.2170000002)
groen_punten.606,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185361.96400000155 423046.4050000012)
groen_punten.607,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185393.68200000003 423007.9820000008)
groen_punten.608,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185342.07600000128 423071.30999999866)
groen_punten.609,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185356.47300000116 423052.06599999964)
groen_punten.610,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185358.86100000143 423050.48800000176)
groen_punten.611,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185377.35500000045 423028.0460000001)
groen_punten.612,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186691 420898.3999999985)
groen_punten.613,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186508.30000000075 421310.69999999925)
groen_punten.614,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186490.5 421350.3999999985)
groen_punten.615,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186653.3999999985 420987.80000000075)
groen_punten.616,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186651 420993.30000000075)
groen_punten.617,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186645.80000000075 421004.6000000015)
groen_punten.618,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186643.3999999985 421010.1000000015)
groen_punten.619,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186640.8999999985 421015.3999999985)
groen_punten.620,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186638.3999999985 421021)
groen_punten.621,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186635.8999999985 421026.5)
groen_punten.622,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186633.5 421032)
groen_punten.623,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184551 428854)
groen_punten.624,,,,,,,,,,,X canadensis cultivar,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184518.30000000075 428782.6000000015)
groen_punten.625,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185019.80000000075 429518.30000000075)
groen_punten.626,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (185006.19999999925 429491.30000000075)
groen_punten.627,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184999.3999999985 429478.30000000075)
groen_punten.628,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184993.1000000015 429464.5)
groen_punten.629,,,,,,,,,,,Hippocastanum,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184986.19999999925 429451.3999999985)
groen_punten.630,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (184990.5 429444.6000000015)
groen_punten.631,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186189.6000000015 422133.69999999925)
groen_punten.632,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186180 422148.80000000075)
groen_punten.633,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186488.1000000015 421355.69999999925)
groen_punten.634,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186485.30000000075 421361.19999999925)
groen_punten.635,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186480.6000000015 421372.3999999985)
groen_punten.636,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186478 421377.8999999985)
groen_punten.637,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186475.3999999985 421383.3999999985)
groen_punten.638,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186472.5 421389)
groen_punten.639,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186470.1000000015 421394.6000000015)
groen_punten.640,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186467.6000000015 421400.19999999925)
groen_punten.641,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186218.30000000075 422088.30000000075)
groen_punten.642,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186208.8999999985 422103.5)
groen_punten.643,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186211.8999999985 422098.3999999985)
groen_punten.644,,,,,,,,,,,Robur,4,,,,RWS,RWS,RWS,,,,,,gr,,,,,,POINT (186215.1000000015 422093.3999999985)
