Ministerie;Leverancier;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken (niet voor eigen personeel);8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;Eindtotaal
DEF;Turien & Co. Assuradeuren B.V.;;;;1;;;1
DEF;TVE Reclameproducties B.V.;;;;;;1;1
DEF;Uil VR Solutions B.V.;;;;;;1;1
DEF;Uitgeverij atlas contact B.V.;;;;;1;;1
DEF;Uitgeverij De Bode B.V.;;1;;;;;1
DEF;Uitgeverij Kerckebosch B.V.;;1;;;;;1
DEF;Uitgeverij Verhagen B.V.;;;;;;1;1
DEF;United Meeting Designers;;;;;1;;1
DEF;United4all;;;;2;;6;6
DEF;Unknown Group B.V.;;;;;2;;2
DEF;UP Events B.V.;;;;;1;;1
DEF;Urbana Zwolle B.V.;;;;1;;;1
DEF;v. 'n S. Group B.V.;;;;1;;;1
DEF;V.O.F. Bouman Sportprijzen;;;;;;1;1
DEF;V.O.F. Dieleman;;;;1;;;1
DEF;Vakmedianet Food & Horeca B.V.;;1;;;;;1
DEF;Valk Exclusief Zakelijk - Corporates;;;;;2;;2
DEF;Van den Brul Restauratie;;;;1;;;1
DEF;Van der Aa Vocal Productions;;;;;1;1;1
DEF;Van der Donk, Visual Art & Design;;;;1;;;1
DEF;Van der Heide Music Edition;;;;;1;;1
DEF;Van der Valk Business B.V.;;;;1;;;1
DEF;Van der Valk Hotel Emmen B.V.;;;;;1;;1
DEF;Van der Valk Utrecht;;;;;1;;1
DEF;Van der Veen Muziek;;;;;;1;1
DEF;Van der Zijden Fotografie;;;;1;;;1
DEF;Van Dongen Offset B.V.;;;;1;;;1
DEF;Van Gent Media;;;;;;1;1
DEF;Van Hamburg Verhuur Materieel B.V.;;;;;3;;3
DEF;Van Keulen Geschenkpakketten B.V.;;;;2;;;2
DEF;Van Lambalgen Speciaal Transport B.V.;;1;;;;;1
DEF;Van Luyken Communicatie Adviseurs;;;;;;2;2
DEF;Van Strien Digitale Printing B.V.;;;;1;;;1
DEF;Vanhemelrijk Tekst, Web en Redactie;;;;1;;;1
DEF;Veevoederhandel Van der Weijden;;;;;1;;1
DEF;Vendrig Packaging B.V.;;;;1;;;1
DEF;Ver. Bedr. Jansen-Wijsmuller & Beuns B.V.;;;;1;;;1
DEF;Verdraaide Organisaties B.V.;;;;1;;;1
DEF;Vermaat Leisure B.V.;;;;;2;;2
DEF;Vermeulen Sportprijzen;;;;2;;;2
DEF;VGN B.V.;;;;1;;;1
DEF;Via Nova Coaching & Zingeving;;;;;1;;1
DEF;Victoria Hotel C.V.;;;;1;;;1
DEF;Visit Arnhem Nijmegen B.V.;;;;1;;;1
DEF;Voqx;;;;;2;;2
DEF;VRGameHouse;;;;;1;;1
DEF;Vroeg B.V.;;;;;1;;1
DEF;VVC-Adventure;;;;;1;;1
DEF;VVV Business B.V.;;;;4;2;;5
DEF;VVV Cards B.V.;;;;2;;;2
DEF;Watchxl;;;;1;;;1
DEF;Waves - Video Agency;;;;;;1;1
DEF;WEBO Verhuur B.V.;;;;;1;;1
DEF;Wesseling Banket B.V.;;;;2;;;2
DEF;Westernboerderij Coaching & Zorg B.V.;;;;;1;;1
DEF;Wiba Zevenaar B.V.;;;;1;;;1
DEF;Wijn Facilitair Maatwerk;;;;1;;;1
DEF;Wijnkoperij de Gouden Ton V.O.F.;;;;1;;;1
DEF;Wijnretail Den Haag B.V.;;;;1;;;1
DEF;Wirtz, Film & Experience Agency B.V.;;;;;;1;1
DEF;Woel Sports;;;;1;;;1
DEF;Wokcentre;;;;;1;;1
DEF;Woninginrichting Rens;;;;;1;;1
DEF;Worcflow;;;;;;1;1
DEF;XA Document Solutions;;1;;;;;1
DEF;Xenox Music & Media B.V.;;1;;;;;1
DEF;XS4ALL Internet B.V.;;;;1;;;1
DEF;Zeeman Reclame Groep B.V.;;1;;;;;1
DEF;Ziggo B.V.;;;;1;;;1
DEF;Ziggo Services B.V.;;;;1;;;1
DEF;Zuid-Holland Promotions;;;;2;;;2
EZK;"""De Reehorst"" B.V.";;;;;1;;1
EZK;(BBP) Beerens-Business Press B.V.;;1;;;;;1
EZK;2000nu Communicatie;;;;;1;;1
EZK;54Events B.V.;;;;;;1;1
EZK;7roles;;;;;1;;1
EZK;Aaaaha! The Actor Factory B.V.;;;;;4;1;4
EZK;Abbey Roden;;;;;1;;1
EZK;ABC Theatrical Distribution B.V.;;;;1;;;1
EZK;Ab-Initio Events;;;;1;;;1
EZK;Absoluta B.V.;;;;1;;;1
EZK;Academie voor Psychologica;;;;;1;;1
EZK;Acapture B.V.;;;;;;1;1
EZK;Acquire Publishing B.V.;;;;;;1;1
EZK;AEQUATOR Groen & Ruimte B.V.;;;;;;1;1
EZK;African Clean Energy B.V.;;;;;1;1;1
EZK;AGF Primeur B.V.;;;;;;1;1
EZK;AgroConnect;;1;;;;;1
EZK;Albron Nederland B.V.;;;;1;;;1
EZK;Alex Aalders Bloemist;;;;1;;;1
EZK;Alt-Tab Bedrijfsondersteuning;;;2;;;;2
EZK;Altuition B.V.;;1;;;;;1
EZK;Amazing Bread Company B.V.;;;;;1;;1
EZK;Amped Concepts B.V.;;;;;1;;1
EZK;Anna Berlis;;;;;;1;1
EZK;Anna Gimbrère;;;;;1;;1
EZK;Anne Frank Stichting;;;;;1;;1
EZK;Annemiek van der Meulen;;;;;;1;1
EZK;ARA Groep B.V.;;;;;;2;2
EZK;Arko Redakto B.V.;;1;;;;;1
EZK;Art 4 You Decorations;;;;;2;;2
EZK;Artigrafie;;;;1;;;1
EZK;Assortis;;1;;;;;1
EZK;Ast Expo B.V.;;;;;1;;1
EZK;Athenas B.V.;;;;;1;;1
EZK;ATN Beveiliging B.V.;;;;;;1;1
EZK;ATN Bewaking B.V.;;;;;;1;1
EZK;AVEQ Creatieve Producties B.V.;;;;;3;;3
EZK;Avex B.V.;;;;;1;;1
EZK;Awareness B.V.;;;;;;3;3
EZK;B&S Media B.V.;;;;;;2;2
EZK;B.V. Algemeen Nederlands Persbureau ANP;;;;;1;1;1
EZK;B.V. Brabanthallen Exploitatie Mij. (Bem);;;;;1;;1
EZK;B.V. Het Refter;;;;1;;;1
EZK;B+B Vakmedianet B.V.;;1;;;;;1
EZK;B2Match GmbH;;;;;2;1;2
EZK;Bagageonline B.V.;;;;;1;;1
EZK;Bakker Taaldiensten;;;1;;;;1
EZK;Bakkerij Nollen;;;;;1;;1
EZK;Bamberg Media Productions;;;;;1;;1
EZK;Bambook V.O.F.;;;;1;;;1
EZK;Banketbakkerij Boheemen;;;;1;;;1
EZK;Banketbakkerij Borgman;;;;1;;;1
EZK;Banketbakkerij Gosselaar;;;;1;;;1
EZK;BAP Medical B.V.;;;;;1;;1
EZK;Bar Boon Mediapark B.V.;;;;;1;;1
EZK;Bar Restaurant Pavlov B.V.;;;;;1;;1
EZK;Bart Hoogveld beeldredactie & fotografie;;;;;;1;1
EZK;Bart van Vliet Freelance Fotograaf;;;;;;1;1
EZK;Bart Versteeg fotograaf;;;;;1;;1
EZK;BBK/Door Vriendschap Sterker B.V.;;;;;;2;2
EZK;BDL Horeca;;;;1;;;1
EZK;Bedrijfsuitjes Groningen;;;;1;;;1
EZK;Beeld en Geluid Den Haag;;;;;2;;2
EZK;Beer in a Box B.V.;;;;;;1;1
EZK;Beewan B.V.;;;;;2;;2
EZK;Begeleid Werken B.V.;;;;;1;;1
EZK;Behavior Change Group B.V.;;;;;;;
EZK;Behavior Change Talents B.V.;;;;;;2;2
EZK;BEMERKT Concept & Design;;;;;;1;1
EZK;Beroepsvereniging Vide;;1;;;;;1
EZK;Beuth Verlag GmbH;;1;;;;;1
EZK;BIJ12;;2;;;;;2
EZK;Bilderberg Grand Hotel Wientjes;;;;1;;;1
EZK;BitesWeLove B.V.;;;;1;;;1
EZK;BKB B.V.;;;;;;2;2
EZK;Blanche Dael B.V.;;;;1;;;1
EZK;Blauw Research B.V.;;;;;;2;2
EZK;Bloemstylist Hans Zijlstra;;;;1;;;1
EZK;Bloemtheater Nicky Markslag;;;;1;;;1
EZK;Bloomberg L.P.;;2;;;;;2
EZK;Blue Billywig B.V.;;;;;;3;3
EZK;Bobbe International B.V.;;4;;;;;4
EZK;Boekhandel Van der Velde B.V.;;;;1;;;1
EZK;bol.com B.V.;;1;;;;;1
EZK;Bontekoe Produkties V.O.F.;;;;;1;;1
EZK;Boom B.V.;;;;;;3;3
EZK;Boulevard Palace Hotel;;;;;2;;2
EZK;Bouwinvest Dutch Institutional Office Fund NV;;;;;1;;1
EZK;Bowling Scheveningen B.V.;;;;1;;;1
EZK;Bram van Rijen;;;;;;1;1
EZK;Brasserie Meddens B.V.;;;;;1;;1
EZK;Bredemeijer Group B.V.;;;;2;;;2
EZK;Bregje Lampe;;;;;1;;1
EZK;Broekhuizen Communicatie;;;;1;;5;5
EZK;BroekhuizenWirtz;;;;;;1;1
EZK;Brood en Banket Margriet;;;;1;;;1
EZK;Brood en Banket Margriet B.V.;;;;1;;;1
EZK;Brood- en Banketbakkerij W. Elderkamp;;;;;1;;1
EZK;BRW Customer Experience Software B.V.;;1;;;;;1
EZK;Bubbles Company B.V.;;;;;;1;1
EZK;BUNK Hotel Utrecht B.V.;;;;;1;;1
EZK;Bureau Landbouwcommunicatie;;;;;1;;1
EZK;Bureau van Dijk Electronic Publishing B.V.;;2;;;;;2
EZK;Buro BRAND Visuele Communicatie B.V.;;;;1;;;1
EZK;Buro De Steeg B.V.;;;;;;2;2
EZK;BySpeech;;;;;;2;2
EZK;Café De Balie;;;;;1;;1
EZK;Café Mano;;;;1;;;1
EZK;Cafe/Restaurant Schlemmer;;;;;1;;1
EZK;Café-Restaurant Pan;;;;1;;;1
EZK;Calla's LVRED 51A B.V.;;;;1;;;1
EZK;CanCreate Concepts & Productions;;;;;1;;1
EZK;CAOP;;;;1;;;1
EZK;Capital Catering GmbH;;;;;1;;1
EZK;Capital Tour XXL;;;;;1;;1
EZK;Caselex B.V.;;1;;;;;1
EZK;Center of Applied Innovation;;;;;2;;2
EZK;Centrum Hoger Onderwijs Informatie B.V.;;1;;;;;1
EZK;Charles Groenhuijsen Media;;;;;1;;1
EZK;Chatway International;;1;;;;;1
EZK;Chefs voor chefs;;;;1;;;1
EZK;Cis B.V.;;;;1;;;1
EZK;Citaat V.O.F.;;;;;1;;1
EZK;Claire King Voice Over;;;;;;1;1
EZK;Clarivate Analytics (UK) Limited;;4;;;;;4
EZK;Clipit News B.V.;;2;;;;1;2
EZK;Collard Consultancy;;;;1;;;1
EZK;Communicatie Cockpit B.V.;;1;;;;2;2
EZK;Communicatiebureau De Lynx B.V.;;;;;;2;2
EZK;Co-Motion Consult;;;;;1;;1
EZK;Compabox B.V.;;;;1;1;;1
EZK;Company Webcast B.V.;;;;;2;;2
EZK;Company.Info B.V.;;1;;;;;1
EZK;COMPAREX Nederland B.V.;;3;;;;;3
EZK;Compass Group Nederland B.V.;;;;1;1;;1
EZK;Conducto Opleidingen B.V.;;;;;3;;3
EZK;Congrestolken;;;;;1;;1
EZK;Conrad Electronic Benelux B.V.;;;;;1;;1
EZK;Consensus Economics Inc;;1;;;;;1
EZK;Consumentenbond;;1;;;;;1
EZK;ContentKalender B.V.;;1;;;;2;2
EZK;Cooler Media B.V.;;;;;;2;2
EZK;Coöperatie De Betekenaar U.A.;;;;;;1;1
EZK;Coöperatie Netwerk & Co. U.A.;;;;1;;;1
EZK;Coöperatief Congrestolkensecretariaat UA;;;1;;;;1
EZK;Coosto B.V.;;;;;;1;1
EZK;Copper8 B.V.;;;;;3;;3
EZK;Corinne Keijzer;;;;;1;;1
EZK;Corps 3 op twee B.V.;;;;;;2;2
EZK;Cyclomedia;;;;;;5;5
EZK;DARA B.V.;;;;1;;;1
EZK;Dave Chapman Photography;;;;;1;;1
EZK;De Academy B.V.;;;;1;;;1
EZK;De Beeldunie;;;;;;1;1
EZK;De Boerinn B.V.;;;;;2;;2
EZK;De Byzantijn;;;;1;;;1
EZK;De Doelen;;;;;2;;2
EZK;De Feed Fabriek;;;;1;;;1
EZK;De Gebouwengids;;;;;1;;1
EZK;De Holland Winkel;;;;;1;;1
EZK;De Koning en de Dame;;;;1;;;1
EZK;De Koninklijke Nederl. Vereniging voor Koude;;1;;;;;1
EZK;De Lint Consultancy;;;;;1;;1
EZK;De Merkplaats B.V.;;1;;;;;1
EZK;De Moor Tekst & Uitleg;;;;;;1;1
EZK;De Nederlandse Ver. van Rentmeesters NVR;;;;;;1;1
EZK;De Nieuwe Karmeliet;;;;;1;;1
EZK;De Nieuwe Pelgrim;;;;;2;;2
EZK;De Oude Bibliotheek B.V.;;;;;1;;1
EZK;De Peer Horeca B.V.;;;;1;;;1
EZK;De Plattelander;;;;1;;;1
EZK;De Processpecialisten B.V.;;;;;2;;2
EZK;De Roos Geschenken B.V.;;;;3;1;;3
EZK;De Smelt B.V.;;;;1;;;1
EZK;De Stad B.V.;;;;1;;;1
EZK;De Staffing Groep Nederland B.V.;;;;1;;;1
EZK;De Utrechtse Haven B.V.;;;;1;;;1
EZK;De Valksche Bijenhof;;;;1;;;1
EZK;De Waterreus;;;;1;;;1
EZK;De Winkel van Sinkel B.V.;;;;1;;;1
EZK;Debatexpert;;;;;1;;1
EZK;Deborah Abrahams;;;;;2;;2
EZK;Defabrique Evenementen B.V.;;;;;3;;3
EZK;Demo-Advies B.V.;;;;2;;;2
EZK;Denkschets.nl;;;;;;1;1
EZK;Dept Design & Technology B.V.;;;;;;3;3
EZK;dgMarket International Inc;;1;;;;;1
EZK;DigiNed B.V.;;;;;;2;2
EZK;Digitale Zaken;;1;;;;1;1
EZK;Dignitas Mediation & Conflict Management;;;;1;;;1
EZK;Dillo Scheltens - Dialogue & Translation;;;;;1;;1
EZK;Dirty Paws Media;;;;;2;;2
EZK;Discountoffice.nl B.V.;;;;1;;;1
EZK;Discover Digital;;;;;;2;2
EZK;Diversified Communications;;;;;;;
EZK;Dnn Verhuur;;;;;1;;1
EZK;Dochters van Haarlem;;;;1;;;1
EZK;Dokjard;;;;1;;;1
EZK;Double A Exploitatie B.V.;;;;1;;;1
EZK;DOXY;;;;;1;;1
EZK;DPG Media B.V.;;;;;;1;1
EZK;DPG Online Services B.V.;;1;;;;;1
EZK;DPI;;;;;;4;4
EZK;Dr. Banket B.V.;;;;1;;;1
EZK;Drentsche Golf Horeca (DGH) B.V.;;;;1;;;1
EZK;Driebit B.V.;;;;;;2;2
EZK;DRM (Davidson Rodrigues Media);;;;;;1;1
EZK;Du Roc;;;;;;1;1
EZK;Dubai Electricity & Water Authority (DEWA);;;;;2;;2
EZK;Dudok Rotterdam B.V.;;;;;1;;1
EZK;Dune Pebbler B.V.;;;;;1;;1
EZK;Dunfield Editing;;;2;;;;2
EZK;Dutch Card Printing;;;;;;1;1
EZK;DVJ Insights IP B.V.;;;;;;1;1
EZK;E.A.M. van Dijk;;;;;;1;1
EZK;Earforce B.V.;;;;;;2;2
EZK;Easyfairs Nederland B.V.;;;;1;2;;2
EZK;EBSCO Information Services B.V.;;1;;;;;1
EZK;El Paso Tapas;;;;1;;;1
EZK;Elja Daae Marketingadvies;;;;;1;;1
EZK;Els Kloek;;;;1;;;1
EZK;Emio-Concepts;;;;;1;;1
EZK;EMMA Communicatie B.V.;;;;;2;4;5
EZK;EMMA Communicatie Holding B.V.;;;;;;2;2
EZK;En nu online;;;;1;;;1
EZK;Energy Indeed;;;;;;2;2
EZK;Enterprise Solutions;;;;;1;;1
EZK;Equipoise B.V.;;;;;1;;1
EZK;Erik Borst Fotografie;;;;;;1;1
EZK;Esther van Rijswijk;;;;;1;;1
EZK;Eurisy;;;;1;;;1
EZK;EuroFlorist Europe B.V.;;;;1;;;1
EZK;Euromonitor International ltd.;;;;;;3;3
EZK;EV Consult B.V.;;;;;2;1;2
EZK;Evant;;2;;;;;2
EZK;every media;;;;;;4;4
EZK;Evite Services B.V.;;;;;4;;4
EZK;Excursiebureau Buitenlucht;;;;1;;;1
EZK;Expomobilia AG;;;;;7;;7
EZK;FaberExposize B.V.;;;;;1;1;1
EZK;Facilion B.V.;;;;;;1;1
EZK;Facts&More;;;;;;1;1
EZK;Fair Price;;;;;1;;1
EZK;Fedecom Fairs B.V.;;;;;1;;1
EZK;Feithhuis Exploitatie B.V.;;;;1;;;1
EZK;Ferro Explore B.V.;;;;;;2;2
EZK;Fico Urban Italian;;;;1;;;1
EZK;Fier B.V.;;;;;1;;1
EZK;Fira Internacional De Barcelona;;;;;2;;2
EZK;Firma Hof der Muzen;;;;1;;;1
EZK;First Class Amersfoort;;;;1;;;1
EZK;FIZ Karlsruhe (STN);;1;;;;;1
EZK;Fjord B.V.;;;;;1;;1
EZK;Fletcher Hotel Exploitaties B.V.;;;;;1;;1
EZK;Floating Concrete Film;;;;;;3;3
EZK;For Conference B.V.;;;;;1;;1
EZK;Fox-IT;;;;;;2;2
EZK;Frans Lemmens Photography;;;;;;1;1
EZK;Fruitful Office Benelux;;;;1;;;1
EZK;Future Communication Consultants B.V.;;;;;;2;2
EZK;Gail Rajgor T/A GSR Publications;;;1;;;;1
EZK;Geluks B.V.;;;;1;;;1
EZK;Geodan B.V.;;2;;;;;2
EZK;GerVin Enterprise;;;;;1;;1
EZK;Geschenk met Verhaal B.V.;;;;2;;;2
EZK;Get out of here B.V.;;;;1;;;1
EZK;Getty Images (Netherlands) B.V.;;;;;;1;1
EZK;GH+O;;;;;2;4;4
EZK;Gielissen's Bedrijven B.V.;;;;;3;;3
EZK;Gifts At Work;;;;1;;;1
EZK;Gifts to Connect;;;;1;;;1
EZK;GL Events;;;;;7;;7
EZK;Glas Geschenken Gouda;;;;;1;;1
EZK;GoedGeefs, voor en door sociaal ondernemers;;;;;;1;1
EZK;gofoto.nl;;;;;;2;2
EZK;Gosi Design B.V.;;;;;;1;1
EZK;Gosse Tekst & Film;;;;;;1;1
EZK;Grammarly Inc.;;1;;;;;1
EZK;Gran Mercado B.V.;;;;;1;;1
EZK;Grand Cafe Groningen;;;;1;;;1
EZK;Grand Café 't Wapen B.V.;;;;1;;;1
EZK;Grand Hôtel Amrâth Kurhaus B.V.;;;;;1;;1
EZK;Grandcafé De Wens B.V.;;;;1;;;1
EZK;Graphic Services B.V.;;;;;1;;1
EZK;Green Wave;;;;;1;;1
EZK;Greenberry B.V.;;;;;;2;2
EZK;Greenstory;;;;;;1;1
EZK;Grizzly B.V.;;;;;2;;2
EZK;Groovity Music Productions;;;;;1;;1
EZK;GSMA Limited;;;;;1;;1
EZK;H.R. Guest Fotografie;;;;;;1;1
EZK;Hagen Groothandel;;;;1;;;1
EZK;Haiku Talentontwikkeling B.V.;;;;;;1;1
EZK;Hans Roggen Fotografie;;;;;1;1;1
EZK;Hans Tak;;;;;;1;1
EZK;Hapjes aan Huis B.V.;;;;1;;;1
EZK;HappinessBureau;;;;;1;;1
EZK;Hazenberg Hoefsloot B.V.;;;;;;1;1
EZK;HE Den Haag B.V.;;;;;1;;1
EZK;Hella Mutsaerts Notuleerservice;;;2;;;;2
EZK;Hellemans Consultancy B.V.;;;;;1;;1
