FID,nummer,bwid_code,donarcode,eu_naam,x_coörd,y_coörd,etrs_89_n,etrs_89_e,rws_dienst,provincie,zwp_naam,eu_2015,eu_2016,eu_2017,eu_2018,eu_2019,eu_actueel,blauwalg,krw_code,krw_systee,type_water,gdb_geomattr_data,shape
zwemlocaties_rws_2021.218,119,NLBW95_JULANDBSD,JULANDBSD,JULIANADORP,109510,546060,52.8997,4.7112,Zee en Delta,NOORD-HOLLAND,Julianadorp,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (109510 546060)
zwemlocaties_rws_2021.219,120,NLBW95_KENNMBSD,KENNMBSD,KENNEMERSTRAND,98280,496740,52.4555,4.5527,Zee en Delta,NOORD-HOLLAND,Kennemerstrand,Uitstekend,Goed,Goed,Goed,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (98280 496740)
zwemlocaties_rws_2021.220,121,NLBW95_KOOGBSD,KOOGBSD,DE KOOG,112600,568720,53.1036,4.7541,Zee en Delta,NOORD-HOLLAND,De Koog,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (112600 568720)
zwemlocaties_rws_2021.221,122,NLBW95_KRIMBSD,KRIMBSD,DE KRIM,117000,575450,53.1644,4.819,Zee en Delta,NOORD-HOLLAND,De Krim,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (117000 575450)
zwemlocaties_rws_2021.222,124,NLBW95_SINTMTZBSD,SINTMTZBSD,SINT MAARTENSZEE,106670,534300,52.7938,4.6707,Zee en Delta,NOORD-HOLLAND,Sint Maartenszee,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (106670 534300)
zwemlocaties_rws_2021.223,125,NLBW95_VLAKBSD,VLAKBSD,GROTE VLAK,109430,560100,53.0259,4.708,Zee en Delta,NOORD-HOLLAND,Grote Vlak,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_4A,Waddenkust (kustwater),KO,,POINT (109430 560100)
zwemlocaties_rws_2021.224,126,NLBW95_WIJKAZBSD,WIJKAZBSD,WIJK AAN ZEE,100500,501500,52.4985,4.5846,Zee en Delta,NOORD-HOLLAND,Wijk aan Zee,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (100500 501500)
zwemlocaties_rws_2021.225,127,NLBW95_ZANDVBSD,ZANDVBSD,ZANDVOORT AAN ZEE,96100,487700,52.374,4.5223,Zee en Delta,NOORD-HOLLAND,Zandvoort aan Zee,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (96100 487700)
zwemlocaties_rws_2021.226,86,NLBW94_GATVDKSBSD,GATVDKSBSD,"GAT VAN DE KERKSLOOT, BADSTRAND",112412.0118,415281.3244,51.72464648,4.77081328,West-Nederland zuid,NOORD-BRABANT,"GAT VAN DE KERKSLOOT, BADSTRAND",Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL94_10,"Brabantse Biesbosch, Amer",BW,,POINT (112412.01179999858 415281.3244000003)
zwemlocaties_rws_2021.227,102,NLBW92_OUDVKVN,OUDVKVN,OUD VALKEVEEN,141629.702732,479996.08714,52.30776782,5.1911584,Midden-Nederland,NOORD-HOLLAND,OUD VALKEVEEN,Wijziging,Aanvaardbaar,Slecht,Slecht,Slecht,Slecht,ja,NL92_RANDMEREN_ZUID,Randmeren-Zuid,BW,,POINT (141629.70270000026 479996.0870999992)
zwemlocaties_rws_2021.228,92,NLBW92_EDBSD,EDBSD,STRANDBAD EDAM,133670.639633,503545.16127,52.51916106,5.0729598,Midden-Nederland,NOORD-HOLLAND,Strand Edam,Aanvaardbaar,Aanvaardbaar,Slecht,Slecht,Aanvaardbaar,Slecht,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (133670.63960000128 503545.1612999998)
zwemlocaties_rws_2021.229,60,NLBW93_DORDBH,DORDBH,MARINA STRANDBAD,206388.330716,449946.987897,52.03546854,6.13612068,Oost-Nederland,GELDERLAND,DORADOBEACH,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL93_IJSSEL,IJssel,BW,,POINT (206388.33069999889 449946.98790000007)
zwemlocaties_rws_2021.230,155,NLBW89_KAMPLSFLWBSD,KAMPLSFLWBSD,KAMPERLAND SINT FELIXWEG BADSTRAND,37564,397255,51.55197,3.69389,Zee en Delta,ZEELAND,KAMPERLAND SINT FELIXWEG BADSTRAND,Goed,Goed,Aanvaardbaar,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,BW,,POINT (37564 397255)
zwemlocaties_rws_2021.231,164,NLBW89_ORJPBSD,ORJPBSD,ORANJEPLAAT BADSTRAND,38369,393331,51.51687943,3.70679987,Zee en Delta,ZEELAND,ORANJEPLAAT BADSTRAND,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,nl89_veersmr,Veerse meer,BW,,POINT (38368.91149999946 393330.8845999986)
zwemlocaties_rws_2021.232,234,NLBW95_SGRAVZDBSD,SGRAVZDBSD,GRAVENZANDE,70220,448998,52.022843,4.151968,Zee en Delta,ZUID-HOLLAND,'S-GRAVENZANDE,geen,geen,geen,geen,geen,nieuw,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (70219.7221999988 448998.21440000087)
zwemlocaties_rws_2021.233,123,NLBW95_PETTBSD,PETTBSD,PETTEN,105556.794178,531899.855304,52.77214926,4.65455197,Zee en Delta,NOORD-HOLLAND,Petten,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,Uitstekend,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (105556.79419999942 531899.8553000018)
zwemlocaties_rws_2021.234,202,NLBW95_HOEKVHLBSD,HOEKVHLBSD,HOEK VAN HOLLAND,66805.6026712,445360.2851,51.98962053,4.10316853,Zee en Delta,ZUID-HOLLAND,HOEK VAN HOLLAND,Uitstekend,Uitstekend,Uitstekend,Goed,Goed,Goed,nee,NL95_3A,Hollandse kust (kustwater),KO,,POINT (66805.60269999877 445360.28510000184)
zwemlocaties_rws_2021.235,236,NLBW89_PORTZLDBSD,PORTZLDBSD,PORT ZÉLANDE,49919,420008,51.75887283,3.8651191,Zee en Delta,ZUID-HOLLAND,"Center Parcs ""Port Zélande""",geen,geen,geen,geen,geen,geen,nee,nl89_grevlemr,Grevelingenmeer,BW,,POINT (49919 420008)
zwemlocaties_rws_2021.236,235,NLBW92_MARKWDN ,MARKWDN,HAVENSTRAND MARKERWADDEN,153479,510524,52.58229507,5.36476412,Midden-Nederland,FLEVOLAND,MARKER WADDEN,geen,geen,geen,geen,geen,geen,nee,NL92_MARKERMEER,Markermeer,BW,,POINT (153479 510524)
