OBJECTID,PUIC,GEOCODE,GEOCODE_NR,NAAM,GELDIG_VANAF,PUBLICATIEDATUM
182,ad9cf5d3-21c4-41fa-a083-ebf01feccc5c,053,53,Vught Aansl. - Boxtel,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
183,f9e66937-3801-4949-9e2c-1321a960d707,778,778,Gronau (D) - Enschede Grens,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
184,7c5bff91-b036-42b0-81cf-8fc55ca88bfc,037,37,Arnhem - Velperbroek Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
185,93d375b6-3937-425b-9d84-d884eb9e2d97,820,820,Almelo Dollegoor,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
186,1f1dd8f7-242d-4639-b5e0-680b0855b0b6,510,510,Elst,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
187,4f017f19-6852-4d33-ad0c-02309f20ce46,114,114,Rotterdam Kleiweg - Rotterdam Westelijke Splitsing,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
188,00c6d038-279b-4997-88c7-fbe81d51f938,228,228,Lage Zwaluwe - s Hertogenbosch,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
189,bd478f37-d3d9-4f59-aae1-eeb9aa9aaa36,062,62,Sittard - Roermond,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
190,eee0f258-466c-49f5-ab69-52612e03289b,216,216,Heerhugowaard - Hoorn,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
191,f0d75e50-43b9-44a2-9df5-4683ded772fc,451,451,Coevorden - Coevorden Grens,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
192,6fa411ae-cf57-4f0a-9c45-acd1c84d09c1,024,24,Deventer - Wierden,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
193,e9e42585-7422-46b1-8a6c-d9448bbbe4c7,208,208,Apeldoorn - Zutphen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
194,016f5506-1ae0-4491-8b97-fabdb62813f2,653,653,Zuidbroek,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
195,9752fc70-fe45-488a-af88-85bf72e6b6d8,083,83,Haarlem - Zandvoort aan Zee,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
196,8fdbeb7c-97a4-416d-b02c-ca69e112481c,085,85,Haarlem - Warmond,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
197,b3d4576c-0b6f-42ef-9f55-a31407e69a67,305,305,Stadskanaal Hoofdstation - Zuidbroek,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
198,d54e0ef5-0aaf-4c0f-b5bc-608be7e320fc,562,562,De Haar Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
199,c0634c4c-7229-4635-aa2d-3eed799ed821,076,76,Santpoort Noord - Uitgeest,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
200,33bd667b-3991-4622-8a08-da86df7ce321,001,1,Harlingen Haven - Leeuwarden,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
201,756b7c48-2b1e-4a90-9968-3d316f4d4122,463,463,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
202,48166f3f-7957-4d3c-bc9b-0f1842e84005,031,31,Zutphen - Hengelo,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
203,74966de6-6e21-4b8b-a38c-3cce0f00697b,025,25,Almelo - Hengelo,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
204,098d6790-adf7-48af-90a3-0380e705a396,857,857,Almelo Gem. Stamlijn,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
205,94e932ae-3280-40a4-a249-e285c607bee1,064,64,Sittard - Heerlen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
206,ea176686-5f42-4892-856d-50c6a6aa661a,104,104,Leiden Centraal - Den Haag Mariahoeve,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
207,82678255-a22a-41a7-9841-ded385084f5c,078,78,Uitgeest - Zaandam,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
208,1ec4b9fb-11dc-4ae4-8c01-05c5f3281776,093,93,Blauwkapel - Den Dolder,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
209,39225af8-bf21-4fff-97b3-8b9c643469aa,084,84,Amsterdam Sloterdijk - Haarlem,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
210,543315f6-eeaf-4dbc-b975-b29045e30df9,020,20,Amersfoort Aansl. - Barneveld Noord,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
211,da5e55d5-e306-4d23-a4fe-b88868c15b9c,587,587,Diemen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
212,79f11479-3a7e-499b-a151-657757d376f5,837,837,Alphen a/d Rijn Industrieterrein Rijnhaven,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
213,0679f73e-e465-45c5-8451-829d1def2dc5,626,626,Hoorn,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
214,88b22dc2-71f0-43d6-9ee7-955abdc166db,625,625,Lage Zwaluwe,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
215,7ee6dc07-abc4-48fc-9517-061e5d51f542,011,11,Assen - Haren,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
216,b717c629-167b-4785-8635-f1ee919aecac,808,808,VAM-terrein Wijster,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
217,7708855a-a7f2-4972-99e2-767d7c3dcb06,135,135,Weesp Aansl. - Lelystad Industrieterrein,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
218,5ab1fbe7-986b-421a-821a-c017282254b4,167,167,Zevenbergschenhoek Aansluiting,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
219,11a4baf9-43bd-40f6-ba9d-65574417ccd9,517,517,Venlo,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
220,c433bd3a-495d-410c-929c-a26d99a8ccda,661,661,Landgraaf,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
221,2476c20e-ba40-4fa1-af39-a3a6597f4bfd,859,859,Sas van Gent Cerestar,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
222,97f94aa1-a6a0-405a-a0b2-ceb05c35bca7,534,534,Leiden Centraal,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
223,86950b33-6f7a-4b21-a648-b493a49fb270,548,548,Waterhuizen Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
224,45116a2c-358b-4693-ad32-53cfb493330e,026,26,Hengelo - Oldenzaal Grens,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
225,3e8de8f6-8a12-454e-80c6-a0caa1d3ae42,405,405,Hengelo - Hengelo Zoutindustrie,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
226,22f54178-02c5-42b2-8511-d7d4ef1af3fb,057,57,Eindhoven - Weert,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
227,e0e2a236-8572-43e5-8ecf-1487f00e05f3,530,530,Den Dolder,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
228,469461ff-b97d-489a-b5a8-e08444ec11ea,612,612,Barneveld Noord,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
229,fc2e9f24-41a4-4830-a1ea-e76cb349f8c3,788,788,Roosendaal Grens - Essen (B),2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
230,8ca2964f-d998-4095-82fc-8d1392008ffb,605,605,Wierden,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
231,d7302e41-fd77-449b-ba38-281e8b2b0f71,555,555,Rotterdam Centraal,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
232,c361a008-4949-4bfb-8306-ffc9507602e6,061,61,Roermond - Vlodrop Grens,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
233,c195312e-887a-46ff-9481-7e254df8c57b,804,804,"Beverwijk Hoogovens, Van Gelder",2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
234,0efee4dd-a75a-43fc-9feb-cd7d5d95b23e,122,122,Roosendaal - Breda,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
235,19d8ae88-e222-45f0-a45f-b6ed7a6e1675,620,620,Alkmaar,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
236,34c56e37-2884-43e4-93a7-c2124f1d30d3,034,34,Velperbroek Aansl. - Dieren,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
237,30ebf574-79e4-4b38-a89a-5b0bc907c8f4,005,5,Zuidbroek - Nieuweschans Grens,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
238,36677086-3492-4849-a2b8-253ccc25f006,784,784,Visé (B) - Eijsden Grens,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
239,4fee296a-3762-4726-8ec4-30db09b80704,756,756,Beugen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
240,56145ff1-30cb-4581-b71b-eca53f629eb5,552,552,Groningen Losplaats,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
241,e51134ca-b5f9-4613-b30b-11018de3c885,129,129,Terneuzen Aansl. - Terneuzen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
242,8fb46138-225b-44b1-8632-9da8b2b6ce71,553,553,Sittard,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
243,220eb659-aded-473b-877e-42d0999c381b,032,32,Blauwkapel - Lunetten,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
244,a8d761af-eb0e-4b88-9b2e-7fe68bd657ca,524,524,Zaandam,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
245,0158b008-ca94-44e4-b079-bb4a86924757,056,56,Venlo Grens - Venlo,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
246,8b880cab-8c49-4e67-ba76-7105a26684be,613,613,Ede=Wageningen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
247,faa92b76-83e2-4c12-93ba-e89bc528487b,502,502,Meppel,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
248,2d77325a-d870-4659-b290-aa7829d88c05,852,852,Axel Axelse Vlakte,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
249,01c3821d-1fd6-4b78-96a5-61ff02e7d0f5,900,900,Amersfoort Hoofdwerkplaats,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
250,1f7cdeb8-1d9d-4975-b2dd-6148aa38d916,008,8,Leeuwarden - Stavoren,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
251,00fb7773-ce9f-44c2-9fed-22abc79a4c35,526,526,Amsterdam Muiderpoort,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
252,70f04d98-2e52-41b0-82f3-041360cfe27a,922,922,Leidschendam Lijnwerkplaats,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
253,b459bab0-19a4-4609-ba5b-0866c52adeca,123,123,Breda - Tilburg,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
254,c2122656-9661-446b-90d3-ba0a771ed366,822,822,Zwijndrecht Groote Lindt,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
255,ef078aee-d4d5-4316-84b3-078fbe362620,030,30,Zutphen - Deventer,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
256,bd137630-f2c6-45c4-89cc-1ac422a779a6,544,544,Breda,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
257,c4147d2c-d3ba-4b3a-b984-68766bf13977,100,100,Utrecht Centraal - Harmelen Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
258,acbf120a-6963-4237-82a0-4307a79ea60c,468,468,Rotterdam Eemhaven,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
259,97bb6572-ccbc-4d8f-8566-8104519bfdd4,609,609,Zutphen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
260,834fce2a-d058-4add-b998-043eff7aa306,048,48,Nijmegen Grens - Nijmegen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
261,40c64f65-3eae-4c23-ab0e-4ae30f45c1c4,508,508,Arnhem,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
262,1dab9407-5074-46ff-bd74-d79c9d695bd7,563,563,Den Haag Mariahoeve,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
263,fa63c306-4db9-41e0-8139-4ada18efb2fe,775,775,Nieuweschans Grens - Weener (D),2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
264,bf35fff0-2e60-4398-89cb-6e30f4de954e,126,126,Roosendaal - Roosendaal Grens,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
265,7cf3e884-08a7-4036-8ead-2695334cf983,058,58,Budel Grens - Weert,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
266,6c5d70e3-f797-418d-9884-0ad93cbc5054,023,23,Apeldoorn - Deventer,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
267,01253fc4-a361-4b6d-822c-8c1f7160319b,551,551,Tilburg,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
268,b84b98c7-268d-47e8-a017-ebc9899bf253,623,623,Alphen a/d Rijn,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
269,664845eb-dd80-4b5c-b1cb-e6c6cf8e020e,152,152,Kijfhoek - Meteren Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
270,8176108a-66f6-4930-9530-4d68b4e7e49b,044,44,Ressen=Bemmel - Nijmegen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
271,560c7754-f859-4db5-9c1c-f01ea38be40a,559,559,Warmond,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
272,0161efd6-1913-4f4b-b4b2-5645ef37c55b,110,110,Den Haag Ypenburg - Leidschenveen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
273,54598053-ca95-47ea-9f9e-a20ef81e0e66,139,139,Zaandam - Amsterdam Sloterdijk,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
274,b423e739-d390-4f01-a0d2-9da4a454011a,861,861,Delden Raccordement,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
275,a216131f-51d9-46a9-895e-bc688f894df1,054,54,Boxtel - Eindhoven,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
276,14622869-bc92-4ebf-9125-b20e86a8bdc2,515,515,Vught Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
277,2cf9fc90-32bc-477c-a1d4-7faa7e90d8cf,518,518,Weert,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
278,340f76a7-7c0d-43bf-a89c-a9bcd12c3922,066,66,Landgraaf - Haanrade Grens,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
279,4653fdfd-3b40-4c5f-83e9-69730e81779d,504,504,Heerlen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
280,96b80f55-9413-4dcc-a84d-9b5976a4d767,513,513,Geldermalsen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
281,f8dd3cdf-1655-4124-8c04-9ab701ed944f,309,309,Landgraaf - Simpelveld,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
282,7b06e1e4-f635-4ef6-991a-3030f74e0c50,145,145,Amsterdam Sloterdijk - Amsterdam Riekerpolder,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
283,720917df-273d-4199-bdbf-3b8a68125387,851,851,Born Franciscushaven,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
284,6cd2af90-a5b9-48c4-a06f-fedd3baa2459,621,621,Nieuwersluis=Loenen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
285,a87b4510-a90a-44d1-be49-c836fc201079,654,654,Assen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
286,3f2e8091-c266-4aeb-a735-605278b43fcd,805,805,Dordrecht Zeehaventerrein,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
287,30b610af-795a-4a90-ad1f-c509c2b13df9,200,200,Winsum - Roodeschool,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
288,e04412f0-c4fe-4e38-9133-90efd8ca4187,507,507,Velperbroek Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
289,e525bdfe-7ae8-4b6a-9e2c-56e0b0968c71,205,205,Mariënberg - Almelo,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
290,1204d0d6-588e-42e0-ba6e-9b29af33140d,070,70,Schin op Geul - Maastricht,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
291,a1f4907e-cb75-4ae1-9bfc-136c338e4aae,098,98,Breukelen - Utrecht Centraal,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
292,50390459-39e1-4f62-a95a-3dfe96123343,541,541,Weesp Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
293,095fbec2-ccf0-4fa3-a89e-17eae1efe2d1,143,143,Leidschenveen - Leidschendam Lijnwerkplaats,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
294,c9114464-a6c6-44a9-bcb7-e8f1ce4239a3,522,522,Uitgeest,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
295,ea8b953d-087b-44f1-9082-cf63b50b527d,545,545,Roosendaal,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
296,7b07ccbc-a178-4682-b5b3-0d18b90ffd5e,128,128,Diemen Aansl. - Weesp Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
297,6a1a85f8-0a69-46e4-963e-dc186b177839,614,614,s Hertogenbosch,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
298,4e91d3a2-1b5c-4308-b2a1-fe4db5c2299f,435,435,Hoorn - Medemblik,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
299,7f981400-f11a-4c07-947f-776c00114798,828,828,Tiel Gem. Stamlijn,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
300,af8d9d3e-acd1-475e-bdc5-2d9351be373b,021,21,Barneveld Noord - Apeldoorn,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
301,d469573f-14c3-4ff6-90e4-6ef87ea70729,662,662,Simpelveld,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
302,4e41ea12-710d-476f-a71b-28c578626c8b,099,99,Breukelen - Harmelen Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
303,5b9e3b97-50de-4954-8578-71eef9a227d7,121,121,Breda - Lage Zwaluwe,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
304,17a82757-a83d-4b3d-8da2-4bc3b9ca17b8,087,87,Weesp Aansl. - Hilversum,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
305,eb94353f-73da-4d49-9900-518781fa9064,118,118,Geldermalsen - Dordrecht,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
306,510f6dde-223c-47d5-9c49-f9071be43e11,059,59,Weert - Roermond,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
307,db1eae18-087e-451c-988d-eba2ecae52ac,619,619,Heerhugowaard,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
308,a6a2e092-38b2-4dca-9685-4d0436c9d052,477,477,Rotterdam Europoort 3,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
309,8783f002-ec10-48a6-b248-31677d84efba,075,75,Alkmaar - Uitgeest,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
310,1e3e4e79-38d8-4ee6-9c6e-73c210db4679,814,814,Maastricht Racc. Beatrixhaven,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
311,d63d31de-9561-4834-af3e-01d0294e23c1,203,203,Mariënberg - Emmen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
312,3b6fe4a5-e72c-460a-b3ec-1ad3ceaf53d7,787,787,Hazeldonk Grens - Noorderkempen (B),2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
313,aae0231a-81cf-4695-964e-ea8c93156278,041,41,Arnhem - Elst,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
314,04660e66-0db5-433b-a8ae-fcea916ab5a9,586,586,Amsterdam Centraal,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
315,81ab5137-b3af-4f84-993d-9725c4894ea3,783,783,Vetschau (D) - Simpelveld Grens,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
316,d4db52cf-3611-46c6-88f8-f08aba1d31f5,558,558,Amsterdam Riekerpolder,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
317,b6fae649-6ce2-4024-ab94-4a2579ca5e16,069,69,Simpelveld - Schin op Geul,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
318,cf73453f-b859-4c49-a473-01c44629f313,505,505,Amersfoort Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
319,825cc8ef-d4b3-4a72-bc55-00ba6502ccd7,132,132,Moordrecht Aansl. - Rotterdam Kleiweg,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
320,680eca2e-8e96-4354-a8f0-e6fa9b20e4cc,033,33,Dieren - Zutphen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
321,3b06c069-8136-4d01-92ba-c3541b9fa9ce,503,503,Deventer,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
322,1d39dc8e-3176-462d-84ed-30816b48d950,049,49,Nijmegen - Beugen,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
323,a85c3b60-4b9d-4485-b0bb-7f4ca75788c3,209,209,Dieren - Apeldoorn,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
324,381d52f4-1aa1-4847-acce-b6458e323ae7,467,467,Rotterdam Waalhaven Oost,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
325,fe0d1acb-748f-4d8c-9f2d-61cdee907ba1,051,51,s Hertogenbosch - Vught Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
326,470b6d3e-e33f-47cc-b861-0d338c87239c,019,19,Wierden - Almelo,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
327,51a039e6-8a42-4073-9bcf-6053979b849d,751,751,Mariënberg,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
328,c221808d-225b-4f5e-953b-e6a33cee8a95,549,549,Haren,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
329,f56c649f-1b38-4dc6-9257-28ad67dfdeb9,089,89,Amersfoort - Amersfoort Aansl.,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
330,c66d0716-3d10-430d-b4eb-0f6d5fbcfb73,815,815,Roodeschool Eemshaven,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
331,faffbb37-d217-4cbb-968e-17266197afd3,046,46,Meteren Aansl. - s Hertogenbosch,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
332,623b1119-d1d2-4ad0-a0ec-b81ed3214db0,082,82,Haarlem - Santpoort Noord,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
333,fe940cab-0dc4-49de-9636-47122a109723,801,801,Moerdijk Industrieterrein,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
334,ca5b6910-4dba-400a-9ff1-201e29754651,538,538,Rotterdam Kleiweg,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
335,3860b328-ac4b-49f1-8283-cbe532a6e274,163,163,Rotterdam Lombardijen - Rotterdam Centraal,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
336,a36e3915-16bb-4373-9fb7-f256955b7567,092,92,Baarn - Amersfoort,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
337,56cec912-54e7-4101-aaac-f439a524789c,542,542,Dordrecht,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
338,83a012ed-9539-4c42-a003-23fed6190a2f,017,17,Amersfoort Aansl. - Hattemerbroek,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
339,319baeb6-c87e-40f5-9bf5-f6c68d37874c,606,606,Almelo,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00
