FID,soort_water,codebpn,disk_beh_obj_code,districtnaam,objectnaam,objecttype,beheersregime,contract,opmerking,info1,info2,info3,info4,info5,stichtingsjaar,muteerder,mutatie,geobron,hoofdwatersysteem,watersysteemnaam,watersysteemdeel,subcat,zijde,km,element,beheerder,eigenaar,onderhouder,gisobjid,nen_systeemdeel,nen_beheerobject,nen_element,nen_bouwdeel,nen_datum_vervallen,se_anno_cad_data,gdb_geomattr_data,shape
water_punten.46,71,"TK1.QX.L.1,139.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2021-12-14T11:04:16,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,L,"1,139",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (210804.40199999884 463962.44999999925)
water_punten.47,71,"TK1.QX.R.1,141.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2021-12-14T11:04:16,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"1,141",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (210834.55209999904 464035.4750000015)
water_punten.48,71,"TK1.QX.R.0,8.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2021-12-14T11:04:16,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"0,8",--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (210556.89600000158 464204.4059999995)
water_punten.49,71,"TK1.QX.L.3,478.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-01-25T14:55:18,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,L,"3,478",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (213081.90289999917 463926.68129999936)
water_punten.50,71,"TK1.QX.R.6,873.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-01-25T14:55:18,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"6,873",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (216402.5080000013 464594.1330000013)
water_punten.51,71,"TK1.QX.R.13,559.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilput,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-01-25T14:55:18,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"13,559",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (223086.1409999989 464787.7679999992)
water_punten.52,71,"TK2.QX.L.22,319.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilput,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-01-25T14:55:18,DTB,Rijn en Rijntakken,Twenthekanalen,TK2,QX,L,"22,319",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (230857.77699999884 467670.5390000008)
water_punten.53,71,"TK2.QX.R.31,552.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilput,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-01-25T14:55:18,DTB,Rijn en Rijntakken,Twenthekanalen,TK2,QX,R,"31,552",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (238774.42830000073 472068.66120000184)
water_punten.54,71,"TK2.QX.L.31,783.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilput,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-01-25T14:55:18,DTB,Rijn en Rijntakken,Twenthekanalen,TK2,QX,L,"31,783",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (239026.06419999897 472074.23629999906)
water_punten.55,71,"TK2.QX.R.44,811.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB: peilput,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-01-25T14:55:18,DTB,Rijn en Rijntakken,Twenthekanalen,TK2,QX,R,"44,811",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (251418.35060000047 474082.06909999996)
water_punten.56,71,"YS3.QX.L.994,75.--",Niet van toepassing,ON N,Visdectielocatie Kampen,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron https://geoweb.rijkswaterstaat.nl/westnederlandzuid/GeoWeb41/?Viewer=VisdetectiekabelsNederland,326,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS3,QX,L,"994,75",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (191502.32550000027 507243.17130000144)
water_punten.57,71,"YS3.QX.L.994,75.--",Niet van toepassing,ON N,Meetstation waterhoogte Kampen,Watermeetstation,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,646,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS3,QX,L,"994,75",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (191502 507242)
water_punten.58,71,"YS1.QX.R.881,075.--",Niet van toepassing,ON N,Meetpunt waterhoogte Westervoort IJsseldijk,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,5,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS1,QX,R,"881,075",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (194509.95100000128 442572.4200000018)
water_punten.59,71,"TK1.QX.R.3,329.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-01-27T16:17:00,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"3,329",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (212934.66699999943 463902.54140000045)
water_punten.60,71,"TK1.QX.R.3,481.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,Niet bekend,Nieuw object,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-01-27T16:17:00,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"3,481",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (213081.1009999998 463938.85550000146)
water_punten.61,71,"TK1.QX.R.3,152.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,31080779,Niet van toepassing,DTB:peilput,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2021,,2022-01-27T16:18:12,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"3,152",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (212739.1409999989 463953.9081999995)
water_punten.62,71,"TK1.QX.R.3,690.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,31080779,Niet van toepassing,DTB:peilput,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2021,,2022-01-27T16:18:12,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"3,690",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (213270.2490000017 464043.6191999987)
water_punten.63,71,"TK1.QX.R.3,356.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,31080779,Niet van toepassing,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2021,,2022-01-27T16:18:12,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"3,356",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (212951.2109999992 463944.3326999992)
water_punten.64,71,"TK1.QX.R.3,356.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,31080779,Niet van toepassing,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2021,,2022-01-27T16:18:12,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"3,356",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (212954.2701999992 463932.07649999857)
water_punten.65,71,"TK1.QX.R.3,481.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,31080779,Niet van toepassing,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2021,,2022-01-27T16:18:12,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"3,481",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (213075.7617000006 463962.19099999964)
water_punten.66,71,"TK1.QX.R.3,481.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,31080779,Niet van toepassing,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2021,,2022-01-27T16:18:12,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"3,481",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (213072.7076999992 463974.40780000016)
water_punten.67,71,"TK1.QX.R.3,349.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,31080779,Niet van toepassing,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2021,,2022-01-27T16:18:12,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,R,"3,349",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (212953.43189999834 463907.24069999903)
water_punten.68,71,"TK1.QX.L.3,349.--",Niet van toepassing,ON O,Niet van toepassing,Niet van toepassing,Niet bekend,31080779,Niet van toepassing,DTB:peilschaal,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2021,,2022-01-27T16:18:12,DTB,Rijn en Rijntakken,Twenthekanalen,TK1,QX,L,"3,349",--,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (212956.38560000062 463895.5185999982)
water_punten.69,71,"YS1.QX.R.879,591.--",Niet van toepassing,ON N,Meetpunt waterhoogte Hondsbroekse Pleij IJssel,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,321,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS1,QX,R,"879,591",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (193697.6785000004 441427.8302000016)
water_punten.70,71,"YS1.QX.L.880,429.--",Niet van toepassing,ON N,Meetpunt waterafvoer Westervoort IJsseldijk,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,642,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS1,QX,L,"880,429",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (193972.5810999982 442212.1229999997)
water_punten.71,70,"YS1.QX.R.883,5.--",Niet van toepassing,ON N,Effluent RWZI WRIJ,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,651,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS1,QX,R,"883,5",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (196819.79529999942 443193.0368000008)
water_punten.72,71,"ZW3.QX.R.2,511.--",Niet van toepassing,ON N,Meetkruis waterafvoer Meppelerdiep km2.500,-,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,1292,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW3,QX,R,"2,511",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (202780 518510)
water_punten.73,71,"ZW3.QX.R.2,414.--",Niet van toepassing,ON N,Inwinstation waterafvoer Meppelerdiep km2.500,-,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,1293,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW3,QX,R,"2,414",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (202693 518479)
water_punten.74,71,"ZW3.QX.R.2,504.--",Niet van toepassing,ON N,Meetpunt waterafvoer Meppelerdiep km2.500,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,328,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW3,QX,R,"2,504",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (202756 518537)
water_punten.75,71,"ZW3.QX.L.0,65.--",Niet van toepassing,ON N,Inwinstation gemaal Zedemuden Zwartsluis,Watermeetstation,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,1290,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW3,QX,L,"0,65",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (201870 516925)
water_punten.76,71,"ZW3.QX.L.0,65.--",Niet van toepassing,ON N,Meetopstelling gemaal Zedemuden Zwartsluis,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,1291,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW3,QX,L,"0,65",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (201870 516925)
water_punten.77,70,"ZW2.QX.L.19,521.--",Niet van toepassing,ON N,Straatkast waterhoogte Genemuiden,Watermeetstation,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,641,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW2,QX,L,"19,521",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (198525 516378)
water_punten.78,70,"ZW2.QX.L.19,410.--",Niet van toepassing,ON N,Meetpaal waterhoogte Genemuiden,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,650,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW2,QX,L,"19,410",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (198674.82330000028 516364.0417999998)
water_punten.79,70,"ZW2.QX.L.19,403.--",Niet van toepassing,ON N,Meetkruis waterhoogte Genemuiden,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,1288,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Zwarte Waterdelta,ZW2,QX,L,"19,403",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (198730 516405)
water_punten.80,71,"YS3.QX.L.1001,236.--",Niet van toepassing,ON N,Meetpaal waterhoogte Keteldiep,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,647,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS3,QX,L,"1001,236",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (186141 510454)
water_punten.81,70,"YS3.QX.L.999,015.--",Niet van toepassing,ON N,Effluent RWZI WDOD,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,965,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS3,QX,L,"999,015",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (188247.4477000013 510147.7140999995)
water_punten.82,71,"YS1.QX.L.889,286.--",Niet van toepassing,ON N,Meetpaal waterhoogte Steeg,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,322,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS1,QX,L,"889,286",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (200150 447066)
water_punten.83,70,"YS1.QX.R.913,143.--",Niet van toepassing,ON N,Effluent RWZI WRIJ,Uitlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,652,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS1,QX,R,"913,143",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (206258.16310000047 452251.39609999955)
water_punten.84,71,"YS1.QX.L.889,267.--",Niet van toepassing,ON N,Straatkast waterhoogte Steeg,Watermeetstation,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,1281,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS1,QX,L,"889,267",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (200161 447021)
water_punten.85,70,"YS1.QX.L.918,893.--",Niet van toepassing,ON N,Effluent RWZI WVV,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,654,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS1,QX,L,"918,893",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (209750.8024000004 456225.1812000014)
water_punten.86,71,"YS2.QX.R.944,934.--",Niet van toepassing,ON N,Meetpunt waterhoogte Deventer,Inwinpunt Waterstanden,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,325,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS2,QX,R,"944,934",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (207278 474016)
water_punten.87,70,"YS2.QX.L.947,213.--",Niet van toepassing,ON N,Effluent RWZI WVV,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,655,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS2,QX,L,"947,213",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (205347.86239999905 475198.2916000001)
water_punten.88,70,"YS2.QX.R.948,162.--",Niet van toepassing,ON N,Effluent RWZI WDOD,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,961,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS2,QX,R,"948,162",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (205222.29089999944 476190.8515000008)
water_punten.89,70,"YS2.QX.R.948,0.--",Niet van toepassing,ON N,Effluent RWZI WDOD,Inlaat,Niet in beheer,Niet van toepassing,Effluent RWZI uit legger van waterschappen,962,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS2,QX,R,"948,0",--,Waterschap,Waterschap,Waterschap,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (205283.4098000005 476004.7168000005)
water_punten.90,71,"YS2.QX.R.944,93.--",Niet van toepassing,ON N,Straatkast waterhoogte Deventer,Watermeetstation,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,1283,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS2,QX,R,"944,93",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (207292 474031)
water_punten.125,71,"111A.QX.L.979,173",N.v.t.,WNZ Z,Meetstation Duivelseiland,Watermeetstation,Wel in beheer,,,,,,,,-999,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Middendeel,111A,QX,L,979.173,--,Niet bekend,RWS Meet en Informatie Di,Niet bekend,1100117,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (103425.43600000069 424086.1420000009)
water_punten.91,71,"YS2.QX.R.944,934.--",Niet van toepassing,ON N,Infodisplay waterhoogte Deventer,DRIP,Niet in beheer,Niet van toepassing,In beheer eigendom en onderhoud bij CIV bron http://www.rijkswaterstaat.nl/kaarten/index.aspx,1284,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,-999,,2022-07-15T12:00:39,Getekend luchtfoto,Rijn en Rijntakken,Ijssel,YS2,QX,R,"944,934",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:07,,,POINT (207278 474016)
