FID,soort_water,codebpn,disk_beh_obj_code,districtnaam,objectnaam,objecttype,beheersregime,contract,opmerking,info1,info2,info3,info4,info5,stichtingsjaar,muteerder,mutatie,geobron,hoofdwatersysteem,watersysteemnaam,watersysteemdeel,subcat,zijde,km,element,beheerder,eigenaar,onderhouder,gisobjid,nen_systeemdeel,nen_beheerobject,nen_element,nen_bouwdeel,nen_datum_vervallen,se_anno_cad_data,gdb_geomattr_data,shape
water_punten.146,71,"102B.QX.R.1026,9",37B-350-01,WNZ N,Watermeetopstelling Maeslantkering Noord zeezijde,Watermeetstation,Wel in beheer,,WMO tbv BOS Europoortkering,,,,,,1997,,2021-11-02T13:58:56,Niet bekend,Rijn-Maasmonding,Noordrand,102B,QX,R,1026.9,--,Niet bekend,Niet bekend,Niet bekend,1100138,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (70563.79600000009 442006.1979999989)
water_punten.147,71,MM1.-.R.2.52.ov,"MM1.QX.R.2,5.ov",ZN ZO,MSW-meetsysteem Eijsden grens 2,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,2.52,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (175868 307630)
water_punten.148,71,MM2.-.L.10.8.ov,"MM2.QX.L.10,81,ov",ZN ZO,MSW-meetsysteem Sint Pieter noord 1,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM2,-,L,10.8,ov,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176810 315459)
water_punten.149,71,MM3.-.L.52.71.ov,"MM3.QX.L.52,71.ov",Waterdistrict Maastricht-Maas,MSW-meetstation Maaseik 1,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,L,52.71,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (184038 345122)
water_punten.150,71,MM3.-.L.52.72.ov,"MM3.QX.L.52,72.ov",Waterdistrict Maastricht-Maas,MSW-meetstation Maaseik 2,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,L,52.72,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (184038 345122)
water_punten.151,71,MM3.-.R.29.3.ov,"MM3.QX.R.29,3.ov",ZN ZO,MSW-meetsysteem Elsloo,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,29.3,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180894 329866)
water_punten.152,71,MM3.-.R.44.9.ov,"MM3.QX.R.44,9.ov",ZN ZO,MSW-meetsysteem Grevenbicht,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,44.9,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (181948 340166)
water_punten.153,71,MM5.-.L.0.2.ov,"MM5.QX.L.0,2.ov",ZN ZO,MSW-meetsysteem Borgharen Julianakanaal,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Maaskanalen,MM5,-,L,0.2,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176987 320056)
water_punten.154,71,MM5.-.R.3.8.ov,"MM5.QX.R.3,81.ov",ZN ZO,MSW-meetsysteem Bunde 1,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Maaskanalen,MM5,-,R,3.8,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (178354 323321)
water_punten.155,71,MM5.-.R.3.8.ov,"MM5.QX.R.3,82.ov",ZN ZO,MSW-meetsysteem Bunde 2,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Maaskanalen,MM5,-,R,3.8,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (178354 323321)
water_punten.156,71,MM2.-.L.10.82.ov,"MM2.QX.L.10,82,ov",ZN ZO,MSW-meetsysteem Sint Pieter noord 2,Watermeetstation,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,1899,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM2,-,L,10.82,ov,RWS,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176810 315459)
water_punten.157,71,MM1.-.R.2.55.--,"MM1.OX.R.2,55",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,2.55,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (175909.17399999872 307626.46400000155)
water_punten.158,71,MM1.-.R.5.04.--,"MM1.OX.R.5,04",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,5.04,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (177045.75699999928 309747.5029999986)
water_punten.159,71,MM1.-.R.2.53.--,"MM1.QX.R.2,53",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,2.53,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (175872.33999999985 307629.4750000015)
water_punten.160,71,MM1.-.R.2.54.--,"MM1.QX.R.2,54",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,2.54,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (175886.0080000013 307628.7800000012)
water_punten.161,71,MM1.-.R.5.0.--,MM1.QX.R.5,ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,5.0,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (177021.1400000006 309754.2280000001)
water_punten.162,71,MM1.-.R.5.01.--,"MM1.QX.R.5,01",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,5.01,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (177027.86400000006 309753.0879999995)
water_punten.163,71,MM1.-.R.5.02.--,"MM1.QX.R.5,02",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,5.02,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (177033.67599999905 309751.7199999988)
water_punten.164,71,MM2.-.L.10.84.--,"MM2.QX.L.10,84",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM2,-,L,10.84,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176798.04300000146 315451.15199999884)
water_punten.165,71,"BK02.-.R.75,3.--",Niet van toepassing,ZN M,Meetstation Sluis 11 beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,"75,3",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (178597.64600000158 378604.36499999836)
water_punten.166,71,"BK02.-.R.75,2.--",Niet van toepassing,ZN M,Meetstation Sluis 11 Boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,"75,2",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (178695.08999999985 378505.56500000134)
water_punten.167,71,"BK02.-.R.78,3.--",Niet van toepassing,ZN M,Meetstation Sluis 10 beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK02,-,R,"78,3",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176831 380912)
water_punten.168,71,"BK02.-.R.78,1.--",Niet van toepassing,ZN M,Meetstation Sluis 10 boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK02,-,R,"78,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176856 380771)
water_punten.169,71,"BK02.-.R.81,5.--",Niet van toepassing,ZN M,Meetstation Sluis 9 boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK02,-,R,"81,5",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (175669 384332)
water_punten.170,71,"BK02.-.R.81,5.--",Niet van toepassing,ZN M,Meetstation Sluis 9 spuiduiker,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK02,-,R,"81,5",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (175753 384350)
water_punten.171,71,"BK02.-.R.84,1.--",Niet van toepassing,ZN M,Meetstation Vossenbeemd,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,"84,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176182.93499999866 386686.3260000013)
water_punten.172,71,"BK02.-.R.89,5.--",Niet van toepassing,ZN M,Meetstation Sluis 7 spuiduiker,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK02,-,R,"89,5",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (173407 389731)
water_punten.173,71,"BK02.-.R.87,6.--",Niet van toepassing,ZN M,Meetstation RWZI Boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,"87,6",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (174966.71599999815 390086.3819999993)
water_punten.174,71,"BK02.-.R.87,3.--",Niet van toepassing,ZN M,Meetstation Scheepstal,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK02,-,R,"87,3",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (175640 390018)
water_punten.175,71,"BK02.-.R.90,3.--",Niet van toepassing,ZN M,Meetstation Schabbert SCAR,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK02,-,R,"90,3",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (173520 392440)
water_punten.176,71,MM2.-.L.10.85.--,"MM2.QX.L.10,85",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM2,-,L,10.85,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176790.10700000077 315450.4459999986)
water_punten.177,71,MM2.-.R.11.2.--,"MM2.QX.R.11,2",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM2,-,R,11.2,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (177138.48299999908 316538.3920000009)
water_punten.178,71,MM3.-.L.17.179.--,"MM3.QX.L.17,179",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,L,17.179,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (175527.65300000086 321169.4780000001)
water_punten.179,71,"BK07.-.-.7,1.--",Niet van toepassing,ZN M,Meetstation Empel pomp1/hevelleiding1/kolkomzetter,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK07,-,-,"7,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (151301 416768)
water_punten.180,70,"BK02.-.R.92,08.--",Niet van toepassing,ZN M,"ZWV 91,830-91,980",Uitwateringsluis,Wel in beheer,GOVA4a,Uitwateringssluis,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,2015,,2021-08-25T15:38:47,DTB,Maaskanalen,Brabantse Kanalen,BK02,-,R,"92,08",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (172580.47399999946 393668.12999999896)
water_punten.181,71,BK03.-.-.37.--,Niet van toepassing,ZN W,Meetstation Sluis IV Boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK03,-,-,37,--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (142537 389927)
water_punten.182,71,"BK07.-.-.7,1.--",Niet van toepassing,ZN M,Meetstation Empel beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK07,-,-,"7,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (151248 416820)
water_punten.183,71,"BK07.-.-.2,2.--",Niet van toepassing,ZN M,Meetstation Hintham kolkomzetter,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK07,-,-,"2,2",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (153013 412241)
water_punten.184,71,"BK02.-.-.98,3.--",Niet van toepassing,ZN M,Meetstation Sluis 5 boven,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK02,-,-,"98,3",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (168880 398600)
water_punten.185,71,"BK03.-.-.36,9.--",Niet van toepassing,ZN W,Meetstation Sluis IV Spuikanaal,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK03,-,-,"36,9",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (142518 389895)
water_punten.186,71,"BK01.-.-.111,2.--",Niet van toepassing,ZN M,Meetstation Sluis Schijndel Spuikanaal,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK01,-,-,"111,2",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (158894 406610)
water_punten.187,71,BK04.-.-.5.--,Niet van toepassing,ZN W,Meetstation Sluis I Beneden,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Getekend vrij,Maaskanalen,Brabantse Kanalen,BK04,-,-,5,--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (117118 406312)
water_punten.188,71,"BK07.-.-.7,1.--",Niet van toepassing,ZN M,Meetstation Empel hevelleiding 3,Watermeetstation,Wel in beheer,Niet van toepassing,In beheer CIV,Info van Rene de Leeuw,,,,,-999,,2021-08-25T15:38:47,Niet bekend,Maaskanalen,Brabantse Kanalen,BK07,-,-,"7,1",--,RWS,RWS,RWS,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (151311 416778)
water_punten.189,71,MM3.-.R.29.35.--,"MM3.QX.R.29,35",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,29.35,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180867.78400000185 329923.0859999992)
water_punten.190,71,MM3.-.R.5.65.--,"MM3.QX.R.5,65",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,5.65,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176730.66000000015 323112.70600000024)
water_punten.191,71,MM5.-.L.0.12.--,"MM5.QX.L.0,12",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Maaskanalen,MM5,-,L,0.12,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (176964.71200000122 319978.2749999985)
water_punten.192,71,MM3.-.R.29.37.--,"MM3.QX.R.29,37",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,29.37,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (180873.8839999996 329929.08100000024)
water_punten.193,71,MM3.-.R.44.92.--,"MM3.QX.R.44,92",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,44.92,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (181997.1950000003 340175.0850000009)
water_punten.194,71,MM3.-.R.52.4.--,"MM3.QX.R.52,4",ZN ZO,Nog in  te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM3,-,R,52.4,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (183900.94900000095 344825.5940000005)
water_punten.195,71,MM4.-.R.57.08.--,"MM4.QX.R.57,08",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM4,-,R,57.08,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (185258.63800000027 346780.6240000017)
water_punten.196,71,MM4.-.R.57.387.--,"MM4.QX.R.57,387",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM4,-,R,57.387,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (184985.35200000182 346812.2960000001)
water_punten.197,71,MM4.-.R.61.511.--,"MM4.QX.R.61,511",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Grensmaas,MM4,-,R,61.511,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (186812.2039999999 349145.97300000116)
water_punten.198,71,MM1.-.R.5.276.--,"MM1.QX.R.5,276",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM1,-,R,5.276,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (177151 310015)
water_punten.199,71,MM5.-.R.13.303.--,"MM5.QX.R.13,303",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Maaskanalen,MM5,-,R,13.303,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (181049.02600000054 331550.2419999987)
water_punten.200,71,MM5.-.R.29.598.--,"MM5.QX.R.29,598",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Maaskanalen,MM5,-,R,29.598,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (187398.95800000057 346433.8969999999)
water_punten.201,71,MM2.-.R.11.284.--,"MM2.QX.R.11,284",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM2,-,R,11.284,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (177137 315904)
water_punten.202,71,MM2.-.R.9.67.--,"MM2.QX.R.9,67",ZN ZO,Nog in te winnen,Nog in te winnen,Wel in beheer,Niet van toepassing,Niet van toepassing,,,,,,-888,,2021-08-25T15:38:47,Niet bekend,Maas,Bovenmaas,MM2,-,R,9.67,--,Niet bekend,Niet bekend,Niet bekend,-999,Niet van toepassing,Niet van toepassing,Niet van toepassing,Niet van toepassing,9999-01-01T00:00:08,,,POINT (177471 314257)
