ELEMENTNUMMER,SRT_NAAM,Nederlandse naam,HOOGTE,DIAMETER,AANLEGJAAR,STANDPLAATS,BOOMVORM,EIGENDOM,EINDBEELD,STATUS,COORD_X,COORD_Y,longitude,latitude
"01-03-126-0020","Pyrus calleryana 'Chanticleer'","","8","20","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104919.522","424804.103","4.661335777432","51.8105612993917"
"01-05-261-0130","Tilia x europaea","Hollandse linde","5","15","2002","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","105948.575","425530.624","4.67615565597403","51.817183330489"
"01-03-126-0050","Pyrus calleryana 'Chanticleer'","","9","20","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104909.833","424801.224","4.66119568841346","51.8105345506079"
"01-03-126-0010","Pyrus calleryana 'Chanticleer'","","9","20","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104926.835","424833.047","4.66143763626272","51.8108221289299"
"01-03-386-0090","Pyrus calleryana 'Chanticleer'","","11","28","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104809.37","424848.748","4.65973191649968","51.8109527064802"
"01-03-386-0110","Fraxinus excelsior 'Westhof's Glorie'","Gewone es","10","40","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104821.605","424867.573","4.65990661333489","51.8111230220558"
"01-03-241-0730","Crataegus laevigata","Tweestijlige meidoorn","5","15","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","104732.504","424843.242","4.65861802723373","51.8108962928078"
"01-03-191-0770","Fraxinus excelsior","gewone es","18","75","1930","BEPLANTING","","Gemeente Dordrecht","Vormboom","Bomenlijst","104905.481","424845.737","4.66112612866024","51.8109342801373"
"01-03-241-0550","Crataegus laevigata","Tweestijlige meidoorn","8","35","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104712.39","424843.768","4.65832626339633","51.8108992080961"
"01-03-241-0850","Crataegus monogyna 'Stricta'","","7","23","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104712.646","424804.937","4.6583356230719","51.8105501856126"
"01-03-241-0800","Crataegus laevigata","Tweestijlige meidoorn","4","10","2000","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","104759.179","424816.258","4.65900878101064","51.8106561410339"
"01-03-241-0780","Crataegus laevigata","Tweestijlige meidoorn","6","20","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","104759.63","424824.595","4.65901410992146","51.8107311216019"
"01-03-241-0720","Platanus x hispanica","plataan","18","100","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","104739.806","424853.348","4.6587224497566","51.810987791944"
"01-05-441-0040","Tilia tomentosa 'Brabant'","","6","15","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106020.369","425341.453","4.67722374388541","51.8154892078775"
"01-05-406-0150","Aesculus x carnea","Rode paardenkastanje","10","55","1970","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106038.714","425245.641","4.67750337535112","51.8146295774923"
"01-05-406-0140","Taxus baccata","Taxus","7","35","1940","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106048.46","425235.225","4.67764619604453","51.8145368048809"
"01-03-241-1380","Crataegus laevigata","Tweestijlige meidoorn","8","30","1960","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104677.763","424795.405","4.65783115181611","51.8104613548664"
"00-01-191-0080","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","5","15","1970","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105193.834","425405.35","4.6652271300638","51.8159903749285"
"01-03-241-1390","Crataegus monogyna","Eenstijlige meidoorn","5","5","2010","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","104738.962","424888.75","4.65870506259503","51.8113059364334"
"01-05-586-0010","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106239.826","425102.985","4.68044021546418","51.8133648783275"
"01-05-586-0020","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106234.515","425096.945","4.68036404431378","51.8133101212679"
"01-05-586-0030","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106244.283","425088.906","4.6805068387932","51.8132387136095"
"01-05-586-0040","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106249.57","425095.444","4.68058259171587","51.8132979449369"
"01-05-586-0050","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106258.213","425077.758","4.6807104305099","51.8131397230718"
"01-05-586-0060","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106263.448","425084.15","4.68078544998549","51.8131976373501"
"01-05-586-0070","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106271.852","425066.535","4.680909811689","51.813040032592"
"01-05-586-0080","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106277.407","425072.833","4.68098948529444","51.8130971297408"
"01-05-586-0090","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106285.68","425055.212","4.68111194703457","51.8129394593891"
"01-05-586-0100","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106290.744","425061.898","4.68118444535779","51.8130000012086"
"01-05-586-0110","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106305.67","425049.648","4.6814026341187","51.8128911906973"
"01-05-586-0120","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106300.476","425043.411","4.6813281871219","51.8128346736657"
"01-05-586-0130","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106310.464","425035.193","4.68147419429827","51.8127616750191"
"01-05-586-0140","Magnolia kobus","Magnolia kobus","5","5","2012","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst en -structuur","106315.676","425041.569","4.68154888282873","51.812819442983"
"00-01-126-0140","Gleditsia triacanthos","Valse christusdoorn","8","30","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104933.208","425190.205","4.66147833693798","51.8140331374606"
"00-01-126-0120","Pyrus calleryana 'Chanticleer'","","10","35","1950","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104925.061","425217.089","4.66135628930275","51.8142740620865"
"00-01-126-0100","Pyrus calleryana 'Chanticleer'","","10","25","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104923.95","425210.43","4.66134114122082","51.8142141056683"
"00-01-126-0090","Pyrus calleryana 'Chanticleer'","","12","30","1980","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104925.415","425205.264","4.66136313604864","51.8141678008454"
"00-01-126-0080","Pyrus calleryana 'Chanticleer'","","10","35","1975","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","104922.579","425201.78","4.6613225108556","51.8141362291272"
"01-05-041-0340","Prunus serrulata 'Pink Perfection'","","3","10","2012","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Geen status","106129.229","425600.09","4.6787660010244","51.8178236119627"
"00-01-091-0040","Tilia x europaea","Hollandse linde","5","25","1994","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105647.702","425376.093","4.67181392657355","51.8157677321845"
"01-03-241-0710","Platanus x hispanica","plataan","18","110","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","104742.726","424862.049","4.65876353017134","51.8110662669019"
"01-03-031-0740","Ulmus 'Columella'","","6","5","2010","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","105422.565","424780.918","4.66863403807635","51.8103978246577"
"01-03-241-0690","Platanus x hispanica","plataan","18","100","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","104747.441","424877.632","4.65882964125068","51.8112067647328"
"01-03-191-0560","Tilia x europaea 'Euchlora'","Krimlinde","10","25","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","104912.661","424855.214","4.66122887831215","51.8110201121342"
"01-03-191-0590","Tilia x europaea 'Euchlora'","Krimlinde","12","30","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","104849.615","424871.819","4.66031219247447","51.8111637075194"
"01-03-191-0610","Tilia x europaea 'Euchlora'","Krimlinde","10","20","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","104821.734","424879.137","4.65990680587797","51.8112269806224"
"01-05-571-0020","Acer saccharinum","zilveresdoorn","15","45","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106047.011","425294.182","4.6776168328817","51.8150666341852"
"01-05-441-0210","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","5","15","1994","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106030.751","425333.295","4.67737547206996","51.8154167883129"
"01-05-441-0200","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","5","15","1994","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106035.597","425330.591","4.67744613762205","51.8153929078576"
"01-05-441-0190","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","5","20","1994","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106040.118","425328.062","4.67751206477629","51.815370571883"
"01-05-441-0180","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","5","15","1994","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106044.34","425325.738","4.677573626381","51.8153500523451"
"01-05-441-0170","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","3","15","1994","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106048.853","425323.282","4.67763942704733","51.8153283717834"
"01-05-441-0160","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","5","20","1994","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106053.209","425320.737","4.67770296325314","51.8153058773985"
"01-05-441-0150","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","5","15","1994","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","106057.838","425318.214","4.67777045564609","51.8152836046886"
"01-05-441-0030","Tilia tomentosa 'Brabant'","","11","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","106027.659","425337.5","4.67733003245247","51.8154543150131"
"01-05-396-0120","Tilia x europaea","Hollandse linde","5","20","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105822.934","425498.313","4.67433798433278","51.8168818277258"
"01-05-441-0020","Tilia tomentosa 'Brabant'","","12","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst","106024.187","425331.206","4.67728056894994","51.815397434256"
"01-05-441-0010","Tilia x europaea 'Euchlora'","Krimlinde","6","20","1990","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106016.858","425335.281","4.67717369756714","51.8154334202923"
"01-05-501-0290","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1994","BEPLANTING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105964.002","425320.736","4.67640917885048","51.8152980330079"
"01-05-501-0280","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1994","BEPLANTING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105967.98","425318.506","4.67646718875096","51.8152783375531"
"01-05-501-0270","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1994","BEPLANTING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105971.873","425316.271","4.67652396654155","51.8152585896536"
"01-05-501-0260","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1994","BEPLANTING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105975.911","425314.056","4.67658284440322","51.8152390342482"
"01-05-501-0250","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","15","1994","BEPLANTING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105979.793","425311.907","4.67663945036448","51.8152200583679"
"01-05-501-0180","Pyrus calleryana 'Chanticleer'","","6","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106000.384","425324.747","4.67693626470301","51.8153372846327"
"01-05-501-0110","Pyrus calleryana 'Chanticleer'","","9","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106053.363","425422.182","4.67769083310133","51.8162177661574"
"01-05-501-0080","Pyrus calleryana 'Chanticleer'","","5","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106034.563","425387.65","4.6774230592454","51.8159057126237"
"01-05-501-0060","Pyrus calleryana 'Chanticleer'","","5","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106031.033","425381.341","4.6773727560632","51.8158486919827"
"01-05-501-0030","Pyrus calleryana 'Chanticleer'","","5","7","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106011.996","425346.442","4.67710160133044","51.8155333179898"
"01-05-501-0020","Pyrus calleryana 'Chanticleer'","","5","10","2004","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","106008.281","425339.813","4.67704866122157","51.8154734045244"
"01-05-406-0330","Pterocarya fraxinifolia","Gewone vleugelnoot","12","35","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105997.455","425226.536","4.67690770588091","51.8144542220879"
"01-05-406-0240","Fraxinus excelsior","gewone es","15","70","1900","VERHARDING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","106011.301","425244.807","4.67710592397753","51.8146196738413"
"00-01-371-0090","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105726.525","425417.268","4.67295125215874","51.8161448171758"
"01-05-396-0040","Tilia x europaea","Hollandse linde","5","20","1995","BEPLANTING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105836.799","425528.044","4.67453484926231","51.8171502977504"
"00-01-196-0120","Tilia x europaea","Hollandse linde","4","10","2013","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","104576.338","425215.959","4.65629899763841","51.8142324895145"
"01-05-236-0040","Aesculus x carnea 'Briotii'","Rode paardenkastanje","9","60","1970","VERHARDING","","Gemeente Dordrecht","Vormboom","Bomenlijst","105971.976","425228.403","4.67653792174892","51.8144687653464"
"01-05-406-0120","Aesculus hippocastanum","witte paardenkastanje","20","130","1900","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106034.655","425227.957","4.67744701253316","51.8144702621099"
"00-01-746-0050","Sorbus aucuparia","Lijsterbes","10","15","1990","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105471.359","425190.935","4.66928289768968","51.8140877434486"
"01-03-026-0050","Platanus x hispanica","plataan","10","35","1980","BEPLANTING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","105336.863","424903.794","4.66737358002694","51.8114947173849"
"01-03-026-0030","Platanus x hispanica","plataan","10","30","1980","BEPLANTING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","105320.696","424907.848","4.66713854497111","51.8115297186303"
"01-03-031-0200","Platanus x hispanica","plataan","18","90","1935","VERHARDING","","Gemeente Dordrecht","Takvrije stam 8m rondom","Bomenlijst en -structuur","105392.967","424828.634","4.66819797900448","51.8108241072094"
"01-03-026-0010","Platanus x hispanica","plataan","10","25","1980","BEPLANTING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","105304.803","424912.055","4.66690746109533","51.811566119108"
"01-05-366-0150","Robinia pseudoacacia 'Umbraculifera'","Bolacacia","4","20","1990","VERHARDING","Knotboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105956.994","425502.173","4.67628179985413","51.816928328797"
"01-05-366-0090","Tilia x europaea","Hollandse linde","10","35","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105969.035","425476.377","4.67646009779745","51.8166975107992"
"01-05-466-0040","Gleditsia triacanthos","Valse christusdoorn","12","35","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105877.961","425409.953","4.67514863434909","51.8160924212457"
"01-05-106-0260","Crataegus x media 'Paul's Scarlet'","Meidoorn","4","10","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105937.543","425402.527","4.67601383133225","51.8160309141829"
"01-05-106-0400","Crataegus x media 'Paul's Scarlet'","Meidoorn","5","15","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105941.198","425405.775","4.67606638033099","51.8160604314952"
"00-01-056-0160","Crataegus monogyna","Eenstijlige meidoorn","4","20","1980","VERHARDING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","105539.908","425893.447","4.67017652765504","51.8204086009217"
"00-01-371-0070","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105703.292","425426.385","4.67261299376279","51.816224715637"
"00-01-371-0060","Tilia x europaea","Hollandse linde","8","20","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105695.675","425429.218","4.67250211685481","51.8162495077919"
"00-01-371-0050","Tilia x europaea","Hollandse linde","8","25","1980","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105688.082","425432.123","4.6723915776378","51.8162749491611"
"00-01-371-0040","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105680.709","425434.938","4.67228424190298","51.8162996008824"
"00-01-371-0020","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105635.875","425452.385","4.67163150139318","51.8164524631847"
"00-01-296-0040","Sophora japonica","","15","50","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104779.394","425171.351","4.65925035442169","51.8138498346145"
"00-01-296-0030","Sophora japonica","","12","35","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104778.486","425164.274","4.65923821403833","51.8137861388708"
"00-01-296-0020","Sophora japonica","","12","35","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104778.471","425154.239","4.65923945421535","51.8136959345504"
"00-01-296-0010","Sophora japonica","","15","45","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104788.743","425151.333","4.65938884707857","51.8136707377382"
"00-01-386-0010","Sophora japonica","","12","35","1975","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","104804.829","425171.89","4.65961915133843","51.8138569690292"
"00-01-126-0460","Ailanthus altissima","Hemelboom","18","105","1900","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105019.244","425182.769","4.66272716860792","51.8139740122734"
"00-01-126-0420","Acer platanoides","Noorse esdoorn","12","55","1900","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105005.209","425149.939","4.66252837057918","51.8136776508427"
"00-01-126-0410","Acer platanoides","Noorse esdoorn","15","50","1900","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105009.779","425164.932","4.66259247961934","51.8138128301268"
"00-01-126-0360","Acer pseudoplatanus","Gewone esdoorn","17","130","1900","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Nationale Bomenlijst & Bomenlijst","104981.725","425159.803","4.66218636415976","51.8137642114361"
"00-01-126-0320","Aesculus hippocastanum","witte paardenkastanje","20","100","1900","BEPLANTING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst","104987.926","425180.493","4.66227330205099","51.813950746568"
"01-03-191-0680","Tilia x europaea","Hollandse linde","8","27","1970","VERHARDING","Kandelaber","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","104727.393","424903.477","4.65853515132896","51.811437274868"
"01-05-406-0090","Platanus x hispanica","plataan","19","120","1900","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","106026.149","425211.37","4.6773260005165","51.8143204170535"
"01-05-106-0410","Crataegus x media 'Paul's Scarlet'","Meidoorn","5","15","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105943.958","425409.747","4.67610584609173","51.8160963780029"
"01-05-106-0420","Crataegus x media 'Paul's Scarlet'","Meidoorn","6","15","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105947.794","425413.197","4.67616099168542","51.816127726942"
"01-05-106-0430","Crataegus x media 'Paul's Scarlet'","Meidoorn","4","10","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105950.738","425417.31","4.67620310620835","51.8161649570281"
"01-05-106-0440","Crataegus x media 'Paul's Scarlet'","Meidoorn","5","10","1994","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105954.403","425420.573","4.6762557983937","51.816194609968"
"01-05-106-0890","Gleditsia triacanthos","Valse christusdoorn","6","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105914.467","425345.135","4.67568730000104","51.8155129952036"
"01-05-106-0850","Crataegus x media 'Paul's Scarlet'","Meidoorn","5","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Bomenlijst","105934.86","425398.62","4.67597547323762","51.8159955586937"
"01-05-106-0840","Pyrus calleryana 'Chanticleer'","","7","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105918.621","425380.364","4.67574254465233","51.8158300293161"
"01-05-106-0830","Pyrus calleryana 'Chanticleer'","","7","15","1996","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105915.051","425376.291","4.67569134605969","51.8157931035295"
"01-03-346-0150","Tilia x europaea","Hollandse linde","4","15","2001","GRAS INTENSIEF","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","104620.367","424924.316","4.65698003699235","51.811614937659"
"01-03-346-0120","Tilia x europaea","Hollandse linde","4","15","2001","GRAS INTENSIEF","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst en -structuur","104631.14","424918.895","4.65713705603534","51.8115671820242"
"01-03-281-0300","Acer pseudoplatanus 'Erectum'","","5","5","2012","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","105009.377","424748.423","4.66264687293655","51.8100688632792"
"01-03-056-0550","Tilia cordata","Winterlinde","4","5","2013","GRAS INTENSIEF","","Gemeente Dordrecht","Takvrije stam 4m rondom","Geen status","105118.291","424868.648","4.66420893750757","51.8111592934415"
"01-03-366-0030","Acer platanoides 'Globosum'","Bolesdoorn","5","5","2012","BEPLANTING","","Gemeente Dordrecht","Vormboom","Geen status","104998.719","424769.691","4.66248924172224","51.8102590820053"
"00-01-371-0120","Tilia x europaea","Hollandse linde","8","20","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105756.007","425404.628","4.673380643023","51.8160338017472"
"01-05-581-0580","Acer pseudoplatanus","Gewone esdoorn","10","30","1985","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Geen status","106756.15","425473.004","4.68787660155891","51.8167358288097"
"01-05-581-0670","Salix alba","Schietwilg","20","50","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Geen status","106737.46","425467.241","4.68760634198918","51.8166824130378"
"01-05-581-0750","Salix alba","Schietwilg","20","50","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Geen status","106733.177","425468.695","4.68754402023179","51.8166951087961"
"01-05-581-0760","Salix alba","Schietwilg","20","50","1970","BEPLANTING","","Gemeente Dordrecht","Takvrije stam 2m rondom","Geen status","106735.747","425470.071","4.68758109942939","51.8167076975746"
"01-03-151-0570","Platanus x hispanica","plataan","18","95","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4/8 beide zijde verschil.","Bomenlijst","105330.914","424844.436","4.6672958346799","51.8109606274644"
"01-03-151-0530","Platanus x hispanica","plataan","18","90","1930","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6/8 beide zijde verschil.","Bomenlijst","105325.832","424825.317","4.66722488339789","51.8107883170909"
"01-03-151-0370","Platanus x hispanica","plataan","15","45","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105286.327","424829.312","4.66665141959571","51.8108207083744"
"01-03-151-0350","Platanus x hispanica","plataan","15","50","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105301.874","424816.128","4.66687877250593","51.8107035846459"
"01-03-151-0320","Platanus x hispanica","plataan","15","45","1970","VERHARDING","","Gemeente Dordrecht","Takvrije stam 6m rondom","Bomenlijst","105302.135","424890.529","4.66687186387951","51.8113723874184"
"01-05-106-0660","Carpinus betulus","Haagbeuk","9","25","1985","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105880.122","425338.69","4.67519010212098","51.8154520384742"
"01-05-181-0050","Carpinus betulus 'Fastigiata'","","10","30","1980","VERHARDING","","Gemeente Dordrecht","Takvrije stam 4m rondom","Bomenlijst","105900.083","425400.555","4.67547081392867","51.8160098917931"
"00-01-371-0210","Tilia x europaea","Hollandse linde","8","25","1970","VERHARDING","Leiboom","Gemeente Dordrecht","Vormboom","Bomenlijst","105646.091","425457.493","4.67177894016301","51.8164992823216"
