NUMMER,INHOUD,SOORT,FRACTIE,X_RD,Y_RD,longitude,latitude
"10354","5000 liter","Ondergrondse container","Restafval","105558.483098672","420628.155419759","4.6708659744888","51.7721391683409"
"10059","5000 liter","Ondergrondse container","Restafval","106341.962912442","424630.748299851","4.68165425606201","51.8081826288333"
"10057","5000 liter","Ondergrondse container","Restafval","106315.943","424596.51","4.6812818087986","51.8078726320561"
"10129","5000 liter","Ondergrondse container","Restafval","104832.871","423888.535","4.65988147973935","51.8013781698581"
"INP035","1400 liter","Inpandige container","Restafval","106557.669","422148.201","4.68512918246525","51.7858886500311"
"10080","5000 liter","Ondergrondse container","Restafval","105730.892","425734.211","4.67263712693266","51.8180467306698"
"10276","5000 liter","Ondergrondse container","Restafval","108706.203","425402.345","4.71583049027205","51.8153187426526"
"INP100","1400 liter","Inpandige container","Restafval","104669.904158308","422709.468869803","4.65769038598791","51.7907662916356"
"10007","5000 liter","Ondergrondse container","Restafval","105953.426","425649.433","4.67587639240333","51.8173043673421"
"","UNKNOWN","Achter lossen","Glas","106767.034","424820.868","4.68779089828951","51.809928287735"
"10374","5000 liter","Ondergrondse container","Restafval","105305.894030401","425040.201969342","4.66657342693157","51.8117714326147"
"","UNKNOWN","Achter lossen","Glas","109622.979","423722.721","4.72934538674557","51.8002977556641"
"","UNKNOWN","Half verdiepte container","Textiel","108916.019","423737.439","4.7190948802568","51.8003721305312"
"10353","5000 liter","Ondergrondse container","Restafval","105342.562074315","421005.769902981","4.66768372437345","51.775513957855"
"INP027","1600 liter","Inpandige container","Restafval","106014.791107451","425487.578423182","4.67678923468995","51.8158550399008"
"INP042","1400 liter","Inpandige container","Restafval","106030.04","421611.555","4.67755868914905","51.7810193462641"
"10079","5000 liter","Ondergrondse container","Restafval","105701.858875733","425588.559997874","4.67223684456433","51.8167350842887"
"10101","5000 liter","Ondergrondse container","Restafval","107123.157","425823.333","4.69281580369142","51.8189689406982"
"","UNKNOWN","Half verdiepte container","Glas","106360.691997227","424133.002203667","4.6819957756596","51.8037106052076"
"10170","5000 liter","Ondergrondse container","Restafval","105265.600852548","423256.184094108","4.66624555424098","51.7957334389688"
"INP108","1400 liter","Inpandige container","Restafval","106366.638998624","423587.468650562","4.68215864762158","51.7988079590271"
"INP021C","1000 liter","Inpandige container","Restafval","107324.618","423585.265","4.69604591188436","51.79887078017"
"10172","5000 liter","Ondergrondse container","Restafval","105158.137","423234.221","4.66469102347156","51.7955264562242"
"10197","5000 liter","Ondergrondse container","Restafval","104961.294","424863.787","4.66160217934638","51.8101550612299"
"10243","5000 liter","Ondergrondse container","Restafval","104367.669","422381.808","4.65335787086671","51.7877940197163"
"INP035","1400 liter","Inpandige container","Restafval","106606.356","422231.315","4.68582313887441","51.7866398872913"
"INP080","1700 liter","Inpandige container","Restafval","104389.49798709","422764.770856489","4.65361826090303","51.791237991745"
"INP047","1400 liter","Inpandige container","Restafval","105905.266","421858.581","4.67571566616293","51.7832286244987"
"INP110","1000 liter","Inpandige container","Restafval","105585.144894027","424056.491291586","4.6707631121808","51.8029548252344"
"INP625","1600 liter","Inpandige container","Restafval","106080.074","422342.447","4.67818048365552","51.7875928738928"
"10081","2600 liter","Bovengrondse container","Restafval","106436","425254","4.68293021449233","51.8137924952501"
"AANP627","1400 liter","Inpandige container","Restafval","105807.146","421896.849","4.67428837076892","51.783563938083"
"10236","5000 liter","Ondergrondse container","Restafval","104201.97","423051.967","4.65085818072692","51.7938022234195"
"INP101","1400 liter","Inpandige container","Restafval","105700.188","421898.246","4.67273822766066","51.7835670637128"
"10163","5000 liter","Ondergrondse container","Restafval","104927.472","422530.137","4.66144935726532","51.7891776453417"
"","UNKNOWN","Half verdiepte container","Textiel","107931.630724016","423048.468462722","4.70491823753346","51.7940976261423"
"10048","5000 liter","Ondergrondse container","Restafval","105937.848","424473.739","4.67581722883865","51.8067360820914"
"INP111","1400 liter","Inpandige container","Restafval","106236.427534246","423596.211001864","4.68026986202923","51.7988751759567"
"INP035","1400 liter","Inpandige container","Restafval","106580.3","422057.532","4.68546982321239","51.785075692701"
"34","1400 liter","Bovengrondse container","Restafval","105506.143021792","425191.6987539","4.66945540218406","51.8131508504416"
"10195","5000 liter","Ondergrondse container","Restafval","104816.165","424864.799","4.65949771112356","51.8101511262157"
"10376","3800 liter","Ondergrondse container","Restafval","104961.710102387","425297.056350837","4.66154553899019","51.8140492318691"
"10006","5000 liter","Ondergrondse container","Restafval","105972.568","425690.203","4.67614820983093","51.8176724823878"
"10326","5000 liter","Ondergrondse container","Restafval","109623.306","423333.049","4.72940120668379","51.7967954465205"
"10375","3800 liter","Ondergrondse container","Restafval","104700.486193662","425210.134419301","4.657770194639","51.8132445125515"
"10355","5000 liter","Ondergrondse container","Restafval","105580.192","420733.072","4.67116552303516","51.7730840629002"
"INP078","1400 liter","Inpandige container","Restafval","105042.7387173","423643.090253333","4.66295932528985","51.7991909808611"
"232","UNKNOWN","Bovengrondse container","Glas","107454.986","422944.961","4.69802367674259","51.7931269330337"
"10393","3800 liter","Ondergrondse container","Restafval","105618.56759722","425467.938739053","4.67104619315751","51.8156435999231"
"","UNKNOWN","Achter lossen","Glas","109766.97","423737.501","4.73143084516091","51.800442281867"
"INP109","1000 liter","Inpandige container","Restafval","106211.275404176","423585.414126137","4.67990677632798","51.7987759380223"
"INP020","1300 liter","Inpandige container","Restafval","107489.683","423828.225","4.69840536741892","51.8010685415498"
"621","1700 liter","Inpandige container","Restafval","105225.44714536","424738.758010363","4.66545030240445","51.8090549465729"
"10225","5000 liter","Ondergrondse container","Restafval","106651.05","424990.698","4.68608543495133","51.8114446553297"
"10231","5000 liter","Ondergrondse container","Restafval","104438.949","423095.32","4.65428671572942","51.7942133800965"
"","UNKNOWN","Ondergrondse container","Glas","106078.04","422040.658","4.67819363014068","51.7848802638026"
"","UNKNOWN","Achter lossen","Glas","104305.421","423825.697","4.65224433461407","51.8007657474237"
"10306","5000 liter","Ondergrondse container","Restafval","105068.206734071","422863.873581899","4.66344089505668","51.7921898087046"
"10307","5000 liter","Ondergrondse container","Restafval","105089.657063614","422618.430316148","4.66378716916546","51.7899857278594"
"27","1400 liter","Bovengrondse container","Restafval","105534.576","425235.246","4.6698614713885","51.8135447653411"
"10316","5000 liter","Ondergrondse container","Restafval","108819.031","423832.093","4.71767624908547","51.8012148556267"
"INP006","1400 liter","Inpandige container","Restafval","108752.763","424038.516","4.71668798361818","51.8030646759835"
"","UNKNOWN","Bovengrondse container","Textiel","108946.339137491","424047.777818828","4.71949312702946","51.8031639234242"
"428","UNKNOWN","Ondergrondse container","Glas","109483.799","423348.693","4.72737692131228","51.7969246980826"
"","UNKNOWN","Achter lossen","Glas","104544.197","423444.907","4.6557612872701","51.7973649173146"
"","UNKNOWN","Achter lossen","Glas","105955.927","421269.037","4.67653324714892","51.7779343448019"
"INP075BST","1600 liter","Inpandige container","Restafval","104466.26820273","422463.745839676","4.65477486061611","51.788539391358"
"10030","5000 liter","Ondergrondse container","Restafval","105800.509","424366.436","4.67384126260682","51.8057595739298"
"INP069","1700 liter","Inpandige container","Restafval","108505.778","424789.684","4.7130063826528","51.8097955636705"
"10383","3800 liter","Ondergrondse container","Restafval","105511.464332023","425130.146754454","4.66954137083252","51.8125981052591"
"246","UNKNOWN","Ondergrondse container","Glas","108746.546","424091.257","4.71659080371733","51.8035381908498"
"10215","5000 liter","Ondergrondse container","Restafval","105867.484","425149.127","4.67470113265596","51.8128001532579"
"INP035","1400 liter","Inpandige container","Restafval","106581.645","422057.37","4.68548933714725","51.7850743532682"
"10220","5000 liter","Ondergrondse container","Restafval","106542.417","425094.295","4.68449572920956","51.8123663454186"
"INP006","1400 liter","Inpandige container","Restafval","108786.694","424087.971","4.71717329526665","51.8035119817743"
