CODE;OBJECTI;STD_KPP;STD_D_S;STD_ID_;WK_KPPL;WK_ID_S;WK_ID_I;BRT_KPP;BRT_D_S;SHP_LNG;SHAP_AR;BRT_NAM;WK_NAAM;STD_NAM;AANTBEV;LFT019;LFT2064;LFT65_;GESLM;GESLV;ETNCBS8;ETNCBS9;AANTGEB;ANTSTRF;NATLOOP;VESTTOT;VERTRTT;SALDVEV;BEVSALD;AANTHH;EPHH;MPHHZK;MPHHMK;EENOUD;SRWON3;SRWON4;SRWON5;SRWON6;SRWON7;SRWON8;SRWON9;SRWON10;SRWON11;SRWON12;SRWON1;SRWON2;SRWON13;EIGEND1;EIGEND3;EIGEND2;EIGEND4;AANTOZB;BVOWON;TTPRS;AKANTOR;AWINKLS;ABEDRJF;AHORECA;AHOTELS;AUITGAN;ACULTUR;AATRACT;ASPORTS;ARECRET;AMEDSCH;ABIJZND;ASCHOLN;AKERKEN;ABIJWON;AOVERIG;VESTTTL;WPTOTAL;POTBERP;NW_2014;WPS1;WPS2;WPS3;WPS4;WPS5;WPS6;WPS7;WPS8;WPS9;PARTAUT;PARTMTR
60;53;06 Laak;06;6;39 Binckhorst;39;39;60 Binckhorst;60;5332.267032810000273;1455617.010100000072271;Binckhorst;Binckhorst;Laak;1793;94;1689;10;1440;353;428;1365;0;0;0;0;0;0;0;235;187;35;9;4;1;8;8;222;0;1;0;1;4;0;6;239;36;35;132;0;114;281;23561;129082;65;11;223;6;1;2;1;0;0;4;1;0;0;1;0;176;0;0;1738;0;0;0;0;0;0;0;0;0;0;0;0
61;54;07 Haagse Hout;07;7;25 Mariahoeve en Marlot;25;25;61 Landen;61;3613.892950389999896;625092.288750999956392;Landen;Mariahoeve en Marlot;Haagse Hout;5153;988;3124;1041;2488;2665;2327;2826;0;0;0;0;0;0;0;2961;1710;544;398;309;5;12;56;2536;0;78;155;21;27;0;281;2609;22;1013;294;1602;3;2912;268764;134099;4;9;6;2;0;0;0;0;2;4;2;0;2;0;0;307;0;0;3290;0;0;0;0;0;0;0;0;0;0;0;0
62;55;05 Centrum;05;5;27 Stationsbuurt;27;27;62 Rivierenbuurt-Zuid;62;1673.679816500000015;101768.951400000005378;Rivierenbuurt-Zuid;Stationsbuurt;Centrum;850;122;676;52;460;390;228;622;0;0;0;0;0;0;0;587;388;149;31;19;54;153;0;19;252;0;0;0;0;0;0;478;8;103;264;98;21;486;34925;94356;14;5;38;2;1;0;0;0;0;1;0;0;0;0;0;12;0;0;742;0;0;0;0;0;0;0;0;0;0;0;0
63;56;05 Centrum;05;5;27 Stationsbuurt;27;27;63 Rivierenbuurt-Noord;63;3744.231736549999823;369956.612350000010338;Rivierenbuurt-Noord;Stationsbuurt;Centrum;3878;714;2781;383;2080;1798;1453;2425;0;0;0;0;0;0;0;2139;1163;515;328;133;124;328;31;742;485;56;231;0;2;0;289;1710;18;573;786;603;55;2017;210037;207284;69;73;64;43;1;0;0;0;1;1;4;0;2;1;0;152;0;0;2925;0;0;0;0;0;0;0;0;0;0;0;0
64;57;07 Haagse Hout;07;7;26 Bezuidenhout;26;26;64 Bezuidenhout-West;64;3487.282665520000137;538776.087599999969825;Bezuidenhout-West;Bezuidenhout;Haagse Hout;3399;929;2165;305;1564;1835;997;2402;0;0;0;0;0;0;0;2072;1304;321;214;233;16;39;80;1051;189;20;102;0;0;0;122;1375;492;341;611;1034;3;1989;151156;159094;63;15;16;10;0;0;2;0;0;1;0;0;3;0;0;344;0;0;2606;0;0;0;0;0;0;0;0;0;0;0;0
65;58;07 Haagse Hout;07;7;26 Bezuidenhout;26;26;65 Bezuidenhout-Midden;65;3503.857302360000176;619021.397499999962747;Bezuidenhout-Midden;Bezuidenhout;Haagse Hout;4281;912;2830;539;2111;2170;2236;2045;0;0;0;0;0;0;0;2313;1202;552;471;88;115;203;80;1341;89;45;365;1;1;0;412;1828;19;1296;706;58;199;2259;278400;273029;145;79;8;15;2;0;0;0;2;0;8;0;6;3;0;222;0;0;2994;0;0;0;0;0;0;0;0;0;0;0;0
66;59;07 Haagse Hout;07;7;26 Bezuidenhout;26;26;66 Bezuidenhout-Oost;66;3884.35041498999999;769144.98844999994617;Bezuidenhout-Oost;Bezuidenhout;Haagse Hout;9027;1367;6457;1203;4346;4681;5522;3505;0;0;0;0;0;0;0;5240;2670;1523;740;307;271;540;0;663;3489;27;151;0;2;0;180;4963;32;3011;1745;377;42;5175;499721;203247;38;87;22;19;0;0;1;0;3;9;15;0;4;1;0;76;0;0;6708;0;0;0;0;0;0;0;0;0;0;0;0
67;60;07 Haagse Hout;07;7;25 Mariahoeve en Marlot;25;25;67 Kampen;67;3462.700302939999801;608665.204700000002049;Kampen;Mariahoeve en Marlot;Haagse Hout;2457;430;1534;493;1214;1243;1138;1319;0;0;0;0;0;0;0;1510;922;263;186;139;0;7;17;1360;0;38;92;1;0;0;131;1384;2;529;293;695;0;1517;121324;128610;8;11;3;2;0;0;0;0;4;7;5;2;2;0;0;198;0;0;1605;0;0;0;0;0;0;0;0;0;0;0;0
68;61;07 Haagse Hout;07;7;25 Mariahoeve en Marlot;25;25;68 Marlot;68;4827.362633740000092;922032.865699999965727;Marlot;Mariahoeve en Marlot;Haagse Hout;811;242;395;174;411;400;486;325;0;0;0;0;0;0;0;320;84;104;116;16;19;20;0;69;0;57;72;21;81;0;231;108;4;301;42;0;0;343;80586;749091;8;0;0;1;0;0;1;0;2;1;1;0;0;1;0;12;0;0;469;0;0;0;0;0;0;0;0;0;0;0;0
69;62;07 Haagse Hout;07;7;25 Mariahoeve en Marlot;25;25;69 Burgen en Horsten;69;4062.121000059999915;935366.531198999960907;Burgen en Horsten;Mariahoeve en Marlot;Haagse Hout;6299;1060;3635;1604;2936;3363;3152;3147;0;0;0;0;0;0;0;3689;2210;693;485;301;0;1;0;3178;0;116;303;7;10;0;436;3179;8;1469;814;1336;4;3623;348564;137483;25;35;3;8;0;0;0;0;3;9;11;0;6;3;0;392;0;0;3815;0;0;0;0;0;0;0;0;0;0;0;0
70;63;04 Scheveningen;04;4;01 Oostduinen;01;1;70 Oostduinen;70;7599.042711989999589;3085057.275799999944866;Oostduinen;Oostduinen;Scheveningen;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;149;0;0;0;2;1;0;0;0;0;2;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;64;04 Scheveningen;04;4;02 Belgisch Park;02;2;71 Belgisch Park;71;4611.297825300000113;972969.461950000026263;Belgisch Park;Belgisch Park;Scheveningen;8202;1791;4754;1657;4031;4171;5200;3002;0;0;0;0;0;0;0;4256;2094;1070;837;255;410;775;97;1547;314;194;539;42;43;0;818;3143;39;2575;924;483;18;4000;550262;338732;25;153;10;42;108;4;0;1;0;5;15;2;3;1;0;429;0;0;5310;0;0;0;0;0;0;0;0;0;0;0;0
72;65;04 Scheveningen;04;4;07 Scheveningen;07;7;72 Rijslag;72;2386.9605015799998;257375.480450000002747;Rijslag;Scheveningen;Scheveningen;1612;297;916;399;766;846;1112;500;0;0;0;0;0;0;0;880;458;207;151;64;94;131;3;289;69;72;178;9;31;0;290;586;15;462;311;105;13;891;113360;319664;8;5;4;5;3;1;0;0;2;1;7;0;3;2;0;63;0;0;997;0;0;0;0;0;0;0;0;0;0;0;0
73;66;04 Scheveningen;04;4;03 Westbroekpark/Duttendel;03;3;73 Westbroekpark;73;3177.91722467999989;460933.714700000011362;Westbroekpark;Westbroekpark/Duttendel;Scheveningen;881;157;328;396;395;486;569;312;0;0;0;0;0;0;0;444;216;145;68;15;15;28;11;284;0;29;33;17;47;0;126;338;4;341;70;54;3;468;93822;619942;18;0;1;3;1;0;0;0;1;1;0;0;0;0;0;12;0;0;385;0;0;0;0;0;0;0;0;0;0;0;0
74;67;04 Scheveningen;04;4;03 Westbroekpark/Duttendel;03;3;74 Duttendel;74;6453.828611410000121;1330446.772750000003725;Duttendel;Westbroekpark/Duttendel;Scheveningen;1081;218;487;376;499;582;714;367;0;0;0;0;0;0;0;469;184;135;125;25;12;23;0;214;0;46;34;61;106;0;247;249;3;377;120;2;0;499;116094;657107;9;7;3;1;0;0;0;0;3;4;3;0;1;0;0;142;0;0;551;0;0;0;0;0;0;0;0;0;0;0;0
75;68;07 Haagse Hout;07;7;04 Benoordenhout;04;4;75 Uilennest;75;2806.667955039999924;301728.965049999998882;Uilennest;Benoordenhout;Haagse Hout;2107;369;1141;597;959;1148;1229;878;0;0;0;0;0;0;0;1165;624;306;180;55;29;30;16;976;0;41;132;0;10;0;183;1051;1;963;271;0;1;1235;160708;293256;11;5;1;0;0;0;0;0;0;0;2;0;0;0;0;118;0;0;1203;0;0;0;0;0;0;0;0;0;0;0;0
76;69;07 Haagse Hout;07;7;04 Benoordenhout;04;4;76 Duinzigt;76;3544.159993719999875;697440.071450000046752;Duinzigt;Benoordenhout;Haagse Hout;2501;325;875;1301;1040;1461;1577;924;0;0;0;0;0;0;0;1447;859;364;173;51;120;226;16;1058;73;33;31;43;15;0;122;1493;7;1087;494;38;3;1622;243463;365784;8;13;0;4;0;0;0;0;7;0;0;0;3;2;0;359;0;0;968;0;0;0;0;0;0;0;0;0;0;0;0
77;70;07 Haagse Hout;07;7;04 Benoordenhout;04;4;77 Waalsdorp;77;3639.485858300000018;646065.124549999949522;Waalsdorp;Benoordenhout;Haagse Hout;3824;1119;1958;747;1837;1987;2439;1385;0;0;0;0;0;0;0;1648;580;442;527;99;74;128;20;557;0;128;739;9;58;0;934;779;8;1367;345;0;9;1721;310912;537037;16;8;4;2;1;0;0;0;0;1;10;0;5;2;0;120;0;0;2190;0;0;0;0;0;0;0;0;0;0;0;0
78;71;07 Haagse Hout;07;7;04 Benoordenhout;04;4;78 Arendsdorp;78;3553.177404460000162;553233.210899999947287;Arendsdorp;Benoordenhout;Haagse Hout;1309;345;621;343;622;687;756;553;0;0;0;0;0;0;0;533;228;129;166;10;24;48;0;150;0;78;208;2;6;0;294;222;6;396;76;47;3;522;130964;560469;68;0;2;0;0;0;0;0;4;1;3;0;0;0;0;16;0;0;701;0;0;0;0;0;0;0;0;0;0;0;0
79;72;07 Haagse Hout;07;7;04 Benoordenhout;04;4;79 v Hoytemastraat eo;79;2168.095475330000227;258752.615500000014435;v Hoytemastraat eo;Benoordenhout;Haagse Hout;2363;663;1352;348;1149;1214;1414;949;0;0;0;0;0;0;0;1036;357;280;335;64;214;464;0;76;8;47;207;4;0;0;258;762;5;773;247;1;4;1025;164126;441424;19;56;1;4;0;0;0;0;0;1;5;0;4;1;0;45;0;0;1471;0;0;0;0;0;0;0;0;0;0;0;0
80;73;02 Escamp;02;2;34 Morgenstond;34;34;80 Morgenstond-Zuid;80;3031.2621589700002;485521.690249999985099;Morgenstond-Zuid;Morgenstond;Escamp;5943;1401;3892;650;2997;2946;1540;4403;0;0;0;0;0;0;0;3178;1618;585;530;445;27;0;143;2693;0;6;50;0;0;0;56;2863;3;517;400;2003;2;2922;223706;106596;12;42;12;6;0;0;1;0;5;5;5;0;3;0;0;159;0;0;4164;0;0;0;0;0;0;0;0;0;0;0;0
81;74;01 Loosduinen;01;1;14 Bohemen, Meer en Bos;14;14;81 Bosjes van Pex;81;3142.488098220000211;463566.390400999982376;Bosjes van Pex;Bohemen, Meer en Bos;Loosduinen;403;84;241;78;190;213;292;111;0;0;0;0;0;0;0;204;97;44;47;16;1;1;96;72;0;10;13;3;13;0;39;170;0;182;27;0;0;209;24704;275474;0;1;4;1;0;0;0;0;3;5;0;0;0;2;0;61;0;0;274;0;0;0;0;0;0;0;0;0;0;0;0
82;75;01 Loosduinen;01;1;18 Waldeck;18;18;82 Rosenburg;82;3326.052395340000203;516877.660800000012387;Rosenburg;Waldeck;Loosduinen;2913;349;1494;1070;1365;1548;2091;822;0;0;0;0;0;0;0;1563;835;420;157;151;1;1;5;693;848;6;7;5;1;0;19;1548;7;534;367;672;1;1574;179852;173044;15;35;3;6;0;0;0;0;7;4;5;0;5;2;0;120;0;0;1572;0;0;0;0;0;0;0;0;0;0;0;0
83;76;03 Segbroek;03;3;19 Vruchtenbuurt;19;19;83 Eykenduynen;83;3220.69040343000006;501320.463399000000209;Eykenduynen;Vruchtenbuurt;Segbroek;2644;541;1673;430;1251;1393;1992;652;0;0;0;0;0;0;0;1341;567;365;291;118;26;51;0;216;952;18;60;1;1;0;80;1245;2;1007;265;54;1;1327;141446;204494;1;20;3;6;0;0;0;0;0;2;6;0;0;1;0;60;0;0;1802;0;0;0;0;0;0;0;0;0;0;0;0
84;77;02 Escamp;02;2;32 Leyenburg;32;32;84 Leyenburg;84;5999.196546400000443;1353530.815799999982119;Leyenburg;Leyenburg;Escamp;14905;2823;9362;2720;7218;7687;9441;5464;0;0;0;0;0;0;0;7844;3671;1905;1486;782;72;182;0;4117;2391;58;571;0;68;0;697;6762;9;4577;1922;915;54;7468;686390;136587;10;61;23;10;0;0;2;0;6;4;12;0;5;5;0;554;0;0;10056;0;0;0;0;0;0;0;0;0;0;0;0
85;78;01 Loosduinen;01;1;17 Loosduinen;17;17;85 Kerketuinen/Zichtenburg;85;4490.039219700000103;817793.617398999980651;Kerketuinen/Zichtenburg;Loosduinen;Loosduinen;51;0;48;3;45;6;22;29;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;3;1;2;1;0;4;6656;0;50;8;225;3;0;0;0;0;2;1;1;2;1;0;0;67;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0
86;79;01 Loosduinen;01;1;17 Loosduinen;17;17;86 Houtwijk;86;6163.508465480000268;1457136.334749999921769;Houtwijk;Loosduinen;Loosduinen;12829;2829;7405;2595;6290;6539;8434;4395;0;0;0;0;0;0;0;5715;2023;1554;1552;586;419;367;328;1379;423;611;1988;2;0;0;2601;2916;13;3095;243;2096;96;5530;620974;200037;9;25;130;5;0;1;0;0;1;3;9;0;5;1;0;329;0;0;8162;0;0;0;0;0;0;0;0;0;0;0;0
87;80;02 Escamp;02;2;33 Bouwlust/Vrederust;33;33;87 Venen/Oorden/Raden;87;4485.858357869999963;811685.105050000012852;Venen/Oorden/Raden;Bouwlust/Vrederust;Escamp;8581;2351;5110;1120;4256;4325;2239;6342;0;0;0;0;0;0;0;4063;1876;681;936;570;59;3;54;2915;0;207;462;20;0;0;689;3031;3;887;211;2593;32;3723;340404;122013;11;35;3;3;0;0;0;0;1;12;7;0;3;1;0;247;0;0;5644;0;0;0;0;0;0;0;0;0;0;0;0
88;81;02 Escamp;02;2;34 Morgenstond;34;34;88 Morgenstond-West;88;3676.587558249999802;608080.466299999970943;Morgenstond-West;Morgenstond;Escamp;7407;1828;4493;1086;3639;3768;2547;4860;0;0;0;0;0;0;0;3573;1590;719;919;345;179;29;354;2006;0;135;585;1;27;0;748;2568;1;1405;182;1706;24;3317;327043;155473;8;73;6;11;0;0;0;0;4;7;16;0;8;1;0;213;0;0;4878;0;0;0;0;0;0;0;0;0;0;0;0
89;82;02 Escamp;02;2;34 Morgenstond;34;34;89 Morgenstond-Oost;89;3593.081164900000203;600234.57080099999439;Morgenstond-Oost;Morgenstond;Escamp;5570;1165;3633;772;2864;2706;1990;3580;0;0;0;0;0;0;0;3263;1939;474;457;393;12;0;35;2659;171;28;179;7;18;0;232;2877;4;505;225;2381;2;3113;233881;99233;8;106;0;8;0;0;0;0;1;4;9;0;1;3;0;200;0;0;3818;0;0;0;0;0;0;0;0;0;0;0;0
90;83;01 Loosduinen;01;1;15 Kijkduin en Ockenburgh;15;15;90 Ockenburgh;90;7983.377321830000255;3462062.7386500001885;Ockenburgh;Kijkduin en Ockenburgh;Loosduinen;793;196;468;129;420;373;545;248;0;0;0;0;0;0;0;343;149;106;73;15;0;0;0;0;0;2;15;18;156;0;191;0;24;184;13;18;0;215;53534;648969;1;3;3;3;0;0;0;0;6;7;2;0;1;0;203;20;0;0;565;0;0;0;0;0;0;0;0;0;0;0;0
91;84;01 Loosduinen;01;1;15 Kijkduin en Ockenburgh;15;15;91 Kijkduin;91;5879.737113060000411;1447219.076200000010431;Kijkduin;Kijkduin en Ockenburgh;Loosduinen;1552;235;691;626;754;798;1168;384;0;0;0;0;0;0;0;787;297;300;156;34;0;0;0;412;0;34;208;65;95;0;402;412;1;452;253;107;3;815;116631;452052;5;39;1;16;1;0;0;0;0;0;0;0;1;0;0;156;0;0;778;0;0;0;0;0;0;0;0;0;0;0;0
92;85;01 Loosduinen;01;1;14 Bohemen, Meer en Bos;14;14;92 Bohemen/Meer en Bos;92;3996.386687650000113;805149.934899999992922;Bohemen/Meer en Bos;Bohemen, Meer en Bos;Loosduinen;4489;564;2174;1751;1997;2492;3289;1200;0;0;0;0;0;0;0;2633;1515;666;318;134;25;52;28;2340;41;46;195;1;7;0;249;2486;8;1758;505;471;9;2743;288499;214143;5;12;1;2;0;0;0;0;1;1;7;0;3;0;0;212;0;0;2322;0;0;0;0;0;0;0;0;0;0;0;0
93;86;01 Loosduinen;01;1;18 Waldeck;18;18;93 Componistenbuurt;93;1849.392727120000018;146683.411699999996927;Componistenbuurt;Waldeck;Loosduinen;1829;261;930;638;824;1005;1329;500;0;0;0;0;0;0;0;1050;537;300;153;60;0;0;30;913;0;16;108;0;0;0;124;943;1;931;137;0;0;1068;118757;222029;0;4;1;0;0;0;0;0;0;1;4;0;0;0;0;82;0;0;997;0;0;0;0;0;0;0;0;0;0;0;0
94;87;01 Loosduinen;01;1;18 Waldeck;18;18;94 Waldeck-Noord;94;2608.412098369999967;336069.494850000017323;Waldeck-Noord;Waldeck;Loosduinen;3152;237;1201;1714;1312;1840;2316;836;0;0;0;0;0;0;0;2037;1271;573;140;53;4;0;25;2015;0;13;77;0;0;0;90;2044;5;1146;490;475;28;2139;207178;166817;1;32;0;2;0;1;0;0;2;2;8;0;3;1;0;370;0;0;1252;0;0;0;0;0;0;0;0;0;0;0;0
95;88;01 Loosduinen;01;1;17 Loosduinen;17;17;95 Kom Loosduinen;95;3730.29490683999984;466895.662850000022445;Kom Loosduinen;Loosduinen;Loosduinen;4981;757;2674;1550;2280;2701;3771;1210;0;0;0;0;0;0;0;2803;1511;659;380;253;208;286;50;1463;255;107;387;8;4;0;506;2262;8;1031;481;1263;1;2776;254950;154030;18;93;7;3;0;0;1;0;1;7;12;0;3;2;0;89;0;0;2844;0;0;0;0;0;0;0;0;0;0;0;0
96;89;02 Escamp;02;2;33 Bouwlust/Vrederust;33;33;96 Zijden/Steden/Zichten;96;4487.660519029999705;983598.796850000042468;Zijden/Steden/Zichten;Bouwlust/Vrederust;Escamp;7853;2037;4817;999;3915;3938;2132;5721;0;0;0;0;0;0;0;3868;1808;708;846;506;56;35;123;2932;0;118;384;1;24;0;527;3146;4;962;367;2233;115;3677;323595;120542;3;32;8;2;20;0;0;0;5;6;11;1;6;2;0;111;0;0;5224;0;0;0;0;0;0;0;0;0;0;0;0
97;90;01 Loosduinen;01;1;16 Kraayenstein;16;16;97 Kraayenstein & Vroondaal;97;8060.240083650000088;3361340.409399999771267;Kraayenstein;Kraayenstein;Loosduinen;5857;1243;3538;1076;2964;2893;4135;1722;0;0;0;0;0;0;0;2563;962;711;704;186;47;47;0;1095;0;326;584;243;144;0;1297;1189;24;1375;597;407;131;2510;365539;296558;6;10;10;2;0;0;1;0;2;9;1;0;1;1;0;305;0;0;3814;0;0;0;0;0;0;0;0;0;0;0;0
98;91;02 Escamp;02;2;33 Bouwlust/Vrederust;33;33;98 Dreven en Gaarden;98;4726.572277340000255;995511.350250000017695;Dreven en Gaarden;Bouwlust/Vrederust;Escamp;10818;2876;6160;1782;5255;5563;3014;7804;0;0;0;0;0;0;0;5040;2282;932;1173;653;16;32;17;3762;0;221;598;0;0;0;819;3827;10;1151;335;3117;53;4656;466008;130211;20;26;27;5;0;0;0;0;2;9;14;0;6;2;0;354;0;0;6799;0;0;0;0;0;0;0;0;0;0;0;0
99;92;02 Escamp;02;2;33 Bouwlust/Vrederust;33;33;99 De Uithof;99;5232.652801790000012;1492672.971499999985099;De Uithof;Bouwlust/Vrederust;Escamp;1383;225;578;580;636;747;1056;327;0;0;0;0;0;0;0;809;473;192;122;22;0;0;0;512;0;28;28;98;46;0;200;512;24;189;3;530;14;736;93033;234037;1;2;2;0;0;1;0;0;2;7;1;0;0;0;0;12;0;0;625;0;0;0;0;0;0;0;0;0;0;0;0
100;93;04 Scheveningen;04;4;08 Duindorp;08;8;100 Duindorp;100;4043.467245509999884;847244.707648999989033;Duindorp;Duindorp;Scheveningen;5961;1400;3712;849;2987;2974;4927;1034;0;0;0;0;0;0;0;2905;1235;639;707;324;215;188;20;834;727;185;638;0;24;0;847;1984;2;1215;152;1460;6;2833;250282;175911;5;16;2;3;0;0;0;0;0;5;5;0;2;1;0;148;0;0;3992;0;0;0;0;0;0;0;0;0;0;0;0
101;94;02 Escamp;02;2;40 Wateringse Veld;40;40;101 Erasmus Veld;101;4130.198741989999689;762543.122949999989942;Erasmus Veld;Wateringse Veld;Escamp;2154;476;1193;485;1029;1125;1218;936;0;0;0;0;0;0;0;791;270;166;273;82;1;1;0;257;0;70;232;70;89;0;461;259;43;263;164;333;3;763;129075;278691;4;1;5;0;0;0;0;0;4;9;3;0;0;0;0;16;0;0;1348;0;0;0;0;0;0;0;0;0;0;0;0
102;95;02 Escamp;02;2;40 Wateringse Veld;40;40;102 Hoge Veld;102;4613.292747659999804;1093566.308849999913946;Hoge Veld;Wateringse Veld;Escamp;8684;2997;4981;706;4262;4422;4596;4088;0;0;0;0;0;0;0;3192;772;610;1428;382;37;0;19;980;0;376;1240;120;228;0;1964;1036;27;1664;392;915;56;3027;438136;286059;5;23;13;3;0;0;1;0;2;1;8;0;6;0;0;389;0;0;5582;0;0;0;0;0;0;0;0;0;0;0;0
103;96;02 Escamp;02;2;40 Wateringse Veld;40;40;103 Parkbuurt Oosteinde;103;3820.411656039999798;460516.332300000009127;Parkbuurt Oosteinde;Wateringse Veld;Escamp;3462;943;2147;372;1808;1654;2276;1186;0;0;0;0;0;0;0;1258;211;365;606;76;0;8;2;108;0;228;519;61;293;0;1101;118;1;1157;32;30;1;1220;199183;352969;4;0;3;0;0;0;0;0;0;1;1;0;1;0;0;8;0;0;2463;0;0;0;0;0;0;0;0;0;0;0;0
104;97;02 Escamp;02;2;40 Wateringse Veld;40;40;104 Lage Veld;104;3052.183473070000218;461201.885299000015948;Lage Veld;Wateringse Veld;Escamp;4282;1090;2630;562;2099;2183;2252;2030;0;0;0;0;0;0;0;1732;435;489;604;204;0;11;113;500;0;223;776;0;0;0;999;624;2;902;33;690;0;1625;207958;241182;4;5;2;0;0;0;0;0;0;0;4;1;0;0;0;152;0;0;2959;0;0;0;0;0;0;0;0;0;0;0;0
105;98;02 Escamp;02;2;40 Wateringse Veld;40;40;105 Zonne Veld;105;3298.678247670000019;499679.450150999997277;Zonne Veld;Wateringse Veld;Escamp;3440;1028;2236;176;1729;1711;1847;1593;0;0;0;0;0;0;0;1243;245;244;599;155;2;4;4;132;0;186;671;18;72;0;947;142;42;711;141;279;0;1131;155801;273891;2;11;3;4;0;0;0;0;2;0;4;0;2;0;0;11;0;0;2532;0;0;0;0;0;0;0;0;0;0;0;0
106;99;08 Leidschenveen-Ypenburg;08;8;41 Hoornwijck;41;41;106 Vlietbuurt;106;9223.485609139999724;1934390.478399999905378;Vlietbuurt;Hoornwijck;Leidschenveen-Ypenburg;172;36;100;36;93;79;146;26;0;0;0;0;0;0;0;71;27;21;18;5;0;1;0;0;0;9;18;22;14;0;63;1;5;60;9;0;0;69;16499;493172;16;5;231;1;0;0;0;1;6;2;0;0;0;0;0;327;0;0;111;0;0;0;0;0;0;0;0;0;0;0;0
107;100;08 Leidschenveen-Ypenburg;08;8;41 Hoornwijck;41;41;107 Vliegeniersbuurt;107;6511.955529419999948;1184360.1320499998983;Vliegeniersbuurt;Hoornwijck;Leidschenveen-Ypenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;6;172;0;0;0;0;0;0;2;2;0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
108;101;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;108 Bosweide;108;3506.127943080000023;736677.065850000013597;Bosweide;Ypenburg;Leidschenveen-Ypenburg;2051;689;1180;182;1038;1013;1347;704;0;0;0;0;0;0;0;680;81;190;380;29;0;0;0;48;0;36;36;270;278;0;620;48;0;633;33;0;2;668;123752;597952;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;7;0;0;1409;0;0;0;0;0;0;0;0;0;0;0;0
109;102;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;109 Tedingerbroek;109;2896.8485348600002;495275.399401000002399;Tedingerbroek;Ypenburg;Leidschenveen-Ypenburg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
110;103;08 Leidschenveen-Ypenburg;08;8;41 Hoornwijck;41;41;110 De Reef;110;3397.599633480000193;620925.067998999962583;De Reef;Hoornwijck;Leidschenveen-Ypenburg;112;31;81;0;111;1;0;112;0;0;0;0;0;0;0;108;104;4;0;0;0;0;0;0;0;4;11;1;0;0;16;0;0;0;0;15;1;16;2914;0;9;0;0;0;0;0;0;0;1;2;0;0;0;0;0;8;0;0;112;0;0;0;0;0;0;0;0;0;0;0;0
111;104;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;111 De Venen;111;3563.019338609999977;353616.140698999981396;De Venen;Ypenburg;Leidschenveen-Ypenburg;1756;530;1146;80;903;853;842;914;0;0;0;0;0;0;0;772;264;167;238;103;0;0;0;447;0;61;211;17;0;0;289;447;3;231;91;415;2;739;89197;232766;9;3;15;0;0;0;0;0;1;0;3;1;2;0;0;340;0;0;1239;0;0;0;0;0;0;0;0;0;0;0;0
112;105;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;112 Morgenweide;112;4399.770970309999939;881715.017900999984704;Morgenweide;Ypenburg;Leidschenveen-Ypenburg;7122;2188;4396;538;3534;3588;3844;3278;0;0;0;0;0;0;0;2840;772;618;1087;363;49;7;11;916;0;340;1300;8;98;0;1746;983;0;1303;849;577;0;2729;357695;253546;1;39;1;0;0;0;1;0;0;0;8;0;7;0;0;367;0;0;4958;0;0;0;0;0;0;0;0;0;0;0;0
113;106;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;113 Singels;113;3308.290486169999895;571474.125849999953061;Singels;Ypenburg;Leidschenveen-Ypenburg;5603;1616;3471;516;2800;2803;3213;2390;0;0;0;0;0;0;0;2146;515;495;904;232;46;0;37;396;0;258;1221;11;18;0;1508;479;21;1218;265;525;0;2008;283964;258387;5;2;0;3;0;0;0;0;1;1;5;0;3;1;0;173;0;0;3976;0;0;0;0;0;0;0;0;0;0;0;0
114;107;08 Leidschenveen-Ypenburg;08;8;42 Ypenburg;42;42;114 Waterbuurt;114;4683.320888960000048;1065330.994900000048801;Waterbuurt;Ypenburg;Leidschenveen-Ypenburg;4782;1443;3010;329;2382;2400;2612;2170;0;0;0;0;0;0;0;1828;454;402;726;246;69;0;0;143;0;349;999;71;28;0;1447;212;52;905;393;412;1;1711;237090;260998;1;0;70;0;0;0;0;0;0;2;3;0;1;0;0;20;0;0;3370;0;0;0;0;0;0;0;0;0;0;0;0
