Ministerie;handelsnaam na kvk;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;Eindtotaal
DEF;Dierenpension de Johanneshoeve;1;;;;;;;;;;1
DEF;Dierenpension 't Schipperke;1;;;;;;;;;;1
DEF;Dierenpension, dierenasiel 'De Hooge Hoeve';;;1;;;;;;;;1
DEF;Diergeneeskundig Centrum Nunspeet B;;;1;;;;;;;;1
DEF;Diergeneeskundig Centrum Zuid-Oost Drenthe;1;;;;;;;;;;1
DEF;Digicel;2;;;;;;;;;;1
DEF;Dijk, E.L.W. van;;;;;;;;;1;;1
DEF;Dijksteel, M.E.;;;;;;;;;1;;1
DEF;Dijssel B.V.;1;;;;;;;;;;1
DEF;Dijt Transport;1;;;;;;;;;;1
DEF;DIJTHAM ARUBA HOLDING N.V.;;;;;;;;1;;;1
DEF;Din-Din, E.;;;;;;;;;1;;1
DEF;Dinee Cafe De Kempen;1;1;;;;;;;;;1
DEF;Directie Telecommunicatiezaken;1;;;;;;;;;;1
DEF;Dirk Keijzer;1;;;;;;;;;;1
DEF;Dirksen Opleidingen B.V.;1;;;;;;;;;;1
DEF;Dirmar Seon B.V.;1;;;;;;;;;;1
DEF;Discountoffice.nl B.V.;1;;;;;;;1;1;;1
DEF;Discus Beestenpot Uden;;;1;;;;;;;;1
DEF;Discus Stiens;;;1;;;;;;;;1
DEF;Distinguished;1;;;;;;;;;;1
DEF;Distrac Wellcare Products;1;;;;;;;;;;1
DEF;Distrimex Pompen & Service B.V.;;;1;;;;;;;;1
DEF;Distriplan B.V.;1;;;;;;;;;;1
DEF;Dive2adventure;1;;;;;;;;;;1
DEF;Diversey B.V.;1;;;;;;;1;1;;1
DEF;Divi Little Bay;1;;;;;;;;;;1
DEF;Divoza Ruitersport B.V.;1;;;;;;;;;;1
DEF;Dj Luuk;;1;;;;;;;;;1
DEF;Dj Passie;;;;;;;;;1;;1
DEF;DJ Projects & Invest B.V.;;;;;;;;;1;;1
DEF;DJ-Matic B.V.;1;;;;;;;;;;1
DEF;Djons B.V.;;;;;;;;;1;;1
DEF;DKC Koudetechniek B.V.;;;;;;;;;1;;1
DEF;DKL Putten B.V.;;;1;;;;;;;;1
DEF;DKMtools;1;;;;;;;;;;1
DEF;DKV Euro Service Gmbh + Co. KG;1;;;;;;;;;;1
DEF;D'n Boerderij;;1;;;;;;;;;1
DEF;DNM International B.V.;;;1;;;;;;;;1
DEF;Dobbelstein, J.M.A.;1;;;;;;;;;;1
DEF;Document House Beuningen;1;;;;;;;;1;;1
DEF;Dolfi Laser;1;1;;;;;;;;;1
DEF;Dolstra Elektronika;;;;;;;;;1;;1
DEF;Dometic Benelux B.V.;1;;;;;;;;1;;1
DEF;Doornebal Interieurs B.V.;1;;;;;;;;;;1
DEF;Doornse Apotheek B.V.;;1;;;;;;;;;1
DEF;Dormac Import B.V.;1;;;;;;;;;;1
DEF;Dotec B.V.;1;;;;;;;;;;1
DEF;Double Alpha Academy B.V.;1;;;;;;;;;;1
DEF;Double You Promotions B.V.;1;1;;;;;;;;;1
DEF;DP Capello;1;;;;;;;;;;1
DEF;DPS Power B.V.;1;;;;;;;;;;1
DEF;Dr. Martin Thomas;1;;;;;;;;;;1
DEF;Dr. Weigert Nederland;1;;;;;;;;;;1
DEF;Dralco B.V.;1;;;;;;;;;;1
DEF;Dress2Bike;;;;;;;;;1;;1
DEF;Drink en Eetlokaal Proefverlof B.V.;;1;;;;;;;;;1
DEF;Drõger Nederland B.V. Appendages & Systemen;1;;;;;;;;1;;1
DEF;Droogers Horeca Apparatuur B.V.;1;;;;;;;;;;1
DEF;Drs. H. Kievit- van den Hoogen;;1;;;;;;;;;1
DEF;Drukbedrijf.nl B.V.;1;;;;;;;;;;1
DEF;Drukkerij ROWA B.V.;1;;;;;;;;;;1
DEF;Druktemaker Media;1;;;;;;;;;;1
DEF;DRV Special Products;1;;;;;;;;;;1
DEF;DS Internet Trading B.V.;1;;;;;;;;;;1
DEF;DS Smith Packaging Barneveld B.V.;;;;;;;;;1;;1
DEF;DSPA B.V.;;;;;;;;;1;;1
DEF;DSV Air & Sea Nederland B.V.;1;;;;;;;;;;1
DEF;DTGM Verzinking Poedercoating;1;;;;;;;;;;1
DEF;Dufare Duik- en watersportreparatie;1;;;;;;;;;;1
DEF;Duinrell B.V.;;;;;;;;;1;;1
DEF;Duitman Hengelo B.V.;1;;;;;;;;;;1
DEF;Duller & Co verf-bladgoud;1;;;;;;;;;;1
DEF;Dump Company;1;;;;;;;;;;1
DEF;Duncan, S.C.;1;;;;;;;;;;1
DEF;DÚpartment GÚnie Mess de Quartier / Kwartier Mess;1;;;;;;;;;;1
DEF;DupliPrint;1;;;;;;;;;;1
DEF;DuraEquipe B.V.;;;;;;;;;;1;1
DEF;Dutch Card Printing;1;;;;;;;;1;;1
DEF;Dutch Drone Group B.V.;1;;;;;;;;;;1
DEF;Dutch Hunting Falcons;1;1;;;;;;;;;1
DEF;DutchAero B.V.;1;;;;;;;;;;1
DEF;Dymato B.V.;;;;;;;;;1;;1
DEF;Dynaf Caribbean B.V.;;;;;;;;;;1;1
DEF;Dynamar B.V.;1;;;;;;;;;;1
DEF;Dynamit Nobel Defence GmbH;;;;;;;;;1;;1
DEF;E.B. van Groningen;1;;;;;;;;;;1
DEF;Eagle Music;1;;;;;;;;;;1
DEF;Eastern International Clearance & Transport CO.;1;;;;;;;;;;1
DEF;Easy Power Supply B.V.;1;;;;;;;;;;1
DEF;easy2rent B.V.;1;;;;;;;;;;1
DEF;ECHOS Home Baan Zulu;1;1;;;;;;;;;1
DEF;ECHOS Home De Landing;1;1;;;;;;;1;;1
DEF;ECHOS Home De Schakel;1;1;;;;;;;;;1
DEF;ECHOS Home De Vrijheid;;1;;;;;;;;;1
DEF;ECHOS Home Het Anker;1;1;;;;;;;;;1
DEF;ECHOS Home Het Baken;1;1;;;;;;;;;1
DEF;Eckold GmbH & Co.KG;1;;;;;;;;;;1
DEF;Economic Business & Catering Associ;1;;;;;;;;;;1
DEF;Ecotense;;;;;;;;1;;;1
DEF;ECR Nederland B.V.;1;;;;;;;;;;1
DEF;Edelburijn;;1;;;;;;;1;;1
DEF;Eden Springs Nederland B.V.;1;;;;;;;;;;1
DEF;Edialux Nederland B.V.;;;1;;;;;;;;1
DEF;Educadora;;;;;;;;;1;;1
DEF;Edward Meijer Pianostemmen & Pianoh;1;;;;;;;;;;1
DEF;Edwin de Neijs;1;;;;;;;;;;1
DEF;Edwin's Stoffeerderij;;;;;;;;1;;;1
DEF;EE Devices B.V.;1;;;;;;;;1;;1
DEF;eeep;1;;;;;;;;;;1
DEF;Eerste Overijsselse Gereedschapslijperij B.V.;1;;;;;;;;;;1
DEF;EetcafÃ© Het Boerenverdriet;;1;;;;;;;;;1
DEF;Eetcafe 't Centrum Harskamp;1;;;;;;;;;;1
DEF;Eetcafe 't Pakhuis;1;;;;;;;;;;1
DEF;Eethuis 'De Stoeterij';;1;;;;;;;;;1
DEF;Eethuys- CafÃƒÂ© 'De Generaal';;1;;;;;;;;;1
DEF;Eet-Villa Van den Brink;;1;;;;;;;;;1
DEF;EFE;1;;;;;;;;;;1
DEF;Efficiency Kantoorinrichting Den Haag B.V.;1;;;;;;;;;;1
DEF;Egge Maritiem;1;;;;;;;;;;1
DEF;EGN Nederland B.V.;1;;;;;;;;;;1
DEF;Egner kantoorspecialisten;1;;;;;;;1;1;;1
DEF;EHC Teknik BVBA;1;;;;;;;;;;1
DEF;EID-EMPRESA DE INVESTIGAÃ?O E DES- ENVOLVIMENTO DE ELECTRËNICA, S.A.;1;;;;;;;;;;1
DEF;Eigen naam B.V.;1;;;;;;;;;;1
DEF;Eigen Vermogen Flanders Hydraulics;1;;;;;;;;;;1
DEF;Eijkelkamp Soil & Water B.V.;1;;;;;;;;1;;1
DEF;Eijsink Afrekensystemen B.V.;1;;;;;;;;;;1
DEF;EILANDSONTVANGER CUR;;;;;;;1;;;;1
DEF;Eindhoven Airport N.V.;1;;;;;;;;;;1
DEF;Eindhovens Dagblad;1;;;;;;;;;;1
DEF;EJBdesignery B.V.;1;;;;;;;;;;1
DEF;Eklee;1;;;;;;;;;;1
DEF;El.-Techn. Bur. De Jong & Zn. Leiden B.V.;1;;;;;;;;;;1
DEF;ELAB electronic systems;;;;;;;;1;;;1
DEF;Elders, Fons;;1;;;;;;;;;1
DEF;Electrade;1;;;;;;;;1;;1
DEF;Electro World;1;;;;;;;;;;1
DEF;Electrostart B.V.;1;;;;;;;;;;1
DEF;Electrotechnische Groothandel Horvers B.V.;1;;;;;;;;;;1
DEF;Elektro Speciaal Lemmen;1;;;;;;;;;;1
DEF;Elektroplan;1;;;;;;;;;;1
DEF;Element Breda;;;;;;;;;1;;1
DEF;Element Materials Technology Amsterdam B.V.;;;;;;;;;1;;1
DEF;Elfa Elementenfabriek B.V.;;;;1;;;;;;;1
DEF;Elite Productions & Entertainment N.V.;1;;;;;;;;;;1
DEF;Eliwan N.V.;;1;;;;;;;;;1
DEF;Ellipti Go;;;;;;;;;1;;1
DEF;Elmar Hellendoorn;1;;;;;;;;;;1
DEF;Elnosro B.V.;1;;;;;;;;;;1
DEF;Elzenboom Online Retail B.V.;;;;;;;;1;;;1
DEF;Emblemen-Badges B.V.;1;;;;;;;;1;;1
DEF;E-Milers Group B.V.;1;;;;;;;;;;1
DEF;Emounting.nl;1;;;;;;;;;;1
DEF;Endenburg Elektrotechniek B.V.;1;;;;;;;;;;1
DEF;endolite Deutschland GmbH;1;;;;;;;;;;1
DEF;Eneco Zakelijk;;;;;;;;1;;;1
DEF;Energetics Technology Ltd;;;;;;;;;1;;1
DEF;Enexis Netbeheer B.V.;1;;;;;;;;;;1
DEF;Engelbert Strauss B.V.;1;;;;;;;;;;1
DEF;Enigma Solutions;1;;;;;;;;;;1
DEF;Enjoy Beauty Flowers;;1;;;;;;1;;;1
DEF;ENMO Services BVBA;1;;;;;;;;;;1
DEF;Enschede Specsavers B.V.;1;;;;;;;;;;1
DEF;Ensign-Bickford Aerospace & Defense Company;1;;;;;;;;;;1
DEF;Ensing Car Rental B.V.;;1;;;;;;;;;1
DEF;Enter Media B.V.;1;;;;;;;;;;1
DEF;Entermed B.V.;1;;;;;;;;;;1
DEF;Enveloprint B.V.;;;;;;;;1;;;1
DEF;Ep : Electronic Partner Beute;1;;;;;;;;1;;1
DEF;Equip Outdoor Technologies UK Ltd Lowe Alpine RAB;;;;;;;;;1;;1
DEF;E-quipment B.V.;1;;;;;;;;;;1
DEF;Erebus Specialist Technical Trainin Services and Equipment;1;;;;;;;;;;1
