MAATREGEL;OPMERKING;PLAATSINGSDATUM;BOUWJAAR;LEEFTIJD;OMSCHRIJVING;UITGEVOERD;JAAR_GEREALISEERD;ECO_CODE;IMGEO_KUNSTWERK_TYPE_CODE;IMGEO_KUNSTWERK_TYPE_OMSC;GEBIED_ID;GEBIED_CODE;GEBIED_OMSC;IMGEO_KUNSTWERKDEELTYPE_P_CODE;IMGEO_KUNSTWERKDEELTYPE_P_OMSC;BUURT_ID;BUURT_CODE;BUURT_OMSC;IMGEO_PLUS_STATUS_CODE;IMGEO_PLUS_STATUS_OMSC;STRAAT_CODE;STRAAT_OMSC;BEHEERDER_CODE;BEHEERDER_OMSC;EIGENAAR_CODE;EIGENAAR_OMSC;FAUNAVOORZIENINGTYPE_CODE;FAUNAVOORZIENINGTYPE_OMSC;COUNTER;ID;GUID
Ecotunnel van Barbeeldam naar bosjes langs de Spiegelkarpersingel aanleggen;"droge, vierkant emetalen tunnel (metaal met coating), Code Groenbedrijf: 49.1;";;2013;4;Ecotunnel op het punt waar de Barbeeldam kruist met de Spiegelkarpersingel;Ja;2013;LV 29;NBGT;niet BGT;794231;;Leidschenveenzone;NBGT_FVZ;faunavoorziening;30255;120;De Vissen;;;;;;;;;ET;Ecotunnel;35;138814;{FFA462E4-C21D-4543-829C-EEBF1217072F}
ecotunnel met geleiding (stobbenwallen) aanleggen;"vierkante metalen tunnel (metaal met coating), Code Groenbedrijf: 24.1;";;2011;6;Ecotunnel onder de Oude Polderweg nabij de kruising met Gorterlaan;Ja;2011;LV 4;NBGT;niet BGT;117465;;Leidschenveenzone;NBGT_FVZ;faunavoorziening;30253;118;De Lanen;;;;;;;;;ET;Ecotunnel;36;138815;{CD8EAFA2-8176-4CF1-B71E-91997261881A}
Ecotunneltunnel met geleiding en afscherming van de Noordweg aanleggen. Bomenrij planten tussen huizen;"droge, ronde betonnen tunnel, Code Groenbedrijf: 32;";;;;Ecotunnel onder de Noordweg op het punt waar de sloot kruist met de weg;Ja;;WV 3;NBGT;niet BGT;117649;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;37;138943;{85B357B1-5E87-4C90-B3EE-8821A268FCE9}
Ecounnel en geleiding aanleggen nabij de kruising Hengelolaan / Dedemsvaartweg;uitvoering wenselijk, door tramsporen is uitvoering alleen in combinatie met ander project (herinrichting, vervanging sporen) mogelijk;;;;Ecounnel en geleiding nabij de kruising Hengelolaan / Dedemsvaartweg ter verbinding van de delen van de goenstrook langs de Hengelolaan;Nee;;GA EP6;NBGT;niet BGT;117518;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;144;344223;{7967D915-5CCE-4A41-A4E5-E1A09E2A08E8}
Tunnel aanleggen Op het punt waar de sloot de Schenk kruist met de Hofzichtlaan;uitvoering wenselijk, door tramsporen is uitvoering alleen in combinatie met ander project (herinrichting, vervanging sporen) mogelijk;;;;Ecotunnel onder de Hofzichtlaan nabij de Schenk gewenst;Nee;;SZ 6;NBGT;niet BGT;117580;;Schenkzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;145;344224;{D9741BEC-3DD0-431C-ABCA-621A3C325D02}
Tunnel aanleggen onder de Moerweg;;;2014;6;Ecounnel onder de Moerweg;Ja;2014;GA 8;NBGT;niet BGT;117480;;Zuiderpark;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;146;344228;{884CF588-38C2-4F95-802C-DDB4FB9DD65E}
Tunnel aanleggen nabij de kruising van de sloot naast Carel Reinierszkade en de sloot de Schenk ter hoogte van de kruising Boekweitkamp en Carel Reinierszkade;uitvoering wenselijk maar moeilijk, alleen in combinatie met ander project mogelijk;;;;Ecotunnel nabij de kruising van de sloot naast Carel Reinierszkade en de sloot de Schenk ter hoogte van de kruising Boekweitkamp en Carel Reinierszkade gewenst;Nee;;SZ 7A;NBGT;niet BGT;117580;;Schenkzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;147;344229;{A5192027-B88D-4331-97E0-7885C69B8328}
Tunnel aanleggen ter verbinding van de delen van de sloot naast de Carel Reinierszkade ter hoogte van de kruising Carel Reinierszkade/Het Kleine Loo;uitvoering wenselijk, door tramsporen is uitvoering alleen in combinatie met ander project (herinrichting, vervanging sporen) mogelijk;;;;Ecotunnel onder Het Kleine Loo nabij het punt waar de Loudonstraat ophoudt en Het Kleine Loo begint;Nee;;SZ 9;NBGT;niet BGT;117657;;Schenkzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;148;344230;{9021A973-FFDF-4A2B-9497-BA6D6B328E42}
Ecotunnel en geleiding aanleggen;droge ronde betonnen ecotunnel;;2009;8;Ecotunnel onder de Balsemienlaan als verbinding  Haagse Beek - groenzone Dotterbloemlaan;Ja;2009;HB HB3;NBGT;niet BGT;117528;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30227;92;Bohemen en Meer en Bos;;;;;;;;;ET;Ecotunnel;149;348548;{BBBABE35-1A4A-4A0D-AEDB-A55ADBAF43E7}
Ecotunnel en geleiding langs ecologische oever aanleggen;voorstel zie WiBo4;;;;Ecotunnel onder de De Savornin Lohmanlaan ter hoogte van de Haagse Beek gewenst ;Ja;;HB 12;NBGT;niet BGT;1140997;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30216;81;Bosjes van Pex;;;;;;;;;ET;Ecotunnel;150;348549;{E6EE8E23-1761-482B-9B96-1AAED7C9D83E}
Ecotunnel met geleiding langs ecologische oever aanleggen;;;;;Ecotunnel onder de Daal en Bergselaan ter hoogte van de Haagse Beek gewenst ;Ja;;HB 11;NBGT;niet BGT;2576032;;Vliegroute vleermuizen;NBGT_FVZ;faunavoorziening;30189;50;Bloemenbuurt-west;;;;;;;;;ET;Ecotunnel;151;348550;{0A72CDDA-6FEC-46DA-AAA9-AA1EF98F91B8}
Ecotunnel en geleiding aanleggen;Voorstel zie WiBo HB5;;;;Ecotunnel onder de Segbroeklaan ter hoogte van de Haagse Beek gewenst;Ja;;HB 9;NBGT;niet BGT;117532;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30190;51;Bloemenbuurt-oost;;;;;;;;;ET;Ecotunnel;152;348551;{E1AAAEC1-4BE5-4F7A-B480-EFA1911C36F8}
Ecotunnel en geleiding langs ecologische oever aanleggen;uitvoering wenselijk, door tramsporen is uitvoering alleen in combinatie met ander project (herinrichting, vervanging sporen) mogelijk;;;;Ecotunnel onder de Goudenregenstraat ter hoogte van de Haagse Beek gewenst;Nee;;HB 8;NBGT;niet BGT;117532;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;153;348552;{B6517982-4C02-40CF-A99E-CCF322CE5A52}
Ecotunnel met geleiding langs ecologische oever aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2012;5;Ecotunnel onder de Rode Kruislaan ter hoogte van de Haagse Beek;Ja;2012;HB 7;NBGT;niet BGT;117537;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30190;51;Bloemenbuurt-oost;;;;;;;;;ET;Ecotunnel;154;348553;{83D1F747-EF51-4710-AA6E-0AC42C740368}
Ecotunnel en geleiding op het punt waar de Hagase Beek de weg kruist, bij voorkeur aan de kant van de Sportlaan aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2015;2;Ecotunnel onder de Fahrenheitstraat ter hoogte van de Haagse Beek;Ja;2015;HB 6;NBGT;niet BGT;117536;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30191;52;Bomenbuurt;;;;;;;;;ET;Ecotunnel;155;348600;{EAC6936F-EE2F-46A9-97E7-0606B3636D2C}
Ecotunnel en geleiding aan de kant van de (toekomstige) ecologische oever aanleggen;;;;;Ecotunnel onder het Stadhoudersplantsoen ter hoogte van de Haagse Beek;Ja;;HB  4;NBGT;niet BGT;117533;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30181;42;Stadhoudersplantsoen;;;;;;;;;ET;Ecotunnel;156;348604;{CB8D319F-F3FC-4A3C-A3A6-C95F4689C8EC}
Ecotunnel en geleiding langs de (toekomstige) ecologische oever aanleggen, middenberm ecologisch beheren;uitvoering wenselijk, door tramsporen is uitvoering alleen in combinatie met ander project (herinrichting, vervanging sporen) mogelijk;;;;Ecotunnel onder het Stadhoudersplantsoen ter hoogte van de Haagse Beek  gewenst;Nee;;HB 3;NBGT;niet BGT;117534;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;157;348608;{D2A73D7D-5C68-4F86-9B18-1018BE24F146}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2014;3;Ecotunnel onder de Johan de Wittlaan op het punt waar de Haagse Beek met de weg kruist;Ja;2014;HB 2;NBGT;niet BGT;117492;;Zorgvliet;NBGT_FVZ;faunavoorziening;30180;41;Zorgvliet;;;;;;;;;ET;Ecotunnel;158;348620;{70D74B01-D2CF-4ED4-A7D5-F8524CB48FEC}
looprichel en geleiding aanleggen;;;;;Ecorichel onder de Jacob Catslaan op het punt waar de Haagse Beek de weg kruist gewenst ;Nee;;HB 1;NBGT;niet BGT;117492;;Zorgvliet;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;LR;Looprichel;159;348624;{9B24E19D-71D9-4F59-B686-E3F95B2481E8}
;;;;;Ecotunnel onder de laan van Wateringse Veld thv de Waterlandsingel;Ja;;WV BN7;NBGT;niet BGT;2340564;;Lijn 16;NBGT_FVZ;faunavoorziening;30238;103;Parkbuurt Oosteinde;;;;;;;;;ET;Ecotunnel;160;2492140;{C2888FED-147B-4123-97CE-296EE67E3175}
;;;;;Ecotunnel Londonsingel thv de Middenweg;Ja;;WV BN6;NBGT;niet BGT;1137163;;Lijn 16;NBGT_FVZ;faunavoorziening;30240;105;Zonne Veld;;;;;;;;;ET;Ecotunnel;161;2492141;{B50D84DC-50E1-45E7-A3C9-77D592CAD9ED}
;;;;;Ecotunnel onder de Laan van Wateringse Veld thv de Londonsingel;Ja;;WV 10;NBGT;niet BGT;328546;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30240;105;Zonne Veld;;;;;;;;;ET;Ecotunnel;162;2492144;{ED964CED-CEA0-44CE-86F7-0973E736879D}
Ecotunnel en geleiding aanleggen;vierkante metalen tunnel (metaal gecoat), lichtroosters zichtbaar, Code Groenbedrijf: 18.3;;2011;6;Ecotunnel onder de Bezuidenhoutseweg ter hoogte van de Robijnhorst;Ja;;SZ 4;NBGT;niet BGT;117610;;Schenkzone;NBGT_FVZ;faunavoorziening;30204;69;Burgen en Hosten;;;;;;;;;ET;Ecotunnel;163;2492191;{F9879384-12D7-4D40-A67E-CC4D91DBFD63}
Ecotunnel en geleiding aanleggen;vierkante metalen tunnel (metaal gecoat), lichtroosters zichtbaar, Code Groenbedrijf: 18.2;;2011;6;Ecotunnel onder de Bezuidenhiutseweg nabij de T-kruising met de Reigersbergenweg;Ja;2011;SZ BN5;NBGT;niet BGT;117609;;Schenkzone;NBGT_FVZ;faunavoorziening;30202;67;Kampen;;;;;;;;;ET;Ecotunnel;164;2492193;{BA74B663-76BE-40FE-8904-9AC629934A4E}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2012;5;Ecotunnel langs de sloot naast de Carel Reinierszkade ter hoogte van de kruising met het Vlaskamp;Ja;2012;SZ 10;NBGT;niet BGT;117609;;Schenkzone;NBGT_FVZ;faunavoorziening;30202;67;Kampen;;;;;;;;;ET;Ecotunnel;165;2492199;{5698EC57-D1D7-4644-8A40-8138B57013B7}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2012;5;Ecotunnel onder de Denenburg nabij de sloot;Ja;2012;SZ16;NBGT;niet BGT;117611;;Schenkzone;NBGT_FVZ;faunavoorziening;30204;69;Burgen en Hosten;;;;;;;;;ET;Ecotunnel;166;2492200;{79871031-2E84-4471-9260-D968B2077176}
Ecotunnel en geleiding aan kant Hofzichtlaan (ecologische oever) aanleggen ;droge vierkante metalen tunnel (metaal gecoat);;2012;5;Ecotunel onder de Diamanthorst ter hoogte van de kruising Robijnhorst/Diamandhorst;Ja;2012;SZ 12;NBGT;niet BGT;117610;;Schenkzone;NBGT_FVZ;faunavoorziening;30204;69;Burgen en Hosten;;;;;;;;;ET;Ecotunnel;167;2492201;{16C874A0-A25E-4E36-AE2F-55723BA3383C}
Ecotunnel en geleiding aan kant Hofzichtlaan (ecologische oever) aanleggen ;droge vierkante metalen tunnel (metaal gecoat);;2012;5;Ecotunel onder de Robijnhorst;Ja;2012;SZ 13;NBGT;niet BGT;117661;;Schenkzone;NBGT_FVZ;faunavoorziening;30204;69;Burgen en Hosten;;;;;;;;;ET;Ecotunnel;168;2492747;{FB4A56A7-0ABA-460B-B8AA-1CB52C6E9814}
Ecotunnel en geleiding aan kant Hofzichtlaan (ecologische oever) aanleggen ;droge vierkante metalen tunnel (metaal gecoat);;2012;5;Ecotunel onder de Robijnhorst;Ja;2012;SZ 13;NBGT;niet BGT;117661;;Schenkzone;NBGT_FVZ;faunavoorziening;30204;69;Burgen en Hosten;;;;;;;;;ET;Ecotunnel;169;2492748;{D5004924-5E3E-4D60-AAC5-BB9A1190D283}
Looprichel met geleiding en afscherming aanbrengen ;;;;;Ecorichel op het punt waar de sloot naast de Rijner Wateringskade kruist met de trambaan van lijn 17 gewenst;Nee;;WV 9;NBGT;niet BGT;117602;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;LR;Looprichel;63;749466;{C4C45CBC-E216-44C9-BD28-D62B272D0FD9}
;In het kader van AmAm, locatiecode 3;;2012;5;Ecoduct;Ja;;AmAm;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ED;Ecoduct;64;792553;{8BA7CBDA-5A05-4710-AC0C-3FF41134A011}
;In het kader van AmAm, locatiecode 1;;2013;4;Ecotunnel onder Fietspad 10;Ja;;AmAm;NBGT;niet BGT;117608;;Houtzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;65;792555;{28DF487A-AA09-40C7-ACF2-01649508B3E2}
;in het kader van AmAm, locatiecode 10.2;;2013;4;Ecotunnel onder fietspad 10;Ja;;AmAm;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;66;792596;{C51BFE62-60AA-46A4-A097-3A6BD33B84BB}
;in het kader vam AmAm, locatiecode 39;;2013;4;Ecorichel onder de Leidsestraatweg;Ja;;AmAm;NBGT;niet BGT;2377314;;Haagse Bos;NBGT_FVZ;faunavoorziening;30203;68;Marlot;;;;;;;;;LR;Looprichel;67;792598;{36C11C5C-258B-4D3B-B3FE-3B4E1439D3BE}
;In het kader van AmAm, locatiecode 20;;2013;4;Ecotunnel onder fietspad 10 nabij de windhondrenbaan;Ja;;AmAm;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;68;792599;{E65A0559-33BC-4D67-A145-458A4AAB3BC9}
;;;;;Ecotunnel Erasmusweg - Leyweg;Ja;2009;EZ 3;NBGT;niet BGT;117641;;Erasmuszone;NBGT_FVZ;faunavoorziening;30215;80;Morgenstond-zuid;;;;;;;;;ET;Ecotunnel;69;1285814;{4A2FFA6E-513D-4B18-88FA-7F6B62A1C4C2}
;;;;;Ecotunnel Londonsingel thv de Middenweg;Ja;;WV BN6;NBGT;niet BGT;1137163;;Lijn 16;NBGT_FVZ;faunavoorziening;30240;105;Zonne Veld;;;;;;;;;ET;Ecotunnel;70;1285815;{B6066078-7F5F-4A3C-BF3E-9DBFACCA9508}
;;;;;Ecotunnel onder de Laan van Wateringse Veld thv de Londonsingel;Ja;;WV 10;NBGT;niet BGT;328546;;Wateringse Veldzone;NBGT_FVZ;faunavoorziening;30240;105;Zonne Veld;;;;;;;;;ET;Ecotunnel;71;1285816;{4BF12F50-0261-4A87-B055-5EDCB19D24A1}
;;;;;Ecotunnel onder de laan van Wateringse Veld thv de Waterlandsingel;Ja;;WV BN7;NBGT;niet BGT;2340564;;Lijn 16;NBGT_FVZ;faunavoorziening;30238;103;Parkbuurt Oosteinde;;;;;;;;;ET;Ecotunnel;72;1285817;{25C6AAF3-9A72-4659-81D0-89874514A4DD}
;;;;;Ecotunnel onder de Laan van Nieuw OOst-Indie, in het Haagse Bos;Ja;2009;SZ BN2;NBGT;niet BGT;207216;;Haagse Bos;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;ET;Ecotunnel;73;1285826;{36B46608-19F3-4CD4-82C0-1B715969B533}
;;;;;Ecotunnel onder de Bezuidenhoutseweg thv de carel Reinierszkade;Ja;;SZ 8;NBGT;niet BGT;117609;;Schenkzone;NBGT_FVZ;faunavoorziening;30202;67;Kampen;;;;;;;;;ET;Ecotunnel;74;1285834;{C758C1A8-977C-4151-A535-F2C23F161CB8}
plaatsen ecotunnel;;;;;SZ 5;Nee;;SZ 5 nieuw;NBGT;niet BGT;117580;;Schenkzone;NBGT_FVZ;faunavoorziening;;;;;;;;;;;;ET;Ecotunnel;75;2340734;{9EB10C53-7B89-4B4A-A93A-D8362ECEF7E7}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2013;4;Ecotunnel onder de Hoek van Hollandlaan ter hoogte van de Haagse Beek;Ja;2013;HB 18;NBGT;niet BGT;117556;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30225;90;Ockenburgh;;;;;;;;;ET;Ecotunnel;76;2491708;{7CEB1AA6-5A48-42F9-9E3E-4628BF1AFE75}
;droge vierkante metalen tunnel (metaal gecoat),  code Groenbedrijf: 50;;;;Ecotunnel onder de Duinlaan ter hoogte van de Haagse Beek;Ja;2013;HB 20;NBGT;niet BGT;117555;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30226;91;Kijkduin;;;;;;;;;ET;Ecotunnel;77;2491725;{C5181DE7-C8EA-45BE-9C71-FF681AC2BC33}
Ecotunnel en geleiding aanleggen;droge ronde betonnen ecotunnel;;2009;11;Ecotunnel onder de Balsemienlaan als verbinding  Haagse Beek - groenzone Dotterbloemlaan;Ja;2009;HB HB3;NBGT;niet BGT;117528;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30227;92;Bohemen en Meer en Bos;;;;;;;;;ET;Ecotunnel;78;2491740;{EBCDC8BA-CA2E-48DC-A20C-89CB3169A8E0}
Ecotunnel met geleiding langs ecologische oever aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2012;8;Ecotunnel onder de Rode Kruislaan ter hoogte van de Haagse Beek;Ja;2012;HB 7;NBGT;niet BGT;117537;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30190;51;Bloemenbuurt-oost;;;;;;;;;ET;Ecotunnel;79;2491780;{C99421C5-9345-45A6-83C8-6F45663802F4}
Ecotunnel en geleiding op het punt waar de Hagase Beek de weg kruist, bij voorkeur aan de kant van de Sportlaan aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2015;5;Ecotunnel onder de Fahrenheitstraat ter hoogte van de Haagse Beek;Ja;2015;HB 6;NBGT;niet BGT;117536;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30190;51;Bloemenbuurt-oost;;;;;;;;;ET;Ecotunnel;80;2491783;{A6040716-E330-4117-A7A7-0C14BED4DC3D}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2014;6;Ecotunnel onder de Segbroeklaan nabij de T-kruising met de Ieplaan;Ja;2014;HB 5 Extra B;NBGT;niet BGT;117431;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30191;52;Bomenbuurt;;;;;;;;;ET;Ecotunnel;81;2491784;{62B27E6D-47CD-4E25-97D7-6B9D230F1D29}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2014;6;Ecotunnel onder de Houtrustweg ter verbinding van de Haagse Beek  met de groenstrook langs het Verversingskanaal;Ja;2014;HB 5 extra A;NBGT;niet BGT;117536;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30191;52;Bomenbuurt;;;;;;;;;ET;Ecotunnel;82;2491785;{7C4392D1-7B7F-409A-9B38-00ACFE994A62}
Ecotunnel en geleiding aan de kant van de (toekomstige) ecologische oever aanleggen;;;;;Ecotunnel onder het Stadhoudersplantsoen ter hoogte van de Haagse Beek;Ja;;HB 4;NBGT;niet BGT;117533;;Haagse Beekzone;NBGT_FVZ;faunavoorziening;30181;42;Stadhoudersplantsoen;;;;;;;;;ET;Ecotunnel;83;2491786;{DEE199C0-0ADD-4CE1-BBD0-AC79F1553F90}
Ecotunnel en geleiding aanleggen;droge vierkante metalen tunnel (metaal gecoat);;2014;3;Ecotunnel onder de Johan de Wittlaan op het punt waar de Haagse Beek met de weg kruist;Ja;2014;HB 2;NBGT;niet BGT;117492;;Zorgvliet;NBGT_FVZ;faunavoorziening;30180;41;Zorgvliet;;;;;;;;;ET;Ecotunnel;84;2491787;{C9B95500-22FB-4228-8C47-15DC227B2D6F}
Ecotunnel en geleiding ter verbinding van de Scheveningse Bosjes aanleggen;droge kierkante metalen tunnel (metaal gecoat), wegens zwaar verkeer is de tunnel voorzien van een overkluizing;;2011;6;Ecotunnel onder de Prof. B.M. Teldersweg nabij de oversteek voor fietsers en voetgangers;Ja;2011;SCH 8;NBGT;niet BGT;206274;;Scheveningse zone;NBGT_FVZ;faunavoorziening;30147;5;Van Stolkprk./Schev.Bosjes;;;;;;;;;ET;Ecotunnel;85;2491788;{62C4D3AF-93AD-4E7F-9C61-4C8467865EBE}
;;;2009;8;Ecotunnel onder de Laan van Nieuw OOst-Indie, in het Haagse Bos;Ja;2009;SZ BN2;NBGT;niet BGT;207150;;Haagse Bos;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;ET;Ecotunnel;86;2491789;{7BBC6112-158F-494B-B668-EEC32D1DC5A0}
;;;2009;8;Ecotunnel onder de Laan van Nieuw OOst-Indie, in het Haagse Bos;Ja;2009;SZ BN2;NBGT;niet BGT;207150;;Haagse Bos;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;ET;Ecotunnel;87;2491790;{49EA0BD2-DD31-4BAC-93E2-A7185CF60856}
;;;2009;8;Ecotunnel onder de Laan van Nieuw OOst-Indie, in het Haagse Bos;Ja;2009;SZ BN2;NBGT;niet BGT;207150;;Haagse Bos;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;ET;Ecotunnel;88;2491791;{9BA5D13B-F3D5-4DD9-A78D-EB7BD74C9E0A}
;;;;;Ecotunnel onder de Bezuidenhoutseweg thv de carel Reinierszkade;Ja;;SZ 8;NBGT;niet BGT;117609;;Schenkzone;NBGT_FVZ;faunavoorziening;30188;49;Haagse Bos;;;;;;;;;ET;Ecotunnel;89;2491792;{072706AE-FDFE-4160-8681-8B626A4D06E1}
faunatunnel aanleggen;droge, ronde betonnen tunnel, Code Groenbedrijf: 9;;2009;11;Ecotunnel onder de Aaltje Noordewierstraat ter verbinding van de groenstrook langs de Beethovenlaan;Ja;2009;HB LD 5;NBGT;niet BGT;344346;;Gazon en plantsoen;NBGT_FVZ;faunavoorziening;30148;6;Waldeck-zuid;;;;;;;;;ET;Ecotunnel;90;2491913;{8CF384E1-7A7E-4B16-8B2B-724FF07A461D}
;door het IbDH ingemeten tunnel;;;;;Ja;;GA LD 1b;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30225;90;Ockenburgh;;;;;;;;;LR;Looprichel;91;2491921;{79928D72-9989-4579-A179-E6DAA7CA60E7}
;door het IbDH ingemeten tunnel;;;;;Ja;;GA LD 1b;NBGT;niet BGT;;;;NBGT_FVZ;faunavoorziening;30225;90;Ockenburgh;;;;;;;;;LR;Looprichel;92;2491922;{71CDF5E5-F49C-40D1-846F-8ED59FA3B6BC}
;"Code Groenbedrijf: 3; richel aan de andere kant van de brug lijkt niet uitgevoerd te zijn";;2008;9;Ecorichel onder de brug van de kruising Madepolderweg/Nieuwe Weg t.h.v.het  Wenpad;Ja;2008;GA LD4;NBGT;niet BGT;780035;;Madestein;NBGT_FVZ;faunavoorziening;30234;99;De Uithof;;;;;;;;;LR;Looprichel;93;2491923;{C6D99563-89D1-43BC-A6AE-67BB8FE7C81C}
Ecotunnel en geleiding aanleggen;"vierkante droge mertalen tunnel (metaal gecoat), Code Groenbedrijf: 23.1;";;2011;6;Ecotunnel onder de Beresteinlaan nabij de kruising met de Melis Stokelaan ter verbinding van delen van de groenzone langs de Melis ;Ja;2011;GA 5;NBGT;niet BGT;344487;;Gazon en Doorgroei;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;94;2491981;{258B0B6D-1378-4D54-B25C-785023D2A10F}
Ecottunnel en geleiding aanleggen;vierkante droge metalen tunnel (metaal gecoat), Code Groenbedrijf: 23.2;;2011;6;Ecotunnel onder de Vrederustlaan nabij de kruising met de Melis Stokelaan ter verbinding van delen van de groenzone langs de Melis Stokelaan;Ja;2011;GA 6;NBGT;niet BGT;794334;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30231;96;Zijden, Steden en Zichten;;;;;;;;;ET;Ecotunnel;95;2491982;{E4D94AAC-E7F6-4915-B96F-CCEB60E304B9}
Ecotunnel en geleiding onder de Dedemsvaartweg aanleggen ;Droge, ronde, betonnen tussen met houten geleiding, Code Groenbedrijf: 23.3;;;;Ecotunnel onder de Dedemsvaartweg nabij het Drentheplantsoen ter verbinding van delen van de groenzone langs de Melis Stokelaan;Ja;;GA EP7;NBGT;niet BGT;117511;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30223;88;Morgenstond-west;;;;;;;;;ET;Ecotunnel;96;2491983;{8AF5420D-C0FD-4EA5-A9CC-FEDB8F9FFB97}
Ecorichel met geleiding aanleggen, aan de kant van de Melis Stokelaan moet de richel nog worden aangelegd.  Lage struiken voor geleiding aanplanten;Kruising Leyweg - Melis Stokelaan wordt 2015 - 2016 vervangen, lift mpogelijk mee met herinrichting entree Winkelcentrum Leyweg, Code Groenbedrijf: 23.4;;;;Ecorichel onder de brug van de Leyweg tussen de Melis Stokelaan en de Grevenbergstraat aan de kant  van het winkelcentrum;Ja;;GA E;NBGT;niet BGT;117504;;Groene Assen Zuidwestzone;NBGT_FVZ;faunavoorziening;30223;88;Morgenstond-west;;;;;;;;;LR;Looprichel;97;2491988;{C2F10415-166D-4A93-9306-D8390E4F035A}
Aan kant van de Pharostoren (nabij de kiosk) stobbenwal met struiken aanleggen;Lichtrooster in midenberm, Code Groenbedrijf: 23.5;;;;Ecotunnel onder de Loevesteinlaan nabij de kruising met de Melis Stokelaan;Ja;;GA F;NBGT;niet BGT;117480;;Zuiderpark;NBGT_FVZ;faunavoorziening;30224;89;Morgenstond-oost;;;;;;;;;ET;Ecotunnel;98;2492002;{8FDA5C88-8E1B-4341-9612-9D4B9057EC4B}
Ecotunnel en geleiding aanleggen;"droge vierkante metalen tunnel (metaal gecoat), Code Groenbedrijf: 19; aangelegd in het kader van de herinrichting van de Erasmuszone";;2010;7;Ecotunnel onder de  Medlerstraat als verbinding tussen twee delen van de Erasmuszone;Ja;2010;EZ BN1;NBGT;niet BGT;117572;;Erasmuszone;NBGT_FVZ;faunavoorziening;30162;20;Moerwijk-oost;;;;;;;;;ET;Ecotunnel;99;2492016;{5575CB42-CD06-4E59-8ED9-10EEE22C1248}
