FID,gdb_geomattr_data,shape
water_nacht.176,,"POLYGON ((191983.15949999914 313422.5667000003, 191986.61250000075 313422.7278999984, 191998.4439000003 313395.63329999894, 192085.42590000108 313209.7307000011, 192073.82829999924 313204.2604999989, 192076.4941000007 313205.52010000125, 192073.6779000014 313204.3284999989, 192060.98649999872 313231.38589999825, 192049.40049999952 313256.08630000055, 192025.0758999996 313307.94530000165, 192000.75129999965 313359.804299999, 191976.78429999948 313411.83210000023, 191974.3786999993 313417.25290000066, 191972.1900999993 313423.0164999999, 191982.74769999832 313422.5989000015, 191983.15949999914 313422.5667000003))"
water_nacht.177,,"POLYGON ((191841.58350000158 313587.8607000001, 191792.85350000113 313646.5020999983, 191773.76889999956 313687.6050999984, 191751.88809999824 313705.6766999997, 191689.1897 313733.17749999836, 191685.86070000008 313775.86349999905, 191712.3489000015 313846.2523000017, 191738.9882999994 313829.82189999893, 191722.4717000015 313787.65509999916, 191719.8872999996 313757.9681000002, 191734.13610000163 313744.2540999986, 191784.08089999855 313722.0267000012, 191806.15729999915 313695.6897, 191816.23429999873 313665.6671000011, 191835.90190000087 313642.3726999983, 191864.0375000015 313607.99489999935, 191875.1612999998 313610.46169999987, 191886.53929999843 313590.01249999925, 191914.51790000126 313591.7102999985, 191939.22450000048 313571.502700001, 191967.96049999818 313459.6552999988, 191982.74769999832 313422.5989000015, 191972.1900999993 313423.0164999999, 191970.22630000114 313422.9362999983, 191949.72190000117 313423.72769999877, 191938.73330000043 313449.37750000134, 191917.07510000095 313537.91010000184, 191902.03069999814 313544.35610000044, 191898.2184999995 313534.499499999, 191887.4010999985 313530.1840999983, 191855.68710000068 313531.2060999982, 191847.77910000086 313539.0471000001, 191848.120099999 313549.1191000007, 191860.7441000007 313563.39389999956, 191864.0311000012 313576.02690000087, 191839.99810000136 313582.8997000009, 191841.58350000158 313587.8607000001))"
water_nacht.178,,"POLYGON ((192002.55209999904 306998.09109999985, 191988.64570000023 306921.0716999993, 191965.86630000174 306925.86950000003, 191970.59970000014 306962.5810999982, 191944.26669999957 306967.72890000045, 191911.64229999855 306977.7476999983, 191893.90509999916 306900.87209999934, 191838.6420999989 306912.12310000136, 191878.65129999816 307022.9195000008, 191995.15089999884 307004.1655000001, 192002.55209999904 306998.09109999985))"
water_nacht.179,,"POLYGON ((194582.33909999952 307842.46609999985, 194592.74489999935 307833.7531000003, 194584.94970000163 307816.7575000003, 194566.82869999856 307818.3029000014, 194556.7773000002 307842.56329999864, 194541.40049999952 307842.05750000104, 194549.96290000156 307853.87049999833, 194577.79450000077 307850.2287000008, 194582.33909999952 307842.46609999985))"
water_nacht.180,,"POLYGON ((198035.6596999988 308569.8867000006, 198029.74210000038 308579.8247000016, 198029.69370000064 308582.73750000075, 198035.6596999988 308569.8867000006))"
water_nacht.181,,"POLYGON ((194388.30310000107 308625.0571000017, 194391.11609999835 308619.1970999986, 194384.41950000077 308600.77710000053, 194375.39169999957 308607.4930999987, 194379.71009999886 308626.08210000023, 194388.30310000107 308625.0571000017))"
water_nacht.182,,"POLYGON ((199187.70109999925 309168.9556999989, 199180.01469999924 309175.1865000017, 199188.32609999925 309189.91589999944, 199197.9001000002 309203.7421000004, 199271.01469999924 309162.7468999997, 199287.15949999914 309125.0573000014, 199264.8834999986 309125.01469999924, 199246.74210000038 309122.34010000154, 199240.07569999993 309121.1673000008, 199187.70109999925 309168.9556999989))"
water_nacht.183,,"POLYGON ((198276.77710000053 309213.76509999856, 198264.64130000025 309215.77270000055, 198250.33469999954 309224.7707000002, 198276.77710000053 309213.76509999856))"
water_nacht.184,,"POLYGON ((198599.69189999998 309279.0993000008, 198613.56749999896 309291.3183000013, 198614.78330000117 309284.0042999983, 198622.35390000045 309227.62469999865, 198594.85489999875 309269.45910000056, 198599.69189999998 309279.0993000008))"
water_nacht.185,,"POLYGON ((198612.11050000042 309302.28489999846, 198604.66710000113 309302.4448999986, 198614.71649999917 309337.4279000014, 198612.11050000042 309302.28489999846))"
water_nacht.186,,"POLYGON ((198617.63430000097 309363.47349999845, 198619.564100001 309447.18930000067, 198630.74190000072 309443.70910000056, 198638.17870000005 309422.3511000015, 198635.28229999915 309375.48490000144, 198617.63430000097 309363.47349999845))"
water_nacht.187,,"POLYGON ((199239.23209999874 310150.56810000166, 199244.23110000044 310151.0230999999, 199231.1999000013 310126.97569999844, 199230.72890000045 310126.48970000073, 199239.23209999874 310150.56810000166))"
water_nacht.188,,"POLYGON ((198353.43310000002 315085.13010000065, 198378.40569999814 315054.6165000014, 198369.95789999887 315051.0778999999, 198354.42269999906 315074.37249999866, 198345.78929999843 315086.42870000005, 198353.43310000002 315085.13010000065))"
water_nacht.189,,"POLYGON ((198217.41569999978 315200.0656999983, 198230.5011 315191.82649999857, 198241.48409999907 315178.08769999817, 198251.27470000088 315173.7622999996, 198252.2291000001 315168.47309999913, 198265.08830000088 315151.1990999989, 198253.48570000008 315153.3696999997, 198221.379900001 315177.6019000001, 198207.80550000072 315192.85810000077, 198217.41569999978 315200.0656999983))"
water_nacht.190,,"POLYGON ((197865.83309999853 311164.8924999982, 197866.6063000001 311174.3533000015, 197881.00890000165 311178.376699999, 197880.77870000154 311250.8669000007, 197876.95010000095 311259.4968999997, 197860.1363000013 311259.5716999993, 197855.11850000173 311225.97769999877, 197849.75250000134 311226.0491000004, 197833.54509999976 311275.56010000035, 197776.52569999918 311254.6779000014, 197793.11210000142 311269.4092999995, 197827.9461000003 311283.9829000011, 197852.78649999946 311286.2674999982, 197879.5938999988 311282.17770000175, 197884.56210000068 311261.7580999993, 197885.97630000114 311170.6057000011, 197880.9026999995 311164.3511000015, 197865.83309999853 311164.8924999982))"
water_nacht.191,,"POLYGON ((197629.3418999985 311558.6130999997, 197595.3594999984 311589.6107000001, 197596.04309999943 311599.61389999837, 197609.6041000001 311610.29410000145, 197620.66470000148 311608.3055000007, 197652.37530000135 311570.13910000026, 197631.64710000157 311549.60909999907, 197629.3418999985 311558.6130999997))"
water_nacht.192,,"POLYGON ((196927.21770000085 311836.066300001, 196926.43569999933 311838.7278999984, 196938.74430000037 311829.4957000017, 196927.21770000085 311836.066300001))"
water_nacht.193,,"POLYGON ((196315.1449000016 312544.36089999974, 196304.2463000007 312555.3685000017, 196310.54309999943 312556.0212999992, 196327.71829999983 312543.03009999916, 196320.80330000073 312538.5817000009, 196315.1449000016 312544.36089999974))"
water_nacht.194,,"POLYGON ((199415.0976999998 315088.2747000009, 199406.06069999933 315064.73110000044, 199392.83850000054 315047.9092999995, 199382.5861000009 315041.9087000005, 199357.87269999832 315074.3610999994, 199402.56049999967 315093.2309000008, 199412.07290000096 315093.1647000015, 199415.0976999998 315088.2747000009))"
water_nacht.195,,"POLYGON ((178774.2965000011 319395.0036999993, 178774.09490000084 319401.6724999994, 178786.1053000018 319390.8770999983, 178805.48970000073 319373.63709999993, 178803.41690000147 319370.56709999964, 178774.2965000011 319395.0036999993))"
water_nacht.256,,"POLYGON ((184035.53409999982 316956.19370000064, 184038.45270000026 316956.01209999993, 184032.18730000034 316955.0612999983, 184035.53409999982 316956.19370000064))"
water_nacht.257,,"POLYGON ((189654.59310000017 317120.65210000053, 189649.88709999993 317132.4171000011, 189661.65210000053 317132.4171000011, 189667.5276999995 317123.97890000045, 189654.59310000017 317120.65210000053))"
water_nacht.196,,"POLYGON ((186125.7514999993 319573.94370000064, 186125.84690000117 319574.12310000136, 186127.83769999817 319578.0254999995, 186132.5929000005 319575.37970000133, 186150.91950000077 319570.0951000005, 186170.04710000008 319566.5247000009, 186189.60029999912 319562.8984999992, 186209.61630000174 319555.5478999987, 186208.46269999817 319552.0320999995, 186200.5848999992 319543.4992999993, 186182.1072999984 319545.78990000114, 186165.00290000066 319550.2686999999, 186146.96269999817 319554.4481000006, 186127.97370000184 319562.8381000012, 186123.58889999986 319565.2776999995, 186125.7514999993 319573.94370000064))"
water_nacht.197,,"POLYGON ((186187.37370000035 319658.7021000013, 186199.11630000174 319651.09270000085, 186210.6174999997 319644.47509999946, 186222.64330000058 319638.69469999894, 186235.61210000142 319631.7140999995, 186233.92770000175 319626.992899999, 186231.48790000007 319619.2181000002, 186220.2463000007 319623.38610000163, 186210.4825000018 319628.77969999984, 186201.56049999967 319634.68129999936, 186184.7217000015 319643.35390000045, 186175.31650000066 319648.6446999982, 186175.93829999864 319650.17810000107, 186180.35049999878 319661.0161000006, 186187.37370000035 319658.7021000013))"
water_nacht.198,,"POLYGON ((186135.68670000136 319594.42709999904, 186133.58570000157 319590.18890000135, 186127.83769999817 319578.0254999995, 186125.84690000117 319574.12310000136, 186049.51669999957 319627.1686999984, 185958.28810000047 319635.68090000004, 185943.87810000032 319639.4321000017, 185930.68389999866 319662.27870000154, 185941.21550000086 319663.54989999905, 185942.23369999975 319663.64090000093, 185952.750500001 319681.9243000001, 185954.0544999987 319681.12029999867, 185966.92190000042 319673.0230999999, 185973.53130000085 319674.5439000018, 185981.98070000112 319686.4695000015, 185983.41750000045 319689.07129999995, 186000.06709999964 319683.7175000012, 186009.00349999964 319674.97150000185, 186011.0097000003 319674.1629000008, 186017.61389999837 319674.8610999994, 186072.59910000116 319651.16589999944, 186076.71489999816 319650.2747000009, 186080.10170000046 319649.17550000176, 186090.61630000174 319643.1677000001, 186029.27290000021 319643.75090000033, 186071.16070000082 319635.5918999985, 186101.6939000003 319609.50470000133, 186135.68670000136 319594.42709999904))"
water_nacht.199,,"POLYGON ((185967.90769999847 319686.6075000018, 185952.750500001 319681.9243000001, 185942.23369999975 319663.64090000093, 185941.21550000086 319663.54989999905, 185930.68389999866 319662.27870000154, 185930.04529999942 319662.1897, 185898.47129999846 319703.99529999867, 185809.55050000176 319724.40790000185, 185800.49929999933 319727.0155000016, 185804.58370000124 319737.40190000087, 185804.5014999993 319736.57250000164, 185809.30530000106 319752.7265000008, 185853.02470000088 319752.42330000177, 185865.8949000016 319755.32009999827, 185873.6510999985 319733.0331000015, 185913.40509999916 319724.45910000056, 185938.68710000068 319696.3940999992, 185967.90769999847 319686.6075000018))"
water_nacht.200,,"POLYGON ((184921.25730000064 319737.9615000002, 184847.59230000153 319793.15769999847, 184829.4151000008 319781.4155000001, 184830.1939000003 319724.1020999998, 184820.1174999997 319713.58410000056, 184786.19170000032 319718.0800999999, 184737.53170000017 319730.4864999987, 184739.84789999947 319745.6283, 184795.36890000105 319729.9001000002, 184811.9138999991 319729.3808999993, 184816.78049999848 319788.2692999989, 184833.9710999988 319804.63610000163, 184862.39510000125 319804.80150000006, 184885.10550000146 319782.5989000015, 184906.50429999828 319764.0940999985, 184952.10489999875 319741.8751000017, 184966.57990000024 319740.86609999835, 185023.35649999976 319757.1590999998, 185037.76049999893 319753.19689999893, 185041.8473000005 319759.08509999886, 185041.89909999818 319841.4681000002, 185058.42449999973 319858.5064999983, 185071.689100001 319857.08150000125, 185084.96330000088 319848.26309999824, 185086.88190000132 319845.066300001, 185087.00609999895 319844.87950000167, 185124.8198999986 319809.21290000156, 185184.18189999834 319783.08689999953, 185183.95930000022 319754.6015000008, 185171.7399000004 319628.004900001, 185144.1046999991 319634.8542999998, 185153.941300001 319749.49430000037, 185116.0918999985 319768.8392999992, 185095.14189999923 319792.72850000113, 185067.12909999862 319843.24709999934, 185056.95389999822 319839.0647, 185055.06749999896 319831.96770000085, 185056.78390000015 319763.07669999823, 185049.65509999916 319743.1581000015, 185042.00809999928 319735.51209999993, 185020.77050000057 319734.02490000054, 184951.76370000094 319718.2936999984, 184921.25730000064 319737.9615000002))"
water_nacht.201,,"POLYGON ((185364.61470000073 319792.1334999986, 185353.98550000042 319777.01889999956, 185344.2734999992 319758.5449000001, 185307.08929999918 319740.47509999946, 185311.5331000015 319749.9193000011, 185278.47670000046 319756.7917000018, 185260.11730000004 319789.0155000016, 185234.78350000083 319812.1097000018, 185230.27950000018 319819.4428999983, 185225.7811000012 319816.5023000017, 185224.30169999972 319807.3790999986, 185216.9070999995 319763.1693000011, 185183.95930000022 319754.6015000008, 185184.18189999834 319783.08689999953, 185194.75349999964 319817.48110000044, 185212.97549999878 319845.0427000001, 185224.00649999827 319848.74810000136, 185265.18349999934 319839.2729000002, 185279.06390000135 319819.36670000106, 185276.17909999937 319813.0621000007, 185278.85489999875 319796.85869999975, 185295.20569999889 319782.19629999995, 185320.5775000006 319780.001699999, 185346.03590000048 319819.8403000012, 185359.45169999823 319827.7489, 185372.27629999816 319826.6526999995, 185387.07070000097 319813.33790000156, 185413.96649999917 319763.6037000008, 185422.9838999994 319705.1651000008, 185436.1143000014 319694.8016999997, 185460.9279000014 319699.3691000007, 185534.15689999983 319776.5654999986, 185565.3434999995 319772.19310000166, 185589.6325000003 319751.94409999996, 185611.71829999983 319706.91910000145, 185634.32330000028 319695.4739000015, 185702.2232999988 319663.29670000076, 185747.6724999994 319730.1376999989, 185768.52749999985 319741.10390000045, 185804.58370000124 319737.40190000087, 185800.49929999933 319727.0155000016, 185800.37929999828 319726.7708999999, 185798.7344999984 319723.09050000086, 185785.32770000026 319726.3781000003, 185769.06269999966 319724.81529999897, 185750.9294999987 319710.50290000066, 185714.3927000016 319656.3361000009, 185703.02070000023 319647.0318999998, 185659.02430000156 319669.2533, 185600.84970000014 319696.6334999986, 185579.9774999991 319728.4886999987, 185545.87909999862 319747.89510000125, 185529.96310000122 319744.0117000006, 185457.80310000107 319668.45490000024, 185451.84369999915 319667.9026999995, 185417.65029999986 319664.5771000013, 185391.9829000011 319696.62750000134, 185384.6446999982 319753.75389999896, 185364.61470000073 319792.1334999986))"
water_nacht.202,,"POLYGON ((184428.90670000017 319647.4963000007, 184412.69110000134 319652.79509999976, 184376.31830000132 319651.28610000014, 184367.67909999937 319653.68510000035, 184283.14889999852 319644.0251000002, 184196.9710999988 319659.69629999995, 184190.11309999973 319660.22289999947, 184183.94849999994 319665.9701000005, 184145.48750000075 319703.69209999964, 184118.77789999917 319716.91369999945, 183976.7553000003 319736.7076999992, 183954.92909999937 319760.66010000184, 183976.4151000008 319842.7054999992, 183957.78510000184 319881.65850000083, 183953.10209999979 319890.4825000018, 183909.62669999897 319914.0555000007, 183881.1785000004 319898.79729999974, 183853.73710000142 319889.2190999985, 183820.33850000054 319889.08630000055, 183760.44449999928 319903.4748999998, 183764.93290000036 319915.98209999874, 183803.49190000072 319906.4017000012, 183848.6865000017 319902.09329999983, 183864.0379000008 319906.13749999925, 183892.34310000017 319926.26509999856, 183899.74549999833 319928.28510000184, 183940.49269999936 319941.63369999826, 183976.49969999865 319920.316300001, 183989.02930000052 319888.89130000025, 183998.96310000122 319881.4829000011, 184007.37530000135 319852.8275000006, 184000.98809999973 319806.10550000146, 184002.39130000025 319771.0454999991, 184031.42430000007 319762.43389999866, 184081.685899999 319768.9426999986, 184102.2034999989 319766.42870000005, 184131.3825000003 319748.11890000105, 184149.8652999997 319733.08729999885, 184170.68670000136 319723.7683000006, 184253.95309999958 319701.46290000156, 184325.2725000009 319705.24870000035, 184464.71269999817 319665.30750000104, 184494.1308999993 319663.6737000011, 184576.59010000154 319705.17810000107, 184604.85610000044 319689.6743000001, 184663.00329999998 319688.3328999989, 184673.82009999827 319710.59109999985, 184711.1785000004 319739.0251000002, 184739.84789999947 319745.6283, 184737.53170000017 319730.4864999987, 184724.95930000022 319728.943500001, 184704.22690000013 319716.320700001, 184670.3905000016 319676.17489999905, 184624.10929999873 319670.56269999966, 184575.4508999996 319684.5106999986, 184502.87209999934 319646.44110000134, 184458.7025000006 319645.6273000017, 184428.90670000017 319647.4963000007))"
water_nacht.203,,"POLYGON ((183201.55270000175 319937.82009999827, 183224.8438999988 319957.95329999924, 183226.93250000104 319959.6442999989, 183236.86829999834 319968.24810000136, 183239.29809999838 319956.754900001, 183234.20789999887 319945.63390000165, 183243.8585000001 319942.3258999996, 183295.70289999992 319965.52050000057, 183344.27369999886 319956.96709999815, 183379.44429999962 319941.5518999994, 183357.86710000038 319951.0625, 183343.57869999856 319962.3220999986, 183363.05790000036 319950.9769000001, 183378.7188999988 319958.0122999996, 183405.63809999824 319933.4241000004, 183427.57809999958 319931.17009999976, 183479.04410000145 319958.1261, 183510.57889999822 319966.9829000011, 183512.10390000045 319963.54729999974, 183524.93189999834 319939.3359000012, 183518.70450000092 319927.89389999956, 183509.96090000123 319919.6116999984, 183544.5593000017 319896.77629999816, 183573.57550000027 319884.9186999984, 183615.8317000009 319871.27870000154, 183620.91310000047 319878.9250999987, 183601.99109999835 319899.58210000023, 183600.82550000027 319923.6788999997, 183655.18450000137 319963.4589000009, 183683.27109999955 319961.97509999946, 183686.38390000165 319941.7351000011, 183702.11129999906 319931.7446999997, 183764.93290000036 319915.98209999874, 183760.44449999928 319903.4748999998, 183689.0487000011 319921.76209999993, 183675.18310000002 319933.82869999856, 183669.42709999904 319950.6431000009, 183646.65049999952 319940.4787000008, 183615.83810000122 319916.6517000012, 183614.82030000165 319908.4310999997, 183640.45010000095 319883.8841000013, 183643.58810000122 319872.2291000001, 183628.71770000085 319859.2025000006, 183616.12409999967 319857.3081, 183546.98310000077 319879.6261, 183487.77230000123 319910.9695000015, 183478.17210000008 319907.07449999824, 183457.8198999986 319882.02369999886, 183436.58370000124 319870.0097000003, 183390.52650000155 319892.3447000012, 183369.3291000016 319899.96730000153, 183310.70529999956 319936.51889999956, 183276.00090000033 319926.6402999982, 183244.00930000097 319906.2767000012, 183229.21229999885 319910.4554999992, 183206.76269999892 319931.1583000012, 183201.55270000175 319937.82009999827))"
water_nacht.204,,"POLYGON ((183121.0020999983 319919.95109999925, 183147.70789999887 319922.46070000157, 183203.55649999902 319965.6185000017, 183224.8438999988 319957.95329999924, 183201.55270000175 319937.82009999827, 183190.73550000042 319929.0571000017, 183163.870099999 319907.9781000018, 183115.66589999944 319905.27809999883, 183049.8227000013 319925.31010000035, 183044.7034999989 319926.7197000012, 182930.94269999862 319942.4477000013, 182916.09549999982 319941.27529999986, 182940.92049999908 319975.5538999997, 182941.3476999998 319979.73530000076, 182970.01249999925 319957.6354999989, 183026.05590000004 319950.1341000013, 183121.0020999983 319919.95109999925))"
water_nacht.205,,"POLYGON ((183280.94090000167 320006.6319000013, 183273.22989999875 320000.16310000047, 183271.15989999846 319998.4061000012, 183265.02910000086 320002.54509999976, 183258.6887000017 320006.8256999999, 183252.2965000011 320011.09050000086, 183246.18549999967 320015.2252999991, 183241.06909999996 320014.811900001, 183198.1634999998 319969.15089999884, 183185.9112999998 319965.86510000005, 183170.7485000007 319959.68829999864, 183132.6341000013 319967.6187000014, 183097.58929999918 319969.5716999993, 183074.21130000055 319957.56269999966, 183060.84750000015 319956.58370000124, 183023.76790000126 319980.0443000011, 182999.4567000009 319989.05270000175, 182983.56650000066 319986.561900001, 182968.10970000178 319983.10810000077, 182957.55209999904 319986.71709999815, 182948.81650000066 319992.66369999945, 182966.82250000164 320016.65469999984, 183004.12530000135 320016.0828999989, 183019.17810000107 320014.89290000126, 183066.66230000183 319971.2798999995, 183100.3125 319984.9259000011, 183152.5273000002 319978.1909000017, 183173.1862999983 319974.67069999874, 183194.08850000054 319984.0982999988, 183234.51509999856 320027.1449000016, 183248.03290000185 320029.7751000002, 183256.72089999914 320024.02710000053, 183264.9074999988 320018.5557000004, 183273.07569999993 320013.04569999874, 183280.94090000167 320006.6319000013))"
water_nacht.206,,"POLYGON ((182941.3476999998 319979.73530000076, 182940.92049999908 319975.5538999997, 182874.57389999926 320029.51630000025, 182851.22030000016 320037.9593000002, 182845.59470000118 320038.90509999916, 182826.46449999884 320049.20109999925, 182810.86230000108 320074.72670000046, 182749.70309999958 320139.5340999998, 182704.72309999913 320188.6625000015, 182665.6570999995 320204.46290000156, 182619.05330000073 320196.63109999895, 182618.4668999985 320157.7725000009, 182561.0711000003 320122.58509999886, 182555.74010000005 320108.4770999998, 182555.16050000116 320108.7226999998, 182518.27409999818 320124.86609999835, 182388.1427000016 320200.91149999946, 182345.98649999872 320220.75869999826, 182336.74529999867 320224.21269999817, 182343.2853000015 320239.49870000035, 182348.68950000033 320249.9177000001, 182509.15790000185 320185.556499999, 182536.58830000088 320170.55370000005, 182563.78049999848 320156.7564999983, 182596.87530000135 320159.9074999988, 182605.37950000167 320165.6906999983, 182604.66230000183 320195.60390000045, 182610.05090000108 320207.91589999944, 182634.43409999833 320215.16750000045, 182664.6347000003 320218.3541000001, 182708.68409999833 320204.0091000013, 182758.41149999946 320149.11410000175, 182778.41550000012 320133.0848999992, 182803.25409999862 320116.2670999989, 182813.00290000066 320123.7245000005, 182826.2463000007 320174.8669000007, 182822.68070000038 320194.4112999998, 182835.5337000005 320218.5432999991, 182831.45010000095 320235.63809999824, 182845.16809999943 320255.09109999985, 182842.27409999818 320271.1490999982, 182847.66490000114 320251.08790000156, 182841.5714999996 320206.754900001, 182846.0449000001 320188.1865000017, 182833.98310000077 320133.73910000175, 182824.99810000136 320112.46709999815, 182828.68409999833 320098.7210999988, 182905.53390000015 320064.6114999987, 182969.51449999958 320022.65569999814, 182966.82250000164 320016.65469999984, 182948.81650000066 319992.66369999945, 182941.3476999998 319979.73530000076))"
water_nacht.207,,"POLYGON ((185081.7991000004 320257.8621000014, 185069.1334999986 320259.80469999835, 185068.26729999855 320259.9662999995, 185035.61569999903 320260.6897, 185024.29949999973 320266.36349999905, 185023.72989999875 320285.46510000154, 185039.26289999858 320323.45010000095, 185043.71189999953 320332.25829999894, 185048.16209999844 320345.50829999894, 185056.92929999903 320331.11630000174, 185064.4365000017 320327.32250000164, 185084.48809999973 320258.6286999993, 185081.7991000004 320257.8621000014))"
water_nacht.258,,"POLYGON ((180146.38929999992 317456.66369999945, 180140.0315000005 317457.0756999999, 180125.22210000083 317470.06909999996, 180146.38929999992 317456.66369999945))"
water_nacht.259,,"POLYGON ((183937.83370000124 318407.72509999946, 183966.15370000154 318367.9221000001, 183955.1827000007 318372.23750000075, 183937.83370000124 318407.72509999946))"
water_nacht.260,,"POLYGON ((183942.27210000157 318425.54410000145, 183943.3812999986 318419.2093000002, 183937.83370000124 318407.72509999946, 183935.1570999995 318413.1983000003, 183936.75569999963 318428.8696999997, 183942.27210000157 318425.54410000145))"
water_nacht.261,,"POLYGON ((183349.88910000026 318803.16110000014, 183376.70710000023 318793.9250999987, 183384.49709999934 318763.26110000163, 183377.46290000156 318749.9754999988, 183362.1411000006 318755.38610000163, 183313.0551000014 318789.91910000145, 183315.72610000148 318799.8231000006, 183349.88910000026 318803.16110000014))"
water_nacht.208,,"POLYGON ((181869.39990000054 320589.8348999992, 181847.05409999937 320596.1050999984, 181821.6581000015 320631.10810000077, 181814.2124999985 320681.6647000015, 181721.5544999987 320702.17390000075, 181613.38369999826 320728.4252999984, 181500.06969999894 320759.04250000045, 181489.29670000076 320760.0190999992, 181482.31329999864 320760.6922999993, 181500.8924999982 320802.2184999995, 181510.71029999852 320800.16330000013, 181830.4791000001 320721.1629000008, 181859.86789999902 320749.48889999837, 181890.0161000006 320754.2949000001, 181901.0097000003 320771.4593000002, 181900.40850000083 320796.7313000001, 181902.53130000085 320820.78229999915, 181905.435899999 320849.75769999996, 181939.53770000115 320848.63049999997, 181933.88549999893 320782.12409999967, 181943.94509999827 320769.6871000007, 181940.5656999983 320759.1319000013, 181940.5001000017 320758.92610000074, 181933.4739000015 320758.38049999997, 181920.53550000116 320757.4340999983, 181919.18050000072 320734.52650000155, 181911.72850000113 320721.91849999875, 181882.79710000008 320712.3980999999, 181879.14310000092 320708.1088999994, 181851.09849999845 320679.7089000009, 181846.95289999992 320670.3958999999, 181848.2082999982 320646.5207000002, 181862.92449999973 320624.9569000006, 181851.67210000008 320647.3902999982, 181852.46169999987 320661.3872999996, 181877.4979000017 320677.6174999997, 181933.58350000158 320675.21389999986, 181962.34950000048 320662.6442999989, 181981.87170000002 320691.17870000005, 181998.44970000163 320696.75890000165, 182014.08729999885 320687.35990000144, 182029.79830000177 320653.78489999846, 182042.8300999999 320627.2184999995, 182067.42430000007 320630.3920999989, 182088.27910000086 320632.55150000006, 182108.58509999886 320622.6046999991, 182180.3365000002 320551.30970000103, 182171.77809999883 320537.5260999985, 182148.63969999924 320521.72769999877, 182165.15410000086 320495.72890000045, 182179.62629999965 320491.9930999987, 182227.74749999866 320506.3671000004, 182247.21090000123 320500.62849999964, 182254.00549999997 320482.92330000177, 182180.34430000186 320405.0912999995, 182227.42909999937 320370.09209999815, 182286.51370000094 320310.1453000009, 182333.62249999866 320284.17390000075, 182358.31949999928 320267.8872999996, 182353.41369999945 320258.7313000001, 182348.68950000033 320249.9177000001, 182343.2853000015 320239.49870000035, 182336.74529999867 320224.21269999817, 182294.9001000002 320251.21770000085, 182301.34930000082 320263.6568999998, 182263.9151000008 320301.3000999987, 182235.42489999905 320337.02629999816, 182228.9774999991 320344.6501000002, 182207.40769999847 320368.8931000009, 182174.36210000142 320392.44509999827, 182167.67029999942 320411.310899999, 182236.89449999854 320484.4208999984, 182234.59710000083 320493.04670000076, 182176.62590000033 320475.1640999988, 182151.3115000017 320487.87209999934, 182132.02549999952 320503.15089999884, 182125.3035000004 320513.28730000183, 182131.2303000018 320524.89869999886, 182157.1127000004 320545.0791000016, 182110.50510000065 320602.2325000018, 182085.68609999865 320615.5637000017, 182029.59690000117 320604.77430000156, 182006.24390000105 320627.14130000025, 181999.14550000057 320648.84910000116, 181992.44029999897 320652.58089999855, 181970.64710000157 320630.07389999926, 181963.15029999986 320629.17229999974, 181941.64909999818 320638.9140999988, 181898.28170000017 320646.46770000085, 181880.7734999992 320647.10810000077, 181869.73710000142 320627.64070000127, 181882.26330000162 320604.3240999989, 181869.39990000054 320589.8348999992))"
water_nacht.209,,"POLYGON ((179445.02569999918 318425.93670000136, 179445.0625 318426.74529999867, 179446.19170000032 318429.61670000106, 179445.02569999918 318425.93670000136))"
water_nacht.210,,"POLYGON ((178651.10970000178 318546.3605000004, 178653.870099999 318547.91910000145, 178648.34149999917 318551.0397000015, 178728.46669999883 318578.3493000008, 178728.41530000046 318578.1939000003, 178730.97769999877 318570.27149999887, 178760.37889999896 318567.0711000003, 178860.43169999868 318508.64829999954, 178869.58150000125 318500.6165000014, 178928.749499999 318505.0711000003, 178943.41970000044 318517.5621000007, 178978.41569999978 318518.9483000003, 179008.62669999897 318529.83089999855, 179020.74929999933 318522.8383000009, 179065.13450000063 318534.82869999856, 179050.78869999945 318523.0669, 179021.26889999956 318522.9739000015, 179011.69449999928 318501.91230000183, 178953.45809999853 318495.1350999996, 178907.66270000115 318488.507100001, 178824.62150000036 318423.58989999816, 178704.6389000006 318410.59490000084, 178669.66090000048 318467.38910000026, 178669.6031000018 318521.0714999996, 178672.2498999983 318550.8825000003, 178651.10970000178 318546.3605000004), (178752.6999000013 318526.89930000156, 178715.82470000163 318523.5152999982, 178694.64909999818 318518.58769999817, 178685.28770000115 318466.80889999866, 178714.83509999886 318428.32090000063, 178838.30070000142 318438.1468999982, 178864.55429999903 318471.2853000015, 178868.5491000004 318486.0273000002, 178828.65309999883 318509.7553000003, 178758.2879000008 318525.07869999856, 178752.6999000013 318526.89930000156))"
water_nacht.211,,"POLYGON ((178429.745099999 318616.8680999987, 178483.04509999976 318644.2377000004, 178503.04129999876 318606.7146999985, 178523.49190000072 318570.75609999895, 178490.66589999944 318512.8125, 178485.39510000125 318504.32770000026, 178433.15049999952 318608.8718999997, 178429.745099999 318616.8680999987))"
water_nacht.212,,"POLYGON ((178414.27849999815 318737.2708999999, 178431.55829999968 318674.4985000007, 178445.1517000012 318652.20870000124, 178440.67069999874 318636.3988999985, 178433.66849999875 318645.5929000005, 178421.04149999842 318662.84010000154, 178403.9739000015 318735.35069999844, 178414.27849999815 318737.2708999999))"
