FID,BOOMSOORT,BUURT,EIGENAAR,EPR_INSPECTIEDATUM,EPR_REG_OPMERKINGEN,EPR_UITVOERINGSDATUM,EPR_UITV_OPMERKINGEN,EPR_URGENTIE,EPR_HOOGTE_NEST,EPR_NEST_GROOT,EPR_NEST_KLEIN,EPR_NEST_MIDDEL,FUNCTIE,ID,KROONDIAMETER,NEDERLANDSE_NAAM,PLANTJAAR,PLANTWIJZE,STAMDIAMETER,STANDPLAATS,STRAAT,WIJK,LONGITUDE,BOOMHOOGTE,BOOMKLASSE,LATITUDE

Bomen_eikenprocessierups_2017.472642,Quercus robur,Weberstraat,Gemeente Amersfoort,2018-01-01,,,,,,,,,Stadsdeel- en wijkgroen,10082,27,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Heiligenbergerweg,Randenbroek,5.40412728347079,15-18 m,Geen vrije uitgroei,52.1455676820629

Bomen_eikenprocessierups_2017.472643,Quercus robur,Weberstraat,Gemeente Amersfoort,2019-06-11,,2019-06-27,,Normaal (binnen 14 dagen),0 - 8 meter,,1,,Stadsdeel- en wijkgroen,10076,12,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Heiligenbergerweg,Randenbroek,5.40376509279915,15-18 m,Geen vrije uitgroei,52.1459065762052

Bomen_eikenprocessierups_2017.472644,Quercus robur,Zon en Schild,Gemeente Amersfoort,2019-07-02,,2019-07-18,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,,80570,,zomereik,2010*,Groep,11-20 cm,Ruw gras,Stichtse Rotonde,Bosgebied,5.35236722598697,0-6 m,Geen vrije uitgroei,52.1391128481359

Bomen_eikenprocessierups_2017.472645,Quercus robur,Zon en Schild,Gemeente Amersfoort,2019-07-02,,2019-07-18,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,,80572,,zomereik,1990*,Groep,21-30 cm,Ruw gras,Stichtse Rotonde,Bosgebied,5.35180981954916,6-9 m,Geen vrije uitgroei,52.1390311808991

Bomen_eikenprocessierups_2017.472646,Quercus robur,Vlasakkers,Gemeente Amersfoort,2019-07-02,,2019-07-18,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,,80574,,zomereik,1990*,Groep,21-30 cm,Ruw gras,Stichtse Rotonde,Bosgebied,5.35313894817059,6-9 m,Geen vrije uitgroei,52.1394083726347

Bomen_eikenprocessierups_2017.472647,Quercus robur,Weberstraat,Gemeente Amersfoort,2019-06-28,,2019-07-30,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Rijkswegen,10164,12,zomereik,1969,Bomenrij,31-50 cm,Ruw gras,Rijksweg A28,Randenbroek,5.4080327056604,12-15 m,Geen vrije uitgroei,52.1419907145108

Bomen_eikenprocessierups_2017.472648,Quercus robur,Weberstraat,Gemeente Amersfoort,2020-06-05,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,,Stadsdeel- en wijkgroen,10074,12,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Heiligenbergerweg,Randenbroek,5.40363219072007,15-18 m,Geen vrije uitgroei,52.1460306274352

Bomen_eikenprocessierups_2017.472649,Quercus robur,Ariaweg,Gemeente Amersfoort,2019-06-27,,2019-08-06,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,10285,9,zomereik,1988,Bomenrij,31-50 cm,Gazon,Hogeweg,Schuilenburg,5.40936196565756,12-15 m,Geen vrije uitgroei,52.1584331366901

Bomen_eikenprocessierups_2017.472650,Quercus robur,Weberstraat,Gemeente Amersfoort,2018-06-20,,2018-07-17,,Normaal (binnen 14 dagen),> 8 meter,,,,Stadsdeel- en wijkgroen,10077,12,zomereik,1931,Bomenrij,31-50 cm,Ruw gras,Heiligenbergerweg,Randenbroek,5.40382497090224,15-18 m,Geen vrije uitgroei,52.1458490453832

Bomen_eikenprocessierups_2017.472582,Quercus robur,Indische Buurt,Gemeente Amersfoort,2020-06-11,,2020-06-11,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,4895,9,zomereik,1990,Bomenrij,31-50 cm,Asfalt,Balistraat,De Berg Zuid,5.37361774890247,9-12 m,Geen vrije uitgroei,52.1339942527347

Bomen_eikenprocessierups_2017.472583,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2019-07-02,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,5251,18,zomereik,1960,Groep,31-50 cm,Gazon,Surinamelaan,De Berg Zuid,5.37191300570133,9-12 m,Geen vrije uitgroei,52.1389167268723

Bomen_eikenprocessierups_2017.472584,Quercus robur,Liendertsedreef,Gemeente Amersfoort,2019-06-19,,2019-07-23,,Normaal (binnen 14 dagen),0 - 8 meter,,1,,Buurt- en blokgroen,7095,6,zomereik,1991,Bomenrij,21-30 cm,Elementverharding,Sperwerhorst,Liendert,5.40328277062688,9-12 m,Geen vrije uitgroei,52.1703851454107

Bomen_eikenprocessierups_2017.472585,Quercus petraea,Regentesselaan,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,8216,6,wintereik,1999,Bomenrij,21-30 cm,Gazon,Anna Paulownalaan,De Berg Noord,5.36948440003007,9-12 m,Geen vrije uitgroei,52.1470808846945

Bomen_eikenprocessierups_2017.472586,Quercus petraea,Regentesselaan,Gemeente Amersfoort,2019-07-03,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,8217,6,wintereik,1999,Bomenrij,21-30 cm,Gazon,Anna Paulownalaan,De Berg Noord,5.36927206017075,9-12 m,Geen vrije uitgroei,52.1471446817267

Bomen_eikenprocessierups_2017.472587,Quercus petraea,Regentesselaan,Gemeente Amersfoort,2019-07-03,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,8218,6,wintereik,1999,Bomenrij,21-30 cm,Gazon,Anna Paulownalaan,De Berg Noord,5.36888319534335,9-12 m,Geen vrije uitgroei,52.1472153060777

Bomen_eikenprocessierups_2017.472588,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-13,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Buurt- en blokgroen,6337,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40428200866549,12-15 m,Geen vrije uitgroei,52.1615257071074

Bomen_eikenprocessierups_2017.472589,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-23,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6338,6,zomereik,1997,Bomenrij,21-30 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40423964556172,12-15 m,Geen vrije uitgroei,52.1616128819946

Bomen_eikenprocessierups_2017.472590,Quercus robur,Rustenburg Zuid,Gemeente Amersfoort,2020-06-25,,2020-07-17,,Normaal (binnen 14 dagen),> 8 meter,,2,2,Stadsdeel- en wijkgroen,7901,18,zomereik,1972,Groep,51-100 cm,Bosplantsoen,Weg van de Vrijheid,Rustenburg,5.41418306879026,15-18 m,Vrije uitgroei,52.1614152318755

Bomen_eikenprocessierups_2017.472591,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-23,,Normaal (binnen 14 dagen),0 - 8 meter,,1,2,Buurt- en blokgroen,6339,6,zomereik,1997,Bomenrij,21-30 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40420905369548,9-12 m,Geen vrije uitgroei,52.1617099823451

Bomen_eikenprocessierups_2017.472592,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-20,,2019-07-23,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Buurt- en blokgroen,6340,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40416599825231,12-15 m,Geen vrije uitgroei,52.1618031229758

Bomen_eikenprocessierups_2017.472593,Quercus robur,Thorbeckeplein,Gemeente Amersfoort,2019-07-03,,2019-07-26,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,5561,6,zomereik,1985,Bomenrij,21-30 cm,Gazon,Heinsiuslaan,De Berg Noord,5.37049541914431,9-12 m,Geen vrije uitgroei,52.1521503292921

Bomen_eikenprocessierups_2017.472594,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6317,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40515971902613,9-12 m,Geen vrije uitgroei,52.15935047285

Bomen_eikenprocessierups_2017.472595,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Buurt- en blokgroen,6318,6,zomereik,1997,Bomenrij,21-30 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.40513344848433,9-12 m,Geen vrije uitgroei,52.1594385579859

Bomen_eikenprocessierups_2017.472596,Quercus robur,Curaçaolaan,Gemeente Amersfoort,2020-06-15,,2020-06-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Buurt- en blokgroen,5235,12,zomereik,1950*,Groep,51-100 cm,Gazon,Curaçaolaan,De Berg Zuid,5.36981184408831,15-18 m,Geen vrije uitgroei,52.137734470474

Bomen_eikenprocessierups_2017.472597,Quercus robur,Columbusweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,1,0,,Buurt- en blokgroen,6319,6,zomereik,1997,Bomenrij,31-50 cm,Ruw gras,Ringweg-Kruiskamp,De Kruiskamp,5.405108637866,12-15 m,Geen vrije uitgroei,52.1595230477997

Bomen_eikenprocessierups_2017.472598,Quercus petraea,Regentesselaan,Gemeente Amersfoort,2019-07-03,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,8219,6,wintereik,1999,Bomenrij,21-30 cm,Gazon,Anna Paulownalaan,De Berg Noord,5.36870919906313,9-12 m,Geen vrije uitgroei,52.1472347259241

Bomen_eikenprocessierups_2017.472599,Quercus robur,Podium,Gemeente Amersfoort,2020-06-02,,2020-06-02,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,,68450,3,zomereik,2008,Groep,11-20 cm,Ruw gras,Verbindingsweg,Valleipoort,5.43834157515231,6-9 m,Vrije uitgroei,52.1887568719428

Bomen_eikenprocessierups_2017.472600,Quercus robur,Birkhoven/Bokkeduinen,Gemeente Amersfoort,2019-06-08,,2019-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Buurt- en blokgroen,8398,9,zomereik,1950,Solitair,31-50 cm,Elementverharding,Soesterweg,Bosgebied,5.34660868044832,9-12 m,Geen vrije uitgroei,52.1599010027757

Bomen_eikenprocessierups_2017.472601,Quercus robur,Birkhoven/Bokkeduinen,Gemeente Amersfoort,2019-06-08,,2019-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Buurt- en blokgroen,8399,15,zomereik,1930*,Bomenrij,51-100 cm,Ruw gras,Sportpark Bokkeduinen,Bosgebied,5.34706205547629,15-18 m,Geen vrije uitgroei,52.1603634926388

Bomen_eikenprocessierups_2017.472602,Quercus robur,Birkhoven/Bokkeduinen,Gemeente Amersfoort,2019-06-08,,2019-07-01,,Normaal (binnen 14 dagen),0 - 8 meter,,4,1,Buurt- en blokgroen,8401,24,zomereik,<1930,Bomenrij,> 100 cm,Elementverharding,Sportpark Bokkeduinen,Bosgebied,5.34733885594323,15-18 m,Geen vrije uitgroei,52.1603189855358

Bomen_eikenprocessierups_2017.472603,Quercus robur,Rustenburg Noord,Gemeente Amersfoort,2019-06-26,,2019-06-27,,Snel (0 - 2 dagen),> 8 meter,,7,,Buurt- en blokgroen,6849,12,zomereik,1979,Groep,31-50 cm,Gazon,Van Grootheestpad,Rustenburg,5.416254135889,15-18 m,Geen vrije uitgroei,52.1708106443153

Bomen_eikenprocessierups_2017.472604,Quercus robur,Rustenburg Noord,Gemeente Amersfoort,2019-06-26,,2019-06-27,,Snel (0 - 2 dagen),0 - 8 meter,,7,1,Buurt- en blokgroen,6850,15,zomereik,1979,Groep,51-100 cm,Gazon,Van Grootheestpad,Rustenburg,5.41657912512533,15-18 m,Geen vrije uitgroei,52.1708239436282

Bomen_eikenprocessierups_2017.472835,Quercus robur,Weberstraat,Gemeente Amersfoort,2020-06-05,,2020-06-22,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Rijkswegen,10159,15,zomereik,1969,Bomenrij,31-50 cm,Ruw gras,Rijksweg A28,Randenbroek,5.40825614138811,15-18 m,Geen vrije uitgroei,52.1418387799936

Bomen_eikenprocessierups_2017.472836,Quercus robur,Weberstraat,Gemeente Amersfoort,2020-06-05,,2020-07-20,,Normaal (binnen 14 dagen),> 8 meter,,1,1,Stadsdeel- en wijkgroen,10094,12,zomereik,1931,Bomenrij,51-100 cm,Ruw gras,Heiligenbergerweg,Randenbroek,5.40475531162182,15-18 m,Geen vrije uitgroei,52.1451092093833

Bomen_eikenprocessierups_2017.472837,Quercus robur,Winkelcentrum,Gemeente Amersfoort SRO,2019-06-20,,2019-06-20,,Snel (0 - 2 dagen),0 - 8 meter,,3,,,96059,,zomereik,2010*,Solitair,11-20 cm,Elementverharding,Lovink,Vathorst-Centrum,5.43233701300825,6-9 m,Geen vrije uitgroei,52.1939661760395

Bomen_eikenprocessierups_2017.472838,Quercus robur,Columbusweg,Gemeente Amersfoort,2019-06-21,,2019-07-30,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Buurt- en blokgroen,6527,12,zomereik,1980*,Bomenrij,31-50 cm,Heesters,Vasco da Gamastraat,De Kruiskamp,5.40399707292,12-15 m,Geen vrije uitgroei,52.1610439561077

Bomen_eikenprocessierups_2017.472839,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2019-06-11,,2019-07-15,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Stadsdeel- en wijkgroen,9944,6,zomereik,2004,Bomenrij,21-30 cm,Gazon,Ringweg-Randenbroek,Randenbroek,5.40108168671515,9-12 m,Geen vrije uitgroei,52.1478750078819

Bomen_eikenprocessierups_2017.472840,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2020-06-06,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Stadsdeel- en wijkgroen,9709,3,zomereik,2008,Bomenrij,21-30 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40671892956626,9-12 m,Geen vrije uitgroei,52.1557101377347

Bomen_eikenprocessierups_2017.472841,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Stadsdeel- en wijkgroen,9710,12,zomereik,1963,Bomenrij,31-50 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40678170873992,12-15 m,Geen vrije uitgroei,52.155580701964

Bomen_eikenprocessierups_2017.472842,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2019-06-28,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Stadsdeel- en wijkgroen,9711,18,zomereik,1963,Bomenrij,51-100 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40727228492874,15-18 m,Geen vrije uitgroei,52.1546485772109

Bomen_eikenprocessierups_2017.472843,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2019-06-28,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Stadsdeel- en wijkgroen,9712,18,zomereik,1963,Bomenrij,51-100 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40732922008879,15-18 m,Geen vrije uitgroei,52.1545281299715

Bomen_eikenprocessierups_2017.472844,Quercus robur,Liendertsedreef,Gemeente Amersfoort,2019-06-19,,2019-07-29,,Normaal (binnen 14 dagen),0 - 8 meter,,,6,Buurt- en blokgroen,8793,12,zomereik,1955,Groep,31-50 cm,Bosplantsoen,Parelhoenstraat,Liendert,5.3986604208806,15-18 m,Geen vrije uitgroei,52.1658738438245

Bomen_eikenprocessierups_2017.472845,Quercus robur,Liendertsedreef,Gemeente Amersfoort,2019-06-19,,2019-07-29,,Normaal (binnen 14 dagen),0 - 8 meter,,1,2,Buurt- en blokgroen,8794,12,zomereik,1931,Groep,51-100 cm,Bosplantsoen,Parelhoenstraat,Liendert,5.39854066279355,15-18 m,Geen vrije uitgroei,52.1659206592764

Bomen_eikenprocessierups_2017.472846,Quercus robur,Willem III,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Buurt- en blokgroen,9907,15,zomereik,1986,Solitair,31-50 cm,Ruw gras,Gerrit van Eykenerf,Randenbroek,5.4033578313666,15-18 m,Geen vrije uitgroei,52.1552037151897

Bomen_eikenprocessierups_2017.472847,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2019-06-28,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Stadsdeel- en wijkgroen,9725,15,zomereik,1963,Bomenrij,31-50 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40797424065565,12-15 m,Geen vrije uitgroei,52.152672020657

Bomen_eikenprocessierups_2017.472848,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2019-06-28,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Stadsdeel- en wijkgroen,9726,12,zomereik,1963,Bomenrij,31-50 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40796248392829,9-12 m,Geen vrije uitgroei,52.1525237223802

Bomen_eikenprocessierups_2017.472849,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Stadsdeel- en wijkgroen,9727,15,zomereik,1963,Bomenrij,31-50 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40795219174024,9-12 m,Geen vrije uitgroei,52.152382614181

Bomen_eikenprocessierups_2017.472850,Quercus robur,Podium,Gemeente Amersfoort,2020-06-02,,2020-06-02,,Normaal (binnen 14 dagen),0 - 8 meter,,1,,,68475,3,zomereik,2008,Bomenrij,11-20 cm,Ruw gras,Verbindingsweg,Valleipoort,5.43869241120451,6-9 m,Vrije uitgroei,52.1885030257307

Bomen_eikenprocessierups_2017.472851,Quercus robur,Weberstraat,Gemeente Amersfoort,2019-06-28,,2020-06-22,,Normaal (binnen 14 dagen),0 - 8 meter,,,4,Rijkswegen,10137,18,zomereik,1969,Solitair,51-100 cm,Ruw gras,Rijksweg A28,Randenbroek,5.4086100756324,15-18 m,Geen vrije uitgroei,52.1408650887012

Bomen_eikenprocessierups_2017.472852,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2018-01-01,,,,,,,,,Buurt- en blokgroen,9977,12,zomereik,1900,Bomenrij,51-100 cm,Gazon,Heiligenbergerweg,Randenbroek,5.40111899554551,15-18 m,Geen vrije uitgroei,52.1497025001508

Bomen_eikenprocessierups_2017.472853,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2018-06-20,,2018-07-17,,Normaal (binnen 14 dagen),> 8 meter,,1,,Buurt- en blokgroen,9978,12,zomereik,1900,Bomenrij,51-100 cm,Gazon,Heiligenbergerweg,Randenbroek,5.40099778307074,15-18 m,Geen vrije uitgroei,52.1498921585895

Bomen_eikenprocessierups_2017.472854,Quercus robur,Weberstraat,Gemeente Amersfoort,2020-06-05,,2020-06-08,,Normaal (binnen 14 dagen),0 - 8 meter,,0,,Stadsdeel- en wijkgroen,10056,6,zomereik,2004,Bomenrij,31-50 cm,Gazon,Ringweg-Randenbroek,Randenbroek,5.40121939694007,9-12 m,Geen vrije uitgroei,52.1477629029859

Bomen_eikenprocessierups_2017.472855,Quercus robur,Weberstraat,Gemeente Amersfoort,2019-06-11,,2019-07-15,,Normaal (binnen 14 dagen),0 - 8 meter,,1,1,Stadsdeel- en wijkgroen,10057,6,zomereik,2004,Bomenrij,31-50 cm,Gazon,Ringweg-Randenbroek,Randenbroek,5.40140582140504,12-15 m,Geen vrije uitgroei,52.1478676604289

Bomen_eikenprocessierups_2017.472856,Quercus robur,Ariaweg,Gemeente Amersfoort,2020-06-08,,2020-06-29,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Buurt- en blokgroen,10273,9,zomereik,1988,Bomenrij,21-30 cm,Ruw gras,Hogeweg,Schuilenburg,5.4076026347568,9-12 m,Geen vrije uitgroei,52.1581717742066

Bomen_eikenprocessierups_2017.472857,Quercus robur,Ariaweg,Gemeente Amersfoort,2019-06-27,,2019-08-06,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Buurt- en blokgroen,10300,9,zomereik,2014,Bomenrij,11-20 cm,Ruw gras,Hogeweg,Schuilenburg,5.41141213846448,6-9 m,Geen vrije uitgroei,52.1588174321777

Bomen_eikenprocessierups_2017.472858,Quercus robur,Weberstraat,Gemeente Amersfoort,2018-01-01,,1900-01-01,,,,,,,Rijkswegen,10142,9,zomereik,1960,Bomenrij,31-50 cm,Ruw gras,Rijksweg A28,Randenbroek,5.409095381989,15-18 m,Geen vrije uitgroei,52.1403178769076

Bomen_eikenprocessierups_2017.472859,Quercus robur,Weberstraat,Gemeente Amersfoort,2019-06-28,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Rijkswegen,10143,15,zomereik,1969,Groep,31-50 cm,Ruw gras,Rijksweg A28,Randenbroek,5.40920939891135,18-24 m,Geen vrije uitgroei,52.1404778411479

Bomen_eikenprocessierups_2017.472860,Quercus robur,Ariaweg,Gemeente Amersfoort,2020-06-08,,2020-06-29,,Normaal (binnen 14 dagen),0 - 8 meter,,3,,Buurt- en blokgroen,10274,9,zomereik,1988,Bomenrij,31-50 cm,Ruw gras,Hogeweg,Schuilenburg,5.40774147355511,9-12 m,Geen vrije uitgroei,52.1581951192175

Bomen_eikenprocessierups_2017.472861,Quercus robur,Ariaweg,Gemeente Amersfoort,2019-06-27,,2019-08-07,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Buurt- en blokgroen,10275,9,zomereik,1988,Bomenrij,31-50 cm,Ruw gras,Hogeweg,Schuilenburg,5.40788177419799,9-12 m,Geen vrije uitgroei,52.1582193625586

Bomen_eikenprocessierups_2017.472862,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2019-06-13,,2019-07-17,,Normaal (binnen 14 dagen),> 8 meter,,1,,Buurt- en blokgroen,9961,12,zomereik,1900,Bomenrij,51-100 cm,Gazon,Heiligenbergerweg,Randenbroek,5.40138827561083,>24 m,Geen vrije uitgroei,52.1490913755366

Bomen_eikenprocessierups_2017.472863,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2018-06-20,,2018-07-17,,Normaal (binnen 14 dagen),> 8 meter,,,1,Buurt- en blokgroen,9962,12,zomereik,1900,Bomenrij,51-100 cm,Gazon,Heiligenbergerweg,Randenbroek,5.40142853528775,>24 m,Geen vrije uitgroei,52.1490267777899

Bomen_eikenprocessierups_2017.472864,Quercus robur,Weberstraat,Gemeente Amersfoort,2019-06-28,,,,,,,,,Rijkswegen,10144,18,zomereik,1969,Groep,51-100 cm,Bosplantsoen,Rijksweg A28,Randenbroek,5.40928831058371,18-24 m,Geen vrije uitgroei,52.1405398410963

Bomen_eikenprocessierups_2017.472865,Quercus robur,Weberstraat,Gemeente Amersfoort,2020-06-05,,2020-06-17,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Rijkswegen,10145,18,zomereik,1969,Groep,51-100 cm,Ruw gras,Rijksweg A28,Randenbroek,5.40927372587963,18-24 m,Geen vrije uitgroei,52.1405874797548

Bomen_eikenprocessierups_2017.472866,Quercus robur,Weberstraat,Gemeente Amersfoort,2020-06-05,,2020-06-17,,Normaal (binnen 14 dagen),0 - 8 meter,,,,Rijkswegen,10146,18,zomereik,1969,Groep,31-50 cm,Ruw gras,Rijksweg A28,Randenbroek,5.4093512105909,18-24 m,Geen vrije uitgroei,52.1407186892364

Bomen_eikenprocessierups_2017.472867,Quercus robur,Rustenburg Noord,Gemeente Amersfoort,2019-06-24,,2020-07-23,,,,,,1,Stadsdeel- en wijkgroen,15518,12,zomereik,1980,Groep,31-50 cm,Bosplantsoen,Liendertseweg,Rustenburg,5.40946888951175,12-15 m,Geen vrije uitgroei,52.1699865411725

Bomen_eikenprocessierups_2017.472868,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2019-06-13,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Buurt- en blokgroen,9777,15,zomereik,<1930,Bomenrij,51-100 cm,Elementverharding,Heiligenbergerweg,Randenbroek,5.39973735977489,18-24 m,Geen vrije uitgroei,52.1516988621308

Bomen_eikenprocessierups_2017.472869,Quercus robur,Liendertsedreef,Gemeente Amersfoort,2019-06-19,,2019-07-23,,Normaal (binnen 14 dagen),0 - 8 meter,,6,,Buurt- en blokgroen,7013,15,zomereik,1987,Groep,51-100 cm,Gazon,Patrijzenhof,Liendert,5.4006104701356,15-18 m,Geen vrije uitgroei,52.1696161077201

Bomen_eikenprocessierups_2017.472870,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2019-06-28,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,1,Stadsdeel- en wijkgroen,9584,15,zomereik,1963,Bomenrij,31-50 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40676878557105,15-18 m,Geen vrije uitgroei,52.1561145846821

Bomen_eikenprocessierups_2017.472871,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2019-06-28,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Stadsdeel- en wijkgroen,9937,9,zomereik,1990,Bomenrij,21-30 cm,Gazon,Ringweg-Randenbroek,Randenbroek,5.40539996127033,9-12 m,Geen vrije uitgroei,52.1497540644864

Bomen_eikenprocessierups_2017.472872,Quercus robur,Bachweg Zuid,Gemeente Amersfoort,2019-06-28,,2019-07-17,,Normaal (binnen 14 dagen),0 - 8 meter,,2,,Stadsdeel- en wijkgroen,9938,9,zomereik,1990,Bomenrij,21-30 cm,Gazon,Ringweg-Randenbroek,Randenbroek,5.40524360111854,9-12 m,Geen vrije uitgroei,52.1496902737441

Bomen_eikenprocessierups_2017.472873,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2018-01-01,,2019-07-16,,,,,,2,Stadsdeel- en wijkgroen,9713,15,zomereik,1963,Bomenrij,31-50 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40746061337956,15-18 m,Geen vrije uitgroei,52.154262965235

Bomen_eikenprocessierups_2017.472874,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2019-06-28,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,3,Stadsdeel- en wijkgroen,9714,18,zomereik,1963,Bomenrij,51-100 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40753069215803,15-18 m,Geen vrije uitgroei,52.1541281350193

Bomen_eikenprocessierups_2017.472875,Quercus robur,Randenbroekerweg,Gemeente Amersfoort,2019-06-28,,2019-07-16,,Normaal (binnen 14 dagen),0 - 8 meter,,,2,Stadsdeel- en wijkgroen,9715,12,zomereik,1963,Bomenrij,31-50 cm,Ruw gras,Ringweg-Randenbroek,Randenbroek,5.40760223327327,9-12 m,Geen vrije uitgroei,52.1539968997403

