FID,omschr,type_conv,doseerinst,hectobord,toeritnr,toeritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
convergenties_kenmerk.402,Halfklaverblad-aansluiting,I,N,35.7d,17,'BELFELD'VBW. d,R,35.48600006,073,KPK0001144044,I,,POINT (206851.12530000135 369520.1392999999)
convergenties_kenmerk.403,,I,N,101.3#,,'KP.TIGLIA'KOBLENZ (RW74 R.RIJB.),R,39.70399857,073,KPK0001144049,I,,POINT (208713.2606999986 373255.52870000154)
convergenties_kenmerk.404,Klaverbladknooppunt,C,N,114.9s,,'KP.DEIL'UTRECHT VBW. s(RW15),R,89.59100342,002,KPK0001126186,I,,POINT (143677.19399999827 430630.13699999824)
convergenties_kenmerk.405,Klaverbladknooppunt,I,N,90.3f,,'KP.DEIL'NIJMEGEN VBW. f,R,91.51200104,002,KPK0001126190,I,,POINT (144705.41299999878 429946.88800000027)
convergenties_kenmerk.406,Pseudo T-knooppunt,I,N,135.5t,,'KP.EMPEL'AMSTERDAM VBW. t (RW59),R,111.77899933,002,KPK0001126196,I,,POINT (150488.86419999972 415236.8702000007)
convergenties_kenmerk.407,Halfklaverblad-aansluiting,I,N,30.2b,6,HOOGMADE VBW. b,R,30.40600014,004,KPK0001127600,I,,POINT (97245.10509999841 463377.5507000014)
convergenties_kenmerk.408,Halfklaverblad-aansluiting,C,N,45.8b,2,'ALMERE-POORT'VBW. b,R,45.95500183,006,KPK0001129035,I,,POINT (139320.89330000058 482947.7346000001)
convergenties_kenmerk.409,Halfklaverblad-aansluiting,C,N,45.8d,2,'ALMERE-POORT'VBW. d,R,45.55199814,006,KPK0001129057,I,,POINT (138972.0084999986 482743.625500001)
convergenties_kenmerk.410,Pseudo T-knooppunt,C,N,47.4f,,'KP.GOOIMEER'ALMERE-POORT VBW. f,R,47.18799973,006,KPK0001129068,I,,POINT (140287.9792000018 483708.70109999925)
convergenties_kenmerk.411,Halfklaverblad-aansluiting,I,N,48.8d,3,'ALMERE-STEDENWIJK'VBW. d,R,48.64699936,006,KPK0001129073,I,,POINT (141554.88479999825 484477.16849999875)
convergenties_kenmerk.412,Halfklaverblad-aansluiting,I,N,56.2d,6,'ALMERE-BUITEN'VBW. d,R,56.04299927,006,KPK0001129083,I,,POINT (148050.61019999906 486937.34629999846)
convergenties_kenmerk.413,T-aansluiting Haarlemmermeer,C,N,60.8d,8,'ALMERE-OOSTVAARDERS'VBW. d,R,60.63199997,006,KPK0001129095,I,,POINT (151561.13960000128 489820.8707999997)
convergenties_kenmerk.414,Pseudo T-knooppunt,C,N,0.0#,,'KP.DE HOGT'EINDHOVEN (RW67),R,165.52400208,002,KPK0001125049,I,,POINT (158562.54520000145 379524.2199999988)
convergenties_kenmerk.415,Pseudo Overig volledig knooppunt,C,N,0.0#,,'KP.LEENDERHEIDE'ANTWERPEN (RW67),R,169.26800537,002,KPK0001125072,I,,POINT (162293.2991000004 379555.28119999915)
convergenties_kenmerk.416,T-knooppunt,C,N,139.9#,,'KP.HINTHAM'EINDHOVEN (RW59),R,115.79000092,002,KPK0001126280,I,,POINT (152491.76099999994 411952.6039999984)
convergenties_kenmerk.417,Halfklaverblad-aansluiting,I,N,116.9b,21,'VEGHEL'VBW. b,R,117.08000183,002,KPK0001126290,I,,POINT (152265.2511 410678.9561999999)
convergenties_kenmerk.418,Pseudo T-knooppunt,I,N,93.1q,,'KP.EKKERSWIJER'WAALRE VBW. q (RW50),R,155.23899841,002,KPK0001126309,I,,POINT (156906.39809999987 388435.3735000007)
convergenties_kenmerk.419,Pseudo Overig volledig knooppunt,C,N,45.5m,,'KP.PR.CLAUSPLEIN'RING-NOORD RANG.BAAN m,R,45.7480011,004,KPK0001127771,I,,POINT (85806.89550000057 453393.38329999894)
convergenties_kenmerk.420,,I,N,93.4m,,BS.PPL.'DE PAAL',R,93.59600067,001,KPK0001123407,I,,POINT (203863.2974999994 469497.8167000003)
convergenties_kenmerk.421,,I,N,92.8n,,BS.PPL.'VUNDELAAR',R,92.63300323,001,KPK0001123409,I,,POINT (202995.81329999864 469081.1171000004)
convergenties_kenmerk.422,Haarlemmermeer-aansluiting,I,N,176.3d,34,'VALKENSWAARD'VBW. d,R,176.07800293,002,KPK0001125149,I,,POINT (165586.04520000145 373866.89400000125)
convergenties_kenmerk.423,,I,N,180.9n,,BS.PPL.'GROOTE BLEEK',R,180.77000427,002,KPK0001125180,I,,POINT (169059.97960000113 370879.0375000015)
convergenties_kenmerk.424,Haarlemmermeer-aansluiting,I,N,182.6d,36,'MAARHEEZE'VBW. d,R,182.49699402,002,KPK0001125182,I,,POINT (170099.94000000134 369490.98330000043)
convergenties_kenmerk.425,Haarlemmermeer-aansluiting,I,N,183.0b,36,'MAARHEEZE'VBW. b,R,183.08599854,002,KPK0001125183,I,,POINT (170425.36850000173 368997.0447999984)
convergenties_kenmerk.426,Haarlemmermeer-aansluiting,I,N,184.9d,37,'BUDEL'VBW. d,R,184.83200073,002,KPK0001125186,I,,POINT (171618.52859999985 367755.4783000015)
convergenties_kenmerk.427,Haarlemmermeer-aansluiting,I,N,185.5b,37,'BUDEL'VBW. b,R,185.61099243,002,KPK0001125188,I,,POINT (172228.91279999912 367267.09589999914)
convergenties_kenmerk.428,Haarlemmermeer-aansluiting,I,N,188.9b,38,'WEERT-NOORD'VBW. b,R,189.05799866,002,KPK0001125195,I,,POINT (174832.74659999833 365257.9789999984)
convergenties_kenmerk.429,Haarlemmermeer-aansluiting,I,N,206.1b,40,'KELPEN-OLER'VBW. b,R,206.2460022,002,KPK0001125205,I,,POINT (183600.04659999907 360480.5058000013)
convergenties_kenmerk.430,Halfklaverblad-aansluiting,I,N,161.5b,30a,'MEERHOVEN-ZUID'VBW. b,R,161.58099365,002,KPK0001126356,I,,POINT (157666.9384999983 383100.1719000004)
convergenties_kenmerk.431,Haarlemmermeer-aansluiting,I,N,162.6b,31,'VELDHOVEN'VBW. b,R,162.75999451,002,KPK0001126364,I,,POINT (157791.83190000057 381927.57730000094)
convergenties_kenmerk.432,Haarlemmermeer-aansluiting,C,N,164.0b,32,'VELDHOVEN-ZUID'VBW. b,R,164.11500549,002,KPK0001126367,I,,POINT (157900.29250000045 380571.2199999988)
convergenties_kenmerk.433,Pseudo T-knooppunt,I,N,19.0p,,'KP.DE HOGT'EINDHOVEN-CENTRUM VBW. p (RW67),R,165.625,002,KPK0001126385,I,,POINT (158657.1411000006 379514.4695999995)
convergenties_kenmerk.434,Haarlemmermeer-aansluiting,I,N,168.6b,33,'WAALRE'VBW. b,R,168.75999451,002,KPK0001126387,I,,POINT (161785.43930000067 379527.3295999989)
convergenties_kenmerk.435,Pseudo Halfklaverblad-aansluiting,C,N,158.3d,29,'EINDHOVEN AIRPORT'VBW. d,R,158.11300659,002,KPK0001126411,I,,POINT (156405.7232999988 385991.2060999982)
convergenties_kenmerk.436,Haarlemmermeer-aansluiting,I,N,162.1d,31,'VELDHOVEN'VBW. d,R,161.96200562,002,KPK0001126444,I,,POINT (157773.12810000032 382719.938099999)
convergenties_kenmerk.437,Halfklaverblad-aansluiting,I,N,54.1b,12,'DEN HAAG-ZUID'VBW. b,R,54.37099838,004,KPK0001127887,I,,POINT (81163.34569999948 446501.34369999915)
convergenties_kenmerk.438,Halfklaverblad-aansluiting,I,N,157.9b,30,'HENGELO'VBW. b,R,158.03199768,001,KPK0001123579,I,,POINT (249444.18290000036 478595.6105000004)
convergenties_kenmerk.439,Halfklaverblad-aansluiting,I,N,162.9b,31,'HENGELO-NOORD'VBW. b,R,163.01499939,001,KPK0001123587,I,,POINT (254096.06969999894 477569.6728999987)
convergenties_kenmerk.440,Halfklaverblad-aansluiting,I,N,163.0d,31,'HENGELO-NOORD'VBW. d,R,162.72599792,001,KPK0001123588,I,,POINT (253811.5802000016 477516.78069999814)
convergenties_kenmerk.441,T-aansluiting halfklaverblad,I,N,166.7d,32,'OLDENZAAL'VBW. d,R,166.53100586,001,KPK0001123593,I,,POINT (256973.38960000128 479516.1831)
convergenties_kenmerk.442,Pseudo Haarlemmermeer-aansluiting,I,N,218.4d,43,'MAASBRACHT'VBW. d,R,218.24299622,002,KPK0001125235,I,,POINT (190731.31269999966 351328.76209999993)
convergenties_kenmerk.443,Haarlemmermeer-aansluiting,I,N,163.6d,32,'VELDHOVEN-ZUID'VBW. d,R,163.51600647,002,KPK0001126454,I,,POINT (157929.9567000009 381177.1944000013)
convergenties_kenmerk.444,Pseudo T-knooppunt,C,N,24.0p,,'KP.DE HOGT'VELDHOVEN VBW. p (RW67),R,164.70599365,002,KPK0001126462,I,,POINT (158053.0978000015 379996.370099999)
convergenties_kenmerk.445,Halfklaverblad-aansluiting,C,N,166.3d,32a,'HIGH TECH CAMPUS'VBW. d,R,166.19799805,002,KPK0001126478,I,,POINT (159225.9662999995 379616.6070000008)
convergenties_kenmerk.446,Pseudo T-knooppunt,C,N,0.0#,,'KP.DE HOGT'ANTWERPEN VBW. p,R,164.92799377,002,KPK0001126501,I,,POINT (158011.83570000157 379757.02219999954)
convergenties_kenmerk.447,Niet indeelbaar,C,N,0.0#,,'HEEZE',R,176.54499817,002,KPK0001126518,I,,POINT (165835.66000000015 373466.94200000167)
convergenties_kenmerk.448,Halfklaverblad-aansluiting,I,N,55.4b,13,'DEN HOORN'VBW. b,R,55.57699966,004,KPK0001127922,I,,POINT (81738.40159999952 445450.006000001)
convergenties_kenmerk.449,Halfklaverblad-aansluiting,I,N,56.8d,14,'DELFT'VBW. d,R,56.76900101,004,KPK0001127923,I,,POINT (82332.65269999951 444412.11620000005)
convergenties_kenmerk.450,T-aansluiting halfklaverblad,I,N,166.8b,32,'OLDENZAAL'VBW. b,R,166.92199707,001,KPK0001123597,I,,POINT (257376.20580000058 479573.7474000007)
convergenties_kenmerk.451,T-aansluiting halfklaverblad,I,N,175.7d,34,'DE LUTTE'VBW. d,R,175.58599854,001,KPK0001123601,I,,POINT (265193.6915999986 481303.07009999827)
convergenties_kenmerk.452,Pseudo Klaverbladknooppunt,I,N,15.9r,,'KP.AMSTEL'AMSTERDAM-RIVIERENBUURTVBW. r,R,30.77400017,002,KPK0001123608,I,,POINT (122669.51669999957 482714.5003999993)
convergenties_kenmerk.453,Halfklaverblad-aansluiting,I,N,33.3d,1,'OUDERKERK A/D AMSTEL'VBW. d,R,33.0719986,002,KPK0001123636,I,,POINT (123389.74740000069 480589.74130000174)
convergenties_kenmerk.454,Halfklaverblad-aansluiting,I,N,33.5b,1,'OUDERKERK A/D AMSTEL'VBW. b,R,33.62099838,002,KPK0001123654,I,,POINT (123666.21939999983 480117.688099999)
convergenties_kenmerk.455,Pseudo T-knooppunt,C,N,34.5n,,'KP.HOLENDRECHT'AMERSFOORT RANG.BAAN n,R,34.20399857,002,KPK0001123655,I,,POINT (123993.46319999918 479638.4626000002)
convergenties_kenmerk.456,Haarlemmermeer-aansluiting,I,N,219.7d,44,'ST.JOOST'VBW. d,R,219.48500061,002,KPK0001125257,I,,POINT (190711.97819999978 350087.9846000001)
convergenties_kenmerk.457,Haarlemmermeer-aansluiting,I,N,220.3b,44,'ST.JOOST'VBW. b,R,220.38499451,002,KPK0001125260,I,,POINT (190531.9937000014 349211.8429999985)
convergenties_kenmerk.458,Niet indeelbaar,I,N,4.9#,,'KP.HET VONDEREN'RW. 73,R,222.15400696,002,KPK0001125291,I,,POINT (189335.622299999 347951.3493000008)
convergenties_kenmerk.459,Haarlemmermeer-aansluiting,I,N,0.0#,,PPL. BS 'BOSSERHOF',R,222.6519928,002,KPK0001125292,I,,POINT (188973.7190000005 347638.3770000003)
convergenties_kenmerk.460,Haarlemmermeer-aansluiting,I,N,224.7b,45,'ECHT'VBW. b,R,224.83000183,002,KPK0001125328,I,,POINT (187383.32470000163 346126.45160000026)
convergenties_kenmerk.461,Overig volledig knooppunt,I,N,257.4a,54,'MAASTRICHT-CENTRUM ZUID'VBW. a,R,257.16900635,002,KPK0001126575,A,,POINT (178345.46920000017 316868.97199999914)
convergenties_kenmerk.462,Niet indeelbaar,I,N,0.0#,,'RING ROTTERDAM OOST'VBW. q,R,72.25800323,004,KPK0001128060,I,,POINT (85070.5775000006 435784.13390000165)
convergenties_kenmerk.463,Niet indeelbaar,I,N,0.0#,,'RING ROTTERDAM OOST'VBW. p,R,74.13500214,004,KPK0001128110,I,,POINT (85541.33570000157 434052.6506000012)
convergenties_kenmerk.464,Pseudo T-knooppunt,C,N,36.5m,,'KP.HOLENDRECHT'ALMERE RANG.BAAN m,R,36.68500137,002,KPK0001123701,I,,POINT (125142.39350000024 477438.436999999)
convergenties_kenmerk.465,T-aansluiting Haarlemmermeer,I,N,39.1b,3,'ABCOUDE'VBW. b,R,39.375,002,KPK0001123747,I,,POINT (126104.14070000127 474940.6261)
convergenties_kenmerk.466,Halfklaverblad-aansluiting,I,N,43.5b,4,'VINKEVEEN'VBW. b,R,43.85200119,002,KPK0001123748,I,,POINT (127520.02899999917 470710.5639999993)
convergenties_kenmerk.467,,I,N,48.2n,,BS.PPL.'RUWIEL',R,47.93000031,002,KPK0001123750,I,,POINT (127617.59600000083 466650.35599999875)
convergenties_kenmerk.468,Halfklaverblad-aansluiting,I,N,228.5d,46,'ROOSTEREN'VBW. d,R,228.32400513,002,KPK0001125367,I,,POINT (185739.16450000182 343099.8607000001)
convergenties_kenmerk.469,Halfklaverblad-aansluiting,I,N,229.3b,46,'ROOSTEREN'VBW. b,R,229.40400696,002,KPK0001125374,I,,POINT (185610.01480000094 342031.0824000016)
convergenties_kenmerk.470,,I,N,230.6m,,BS.PPL.'HET ANKER',R,230.74499512,002,KPK0001125397,I,,POINT (185809.6860000007 340704.40139999986)
convergenties_kenmerk.471,Pseudo Halfklaverblad-aansluiting,I,N,0.0#,,'DORDRECHT'VBW. c (RW16),R,9.59200001,003,KPK0001126606,I,,POINT (104210.5100999996 420680.86300000176)
convergenties_kenmerk.472,Niet indeelbaar,C,N,0.0#,,'SLOTERVAART',R,2.15199995,004,KPK0001126617,I,,POINT (116003.11910000071 483469.2421000004)
convergenties_kenmerk.473,Niet indeelbaar,C,N,0.0#,,'SLOTEN',R,2.30200005,004,KPK0001126619,I,,POINT (115793.51520000026 483548.2740000002)
convergenties_kenmerk.474,Niet indeelbaar,I,N,74.3m,,'BENELUXTUNNEL'RANGEERBAAN VBW. m,R,74.57299805,004,KPK0001128164,I,,POINT (85636.82019999996 433616.1374000013)
convergenties_kenmerk.475,Halfklaverblad-aansluiting,I,N,93.2b,22,'NUMANSDORP'VBW. b,R,93.32900238,004,KPK0001128189,I,,POINT (87766.49940000102 417933.17440000176)
convergenties_kenmerk.476,Niet indeelbaar,I,N,0.0#,,'BUSBAAN',R,94.93000031,004,KPK0001128190,I,,POINT (87507.6895999983 416349.62519999966)
convergenties_kenmerk.477,Halfklaverblad-aansluiting,I,N,93.0d,22,'NUMANSDORP'VBW. d,R,92.88700104,004,KPK0001128192,I,,POINT (87880.02820000052 418361.9145000018)
convergenties_kenmerk.478,,I,N,0.0#,,'BUSHALTE',R,94.56500244,004,KPK0001128193,I,,POINT (87564.70839999989 416714.47019999847)
convergenties_kenmerk.479,Pseudo T-knooppunt,I,N,50.9#,,'KP.HELLEGATSPLEIN'MIDDELHARNIS (RW59),R,99.47699738,004,KPK0001128203,I,,POINT (86786.7928000018 412121.185800001)
convergenties_kenmerk.480,Halfklaverblad-aansluiting,I,N,49.4b,5,'BREUKELEN'VBW. b,R,49.72700119,002,KPK0001123843,I,,POINT (127606.27930000052 464851.5249999985)
convergenties_kenmerk.481,Halfklaverblad-aansluiting,I,N,49.3d,5,'BREUKELEN'VBW. d,R,49.09799957,002,KPK0001123844,I,,POINT (127628.74159999937 465480.9470000006)
convergenties_kenmerk.482,,I,N,53.0m,,BS.PPL.'HAARRIJN',R,53.34799957,002,KPK0001123871,I,,POINT (128796.35410000011 461450.25499999896)
convergenties_kenmerk.483,Pseudo Overig volledig knooppunt,C,N,55.4n,,'KP.OUDENRIJN'MAARSSEN RANG.BAAN n,R,55.05599976,002,KPK0001123872,I,,POINT (129616.09019999951 459986.5075000003)
convergenties_kenmerk.484,Haarlemmermeer-aansluiting,I,N,238.5d,48,'URMOND'VBW. d,R,238.3809967,002,KPK0001125485,I,,POINT (183021.71599999815 333846.1143000014)
convergenties_kenmerk.485,Haarlemmermeer-aansluiting,C,N,239.1b,48,'URMOND'VBW. b,R,239.27999878,002,KPK0001125497,I,,POINT (182769.65089999884 332983.4990000017)
convergenties_kenmerk.486,Niet indeelbaar,I,N,0.0#,,CALAMITEITENSTROOK,R,7.88399982,004,KPK0001126692,I,,POINT (111452.9087000005 480486.68510000035)
convergenties_kenmerk.487,Pseudo Halfklaverblad-aansluiting,I,N,11.3b,3,'HOOFDDORP'VBW. b,R,11.4289999,004,KPK0001126725,I,,POINT (109511.09829999879 477590.8643999994)
convergenties_kenmerk.488,Pseudo Halfklaverblad-aansluiting,I,N,11.8e,3,'HOOFDDORP'VBW. e,R,12.0880003,004,KPK0001126726,I,,POINT (109071.51979999989 477099.7547999993)
convergenties_kenmerk.489,Halfklaverblad-aansluiting,I,N,215.0d,24,'DINTELOORD'VBW. d,R,214.727005,004,KPK0001128302,I,,POINT (85573.60709999874 404875.7124999985)
convergenties_kenmerk.490,Halfklaverblad-aansluiting,I,N,223.7d,25,'STEENBERGEN'VBW. d,R,223.51400757,004,KPK0001128308,I,,POINT (79251.4899000004 400642.14279999956)
convergenties_kenmerk.491,Halfklaverblad-aansluiting,I,N,229.2d,26,'THOLEN'VBW. d,R,228.93400574,004,KPK0001128310,I,,POINT (79176.0689000003 395612.9008000009)
convergenties_kenmerk.492,Halfklaverblad-aansluiting,I,N,229.3b,26,'THOLEN'VBW. b,R,229.63999939,004,KPK0001128312,I,,POINT (79256.77400000021 394905.7300999984)
convergenties_kenmerk.493,Halfklaverblad-aansluiting,I,N,236.5d,29,'BERGEN OP ZOOM-ZUID'VBW. d,R,236.43200684,004,KPK0001128326,I,,POINT (80606.26359999925 388553.9408)
convergenties_kenmerk.494,Halfklaverblad-aansluiting,I,N,241.1d,30,'HOOGERHEIDE'VBW. d,R,241.01199341,004,KPK0001128330,I,,POINT (80221.68180000037 384145.9290000014)
convergenties_kenmerk.495,Halfklaverblad-aansluiting,I,N,241.4b,30,'HOOGERHEIDE'VBW. b,R,241.6000061,004,KPK0001128332,I,,POINT (79716.10280000046 383817.82550000027)
convergenties_kenmerk.496,Haarlemmermeer-aansluiting,I,N,243.3b,49,'ELSLOO'VBW. b,R,243.38000488,002,KPK0001125570,I,,POINT (183193.57759999856 328961.0384999998)
convergenties_kenmerk.497,Halfklaverblad-aansluiting,I,N,245.9d,50,'ULESTRATEN'VBW. d,R,245.76300049,002,KPK0001125589,I,,POINT (182518.46460000053 326737.1037000008)
convergenties_kenmerk.498,Halfklaverblad-aansluiting,I,N,246.5b,50,'ULESTRATEN'VBW. b,R,246.69500732,002,KPK0001125592,I,,POINT (182141.92990000173 325887.3071000017)
convergenties_kenmerk.499,Pseudo Haarlemmermeer-aansluiting,I,N,247.8b,50a,'LIJNDIENSTEN BUS'VBW. b,R,247.84700012,002,KPK0001125593,I,,POINT (181566.1897 324899.5636)
convergenties_kenmerk.500,,I,N,0.0#,,PPL.'KRUISBERG',R,249.8999939,002,KPK0001125597,I,,POINT (180634.60399999842 323080.2503999993)
convergenties_kenmerk.501,Pseudo Haarlemmermeer-aansluiting,I,N,250.8d,51,'MEERSSEN'VBW. d,R,250.66000366,002,KPK0001125598,I,,POINT (180151.42749999836 322508.11939999834)
convergenties_kenmerk.502,Pseudo Haarlemmermeer-aansluiting,I,N,253.1d,52,'MAASTRICHT-NOORD'VBW. d,R,252.88800049,002,KPK0001125616,I,,POINT (179281.92330000177 320478.3121000007)
convergenties_kenmerk.503,Pseudo T-knooppunt,I,N,0.2#,,'RW079 L.RIJB',R,253.75100708,002,KPK0001125630,I,,POINT (178820.1801000014 319781.51900000125)
convergenties_kenmerk.504,Pseudo Haarlemmermeer-aansluiting,I,N,254.3#,,'N2 MAASTRICHT-CENTRUM',R,254.03700256,002,KPK0001125631,I,,POINT (178612.43189999834 319582.90890000015)
convergenties_kenmerk.505,Pseudo Halfklaverblad-aansluiting,C,N,11.5f,3,'HOOFDDORP'VBW. f,R,11.24100018,004,KPK0001126758,I,,POINT (109692.30519999936 477680.4096000008)
convergenties_kenmerk.506,Pseudo Halfklaverblad-aansluiting,I,N,11.8d,3,'HOOFDDORP'VBW. d,R,11.73200035,004,KPK0001126759,I,,POINT (109367.51740000024 477313.94110000134)
convergenties_kenmerk.507,Halfklaverblad-aansluiting,I,N,12.9d,3a,'HOOFDDORP-ZUID'VBW. d,R,12.68999958,004,KPK0001126760,I,,POINT (108726.0747999996 476598.21079999954)
convergenties_kenmerk.508,Pseudo T-knooppunt,I,N,10.7q,,'KP.DE HOEK'ZAANSTAD VBW. q,R,10.56999969,004,KPK0001126776,I,,POINT (110139.94040000066 478158.16849999875)
convergenties_kenmerk.509,T-aansluiting halfklaverblad,I,N,33.5d,6a,'ZOETERWOUDE-RIJNDIJK'VBW. d,R,33.33399963,004,KPK0001126794,I,,POINT (94918.80160000175 461674.65740000084)
convergenties_kenmerk.510,Halfklaverblad-aansluiting,I,N,43.9d,8,'LEIDSCHENDAM'VBW. d,R,43.77000046,004,KPK0001126844,I,,POINT (87369.6165000014 454571.37000000104)
convergenties_kenmerk.511,Pseudo Overig volledig knooppunt,C,N,57.3u,,'KP.OUDENRIJN'RING UTRECHT VBW. u(RW12),R,63.02500153,002,KPK0001124037,I,,POINT (133439.59050000086 453811.64559999853)
convergenties_kenmerk.512,,I,N,0.0#,,BS.PPL.'JUTPHAAS',R,69.1740036,002,KPK0001124122,I,,POINT (133038.86850000173 447759.3445000015)
convergenties_kenmerk.513,Halfklaverblad-aansluiting,I,N,70.8d,10,'NIEUWEGEIN-ZUID'VBW. d,R,70.69000244,002,KPK0001124133,I,,POINT (133528.26949999854 446341.24230000004)
convergenties_kenmerk.514,Pseudo Haarlemmermeer-aansluiting,I,N,257.5#,,'N2 MAASTRICHT-CENTRUM',R,257.69299316,002,KPK0001125726,I,,POINT (178320.26960000023 316340.8060000017)
convergenties_kenmerk.515,Haarlemmermeer-aansluiting,I,N,258.1d,55,'MAASTRICHT-ZUID'VBW. d,R,258.00100708,002,KPK0001125727,I,,POINT (178343.48090000078 316032.3946999982)
convergenties_kenmerk.516,Haarlemmermeer-aansluiting,I,N,264.9d,56,'GRONSVELD'VBW. d,R,264.76998901,002,KPK0001125759,I,,POINT (178506.0789999999 314254.0709999986)
convergenties_kenmerk.517,Haarlemmermeer-aansluiting,I,N,265.3b,56,'GRONSVELD'VBW. b,R,265.48001099,002,KPK0001125767,I,,POINT (178661.66310000047 313560.12970000133)
convergenties_kenmerk.518,Pseudo Overig volledig knooppunt,C,N,7.0t,,'KP.PR.CLAUSPLEIN'AMSTERDAM VBW. t,R,45.0719986,004,KPK0001126851,I,,POINT (86281.33439999819 453858.48420000076)
convergenties_kenmerk.519,Pseudo Overig volledig knooppunt,C,N,46.1f,,'KP.PR.CLAUSPLEIN'UTRECHT VBW. f,R,46.40800095,004,KPK0001126873,I,,POINT (85886.81309999898 452911.0340999998)
convergenties_kenmerk.520,Pseudo Overig volledig knooppunt,I,N,46.1e,,'KP.PR.CLAUSPLEIN'VOORBURG VBW. e,R,45.73400116,004,KPK0001126887,I,,POINT (85356.5978000015 453290.2223000005)
convergenties_kenmerk.521,Pseudo Overig volledig knooppunt,C,N,46.6z,,'KP.PR.CLAUSPLEIN'DEN HAAG VBW. z,R,46.44200134,004,KPK0001126898,I,,POINT (85452.18510000035 452786.2382000014)
convergenties_kenmerk.522,Pseudo Overig volledig knooppunt,I,N,3.5q,,'KP.PR.CLAUSPLEIN'UTRECHT VBW. q(RW13),R,46.70800018,004,KPK0001126905,I,,POINT (85289.62040000036 452576.90780000016)
convergenties_kenmerk.523,Pseudo Overig volledig knooppunt,I,N,48.9d,,'KP.YPENBURG'DEN HAAG-YPENBURG VBW. d,R,48.76800156,004,KPK0001126932,I,,POINT (83853.54610000178 451101.7809000015)
convergenties_kenmerk.524,Haarlemmermeer-aansluiting,I,N,72.2d,11,'VIANEN'VBW. d,R,72.05200195,002,KPK0001124155,I,,POINT (133917.46009999886 445069.2829999998)
convergenties_kenmerk.525,Pseudo Overig volledig knooppunt,I,N,57.2t,,'KP.EVERDINGEN'UTRECHT-WEST VBW. t(RW27),R,73.94000244,002,KPK0001124183,I,,POINT (135085.41530000046 443586.2895000018)
convergenties_kenmerk.526,Pseudo Overig volledig knooppunt,C,N,55.8u,,'KP.EVERDINGEN''S-HERTOGENBOSCH VBW. u(RW27,R,75.3030014,002,KPK0001124197,I,,POINT (135852.56450000033 442473.2212000005)
convergenties_kenmerk.527,Halfklaverblad-aansluiting,I,N,78.9d,12,'EVERDINGEN'VBW. d,R,78.86699677,002,KPK0001124234,I,,POINT (138069.11549999937 439710.6237999983)
convergenties_kenmerk.528,Pseudo Haarlemmermeer-aansluiting,I,N,267.6d,57,'OOST-MAARLAND'VBW. d,R,267.47799683,002,KPK0001125771,I,,POINT (178891.3066000007 311581.3233000003)
convergenties_kenmerk.529,,I,N,268.6m,,BS.PPL.'KNUVELKES',R,268.85101318,002,KPK0001125774,I,,POINT (179140.70479999855 310236.28830000013)
convergenties_kenmerk.530,Pseudo Haarlemmermeer-aansluiting,I,N,270.2b,58,'EIJSDEN'VBW. b,R,270.31100464,002,KPK0001125775,I,,POINT (178608.91589999944 308920.68730000034)
convergenties_kenmerk.531,,I,N,269.2n,,BS.PPL.'PATIEL',R,268.92199707,002,KPK0001125776,I,,POINT (179158.0282999985 310160.50510000065)
convergenties_kenmerk.532,Pseudo Haarlemmermeer-aansluiting,C,N,253.3b,52,'MAASTRICHT-NOORD'VBW. b,B,253.44200134,002,KPK0001125780,I,,POINT (178998.27120000124 320031.47580000013)
convergenties_kenmerk.533,Pseudo Haarlemmermeer-aansluiting,I,N,255.2b,53,'MAASTRICHT-CENTRUM NOORD'VBW. b,B,255.51699829,002,KPK0001125785,I,,POINT (177775.64499999955 318385.3209999986)
convergenties_kenmerk.534,Pseudo T-knooppunt,C,N,0.2q,,'KP.KRUISDONK'CADIER EN KEER VBW. q (RW79),B,253.78599548,002,KPK0001125787,I,,POINT (178774.21119999886 319782.61930000037)
convergenties_kenmerk.535,Pseudo Halfklaverblad-aansluiting,I,N,0.0#,,'KP.KETHELPLEIN'SCHIEDAM-NOORD VBW. c,R,64.59999847,004,KPK0001127010,I,,POINT (85275.56019999832 437802.9813000001)
convergenties_kenmerk.536,Pseudo Overig volledig knooppunt,I,N,69.8d,,'KP.KETHELPLEIN'SCHIEDAM-NOORD'VBW. d,R,69.69100189,004,KPK0001127012,I,,POINT (85378.31560000032 437944.25989999995)
convergenties_kenmerk.537,Pseudo Haarlemmermeer-aansluiting,I,N,71.8b,16,'VLAARDINGEN-OOST'VBW. b,R,71.90100098,004,KPK0001127068,I,,POINT (84999.89420000091 436139.88699999824)
convergenties_kenmerk.538,Pseudo Klaverbladknooppunt,C,N,7.5n,,'KP.RAASDORP'UTRECHT RANG.BAAN n,R,7.26100016,005,KPK0001128388,I,,POINT (110606.62539999932 484654.2234000005)
convergenties_kenmerk.539,Halfklaverblad-aansluiting,I,N,81.1d,13,'CULEMBORG'VBW. d,R,80.93800354,002,KPK0001124267,I,,POINT (139481.79089999944 438202.32829999924)
convergenties_kenmerk.540,,I,N,83.7m,,BS.PPL.'BISDE',R,84.00299835,002,KPK0001124295,I,,POINT (140922.7622999996 435507.2800000012)
