FID,omschr,type_conv,doseerinst,hectobord,toeritnr,toeritnaam,wegdeelltr,kmtr,wegnummer,fk_veld4,ibn,gdb_geomattr_data,shape
convergenties_kenmerk.143,Halfklaverblad-aansluiting,I,N,62.2b,8,'UTRECHT-LANGERAK'VBW. b,R,62.41199875,002,KPK0001126040,I,,POINT (133543.0454000011 454404.939199999)
convergenties_kenmerk.144,Pseudo Overig volledig knooppunt,I,N,57.1w,,'KP.OUDENRIJN'ARNHEM VBW. w(RW12),R,63.72999954,002,KPK0001126053,I,,POINT (133240.92770000175 453122.49980000034)
convergenties_kenmerk.145,Pseudo Overig volledig knooppunt,I,N,57.6r,,'KP.OUDENRIJN'ROTTERDAM VBW. r(RW12),R,64.23699951,002,KPK0001126057,I,,POINT (133112.32880000025 452639.5399999991)
convergenties_kenmerk.146,Pseudo Overig volledig knooppunt,I,N,63.9e,,'KP.OUDENRIJN'DEN HAAG VBW. e (RW2),R,62.56100082,002,KPK0001126074,I,,POINT (132583.63379999995 453377.866799999)
convergenties_kenmerk.147,Pseudo Overig volledig knooppunt,C,N,62.6z,8a,'UTRECHT-PAPENDORP'VBW. z,R,62.39500046,002,KPK0001126103,I,,POINT (133633.8478000015 454410.2936999984)
convergenties_kenmerk.148,Pseudo Overig volledig knooppunt,I,N,0.0#,,'KP.OUDENRIJN'ARNHEM VBW. p,R,63.04499817,002,KPK0001126115,I,,POINT (133397.21799999848 453793.23900000006)
convergenties_kenmerk.149,Niet indeelbaar,I,N,0.0#,,'NIEUWEGEIN',R,70.51899719,002,KPK0001126164,I,,POINT (133454.26740000024 445957.6444000006)
convergenties_kenmerk.150,Niet indeelbaar,I,N,0.0#,,'ROTTEVALLE' (N369),R,70.51599884,031,KPK0000981175,I,,POINT (201643.40700000152 572230.9560000002)
convergenties_kenmerk.151,Halfklaverblad-aansluiting,C,N,89.8d,21,'VOORST'VBW d,R,89.5719986,001,KPK0001123395,I,,POINT (200141.98559999838 467972.4004999995)
convergenties_kenmerk.152,Pseudo T-knooppunt,I,N,118.9#,,'KP.ALMERE'UTRECHT(RW27),R,57.06000137,006,KPK0000962668,I,,POINT (148579.72700000182 487808.08199999854)
convergenties_kenmerk.153,Pseudo T-knooppunt,I,N,11.6p,,'KP.WATERGRAAFSMEER'WATERGRAAFSMEER VBW. p,R,3.90199995,001,KPK0001216969,I,,POINT (125859.65839999914 484550.8273999989)
convergenties_kenmerk.154,Pseudo T-knooppunt,C,N,12.0t,,'KP.WATERGRAAFSMEER'HENGELO VBW. t(RW10),R,5.05700016,001,KPK0001216977,I,,POINT (126505.64869999886 484637.81500000134)
convergenties_kenmerk.155,Pseudo Klaverbladknooppunt,I,N,28.7b,,'KP.EEMNES'MOTEL DE WITTE BERGEN VBW. b,R,28.72999954,001,KPK0001203581,I,,POINT (144237.81489999965 472161.9534999989)
convergenties_kenmerk.156,Pseudo Klaverbladknooppunt,I,N,97.8s,,'KP.EEMNES'HILVERSUM NOORD VBW. s(RW27),R,29.02199936,001,KPK0001203599,I,,POINT (144508.79349999875 471983.83779999986)
convergenties_kenmerk.157,Haarlemmermeer-aansluiting,I,N,0.0#,,BS. PPL. 'HELLEVLIET',R,50.48300171,012,KPK0001113142,I,,POINT (126508.42799999937 454814.94299999997)
convergenties_kenmerk.158,Pseudo Overig volledig knooppunt,I,N,71.1r,,'KP.LUNETTEN'RING ARNHEM VBW. r(RW27),R,63.39899826,012,KPK0001113166,I,,POINT (138936.28319999948 452119.7027999982)
convergenties_kenmerk.159,Pseudo Overig volledig knooppunt,I,N,71.3v,,'KP.LUNETTEN'RING UTRECHT(ZUID)VBW. v(RW27),R,62.93799973,012,KPK0001113196,I,,POINT (138485.26000000164 451982.4829999991)
convergenties_kenmerk.160,T-aansluiting halfklaverblad,I,J,24.9b,8,'BLARICUM'VBW. b,R,24.95100021,001,KPK0001203697,I,,POINT (142563.11450000107 475401.6506000012)
convergenties_kenmerk.161,Halfklaverblad-aansluiting,I,J,27.1b,9,'HILVERSUM-NOORD'VBW. b,R,27.16600037,001,KPK0001203714,I,,POINT (143170.03460000083 473382.89009999856)
convergenties_kenmerk.162,Niet indeelbaar,C,N,0.0#,,'BAARN' (N221),R,31.47400093,001,KPK0001203614,I,,POINT (146108.01689999923 470902.6240000017)
convergenties_kenmerk.163,Niet indeelbaar,I,N,0.0#,,'EEMBRUGGE' (N414),R,34.48099899,001,KPK0001203616,I,,POINT (149401.7547999993 470279.9081999995)
convergenties_kenmerk.164,Pseudo Overig volledig knooppunt,C,N,57.2q,,'KP.OUDENRIJN'ARNHEM VBW. q(RW12),R,63.00500107,002,KPK0001203894,I,,POINT (133467.29560000077 453823.0394000001)
convergenties_kenmerk.165,Pseudo Overig volledig knooppunt,I,N,57.8v,,'KP.OUDENRIJN'DEN HAAG VBW. v(RW12),R,63.87200165,002,KPK0001203904,I,,POINT (133245.70109999925 452979.2980000004)
convergenties_kenmerk.166,Halfklaverblad-aansluiting,I,N,49.0b,3,'ALMERE-STEDENWIJK'VBW. b,R,49.23400116,006,KPK0000915208,I,,POINT (142086.63369999826 484724.9807000011)
convergenties_kenmerk.167,Niet indeelbaar,C,N,0.0#,,'ALMERE-STAD'VBW. p,R,48.83599854,006,KPK0000915209,I,,POINT (141740.81599999964 484527.4699999988)
convergenties_kenmerk.168,Pseudo Haarlemmermeer-aansluiting,I,N,51.9b,4,'ALMERE-HAVEN'VBW. b,R,52.07400131,006,KPK0000915229,I,,POINT (144788.46869999915 484948.1121999994)
convergenties_kenmerk.169,Halfklaverblad-aansluiting,I,N,53.3b,5,'ALMERE-STAD'VBW. b,R,53.41500092,006,KPK0000915240,I,,POINT (146098.90900000185 485228.47199999914)
convergenties_kenmerk.170,Halfklaverblad-aansluiting,I,N,53.1d,5,'ALMERE-STAD'VBW. d,R,52.95199966,006,KPK0000915282,I,,POINT (145662.55000000075 485080.74819999933)
convergenties_kenmerk.171,T-aansluiting halfklaverblad,I,N,59.1d,7,'ALMERE-REGENBOOGBUURT'VBW. d,R,58.93500137,006,KPK0000915320,I,,POINT (150107.18679999933 488885.12319999933)
convergenties_kenmerk.172,Halfklaverblad-aansluiting,I,N,56.4b,6,'ALMERE-BUITEN'VBW. b,R,56.52399826,006,KPK0000915345,I,,POINT (148318.09820000082 487339.46979999915)
convergenties_kenmerk.173,Pseudo T-knooppunt,I,N,118.4r,,'KP.ALMERE'GRONINGEN VBW. r(RW27),R,58.29399872,006,KPK0000915363,I,,POINT (149570.9690000005 488526.4615999982)
convergenties_kenmerk.174,T-aansluiting halfklaverblad,I,N,59.3b,7,'ALMERE-REGENBOOGBUURT'VBW. b,R,59.44100189,006,KPK0000915373,I,,POINT (150564.53429999948 489105.37099999934)
convergenties_kenmerk.175,Haarlemmermeer-aansluiting,I,N,0.0#,,'URETERP'VBW. #,R,76.3690033,031,KPK0000911643,I,,POINT (205357.53319999948 568273.6006999984)
convergenties_kenmerk.176,Niet indeelbaar,C,N,0.0#,,'HENRIËTTE ROLAND HOLSTLAAN',R,47.83599854,035,KPK0001064271,I,,POINT (240911.64090000093 482622.84800000116)
convergenties_kenmerk.177,Pseudo T-knooppunt,C,N,11.6r,,'KP.HOLENDRECHT'AMSTERDAM ZUID-OOST VBW. r,R,34.49399948,002,KPK0001084610,I,,POINT (124158.40320000052 479394.2564999983)
convergenties_kenmerk.178,Pseudo T-knooppunt,I,N,21.3#,,'KP.HOLENDRECHT'AMSTELVEEN (RW9),R,35.92399979,002,KPK0001084624,I,,POINT (124832.75800000131 478127.83199999854)
convergenties_kenmerk.179,T-aansluiting Haarlemmermeer,I,N,233.4b,27,'BERGEN OP ZOOM-NOORD'VBW. b,R,233.59700012,004,KPK0001067561,I,,POINT (80285.89999999851 391324.96279999986)
convergenties_kenmerk.180,Niet indeelbaar,C,N,7.2y,,'GAASPERDAMMERTUNNEL'RANG.BAAN y,R,7,009,KPK0001085420,I,,POINT (128320.76260000095 481055.5890999995)
convergenties_kenmerk.181,Pseudo T-knooppunt,I,N,35.6g,,'KP.HOLENDRECHT'AMERSFOORT VBW. g(RW2),R,10.7489996,009,KPK0001085421,I,,POINT (125060.46020000055 479202.1704000011)
convergenties_kenmerk.182,Niet indeelbaar,I,N,13.5m,,'HOOFDDORP'RANG.BAAN m,R,13.6789999,004,KPK0001103725,I,,POINT (108030.4990000017 475898.7729999982)
convergenties_kenmerk.183,,I,N,0.0#,,BUSH.,R,21.70000076,044,KPK0000796322,I,,POINT (88412.90199999884 461915.07499999925)
convergenties_kenmerk.184,Niet indeelbaar,I,N,10.3x,,'GAASPERDAMMERTUNNEL'RANG.BAAN x,R,10.50199986,009,KPK0001022708,I,,POINT (125268.72049999982 479342.2685999982)
convergenties_kenmerk.185,Pseudo T-knooppunt,C,N,11.6t,,'KP.HOLENDRECHT'HAARLEM VBW. t,R,11.77999973,009,KPK0001022775,I,,POINT (124206.91739999875 478897.0711000003)
convergenties_kenmerk.186,Haarlemmermeer-aansluiting,C,N,9.2b,2,'AMSTERDAM-GAASPERDAM'VBW. b,R,9.41800022,009,KPK0001022941,I,,POINT (126193.1400000006 479909.64169999957)
convergenties_kenmerk.187,Pseudo Klaverbladknooppunt,I,N,18.9e,,'KP.KUNDERBERG'MAASTRICHT'VBW. e(RW.76),R,17.06800079,079,KPK0000877708,I,,POINT (194740.17300000042 320752.93200000003)
convergenties_kenmerk.188,Halfklaverblad-aansluiting,I,N,205.2b,39,'WESTERBROEK'VBW. b,R,205.36399841,007,KPK0000845421,I,,POINT (238367.49300000072 580282.4899999984)
convergenties_kenmerk.189,Niet indeelbaar,I,J,257.2d,54,'MAASTRICHT-CENTRUM ZUID'VBW. d,B,256.95001221,002,KPK0000745702,I,,POINT (178203.53400000185 317071.23099999875)
convergenties_kenmerk.190,Halfklaverblad-aansluiting,C,N,10.5d,3,'AMSTERDAM-ZUIDOOST'VBW. d,R,10.375,009,KPK0001085582,I,,POINT (125412.34939999878 479375.0582999997)
convergenties_kenmerk.191,Pseudo T-knooppunt,I,N,10.9f,,'KP.HOLENDRECHT'AMSTERDAM-ZUIDOOST VBW. f,R,10.61699963,009,KPK0001085627,I,,POINT (125175.23550000042 479164.15249999985)
convergenties_kenmerk.192,Haarlemmermeer-aansluiting,I,N,19.5b,,'WESTERHAAR'VBW. b,R,19.58300018,036,KPK0001023657,I,,POINT (239003.65300000086 498666.0940000005)
convergenties_kenmerk.193,Pseudo T-knooppunt,I,N,12.1#,,'KP.HOLENDRECHT'AMSTELVEEN (RW9),R,35.46699905,002,KPK0001022133,I,,POINT (124560.80000000075 478504.2529999986)
convergenties_kenmerk.194,Pseudo T-knooppunt,C,N,0.0#,,'STELLENDAM'VBW. #(N215),R,21.54199982,057,KPK0000891759,I,,POINT (60127.36400000006 425079.6460000016)
convergenties_kenmerk.195,Halfklaverblad-aansluiting,C,N,11.3b,3,'AMSTERDAM-ZUIDOOST'VBW. b,R,11.41800022,009,KPK0001056736,I,,POINT (124434.2349999994 479162.77600000054)
convergenties_kenmerk.196,Pseudo Klaverbladknooppunt,I,N,80.4p,,'KP.RIJNSWEERD'UTRECHT-SCIENCE PARK VBW. p,R,1.70000005,028,KPK0001071346,I,,POINT (140223.36300000176 456011.7030000016)
convergenties_kenmerk.197,,I,N,48.2n,,BS.'DE MIDDELAAR',R,48.15499878,001,KPK0001111291,I,,POINT (161055.73849999905 464161.81819999963)
convergenties_kenmerk.198,Pseudo T-knooppunt,C,N,50.8q,,'KP.BENELUX'RING-WEST ROTTERDAM-NOORD VBW.q,R,50.66199875,015,KPK0001096667,I,,POINT (86216.17480000108 432385.3145000003)
convergenties_kenmerk.199,Haarlemmermeer-aansluiting,I,N,56.9b,6,'RING-NOORD MAARSSEN'VBW. b,R,57.20800018,002,KPK0001111800,I,,POINT (131200.73279999942 458581.24639999866)
convergenties_kenmerk.200,Pseudo Halfklaverblad-aansluiting,C,N,68.2d,9,'NIEUWEGEIN'VBW. d,R,67.73400116,002,KPK0001111504,I,,POINT (132818.27679999918 449160.75569999963)
convergenties_kenmerk.201,Haarlemmermeer-aansluiting,I,N,0.0#,,'BS + PPL',R,68.10099792,002,KPK0001111827,I,,POINT (132773.1330000013 448804.17599999905)
convergenties_kenmerk.202,Pseudo Halfklaverblad-aansluiting,C,N,68.2h,,'9 NIEUWEGEIN'VBW. h,R,68.02100372,002,KPK0001111834,I,,POINT (132825.98699999973 448885.2778000012)
convergenties_kenmerk.203,Niet indeelbaar,I,N,0.0#,,'BUSBAAN',R,72.25,002,KPK0001111839,I,,POINT (134026.68930000067 444865.22150000185)
convergenties_kenmerk.204,Haarlemmermeer-aansluiting,C,N,8.6d,2,'AMSTERDAM-BIJLMERMEER'VBW. d,R,8.42500019,009,KPK0001096046,I,,POINT (127084.3434999995 480344.64730000123)
convergenties_kenmerk.205,Niet indeelbaar,I,N,0.0#,,'BUSBAAN',R,22.37299919,016,KPK0001096999,I,,POINT (98010.40799999982 434403.0181999989)
convergenties_kenmerk.206,Haarlemmermeer-aansluiting,I,N,61.6b,27,'HENGELO-ZUID'VBW. b,R,61.77799988,035,KPK0001097826,I,,POINT (249340.68400000036 472737.73699999973)
convergenties_kenmerk.207,Niet indeelbaar,I,N,0.0#,,'SWIFTERBAND' (N307),R,87.09899902,006,KPK0001104114,I,,POINT (164546.91259999946 506773.7631999999)
convergenties_kenmerk.208,Halfklaverblad-aansluiting,I,N,238.2d,12,'EIBERGEN'VBW. d,R,238.03500366,015,KPK0001104803,I,,POINT (240328.92500000075 456061.8280000016)
convergenties_kenmerk.209,Pseudo Haarlemmermeer-aansluiting,C,N,112.6b,23,'STAPHORST'VBW. b,R,112.59400177,028,KPK0001105208,I,,POINT (210064.2950000018 518311.74500000104)
convergenties_kenmerk.210,Haarlemmermeer-aansluiting,I,N,174.2d,33,'ASSEN-WEST'VBW. d,R,174.04299927,028,KPK0001105277,I,,POINT (231428.37159999833 556942.7842999995)
convergenties_kenmerk.211,Niet indeelbaar,I,N,0.0#,,'PROVINCIALEWEG'(N764),R,247.70199585,050,KPK0001105766,I,,POINT (190852.78449999914 504963.98889999837)
convergenties_kenmerk.212,Pseudo T-aansluiting halfklaverblad,I,N,72.3d,9,'LELYSTAD-AIRPORT'VBW. d,R,72.10900116,006,KPK0001204133,I,,POINT (160352.59369999915 497052.12409999967)
convergenties_kenmerk.213,Halfklaverblad-aansluiting,I,N,74.0d,10,'LELYSTAD'VBW. d,R,73.98200226,006,KPK0001204135,I,,POINT (161727.32030000165 498318.0806000009)
convergenties_kenmerk.214,,I,N,90.4q,,PPL.'RIVIERDUIN',R,90.27100372,006,KPK0001204143,I,,POINT (165549.09629999846 510067.46389999986)
convergenties_kenmerk.215,,I,N,104.6n,,BS.PPL.'HAN STIJKEL',R,104.49299622,006,KPK0001204153,I,,POINT (175298.14510000125 519070.2586000003)
convergenties_kenmerk.216,Pseudo Haarlemmermeer-aansluiting,I,N,50.0d,4,'ALMERE-HAVEN'VBW. d,R,49.88800049,006,KPK0001149683,I,,POINT (142656.745099999 485058.4967)
convergenties_kenmerk.217,Klaverbladknooppunt,I,N,44.8m,,'KP.HOEVELAKEN'ZWOLLE RANG.BAAN m,R,44.93600082,001,KPK0001218956,I,,POINT (158052.31650000066 465057.67709999904)
convergenties_kenmerk.218,Pseudo T-knooppunt,C,N,36.3p,,'KP.HOLENDRECHT'ZIEKENHUIS AMC VBW. p,R,36.04499817,002,KPK0001219123,I,,POINT (124999.77739999816 477939.03229999915)
convergenties_kenmerk.219,Pseudo Haarlemmermeer-aansluiting,I,N,23.7d,21,'HANK'VBW. d,R,23.55200005,027,KPK0001221632,I,,POINT (121569.24329999834 416129.94099999964)
convergenties_kenmerk.220,Haarlemmermeer-aansluiting,I,N,7.2d,,'WIJTHMEN'VBW. d,R,7.09200001,835,KPK0001223508,I,,POINT (208416.624499999 499956.2305999994)
convergenties_kenmerk.221,,I,N,0.0#,,BS.,R,18.76099968,835,KPK0001223511,I,,POINT (214616.77100000158 490980.7540999986)
convergenties_kenmerk.222,Haarlemmermeer-aansluiting,I,N,124.9d,31,'RILLAND'VBW. d,R,124.7440033,058,KPK0001222716,I,,POINT (72077.51700000092 382319.66860000044)
convergenties_kenmerk.223,,I,N,132.1p,,BS.PPL.'VLIETE',R,132.18099976,058,KPK0001222721,I,,POINT (64854.2201000005 382519.27419999987)
convergenties_kenmerk.224,,I,N,132.2n,,BS.PPL.'VOETPOMP',R,132.08299255,058,KPK0001222722,I,,POINT (64923.324799999595 382447.94420000166)
convergenties_kenmerk.225,Pseudo T-knooppunt,I,N,50.2h,,'KP.HELLEGATSPLEIN'MIDDELHARNIS VBW. h,R,50.00400162,059,KPK0001222886,I,,POINT (85902.41160000116 412889.2941999994)
convergenties_kenmerk.226,Klaverbladknooppunt,I,N,3.1v,,'KP.KERENSHEIDE'AMSTERDAM VBW. v(RW76),R,241.5,002,KPK0001149521,I,,POINT (183126.2137000002 330832.07719999924)
convergenties_kenmerk.227,,I,N,67.7n,,BS.PPL.+ REST.'AALSCHOLVER',R,67.61199951,006,KPK0001128887,I,,POINT (157215.91490000114 493827.872299999)
convergenties_kenmerk.228,Halfklaverblad-aansluiting,I,N,64.3d,17,'STROE'VBW. d,R,64.23200226,001,KPK0001218978,I,,POINT (176516.47199999914 467125.30420000106)
convergenties_kenmerk.229,Klaverbladknooppunt,I,N,115.5w,,'KP.HOOGEVEEN'EMMEN VBW. w(RW48),R,133.97200012,028,KPK0001203199,I,,POINT (227198.2969999984 524992.303199999)
convergenties_kenmerk.230,Pseudo T-knooppunt,C,N,71.0z,,'KP.WERPSTERHOEK'LEEUWARDEN-ZUID VBW. z,R,50.42599869,031,KPK0001203317,I,,POINT (182369.00989999995 574764.815200001)
convergenties_kenmerk.231,Klaverbladknooppunt,I,N,0.5m,,'KP.HOOGEVEEN'GRONINGEN RANG.BAAN m,R,0.81,037,KPK0001203377,I,,POINT (228230.01520000026 525128.1207999997)
convergenties_kenmerk.232,Pseudo Overig volledig knooppunt,I,N,64.1g,,'KP.RIDDERKERK-NOORD'ROTTERDAM-NOORD VBW.g,R,21.23699951,038,KPK0001203422,I,,POINT (98668.74300000072 432482.88699999824)
convergenties_kenmerk.233,Pseudo Overig volledig knooppunt,I,N,62.4k,,'KP.LUNETTEN''S-HERTOGENBOSCH VBW. k(RW 12),R,70.88899994,027,KPK0001139292,I,,POINT (138344.05799999833 451971.14869999886)
convergenties_kenmerk.234,Pseudo Haarlemmermeer-aansluiting,I,N,128.5d,25,'ZUIDWOLDE'VBW. d,R,128.23100281,028,KPK0001203086,I,,POINT (222321.88819999993 522429.93769999966)
convergenties_kenmerk.235,Haarlemmermeer-aansluiting,I,N,143.9b,27,'FLUITENBERG'VBW. b,R,144.07699585,028,KPK0001203100,I,,POINT (227636.25230000168 528998.2410999984)
convergenties_kenmerk.236,Haarlemmermeer-aansluiting,I,N,147.5d,28,'RUINEN'VBW. d,R,147.30499268,028,KPK0001203102,I,,POINT (226583.89909999818 532052.8044000007)
convergenties_kenmerk.237,Halfklaverblad-aansluiting,I,N,152.2b,29,'DWINGELOO'VBW. b,R,152.477005,028,KPK0001203107,I,,POINT (227502.0427000001 537046.7626999989)
convergenties_kenmerk.238,T-aansluiting halfklaverblad,I,N,100.1d,33,'OOSTERHOUT'VBW. d,R,99.94999695,059,KPK0001203465,I,,POINT (117460.40579999983 410234.78539999947)
convergenties_kenmerk.239,Halfklaverblad-aansluiting,I,N,110.2b,36,'SPRANG-CAPELLE-WEST'VBW. b,R,110.32499695,059,KPK0001203476,I,,POINT (127556.63479999825 411936.0208999999)
convergenties_kenmerk.240,Halfklaverblad-aansluiting,I,N,110.2d,36,'SPRANG-CAPELLE-WEST'VBW. d,R,110.04799652,059,KPK0001203477,I,,POINT (127270.90670000017 411934.03599999845)
convergenties_kenmerk.241,,I,N,112.3n,,BS.'DE SPRANG',R,112.16400146,059,KPK0001203478,I,,POINT (129387.29919999838 411764.3850999996)
convergenties_kenmerk.242,Haarlemmermeer-aansluiting,I,N,11.0b,5,'NUTH'VBW. b,R,11.15499973,076,KPK0001223382,I,,POINT (190059.33940000087 326575.1919)
convergenties_kenmerk.243,Halfklaverblad-aansluiting,I,N,109.1d,36,'ZEEWOLDE'VBW. d,R,108.59300232,027,KPK0001149827,I,,POINT (150629.43470000103 480052.5174999982)
convergenties_kenmerk.244,Klaverbladknooppunt,I,N,0.1s,,'KP.HOOGEVEEN'HOOGEVEEN VBW. s(RW37),R,140.45799255,028,KPK0001140136,I,,POINT (227600.5337000005 525433.5337999985)
convergenties_kenmerk.245,Halfklaverblad-aansluiting,I,N,157.5d,30,'BEILEN'VBW. d,R,157.30000305,028,KPK0001140159,I,,POINT (229542.61309999973 541411.6147999987)
convergenties_kenmerk.246,Haarlemmermeer-aansluiting,I,N,174.1b,33,'ASSEN-WEST'VBW. b,R,174.36099243,028,KPK0001203127,I,,POINT (231441.13210000098 557259.695700001)
convergenties_kenmerk.247,Halfklaverblad-aansluiting,I,N,178.8d,34,'ASSEN-NOORD'VBW. d,R,178.74000549,028,KPK0001203132,I,,POINT (234040.85080000013 560622.4123000018)
convergenties_kenmerk.248,Halfklaverblad-aansluiting,I,N,185.7d,35,'VRIES'VBW. d,R,185.54899597,028,KPK0001203136,I,,POINT (236508.43100000173 566655.1788999997)
convergenties_kenmerk.249,T-knooppunt,I,N,0.0#,36,'ZUIDLAREN = N34'VBW a',R,189.66099548,028,KPK0001203140,I,,POINT (236922.48180000111 570676.2313000001)
convergenties_kenmerk.250,,I,N,0.0#,,PPL.'DE KOGGEN',R,30.38999939,007,KPK0001129376,I,,POINT (130308.47630000114 517072.60709999874)
convergenties_kenmerk.251,Pseudo T-knooppunt,I,N,34.3b,9,'HOORN-NOORD'VBW. b,R,34.46099854,007,KPK0001129404,I,,POINT (130984.56329999864 520614.29459999874)
convergenties_kenmerk.252,,I,N,0.0#,,BS.PPL.'BROERDIJK',R,39.24300003,007,KPK0001129425,I,,POINT (130605.54639999941 525360.6981000006)
convergenties_kenmerk.253,Halfklaverblad-aansluiting,I,N,39.8d,10a,'ABBEKERK'VBW. d,R,39.5929985,007,KPK0001129429,I,,POINT (130550.13800000027 525705.6270000003)
convergenties_kenmerk.254,,I,N,0.0#,,BS.PPL.'DE HORN',R,41.55199814,007,KPK0001129431,I,,POINT (130764.15560000017 527640.247299999)
convergenties_kenmerk.255,Halfklaverblad-aansluiting,I,N,43.1d,11,'MEDEMBLIK'VBW. d,R,42.86199951,007,KPK0001129433,I,,POINT (131102.05530000106 528915.3077999987)
convergenties_kenmerk.256,Halfklaverblad-aansluiting,I,N,54.3b,13,'WIERINGERWERF'VBW. b,R,54.48799896,007,KPK0001129443,I,,POINT (130235.93169999868 539815.1108000018)
convergenties_kenmerk.257,,I,N,0.0#,,PPL.'DE WIERDE'+REST.,R,55.54000092,007,KPK0001129445,I,,POINT (130281.88800000027 540863.200100001)
convergenties_kenmerk.258,Haarlemmermeer-aansluiting,I,N,63.6d,14,'DEN OEVER'VBW. d,R,63.37900162,007,KPK0001129450,I,,POINT (131325.2580000013 548603.7818000019)
convergenties_kenmerk.259,Haarlemmermeer-aansluiting,I,N,64.2b,14,'DEN HELDER'VBW. b,R,64.37400055,007,KPK0001129453,I,,POINT (131569.933699999 549537.8040000014)
convergenties_kenmerk.260,,I,N,0.0#,,PPL.'MONUMENT'+REST.,R,77.86799622,007,KPK0001129473,I,,POINT (136611.52409999818 553873.4692000002)
convergenties_kenmerk.261,,I,N,0.0#,,PPL.'MONUMENT'+REST.,R,77.06900024,007,KPK0001129474,I,,POINT (135995.49870000035 553356.3658000007)
convergenties_kenmerk.262,,I,N,0.0#,,BS.PPL.'BREEZANDDIJK',R,85.8219986,007,KPK0001129475,I,,POINT (142643.2060999982 559067.0681999996)
convergenties_kenmerk.263,,I,N,0.0#,,BS.PPL.'BREEZANDDIJK',R,86.80000305,007,KPK0001129477,I,,POINT (143386.32119999826 559693.0395999998)
convergenties_kenmerk.264,Niet indeelbaar,I,N,0.0#,14a,'KORNWERDERZAND'VBW. b,R,97.29000092,007,KPK0001129484,I,,POINT (151957.31850000098 565327.6097000018)
convergenties_kenmerk.265,,I,N,103.3p,,PPL.'HAYUM',R,103.41500092,007,KPK0001129506,I,,POINT (157138.69429999962 567401.5531000011)
convergenties_kenmerk.266,Pseudo Halfklaverblad-aansluiting,I,N,111.0b,17,'BOLSWARD'VBW. b,R,111.05200195,007,KPK0001129512,I,,POINT (163503.3137000017 563547.2824999988)
convergenties_kenmerk.267,,I,N,113.8m,,BS.PPL.'LAERD',R,113.90000153,007,KPK0001129523,I,,POINT (166228.22940000147 562753.5733999982)
convergenties_kenmerk.268,Haarlemmermeer-aansluiting,I,N,0.0#,,'BUSBAAN',R,117.85700226,007,KPK0001129525,I,,POINT (169993.56120000035 561581.8533999994)
convergenties_kenmerk.269,,I,N,0.0#,,BUSH.,R,117.68699646,007,KPK0001129526,I,,POINT (169835.78350000083 561637.9890000001)
convergenties_kenmerk.270,Haarlemmermeer-aansluiting,I,N,123.5b,22,'SNEEK-OOST'VBW. b,R,123.65200043,007,KPK0001129543,I,,POINT (174755.55700000003 559199.0267999992)
convergenties_kenmerk.271,Klaverbladknooppunt,I,N,48.7v,,'KP.HEERENVEEN'JOURE VBW. v(RW32),R,143.75,007,KPK0001129567,I,,POINT (190579.4915000014 554401.7159999982)
convergenties_kenmerk.272,Klaverbladknooppunt,I,N,48.3r,,'KP.HEERENVEEN'DRACHTEN VBW. r(RW32),R,144.41299438,007,KPK0001129573,I,,POINT (191164.22450000048 554691.7118000016)
convergenties_kenmerk.273,Halfklaverblad-aansluiting,I,N,146.5d,26A,'TJALLEBERD'VBW. d,R,146.352005,007,KPK0001129582,I,,POINT (192973.77439999953 555417.129900001)
convergenties_kenmerk.274,Halfklaverblad-aansluiting,I,N,146.7b,26A,'TJALLEBERD'VBW. b,R,146.87199402,007,KPK0001129584,I,,POINT (193455.36939999834 555583.3434999995)
convergenties_kenmerk.275,,I,N,153.8m,,BS.PPL.'DE WALDEN',R,154.05499268,007,KPK0001129592,I,,POINT (197723.0102000013 560956.0225999989)
