Ministerie;Leverancier;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
EZK;Meetingselect Holding B.V.;;;2;;;;;2
EZK;Meged Engineering & Consultancy;;;3;;;;;3
EZK;Meijaard Innovation Realization;;;4;;;;;4
EZK;Meijburg & Co;;;2;;;;;2
EZK;Mercadero;;;1;;;;;1
EZK;Merijn Hillen;;;1;;;;;1
EZK;Metabolic Coöperatief UA;;;1;;;;;1
EZK;Metis IT Support B.V.;6;;;;;;;6
EZK;Metri B.V.;;;;;;2;;2
EZK;MetrixLab B.V.;;;2;;;;;2
EZK;MetrixLab Nederland B.V.;;;2;;;;;2
EZK;Mett;;;1;;;;;1
EZK;MI Haddad;;;1;;;;;1
EZK;Mies/Tekst en Training;;;1;;;;;1
EZK;Mijnbouwkundig adviseur ir J.P.A.Roest;;;2;;;;;2
EZK;Missing Chapter Foundation;;;1;;;;;1
EZK;Missing Link Projects;;;1;;;;;1
EZK;Misteli creative agency B.V.;;;2;;;;;2
EZK;MLA+ B.V.;;;2;;;;;2
EZK;MMT Sweden AB;;;7;;;;;7
EZK;Mobius Consult B.V.;;;4;;;;;4
EZK;Modint B.V.;;;2;;;;;2
EZK;Moduli Print B.V.;;;1;;;;;1
EZK;Mondial Movers B.V.;;;1;;;;;1
EZK;Monumenten Adviesbureau Klaas Schoots MAKS;;;1;;;;;1
EZK;Mooi Werk;;;1;;;;;1
EZK;More Dutch Design;;;4;;;;;4
EZK;Motivaction International B.V.;;;4;;;;;4
EZK;Mouseion B.V.;;;1;;;;;1
EZK;MPC Meijer Project Consultancy;;;2;;;;;2
EZK;MSG Sustainable Strategies;;;3;;;;;3
EZK;Munckhof Business Travel;;;3;;;;;3
EZK;Munckhof Reizen B.V.;;;1;;;;;1
EZK;Munckhof Taxi B.V.;;;1;;;;;1
EZK;Muy Management B.V.;;;1;;;;;1
EZK;MVO-Manager B.V.;;;2;;;;;2
EZK;Myanmar Tourism Marketing;;;2;;;;;2
EZK;Myler;7;;;;;;;7
EZK;N&S del Tropico S.A.;;;4;;;;;4
EZK;N&S del Tropico SA;;;2;;;;;2
EZK;N.V. HVC;;;1;;;;;1
EZK;Nabla V.O.F.;;;1;;;;;1
EZK;Naco, Netherlands Airport Consultants B.V.;;;2;;;;;2
EZK;Naktuinbouw;;;3;;;;;3
EZK;National Quality Institute (NQI);;;1;;;;;1
EZK;Nature at Sight;;;2;;;;;2
EZK;Natuur en Milieufederatie Flevoland;;;2;;;;;2
EZK;Natuur en Recht;;;;;1;;;1
EZK;Navigant Netherlands B.V.;;5;5;3;;;;6
EZK;Navigant WTTS B.V.;;;2;;;;;2
EZK;Navingo B.V.;;;2;;;;;2
EZK;NEC B.V.;;;4;;;;;4
EZK;Ned. Inst. v. Bouwbiol.&Ecol., Nibe Res. B.V.;;;2;;;;;2
EZK;Ned. Ver. tot Bescherming van Dieren;;;3;;;;;3
EZK;Ned. Vereniging voor Luchtvaarttechniek;;;4;;;;;4
EZK;Ned.Org.voor toegepast-nat.wetensch. o.z. TNO;;;7;;;;;7
EZK;Nederl. Branchever. voor de Timmerindustrie;;;2;;;;;2
EZK;NederlandBovenWater UA;;;2;;;;;2
EZK;Nederlands Debat Instituut Holding B.V.;;;1;;;;;1
EZK;Nederlands Instituut voor Biologie;;;2;;;;;2
EZK;Nederlands Mini Paarden Registratie Stamboek;;;1;;;;;1
EZK;Nederlands Shetland Pony Stamboek;;;1;;;;;1
EZK;Nederlandse Vereniging van Banken;;;2;;;;;2
EZK;Need Staffing;5;;;;;;;5
EZK;NEMO Science Museum;;;4;;;;;4
EZK;Neo, Netherl. Geomat. & Earth Observat. B.V.;;;2;;;;;2
EZK;Netherlands Business Hub;;;1;;;;;1
EZK;Netherlands embassy in Helsinki, Finland;;;2;;;;;2
EZK;Netherlands.Info;;;4;;;;;4
EZK;Netrex Internet Solutions;;;2;;;;;2
EZK;Netto4concepts;;;4;;;;;4
EZK;Nevi B.V.;;;2;;;;;2
EZK;New Babylon Meeting Center B.V.;;;1;;;;;1
EZK;New Pi Initiatives LLC;;;2;;;;;2
EZK;New-Energy TV B.V.;;;3;;;;;3
EZK;Newington Communications Limited;;;2;;;;;2
EZK;NIBC Bank N.V.;;;4;;;;;4
EZK;Nick Ashton-Hart;;;1;;;;;1
EZK;Nicolai Praktijk B.V.;;;;;2;;;2
EZK;Nieja;;;3;;;;;3
EZK;Niels Bouwman Event Management;;;4;;;;;4
EZK;Nieman Groep B.V.;;;4;;;;;4
EZK;Nieman Raadgevende Ingenieurs B.V.;;;2;;;;;2
EZK;Nienke Schutte;;;2;;;;;2
EZK;Nieuw Land Poldermuseum;;;1;;;;;1
EZK;NIRAS Mozambique Lda.;;;2;;;;;2
EZK;NL Ver. v.h. Onderw. in de Natuurwetenschapp.;;;1;;;;;1
EZK;NMi Certin B.V.;;;5;;;;;5
EZK;NOM;;;1;;;;;1
EZK;Non-governmental union “Foundation for support of reforms in Ukraine”;;;2;;;;;2
EZK;Noorden Duurzaam;;;1;;;;;1
EZK;Noorderwind;;;2;;;;;2
EZK;Noordtij B.V.;;;1;;;;;1
EZK;NoProblemMusic;;;1;;;;;1
EZK;North-Holland (Publishing);;;2;;;;;2
EZK;Northwave B.V.;2;;;;;;;2
EZK;Notebomers Bouw B.V.;;;4;;;;;4
EZK;NOVO Labels;;;1;;;;;1
EZK;Novotel Rotterdam Brainpark;;;1;;;;;1
EZK;NPK Design B.V.;;;2;;;;;2
EZK;NREL;;;2;;;;;2
EZK;NTIO;;;3;;;;;3
EZK;Nubis Online Marketing B.V.;;;1;;;;;1
EZK;Nuffic Neso South Africa;;;2;;;;;2
EZK;Nutriënten Management Instituut NMI B.V.;;;2;;;;;2
EZK;NutriSuin;;;2;;;;;2
EZK;O&i management consultants B.V.;;;1;;;;;1
EZK;O&O Civieltechnisch Advies B.V.;;;2;;;;;2
EZK;O3-Effect;;;1;;;;;1
EZK;Oberon B.V.;;;1;;;;;1
EZK;Obvious Advisory;;;2;;;;;2
EZK;Ochtman Gouda B.V.;;;1;;;;;1
EZK;Ockham Groep B.V.;;;3;;;;;3
EZK;ODB Technologies LTD / Iea Bioenergy TR;;;4;;;;;4
EZK;Odura advies en projecten B.V.;;;2;;;;;2
EZK;OECD International Energy Agency Bookshop;;;2;;;;;2
EZK;Office Support Midden Holland B.V.;;;1;;;;;1
EZK;offSURE B.V.;;;1;;;;;1
EZK;OL Group B.V.;;;;;1;;;1
EZK;Oldbaum Services Ltd;;;3;;;;;3
EZK;Oleica Technological & Safety;;;2;;;;;2
EZK;Oliver Wyman B.V.;;;2;;;;;2
EZK;One Architecture & Urbanisme, Inc;;;2;;;;;2
EZK;Online Seminar B.V.;;;2;;;;;2
EZK;Ons Dorpshuis;;;1;;;;;1
EZK;Ontwikkelingsbedrijf Noord-Holland Noord N.V.;;;2;;;;;2
EZK;Ontwikkelingsmaatschappij Oost-Nederland N.V.;;;2;;;;;2
EZK;Ooze V.O.F.;;;3;;;;;3
EZK;Op Noord B.V.;;;1;;;;;1
EZK;Open Europa;;;4;;;;;4
EZK;Open Now B.V.;;;3;;;;;3
EZK;Optima Forma B.V.;;;2;;;;;2
EZK;Orange Health Consultants;;;2;;;;;2
EZK;Ordina Beheer & Outsourcing;5;;;;;;;5
EZK;Ordina Nederland B.V.;;;;;;3;;3
EZK;Org.-id B.V.;;;2;;;;;2
EZK;Organisatieregie B.V.;;;2;;;;;2
EZK;Organisation for Economic Co-operation and Development;;;1;;;;;1
EZK;Origame B.V.;;;3;;;;;3
EZK;Oscar van der Ende;;;1;;;;;1
EZK;Oudaen B.V.;;;1;;;;;1
EZK;Ouëndag & Silberman;;;1;;;;;1
EZK;Out of Harm's Way;;;3;;;;;3
EZK;Outside Inc. B.V.;;;2;;;;;2
EZK;Over Morgen;;;3;;;;;3
EZK;Overheidenonderwijs B.V.;2;;;;;;;2
EZK;Overview2020;;;2;;;;;2
EZK;Oxera Consulting Limited;;;1;;;;;1
EZK;OXFAM Cuba;;;2;;;;;2
EZK;Oxfam Novib;;;3;;;;;3
EZK;P. Glerum Consultancy;;;1;;;;;1
EZK;P. van Hofwegen IMC;;;2;;;;;2
EZK;P.C. van Staalduinen Advies;;;1;;;;;1
EZK;PA consulting Group Services Limited;;;3;;;;;3
EZK;PA Consulting Services B.V.;;;2;;;;;2
EZK;Paardenkliniek Hollands Kroon C.V.;;;1;;;;;1
EZK;Paauw Services;;;1;;;;;1
EZK;PACT Public Affairs B.V.;;;2;;;;;2
EZK;Palladium Europe;;;4;;;;;4
EZK;PALMA MARKET INTRODUCTIONS SL;;;3;;;;;3
EZK;Pam B.V.;;;2;;;;;2
EZK;Panteia B.V.;;;5;;;;;5
EZK;Particip GmbH;;;1;;;;;1
EZK;Partnering with Purpose B.V.;;;2;;;;;2
EZK;Partners for Innovation B.V.;;;2;;;;;2
EZK;Paul van Meel Water Management;;;2;;;;;2
EZK;PBLQ B.V.;1;;1;;;;;2
EZK;Pegasys;;;1;;;;;1
EZK;Pels Rijcken & Droogleever Fortuijn N.V.;1;;6;;8;;;8
EZK;Perfect Web Team;;;1;;;;;1
EZK;Periplus Archeomare B.V.;;;2;;;;;2
EZK;Pernosco;;;2;;;;;2
EZK;Perpetear - Communicatie- & projectadvies;;;1;;;;;1
EZK;Personal Fitness Delft;;;2;;;;;2
EZK;Perspectivity;;;2;;;;;2
EZK;Perspektyviniu Technologiju Taikomuji Tyrimu Institutas;;;2;;;;;2
EZK;Peter Beereboom Licht, Geluid en Beeld;;;1;;;;;1
EZK;PGGM Strategic Advisory Services B.V.;;;1;;;;;1
EZK;Phaff Export Marketing B.V.;;;1;;;;;1
EZK;Phaos Advies B.V.;;;2;;;;;2
EZK;PHI Factory B.V.;;;2;;;;;2
EZK;Pieter van Geel Consultancy;;;1;;;;;1
EZK;Pieters Bouwtechniek Haarlem B.V.;;;1;;;;;1
EZK;Pii B.V.;;;2;;;;;2
EZK;Pinch of Pepper B.V.;;;1;;;;;1
EZK;PingPong Design B.V.;;;1;;;;;1
EZK;Pitch Professional;;;1;;;;;1
EZK;Pixelware, S.A.;;;4;;;;;4
EZK;PKOrt-Services;;;2;;;;;2
EZK;Plaatselijk Belang;;;2;;;;;2
EZK;Plaatwerk, Fotografen;;;1;;;;;1
EZK;PLANAIR;;;1;;;;;1
EZK;Planmaat;;;2;;;;;2
EZK;PlasBossinade Notarissen N.V.;;;1;;;;;1
EZK;Platform Duurzame Biobrandstoffen;;;2;;;;;2
EZK;PMI - Palma Market Introductions S.L.;;;2;;;;;2
EZK;Podium Bur. voor Educatieve Communicatie B.V.;;;2;;;;;2
EZK;Polpo B.V.;;;2;;;;;2
EZK;Pondera Consult B.V.;;;4;;;;;4
EZK;Port Consultants Rotterdam B.V.;;;3;;;;;3
EZK;Port of Amsterdam International B.V.;;;2;;;;;2
EZK;Portland Pr Limited;;;3;;;;;3
EZK;Pöyry Deutschland GmbH;;;4;;;;;4
EZK;Pöyry Management Consulting Ltd;;;3;;;;;3
EZK;PPD Consultants Limited;;;1;;;;;1
EZK;Prakken d'Oliveira Human Rights Law. Coöp. UA;;;;;1;;;1
EZK;Praktijk voor Nieuwe Landbouw;;;1;;;;;1
EZK;PRCS Performance Delivery B.V.;;;2;;;;;2
EZK;Précon Consulting Group B.V.;;;2;;;;;2
EZK;Pricewaterhousecoopers Advisory N.V.;;;7;;;;;7
EZK;Primo Marine Group B.V.;;;2;;;;;2
EZK;Prins Land, Water & Food Consultancy;;;2;;;;;2
EZK;Procap B.V.;;;2;;;;;2
EZK;Prodea Consulting;;;1;;;;;1
EZK;ProductIP B.V.;;;1;;;;;1
EZK;Profesionales Asociados S.A.;;;1;;;;;1
EZK;Profound Advisers in Development B.V.;;;4;;;;;4
EZK;Profundo B.V.;;;3;;;;;3
EZK;PROFYTA B.V.;;;3;;;;;3
EZK;Project 13;;;2;;;;;2
EZK;Projectbureau ECUB B.V.;;;1;;;;;1
EZK;ProMedia Events & Conferences B.V.;;;1;;;;;1
EZK;ProVerde B.V.;;;4;;;;;4
EZK;Public Mediation (PM);;;2;;;;;2
EZK;PubliContact B.V.;;;5;;;;;5
EZK;Publiek Denken;;;2;;;;;2
EZK;Publiquest, de Communicatie Coöperatie UA;;;2;;;;;2
EZK;Q&A Quality Assistance;;;1;;;;;1
EZK;QBISnl B.V.;;;1;;;;;1
EZK;Q-con GmbH;;;1;;;;;1
EZK;Qeam B.V.;;;2;;;;;2
EZK;QILZ;;;2;;;;;2
EZK;Q-Modus;;;3;;;;;3
EZK;Quality Services Certification (QSC) B.V.;;;2;;;;;2
EZK;Quatro Software B.V.;;;1;;;;;1
EZK;Quest Consult;;;3;;;;;3
EZK;Quingenti Consultancy;;;3;;;;;3
EZK;Quint;2;;;;;;;2
EZK;Quintens Advies & Management B.V.;;;2;;;;;2
EZK;Quintensis B.V.;;;3;;;;;3
EZK;Qurato B.V.;;;1;;;;;1
EZK;R.G. Campen;;;2;;;;;2
EZK;Rabo Partnerships B.V.;;;2;;;;;2
EZK;Radicand Economics;;;1;;;;;1
EZK;Rafiki;;;1;;;;;1
EZK;raimond hafkenscheid strategie & advies;;;2;;;;;2
EZK;Ralph A. Arbeid International Leather Expert;;;2;;;;;2
EZK;Raypack B.V.;;;1;;;;;1
EZK;RDC Group B.V.;;;2;;;;;2
EZK;Real Time Renewables;;;1;;;;;1
EZK;Realtime B.V.;;;2;;;;;2
EZK;Reaseuro;;;2;;;;;2
EZK;Rebel Economics & Transactions B.V.;;;3;;;;;3
EZK;Rebel Energy B.V.;;;3;;;;;3
EZK;Rebel Group;;;2;;;;;2
EZK;Rebelgroup Advisory B.V.;;;2;;;;;2
EZK;RebelGroup International B.V.;;;6;;;;;6
EZK;Red Thunderbird Agency;;;1;;;;;1
EZK;Redactie Ridderkerk;;;1;;;;;1
EZK;Refinitiv Netherlands B.V.;;;1;;;;;1
EZK;RegelDirect;;;2;;;;;2
EZK;Regioplan Beleidsonderzoek B.V.;;;2;;;;;2
EZK;Remie Bedrijfsadvies B.V.;;;1;;;;;1
EZK;Remlicht;;;1;;;;;1
EZK;REMONDIS Gevaarlijk Afval B.V.;;;1;;;;;1
EZK;Rendac Son B.V.;;;1;;;;;1
EZK;Renewi Nederland B.V.;;;4;;;;;4
EZK;Rentalsplit B.V.;;;2;;;;;2
EZK;Republiq NL B.V.;;;3;;;;;3
EZK;Resilience B.V.;;;4;;;;;4
EZK;Resource Management LLC;;;2;;;;;2
EZK;Restaurant De Basiliek B.V.;;;1;;;;;1
EZK;Restaurant La Viña;;;1;;;;;1
EZK;Rewheel Oy;;;1;;;;;1
EZK;Rhebergen B.V.;;;1;;;;;1
EZK;Rho Adviseurs B.V.;;;2;;;;;2
EZK;Rick Nobel;;;2;;;;;2
EZK;Right Marktonderzoek en Advies B.V.;;;1;;;;;1
EZK;Rik Martens Consultancy Services;;;1;;;;;1
EZK;Rikkers Infographics;;;2;;;;;2
EZK;Rise;;;2;;;;;2
EZK;RISE Innventia AB;;;2;;;;;2
EZK;Robert van den Heuvel Consulting;;;2;;;;;2
EZK;Rockefy Digital Strategy;;;1;;;;;1
EZK;Roelf van Til Producties;;;1;;;;;1
EZK;ROM3D B.V.;;;2;;;;;2
EZK;Room for Food;;;1;;;;;1
EZK;Royal GD;;;1;;;;;1
EZK;RPS Energy Ltd;;;5;;;;;5
EZK;RSM Netherlands (GRC) Consultancy B.V.;;;3;;;;;3
EZK;Ruigrok NetPanel;;;2;;;;;2
EZK;Ruinemans Aquarium B.V.;;;2;;;;;2
EZK;Ruitenberg-advies Duurzaam Denken en DOEN;;;2;;;;;2
EZK;Saafconsult B.V.;;;3;;;;;3
EZK;Sabine van den Berg Communicatie;;;4;;;;;4
EZK;Safe Site B.V.;;;1;;;;;1
EZK;Saladerie Excellent;;;1;;;;;1
EZK;Sales & Pepper B.V.;;;1;;;;;1
EZK;Samenwerkingsorganisatie De Wolden/Hoogeveen;;;2;;;;;2
EZK;SAMR;;;2;;;;;2
EZK;Sander Koenen - creative;;;2;;;;;2
EZK;Saskia Ivens;;;2;;;;;2
EZK;Satelligence B.V.;;;2;;;;;2
EZK;Schaal X B.V.;;;1;;;;;1
EZK;Schultze Interim Management;;;3;;;;;3
EZK;Schuttelaar & Partners, Maatsch. Comm. B.V.;;;2;;;;;2
EZK;Schwandt Information Design;;;1;;;;;1
EZK;Science and Technology B.V.;;;2;;;;;2
EZK;Science ON AIR;;;1;;;;;1
EZK;ScienceWorks B.V.;;;1;;;;;1
EZK;Seats2Meet.com International B.V.;;;1;;;;;1
EZK;Seats2Meet.com Utrecht B.V.;;;1;;;;;1
EZK;Seba Cultuurmanagement B.V.;;;1;;;;;1
EZK;Secretariaat Geuzenstaete B.V.;;;1;;;;;1
EZK;Serpo;;;5;;;;;5
EZK;Servicio Murciano de Salud;;;1;;;;;1
EZK;Seyst Finance & Strategy B.V.;;;1;;;;;1
EZK;SGS Nederland B.V.;;;5;;;;;5
EZK;SGS Search Milieu;;;1;;;;;1
EZK;Shared Business B.V.;;;1;;;;;1
EZK;Shayashone Trading plc;;;1;;;;;1
EZK;Shore Monitoring & Research B.V.;;;4;;;;;4
EZK;Sia Partners;;;3;;;;;3
EZK;Sigaloff Advies;;;1;;;;;1
EZK;Silvia de Vaan B.V.;;;1;;;;;1
EZK;Sinc Media B.V.;;;1;;;;;1
EZK;Sira Consulting B.V.;;;4;;;;;4
EZK;SiRM Healthcare B.V.;;;4;;;;;4
EZK;Sitech Services B.V.;;;4;;;;;4
EZK;Sizo Solutions B.V.;;;2;;;;;2
EZK;Sjoerd van der Hucht Fotografie;;;1;;;;;1
EZK;Skils B.V.;;;1;;;;;1
EZK;SKW Schwarz Rechtsanwälte;;;1;;2;;;2
EZK;SkyGeo Netherlands B.V.;;;1;;;;;1
EZK;Slimmer AI;;;2;;;;;2
EZK;Smarp Oy;;;2;;;;;2
EZK;Smart Safe & Resilient Mainports;;;2;;;;;2
EZK;Smart Services Sarl;;;1;;;;;1
EZK;SmartGreenScans;;;1;;;;;1
EZK;Smartland;;;2;;;;;2
EZK;Snavelenburg Beheer B.V.;;;1;;;;;1
EZK;So Expo B.V.;;;3;;;;;3
EZK;Sogeti Nederland B.V.;7;;;;;;;7
EZK;Sol Cocreatie;;;2;;;;;2
EZK;Solid Port Solutions;;;2;;;;;2
EZK;Solidaridad;;;2;;;;;2
EZK;Solidaridad Network Asia Limited;;;2;;;;;2
EZK;Solly Levy Consulting;;;3;;;;;3
EZK;Solly Levy Projects;;;2;;;;;2
EZK;Solyse B.V.;;;2;;;;;2
EZK;SOOH;;;2;;;;;2
EZK;Source Ethiopia Tours Plc;;;1;;;;;1
EZK;Spaceconsultants;;;2;;;;;2
EZK;SpaceHolding B.V.;;;2;;;;;2
EZK;SPANG31;;;2;;;;;2
EZK;Spanish Business Support;;;1;;;;;1
EZK;Speak Freak;;;1;;;;;1
EZK;Spielwork B.V.;;;1;;;;;1
EZK;SPMS-Serviços Partilhados do Ministério da Saúde, EPE;;;3;;;;;3
EZK;Sprekershuys B.V.;;;1;;;;;1
EZK;Sprengers Advocaten;;;1;;1;;;1
EZK;SpringCo B.V.;;;2;;;;;2
EZK;Springer Customer Service Center GmbH;;;1;;;;;1
EZK;Springnest Travelnest Marketing (Pty) Ltd;;;1;;;;;1
EZK;SPWAdvies;;;1;;;;;1
EZK;Square Commodities;;;1;;;;;1
EZK;Squarewise;;;2;;;;;2
EZK;StadsWormerij;;;2;;;;;2
EZK;Stampa Communications B.V.;;;2;;;;;2
EZK;Standard Bank;;;2;;;;;2
EZK;Stapper Duurzaam Advies;;;2;;;;;2
EZK;Start People;4;;;;;;;4
EZK;Startup Genome LLC;;;2;;;;;2
EZK;Station 10 B.V.;;;2;;;;;2
EZK;Statista GmbH;;;1;;;;;1
EZK;STB Automatisering & Advies B.V.;;;2;;;;;2
EZK;STC-Group Holding B.V.;;;2;;;;;2
EZK;STC-NESTRA B.V.;;;4;;;;;4
EZK;STC-SA (Pty) Ltd;;;2;;;;;2
EZK;Stecia International;;;1;;;;;1
EZK;Stelvio Coaching & Advies;1;;1;;;;;1
EZK;Sterkliniek Hillegom B.V.;;;1;;;;;1
EZK;Sterkom B.V.;;;1;;;;;1
EZK;Steward Redqueen B.V.;;;1;;;;;1
EZK;Stg. Amsterdam Inst. for Adv. Metropol. Sol.;;;2;;;;;2
EZK;Stg. Beheer Derdengelden PlasBossinade Advo.;;;;;1;;;1
EZK;Stg. Beheer Derdengelden Wormhoudt Advocaten;;;1;;;;;1
EZK;Stg. Beheer Sportvoorz. in de Gem. Ten Boer;;;1;;;;;1
EZK;Stg. Bur. Commissie v.d. Mil.-Effectrapport.;;;3;;;;;3
EZK;Stg. Dierenamb. Haarl. e.o., H'meer. & Aalsm.;;;1;;;;;1
EZK;Stg. Dierenamb. Z-H Zuid van de Dierenbesch.;;;1;;;;;1
EZK;Stg. Dierenambul. Twente van de Dierenbesch.;;;1;;;;;1
EZK;Stg. Dierenambulance Doetinchem en omstreken;;;1;;;;;1
EZK;Stg. Dierenopvang Rijnmond vd Dierenbescherm.;;;1;;;;;1
EZK;Stg. Dierentehuizen voor Leiden en omstreken;;;1;;;;;1
EZK;Stg. European Centre for Eco and Agro Tourism;;;3;;;;;3
EZK;Stg. Exp.netwerk duurz. landbw./voeds.prod.;;;1;;;;;1
EZK;Stg. Kennis Centrum Aanpak Fund.problematiek;;;3;;;;;3
EZK;Stg. Klimaatvriendel. Aanbesteden/Ondernemen;;;1;;;;;1
EZK;Stg. Maritiem Research Instituut Nederland;;;2;;;;;2
EZK;Stg. Nat. Lucht- en Ruimtevaartlaboratorium;;;4;;;;;4
EZK;Stg. Nation. Kennisplatf. Laadinfrastructuur;;;5;;;;;5
EZK;Stg. Ned.-Afrikaans Centr. voor Handelsbev.;;;4;;;;;4
EZK;Stg. Pens.fonds Benelux-Bur. Intell. Eigendom;;;1;;;;;1
EZK;Stg. SNV Nederlandse Ontwikkelingsorganisatie;;;1;;;;;1
EZK;Stg. tot Behart. van Dorpsbelangen te Krewerd;;;1;;;;;1
EZK;Stg. tot Instandh. Diergaarde Natura Artis;;;2;;;;;2
EZK;Stibbe N.V.;4;;;;;;;4
EZK;Sticht. Centr. For Int. Legal Cooperation;;;6;;;;;6
EZK;Sticht. Dierenambul. Alphen aan den Rijn e.o.;;;1;;;;;1
EZK;Sticht. HAS KennisTransfer en Bedr.opleid.;;;2;;;;;2
EZK;Sticht. IHE Delft Instit. for Water Education;;;2;;;;;2
EZK;Sticht. INT. ARCHITECTUUR BIENNALE ROTTERDAM;;;1;;;;;1
EZK;Sticht. Platform Verantwoord Huisdierenbezit;;;;;1;;;1
EZK;Stichting Accessibility;;;1;;;;;1
EZK;Stichting Adviesbureau Onroerende Zaken;;;1;;;;;1
EZK;Stichting Afrika-Studiecentrum;;;1;;;;;1
EZK;Stichting Agri-ProFocus;;;3;;;;;3
EZK;Stichting Agriterra;;;3;;;;;3
EZK;Stichting Aidenvironment;;;1;;;;;1
EZK;Stichting amsterdam&partners;;;1;;;;;1
EZK;Stichting ANMEC;;;3;;;;;3
EZK;Stichting Antares;;;1;;;;;1
EZK;Stichting Argus;;;;;1;;;1
EZK;Stichting Boerderijschool;;;2;;;;;2
EZK;Stichting BuildinG;;;4;;;;;4
EZK;Stichting Burgers & Boeren for Food;;;2;;;;;2
EZK;Stichting Buurtlab;;;2;;;;;2
EZK;Stichting Centerdata;;;3;;;;;3
EZK;Stichting Centrum voor Dierenhulpverlening';;;1;;;;;1
EZK;Stichting Chip;;;1;;;;;1
EZK;Stichting CMO STAMM Groningen Drenthe;;;2;;;;;2
EZK;Stichting Cnme-Projecten;;;2;;;;;2
EZK;Stichting Credit4Cuba;;;2;;;;;2
EZK;Stichting Crosswise Works;;;3;;;;;3
EZK;Stichting Dakpark Rotterdam;;;2;;;;;2
EZK;Stichting de Ezelshoeve;;;1;;;;;1
EZK;Stichting De Groene Belevenis;;;1;;;;;1
EZK;Stichting Deltares;;;6;;;;;6
EZK;Stichting Derdengelden Van Schooten Advocaten;;;4;;;;;4
EZK;Stichting Dierenambulance Limburg-Zuid;;;1;;;;;1
EZK;Stichting dierenambulance West Friesland;;;1;;;;;1
EZK;Stichting Dierenopvang Amsterdam;;;6;;;;;6
EZK;Stichting Dierentehuis Arnhem en Omstreken;;;1;;;;;1
EZK;Stichting Dorpshuis Wirdum;;;1;;;;;1
EZK;Stichting Dotspace;;;2;;;;;2
EZK;Stichting Dutch Biorefinery Cluster;;;2;;;;;2
EZK;Stichting Dutch Datacenter Association;;;2;;;;;2
EZK;Stichting Dutch Game Garden;;;1;;;;;1
EZK;Stichting Dutch Green Building Council;;;2;;;;;2
EZK;Stichting Dutchbasecamp;;;2;;;;;2
EZK;Stichting Economisch Instituut voor de Bouw;;;3;;;;;3
EZK;Stichting Educatief Platteland!;;;2;;;;;2
EZK;Stichting Energie Dialoog Nederland;;;2;;;;;2
EZK;Stichting Fonds Instituut Clingendael;;;4;;;;;4
EZK;Stichting GeoFort;;;2;;;;;2
EZK;Stichting Greenwish;;;2;;;;;2
EZK;Stichting GroenGelinkt;;;2;;;;;2
EZK;Stichting Hanzehogeschool Groningen;;;1;;;;;1
EZK;Stichting HAS Opleidingen;;;2;;;;;2
EZK;Stichting Het Groene Brein;;;2;;;;;2
EZK;Stichting Het Wereld Natuur Fonds-Nederland;;;4;;;;;4
EZK;Stichting HIER Klimaatbureau;;;1;;;;;1
EZK;Stichting HIER opgewekt;;;2;;;;;2
EZK;Stichting Hogeschool Leiden;;;1;;;;;1
EZK;Stichting Hogeschool Utrecht;;;2;;;;;2
EZK;Stichting Hogeschool van Arnhem en Nijmegen;;;2;;;;;2
EZK;Stichting Holland Circular Hotspot;;;2;;;;;2
EZK;Stichting Holland Pig;;;;;;;;
EZK;Stichting ICRA;;;3;;;;;3
EZK;Stichting Iguana;;;4;;;;1;4
EZK;Stichting In Fact;;;2;;;;;2
EZK;Stichting Instituut voor Bouwrecht;;;2;;;;;2
EZK;Stichting International New Town Institute;;;1;;;;;1
EZK;Stichting ISPT;;;1;;;;;1
EZK;Stichting ISSO;;;4;;;;;4
