FID,hoogte,soort,jaar,se_anno_cad_data,gdb_geomattr_data,shape
tophoogte.351,5.8,nat,1977,,,POINT (103866.27299999818 398975.311999999)
tophoogte.352,6,nat,1977,,,POINT (102593.52299999818 398974.936999999)
tophoogte.353,6.3,nat,1977,,,POINT (104254.67199999839 398258.375)
tophoogte.354,6.5,nat,1977,,,POINT (104545.6799999997 398257.875)
tophoogte.355,5.7,nat,1977,,,POINT (104796.82800000161 398257.5940000005)
tophoogte.356,3.2,nat,1977,,,POINT (109151.38300000131 398256.0309999995)
tophoogte.357,6,nat,1977,,,POINT (104725.4609999992 398256)
tophoogte.358,2.9,nat,1977,,,POINT (105273.20300000161 398255.2190000005)
tophoogte.359,2.9,nat,1977,,,POINT (109294.0940000005 398254.9059999995)
tophoogte.360,5.3,nat,1977,,,POINT (100465.79699999839 398254.625)
tophoogte.361,4.3,nat,1977,,,POINT (105616.77299999818 398253.625)
tophoogte.362,5.8,nat,1977,,,POINT (106113.22700000182 398252.9059999995)
tophoogte.363,3.6,kunst,1979,,,POINT (109925.3590000011 398250.313000001)
tophoogte.364,5,nat,1977,,,POINT (108384.45300000161 398250.0309999995)
tophoogte.365,3.2,nat,1977,,,POINT (100262.02299999818 398249.061999999)
tophoogte.366,5.6,nat,1977,,,POINT (106750.5940000005 398248.2809999995)
tophoogte.367,7,kunst,1978,,,POINT (102516.13300000131 398247.3440000005)
tophoogte.368,6.5,nat,1977,,,POINT (103930.31300000101 398244.5940000005)
tophoogte.369,3.3,nat,1977,,,POINT (108929.88300000131 398243.4059999995)
tophoogte.370,8.5,kunst,1978,,,POINT (103017.13300000131 398242.2809999995)
tophoogte.371,4.6,nat,1978,,,POINT (101331.97700000182 398241.0940000005)
tophoogte.372,3.6,nat,1977,,,POINT (105104.24199999869 398238.7190000005)
tophoogte.373,1.9,nat,1977,,,POINT (100128.3590000011 398236.436999999)
tophoogte.374,3.1,nat,1977,,,POINT (109655.5940000005 398236.186999999)
tophoogte.375,5,nat,1978,,,POINT (101434.5309999995 398233.5940000005)
tophoogte.376,5.7,nat,1977,,,POINT (106031.0940000005 398233.0940000005)
tophoogte.377,6.1,kunst,1978,,,POINT (101554.8909999989 398232.625)
tophoogte.378,9.1,kunst,1978,,,POINT (102875.38300000131 398232.2190000005)
tophoogte.379,4.1,nat,1977,,,POINT (100606.75 398231.4059999995)
tophoogte.380,2.4,nat,1977,,,POINT (100914.1559999995 398229.5940000005)
tophoogte.381,4.8,nat,1977,,,POINT (100319.6559999995 398229.3440000005)
tophoogte.382,4.9,nat,1977,,,POINT (104921.6090000011 398229.1559999995)
tophoogte.383,3.5,nat,1977,,,POINT (105512.02299999818 398228.875)
tophoogte.384,4.9,nat,1977,,,POINT (105682.4059999995 398228.8440000005)
tophoogte.385,7.8,kunst,1978,,,POINT (102681.8590000011 398228.813000001)
tophoogte.386,4.8,nat,1977,,,POINT (100527.72700000182 398227.2809999995)
tophoogte.387,2.7,nat,1977,,,POINT (100018.32800000161 398225.313000001)
tophoogte.388,6.2,nat,1977,,,POINT (104293.3440000005 398224.0940000005)
tophoogte.389,6.2,nat,1978,,,POINT (101735.64799999818 398223.9059999995)
tophoogte.390,2.3,nat,1977,,,POINT (100212.4299999997 398223.7809999995)
tophoogte.391,3.8,nat,1977,,,POINT (100716.75 398223.75)
tophoogte.392,6.6,kunst,1978,,,POINT (102219.39799999818 398222.4690000005)
tophoogte.393,6.8,nat,1978,,,POINT (101833.6559999995 398221.7809999995)
tophoogte.394,2.4,nat,1977,,,POINT (100819.63300000131 398219.686999999)
tophoogte.395,5.7,nat,1978,,,POINT (102130.49199999869 398218.436999999)
tophoogte.396,4.3,nat,1978,,,POINT (101231.2890000008 398217.313000001)
tophoogte.397,3.4,nat,1977,,,POINT (108554.1559999995 398217.25)
tophoogte.398,4.9,nat,1977,,,POINT (107046 398216.5)
tophoogte.399,5.8,nat,1977,,,POINT (106425.61699999869 398215.9690000005)
tophoogte.400,2.8,nat,1977,,,POINT (105344.60200000182 398215.936999999)
tophoogte.401,6.2,kunst,1978,,,POINT (103774.99199999869 398215.061999999)
tophoogte.402,3,nat,1977,,,POINT (109037.6409999989 398213.7809999995)
tophoogte.403,4.2,kunst,1979,,,POINT (109736.22700000182 398213.625)
tophoogte.404,7.2,kunst,1977,,,POINT (103993.1090000011 398212.4690000005)
tophoogte.405,5.7,nat,1978,,,POINT (101640.10200000182 398212.0309999995)
tophoogte.406,6.6,nat,1977,,,POINT (104640.64799999818 398211.061999999)
tophoogte.407,8.6,kunst,1978,,,POINT (102776.72700000182 398210.9690000005)
tophoogte.408,3.5,nat,1977,,,POINT (101015.39799999818 398210.25)
tophoogte.409,6.5,nat,1977,,,POINT (104390.75 398207.25)
tophoogte.410,7.5,kunst,1978,,,POINT (103320.1409999989 398207.1559999995)
tophoogte.411,5.2,nat,1977,,,POINT (108508.7890000008 397449.3440000005)
tophoogte.412,3.5,nat,1977,,,POINT (108371.4059999995 397448.4059999995)
tophoogte.413,7.3,nat,1977,,,POINT (104166.4059999995 397448.313000001)
tophoogte.414,6.2,nat,1977,,,POINT (106356.63300000131 397446.1559999995)
tophoogte.415,4.9,nat,1978,,,POINT (101153.14799999818 397446.061999999)
tophoogte.416,2.8,nat,1977,,,POINT (105609.7809999995 397444.375)
tophoogte.417,5.5,nat,1977,,,POINT (106568.6559999995 397443.875)
tophoogte.418,5.7,nat,1977,,,POINT (106162.85200000182 397441.5)
tophoogte.419,6.6,kunst,1978,,,POINT (100769.3909999989 397440.9059999995)
tophoogte.420,7.5,kunst,1978,,,POINT (103987.0940000005 397440)
tophoogte.421,5.6,nat,1977,,,POINT (106267.2109999992 397439.3440000005)
tophoogte.422,7.1,nat,1977,,,POINT (104880.4299999997 397437.625)
tophoogte.423,6.5,nat,1977,,,POINT (100524.9690000005 397437.2190000005)
tophoogte.424,6.3,nat,1977,,,POINT (100416.22700000182 397434.4690000005)
tophoogte.425,4.7,nat,1977,,,POINT (109192.04699999839 397433.5)
tophoogte.426,5.6,nat,1977,,,POINT (100315.10200000182 397431.936999999)
tophoogte.427,6.5,nat,1977,,,POINT (105047.97700000182 397427.9690000005)
tophoogte.428,5.5,nat,1977,,,POINT (105931.95300000161 397427.688000001)
tophoogte.429,5.9,nat,1977,,,POINT (100005.6409999989 397427.6559999995)
tophoogte.430,4.8,nat,1977,,,POINT (107677.27299999818 397427.4690000005)
tophoogte.431,7.4,nat,1977,,,POINT (104746.79699999839 397427)
tophoogte.432,7.6,nat,1977,,,POINT (104286.9059999995 397424.9690000005)
tophoogte.433,7.6,nat,1977,,,POINT (104475.0700000003 397424.5940000005)
tophoogte.434,6.4,kunst,1978,,,POINT (102013.61699999869 397424.063000001)
tophoogte.435,4.4,nat,1978,,,POINT (101405.68699999899 397422.938000001)
tophoogte.436,6.8,nat,1977,,,POINT (100111.06300000101 397422.813000001)
tophoogte.437,5.3,nat,1977,,,POINT (106784.8909999989 397421.7190000005)
tophoogte.438,3.1,nat,1977,,,POINT (105517.22700000182 397421.563000001)
tophoogte.439,6.1,nat,1977,,,POINT (100220.04699999839 397420.75)
tophoogte.440,7.4,kunst,1978,,,POINT (102260.43800000101 397419.5309999995)
tophoogte.441,2.8,nat,1977,,,POINT (105430.88300000131 397419.2809999995)
tophoogte.442,5.8,nat,1977,,,POINT (106982.1559999995 397414.688000001)
tophoogte.443,5.7,nat,1977,,,POINT (108038.0390000008 397412.0940000005)
tophoogte.444,6.6,nat,1977,,,POINT (105167.49199999869 397410.75)
tophoogte.445,5.6,nat,1977,,,POINT (108595.92199999839 397409.188000001)
tophoogte.446,6.4,nat,1977,,,POINT (106468.4059999995 397408.938000001)
tophoogte.447,9.1,kunst,1978,,,POINT (103339.36699999869 397408.375)
tophoogte.448,5.9,nat,1977,,,POINT (100328.77299999818 397406)
tophoogte.449,6.7,kunst,1978,,,POINT (102145.57800000161 397405.75)
tophoogte.450,5.5,nat,1978,,,POINT (101071.92199999839 397405.6559999995)
tophoogte.451,7,kunst,1978,,,POINT (100592.72700000182 397403.0309999995)
tophoogte.452,5.8,nat,1977,,,POINT (100419.20300000161 397402.7190000005)
tophoogte.453,5.8,nat,1978,,,POINT (101917.00800000131 397402.063000001)
tophoogte.454,5.8,nat,1977,,,POINT (106066.8909999989 397401.2190000005)
tophoogte.455,4.5,nat,1977,,,POINT (109610.1090000011 397399.4690000005)
tophoogte.456,6,nat,1978,,,POINT (100822.1409999989 397397.375)
tophoogte.457,3.5,nat,1977,,,POINT (105680.11699999869 397396.9690000005)
tophoogte.458,3.9,nat,1977,,,POINT (109337.3590000011 397396.561999999)
tophoogte.459,6.3,nat,1977,,,POINT (100491.3440000005 397393.6559999995)
tophoogte.460,4.7,nat,1977,,,POINT (107815.47700000182 397393.375)
tophoogte.461,4.1,nat,1978,,,POINT (101313.0940000005 397393.0309999995)
tophoogte.462,6.4,nat,1977,,,POINT (104582.31300000101 397392.7190000005)
tophoogte.463,5.6,nat,1977,,,POINT (108727.38300000131 397392.4059999995)
tophoogte.464,5.5,nat,1977,,,POINT (106690.25800000131 397391.313000001)
tophoogte.465,7.3,nat,1977,,,POINT (104361.38300000131 397391)
tophoogte.466,5.5,nat,1977,,,POINT (106175.02299999818 397390.6559999995)
tophoogte.467,6.2,nat,1977,,,POINT (105080.02299999818 397390.188000001)
tophoogte.468,5.3,nat,1978,,,POINT (101739.70300000161 397389.938000001)
tophoogte.469,5,kunst,1977,,,POINT (105178.7809999995 399601.936999999)
tophoogte.470,3.3,nat,1977,,,POINT (101780.04699999839 399600.5)
tophoogte.471,2.3,nat,1977,,,POINT (100810.47700000182 399599.561999999)
tophoogte.472,5.3,nat,1977,,,POINT (102051.24199999869 399598.0940000005)
tophoogte.473,4.9,nat,1965,,,POINT (106731.85200000182 399597.061999999)
tophoogte.474,5.6,nat,1977,,,POINT (105255.45300000161 399596.9059999995)
tophoogte.475,3.3,nat,1977,,,POINT (108755.5 399596.7190000005)
tophoogte.476,6,nat,1977,,,POINT (102496.36699999869 399593.375)
tophoogte.477,4.2,nat,1965,,,POINT (106935.24199999869 399593.0309999995)
tophoogte.478,3.7,nat,1977,,,POINT (109267.17199999839 399592.8440000005)
tophoogte.479,4.6,nat,1965,,,POINT (106622.63300000131 399592.1559999995)
tophoogte.480,5.5,nat,1977,,,POINT (102283.81199999899 399591.875)
tophoogte.481,3.7,nat,1977,,,POINT (109847.6559999995 399591.0940000005)
tophoogte.482,6.3,nat,1977,,,POINT (105914.8909999989 399589.5940000005)
tophoogte.483,1.4,nat,1977,,,POINT (100464.9299999997 399587.75)
tophoogte.484,2.8,nat,1977,,,POINT (109083.7890000008 399586.0940000005)
tophoogte.485,6,nat,1977,,,POINT (106416.6559999995 399586.0309999995)
tophoogte.486,3.9,nat,1977,,,POINT (100772.5940000005 399584.936999999)
tophoogte.487,3,nat,1977,,,POINT (101463.29699999839 399584.9059999995)
tophoogte.488,3.1,nat,1977,,,POINT (101564.10200000182 399583.7809999995)
tophoogte.489,5.2,nat,1977,,,POINT (102177.88300000131 399583.125)
tophoogte.490,2.2,nat,1977,,,POINT (100191.79699999839 399582.875)
tophoogte.491,5.4,nat,1977,,,POINT (105704.07800000161 399582.25)
tophoogte.492,3.2,nat,1978,,,POINT (104661.9059999995 399581.9690000005)
tophoogte.493,5,nat,1965,,,POINT (106529.8909999989 399581.5309999995)
tophoogte.494,2.9,nat,1977,,,POINT (100591.95300000161 399581.3440000005)
tophoogte.495,2,nat,1977,,,POINT (101265.7109999992 399581.0309999995)
tophoogte.496,3.7,nat,1977,,,POINT (108546.42199999839 399580.7190000005)
tophoogte.497,4.6,nat,1977,,,POINT (108179.7190000005 399578.875)
tophoogte.498,4.4,nat,1965,,,POINT (107383.86699999869 399577.625)
tophoogte.499,5.5,nat,1977,,,POINT (105317.2890000008 399575.186999999)
tophoogte.500,2.7,nat,1977,,,POINT (109173.61699999869 399575.125)
tophoogte.501,4.6,nat,1965,,,POINT (107807.67199999839 399574.2809999995)
tophoogte.502,5.4,nat,1977,,,POINT (102666.9059999995 399572.5309999995)
tophoogte.503,5.6,nat,1977,,,POINT (106334.04699999839 399572.311999999)
tophoogte.504,3.1,nat,1977,,,POINT (108836.38300000131 399572.0940000005)
tophoogte.505,3.7,nat,1977,,,POINT (101670.95300000161 399571.9690000005)
tophoogte.506,3.5,nat,1977,,,POINT (109628.4059999995 399571.8440000005)
tophoogte.507,3.8,nat,1977,,,POINT (109404.95300000161 399571.686999999)
tophoogte.508,3.9,nat,1977,,,POINT (102871.06300000101 399571.2809999995)
tophoogte.509,3,nat,1977,,,POINT (109740.3909999989 399570.9059999995)
tophoogte.510,0.5,nat,1977,,,POINT (100347.25800000131 399569.5309999995)
tophoogte.511,3.4,nat,1977,,,POINT (101901.50800000131 399568.7809999995)
tophoogte.512,3.9,nat,1977,,,POINT (108918.11699999869 399568.2809999995)
tophoogte.513,5,nat,1977,,,POINT (105772.31300000101 399567.875)
tophoogte.514,5.1,nat,1977,,,POINT (104929.97700000182 399567.4059999995)
tophoogte.515,3.9,kunst,1977,,,POINT (103127.52299999818 399566.938000001)
tophoogte.516,1.6,nat,1977,,,POINT (100996.45300000161 399565.9059999995)
tophoogte.517,4.8,nat,1977,,,POINT (105611.29699999839 399564.7809999995)
tophoogte.518,3.8,nat,1977,,,POINT (109917.35200000182 399564.5)
tophoogte.519,4.6,nat,1977,,,POINT (108463.2890000008 399563.438000001)
tophoogte.520,4.5,nat,1977,,,POINT (102764.1090000011 399562.7809999995)
tophoogte.521,5.2,nat,1977,,,POINT (105530.02299999818 399562.4690000005)
tophoogte.522,0.7,nat,1977,,,POINT (101083.7809999995 399562.3440000005)
tophoogte.523,1.9,nat,1977,,,POINT (100850.79699999839 399559.3440000005)
tophoogte.524,4.5,nat,1965,,,POINT (108099.1090000011 399559.063000001)
tophoogte.525,5.2,nat,1977,,,POINT (102383.68800000101 399559)
tophoogte.526,3.3,nat,1977,,,POINT (102969.00800000131 399558)
tophoogte.527,6,nat,1977,,,POINT (103975.2109999992 398974.6559999995)
tophoogte.528,4.9,nat,1965,,,POINT (107575.82800000161 398974.5940000005)
tophoogte.529,7.1,nat,1977,,,POINT (102182.1409999989 398973.625)
tophoogte.530,4.7,nat,1965,,,POINT (107421.42199999839 398973.25)
tophoogte.531,2.9,nat,1977,,,POINT (100889.38300000131 398972.5309999995)
tophoogte.532,4.4,nat,1977,,,POINT (101518.8440000005 398972.313000001)
tophoogte.533,7,nat,1977,,,POINT (102288.7809999995 398971.9690000005)
tophoogte.534,4.8,nat,1965,,,POINT (107303.07800000161 398971.438000001)
tophoogte.535,3.5,nat,1977,,,POINT (104467.32800000161 398971.4059999995)
tophoogte.536,6.5,nat,1977,,,POINT (101893.6409999989 398969.5309999995)
tophoogte.537,2.7,nat,1977,,,POINT (101012.9690000005 398968.5309999995)
tophoogte.538,2.7,nat,1977,,,POINT (104726.32800000161 398968.061999999)
tophoogte.539,7.6,nat,1977,,,POINT (102379.1559999995 398967.8440000005)
tophoogte.540,4.3,nat,1977,,,POINT (108864.2809999995 398967.5309999995)
tophoogte.541,5.3,nat,1977,,,POINT (105850.77299999818 398967.313000001)
tophoogte.542,4.7,nat,1977,,,POINT (101740.5 398966.6559999995)
tophoogte.543,4,nat,1977,,,POINT (100561.38300000131 398966.5)
tophoogte.544,4.8,kunst,1977,,,POINT (108590.7809999995 398966.1559999995)
tophoogte.545,1.5,nat,1977,,,POINT (100184.5940000005 398965.688000001)
tophoogte.546,4,nat,1977,,,POINT (101609.20300000161 398965.686999999)
tophoogte.547,3.5,nat,1977,,,POINT (100831.18800000101 398964.813000001)
tophoogte.548,1.7,nat,1977,,,POINT (105265.93800000101 398964.7809999995)
tophoogte.549,3.3,nat,1977,,,POINT (101215.07800000161 398964)
tophoogte.550,5.6,nat,1977,,,POINT (102671.42199999839 398963.0309999995)
tophoogte.551,4.7,nat,1965,,,POINT (107173.77299999818 398962.311999999)
tophoogte.552,3.2,nat,1977,,,POINT (104342.5940000005 398961.5)
tophoogte.553,1.7,nat,1977,,,POINT (100253.1799999997 398961.4690000005)
tophoogte.554,4.5,nat,1978,,,POINT (103085.3200000003 398958.7190000005)
tophoogte.555,4.6,nat,1977,,,POINT (100442.20300000161 398958.186999999)
tophoogte.556,3.9,kunst,1979,,,POINT (109720.75800000131 398955.7190000005)
tophoogte.557,3.7,nat,1977,,,POINT (104243.75800000131 398952.186999999)
tophoogte.558,4.6,nat,1965,,,POINT (107093.97700000182 398952.1559999995)
tophoogte.559,5.6,nat,1977,,,POINT (106283.39799999818 398951.4690000005)
tophoogte.560,5.2,nat,1977,,,POINT (106374.81199999899 398950.4059999995)
tophoogte.561,4.1,nat,1977,,,POINT (100691.9299999997 398950.188000001)
tophoogte.562,1.7,nat,1977,,,POINT (104839.47700000182 398949.5940000005)
tophoogte.563,5.3,nat,1977,,,POINT (106071.85200000182 398948.188000001)
tophoogte.564,4.7,nat,1965,,,POINT (107785.67199999839 398945.1559999995)
tophoogte.565,4.6,nat,1977,,,POINT (105732.81300000101 398943.6559999995)
tophoogte.566,2.3,nat,1977,,,POINT (105531.95300000161 398943.5940000005)
tophoogte.567,4,nat,1977,,,POINT (105640.88300000131 398940.9059999995)
tophoogte.568,1.1,nat,1977,,,POINT (105082.4609999992 398940.75)
tophoogte.569,4.8,nat,1965,,,POINT (106967.45300000161 398940.7190000005)
tophoogte.570,5.2,nat,1977,,,POINT (106185.81300000101 398938.375)
tophoogte.571,5,nat,1977,,,POINT (104138.52299999818 398933.7809999995)
tophoogte.572,4.8,kunst,1977,,,POINT (108419.17199999839 398930.125)
tophoogte.573,5.6,nat,1977,,,POINT (105942.22700000182 398928.6559999995)
tophoogte.574,6.8,nat,1977,,,POINT (102027.75 398928.3440000005)
tophoogte.575,5.3,nat,1977,,,POINT (106520.45300000161 398927.936999999)
tophoogte.576,3.7,nat,1977,,,POINT (101337.7890000008 398927.4690000005)
tophoogte.577,4,nat,1977,,,POINT (101415.22700000182 398926.7190000005)
tophoogte.578,4.3,nat,1977,,,POINT (108101.2190000005 398926.2190000005)
tophoogte.579,5.7,nat,1977,,,POINT (103930 398926.188000001)
tophoogte.580,2.4,nat,1977,,,POINT (100322.2109999992 398926)
tophoogte.581,5.4,nat,1965,,,POINT (106819.3200000003 398924.3440000005)
tophoogte.582,4.3,nat,1977,,,POINT (100515.0390000008 398922.7190000005)
tophoogte.583,6.2,nat,1977,,,POINT (104036.88300000131 398921.2190000005)
tophoogte.584,4,nat,1977,,,POINT (100813.56300000101 398920.938000001)
tophoogte.585,7,kunst,1978,,,POINT (103625.38300000131 398206.311999999)
tophoogte.586,3.4,nat,1977,,,POINT (105260.22700000182 398206.0309999995)
tophoogte.587,4,nat,1977,,,POINT (105029.39799999818 398205.4059999995)
tophoogte.588,6,nat,1977,,,POINT (106153.8440000005 398203.125)
tophoogte.589,4.9,nat,1977,,,POINT (105776.22700000182 398202.375)
tophoogte.590,3.2,nat,1977,,,POINT (100260.9059999995 398202.0940000005)
tophoogte.591,4.9,nat,1977,,,POINT (104753.35200000182 398201.5)
tophoogte.592,2.5,nat,1977,,,POINT (109395.61699999869 398201.4690000005)
tophoogte.593,6.4,nat,1977,,,POINT (104178.9299999997 398199.9059999995)
tophoogte.594,5.7,nat,1977,,,POINT (106626.9059999995 398199)
tophoogte.595,8.2,kunst,1978,,,POINT (103166.4609999992 398198.186999999)
tophoogte.596,3.9,nat,1977,,,POINT (105584.4690000005 398196.438000001)
tophoogte.597,4.1,nat,1978,,,POINT (101124.5 398193.8440000005)
tophoogte.598,7,kunst,1978,,,POINT (103495.5309999995 398192.375)
tophoogte.599,6.1,nat,1977,,,POINT (106521.72700000182 398191.25)
tophoogte.600,5.6,nat,1977,,,POINT (105910.74199999869 398190.1559999995)
tophoogte.601,4.5,nat,1977,,,POINT (107829.77299999818 398190.1559999995)
tophoogte.602,5.5,nat,1977,,,POINT (106912.02299999818 398189.125)
tophoogte.603,3.9,nat,1977,,,POINT (100657.4690000005 398188.375)
tophoogte.604,5,nat,1977,,,POINT (108269.06300000101 398186.4690000005)
tophoogte.605,5.3,nat,1977,,,POINT (104526.22700000182 398185.0940000005)
tophoogte.606,2,nat,1977,,,POINT (100115.5390000008 398184.188000001)
tophoogte.607,2.7,nat,1977,,,POINT (100755.5309999995 398183.813000001)
tophoogte.608,5.1,nat,1977,,,POINT (100365.02299999818 398180.5)
tophoogte.609,3.5,nat,1977,,,POINT (108638 398179.9059999995)
tophoogte.610,2.1,nat,1977,,,POINT (105435.29699999839 398178.313000001)
tophoogte.611,7,nat,1977,,,POINT (106441.4059999995 398178.2809999995)
tophoogte.612,6.1,nat,1977,,,POINT (106238.77299999818 398178.25)
tophoogte.613,5.5,nat,1977,,,POINT (100423.9609999992 398178.063000001)
tophoogte.614,4.1,nat,1977,,,POINT (107454.88300000131 398176.438000001)
tophoogte.615,2.1,nat,1977,,,POINT (100176.24199999869 398176.1559999995)
tophoogte.616,6.4,nat,1977,,,POINT (104083.56199999899 398175.3440000005)
tophoogte.617,3.6,nat,1977,,,POINT (105134.3440000005 398170.75)
tophoogte.618,5.7,nat,1977,,,POINT (104852.4690000005 398170.686999999)
tophoogte.619,4.3,nat,1977,,,POINT (107704.4690000005 398170.0940000005)
tophoogte.620,6.8,kunst,1978,,,POINT (102424.5309999995 398167.6559999995)
tophoogte.621,3,nat,1977,,,POINT (109523.4059999995 398165.9059999995)
tophoogte.622,7.3,nat,1978,,,POINT (102118.27299999818 398164.438000001)
tophoogte.623,6.8,nat,1977,,,POINT (106372.52299999818 398164.2190000005)
tophoogte.624,4.6,nat,1977,,,POINT (107917.22700000182 398163.4690000005)
tophoogte.625,5.5,nat,1977,,,POINT (105813.04699999839 398157.7190000005)
tophoogte.626,8.7,kunst,1978,,,POINT (102990.77299999818 398157.625)
tophoogte.627,7.2,kunst,1978,,,POINT (103839.6799999997 398157.2809999995)
tophoogte.628,3.6,nat,1977,,,POINT (108374.79699999839 398157.125)
tophoogte.629,6.3,nat,1977,,,POINT (104426.2809999995 398156.5)
tophoogte.630,4.6,nat,1977,,,POINT (104704.3440000005 398155.813000001)
tophoogte.631,5.8,nat,1977,,,POINT (106139.8590000011 398155.75)
tophoogte.632,4.8,kunst,1978,,,POINT (101262.93800000101 398154.1559999995)
tophoogte.633,5,nat,1977,,,POINT (107177.18800000101 398151.9690000005)
tophoogte.634,5.8,nat,1977,,,POINT (105966.89799999818 398149.938000001)
tophoogte.635,3.7,nat,1979,,,POINT (109985.22700000182 398148.625)
tophoogte.636,6.1,nat,1977,,,POINT (106814.5390000008 398147.811999999)
tophoogte.637,4.5,nat,1977,,,POINT (104760.1559999995 398146.5940000005)
tophoogte.638,4.1,nat,1977,,,POINT (105042.02299999818 398143.875)
tophoogte.639,4.5,nat,1977,,,POINT (107321.88300000131 398142.9690000005)
tophoogte.640,5,nat,1978,,,POINT (101136.9059999995 398141.186999999)
tophoogte.641,2.9,nat,1977,,,POINT (108775.92199999839 398139.7190000005)
tophoogte.642,2.6,nat,1977,,,POINT (109125.5940000005 398138.8440000005)
tophoogte.643,6.3,nat,1977,,,POINT (100070.3440000005 397389.9059999995)
tophoogte.644,3.7,nat,1977,,,POINT (105278.60200000182 397389.5)
tophoogte.645,4.9,nat,1978,,,POINT (101644.4609999992 397388.7190000005)
tophoogte.646,6.3,nat,1977,,,POINT (106516.7890000008 397385)
tophoogte.647,3.5,nat,1977,,,POINT (108177.0309999995 397382.7809999995)
tophoogte.648,7.4,nat,1977,,,POINT (104862.10200000182 397382.625)
tophoogte.649,7.4,nat,1977,,,POINT (104251.11699999869 397382.0309999995)
tophoogte.650,5.5,nat,1978,,,POINT (101843 397381.188000001)
tophoogte.651,6.6,nat,1977,,,POINT (104998.70300000161 397380.2809999995)
tophoogte.652,6.6,nat,1977,,,POINT (104676.70300000161 397378.938000001)
tophoogte.653,8.6,kunst,1978,,,POINT (103105.06199999899 397378.061999999)
tophoogte.654,4.4,nat,1977,,,POINT (109431.2109999992 397377.4690000005)
tophoogte.655,3.8,nat,1977,,,POINT (105743.49199999869 397377.0309999995)
tophoogte.656,5.2,nat,1977,,,POINT (107360.06300000101 397375.061999999)
tophoogte.657,4.4,nat,1977,,,POINT (109086.60200000182 397374.4690000005)
tophoogte.658,8,kunst,1978,,,POINT (103597.4299999997 397374.313000001)
tophoogte.659,5.1,nat,1977,,,POINT (107470.25800000131 397372.375)
tophoogte.660,5.8,nat,1977,,,POINT (107911.35200000182 397372.2190000005)
tophoogte.661,3.2,nat,1977,,,POINT (105404.45300000161 397371.7190000005)
tophoogte.662,5,nat,1977,,,POINT (105853.92199999839 397370.5)
tophoogte.663,5.8,nat,1977,,,POINT (106389.47700000182 397369.2809999995)
tophoogte.664,3.5,nat,1977,,,POINT (109718.88300000131 397368.8440000005)
tophoogte.665,5.5,nat,1977,,,POINT (108859.79699999839 397367.4690000005)
tophoogte.666,6.3,nat,1978,,,POINT (100901.8440000005 397367.188000001)
tophoogte.667,5.9,nat,1977,,,POINT (106892.00800000131 397366.4690000005)
tophoogte.668,3.2,nat,1977,,,POINT (105504.4299999997 397357.9059999995)
tophoogte.669,6.1,nat,1977,,,POINT (106763.7109999992 397356.3440000005)
tophoogte.670,3.5,nat,1977,,,POINT (108271.0940000005 397354.5309999995)
tophoogte.671,4.1,nat,1977,,,POINT (107253.29699999839 397354.375)
tophoogte.672,5.7,nat,1977,,,POINT (106593.56300000101 397354.311999999)
tophoogte.673,4.4,nat,1977,,,POINT (107122.52299999818 397353.9059999995)
tophoogte.674,5.8,nat,1977,,,POINT (105957.43800000101 397353.125)
tophoogte.675,3.5,nat,1977,,,POINT (105639.75 397352.25)
tophoogte.676,5.8,nat,1977,,,POINT (106307.10200000182 397352.25)
tophoogte.677,4.6,nat,1977,,,POINT (109245.95300000161 397351.9059999995)
tophoogte.678,7,nat,1977,,,POINT (104922.36699999869 397351.7809999995)
tophoogte.679,3.8,nat,1977,,,POINT (109532.3909999989 397351.686999999)
tophoogte.680,2,nat,1977,,,POINT (101025.7190000005 399116.5)
tophoogte.681,4.7,nat,1977,,,POINT (100605.14799999818 399115.1559999995)
tophoogte.682,2.6,nat,1977,,,POINT (104404.38300000131 399114.75)
tophoogte.683,3,nat,1977,,,POINT (104309.9059999995 399114.313000001)
tophoogte.684,2.2,nat,1977,,,POINT (101126.52299999818 399113.0940000005)
tophoogte.685,2.9,nat,1977,,,POINT (101306.04699999839 399113.0309999995)
tophoogte.686,6.4,nat,1977,,,POINT (102143.79699999839 399112.5)
tophoogte.687,5.1,nat,1977,,,POINT (102808.35200000182 399112.2809999995)
tophoogte.688,2.5,nat,1977,,,POINT (104616.1409999989 399110.688000001)
tophoogte.689,5.4,nat,1977,,,POINT (102915.75800000131 399110.5940000005)
tophoogte.690,2.4,nat,1977,,,POINT (100913.3200000003 399110.313000001)
tophoogte.691,5.2,nat,1977,,,POINT (105828.95300000161 399109.6559999995)
tophoogte.692,4.6,nat,1965,,,POINT (108052.7109999992 399109.5940000005)
tophoogte.693,5.3,nat,1977,,,POINT (106057.49199999869 399108)
tophoogte.694,4.8,nat,1965,,,POINT (107424.70300000161 399107.061999999)
tophoogte.695,5.3,nat,1965,,,POINT (106807.6090000011 399103.9690000005)
tophoogte.696,2,nat,1977,,,POINT (104514.5309999995 399103.436999999)
tophoogte.697,3.8,nat,1977,,,POINT (108764.4690000005 399103.25)
tophoogte.698,4.5,nat,1977,,,POINT (102714.60200000182 399103.188000001)
tophoogte.699,3.6,nat,1977,,,POINT (109271.0700000003 399102.436999999)
tophoogte.700,5.2,nat,1977,,,POINT (105927.43800000101 399101.686999999)
tophoogte.701,1,nat,1977,,,POINT (104979.47700000182 399100.0940000005)
