Leverancier;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
Webhelp Nederland B.V.;;;6;;;;;6
Webreact B.V.;;;1;;;;;1
Weever;;;3;;;;;3
WeGo;;;2;;;;;2
Wellantcollege Naarden VMBO;;;4;;;;;4
Went Werkt Journalistiek;;;4;;;;;4
Werkmaatschappij 8KTD Burgum;;;1;;;;;1
Werkpartner B.V.;2;;;;;;;2
Werkplein Drentsche Aa;;;2;;;;;2
WIKA Pets;;;5;;;;;5
Wildfire Ventures B.V.;;;2;;;;;2
Wim Berns Management & Advies;;;1;;;;;1
Winnock B.V.;;;2;;;;;2
WIPO World Intellectual Property;;;1;;;;;1
Wirtz, Film & Experience Agency B.V.;;;1;;;;;1
Wit Communicatie;;;1;;;;;1
Witteveen+Bos;;;7;;;;;7
WM3 Energie B.V.;;;2;;;;;2
Wolfpack B.V.;;;2;;;;;2
Woodside;;;2;;;;;2
Work21 B.V.;;;1;;;;;1
Worldmeetings International B.V.;;;1;;;;;1
Worldmeetings.com B.V.;;;3;;;;;3
Worley Nederland B.V.;;;2;;;;;2
Wösten Juridisch Advies;;;;;1;;;1
Wouters Fruit B.V.;;;1;;;;;1
WPC - Wustman Potato Consultancy;;;2;;;;;2
WSK Beheer B.V.;;;2;;;;;2
WTC Zuidas Business & Conference Center B.V.;;;1;;;;;1
www.klimaatplein.com;;;1;;;;;1
Xander Smit Advies & Projectmanagement;;;3;;;;;3
Xerox (Nederland) B.V.;;;3;;;;;3
Xerox Communicatie Services;;;1;;;;;1
XeroxOBT;;;1;;;;;1
Xodus Group Limited;;;2;;;;;2
Y. Digital B.V.;;;1;;;;;1
Yacht B.V.;;;2;;2;;;2
YBO B.V.;;;2;;;;;2
YM de Boer Advies;;;1;;;;;1
Youfacilitate B.V.;;;1;;;;;1
Young Works B.V.;;;4;;;;;4
Your Next Concepts B.V.;;;2;;;;;2
ZETES B.V.;2;;;;;;;2
Zipp Media;;;2;;;;;2
ZITA consulting;;;2;;;;;2
Zonneveld ingenieurs B.V.;;;2;;;;;2
ZooLogistics B.V.;;;1;;;;;1
Zorgweb B.V.;;;2;;;;;2
Zornig;;;2;;;;;2
Zo-vital B.V.;;;1;;;;;1
ZPB Europa Bemiddeling en Administratie B.V.;;;2;;;;;2
Eindtotaal;9;5;13;2;7;5;2;13
