OBJECTID,MATERIAAL,DIEPTE,KWKSTATU,KWKOPME,KWKPLAAN,OSMOMSCH,IWS_MEMO,KWKNAAM,KSMIDENT,VERANKERING,KERIDENT,IWS_EIGENAAR,KSM_TYPE,Shape__Length,GlobalID
49329,,,300,lengte buis gemeten 48m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0062B,,4,45.0900565163014,e045facb-6ffc-4b80-a5fb-69645ec9dfbd
49330,8,,300,,,in/uittrede gestuurde boring waterleiding,,, ,,,,4,2.92868647948,18920209-983f-4183-a366-ebc66f1f2088
49331,8,,300,,,in/uittrede gestuurde boring waterleiding,,, ,,,,4,3.33070969972892,5e35521d-2dd4-42c8-a5f2-89d6c7ff120e
49332,99,,300,waterdichte opsluiting,Pieterhoeve,Pieterhoeve,Stalen damwand type PU8 met opgestorte betonnen kopbalk afm 400x1500mm,Pieterhoeve,427,,,,1,76.0604374333332,01e3d489-0f66-4ac0-82ae-be4d213a97db
49333,,,300,lengte buis gemeten 50m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0062C,,4,48.1322870507729,d125e924-b39f-48d1-ab5b-fcae72084c4f
49334,,,300,lengte buis gemeten 50m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0062D,,4,49.2834004112783,ef064734-097e-49b3-85a8-fcf46b8f5ad6
49335,,,300,lengte buis gemeten 50m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0062E,,4,47.8335498526156,333b1659-7bab-4606-b31d-61da02b2c64d
49336,,0,300,waterdichte opsluiting, , , , ,222,,,,1,190.161680706571,3d8e878a-1713-40fc-8db1-0ad1e12e323d
49337,,,300,lengte buis gemeten 50m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0062F,,4,47.2711191794413,e7badef8-d770-4e69-b37a-ea40df685c95
49338,,0,300,damwand, , , , ,96,,,,2,54.8462879142019,a3bd7517-4666-4f5e-960b-a3fe8bb83100
49339,,,300,,,Puinkoffer,"diepte 4-6m tov maaiveld, aanleg 2014?",, ,,IWK,,4,4.03370192942586,4e2a2213-9922-4142-8543-8f4a9e402efa
49340,,,300,,,Puinkoffer,"diepte 4-6m tov maaiveld, aanleg 2014?",, ,,IWK,,4,4.02039093677971,35ee4820-ec33-4b10-af2e-e7edc0e73830
49341,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035K2,,4,31.3421012238371,2db6a99b-db5f-47da-88d9-9721e32a48ec
49342,,0,300,waterdichte opsluiting, , , , ,239,,,,1,101.878889521716,617bd21d-3cc7-4bfa-a8cf-80a813c3c11d
49343,,0,300,waterdichte opsluiting, , , , ,265,,,,1,122.990561787235,63c98c7b-96dc-4154-8e14-fdb13d03b874
49344,,0,300,waterdichte opsluiting, , , , ,244,,,,1,61.712129201226,8db52cca-13d0-426b-b5e9-c37c4f571200
49345,,0,300,waterdichte opsluiting, , , , ,289,,,,1,16.7826561783408,30921b4e-3c52-4cc8-b15f-cfed82fc8343
49346,,0,300,waterdichte opsluiting, , , , ,234,,,,1,33.2451241329468,fa1b0a98-b25e-44f3-91f6-eec9a8e604c8
49347,,,300,lengte buis gemeten 27m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035K3,,4,28.0038662983669,29f98101-9a24-4268-a249-6e6cfb761f72
49348,,0,300,damwand, , , , ,190,,,,2,81.2001651361469,19de3405-b0ea-4b46-9acc-b69980be24a4
49349,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035L2,,4,27.2248444717894,8ddf3e3d-e55d-4c14-9615-be7fc376f6e9
49350,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035L3,,4,29.9198169459975,63e0fea5-f375-4938-bff9-dd580218ed97
49351,,0,300,waterdichte opsluiting, , , , ,369,,,,1,93.2474910698425,7b55cda3-0592-4920-8645-ddca2f341881
49352,,,300,lengte buis gemeten 34m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035L4,,4,32.0096586157844,d26f90ba-6cd3-4725-8558-f1b88f352442
49353,4,-0.9,300,damwand,in de kruin van de primaire kering,damwand Klooienberglaan1,in de kruin van de primaire kering,in de kruin van de primaire kering,30,3,IWK,,2,22.9881989798341,c57ea119-0b32-4025-8938-7e6240fe92f7
49354,4,-1.4,300,damwand,in de kruin van de primaire kering,damwand klooienberglaan2,in de kruin van de primaire kering,in de kruin van de primaire kering,31,3,IWK,,2,20.6503214732515,224728d8-ddfa-451e-a86d-4603626fca81
49355,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037G3,,4,23.1736554167952,4bc6adaf-d089-4124-a61f-b68e8c70e5d9
49356,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037G4,,4,23.9486336973802,e4998ab5-c5d9-4809-bacf-1d3fb54fd819
49357,,0,300,waterdichte opsluiting, , , , ,288,,,,1,75.4197713057033,afec81a5-ac61-4a65-bd81-88599807f5b9
49358,,0,300,waterdichte opsluiting, , , , ,224,,,,1,30.3635599214717,40a372c6-2b46-468e-bbd8-bb0244cc219b
49359,,0,300,waterdichte opsluiting, , , , ,248,,,,1,188.944586117901,61727979-202f-4a3a-a84d-1000395f0707
49360,,0,300,waterdichte opsluiting, , , , ,399,,,,1,8.4104224659459,a175c4a4-0b5d-4d56-a635-2b9b36350721
49361,,0,300,damwand, , , , ,64,,,,2,334.99604002511,c31ca7c7-5d71-4efd-a7dc-b61317f94ecc
49362,4,-10.5,300,damwand,,Damwand 11 meter lange delen volgens bestek,,,8812,,IWK,,2,16.5081627998682,d422a628-e3b8-434b-8ee5-32c8d361d9cb
49363,4,-10.5,300,damwand,,Damwand 10 meter lange delen volgens bestek,,,8813,,IWK,,2,46.7791117004074,da079661-bd6f-4639-a470-b75316ed23d2
49364,4,12.6,300,,,Damwand,"Menno 8-11-2017:kerende hoogte +4,70, Ankers hebben soms schermen.",Damwand Waterfront, ,2,,,2,502.064269544134,2ac95069-834e-43e8-a2bb-89cba3a6d3b2
49365,2,,300,,,Damwand Waterfront,Lwand onder hellingwerken,Damwand Waterfront, ,,,,6,79.0308426795298,ed7beec9-3d37-442e-9024-ad3d4a091a97
49366,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037G2,,4,22.007444391509,172cde33-7b19-4ed3-8906-5b120a2d115b
49367,11,0,300,damwand, , , , ,457,,,,2,211.893176732139,07cd9256-9cd3-4ae7-9c29-8ccdbb018582
49368,3,0.25,300,,,L-wand Hornbach,"l-wand 1500x1500,300dik. 0,5m ingegraven.",,12672,3,IWK,,6,125.763732645322,d1fcb89a-08bc-42a8-a3dc-4b0b2c6ffff4
49369,5,-3,300,60mm dik Europees naaldhout,,,,Damwand Cellemuiden 36,13318,3,,,2,25.4867502343945,a7872ddf-09cb-41b0-85cd-30e0468d8d25
49370,4,-6.15,300,AZ 13 / ankers zie bestek, , , , Damwand Hasselterhaven,358,2,,,2,977.217023517019,08964d46-0190-4e93-a382-52fa5db414bd
49371,,0,300,waterdichte opsluiting, , , , ,294,,,,1,2.50835802710873,21addcb7-ea80-4118-a345-5e43a1335866
49372,,0,300,waterdichte opsluiting, , , , ,367,,,,1,1.03768395905137,9eb6c306-8a22-4e18-a45a-b2ddf8393529
49373,,0,300,waterdichte opsluiting, , , , ,300,,,,1,47.5220728268908,7d8aee95-1081-4979-94d6-d5b658f1922d
49374,,0,300,damwand, , , , ,63,,,,2,147.79110264807,e41f8813-3ddc-4049-a1d2-b45f1a7bf0d3
49375,,0,300,damwand, , , , ,80,,,,2,74.3796157147969,8840ea24-797b-499e-ae02-b2767ad67380
49376,,,300,geen gemeten lengte,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,iwk-11-0038a,,4,24.5627710082455,f6e670e4-f65b-4e47-bc7e-aff6f4f3501a
49377,,0,300,damwand, , , , ,68,,,,2,136.266498418963,0ee37a59-4cd9-475f-9f1a-3e6d6c493e0a
49378,,0,300,waterdichte opsluiting, , , , ,408,,,,1,52.7712501482032,c73f0667-e81a-4fd4-b5f0-7d7079327844
49379,,0,300,waterdichte opsluiting, , , , ,412,,,,1,345.851780071224,3fbc45f9-87f7-4fb1-8fe0-51dae61fb566
49380,,,300,lengte buis gemeten 24m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0038B,,4,22.1609051098731,f9aab2c2-9d2c-4d0a-a3ba-6c52a0be0ca3
49381,8,-5,300,overig,bentonietscherm aanlsuiting westzijde nog onbeken*,bentonietscherm aanlsuiting westzijde nog onbekend aanleg ±*,bentonietscherm aanlsuiting westzijde nog onbekend aanleg ± 1997,bentonietscherm aanlsuiting westzijde nog onbekend aanleg ± 1997,1751,,,,4,796.043243000961,e2ccd92b-1a77-4083-ab51-0ba889290972
49382,,,300,lengte buis gemeten 24m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0038C,,4,22.4329345914885,e841d0a2-4565-4cf0-bc1b-5b5287422d6a
49383,,,300,lengte buis gemeten 20m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0038D,,4,22.6327351245727,aede451c-1267-4dbf-b7fa-39c391a4d950
49384,,,300,lengte buis gemeten 24m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0038E,,4,21.5124593541309,85030d9d-9f8d-4b12-8eb8-bf5ff2f12652
49385,99,0,300,damwand, , , , ,456,,,,2,292.449806960178,16441412-1a21-445d-952b-1a1d17f69705
49386,,0,300,waterdichte opsluiting, , , , ,19071,,,,1,80.755442943178,b9a2de31-a925-4fbf-991b-38f74722d577
49387,4,-6.8,300,damwand,damwand bij jachthaven De Riete,damwand met opgemetselde muur ± 1997,"7 groutankers: hoh 2,68m; 45 graden; horizontale ankerkracht 105kN/m; aangrijping damwand +0,5m NAP.",AZ13 (referentie op tekeningen),19070,2,,,2,22.5625984758233,5f447ba5-fd75-48c3-8fc4-6a0dca84bb8c
49388,,,300,lengte buis gemeten 22m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0055E,,4,20.3778347363729,f8674c59-d2b8-4796-ad20-5700f99ab275
49389,,0,300,waterdichte opsluiting, , , , ,268,,,,1,4.49015033095657,42bf39cf-68da-4bb3-af88-3a5697336cfb
49390,,,300,lengte buis gemeten 15m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0055F,,4,20.506092001056,98d324b3-e1ce-4041-9df8-7f2516a944ca
49391,,0,300,waterdichte opsluiting, , , , ,335,,,,1,2.01045716011733,58b9f245-56a6-4ad2-8176-2e5e3aeeb01e
49392,,0,300,waterdichte opsluiting, , , , ,278,,,,1,5.79340383649671,d1884f89-47dc-460a-92e1-dee7558651cb
49393,,0,300,damwand, , , , ,71,,,,2,164.230762293227,933f83fe-c27b-4001-96df-6ecc86e50dbf
49394,11,0,300,damwand,met betonnen deksloof,met betonnen deksloof,met betonnen deksloof,met betonnen deksloof,24,,,,2,19.837245929131,9ece9dce-94a4-4905-acd5-c39856ed4287
49395,,0,300,waterdichte opsluiting, , , , ,353,,,,1,493.496166185136,5b9ab637-84e5-4a3b-95fb-873b52b26609
49396,11,0,300,damwand,kofferdam,kofferdam,kofferdam,kofferdam,60,,,,2,346.320591308417,1d911138-64fe-4aa6-9989-bd428a2558ba
49397,,0,300,waterdichte opsluiting, , , , ,310,,,,1,0.739692502122927,92ef6297-22ce-4899-9d98-453a9674cc94
49398,,,300,lengte buis gemeten 23m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0055G,,4,20.8633948976096,f155c577-6dc1-4163-87be-e16580ea8bc9
49399,,0,300,damwand, , , , ,95,,,,2,40.0878120021132,3c56643d-ca76-423e-abb7-c70c4b9ffeab
49400,,0,300,damwand, , , , ,89,,,,2,71.7342892659426,7611df60-956b-4940-beed-c07cc4ef6857
49401,,,300,lengte buis gemeten 23m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0055H,,4,20.5461307778205,bd2ec391-20f7-48be-9cf7-695f6f537246
49402,,,300,lengte buis gemeten 11m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0038F,,4,21.0394903375526,6fce4e18-70ac-4a3b-b2a7-c03a9d6a12e1
49403,,,300,lengte buis gemeten 15m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0045B,,4,19.6120218283523,10b3516c-14f5-4ae8-aea3-b85e07eafce6
49404,,,300,lengte buis gemeten 15m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0045A,,4,23.0169162452459,aa247128-aa71-4e79-815c-2f92825ad8d6
49405,,0,300,waterdichte opsluiting, , , , ,370,,,,1,100.934510934302,e80979e2-1a81-4f44-87f5-3b4dfb34e411
49406,,0,300,waterdichte opsluiting, , , , ,228,,,,1,22.9180231190521,3b298294-5fe8-4c07-b1a8-1745716342e4
49407,,,300,lengte buis gemeten 12m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0055A,,4,7.22903502652573,095c1a41-0696-46f4-b3ad-5c17936820d6
49408,,0,300,waterdichte opsluiting, , , , ,396,,,,1,128.05064782951,ac97c97f-53fc-4587-82e6-2f82e90d7097
49409,,,300,lengte buis gemeten 15m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0055B,,4,12.5867243890677,f242f7f5-1972-418f-b57e-200770d52c1f
49410,,0,300,damwand, , , , ,83,,,,2,71.8777529789709,df7f60bf-3513-4527-882f-745a89178449
49411,,0,300,waterdichte opsluiting, , , , ,404,,,,1,366.290591975883,5c521a5e-b783-439c-95d4-8b27e5f5908c
49412,,0,300,waterdichte opsluiting, , , , ,243,,,,1,1.02775969719105,12fa6648-3e72-435d-a7b2-394c3da515c7
49413,,,300,lengte buis gemeten 20m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0055C,,4,18.8194636615771,a2c08d73-eaa9-4eae-b5b4-90e6e52704e2
49414,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0055D,,4,20.7288897612618,f8c50bf7-c273-412f-a847-709fde4916e7
49415,,0,300,waterdichte opsluiting, , , , ,393,,,,1,0.577554848532084,b93c8802-3481-4988-b7bd-a562940664b7
49416,,0,300,damwand, , , , ,46,,,,2,218.510814250199,8aea1b36-b51c-47bf-a01d-17198f76cf1d
49417,,0,300,waterdichte opsluiting, , , , ,301,,,,1,25.1180552562373,b652f77a-606f-4747-bd70-2f61f8e54257
49418,,0,300,damwand, , , , ,75,,,,2,15.6828406694294,bdc834b8-4f8c-4804-bcc7-b43fe59f46dd
49419,,0,300,waterdichte opsluiting, , , , ,277,,,,1,169.18759878941,4e8fbab1-8976-448d-8a10-72b8aed318ba
49420,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035M2,,4,28.2186925275913,6e342ce7-d9c4-4d41-bce9-f03144734b38
49421,,0,300,damwand, , , , ,88,,,,2,71.672341346394,5634303e-0d4b-4014-b588-5b5cf2aedbfd
49422,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035M3,,4,25.3585947247526,19211c65-c303-416e-95e2-0ac45fc98dae
49423,,0,300,waterdichte opsluiting, , , , ,232,,,,1,3.54488307196796,5eeb4acb-6142-4155-b0c9-570ab7ab8a3b
49424,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035N1,,4,31.6432938603557,bfb81d3d-5898-430c-b04f-7a9ea51a43af
49425,11,11,300,damwand,kademuur Deventer,kademuur Deventer,kademuur Deventer,kademuur Deventer,15,,,,2,320.908894637881,f7d9b9bb-edf6-4d6b-9636-b4c5644405ed
49426,,0,300,damwand, , , , ,76,,,,2,131.745682919183,ee823305-d88f-4324-a7f7-226f3cdf945a
49427,,0,300,waterdichte opsluiting, , , , ,382,,,,1,23.8588960274221,e8a37dda-65df-4847-b7b8-e43925fa7755
49428,,,300,lengte buis gemeten 12m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0036N4,,4,29.429703183923,6cad3122-8d7a-4100-8f8b-ab9a95386f91
49429,,,300,lengte buis gemeten 11m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035N5,,4,32.0274112960307,d9844358-3411-458e-8a3a-9f6ea46259f4
49430,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0035O2,,4,30.0302438939144,28ddfb8e-c11e-4dd0-b073-022176393354
49431,,0,300,damwand, , , , ,82,,,,2,50.5373954803942,9de110f9-5214-464e-a986-493f94e75d03
49432,4,-6.8,300,damwand,damwand bij jachthaven De Riete,damwand met opgemetselde muur ± 1997,"28 ankers: stang FE510 40mm bij 13,7m; prefab beton schermen 2,5x1,5m 200-250mm dik; hoh 2,68m; plaatsing +0,5mNAP; helling1op5; horizontale kracht 286,6kN",AZ13 (referentie op tekeningen),19069,1,,,2,67.3149150669936,22e600bc-de19-4631-91ec-fc6af4f897cd
49433,,0,300,waterdichte opsluiting, , , , ,400,,,,1,8.99845341653305,7c59cebf-8659-41b6-a50b-6369b695975e
49434,,0,300,waterdichte opsluiting, , , , ,220,,,,1,341.012020630359,18350f2f-e012-42f4-bc11-221feb3e3cb6
49435,3,0,300,waterdichte opsluiting,gemetselde muur,gemetselde muur,gemetselde muur,gemetselde muur,14,,,,6,71.0822708235285,147df758-89a2-4d6a-b20b-04ea4832328a
49436,,0,300,waterdichte opsluiting, , , , ,308,,,,1,197.154265484831,82254a23-b0fa-4ddf-90f1-933c8fd9ca91
49437,,0,300,waterdichte opsluiting, , , , ,401,,,,1,7.80250173313199,65fce72c-8d2c-4224-98da-ba84b7483005
49438,4,-6.8,300,damwand,damwand bij jachthaven De Riete,damwand met opgemetselde muur ± 1997,,AZ13 (referentie op tekeningen),1749,3,,,2,157.044268032261,1993cec3-b526-4fa6-b0f6-f44eae47cd96
49439,,0,300,waterdichte opsluiting, , , , ,298,,,,1,16.3226518868493,4d1b7bdf-4363-4fe7-b58a-5808968c61c0
49440,,0,300,damwand, , , , ,66,,,,2,0.0205912603215042,cc0de99a-91c1-4cbf-97a1-e7fa30eed3c9
49441,,0,300,waterdichte opsluiting, , , , ,324,,,,1,342.860100618867,2949b6ab-71ba-414b-a1f9-73ab78c9b9ec
49442,,0,300,damwand, , , , ,73,,,,2,71.6273472880766,f2be0fcf-042e-4a07-a008-d3500082f83c
49443,,0,300,waterdichte opsluiting, , , , ,343,,,,1,17.0051872260263,2b95faf9-7e1e-44b4-b05e-26605f46cb9c
49444,,0,300,waterdichte opsluiting, , , , ,362,,,,1,251.555611457642,71e6f38a-5742-4c91-869b-43f5d7835cec
49445,,0,300,damwand, , , , ,58,,,,2,115.341822837047,0f5b3ead-0bf7-441d-88d5-8634ee7d90a9
49446,,0,300,damwand, , , , ,70,,,,2,0.000999998330371454,7f7f73a9-e2e6-46ed-97b5-a1c99f734e20
49447,,0,300,waterdichte opsluiting, , , , ,251,,,,1,1.06039096333874,d105f897-611c-4c4a-8d1f-9d7c6e3451b4
49448,,0,300,waterdichte opsluiting, , , , ,319,,,,1,272.778032635404,4b5dad4d-703e-4ccd-8b24-b6c428f0e670
49449,,0,300,waterdichte opsluiting, , , , ,260,,,,1,119.726184710273,94841ed9-7cec-4b2b-8650-32abee4d3078
49450,,0,300,waterdichte opsluiting, , , , ,383,,,,1,4.83867130277019,1d90f881-d3e2-427e-8c13-be9b506d3bf5
49451,4,-9.25,300,AZ24-700,,,,,13320,3,,,2,26.9466420871473,47654a55-21d3-47f5-a290-956720475481
49452,,0,300,overig,zonder vergunning geplaatst,zonder vergunning geplaatst,zonder vergunning geplaatst,zonder vergunning geplaatst,1099,,,,1,73.9208772822786,b3249a8f-096e-46ba-a5a0-e76ba4ddfa9e
49453,,,300,,,Filterconstructie,drainagekoffer,,8174,,IWK,,4,140.297554188865,5f221af2-1927-428f-b624-d159ac183466
49454,,,300,,,in/uittrede gestuurde boringen,,,IWK,,IWK,,4,5.43788456193599,cd1b9c0f-97ee-4646-abd0-9909bbaf1293
49455,,,300,,,in/uittrede gestuurde boringen,,,IWK,,IWK,,4,6.06124350988804,165b135c-4af2-4688-b35f-bf01694cb672
49456,,,300,,,in/uittrede gestuurde boringen,,,IWK,,IWK,,4,4.02726803156363,8e938a88-0b93-4170-9453-5f37db6a2c8f
49457,,0,300,waterdichte opsluiting, , , , ,391,,,,1,535.389749150868,49073c2f-1b9e-4da3-b975-50a1636e5060
49458,,0,300,waterdichte opsluiting, , , , ,280,,,,1,286.03640003844,15bd76ce-8616-4763-8b49-243c5ea21011
49459,3,2.8,300,waterdichte opsluiting,keermuur Arnichem,keermuur Arnichem,keermuur Arnichem,keermuur Arnichem,2,,,,6,45.5250146388672,cc3101a8-eb80-4bfd-968b-99be691cdb65
49460,11,12.5,300,damwand,kademuur Deventer geen onderdeel van de primaire *,kademuur Deventer geen onderdeel van de primaire kering,kademuur Deventer geen onderdeel van de primaire kering,kademuur Deventer geen onderdeel van de primaire kering,17,,,,2,415.313841573882,387e948b-5ce4-499e-a427-3d0476e23e12
49461,,0,300,damwand, , , , ,191,,,,2,354.02614554793,ce49c67e-c538-43b1-b00b-dfb550f47336
49462,,0,300,waterdichte opsluiting, , , , ,236,,,,1,22.1218648051933,843483de-019f-42b5-8c16-0a93aaa85ceb
49463,,0,300,waterdichte opsluiting, , , , ,348,,,,1,55.5388125478022,0b797b55-96b1-4a74-91d4-1cc0393efecb
49464,,0,300,waterdichte opsluiting, , , , ,303,,,,1,209.8849884264,af092702-89f4-43d9-a323-f5febfdb57d8
49465,,0,300,waterdichte opsluiting, , , , ,361,,,,1,275.953523607459,c0020810-5777-4830-b984-008814cd748c
49466,,0,300,waterdichte opsluiting, , , , ,223,,,,1,191.219763234583,abdfd7e4-2598-482e-af97-e619d250a784
49467,,0,300,waterdichte opsluiting, , , , ,235,,,,1,33.4215439939325,20fc897c-be05-4590-9ace-6172a283eebf
49468,,0,300,waterdichte opsluiting, , , , ,252,,,,1,6.88863403863684,1e5c0910-3231-4353-a555-900e6fb6d7f3
49469,,0,300,waterdichte opsluiting, , , , ,297,,,,1,19.3125436830029,dc6e1085-482f-41b8-a6fb-914117b5f549
49470,11,0,300,damwand,met betonnen deksloof,met betonnen deksloof,met betonnen deksloof,met betonnen deksloof,21,,,,2,26.6446232553581,df0ec72e-2219-44bc-a681-e6d3c56fc4fd
49471,11,15,300,damwand,kademuur Deventer geen onderdeel van de primaire *,kademuur Deventer geen onderdeel van de primaire kering,kademuur Deventer geen onderdeel van de primaire kering,kademuur Deventer geen onderdeel van de primaire kering,18,,,,2,40.8272938036471,e9e30fbd-f7e1-4cc6-871f-267e1bb5da8b
49472,,0,300,damwand, , , , ,91,,,,2,71.7655575417661,6276d631-513c-4f47-91aa-30ae24943c9a
49473,,0,300,waterdichte opsluiting, , , , ,247,,,,1,54.413377789095,c01e33e9-ee51-4402-ad17-beb106401515
49474,98,0,300,damwand,damwand voor de stadsmuur,damwand voor de stadsmuur,damwand voor de stadsmuur,damwand voor de stadsmuur,8,,,,2,919.50689989449,c4830602-1beb-4631-80b3-45dfc0697f11
49475,,,300,1 project samen met nr41 en nr42,,keerwand_Hasselterdijk_49,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring10\Keerwanden_Hasselterdijk_41_42_49,keerwand_Hasselterdijk_49, ,,IWK,,6,23.3607573756996,0667a499-e00d-437c-b326-0422f13ae71e
49476,,,300,in 1 project met nr49 en nr41,,keerwand_Hasselterdijk_42,Y:\GEO\GISProducten\Keringen\Constructies en Damwanden\Dijkring10\Keerwanden_Hasselterdijk_41_42_49,keerwand_Hasselterdijk_42, ,,iwk,,6,23.5543404397072,ed091756-2261-4dd1-bb3d-42e3d29bec63
49477,3,6.4,300,damwand, , damwand en landhoofd,"Deel zuidelijk van de brug tijdens HWBP Waterfront getrokken, de rest bestaat nog.", ,1,,,,2,364.53683405798,5bc54810-32a5-4bd6-b1cb-4c3144d3b718
49478,,0,300,waterdichte opsluiting, , , , ,341,,,,1,417.027431138419,ae0162bf-e091-4b5f-86f8-e81d0d306a2f
49479,,0,300,waterdichte opsluiting, , , , ,351,,,,1,1.43991700952971,d2a9d12b-8c5a-4153-bc21-eabf7a26da27
49480,,0,300,waterdichte opsluiting, , , , ,263,,,,1,306.735823040722,ee3e85c8-8228-4225-b450-259d744e44eb
49481,,0,300,damwand, , , , ,79,,,,2,86.0458115448532,f95cdad0-d6f7-4dba-a72d-3615c2c9d945
49482,,0,300,damwand, , , , ,78,,,,2,14.7403254467876,4a7535cb-3699-4598-9b71-14f2487e8cce
49483,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037A4,,4,23.7841370762106,4574632e-4152-4904-9333-59c0060d069a
49484,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-003503,,4,29.6786664978865,c11b5759-6a85-47bf-ba9c-e8ee4860f2b1
49485,,,300,niet op tekening,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037A2,,4,28.7324015210432,df1f2c2c-92e2-425b-9d9c-7c064050d14d
49486,,0,300,damwand, , , , ,86,,,,2,71.4586848778376,c5e42c61-4b6f-43ba-bdc3-42dd3072ee74
49487,,0,300,waterdichte opsluiting, , , , ,255,,,,1,346.788522433712,16fc2411-e56c-4964-b4ad-01fda23dca55
49488,,0,300,waterdichte opsluiting, , , , ,338,,,,1,135.683640845734,24affe39-9c04-4773-913d-68bf4926f7ac
49489,,,300,lengte buis gemeten 25m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037B2,,4,19.2910795510853,668d4c0c-1bd4-49ed-91fe-59c889400398
49490,,0,300,waterdichte opsluiting, , , , ,282,,,,1,94.7098145499769,1ede9306-c862-4f81-b8cb-84d90870cb8e
49491,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037D2,,4,22.7771604017118,66cceceb-cab8-4277-9d52-48aa92554e4c
49492,,,300,lengte buis gemeten 30m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037E2,,4,21.9669849616574,c02d0c69-7a14-4c9b-8f96-9eb2847e5ee6
49493,,,300,lengte buis gemeten 26m,,drainage tbv kwel,tijdens onderhoud in kaart gebracht in 2018,,IWK,,IWK-11-0037F2,,4,23.7679834011368,0165117f-d1d5-459f-b612-975741c9b2b7
