FID,vrt_code,vrtnaam,haven_vaar,meetpunt_b,meetpunt_e,trajectlen,ref_vlak,diepte_van,diepte_tot,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
diepte_vaarweg.757,088c,Buitenhaven te Meppel,,0,0.613,,MP,-2,-1.9,,13266,,,"LINESTRING (52.69599999899998 6.178899999999999, 52.69630000000001 6.1795999999999935, 52.69660000099998 6.181899998000006, 52.696699998999975 6.182799998999997, 52.69689999899998 6.183400000999995, 52.69720000000001 6.184000000000026, 52.697299998000005 6.184300001999986, 52.69750000200003 6.184399999999982, 52.699000001 6.184599999, 52.699099999 6.184599999, 52.69920000100001 6.18470000100001)"
diepte_vaarweg.758,150b,Toeleidingskanaal en sluizen van Ternaaien,,1.74,2.129,,KP,-4.26,-4.26,,13319,,,"LINESTRING (50.810400001999994 5.693599999000014, 50.809000000000026 5.692600001000017, 50.806899998000006 5.692299998999999, 50.80160000199999 5.690999999999974, 50.798400000000015 5.690400001, 50.79659999900002 5.690200000999994, 50.79540000100002 5.690000000999987, 50.79340000100001 5.689900000000023, 50.79280000199998 5.689900000000023, 50.792100000999994 5.689700000000016, 50.79160000000002 5.689199998999982)"
diepte_vaarweg.675,405a,"Oort, Lutjewad, Spruit, Zuid Oost Lauwers en het Ra Eemswadje",,19.066,36.318,,NAP,-7.7,-0.2,,26731,,,"LINESTRING (53.44330000100001 6.395500001000016, 53.44379999900002 6.396799999999985, 53.4443 6.3980999999999995, 53.444800000999976 6.399599998999975, 53.4452 6.401000001, 53.44540000000001 6.401700000999995, 53.44599999899998 6.405299999000022, 53.446199998 6.4059999990000165, 53.44640000200002 6.406399998999973, 53.44689999899998 6.406900000000007, 53.44720000000001 6.407099999000025, 53.44949999800002 6.407600000999992, 53.449999999 6.407800000000009, 53.450300001000016 6.408100002000026, 53.45069999999998 6.40870000000001, 53.45120000100002 6.409800000000018, 53.45149999900002 6.410599998999999, 53.451900002 6.411899999000013, 53.452199999000015 6.413400002000003, 53.45259999899997 6.415399997999998, 53.45279999799999 6.417100000999994, 53.45300000200001 6.418600000000026, 53.45300000200001 6.420600001000025, 53.45300000200001 6.422300000000007, 53.453100000000006 6.423900000999993, 53.45340000099998 6.427499997999973, 53.45369999899998 6.429299999000023, 53.45400000000001 6.430799997999998, 53.454399998999975 6.432200000000023, 53.454999998000005 6.433600001000002, 53.45569999899999 6.434799999000006, 53.45659999899999 6.436099999000021, 53.457299999999975 6.436999999000022, 53.45859999999999 6.437899999000024, 53.460200000999976 6.4384999979999975, 53.46180000200002 6.438900000999979, 53.462900002000026 6.438800000000015, 53.46400000199998 6.438200000999984, 53.46429999899999 6.437800001000028, 53.465100001999986 6.436900001000026, 53.465899999999976 6.436399999999992, 53.46579999800002 6.437199998999972, 53.465899999999976 6.4384999979999975, 53.466200001999994 6.439800002000027, 53.467300002 6.442600001000017, 53.46799999799998 6.443599999000014, 53.46880000099998 6.443999997999981, 53.47010000099999 6.444499999000016, 53.47109999899999 6.444999999999993, 53.47230000000002 6.445599999000024, 53.47199999899999 6.446199997999997, 53.471299998000006 6.447700000999987, 53.470600002000026 6.449799999999982, 53.46909999799999 6.456200000000024, 53.46629999999999 6.465500001000009, 53.46460000100001 6.471700001999977, 53.463500001 6.476699999999994, 53.462800000000016 6.479400000999988, 53.461300000999984 6.484099999000023, 53.46090000100003 6.4857000000000085, 53.460000001000026 6.487700000000018, 53.458999999000014 6.489399999, 53.45780000100001 6.490800001000025, 53.456200000000024 6.491399999999999, 53.454399998999975 6.491599999000016, 53.45430000099998 6.491599999000016, 53.45300000200001 6.492699999000024, 53.45259999899997 6.492899998999974, 53.451299999000014 6.493900000999986, 53.449999999 6.4956000000000245, 53.449400000000026 6.4970000010000035, 53.44920000100001 6.498199999000008, 53.44889999899999 6.500399999000024, 53.448500000000024 6.503499999999974, 53.44839999800001 6.504700001000003, 53.44830000000002 6.50780000200001, 53.44830000000002 6.510200000999987, 53.448500000000024 6.5128999990000125, 53.449000001 6.516800000999979, 53.44949999800002 6.519900001999986, 53.449900001 6.522100002000002, 53.452199999000015 6.531900000000007, 53.454200000000014 6.53860000100002, 53.45540000099999 6.541900000999988, 53.45719999800002 6.546199999999999, 53.45870000100001 6.549199998000006, 53.45980000100002 6.551399998000022, 53.46070000200001 6.553100001000018, 53.462200000999985 6.555100001000028, 53.46379999800001 6.557399998999983, 53.464800000000025 6.5595000010000035, 53.46550000100001 6.561399999999992, 53.46579999800002 6.563200000999984, 53.46599999799997 6.565800000000024, 53.46599999799997 6.568300001000011, 53.46640000100001 6.572099998999988, 53.466699999000014 6.573800000999995, 53.466999999999985 6.575199999000006, 53.46739999900001 6.576499999000021, 53.467700001000026 6.577799997999989, 53.46809999999999 6.578899997999997, 53.46860000100003 6.580100000000016, 53.46940000000001 6.581799998999998, 53.470199998 6.583299997999973, 53.47100000099999 6.584800001000019, 53.472399998000014 6.587099998999975, 53.473000001 6.587900002000026, 53.47349999800002 6.588599998999996, 53.47419999900001 6.589200000999995, 53.474599997999974 6.589600001000008, 53.475400001000025 6.590100001999986, 53.475900002 6.590500001000009, 53.476699999999994 6.591200001999994, 53.47710000000001 6.591899997999974, 53.477499998999974 6.592599999000015, 53.4778 6.593299999999999, 53.47830000099998 6.594400000000007, 53.47859999899998 6.595600002000026, 53.47870000099999 6.5965000020000275, 53.47890000000001 6.597600001999979, 53.47890000000001 6.5984999980000225, 53.47890000000001 6.599399999000013, 53.47879999899999 6.6004999990000215, 53.47859999899998 6.601300001000027, 53.477899998 6.603200000000015, 53.477499998999974 6.604300000000023, 53.47720000100003 6.605399999999975, 53.47679999799999 6.606899999000007, 53.47659999899997 6.608100001000025, 53.47639999900002 6.60949999799999, 53.47630000100003 6.610900000000015, 53.47630000100003 6.612300000999994, 53.47639999900002 6.613600001000009, 53.476699999999994 6.615299999999991, 53.477299999000024 6.618299997999998, 53.477600000999985 6.619700000000023, 53.477899998 6.621100001000002, 53.47859999899998 6.624299999000016, 53.47870000099999 6.625399999000024, 53.47879999899999 6.626699998999982, 53.47890000000001 6.628400001999978, 53.47890000000001 6.63069999999999, 53.47890000000001 6.6329000000000065, 53.47879999899999 6.636100001999978, 53.47870000099999 6.638300001999994, 53.47859999899998 6.640600000000006, 53.478500000999986 6.642400000000009, 53.478500000999986 6.643700000000024, 53.478500000999986 6.644799999999975, 53.47859999899998 6.646000001999994, 53.47879999899999 6.646899997999981, 53.47910000000002 6.647700000999976, 53.47940000099999 6.64820000200001, 53.480700001 6.649599998999975, 53.48140000199999 6.650699998999983, 53.48180000100001 6.6515999999999735, 53.48219999999998 6.652699999999982, 53.482500001999995 6.65379999999999, 53.48279999900001 6.655000001000019, 53.483100001000025 6.656700000000001, 53.48349999999999 6.6590000020000275, 53.4837 6.660300001999985, 53.483899999000016 6.661499999, 53.48400000100003 6.662599999000008, 53.48409999900002 6.663400002000003, 53.48429999899997 6.664099998999973, 53.48449999799999 6.664600000000007, 53.48480000000001 6.665100000999985, 53.48510000099998 6.665300000000002, 53.485599998 6.665500000000009, 53.486099998999975 6.665600002000019, 53.48680000000002 6.665500000000009, 53.488099999999974 6.665199998999981, 53.48950000100001 6.664700001000028, 53.49049999900001 6.6644000000000005, 53.49179999900002 6.664199999999994, 53.49219999799999 6.664199999999994, 53.49260000100003 6.66429999799999, 53.492899998999974 6.6644000000000005, 53.49309999899998 6.664600000000007, 53.49350000200002 6.665300000000002, 53.49399999899998 6.666099998999982, 53.49430000000001 6.666700002000027, 53.49460000200003 6.667700000000025, 53.49489999899998 6.668799999999976, 53.495200001 6.670099999999991, 53.495299999 6.671100002000003, 53.49540000000002 6.671899999999994, 53.495499998000014 6.673900000999993, 53.495499998000014 6.674800000999994, 53.495299999 6.67700000100001, 53.494399998000006 6.68180000000001, 53.49350000200002 6.6865999999999985, 53.493000000999984 6.688600000000008, 53.49280000099998 6.689300000999992, 53.492699999000024 6.690200000999994, 53.49280000099998 6.690800000000024, 53.492899998999974 6.691199998999991, 53.493299998 6.6918999999999755, 53.493799998999975 6.692600001000017, 53.49460000200003 6.693599999000014, 53.49540000000002 6.694499999000016, 53.496100001 6.695099997999989, 53.497000001 6.695700000999977, 53.49769999799997 6.696199997999997, 53.498500001000025 6.6965000000000146, 53.499600000999976 6.6968000009999855, 53.500700000999984 6.697000000999992, 53.50169999899998 6.697200000000009, 53.50259999899998 6.697500002000027, 53.503600000999995 6.69799999899999, 53.505499999999984 6.699299999000004, 53.50950000099999 6.701999999999998, 53.51529999799999 6.705800001)"
diepte_vaarweg.676,232a,Vaarweg van de Hoge Vaart via Almere-Stad naar Lange Wetering,,0,4.014,,KP,-2,-1.25,,26779,,,"LINESTRING (52.402800001 5.227800000000002, 52.402800001 5.227200001000028, 52.40269999999998 5.226599998999973, 52.40239999800002 5.226199999000016, 52.399 5.225900002000003, 52.39849999900002 5.224699999999984, 52.39860000099998 5.20859999999999, 52.390000000999976 5.197799998999983, 52.389699999000015 5.197200000000009, 52.38639999899999 5.187600002000011, 52.386300000999995 5.187299999999993, 52.38610000199998 5.187199998999972, 52.38589999800001 5.187399997999989, 52.38410000099998 5.188999998999975, 52.38089999900001 5.192000001999986, 52.37740000000002 5.19530000200001, 52.37669999899998 5.198899998999991, 52.37520000000001 5.205899998999996, 52.375 5.206200000000024, 52.373399999000014 5.206900001000008, 52.37009999899999 5.208199999999977, 52.370000000999994 5.208399999999983, 52.369500000000016 5.210999999000023, 52.36970000000002 5.212699998000005, 52.36989999899998 5.2140000019999775, 52.36740000200001 5.214999999999975, 52.36719999799999 5.214899998000021, 52.36709999999999 5.214899998000021)"
diepte_vaarweg.677,727,Tramhaven te Hellevoetsluis,,0,0.356,,NAP,-4.5,-4.5,,26839,,,"LINESTRING (51.820599999000024 4.131999999000016, 51.82070000099998 4.133000001000028, 51.82070000099998 4.1332999989999735, 51.820900000999984 4.134199998999975, 51.82209999899999 4.136300000999995)"
diepte_vaarweg.678,136,Haven van Goes,,0.751,1.25,,NAP,-15,-6,,26858,,,"LINESTRING (51.53960000000001 3.9380000009999776, 51.537799999000015 3.9316000009999925, 51.53750000100001 3.926399998000022, 51.53750000100001 3.925099998999997, 51.53739999999999 3.924199998000006, 51.537300001999995 3.9209999999999923, 51.537300001999995 3.9196999999999775)"
diepte_vaarweg.679,119,Maas-Waalkanaal,,1.74,11.8,,SP,-4.8,-4.8,,26928,,,"LINESTRING (51.76729999899999 5.853399998999976, 51.76799999899998 5.853399998999976, 51.77109999999999 5.85110000100002, 51.771799999999985 5.850200001000019, 51.77479999899998 5.848000001000003, 51.778099999000005 5.845699998999976, 51.778099999000005 5.845600002000026, 51.78099999900002 5.843600001000027, 51.784600001 5.8405999990000055, 51.78620000199999 5.8390999999999735, 51.78889999900002 5.836199998999973, 51.79989999899999 5.822299998000005, 51.80229999900001 5.819200002000002, 51.80400000100002 5.817600001000017, 51.806299998999975 5.816100000999995, 51.81769999900001 5.8115999999999985, 51.82270000099999 5.8095000010000035, 51.825800001999994 5.808299999999974, 51.82869999899998 5.807500000999994, 51.83060000099999 5.807200000000023, 51.832699999 5.807300000999987, 51.83480000100002 5.807900000000018, 51.83639999899998 5.808699998999998, 51.83760000000001 5.809399999999982, 51.84409999799999 5.814599998000006, 51.852299999000024 5.821699998999975, 51.85440000099999 5.8233999980000135)"
diepte_vaarweg.680,403b2,Noorderbalgen,,0,4.138,,NAP,-8.37,-5,,27021,,,"LINESTRING (53.33529999899997 5.334499999999991, 53.336900000000014 5.340700001000016, 53.33810000099999 5.344799998999974, 53.339800000000025 5.349100001000011, 53.34340000200001 5.356899999000007, 53.347699999999975 5.3641999999999825, 53.347800001999985 5.36450000100001, 53.35330000099998 5.372400001000017, 53.35390000000001 5.373199999000008, 53.356100000000026 5.376200002000019, 53.358100001000025 5.378699998999991)"
diepte_vaarweg.681,236a,"De Poel, Braak en Ringvaart van de Wijde Wormer",,0,0.954,,KP,-1.8,-1.8,,27120,,,"LINESTRING (52.46869999900002 4.814900000000023, 52.47030000000001 4.82800000200001, 52.47040000200002 4.829100002000018, 52.470500000000015 4.829700000999992, 52.470699998999976 4.830800001, 52.47100000099999 4.833900001000018, 52.47120000000001 4.835200000999976, 52.471299998000006 4.836199998999973, 52.471799998999984 4.839800000000025, 52.472100001 4.8419999999999845, 52.47230000000002 4.842099997999981)"
diepte_vaarweg.682,020a,Havenkanaal en haven van Assen,,0,4.333,,KP,-3,-3,,27130,,,"LINESTRING (53.02969999999999 6.601300001000027, 53.017700002000026 6.601199999000016, 53.016100000999984 6.601199999000016, 53.01489999900002 6.60110000100002, 53.01370000100002 6.600900002000003, 53.012800001000016 6.600599999999986, 53.011599999 6.599800001999995, 53.01049999899999 6.5984999980000225, 53.01000000200003 6.597699999999975, 53.009300000999986 6.596400000000017, 53.00820000099998 6.5940000009999835, 53.007300000999976 6.5919999999999845, 53.00719999900002 6.591699999000014, 53.006700002 6.5905999990000055, 53.00600000100002 6.588799998000013, 53.00490000100001 6.58639999899998, 53.004200000000026 6.584600002000002, 53.00340000199998 6.583000001000016, 53.00250000099999 6.580899998999996, 53.002099998000006 6.579900000000009, 53.0009 6.577100001000019, 53.00030000100003 6.575199999000006, 52.99989999799999 6.572000000999992)"
diepte_vaarweg.683,235a,Natte Dok,,0,0.253,,NAP,-9.1,-9.1,,27184,,,"LINESTRING (52.959899999000015 4.777699999999982, 52.96039999999999 4.775800000999993, 52.9606 4.77169999900002, 52.96249999899999 4.771999999999991)"
diepte_vaarweg.684,620,Johan van Hasseltkanaal (oost),,0.181,0.528,,KP,-6.1,-6.1,,27232,,,"LINESTRING (52.38390000200002 4.932200000000023, 52.384000000000015 4.932300000999987, 52.38459999899999 4.930700000000002)"
diepte_vaarweg.685,120a,Dode Maasarm,,0,4.162,,NAP,-3,-2,,27233,,,"LINESTRING (51.754999999000006 5.142999998999983, 51.754999999000006 5.145100001000003, 51.75490000100001 5.147199999999998, 51.754999999000006 5.1492000000000075, 51.75539999799997 5.151099998999996, 51.75659999999999 5.155000001000019, 51.75939999899998 5.161899999000013, 51.76029999899998 5.164600000000007, 51.761000000000024 5.167700000000025, 51.761199999999974 5.169599999000013, 51.761199999999974 5.17130000100002, 51.76110000199998 5.173700000999986, 51.76089999800001 5.175599999999974, 51.76020000099999 5.177700001999995, 51.759300000999986 5.1792000010000265, 51.7586 5.180399998999974, 51.75719999900002 5.181899998000006, 51.75429999800002 5.184599999, 51.75259999899998 5.185299999999984, 51.750700000999984 5.185299999999984, 51.74759999999998 5.184900001000017)"
diepte_vaarweg.686,1040,Nassauhaven,,0.215,0.735,,NAP,-3.6,-3.6,,27303,,,"LINESTRING (51.915399998 4.506700002000002, 51.91450000200001 4.506599999999992, 51.91380000100003 4.506799999999998, 51.912799999000015 4.506999999000016, 51.91239999999999 4.506999999000016, 51.91180000100002 4.507199999000022, 51.91160000100001 4.507499999999993, 51.910799999000005 4.5079000000000065)"
diepte_vaarweg.687,1229,Onderhoudscentrum Beukers,,0,0.071,,MP,-1.8,-1.8,,28556,,,"LINESTRING (52.66270000100002 6.102200001000028, 52.662900001000025 6.101699999999994, 52.663099999999986 6.102100000000007)"
diepte_vaarweg.759,143a,Jachtensluis-Volkeraksluizen en Hellegat,,1.8,2.33,,NAP,-6,-6,,13320,,,"LINESTRING (51.700199999000006 4.4083999989999825, 51.69860000199998 4.406100001000027, 51.69630000000001 4.403999999000007, 51.694800000999976 4.402499999999975, 51.69330000100001 4.399700000999985, 51.69150000100001 4.395199998999999)"
diepte_vaarweg.760,920,"Kolenhaven, Maascentrale te Buggenum",,0,0.6,,SP,-3.6,-3.6,,13359,,,"LINESTRING (51.222500000000025 5.97969999899999, 51.222699999999975 5.978700000999993, 51.222800001999985 5.978599998999982, 51.22289999899999 5.975599999999986, 51.22569999799998 5.975599999999986)"
diepte_vaarweg.688,206,Oude Rijn,,28.213,50.728,,KP,-3.3,-3,,28614,,,"LINESTRING (52.07849999899997 4.811000001000025, 52.078899998 4.809900001000017, 52.07930000099998 4.808800001000009, 52.080100000000016 4.807000000000016, 52.08159999899999 4.803699999999992, 52.082899999000006 4.801199999000005, 52.08419999900002 4.79910000000001, 52.08549999799999 4.7971, 52.08570000200001 4.796599999000023, 52.08590000100003 4.796100002000003, 52.08599999900002 4.795600001000025, 52.08599999900002 4.794899999999984, 52.08599999900002 4.793699998000022, 52.08590000100003 4.792599998000014, 52.08590000100003 4.791900000999988, 52.08539999999999 4.790100000999985, 52.0847 4.788099999999986, 52.084100001000024 4.7859000000000265, 52.08339999999998 4.783300000999986, 52.083000001000016 4.782099999000025, 52.08249999999998 4.780099999000015, 52.082299999999975 4.778999999000007, 52.081999999000004 4.777699999999982, 52.08159999899999 4.774599998999975, 52.08100000000002 4.770100001000003, 52.08049999899998 4.766700000000014, 52.08040000099999 4.765299997999989, 52.08040000099999 4.7639000010000245, 52.08040000099999 4.762999999999977, 52.08060000099999 4.761900000000026, 52.080800001 4.7608999980000135, 52.08100000000002 4.760000002000027, 52.081200000000024 4.7593000009999855, 52.081999999000004 4.757300000999976, 52.083000001000016 4.754999999000006, 52.083999999000014 4.751800000999992, 52.08419999900002 4.7509999979999975, 52.08439999799998 4.749699998999972, 52.0847 4.748100001000012, 52.084899999000015 4.747099999, 52.084899999000015 4.746599998000022, 52.084899999000015 4.7459999989999915, 52.085000001000026 4.745400000000018, 52.08509999900002 4.744700000000023, 52.08529999899997 4.743999998999982, 52.08549999799999 4.743200000000002, 52.08590000100003 4.7423, 52.08619999899997 4.7417000010000265, 52.0865 4.741300002000003, 52.08680000200002 4.740899999000021, 52.087900002000026 4.740099999999984, 52.08900000199998 4.73950000100001, 52.090300001 4.738999999999976, 52.090899999999976 4.738899998000022, 52.092599999000015 4.738499998999998, 52.09409999799999 4.738400001000002, 52.09530000000001 4.738299998999992, 52.096799998999984 4.738099999999974, 52.09760000199998 4.738000001999978, 52.09820000100001 4.737900000000025, 52.099699999999984 4.737000000000023, 52.10069999799998 4.7360999989999755, 52.101699999999994 4.735100000999978, 52.10240000099998 4.734299998999973, 52.103500000999986 4.733199999000021, 52.10469999899999 4.731899999000007, 52.105799999 4.730599998999992, 52.10680000100001 4.729200002000027, 52.10709999900001 4.72830000099998, 52.10759999999999 4.726500000999977, 52.107999999000015 4.725099999000008, 52.10819999900002 4.723900001000004, 52.10849999999999 4.722399998000014, 52.10909999900002 4.719200000000001, 52.109999999000024 4.715500001000009, 52.1105 4.713799998000013, 52.11140000099999 4.7117000000000075, 52.112599999 4.709399997999981, 52.113099999999974 4.708299997999973, 52.113499999 4.707100000000025, 52.113999999999976 4.705499998999983, 52.114399999 4.703800000000001, 52.11470000100002 4.701599999999985, 52.115200001999995 4.698800000999995, 52.11549999900001 4.697400000000016, 52.11619999999999 4.694800000999976, 52.11709999999999 4.692200001000003, 52.11750000000001 4.690900001999978, 52.11780000099998 4.6895000000000095, 52.117899998999974 4.688099998999974, 52.117899998999974 4.685199997999973, 52.118000000999984 4.682200000000023, 52.11809999899998 4.6798, 52.1182 4.678800002000003, 52.118299998 4.677599999999984, 52.118799998999975 4.675799998999992, 52.11910000099999 4.674500000000023, 52.11930000000001 4.673400000000015, 52.119500000000016 4.672400001000028, 52.11989999899998 4.670699999000021, 52.120499998000014 4.668600000000026, 52.120900000999995 4.66719999899999, 52.121500000000026 4.66580000099998, 52.122299999000006 4.664500002000011, 52.122799999999984 4.664000000999977, 52.123399999000014 4.663499999999999, 52.124600000999976 4.6629999990000215, 52.125599998999974 4.662799999000015, 52.127099998000006 4.662599999000008, 52.128800001 4.662799999000015, 52.129799999 4.662700001000019, 52.130499999999984 4.6629999990000215, 52.13259999799999 4.663099999999986, 52.13729999999998 4.6629999990000215, 52.138300001999994 4.662900001000025, 52.139099999999985 4.662700001000019, 52.13989999900002 4.662199999999984, 52.14050000200001 4.661600001000011, 52.14090000099998 4.6609999980000225, 52.14150000000001 4.659499998999991, 52.14220000099999 4.655299999000022, 52.142499998000005 4.653299998000023, 52.142600000000016 4.651700000999995, 52.142600000000016 4.6515000019999775, 52.142499998000005 4.650300000000016, 52.14240000000001 4.648800000999984, 52.14209999899998 4.647399999000015, 52.141899998999975 4.646299999000007, 52.14180000099998 4.645799997999973, 52.14090000099998 4.642200000999992, 52.14090000099998 4.642099998999981, 52.1404 4.638999999000021, 52.14019999999999 4.637699999000006, 52.139800001000026 4.6343000009999855, 52.1395 4.6319000010000195, 52.139099999999985 4.630299999999977, 52.138799999000014 4.629099999000005, 52.138300001999994 4.627900001, 52.137200001999986 4.626200002000019, 52.136300000999995 4.625100002000011, 52.135600001 4.62420000100002, 52.13459999899999 4.623199999000008, 52.13300000100003 4.621800001999986, 52.13249999999999 4.621199998999998, 52.13190000100002 4.620499998000014, 52.131200001000025 4.61930000000001, 52.13080000100001 4.618299997999998, 52.13039999799997 4.6170999999999935, 52.13010000100002 4.615600001000018, 52.129799999 4.6141000019999865, 52.129500001999986 4.612500001000001, 52.129500001999986 4.611200000999986, 52.129500001999986 4.609999999000024, 52.129700001 4.607500001999995, 52.12990000100001 4.6057999989999985, 52.13039999799997 4.603399998999976, 52.13100000100002 4.600599999999986, 52.13149999799998 4.598999999, 52.1318 4.596400000000017, 52.131999999000016 4.5940000009999835, 52.13190000100002 4.592999997999982, 52.131700002 4.5919999999999845, 52.13149999799998 4.591099999999983, 52.131099999000014 4.589999999999975, 52.12959999999998 4.586800002000018, 52.12900000100001 4.585099999000022, 52.128800001 4.584100001000024, 52.128600000999995 4.582899999000006, 52.12840000199998 4.581300001999978, 52.128199998000014 4.579700000999992, 52.128199998000014 4.577599998999972, 52.128300000000024 4.575499999999977, 52.128499999999974 4.573500000000024, 52.128800001 4.5715000000000146, 52.129200000000026 4.567999999999984, 52.13019999900001 4.564199998999982, 52.13080000100001 4.5625, 52.131399999999985 4.561099999000021, 52.13219999900002 4.559599999, 52.133099999000024 4.558299999999974, 52.133400000999984 4.557799998999997, 52.134199998999975 4.55680000000001, 52.134900000000016 4.556100000000015, 52.13549999899999 4.555300000999978, 52.136000000000024 4.55469999799999, 52.136500001 4.55400000100002, 52.137200001999986 4.552900001000012, 52.137400001 4.552599999999984, 52.138300001999994 4.550900001000002, 52.13899999900002 4.549500000000023, 52.14029999799999 4.546100002000003, 52.14050000200001 4.545299999000008, 52.14070000100003 4.544599999000013, 52.14079999900002 4.543999999999983, 52.14099999899997 4.542500000000018, 52.14099999899997 4.541800000000023, 52.14099999899997 4.541000000999986, 52.14099999899997 4.538699999000016, 52.14090000099998 4.537099997999974, 52.14099999899997 4.536099999999976, 52.141100000999984 4.534800000000018, 52.14119999899998 4.533900000000017, 52.1413 4.533100002000026, 52.14150000000001 4.532200000999978, 52.141700000000014 4.531199999000023, 52.14180000099998 4.530699997999989, 52.142000000999985 4.530499997999982, 52.14220000099999 4.529899999000008, 52.14240000000001 4.529300001000024, 52.14299999899998 4.528000001000009, 52.14350000000002 4.527399998000021, 52.144299999 4.526400000000024, 52.144499999000004 4.526099998999996, 52.145399999000006 4.525300000000016, 52.14689999799998 4.5242000000000075, 52.14699999999999 4.5242000000000075, 52.147399999000015 4.524000000000001, 52.14779999899997 4.523800000999984, 52.148300000000006 4.523600000999977, 52.148800000999984 4.523400001000027, 52.14920000000001 4.523300000000006, 52.149700000999985 4.522999997999989, 52.14999999899999 4.522899999999993, 52.150400002000026 4.522799998999972, 52.15089999899999 4.522599999000022, 52.151099998999996 4.522500001000026, 52.15159999999997 4.522300001000019, 52.15239999800002 4.522100002000002, 52.15269999999998 4.521999999999991, 52.152899999 4.521999999999991, 52.15349999799997 4.521799999999985, 52.154499999999985 4.521499999000014, 52.15559999999999 4.521299999000007, 52.15590000200001 4.521200001000011, 52.15599999900002 4.521200001000011, 52.15619999900002 4.52109999999999, 52.15690000000001 4.520599999000012, 52.15720000099998 4.52030000100001, 52.157400000999985 4.520100001000003, 52.157699998 4.519699998000021, 52.158199998999976 4.519000000999995, 52.15870000000001 4.518100000999993, 52.159100000000024 4.517499998000005, 52.159899998000014 4.516300000000001, 52.16010000199998 4.515900000999977, 52.160300001999985 4.51550000200001, 52.160500001 4.515099998999972, 52.160599999 4.514699999000015)"
diepte_vaarweg.689,1062,Lekhaven,,0.212,0.658,,NAP,-8.8,-5.8,,27226,,,"LINESTRING (51.902300000000025 4.427200001000017, 51.90410000100002 4.427399999999977, 51.904300001000024 4.427399999999977, 51.90639999899997 4.432799998999997)"
diepte_vaarweg.690,225f,Gemeentehaven van Tiel,,0,0.991,,SP,-5.2,-5.2,,28634,,,"LINESTRING (51.916499998000006 5.440400001, 51.91389999900002 5.438999998999975, 51.91250000100001 5.436399999999992, 51.912199999999984 5.436000001000025, 51.909400000999995 5.4395000000000095)"
diepte_vaarweg.691,013d,Rensel (oostelijk deel),,0,0.667,,KP,-2,-2,,28680,,,"LINESTRING (53.14620000100001 7.07099999899998, 53.145500001000016 7.071899998999982, 53.145100001 7.072299998000005, 53.14440000100001 7.07299999899999, 53.14380000199998 7.074000001000002, 53.14299999899998 7.075800001999994, 53.142700002000026 7.078400000999977)"
