Gemeente,CBS Gemeentecode,Besluit,Besluitdatum,Bouwjaar,Status Pand,Status VBO,Gebruiksdoel,Wijknaam,CBS Wijknummer,Buurtnaam,CBS Buurtnummer,Straatnaam,Huisnummer,Huisnummertoevoeging,Extra adresaanduiding,Postcode,(Woon)plaats,X,Y,latitude,longitude,BAG Pand nummer,BAG Verblijfsobject nummer,BAG Adresnummer,GEOMETRIE
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,35,,,3606AZ,Maarssen,131027.21,459648.41,5.037138,52.124529,0333100000015805,1904010000033959,1904200000034396,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,36,,,3606AZ,Maarssen,131028.02,459649,5.03715,52.124535,0333100000015805,1904010000033960,1904200000034397,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,37,,,3606AZ,Maarssen,131028.96,459649.46,5.037164,52.124539,0333100000015805,1904010000033961,1904200000034398,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,38,,,3606AZ,Maarssen,130997.15,459655.19,5.036699,52.124589,0333100000015805,1904010000033962,1904200000034399,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,39,,,3606AZ,Maarssen,130998.44,459655.31,5.036718,52.12459,0333100000015805,1904010000033963,1904200000034400,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,40,,,3606AZ,Maarssen,131000.19,459655.55,5.036743,52.124592,0333100000015805,1904010000033964,1904200000034401,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,41,,,3606AZ,Maarssen,131001.6,459655.08,5.036764,52.124588,0333100000015805,1904010000033965,1904200000034402,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,42,,,3606AZ,Maarssen,131002.65,459655.31,5.036779,52.12459,0333100000015805,1904010000033966,1904200000034403,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,43,,,3606AZ,Maarssen,131003.7,459655.31,5.036795,52.12459,0333100000015805,1904010000033967,1904200000034404,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,44,,,3606AZ,Maarssen,131004.64,459655.19,5.036808,52.124589,0333100000015805,1904010000033968,1904200000034405,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,45,,,3606AZ,Maarssen,131005.34,459655.31,5.036819,52.12459,0333100000015805,1904010000033969,1904200000034406,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,46,,,3606AZ,Maarssen,131006.51,459654.73,5.036836,52.124585,0333100000015805,1904010000033970,1904200000034407,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
Stichtse Vecht,1904,BAG/AV-3333,20220206230000,1974,Pand in gebruik,Verblijfsobject gevormd,woonfunctie,Maarssenbroek,WK190412,Verbindingswegen,BK19041201,Het Kwadrant,47,,,3606AZ,Maarssen,131007.21,459654.96,5.036846,52.124587,0333100000015805,1904010000033971,1904200000034408,"POLYGON ((130983.318 459670.732,130989.813 459661.085,130990.077 459661.249,130996.27 459652.051,130993.497 459637.769,131002.319 459636.044,131002.256 459635.725,131007.88 459634.616,131007.637 459633.269,131007.334 459633.134,131007.058 459632.95,131006.816 459632.722,131006.616 459632.457,131006.464 459632.163,131006.363 459631.847,131006.316 459631.518,131006.326 459631.186,131006.391 459630.861,131006.509 459630.551,131006.671 459630.27,131006.878 459630.019,131007.124 459629.807,131007.403 459629.64,131007.705 459629.522,131008.023 459629.456,131008.348 459629.444,131008.67 459629.488,131008.98 459629.584,131009.269 459629.732,131009.53 459629.926,131009.764 459630.164,131009.954 459630.439,131010.095 459630.742,131010.181 459631.064,131010.211 459631.397,131010.184 459631.73,131010.1 459632.053,131009.962 459632.357,131009.774 459632.633,131009.542 459632.873,131009.802 459634.229,131015.459 459633.142,131015.522 459633.462,131024.344 459631.7,131027.156 459645.961,131036.345 459652.133,131036.554 459651.876,131046.206 459658.382,131039.185 459668.834,131041.673 459670.514,131038.432 459675.33,131037.617 459676.024,131036.667 459676.183,131035.768 459675.87,131034.865 459675.276,131027.509 459686.212,131026.966 459687.019,131025.084 459685.781,131023.653 459687.268,131021.937 459688.443,131022.05 459689.123,131021.971 459689.808,131021.705 459690.444,131021.273 459690.981,131020.709 459691.378,131020.057 459691.603,131019.368 459691.639,131018.697 459691.482,131018.095 459691.145,131017.61 459690.655,131017.28 459690.05,131017.13 459689.377,131015.101 459688.933,131013.237 459688.117,131011.958 459689.971,131000.205 459682.067,130999.609 459682.956,130998.877 459683.598,130997.935 459683.798,130996.928 459683.485,130992.104 459680.238,130993.776 459677.744,130983.318 459670.732))"
