Referentiecode RDW,Publicatiedatum RDW,Meldende producent/distributeur,Referentiecode producent,Omschrijving defect,Categorie defect,Materiële gevolgen,Beschrijving van het herstel,Meer informatie op internet,Meer informatie via telefoonnummer,Opmerkingen RDW,Datum aankondiging producent,Datum melding bij RDW,Risicobeoordeling RDW,Datum informeren eigenaar,Datum eigenaren geïnformeerd,Totaal aantal voertuigen terugroepactie,Nationaal opgegeven aantal voertuigen terugroepactie,Publicatiedatum RDW_DT,Datum aankondiging producent_DT,Datum melding bij RDW_DT,Datum informeren eigenaar_DT,Datum eigenaren geïnformeerd_DT,API Terugroep_ actie_status,API Terugroep_actie_risico,API Terugroep_voertuig_merk_type,API Terugroep_infomeren_eigenaar
MGP180322,20180705,Mazda Motor Nederland,AF037J,Bij het activeren van de bestuurdersairbag kan in het ontstekingsmechanisme een te hoge druk ontstaan. Hierdoor kan de behuizing van het ontstekingsmechanisme barsten en metalen fragmenten losraken en door het airbagkussen slaan.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De metalen fragmenten kunnen ernstig letsel veroorzaken van bestuurder of passagier.,De producent neemt maatregelen. De voertuigeigenaar wordt uitgenodigd een afspraak te maken met een merkdealer. Het ontstekingsmechanisme wordt dan vervangen.,(Nog) niet bekend,0800-2323966,Geen,20180612,20180703,GEM,20180717,20180717,100000,5378,07/05/2018 12:00:00 AM,06/12/2018 12:00:00 AM,07/03/2018 12:00:00 AM,07/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180323,20200722,Knott GmbH,20-2425/1,Een onderdeel van de reminrichting is mogelijk onjuist op de remankerplaat (type 20-2425/1) gelast. Hierdoor kan de remstelinrichting mogelijk niet goed werken.,Motorrijtuigen en aanhangwagens - reminrichting,Mogelijk een verminderde remvertraging en een langere remweg.,De voertuigeigenaar wordt verzocht een afspraak te maken met een vakwerkplaats van de voertuigfabrikant of tot een van de service-stations (zie https://www.knott.de/knott-service-stationen/). De dealer zal de reminrichting inspecteren en indien nodig de remankerplaat herstellen.,www.knott.de/en/safetyaction-axle/,+49 9402 931778,De RDW heeft de producent/distributeur om aanvullende informatie gevraagd. De RDW is niet nog geïnformeerd over de voertuigen die voor deze terugroepactie moeten worden hersteld.,20190204,,NNB,,,0,0,07/22/2020 12:00:00 AM,02/04/2019 12:00:00 AM,,,,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180327,20180705,Mazda Motor Nederland,AF037L,Bij het activeren van de bestuurders- en passagiersairbag kan in het ontstekingsmechanisme een te hoge druk ontstaan. Hierdoor kan de behuizing van het ontstekingsmechanisme barsten en metalen fragmenten losraken en door het airbagkussen slaan.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De metalen fragmenten kunnen ernstig letsel veroorzaken van bestuurder of passagier.,De producent neemt maatregelen. De voertuigeigenaar wordt uitgenodigd een afspraak te maken met een merkdealer. Het ontstekingsmechanisme van beide airbags wordt dan vervangen.,Niet bekend,0800-2323966,Geen,20180612,20180703,GEM,20180717,20180717,25000,275,07/05/2018 12:00:00 AM,06/12/2018 12:00:00 AM,07/03/2018 12:00:00 AM,07/17/2018 12:00:00 AM,07/17/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180329,20180706,FCA Netherlands B.V.,U60 & 6202,De cruise-control wordt mogelijk niet uitgeschakeld bij een optredende fout in de communicatie met de motorregeleenheid.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Blijven werken van de cruise-control. Het voertuig blijft de snelheid of acceleratie handhaven. Het voertuig wordt gestopt door af te remmen en de versnelling in de vrijstand te zetten.,De voertuigeigenaar wordt verzocht de cruise-control niet te gebruiken en een afspraak te maken met een merkdealer. Deze zal de softwareversie van de motorregeleenheid controleren en indien nodig updaten.,(Nog) niet bekend,00800-52624200,Telefoonnummer Dodge: 00800-36343000Telefoonnummer Chrysler: 00800-16921692,20180601,20180705,ERN,20180711,20180711,979661,1,07/06/2018 12:00:00 AM,06/01/2018 12:00:00 AM,07/05/2018 12:00:00 AM,07/11/2018 12:00:00 AM,07/11/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180332,20190516,Mercedes-Benz Nederland B.V. (Cars),3396938,Door een afwijking in de aandrijfas kan het rechter voorwiel blokkeren,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,Ten tijde van publicatie van deze terugroepactie zijn er geen voertuigen in Nederland geregistreerd. Wanneer nadien betrokken voertuigen in Nederland geregistreerd worden verzoekt RDW de producent/distributeur alsnog om nadere informatie.,,,NNB,,,80,0,05/16/2019 12:00:00 AM,,,,,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180333,20180710,BMW Nederland B.V.,0034370200,De remzuigers van de achterremmen zijn mogelijk verkeerd gecoat. Hierdoor kan luchtvorming in het hydraulisch remsysteem ontstaan.,Motorrijtuigen en aanhangwagens - reminrichting,Indien luchtvorming in het remsysteem optreedt kan een deel van het remsysteem wegvallen. De bestuurder merkt een langere slag in het rempedaal en een verminderde remcapaciteit.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de remvloeistof van het hydraulisch remsysteem verversen.,(Nog) niet bekend,0800-0992234,Geen,20180705,20180709,ERN,20180705,20180805,19060,445,07/10/2018 12:00:00 AM,07/05/2018 12:00:00 AM,07/09/2018 12:00:00 AM,07/05/2018 12:00:00 AM,08/05/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180334,20180710,FCA Netherlands B.V.,U12,Een onderdeel van de rugleuningvergrendelinrichting van de achterbank is verkeerd ontworpen. Hierdoor kan de rugleuning ontgrendelen tijdens een aanrijding waarbij de buitenste veiligheidsgordels op de achterbank niet in gebruik zijn.,Motorrijtuigen - carrosserie (zitplaatsen),De lading in de bagageruimte kan tijdens een frontale aanrijding naar voren schuiven en de inzittenden verwonden.,De voertuigeigenaar wordt uitgenodigd een afspraak te maken met een merkdealer. De dealer zal een onderdeel van de rugleuningvergrendelinrichting  vervangen.,(Nog) niet bekend,00800-04265337,Geen,20180701,20180709,ERN,20180713,20180713,62663,758,07/10/2018 12:00:00 AM,07/01/2018 12:00:00 AM,07/09/2018 12:00:00 AM,07/13/2018 12:00:00 AM,07/13/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180335,20180712,Stellantis BV,18-C-045,De rugleuningbekleding van de linker- en rechtervoorstoel is mogelijk onjuist gefabriceerd. Hierdoor opent de biesnaad van de bekleding mogelijk onjuist tijdens activatie van de stoelairbag.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Indien de stoelairbag wordt geactiveerd kan deze mogelijk niet goed ontplooien. Hierdoor biedt de stoelairbag niet de noodzakelijke bescherming waarvoor deze is bedoeld.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de bekleding van de voorstoelen vervangen.,(Nog) niet bekend,020-6545751,Geen,20180708,20180712,ERN,20180711,20180806,3155,427,07/12/2018 12:00:00 AM,07/08/2018 12:00:00 AM,07/12/2018 12:00:00 AM,07/11/2018 12:00:00 AM,08/06/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180337,20180716,Yamaha Motor Nederland B.V.,MC18-02,De bevestigingsbouten van het kettingscherm  kunnen door trillingen losraken. Hierdoor kan het kettingscherm losraken en tussen de aandrijfketting komen.,Motorrijtuigen en aanhangwagens - carrosserie (diverse),De kettingkast kan in stukken breken. De afgebroken stukken kunnen een gevaar opleveren voor de opzittende en/of overige weggebruikers.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de vulbussen vervangen en de bevestigingsbouten met het juiste aanhaalmoment vastzetten.,www.yamaha-motor.eu/nl/services/modification-checker/index.aspx,020-6546001,De voertuigeigenaren worden vanaf 27 juli 2018 via een brief geïnformeerd.,20180711,20180716,ERN,20180727,20180727,55402,828,07/16/2018 12:00:00 AM,07/11/2018 12:00:00 AM,07/16/2018 12:00:00 AM,07/27/2018 12:00:00 AM,07/27/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180339,20180905,Mercedes-Benz Nederland B.V. (Cars),9192043,De rugleuning van beide voorstoelen wordt mogelijk aan de rechter zijde niet vergrendeld.,Motorrijtuigen - carrosserie (zitplaatsen),De rugleuning biedt onvoldoende bescherming bij een ongeval. Objecten op de achterbank kunnen de rugleuning dan naar voren duwen.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer.  De dealer zal de vergrendeling controleren en indien nodig de rugleuning vervangen.,(Nog) niet bekend,00800-12777777,Geen,20180423,20180905,GEM,20180917,20180917,13513,121,09/05/2018 12:00:00 AM,04/23/2018 12:00:00 AM,09/05/2018 12:00:00 AM,09/17/2018 12:00:00 AM,09/17/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180340,20180719,Ford Motor Company Ltd,18S07,In de koppelingsdrukplaat kunnen barsten ontstaan.,Motorrijtuigen - krachtoverbrenging,"De koppeling kan slippen. Hierdoor is de rijsnelheid gereduceerd, zijn de voertuigprestaties beperkt en verspreidt de koppeling een geur. In extreme gevallen komen fragmenten van de koppeling/transmissie los en raken deze de componenten onder de motorkap.",De voertuigeigenaar wordt verzocht een afspraak te maken bij een Ford erkend reparateur of Ford erkend hersteller. De dealer zal de koppeling testen en indien nodig repareren. Bij voertuigen met een start/stop-functie wordt tevens de software aangepast.,(Nog) niet bekend,020-5044646,Geen,20180705,20180717,ERN,20180924,20180924,552283,29928,07/19/2018 12:00:00 AM,07/05/2018 12:00:00 AM,07/17/2018 12:00:00 AM,09/24/2018 12:00:00 AM,09/24/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180343,20180717,Pon's Automobielhandel B.V. (Luxury Cars),AJ06,"De koppelstangen waarmee de stabilisatorstang aan de draagarmen bevestigd is, zijn onvoldoende sterk gefabriceerd. Hierdoor kunnen de stangen vroegtijdig breken.",Motorrijtuigen en aanhangwagens - ophanging,"De werking van de stabilisator kan verslechteren, wat merkbaar is aan meer onderstuur en het sterker overhellen van het voertuig. De koppelstang kan tevens omliggende onderdelen beschadigen. De bestuurder kan geluiden waarnemen  en er kan een gele waarschuwingsmelding in de display verschijnen.",De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal de koppelstangen vervangen.,(Nog) niet bekend,(0)33 49 49 757,Geen,20180613,20180717,GEM,20180713,20180725,4886,193,07/17/2018 12:00:00 AM,06/13/2018 12:00:00 AM,07/17/2018 12:00:00 AM,07/13/2018 12:00:00 AM,07/25/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180344,20180824,Louwman & Parqui B.V.,LGG54,De mogelijkheid bestaat dat een olieplug in het motorblok niet goed is vastgezet. Hierdoor kan de plug losraken.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Motorolielekkage op het wegdek. Dit kan leiden tot ongevallen.,De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. De dealer zal de plug correct vastzetten.,www.toyota.nl/klantenservice,0800-0369,Geen,20180717,20180823,GEM,20180717,20181001,716,50,08/24/2018 12:00:00 AM,07/17/2018 12:00:00 AM,08/23/2018 12:00:00 AM,07/17/2018 12:00:00 AM,10/01/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180345,20180719,Stellantis BV,18-C-066,De krimpverbinding van het gordelslot van de linker- en rechtervoorstoel is mogelijk niet goed uitgevoerd. Hierdoor kan het gordelslot losraken van het stoelframe.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),"Tijdens een ongeval houdt de veiligeidsgordel mogelijk de inzittende niet op zijn plaats, wat het risico op letsel kan vergroten.",De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de krimpverbinding van de gordelsloten controleren. Indien nodig worden de beide gordelsloten vervangen.,(Nog) niet bekend,020-6545751,Geen,20180701,20180718,ERN,20180717,20180720,730,9,07/19/2018 12:00:00 AM,07/01/2018 12:00:00 AM,07/18/2018 12:00:00 AM,07/17/2018 12:00:00 AM,07/20/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180347,20180719,Pon's Automobielhandel B.V.,69W9,"De luchtzak van de passagiersairbag voor, is mogelijk onjuist opgevouwen in de airbagmodule.",Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),Als de passagiersairbag wordt geactiveerd kan de luchtzak van de airbag zich niet goed ontvouwen. Hierdoor biedt de passagiersairbag niet de bescherming waarvoor deze is bedoeld.,De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. De dealer zal de passagiersairbag vervangen.,(Nog) niet bekend,0800-5557000,Geen,20180712,20180719,ERN,20180724,20180724,1185,20,07/19/2018 12:00:00 AM,07/12/2018 12:00:00 AM,07/19/2018 12:00:00 AM,07/24/2018 12:00:00 AM,07/24/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180350,20190304,BMW Nederland B.V.,0061770400 & 0061760300,"Het stekkercontact van de accupluskabel op de voorste zekering-relaiskast, kan als gevolg van trillingen en wrijvingscorrosie in combinatie met een hoge stroombelasting, beschadigen.",Motorrijtuigen en aanhangwagens - elektrische installatie,"De motor kan afslaan en de stuurbekrachtiging en de elektrische installatie kunnen tijdens het rijden uitvallen. De situatie kondigt zich aan door flikkeren van het instrumentenpaneel en eventuele korte, voelbare vermogensdalingen.",De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de stekkerverbinding controleren en indien nodig vervangen.,(Nog) niet bekend,0800-0992234,Geen,20180514,20190301,GEM,20180718,20180818,451957,67,03/04/2019 12:00:00 AM,05/14/2018 12:00:00 AM,03/01/2019 12:00:00 AM,07/18/2018 12:00:00 AM,08/18/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180351,20180723,BMW Nederland B.V.,0000112400,De moer van het oliepomptandwiel is mogelijk onvoldoende vastgezet. Hierdoor kan het oliepomptandwiel losraken.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",De motor kan vastlopen. Hierdoor kan het voertuig stilvallen.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de moer van het oliepomptandwiel controleren en deze met het juiste aanhaalmoment vastzetten.,(Nog) niet bekend,0800-0992234,Geen,20180717,20180718,ERN,20180713,20180713,558,19,07/23/2018 12:00:00 AM,07/17/2018 12:00:00 AM,07/18/2018 12:00:00 AM,07/13/2018 12:00:00 AM,07/13/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180353,20180723,Stellantis BV,JCW,Een plug in een oliekanaal van het motorblok is niet met het juist aantrekkoppel vastgezet. Hierdoor kan de plug losraken.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Motorolielekkage op het wegdek. Dit kan leiden tot ongevallen.,De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. De dealer zal het aantrekkoppel van de plug controleren en indien nodig de plug correct monteren.,(Nog) niet bekend,0800-7384368,Geen,20180717,20180720,GEM,20180727,20180727,2740,44,07/23/2018 12:00:00 AM,07/17/2018 12:00:00 AM,07/20/2018 12:00:00 AM,07/27/2018 12:00:00 AM,07/27/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180354,20180723,Stellantis BV,GLN,Een plug in een oliekanaal van het motorblok is niet met het juist aantrekkoppel vastgezet. Hierdoor kan de plug losraken.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Motorolielekkage op het wegdek. Dit kan leiden tot ongevallen.,De voertuigeigenaar wordt verzocht een afspraak te maken met de merkdealer. De dealer zal het aantrekkoppel van de plug controleren en indien nodig de plug correct monteren.,(Nog) niet bekend,0800-2487636,Geen,20180717,20180720,GEM,20180727,20180727,1959,19,07/23/2018 12:00:00 AM,07/17/2018 12:00:00 AM,07/20/2018 12:00:00 AM,07/27/2018 12:00:00 AM,07/27/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180356,20180723,Pon's Automobielhandel B.V.,69X5,Indien de zitplaatsen linksachter en middenachter bezet zijn kan bij een scherpe bocht naar rechts het gordelslot van de middelste gordel op de rode knop van het linkergordelslot drukken.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De linker achtergordel kan onbedoeld ontgrendelen. Als dit gebeurd wordt de passgier bij een ongeval of een sterke remingreep niet beschermd door de gordel.,"De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal een afstandstuk bij het dubbele gordelslot plaatsen, en een aanvulling aan het instructieboekje toevoegen over het gebruik van kinderzitjes.",(Nog) niet bekend,0800-5557000,Geen,20181113,20181114,GEM,20181126,20181126,368110,14310,07/23/2018 12:00:00 AM,11/13/2018 12:00:00 AM,11/14/2018 12:00:00 AM,11/26/2018 12:00:00 AM,11/26/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180357,20180723,Pon's Automobielhandel B.V.,69X7,Indien de zitplaatsen linksachter en middenachter bezet zijn kan bij een scherpe bocht naar rechts het gordelslot van de middelste gordel op de rode knop van het linker gordelslot drukken.,Motorrijtuigen - carrosserie (beschermingsmiddelen inzittenden),De linker achtergordel kan onbedoeld ontgrendelen. Als dit gebeurd wordt de passgier bij een ongeval of een sterke remingreep niet beschermd door de gordel.,"De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal een afstandstuk bij het dubbele gordelslot plaatsen, en een aanvulling aan het instructieboekje toevoegen over het gebruik van kinderzitjes.",(Nog) niet bekend,0800-2357328,Geen,20181113,20181114,GEM,20181126,20181126,280141,5663,07/23/2018 12:00:00 AM,11/13/2018 12:00:00 AM,11/14/2018 12:00:00 AM,11/26/2018 12:00:00 AM,11/26/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180358,20180823,Louwman & Parqui B.V.,LGG56,De motorregeleenheid is mogelijk voorzien van onjuiste software. Hierdoor kan de motorregeleenheid niet detecteren wanneer de motorolietemperatuur te hoog oploopt.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",De carterpan kan vervormen. Hierdoor kan olielekkage ontstaan.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal een software update uitvoeren.,www.toyota.nl/klantenservice,0800-0369,Geen,20180724,20180823,GEM,20180917,20180815,6146,236,08/23/2018 12:00:00 AM,07/24/2018 12:00:00 AM,08/23/2018 12:00:00 AM,09/17/2018 12:00:00 AM,08/15/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180359,20180813,Mitsubishi Motor Sales Nederland B.V.,ENL-18-012-SR,De afdichting van het handremmechanisme in de linker en/of rechter achterremklauw is mogelijk onvoldoende. Hierdoor kan corrosievorming op het handremmechanisme ontstaan waardoor het mechanisme vast kan gaan zitten.,Motorrijtuigen en aanhangwagens - reminrichting,Het niet of niet goed werken van de parkeerrem. Hierdoor kan het voertuig onbedoeld in beweging komen. Tevens kan door een vastzittend verstelmechanisme de remblokslijtage hoog zijn.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de achterremklauwen controleren en indien nodig vervangen.,(Nog) niet bekend,020-4056899,Geen,20180713,20180813,ERN,20180827,20180827,277950,31284,08/13/2018 12:00:00 AM,07/13/2018 12:00:00 AM,08/13/2018 12:00:00 AM,08/27/2018 12:00:00 AM,08/27/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180360,20180727,Stellantis BV,JBQ,De motorsoftware bevat een fout. Hierdoor is de aansturing van de motorkoeling en die van de waarschuwing voor de maximale koelvloeistoftemperatuur op het dashboard onjuist.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Door de te hoge motortemperatuur kan olielekkage optreden.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de software aanpassen.,(Nog) niet bekend,0800-7384368,Geen,20180723,20180727,GEM,20180804,20180804,14348,837,07/27/2018 12:00:00 AM,07/23/2018 12:00:00 AM,07/27/2018 12:00:00 AM,08/04/2018 12:00:00 AM,08/04/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180361,20180727,Stellantis BV,GKG,De motorsoftware bevat een fout. Hierdoor is de aansturing van de motorkoeling en die van de waarschuwing voor de maximale koelvloeistoftemperatuur op het dashboard onjuist.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",Door de te hoge motortemperatuur kan olielekkage optreden.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. De dealer zal de software aanpassen.,(Nog) niet bekend,0800-2487636,Geen,20180723,20180727,GEM,20180806,20180806,12571,270,07/27/2018 12:00:00 AM,07/23/2018 12:00:00 AM,07/27/2018 12:00:00 AM,08/06/2018 12:00:00 AM,08/06/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180362,20180726,Mercedes-Benz Nederland B.V. (Vans),5498860,Door een softwarefout  kan op voertuigen met dodehoekassistent en automatische transmissie de  uitstapwaarschuwing  uitschakelen nadat het contact is uitgeschakeld.,Motorrijtuigen en aanhangwagens - diversen,De bestuurder of passagier worden bij het verlaten van het voertuig niet visueel of akoestisch gewaarschuwd voor achteropkomend verkeer.,De voertuigeigenaar wordt verzocht een afspraak te maken met een merkdealer. Deze zal  de software aanpassen.,(Nog) niet bekend,00800-12777777,Geen,20180725,20180726,GEM,20180806,20180806,1534,345,07/26/2018 12:00:00 AM,07/25/2018 12:00:00 AM,07/26/2018 12:00:00 AM,08/06/2018 12:00:00 AM,08/06/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180366,20190903,BMW Nederland B.V.,0016380200,De brandstofsensor in de brandstoftank werkt mogelijk niet goed.,"Motorrijtuigen - motor inclusief brandstof-, smeer- en koelsysteem",(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,(Nog) niet bekend,De RDW heeft de producent/distributeur om aanvullende informatie gevraagd indien deze actie van toepassing is voor Nederland.,,,NNB,,,4797,93,09/03/2019 12:00:00 AM,,,,,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
MGP180367,20190117,Ducati North Europe,CR160,De remvoering van de achterrem kan losraken.,Motorrijtuigen en aanhangwagens - reminrichting,Niet werken van de achterrem.,De producent neemt maatregelen. De voertuigeigenaar wordt verzocht contact op te nemen met de merkdealer. Deze zal de remblokken achter controleren en vervangen.,(Nog) niet bekend,(Nog) niet bekend,Geen,20180801,20190114,GEM,20180802,20180802,349,4,01/17/2019 12:00:00 AM,08/01/2018 12:00:00 AM,01/14/2019 12:00:00 AM,08/02/2018 12:00:00 AM,08/02/2018 12:00:00 AM,https://opendata.rdw.nl/resource/t49b-isb7.json,https://opendata.rdw.nl/resource/9ihi-jgpf.json,https://opendata.rdw.nl/resource/mu2x-mu5e.json,https://opendata.rdw.nl/resource/mh8w-8cup.json
