OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
420,be87259f-5859-455d-b98c-958084a86e18,52442_2012_BOB-F,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,645403",-30.018322,"-30,018322",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83422.307,454242.68099999,1.629,Grote Binckhorst,BKHG,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07183739,4.34319223,23.645403
421,5ae0e554-efad-4f0c-8191-b93b1857e9f6,52431_2012_BEB,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,608566",-33.725955,"-33,725955",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83451.55199999,454220.155,1.62799999,Grote Binckhorst,BKHG,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07163873,4.34362344,23.608566
422,206861e7-7f8c-4394-bf6a-4976609c4fcb,52432_2012_BOB,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,608184",-33.715494,"-33,715494",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83451.88099999,454219.96299999,1.63999999,Grote Binckhorst,BKHG,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07163705,4.34362828,23.608184
423,88089b3c-44d6-426d-a189-1cc77ef33862,52445_2012_BOB-F,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,484242",-36.201503,"-36,201503",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83555.345,454151.26199999,1.813,Grote Binckhorst,BKHG,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.071033,4.34515151,23.484242
424,54faef6e-ee71-4cd0-87d4-6e9893aaff85,52437_2012_BOB-F,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,478693",-36.060572,"-36,060572",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83560.168,454148.549,1.794,Grote Binckhorst,BKHG,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07100924,4.34522241,23.478693
425,cc52920c-8ebf-4fb8-b0d0-d855ae8847aa,52433_2012_BOB-F,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,516971",-36.565422,"-36,565422",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83526.398,454168.79399999,1.764,Grote Binckhorst,BKHG,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07118682,4.3447257,23.516971
426,290b93fa-dcbe-440b-9bdb-c5650d382aff,52434_2012_BOB-F,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,517357",-36.599882,"-36,599882",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83526.05599999,454168.973,1.764,Grote Binckhorst,BKHG,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07118838,4.34472067,23.517357
427,faa10108-249d-47bc-9782-b87faddc53e2,52429_2012_BEB,60,Bestaand,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,564,d,564,564_d,Den Haag Binckhorst,"100,308874",5.683209,"5,683209",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82908.831,454448.70799999,4.402,Den Haag HS - Den Haag Binckhorst,GV-BKH,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07362233,4.33566052,100.308874
428,e452c85e-2861-4fb4-8cb6-6cd38e7ea6c3,52428_2012_BOB,60,Bestaand,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,564,d,564,564_d,Den Haag Binckhorst,"100,309257",5.704733,"5,704733",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82908.448,454448.722,4.402,Den Haag HS - Den Haag Binckhorst,GV-BKH,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07362241,4.33565493,100.309257
429,7890e812-67f4-465e-bbac-064472757069,52430_2012_BEB,60,Bestaand,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,564,d,564,564_d,Den Haag Binckhorst,"100,081900",5.61871,"5,618710",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83134.089,454412.45699999,2.831,Den Haag HS - Den Haag Binckhorst,GV-BKH,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07332582,4.3389533,100.0819
430,0e5a3e13-d6b3-4d01-9976-79a9976472fa,52427_2012_BOB,60,Bestaand,Bkh-Gv,Den Haag Binckhorst - Den Haag HS ,564,d,564,564_d,Den Haag Binckhorst,"100,082277",5.601903,"5,601903",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83133.731,454412.57,2.81999999,Den Haag HS - Den Haag Binckhorst,GV-BKH,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07332679,4.33894805,100.082277
431,a4e65980-6e71-4ae9-882a-ac943cd182e5,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,654847",-19.204342,"-19,204342",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82551.94199999,454752.238,0.849,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07630353,4.33039124,24.654847
432,59962a99-237e-4c78-939e-f54e61eb0bef,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,659464",-18.504883,"-18,504883",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82548.82499999,454755.635,0.849,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07633365,4.33034506,24.659464
433,5d029088-50e9-46b1-af03-3769a3020fc2,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,717033",-10.865066,"-10,865066",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82509.73699999,454799.33399999,0.67,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07672125,4.32976568,24.717033
434,3c520689-113e-42da-b670-27377cef71af,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,720553",-10.969123,"-10,969123",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82507.23799999,454801.71399999,0.615,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07674232,4.32972873,24.720553
435,04da65fb-a6a6-4700-9b1d-ca0bf1b39609,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,869830",19.213886,"19,213886",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82433.403,454929.78899999,0.709,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07788363,4.32862461,24.86983
436,10aaa97d-4971-4624-a10e-48e7f7e35969,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,871768",19.269357,"19,269357",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82432.282,454931.29599999,0.709,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07789703,4.32860794,24.871768
437,46337869-f260-4d87-aa06-c325741d693e,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,994226",31.772684,"31,772684",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82369.175,455036.689,2.06099999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.0788359,4.32766507,24.994226
438,2dd8682a-dd3c-44e0-a791-e28dc22d35a8,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,994614",31.7246,"31,724600",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82368.903,455036.978,2.06099999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07883846,4.32766104,24.994614
439,eefa4494-844e-422a-8c70-714e6e114765,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,989748",0.451142,"0,451142",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82346.625,455014.481,1.948,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07863337,4.3273409,24.989748
440,c83106e8-2f84-45a9-afa9-494122769842,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,990130",0.487725,"0,487725",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82346.425,455014.815,1.948,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07863634,4.32733791,24.99013
441,3afba836-069c-43a4-b737-537686a56aa1,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,979600",19.852366,"19,852366",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82368.35899999,455017.667,2.096,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07866485,4.32765722,24.9796
442,40eef6c2-b211-4e4b-bb90-6173310b12f1,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,980008",19.803279,"19,803279",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82368.07399999,455017.972,2.096,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07866755,4.327653,24.980008
443,27755757-79c0-4f04-a6a9-350a8a262cb1,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,924132",17.560134,"17,560134",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82399.84799999,454970.93699999,1.948,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07824902,4.32812645,24.924132
444,359d380d-fd14-41f3-b795-3be3f24b7024,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,924517",17.55968,"17,559680",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82399.61599999,454971.25199999,1.975,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07825182,4.328123,24.924517
445,1757db51-2f5b-41e2-b562-bf6090b64b63,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,947754",5.749338,"5,749338",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82376.133,454983.26699999,2.04899999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07835672,4.32777793,24.947754
446,da4b2371-0881-497d-9d8c-e39e4664cdc0,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,948156",5.759919,"5,759919",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82375.89999999,454983.602,2.04899999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.0783597,4.32777446,24.948156
447,4065dc57-0a4e-40da-a11f-1ebf465b4ae1,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,941669",-6.3444,"-6,344400",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82370.04399999,454971.129,0.567,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07824684,4.3276917,24.941669
448,91c9e03f-2a95-4857-95e1-3a9013be617c,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,943090",-6.323802,"-6,323802",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82369.20699999,454972.303,0.567,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07825728,4.32767925,24.94309
449,9332745c-2bf1-4edc-87cc-77297541a88b,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,855454",33.151708,"33,151708",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82452.97599999,454927.50799999,2.092,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.0778657,4.32891058,24.855454
450,0430b03d-8d5c-4801-847d-c8394495fb93,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,855874",33.144726,"33,144726",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82452.71799999,454927.82299999,2.092,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07786849,4.32890675,24.855874
451,7a07497e-61ab-427e-89ba-19f361ce18f1,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,853066",-5.580384,"-5,580384",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82424.02999999,454901.66899999,2.116,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07762969,4.32849389,24.853066
452,08e2d14e-c137-4bf2-8798-627922a03555,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,853517",-5.568793,"-5,568793",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82423.76799999,454902.01899999,2.116,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07763281,4.32848999,24.853517
453,111bfea1-9660-4615-89b0-f657e713b958,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,812178",-2.672056,"-2,672056",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82450.88499999,454872.39799999,2.05699999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07737016,4.3288918,24.812178
454,42a199c1-e92a-4e70-9b60-f1cabdb45efd,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,812578",-2.689547,"-2,689547",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82450.63099999,454872.69099999,2.00599999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07737276,4.32888803,24.812578
455,2a0f8c55-953f-432d-bae6-73c79f90fc82,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,793543",7.371465,"7,371465",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82469.99099999,454865.482,2.096,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07731051,4.32917193,24.793543
456,4624867f-153b-4fe6-8b97-1b7ea24985e8,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,793976",7.424881,"7,424881",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82469.731,454865.821,2.096,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07731352,4.32916807,24.793976
457,0e3d1a70-ff94-4083-a003-7775594b75fd,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,801088",-3.396533,"-3,396533",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82456.982,454863.52,2.15499999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07729117,4.32898261,24.801088
458,c347248c-6439-41f4-9d8f-556915917a21,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,801549",-3.430913,"-3,430913",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82456.678,454863.84899999,2.15499999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07729409,4.32897811,24.801549
459,42990a90-9a9f-4b82-b5fc-bdf4ea9afa6c,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,800164",-22.977859,"-22,977859",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82442.178,454850.672,2.02599999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07717377,4.32876942,24.800164
460,753fd084-bd4b-4e83-ac43-9dd18ea91ed3,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,800597",-23.034733,"-23,034733",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82441.873,454850.966,2.02599999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07717637,4.32876491,24.800597
461,0545d7bb-c545-4ea1-a64f-b2b847d83d09,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,723737",-1.204148,"-1,204148",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82511.989,454810.798,1.96,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07682457,4.32979609,24.723737
462,9d12a4d7-0a72-4e25-9923-bcfe8337e08a,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,723345",-1.178598,"-1,178598",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82512.277,454810.543,1.96,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07682232,4.32980035,24.723345
463,ba7a29c9-c343-4aac-9a70-f7e5e74bae54,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,709510",9.632313,"9,632313",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82529.498,454808.5,2.18999999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07680621,4.33005195,24.70951
464,214ae4f6-4959-4071-85a7-e640111e02c6,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,709930",9.593169,"9,593169",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82529.18099999,454808.765,2.18999999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07680855,4.33004727,24.70993
465,86a184bb-1fcb-47b0-895e-a4cba7bf8e69,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,684783",-22.24445,"-22,244450",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82526.99499999,454768.352,2.00999999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07644508,4.33002397,24.684783
466,869e1e76-fbe6-4c13-aceb-23df1c19a8a6,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,685229",-22.218165,"-22,218165",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82526.668,454768.64799999,2.00999999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.0764477,4.33001914,24.685229
467,1e2c972a-0a3d-40bb-a5b6-cfa29f3262df,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,667380",-1.774851,"-1,774851",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82553.19999999,454773.57299999,1.936,Den Haag Binckhorst - Den Haag Centraal,BKH-GVC,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07649543,4.33040506,24.66738
468,469a6476-ec3d-47dc-88f0-0846ffa44902,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,667788",-1.796775,"-1,796775",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82552.872,454773.808,1.936,Den Haag Binckhorst - Den Haag Centraal,BKH-GVC,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.0764975,4.33040022,24.667788
469,8cc59b3d-72aa-4829-a981-2100b925aae7,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,623700",-12.6689,"-12,668900",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82580.008,454738.103,2.237,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07618018,4.33080358,24.6237
470,1dbe547f-1508-4276-8551-3f151e7024eb,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,628541",-13.086998,"-13,086998",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82576.02,454740.766,2.28699999,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07620359,4.33074485,24.628541
471,b5c90b08-1ecb-40bf-b843-079b75d8b9a9,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,608517",8.071129,"8,071129",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82604.67299999,454744.906,1.94,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07624454,4.33116186,24.608517
472,4382365a-0b03-48f0-a131-be403f4f1500,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,560,a,560,560_a,Den Haag Centraal,"24,608907",8.054381,"8,054381",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82604.36199999,454745.134,1.913,Den Haag Centraal,GVC,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07624655,4.33115728,24.608907
473,8d351ee3-25ea-41d8-bc33-4111e75ae638,,60,Bestaand,,,,,,,,,,,ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82847.379,454605.22399999,1.417,,,,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07502091,4.33473121,
474,ce9ef876-f034-44db-b43f-669cff747dca,,60,Bestaand,,,,,,,,,,,ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82847.70699999,454605.03899999,1.42399999,,,,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07501929,4.33473603,
