OBJECTID,PUIC,NAAM,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_T,OFFSET,OFFSET_T,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,Z,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,GELDIG_VANAF,PUBLICATIEDATUM,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
475,4f75c9f8-e2ec-4b7d-95aa-8cc84f31a7db,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"24,219771",16.660098,"16,660098",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82944.13,454560.21899999,1.592,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07462906,4.33615177,24.219771
476,c978217d-b5b7-4709-898b-e613b988a7db,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"24,220173",16.580042,"16,580042",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,82943.736,454560.33799999,1.592,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07463008,4.336146,24.220173
477,0259fc7c-d416-4d07-89b4-7080c0d49620,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"24,136997",21.601253,"21,601253",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83019.99,454527.885,1.62,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07434834,4.33726495,24.136997
478,8de4b10b-8bf6-4548-ab49-066142da6bf9,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"24,136606",21.614748,"21,614748",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83020.34799999,454527.72499999,1.62,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07434695,4.3372702,24.136606
479,87d3b867-7cb1-4f85-9bd0-bd81634bafc2,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"24,000389",15.935701,"15,935701",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83139.547,454460.847,1.75299999,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07376141,4.3390227,24.000389
480,61ce1e51-55e2-4293-88ee-3e13cbf4b181,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,999869",15.937739,"15,937739",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83139.914,454460.661,1.75299999,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07375978,4.3390281,23.999869
481,cc466cab-2312-401d-b7b9-04020295edc7,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,771646",-41.947015,"-41,947015",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83308.892,454302.32699999,1.75,Grote Binckhorst,BKHG,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07235875,4.34152573,23.771646
482,fed5aa67-c12a-4f65-873d-74d69b2fe0ac,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,485012",9.225261,"9,225261",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83577.95799999,454190.668,1.749,Den Haag Binckhorst,BKH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07139005,4.34547303,23.485012
483,f3a6d661-9acb-425f-a0ba-32bc0d44c080,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,484633",9.28295,"9,282950",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83578.312,454190.52399999,1.742,Den Haag Binckhorst,BKH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.0713888,4.34547822,23.484633
484,e775f650-4e42-43f8-9fde-191733958704,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,528713",0.049398,"0,049398",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83536.365,454205.918,1.74,Den Haag Binckhorst,BKH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07152173,4.34486328,23.528713
485,04dc42db-7fbb-405e-8c36-a3b7aaa30ee0,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,528319",0.067638,"0,067638",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83536.705,454205.721,1.764,Den Haag Binckhorst,BKH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07152001,4.34486827,23.528319
486,76a88da2-81c2-4098-a2ed-caec81f22bb9,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,648753",10.574299,"10,574299",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83440.88499999,454278.927,1.77499999,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07216553,4.34345556,23.648753
487,37856957-8d7b-4e6c-83e7-98313da32519,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,649131",10.601457,"10,601457",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83440.57899999,454279.14899999,1.764,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07216749,4.34345105,23.649131
488,2f3e9569-46e7-4e38-88ca-432fee5c551c,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,652297",10.640092,"10,640092",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83437.918,454280.847,1.734,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.0721824,4.34341189,23.652297
489,68fefeea-d581-465b-a945-73d67b089088,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,656127",11.455171,"11,455171",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83435.104,454283.554,1.744,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07220636,4.34337028,23.656127
490,7bfea54e-ad42-4f22-88d1-4de2d0e83633,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,658367",11.581682,"11,581682",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83433.273,454284.84,1.744,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07221769,4.34334331,23.658367
491,7190ca59-28f9-41d1-83f1-73675ccd43fd,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,661880",11.847938,"11,847938",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83430.43799999,454286.91399999,1.693,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07223596,4.34330153,23.66188
492,7ed82d6f-c702-41f3-a1e5-289564cca635,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,632904",-5.120935,"-5,120935",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83446.02899999,454257.25699999,1.635,Den Haag Binckhorst,BKH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07197145,4.34353512,23.632904
493,c0494cb4-52c1-4e79-be93-8605bde19c5a,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,632536",-5.107782,"-5,107782",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83446.34699999,454257.075,1.635,Den Haag Binckhorst,BKH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07196985,4.34353979,23.632536
494,c6aae299-f04f-4939-9c83-874f41c2d591,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,685718",13.096156,"13,096156",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83410.906,454300.51299999,1.821,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07235565,4.34301383,23.685718
495,72273b7f-24e5-43e9-aa2c-f46b1a8c6914,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,694770",13.703051,"13,703051",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83403.55899999,454305.78999999,1.842,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07240212,4.34290558,23.69477
496,8ce85888-e27c-4021-879c-cc763b5cd1de,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,697867",13.960909,"13,960909",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83401.072,454307.63799999,1.832,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07241841,4.34286892,23.697867
497,1ad7305b-e5c4-4a65-a02e-89c5c1c83aa1,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,701575",14.163103,"14,163103",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83398.516,454309.522,1.804,Kleine Binckhorst,BKHK,NCBG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07243501,4.34283125,23.701575
498,20f75ea6-252e-4b2a-b7c9-4d9213de7a90,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,760706",-22.141182,"-22,141182",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83329.065,454312.60499999,1.736,Den Haag Binckhorst,BKH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07245373,4.34181776,23.760706
499,301384d2-b53d-453d-a83a-daf5ae81d75e,,60,Bestaand,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"23,804338",-23.97807,"-23,978070",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,83293.375,454334.14,1.75699999,Den Haag Binckhorst,BKH,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.07264265,4.34129275,23.804338
500,506816ba-b27e-4ed8-8dc2-4d33e65357dd,,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,561,,561,561__,Den Haag Laan van NOI,"58,013816",14.448875,"14,448875",ProRail,Randstad Zuid,RZ,Baan,Den Haag,110,Den Haag,2,VolkerRail,84507.163,455796.94,5.806,Den Haag Laan van NOI - Den Haag HS,LAA-GV,Vrije baan,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.08594446,4.35869199,58.013816
501,0ee994cc-1f87-4b6d-8c5b-4f26c611841a,50948_2007_BEB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"44,662536",1.4717,"1,471700",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,93660.875,465367.19199999,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.17304295,4.49050538,44.662536
502,31e17d4b-9690-46af-aeca-e7f18411e0da,50949_2007_BOB-F,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"44,663218",1.470638,"1,470638",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,93660.444,465366.66399999,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.17303815,4.49049918,44.663218
503,7a297818-e4db-4275-98f9-10ea226c4180,51003_2007_BEB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"44,702408",-8.859393,"-8,859393",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,93643.762,465329.922,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.1727061,4.49026198,44.702408
504,123b9279-0c02-4913-8b06-a076c02c94aa,51004_2007_BOB-F,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"44,703337",-8.833349,"-8,833349",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,93643.16599999,465329.20899999,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.17269963,4.4902534,44.703337
505,2825e93e-9798-41d7-8fe9-d3f718ab04e4,50955_2007_BOB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"45,896049",-34.285509,"-34,285509",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92909.073,464387.91999999,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16415823,4.47969547,45.896049
506,28b7a3a6-be21-4300-9d6e-31b813fbcfd5,50958_2007_BEB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"45,904155",-32.688216,"-32,688216",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92902.46,464382.78899999,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16411137,4.47959977,45.904155
507,24333440-79c0-4d39-8928-afce41cf61fb,50965_2007_BEB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"45,841307",-42.593367,"-42,593367",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92950.64999999,464422.95,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16447771,4.48029667,45.841307
508,2baa48d6-4f04-4a9f-9edc-c76e44cbfe2b,50957_2007_BOB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"45,904705",-32.687903,"-32,687903",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92902.08999999,464382.368,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16410754,4.47959444,45.904705
509,324b6c2c-0357-4f57-b2ae-686e4191ca4c,50919_2007_BEB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"44,737009",2.094376,"2,094376",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,93613.74,465309.568,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.17251984,4.48982683,44.737009
510,d0efc7ac-0613-436e-bfc5-3e4e3dc6012c,50944_2007_BOB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"44,733305",2.002633,"2,002633",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,93616.10499999,465312.416,0,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.1725457,4.48986089,44.733305
511,dfa5771e-285e-4dac-9c58-eacd2feecf29,50941_2007_BEB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"46,529934",8.594886,"8,594886",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92457.864,463939.88799999,6.00199999,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16008087,4.47318401,46.529934
512,30d1d287-3103-45c1-85aa-cfe48397b56a,50942_2007_BOB,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"46,533726",8.612483,"8,612483",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92455.34799999,463937.02899999,5.955,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16005489,4.47314777,46.533726
513,eccdf74e-e2c9-4f0b-bfda-bc27fe75a411,,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"45,841253",-27.182355,"-27,182355",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92939.07099999,464433.12,5.31099999,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16456781,4.4801256,45.841253
514,18339b7a-b652-4278-9a01-7784250838f2,,60,Bestaand,Wd-Ledn,Woerden - Leiden Centraal ,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,"31,435355",-5.32771,"-5,327710",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92783.273,463859.265,1.699,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.15939304,4.47795388,31.435355
515,e1b21adc-11b5-4517-8725-d296b853e51d,,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"45,935534",-30.368927,"-30,368927",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92879.634,464360.303,6.06799999,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16390672,4.4792703,45.935534
516,66e95be1-ea0c-4ff6-a0fc-fd9492119e39,,60,Bestaand,Wd-Ledn,Woerden - Leiden Centraal ,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,"31,435675",5.414379,"5,414379",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92793.633,463862.12199999,1.591,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.15941989,4.47810475,31.435675
517,1d412d83-8de9-48b6-bd85-9d7e9e8cb5de,,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"45,839985",-27.280756,"-27,280756",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92939.963,464433.993,5.37899999,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16457575,4.48013847,45.839985
518,42706861-84c1-435f-8e6c-1e70f644aa2b,,60,Bestaand,Wd-Ledn,Woerden - Leiden Centraal ,534,a,534,534_a,Leiden Centraal,"31,640849",-5.94058,"-5,940580",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92721.06299999,464055.05699999,2.044,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16114562,4.47700894,31.640849
519,22cdb0a1-a29c-468d-bd6f-ab115568adf8,,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"45,952612",-29.74873,"-29,748730",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92867.694,464347.64199999,6.06799999,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16379159,4.47909813,45.952612
520,1dc8b9ef-4901-43e9-9a8b-ce9a3a48003d,,60,Bestaand,Wd-Ledn,Woerden - Leiden Centraal ,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,"31,434986",-5.341559,"-5,341559",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92783.346,463858.908,1.699,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.15938984,4.47795502,31.434986
521,69bb06c9-9f6c-477c-9614-4b024c710af6,,60,Bestaand,Wd-Ledn,Woerden - Leiden Centraal ,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,"30,394717",-3.14978,"-3,149780",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,93059.79099999,462864.946,2.355,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.15048813,4.48217579,30.394717
522,ea904098-fec5-413b-9af6-03783cff95bf,,60,Bestaand,Wd-Ledn,Woerden - Leiden Centraal ,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,"30,395104",-3.134249,"-3,134249",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,93059.539,462865.242,2.355,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.15049076,4.48217206,30.395104
523,d7c30979-f7d5-48d7-b293-00946b9ea717,,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"46,475182",-6.736766,"-6,736766",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92505.269,463971.226,5.961,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16036787,4.47387096,46.475182
524,d5abfa8c-cd0e-4c6f-9e67-f8b74777f1c0,,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"46,377292",-0.591721,"-0,591721",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92564.45299999,464048.776,5.94,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.1610715,4.47472154,46.377292
525,de7bce0a-8941-4379-9fa9-dba4de2249ee,,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"46,376627",-0.518459,"-0,518459",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92564.84399999,464049.319,5.976,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16107642,4.47472716,46.376627
526,0638350e-b029-4835-8f33-fc2cbb6aaefa,,60,Bestaand,Wd-Ledn,Woerden - Leiden Centraal ,103,,103,103__,Alphen a/d Rijn - Leiden Centraal,"30,659116",-5.860491,"-5,860491",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92932.57399999,463096.723,1.747,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.15255685,4.48027487,30.659116
527,7ebcaeb0-6684-405e-8f0f-cd331db3f2d9,,60,Bestaand,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,534,b,534,534_b,Leiden Centraal,"46,246839",21.759895,"21,759895",ProRail,Randstad Zuid,RZ,Baan,Rijn en Gouwe,100,Leiden,1,BAM Rail,92635.498,464160.495,5.48899999,Leiden Centraal,LEDN,PPLG,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Ja,Zuid-Holland Noord,52.16208354,4.47573921,46.246839
