OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,NAAM,HOEKVERHOUDING,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,REF_WISSEL_KRUISING_NAAM,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
47,3b373132-7976-47a9-80b4-8f62631f3747,861d0351-ff9e-449c-8605-365c4de5202b,904A/904B,01:09:00,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"45,036475",-0.504846,"-0,504846",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Lelystad Opstel.,LLSO,NCBG,162301.961,506766.93699999,-3.44899999,904A/904B,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.54848304,5.49485594,45.036475
48,8b768800-bbe1-48a2-9c5b-d257e0586344,2d999f1f-35ce-4ef0-8e3c-513ac8887fc2,914A/914B,01:09:00,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"45,732273",2.767782,"2,767782",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Lelystad Opstel.,LLSO,NCBG,162982.625,506851.314,-3.33999999,914A/914B,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.54923184,5.5048928,45.732273
49,8463b0f4-8734-4037-b03b-217ee52a9f7f,8b1c7db3-b474-4304-84bd-6589ac6aa96b,915A/915B,01:09:00,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"45,732439",-3.221141,"-3,221141",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Lelystad Opstel.,LLSO,NCBG,162982.899,506857.299,-3.32299999,915A/915B,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.54928562,5.50489698,45.732439
50,5612ccc9-bf43-48d5-a7c8-04b38f625a0e,0b1d6d61-8954-4e5e-b3a2-779b8ffa2c9c,916A/916B,01:09:00,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"45,785908",2.920139,"2,920139",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Lelystad Opstel.,LLSO,NCBG,163036.75399999,506850.2,-3.38499999,916A/916B,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.54922104,5.50569079,45.785908
51,24f91505-2fb2-42d0-8e3d-486df0216cba,120cf7ef-e814-4b90-b90c-371e6dc1ea87,909A/909B,01:09:00,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"45,123309",4.60946,"4,609460",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Lelystad Opstel.,LLSO,NCBG,162383.06899999,506800.63,-3.426,909A/909B,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.54878475,5.49605244,45.123309
52,f9f199cc-b216-42f8-a3a4-d543ea2b7e37,79e3f6f9-6640-40de-9886-01b78a0d6c29,917A/917B,01:09:00,60,Bestaand,135,,135,135__,Weesp Aansl. - Lelystad Industrieterrein,Wp-Llso,Weesp - Lelystad Opstel. ,"45,785943",-3.089453,"-3,089453",Randstad Noord,RN,Weesp,11,Baan,Amstelsepoort,ProRail,Lelystad Opstel.,LLSO,NCBG,163036.897,506856.20799999,-3.38499999,917A/917B,230,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Midden,52.54927503,5.50569304,45.785943
53,f81d79bd-28ff-484c-a75e-bab92915861b,954e02d8-1559-45c1-88ca-4d5f30793e97,369/371A,01:09:00,60,Bestaand,940,,940,940__,Amersfoort Bokkeduinen,Bkd-Amf,Amersfoort Bokkeduinen - Amersfoort ,"43,224942",-5.075451,"-5,075451",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort Bokkeduinen,BKD,PPLG,152700.265,463136.685,5.158,369/371A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15639667,5.35359761,43.224942
54,f9df5f3f-6070-4d9e-84ba-4d14123769bf,12f51b18-6399-4893-9223-15554311ff3c,3239B/3251,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"34,152560",-17.315702,"-17,315702",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,101287.424,426797.869,-0.399,3239B/3251,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.82719663,4.60803261,34.15256
55,42b2541d-51fe-4728-8e35-fe028203c0f6,24e6d075-1697-4e3e-9f08-6ad0d4d9c710,97A/97B,01:09:00,60,Bestaand,485,d,485,485_d,Amsterdam Hemhaven (gebied),Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,"101,165514",-0.071173,"-0,071173",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Hemhaven (gebied),ASDH,NCBG,119260.249,490717.079,1.21,97A/97B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.40312216,4.86203017,101.165514
56,113088b2-7cb6-4be0-9220-4141a01cf620,2fd545e6-53b0-4493-ad42-9dd078c85116,1583/1585,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,944953",-95.812223,"-95,812223",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61276.483,440158.151,5.23899999,1583/1585,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94196731,4.02411068,1.944953
57,5e2be280-77d9-4943-9b93-004a9ece17ea,255fc577-6c13-47a3-9f5c-a27b1269a169,311B/315A,01:09:00,60,Bestaand,536,,536,536__,Den Haag HS,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"61,561232",1.487124,"1,487124",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag HS,GV,PPLG,81623.20399999,453733.16399999,3.64199999,311B/315A,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.06702305,4.31706495,61.561232
58,550c621d-7c13-4c81-b9d0-1283e1e2410e,d040da46-8d28-4c62-a155-e6339d3c293d,133/135A,01:09:00,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,618073",-11.845918,"-11,845918",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177320.92199999,318176.11599999,46.838,133/135A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85298184,5.70415672,0.618073
59,dc20cbd3-f251-43f4-872e-401af6f3a02b,9ad8b427-7755-481a-bc4d-9a911caacfa2,3593B/3603,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"35,813338",6.091744,"6,091744",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,99926.197,427751.933,3.322,3593B/3603,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.83563859,4.58813615,35.813338
60,126c6136-fbc6-4d6b-b24c-5a3059d67397,86fa289c-a65c-4df4-9638-679414e54cf5,3237B/3253A,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"34,152413",-12.743286,"-12,743286",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,101290.109,426801.57299999,-0.393,3237B/3253A,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.82723018,4.60807098,34.152413
61,4ba97dcc-a3c9-4cd0-bd95-9be33f9381ff,c7e072c7-3d8b-40d7-87c0-1f066f7f905f,1115A/1117,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"0,663012",-22.069506,"-22,069506",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61783.41,438992.81,5.18299999,1115A/1117,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.93158075,4.03179756,0.663012
62,9d16960e-108f-4d1c-9c4d-7cce5dd44aa1,d8b3ce82-92f5-40c1-b839-4b95f4ada1bf,610A/610B,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","6,462453",86.55191,"86,551910",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,NCBG,90437.955,431893.90299999,3.67799999,610A/610B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87184663,4.44971235,6.462453
63,0bedf3eb-89b1-43b0-aa99-e87e115f0354,770ca054-10a6-42bd-a7ac-17c0ff72e2dd,304A/304B,01:07:00,283,Bestaand,470,h,470,470_h,Botlek,Bot-Botch1,"Rotterdam, Botlek - Botlek Chemiehaven 1 ","310,377161",-0.220116,"-0,220116",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Strukton Rail Short Line,"Rotterdam, Botlek",BOT,NCBG,78069.076,432307.342,5.08999999,304A/304B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87399129,4.27004467,310.377161
64,926c0ffa-0de7-4b13-952d-f61dd8f33527,a467eb10-4393-43ea-80fc-bd339296fed0,53B/59,01:09:00,60,Bestaand,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,"58,854118",34.047729,"34,047729",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,161382.415,383719.326,19.53699999,53B/59,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44253261,5.47900096,58.854118
65,08092142-14a4-4cd3-9667-dcbd9a648437,63689fc4-456a-4c27-b2e4-538e9dea9ed7,131B/133,01:09:00,60,Bestaand,664,b,664,664_b,Rotterdam Lombardijen,Bd-Rtd,Breda - Rotterdam Centraal ,"42,954403",-2.524327,"-2,524327",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,IJsselmonde,IJSM,PPLG,95708.27099999,433376.91999999,-0.017,131B/133,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.88576071,4.52597798,42.954403
66,e6d6b11e-44f4-4e9a-a14e-84cd1841287f,4bd99215-bca0-46f0-864d-32524de1720f,181B/907,01:08:00,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"45,273777",27.454239,"27,454239",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo,HGL,NCBG,251177.68299999,475740.21899999,21.498,181B/907,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26127818,6.79602149,45.273777
67,5abb0b90-05b6-4216-be92-3f57ce766de4,e80782cc-0055-46ac-b01c-a7bc28a83309,131/132,01:09:00,60,Bestaand,818,a,818,818_a,Terneuzen Dow Chemical,Slua-Sludow,Sluiskil Aansl. - Sluiskil Racc. DOW CHEMICAL ,"106,925852",-1.129183,"-1,129183",Zuid,Z,Goes,18,Baan,Zeeland,Strukton Rail Short Line,Sas van Gent,SVG,NCBG,43412.50899999,373004.244,2.02499999,131/132,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.33524956,3.78586732,106.925852
68,75c93c28-fd76-43e8-a8ee-1dd9c4e7c30f,50d1e2ca-8322-497c-8a54-59404cfa0770,351/359B,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","17,536582",21.790048,"21,790048",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,PPLG,79630.32099999,431671.037,4.331,351/359B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.86848641,4.29285141,17.536582
69,9ce1a720-fbc8-44ae-b44e-e317a9e88c93,3a813351-5b73-4cb2-9882-90fbedafeb97,92A/92B,01:09:00,283,Bestaand,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,"104,048669",-2.10841,"-2,108410",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Delfzijl Stamlijn Havenschap,DZSH,NCBG,259947.06,593010.22499999,2.165,92A/92B,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.31322389,6.96186826,104.048669
70,50a3f6d1-84c5-4fff-8a7b-20990f74e538,3c04cc41-435f-4819-81f1-e44f1f602b3e,933A/933B,01:09:00,60,Bestaand,517,b,517,517_b,Venlo,Mt-Vl,Maastricht - Venlo ,"69,343635",18.008591,"18,008591",Zuid,Z,Venlo,27,Baan,De Peel,ProRail,Venlo,VL_36,NCBG,209973.002,374930.31199999,21.02,933A/933B,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.36089239,6.17649764,69.343635
71,764d25a2-f748-4420-90b2-4adaf981d0e8,4b0c7b2e-d2e7-4d1c-8422-2dfe1ef2d490,123A/123B,01:09:00,60,Bestaand,485,b,485,485_b,Amsterdam Hemhaven (gebied),Ahwusl-Ahwbzw,Usselincxhaven - Benzolweg ,"50,000082",0.401213,"0,401213",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Hemhaven (gebied),ASDH,NCBG,117373.73299999,491307.72899999,1.02499999,123A/123B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.4083043,4.83424398,50.000082
72,0653d043-42c1-46fb-856a-d44a8669b4ca,af4a6e28-90a6-4f9a-b45c-2c9429c4fa42,273/275A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,225180",-7.583547,"-7,583547",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,122235.641,487803.825,5.799,273/275A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37712563,4.90603432,81.22518
73,9a81b5a9-faee-4b4b-8bf6-abd095313794,d4782401-ca9a-4427-97f1-a6f32d7b9fac,1617/1619,01:09:00,60,Bestaand,076,,76,076__,Santpoort Noord - Uitgeest,Hlm-Utg,Haarlem - Uitgeest ,"11,599730",-12.511263,"-12,511263",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Beverwijk,BV,PPLG,105302.392,499182.978,2.092,1617/1619,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Noord-West,52.47811689,4.65568572,11.59973
74,bfca62ec-6d63-45e7-bb71-4a0733a26e1c,b50f5a51-205f-405b-a507-ae5e070a6c90,237/239,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","12,627930",14.382004,"14,382004",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Pernis",PS,PPLG,84416.44899999,432588.934,3.83,237/239,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87736279,4.36214583,12.62793
75,87f01492-bb89-485c-b0be-8fc8b6c0c9e6,94bc09d4-e095-4e31-97dc-3c5d1ffc4b1c,2569/2571,01:09:00,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"34,591066",-53.473635,"-53,473635",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,135794.505,456190.576,4.48899999,2569/2571,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.09363645,5.10694698,34.591066
76,c597babb-1efa-41be-a130-e1bdea068204,c055dc9a-6fff-4f33-8818-643d0ecb6147,157B/159,01:09:00,60,Bestaand,520,c,520,520_c,Maastricht,Mt-Glk,Maastricht - Lanaken (B) ,"36,554262",2.762964,"2,762964",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177247.703,318396.18199999,46.764,157B/159,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.8549628,5.7031305,36.554262
77,f985d9d5-290f-47e7-8427-2abad66872ee,72e89c1d-87f0-4184-84e7-7eef0dc9ad47,353A/353B,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"36,246976",59.069767,"59,069767",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH_270-289,NCBG,99617.05999999,428073.39899999,-0.549,353A/353B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.83849717,4.58359979,36.246976
78,a2da7ace-6e66-4030-bb09-8e349a7a0582,968e15a0-ee1e-4d28-9c95-37d82edd322c,1019/1021,01:09:00,120,Bestaand,950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte","39,881835",-1.840792,"-1,840792",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte",MVT,PPLG,62281.673,438659.558,5.309,1019/1021,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.92866945,4.03913053,39.881835
79,7f9e42c3-fbea-4781-b5e8-01ef73f29474,174d69d8-dbd2-481a-b2db-30cd058e6cfd,55B/57A,01:09:00,60,Bestaand,539,,539,539__,Schiedam Centrum,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"79,213434",1.66428,"1,664280",Randstad Zuid,RZ,Rotterdam,3,Baan,Rotterdam,ProRail,Schiedam Centrum,SDM,PPLG,87338.731,437768.96399999,3.871,55B/57A,120,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Onbekend,Zuid-Holland Zuid,51.92427917,4.40356083,79.213434
80,4a14a460-7e56-49c3-aaf8-f6cc2eba71f6,498f6219-4b6a-4973-91f1-052bf359e2eb,1259A/1261,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,709499",26.693874,"26,693874",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61473.682,439994.86099999,5.206,1259A/1261,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.9405332,4.0270224,1.709499
81,ad285b20-48ac-4461-9cbf-1c8598eadb8b,9130decf-b449-4445-8a7f-16c4a3cafc8e,353A/361B,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","17,577195",26.51685,"26,516850",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,PPLG,79589.637,431673.33399999,4.32699999,353A/361B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.86850155,4.29226029,17.577195
82,428a8736-0f35-485d-bb97-d761ff8266c7,826c5281-815b-4c68-bbcc-27e61a8c6e85,63B/69,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,426696",17.833321,"17,833321",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121528.056,488178.944,5.501,63B/69,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38045426,4.89560593,80.426696
83,acc7ab62-bb60-469e-a307-9e01285d77f5,f66cec18-a918-40a6-87c3-b5f21660beec,49B/50A,01:07:00,60,Bestaand,803,h,803,803_h,Delfzijl Stamlijn Havenschap,Dz-Dzsh,Delfzijl - Delfzijl Stamlijn Havenschap ,"103,201427",-0.618235,"-0,618235",Noord-Oost,NO,Groningen,37,Baan,Wadden,ProRail,Delfzijl Stamlijn Havenschap,DZSH,NCBG,259180.53599999,593270.21499999,1.977,49B/50A,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.31570935,6.95045603,103.201427
84,ffdb94d7-97e3-4d35-9ed9-84613f95b027,61fcbb61-b078-4180-9f3c-d287b7a48374,27B/31A,01:09:00,60,Bestaand,618,c,618,618_c,Eindhoven,Bd-Ehv,Breda - Eindhoven ,"58,602301",-1.947319,"-1,947319",Zuid,Z,Eindhoven,24,Baan,De Peel,ProRail,Eindhoven,EHV,PPLG,161126.972,383696.119,20.129,27B/31A,300,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Zuid-Oost,51.44232685,5.47532639,58.602301
85,d85b2eb4-a94d-45c9-b17d-dab8dd9583ef,13eeaea2-1f6f-47a1-abed-af4b2fe9ddc3,1027A/1027B,01:09:00,60,Bestaand,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,"43,892526",-34.015666,"-34,015666",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,Rotterdam Stadion,RTST,NCBG,95255.70399999,434213.699,0.137,1027A/1027B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.89323291,4.51925989,43.892526
86,d8f2944a-d653-4fa5-8256-e3c42149ebcc,16e7544b-997b-4aef-ab5d-384dd8b36171,2367A/3703,01:09:00,283,Bestaand,924,a,924,924_a,Kijfhoek,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,"36,559880",56.573029,"56,573029",Randstad Zuid,RZ,Kijfhoek,99,Baan,Zee-Zevenaar,ProRail,Kijfhoek,KFH,PPLG,99370.76799999,428271.022,-0.19,2367A/3703,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.8402488,4.57999464,36.55988
87,e0fda64a-a2e0-469e-8847-635774cd3871,ffda9151-ca49-436b-8f64-1cec235cee8d,255a/255b,01:07:00,120,Bestaand,470,a,470,470_a,Botlek,Bot-Odma,"Rotterdam, Botlek - Oude Maas ","101,172778",-10.380965,"-10,380965",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,Strukton Rail Short Line,"Rotterdam, Botlek",BOT,NCBG,81565.74199999,432884.26199999,4.384,255a/255b,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87964827,4.32068998,101.172778
88,ebba45b4-856a-45d8-8873-ca8c6dc13b17,6c3c7801-aaee-4de4-882e-6718e43f967e,139/141A,01:09:00,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,689760",-5.014183,"-5,014183",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177308.14,318246.36599999,46.715,139/141A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85361379,5.70397953,0.68976
89,43c92147-665f-451f-8403-0d0097157d0f,6b99562d-2bba-43d0-8722-4ed5b9602a07,55B/63A,01:09:00,60,Bestaand,504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,"18,268323",-2.428887,"-2,428887",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Heerlen,HRL,PPLG,196162.375,322558.78,108.821,55B/63A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.89133125,5.97219536,18.268323
90,0ac5a80e-3c03-4d1a-918d-7912977886dc,40246cb2-74dc-4eb6-abb3-74f97ec735b8,4509/4511,01:09:00,60,Bestaand,938,,938,938__,CUP Valburg,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,"0,190337",0.054716,"0,054716",Randstad Zuid,RZ,A15trace,71,Baan,Zee-Zevenaar,ProRail,Betuweroute Valburg,BRVAL,PPLG,181928.594,435296.699,8.936,4509/4511,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.90551961,5.7785128,0.190337
91,6209b751-e644-4cb5-9a64-64b1a2bcaac6,86fa8b60-f309-4c51-a841-819f609e21d3,361B/365A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,115156",-29.106973,"-29,106973",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,122142.29399999,487867.57699999,5.92199999,361B/365A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37769301,4.90465727,81.115156
