OBJECTID,PUIC,REF_WISSEL_KRUISING_PUIC,NAAM,HOEKVERHOUDING,POSITIONELE_NAUWKEURIGHEID_MM,LEVENSCYCLUS_STATUS,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,OPC_GEBIED_NAAM,OPC_GEBIED_NR,TECHNIEKVELD,PGO_GEBIED_NAAM,BEHEERDER,BEDIENGEBIED_NAAM,BEDIENGEBIED_AFKORTING,BEDIENGEBIED_SOORT,X,Y,Z,REF_WISSEL_KRUISING_NAAM,PGO_GEBIED_NR,GELDIG_VANAF,PUBLICATIEDATUM,PCA,IN_GEBRUIK,PRORAIL_GEBIED,LATITUDE,LONGITUDE,KM_GEOCODE
240,518dfb3e-0147-48e1-9f43-83f508715825,6446f01b-9638-4ed7-a3b6-ce0cab0f969d,333B/335A,01:08:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,448985",0.910166,"0,910166",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,122449.516,487765.04399999,5.628,333B/335A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37678981,4.90917888,81.448985
241,a56a5651-a0ea-4ef3-a1e0-ed932a422fde,4c8cb210-1942-47e6-8075-2efdb0fcef69,217B/219A,01:09:00,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"1,242258",6.432509,"6,432509",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177423.689,318762.016,46.878,217B/219A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85824432,5.70565222,1.242258
242,612afa18-d89c-4c64-88c5-72752619c416,40e20526-6667-4c94-b6c3-3596be6fa974,71B/73A,01:09:00,60,Bestaand,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,"0,313888",0.02981,"0,029810",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,PPLG,241072.875,486547.569,11.46299999,71B/73A,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.36006474,6.65080181,0.313888
243,99b170d7-36e6-4db0-b33f-b2d63f7a1871,7a1dab68-cf20-45fa-ad20-278856caa144,2517B/2527A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,258509",-7.000409,"-7,000409",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121398.995,488290.424,5.58,2517B/2527A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38144828,4.89369935,80.258509
244,48f36f64-8f7e-4d82-8a61-8c0a9f51b598,837aa494-52d5-46dc-b460-327828212d80,1341/1343,01:09:00,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,700231",-29.109449,"-29,109449",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Grote Binckhorst,BKHG,NCBG,83375.421,454272.90299999,0.295,1341/1343,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07210293,4.34250213,23.700231
245,8adbd3ac-acf4-4f22-b435-966ec64350d6,bdd30edc-8a3c-4b4d-975c-908e3009a90e,1031A/1031B,01:09:00,60,Bestaand,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,"43,977280",-23.115217,"-23,115217",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,Rotterdam Stadion,RTST,NCBG,95225.64599999,434293.329,0.11,1031A/1031B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.89394535,4.51880944,43.97728
246,ddf01887-c0a7-49fe-8211-c66a1e1c843f,6ffe4c52-c613-4d69-b044-a91641adc12e,85A/87,01:09:00,60,Bestaand,514,a,514,514_a,Nijmegen,Ah-Vl,Arnhem - Venlo ,"17,271145",22.261327,"22,261327",Noord-Oost,NO,Maas en Waal,28,Baan,Gelre,ProRail,Nijmegen,NM,PPLG,186976.17999999,428181.313,23.58299999,85A/87,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,51.84129866,5.85119865,17.271145
247,a87aa502-3057-40ab-ba98-ef44621913b2,ab18d2d6-e2ce-435f-a252-5939c5c20eba,1315/1317,01:09:00,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,536878",-30.538475,"-30,538475",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Grote Binckhorst,BKHG,NCBG,83512.97599999,454184.59299999,0.392,1315/1317,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07132707,4.34452665,23.536878
248,c0cb03c7-2e63-494f-93b6-5943ce0c274f,e7c01e9d-2674-4bf7-b1f9-7ae5059c19fb,912A/912B,01:09:00,60,Bestaand,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"25,867342",26.376247,"26,376247",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Leeuwarden,LW_TRS30,NCBG,181719.61499999,578802.22199999,1.076,912A/912B,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19520801,5.7870031,25.867342
249,598e4121-8fed-4b23-9b62-20a4d2a1d38e,4ebe4935-849c-4c7b-8ed0-19e9011995d5,85/87A,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,868849",15.422825,"15,422825",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153315.136,462800.11499999,5.41899999,85/87A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.1533738,5.36258437,43.868849
250,7487c920-a1ad-4155-9ea1-8a3ebbe51a2e,2e3b957a-7047-402c-b1f8-aa635a756ea8,147A/975,01:09:00,60,Bestaand,610,,610,610__,Dieren,Ah-Zl,Arnhem - Zwolle ,"14,257009",-12.344398,"-12,344398",Noord-Oost,NO,Achterhoek,30,Baan,Gelre,ProRail,Dieren,DR,NCBG,204048.41,450900.96799999,16.57,147A/975,400,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Oost,52.04425446,6.10215885,14.257009
251,57cfd420-1e5f-4d53-af00-c4b759bf860d,47d3bb8d-0ffb-419c-bedc-0c87ef30b051,55B/904,01:09:00,60,Bestaand,606,a,606,606_a,Almelo,Aml-Hgl,Almelo - Hengelo ,"0,149089",-21.644844,"-21,644844",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Almelo,AML,NCBG,240971.58799999,486682.49599999,11.40499999,55B/904,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.36129305,6.64934971,0.149089
252,08d1fffe-5d5a-4ab5-b6a7-0a42f4338600,399d5d1b-01ed-41ab-9a91-d5b09d26eec0,213/215A,01:09:00,60,Bestaand,553,c,553,553_c,Sittard,Mt-Vl,Maastricht - Venlo ,"21,191249",4.438603,"4,438603",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Sittard,STD,PPLG,187792.386,334249.58,51.56,213/215A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.99695567,5.85430629,21.191249
253,bfae3a38-ebbb-424b-b1e9-99c1764fca78,3f672db5-5ab3-49f8-bb70-a7981114cb6b,36A/36B,01:09:00,60,Bestaand,486,a,486,486_a,Amsterdam Westhaven (gebied),Awhv-Awhvs,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Suezhaven ,"0,814565",-0.808619,"-0,808619",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Westhaven (gebied),AWHV,NCBG,117528.162,490196.61599999,1.05099999,36A/36B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.3983291,4.83663745,0.814565
254,e5d07724-b300-45d4-80c5-5863d48be765,0bf61909-e8e3-4516-b543-af2468d95117,2749/2751,01:09:00,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"35,583996",19.468557,"19,468557",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,136247.776,455304.04999999,3.608,2749/2751,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.08568392,5.11360994,35.583996
255,9c10c658-d0bc-4010-bc48-44022b0299e5,e6ec89b5-ff63-4429-8acb-890bbbf79b8c,349/357B,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","17,496191",17.105818,"17,105818",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Botlek",BOT,PPLG,79671.01499999,431668.734,4.33,349/357B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.86847122,4.29344268,17.496191
256,6612e825-52e0-4ded-974f-39fd62edcfec,67004399-4309-499b-8f88-2a319671dd59,1239/1241,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,741893",-15.140971,"-15,140971",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61422.95799999,440009.09399999,5.16999999,1239/1241,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94065256,4.02628103,1.741893
257,39e28d9d-b13d-4a8b-9bfe-998c67f8f910,82f15294-cdb8-4705-ac09-b848bb9d6b4e,0916/916,01:09:00,,Onbekend,490,d,490,490_d,Amsterdam Houtrakpolder (gebied),Hrp-Hrtl,Amsterdam Houtrakpolder - Havenbedrijf Rietlanden ,"151,120503",-3.265391,"-3,265391",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,Derden - Overig - Rietlanden,Amsterdam Houtrakpolder,HRP,NCBG,114090.41099999,491034.217,0.908,916/0916,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.40561117,4.7860277,151.120503
258,f3d0d9e3-6bb4-4397-8b81-c33732b4339a,7358293c-a8b9-45a1-81a8-cf6629a7bd86,2537B/2553A,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"80,339684",-14.164234,"-14,164234",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,121470.761,488252.14799999,5.57099999,2537B/2553A,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.38110867,4.89475717,80.339684
259,98284965-8f87-4adf-b4e1-d555cce958c7,bcb0c201-cec9-4e60-a16b-ea30ad5b29df,125/127,01:09:00,120,Bestaand,950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek","7,121904",44.206197,"44,206197",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Waalhaven Zuid",WHZ,PPLG,89799.827,431812.734,3.823,125/127,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.87104285,4.44046278,7.121904
260,b502b9fc-86a2-4df1-be9b-d912ba673744,9fd6eb69-f3b6-4dfb-9ed8-9274eebfb916,908/909,01:08:00,60,Bestaand,620,,620,620__,Alkmaar,Hdr-Zd,Den Helder - Zaandam ,"42,442380",-28.001452,"-28,001452",Randstad Noord,RN,Alkmaar,7,Baan,Hollands Noorderkwartier,ProRail,Alkmaar,AMR,NCBG,110804.315,516673.57699999,1.845,908/909,210,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Noord-West,52.63577276,4.73434228,42.44238
261,2ef7a317-9b23-4537-99af-337d5f026374,50131dbf-3950-458d-abcf-e401c72ea314,79B/81A,01:09:00,60,Bestaand,609,,609,609__,Zutphen,Ah-Zl,Arnhem - Zwolle ,"27,885639",-1.941555,"-1,941555",Noord-Oost,NO,IJsselstreek,31,Baan,Veluwe,ProRail,Zutphen,ZP,PPLG,210484.228,462379.352,10.454,79B/81A,430,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Oost,52.14680723,6.19783126,27.885639
262,0763d62a-147b-4606-8445-06e8966478a4,2f63f5e9-1e9f-4a5b-af70-75f41f848daf,53B/57A,01:09:00,60,Bestaand,504,b,504,504_b,Heerlen,Std-Hz,Sittard - Herzogenrath (D) ,"18,228336",-0.662876,"-0,662876",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Heerlen,HRL,PPLG,196121.88,322565.12599999,108.84099999,53B/57A,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.8913912,5.9716206,18.228336
263,ff1f2b66-3708-45e6-85a2-6d27b271cd95,43ca0c3f-fe74-43ee-b576-b5791da87a91,89B/91,01:10:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"43,892258",9.689685,"9,689685",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153359.36199999,462802.38099999,5.49699999,89B/91,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.1533943,5.36323059,43.892258
264,01a89062-b560-4c4b-b3f3-de5a4553656b,67c7c96c-c60f-4181-8495-ce6b27c5c6a3,141B/153A,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,077200",-28.252772,"-28,252772",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153554.52299999,462833.30499999,5.33499999,141B/153A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15367278,5.36608216,44.0772
265,2f667c03-ba5a-46a2-b73e-ef56cade08ac,00dbdf13-099d-4b76-a203-95ae54106b32,8223A/8223B,01:09:00,283,Bestaand,662,,662,662__,Simpelveld,Vet-Mtn,Verschau (D) - Maastricht Noord ,"12,849115",8.309441,"8,309441",Zuid,Z,Maastricht,26,Baan,Limburg,Derden - Overig - Zuid Limburgse Stoomtrein Maatschappij (ZLSM),Schin op Geul,SOG,NCBG,196286.928,315797.483,150.037,8223A/8223B,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.83054879,5.97319618,12.849115
266,85d0df1b-7c1a-4f6e-a347-ae3a4c896738,d5f449d9-10ca-465f-ae1a-480d30be40af,28A/28B,01:07:00,60,Bestaand,801,p,801,801_p,Moerdijk Industrieterrein,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,"903,397051",4.507948,"4,507948",Zuid,Z,Roosendaal,19,Baan,Zeeland,Derden - Overig - Shell/Havenbedrijf Moerdijk,Moerdijk Industrieterrein,MDKI,NCBG,97991.04899999,411554.83399999,4.104,28A/28B,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.6898698,4.56272405,903.397051
267,e30966f6-ba39-4527-8fd5-2e5146bd0805,459d49ba-937a-4d4a-b599-d44c0194ef18,521A/523,01:09:00,60,Bestaand,531,c,531,531_c,Utrecht Centraal,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"35,991178",31.134055,"31,134055",Randstad Noord,RN,Utrecht,13,Baan,Neerlands Midden,ProRail,Utrecht Centraal,UT,PPLG,136436.378,454943.232,3.603,521A/523,250,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Midden,52.08244725,5.11638121,35.991178
268,3fa30e4e-b701-4780-927e-2f8a787a2202,ecee7549-bdd9-49f9-8908-ba11797b6d13,915A/915B,01:09:00,60,Bestaand,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"75,991391",2.846989,"2,846989",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Westhaven (gebied),AWHV,NCBG,117951.39,490708.645,0.813,915A/915B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.40295954,4.84279906,75.991391
269,afe297bc-dea6-40ac-a67f-6b71ae13abb9,e2b57177-b323-4fd4-bf01-fa2a1cd261f3,151B/153A,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,986147",26.820153,"26,820153",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,PPLG,90569.812,395039.83199999,4.261,151B/153A,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54063521,4.45845364,22.986147
270,d11b2309-5351-4d0c-b616-b13e512fe12f,fba2170c-45a9-4475-98fa-e372479c39cb,135B/137,01:09:00,60,Bestaand,520,a,520,520_a,Maastricht,Mt-Vl,Maastricht - Venlo ,"0,690828",-13.846799,"-13,846799",Zuid,Z,Maastricht,26,Baan,Limburg,ProRail,Maastricht,MT,PPLG,177299.353,318244.97899999,46.759,135B/137,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,50.85360167,5.70385467,0.690828
271,7dc64dc3-56bc-4e4d-9db1-7bdb5ea3310d,7534c968-417f-4e2b-9fd6-40174989a026,175B/177A,01:09:00,60,Bestaand,543,c,543,543_c,Hengelo,Zp-Esg,Zutphen - Enschede Grens ,"45,367772",5.106876,"5,106876",Noord-Oost,NO,Twente,32,Baan,Twente,ProRail,Hengelo,HGL,PPLG,251274.852,475744.645,21.539,175B/177A,410,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Oost,52.26130097,6.79744568,45.367772
272,33996884-1549-46b7-a2c2-ce64decffaa5,0d3a5169-7591-420e-8162-2c5de3dcf30a,131B/133A,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,009786",3.395896,"3,395896",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153486.423,462805.552,5.371,131B/133A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15342316,5.36508719,44.009786
273,bd260a90-afae-487b-bcc6-51413f10c16f,7d0c9b72-1775-4d63-9920-f19d2dcc694e,183/185,01:09:00,60,Bestaand,518,,518,518__,Weert,Bdl-Rm,Budel - Roermond ,"64,572130",16.793206,"16,793206",Zuid,Z,Roermond,25,Baan,Limburg,ProRail,Weert,WT,PPLG,177321.84099999,362168.629,38.38799999,183/185,340,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-Oost,51.24841543,5.70690376,64.57213
274,eed5f6f9-de27-408c-b588-d4bb51062f49,f58cc812-9e94-4421-8929-ce4afd90c456,149/151A,01:09:00,60,Bestaand,506,b,506,506_b,Amersfoort,Asd-Zp,Amsterdam Centraal - Zutphen ,"44,160587",-30.505602,"-30,505602",Randstad Noord,RN,Amersfoort,12,Baan,Eemland,ProRail,Amersfoort,AMF,PPLG,153636.70499999,462834.245,5.367,149/151A,200,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Onbekend,Midden,52.15368144,5.36728301,44.160587
275,02903feb-bc6c-48c3-89e6-326e89e1ac80,cfdd5197-813f-4280-83d8-4ee4aa96a53b,960A/960B,01:09:00,60,Bestaand,545,b,545,545_b,Roosendaal,Zlw-Np,Lage Zwaluwe - Nispen ,"22,668779",62.55911,"62,559110",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Roosendaal,RSD,NCBG,90771.686,395284.628,4.66699999,960A/960B,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.54285846,4.46131844,22.668779
276,bf18ccc6-02b1-4f02-a561-db31bf8d281d,bd964bca-f2d6-48fc-ab48-4c61fa85c325,974/975,01:09:00,60,Bestaand,564,b,564,564_b,Den Haag Binckhorst,Gd-Gvc,Gouda - Den Haag Centraal ,"23,623302",8.20719,"8,207190",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Kleine Binckhorst,BKHK,NCBG,83461.19299999,454263.52899999,0.363,974/975,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07202977,4.34375495,23.623302
277,b1c3276b-0bcc-4e2e-b632-621401e16f0e,a565ee49-a72c-4ddd-8adc-267a3d83e79a,1275A/1277B,01:09:00,60,Bestaand,560,a,560,560_a,Den Haag Centraal,Gd-Gvc,Gouda - Den Haag Centraal ,"24,907242",21.344211,"21,344211",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag Centraal,GVC,PPLG,82413.04799999,454959.362,0.433,1275A/1277B,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07814673,4.32832144,24.907242
278,6af9dead-af36-48fa-b806-b7e33bdddf5a,16191bc3-d784-49ae-9fde-d2dfa5ceb355,1029A/1029B,01:09:00,60,Bestaand,163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,Bd-Rtd,Breda - Rotterdam Centraal ,"43,933385",-28.953641,"-28,953641",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,Rotterdam Stadion,RTST,NCBG,95241.45399999,434251.48999999,0.122,1029A/1029B,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.89357102,4.51904633,43.933385
279,3949ba0f-2432-461e-aaec-fb279292ba67,e2fdce9a-ac5e-4530-8326-08281c6ae438,68A/68B,01:09:00,60,Bestaand,011,,11,011__,Assen - Haren,Mp-Gn,Meppel - Groningen ,"69,023764",33.80716,"33,807160",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,ProRail,Onnen Rangeerterrein,ONR,NCBG,238096.208,575231.513,3.257,68A/68B,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,53.1573522,6.62949553,69.023764
280,3d8a6622-6411-4f39-89ad-e7cebc8364b4,127af888-4434-4909-ac69-0dd5b96b8002,21A/21B,01:09:00,60,Bestaand,823,a,823,823_a,Oosterhout Weststad,Hzl-Otw,Hooge Zwaluwe - Oosterhout Weststad ,"5,701501",0.222623,"0,222623",Zuid,Z,Roosendaal,19,Baan,Zeeland,ProRail,Oosterhout Weststad,OTW,NCBG,116464.709,408597.674,3.123,21A/21B,310,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Zuid-West,51.6648665,4.83020642,5.701501
281,8da4cc93-6a75-423e-a6a7-5056ea92fbbc,1086fa78-55d5-40ae-a83b-70871aed6844,30A/30B,01:09:00,60,Bestaand,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,"0,166657",-14.166703,"-14,166703",Noord-Oost,NO,Drenthe,35,Baan,Drenthe,Derden - Overig - STAR,,,,259061.782,557597.03599999,6.205,30A/30B,440,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,ASSET Rail,Ja,Noord,52.99528003,6.93716418,0.166657
282,4a32a51f-87f0-4d00-9900-8f49befdd86f,dcba395c-2d25-4ad7-b40e-ca40b1cbaa07,227/229A,01:09:00,60,Bestaand,536,,536,536__,Den Haag HS,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,"60,577482",6.529566,"6,529566",Randstad Zuid,RZ,Den Haag,2,Baan,Den Haag,ProRail,Den Haag HS,GV,PPLG,82403.77099999,454324.81699999,4.04999999,227/229A,110,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zuid-Holland Noord,52.07244298,4.32832113,60.577482
283,bb351027-a9dd-46da-b357-a8b98d5dd7e5,4dfbd06f-7fd7-4a6c-80ae-7cdf27409197,105/107,01:09:00,60,Bestaand,550,,550,550__,Leeuwarden,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"25,974542",-13.509392,"-13,509392",Noord-Oost,NO,Friesland,36,Baan,Wadden,ProRail,Leeuwarden,LW,PPLG,181817.139,578864.97699999,1.16799999,105/107,420,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,Strukton Rail,Ja,Noord,53.19576701,5.78846752,25.974542
284,cd8d2b63-d56a-4fc5-a356-1365d4549dd6,45ee0f17-46b5-4b91-bfaf-f4b54c2133cc,1227A/1231,01:09:00,120,Bestaand,478,a,478,478_a,Rotterdam Europoort 4,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,"1,742097",-19.653896,"-19,653896",Randstad Zuid,RZ,Europoort,4,Baan,Zee-Zevenaar,ProRail,"Rotterdam, Emplacement Maasvlakte West",MVTW,PPLG,61418.692,440007.608,5.16999999,1227A/1231,130,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Zee-Zevenaar,51.94063849,4.0262194,1.742097
285,0da360af-0d8e-4d72-a59d-adbcf164e213,58d92cd1-3793-4b0d-ba3c-cb021aafeba6,367A/383B,01:09:00,60,Bestaand,586,,586,586__,Amsterdam Centraal,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"81,114705",-19.648965,"-19,648965",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Centraal,ASD,PPLG,122137.903,487859.18699999,5.998,367A/383B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.37761734,4.9045936,81.114705
286,0823eeba-8983-4a4c-9269-a7583007443f,1edff2fd-a491-4888-9db0-44635dfdf505,941A/941B,01:09:00,283,Bestaand,486,b,486,486_b,Amsterdam Westhaven (gebied),Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,"76,072312",10.22618,"10,226180",Randstad Noord,RN,Amsterdam,9,Baan,Amsterdam,ProRail,Amsterdam Westhaven (gebied),AWHV,NCBG,118012.678,490653.78,0.759,941A/941B,220,2022/12/22 01:00:00+00,2022/12/21 18:01:08+00,VolkerRail,Ja,Midden,52.40247059,4.84370566,76.072312
