objectid;projectnummer;naamdeelgebied;bouwplan;woningtype;opleverjaardeelgebied;prijsklasse;projectfase;nieuw_verbouw;aantalwoningendeelgebied;project_id
39394;863;Kruisstraat 140 -142;V20/39930;Meergezins;2023;Huur(duur);Vergunning verleend;Onttrekking overig;-1;
39397;865;Hoogstraat 399A;V20/40208;Eengezins;2021;Koop(middelduur);Gereed;Onttrekking overig;-1;
39401;868;Zeebruggestraat 1;V20/ 39943;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw overig;3;
39403;869;Woenselse Markt 65;V20/39268;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;2;
39411;872;Jan van Hooffstraat 10, 12 en 14;V20/40222;Meergezins;2021;Huur(duur);Gereed;Verbouw transformatie;3;777-000
39415;874;Gestelsestraat 29 en 29a;V20/40288;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw overig;2;
39417;875;Tramstraat 58, 58a en 58b;V19/38826;Meergezins;2023;Huur(duur);In aanbouw;Verbouw overig;3;
39418;875;Tramstraat 58;V19/38826;Meergezins;2021;Koop(duur);Gereed;Onttrekking overig;-1;
39419;876;Hoogstraat 310A;V19/38509;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;1;
39421;876;Hoogstraat 310A;V19/38509;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;1;
39422;877;Laagstraat 283a en 283b;V20/39258;Eengezins;2023;Huur(duur);Vergunning verleend;Nieuwbouw;2;731-550
39424;880;Marconilaan 28-30A-30B /Edisonstraat 150-156;;Meergezins;2023;Huur(middenhuur);Vastgesteld plan/besluit;Onttrekking sloop;-4;
39426;880;Marconilaan 28-30A-30B /Edisonstraat 150-156;;Meergezins;2023;Huur(middenhuur);Vastgesteld plan/besluit;Onttrekking sloop;-2;
39427;881;Raiffeisenstraat 5;V21/43272;Meergezins;2022;Huur(duur);Gereed;Verbouw transformatie;6;
39430;885;Kortonjolaan 1;;Eengezins;2024;Koop(duur);Ontwerpplan/besluit;Nieuwbouw;1;
39433;889;Strijpsestraat 196D;V21/44588-OVU-4;Eengezins;2023;Koop(middelduur);Start Project;Verbouw transformatie;1;
39435;890;Diepenbrockstraat 23-25;V17/31945;Eengezins;2020;Koop(middelduur);Gereed;Onttrekking overig;-2;
39436;891;Strijpsestraat 82, 82a, 82b, 82d;V20/40221;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw transformatie;4;
39437;891;Strijpsestraat 82c;V20/40221;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw transformatie;1;
39438;892;Aalsterweg 133 / Leostraat 114;V20/40367;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw overig;4;
39439;892;Aalsterweg 133 / Leostraat 114;V20/40367;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw overig;3;
39442;894;Verhulsstraat 2A;V20/41190;Meergezins;2020;Koop(middelduur);Gereed;Verbouw transformatie;1;
39444;896;St. Trudoplein 7c;V17/31434;Meergezins;2020;Koop(middelduur);Gereed;Onttrekking overig;-1;
39446;898;Kruisstraat 98;V17/31776;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;4;
39448;899;Rechtestraat 55-59;V17/31322;Meergezins;2020;Huur(duur);Gereed;Verbouw transformatie;3;
39452;902;Leenderweg 291-293;V17/30235;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;3;
39455;903;Winkelstraat 13;V17/30238;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;2;
39457;903;Winkelstraat 13;V17/30238;Meergezins;2020;Koop(middelduur);Gereed;Onttrekking overig;-1;
39458;904;Hooghuisstraat 39;V17/30497;Meergezins;2020;Huur(duur);Gereed;Verbouw transformatie;2;
39461;905;Johannes Buijslaan 68;V17/30868;Meergezins;2020;Huur(middenhuur);Gereed;Onttrekking overig;-1;
39466;908;Bergen op Zoomstraat 44;V17/30791;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;3;
39467;908;Bergen op Zoomstraat 44;V17/30791;Meergezins;2020;Koop(middelduur);Gereed;Onttrekking overig;-1;
39470;910;Hermanus Boexstraat 19;V17/29807;Meergezins;2020;Huur(duur);Gereed;Verbouw transformatie;2;
39476;914;Anna van Egmondstraat 1 en 1B;V20/40562;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw overig;2;
39477;914;Anna van Egmondstraat 1A en 1C;V20/40562;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw overig;2;
39481;915;Schootsestraat 67;V19/37465;Meergezins;2020;Huur(duur);Gereed;Verbouw overig;1;
39487;921;Heezerweg 305a en 305b;V20/41420;Meergezins;2022;Huur(duur);Gereed;Nieuwbouw;2;
39493;925;Leenderweg 65d;V21/43665;Meergezins;2024;Koop(duur);Vergunning verleend;Onttrekking overig;-1;731-680
39498;927;Schootsestraat 69/Vlierstraat 10A en 10B;V20/39259;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;2;
39499;928;Tongelresestraat 259a en 259b;V18/32421;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;1;
39523;972;Schubertlaan 10a;V19/36538;Meergezins;2020;Koop(middelduur);Gereed;Onttrekking overig;-1;
39524;972;Schubertlaan 10a;V19/36538;Meergezins;2020;Koop(betaalbaar);Gereed;Verbouw transformatie;2;
39527;974;Gestelsesstraat 25 L/M;V16/26606;Eengezins;2020;Koop(middelduur);Gereed;Onttrekking overig;-2;
39530;975;Jacob Catslaan 2;V20/42274;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw vervangend;1;
39531;976;Godschalk Rosemondtstraat 27;V20/41375;Eengezins;2021;Koop(middelduur);Gereed;Onttrekking sloop;-1;
39532;976;Godschalk Rosemondtstraat 27, 29 en Voorterweg 186a;V20/41375;Eengezins;2022;Koop(middelduur);Gereed;Nieuwbouw vervangend;3;
39533;977;Aalsterweg 105;V20/42131;Eengezins;2021;Koop(duur);Gereed;Onttrekking overig;-1;onbekend
39535;977;Aalsterweg 105;V20/42131;Meergezins;2021;Huur(duur);Gereed;Verbouw transformatie;1;onbekend
39538;980;Anconalaan 13 en 25;V20/42472;Eengezins;2020;Huur(middenhuur);Gereed;Nieuwbouw;2;
39540;983;Tongelresestraat 163;V19/38632;Meergezins;2020;Huur(goedkoop);Gereed;Verbouw overig;4;
39541;983;Tongelresestraat 163;V19/38632;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;1;
39545;988;Blaarthemseweg 13e;V20/41391;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw overig;1;
39549;992;Roeklaan 1, 1-01 t/m 1-04 / Tongelresestraat 47;V19/38644;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;2;
39550;993;Haagbeemd 1 en 1A;V19/38492;Meergezins;2020;Koop(middelduur);Gereed;Verbouw overig;1;
39554;994;Zeelsterstraat 266 t/m 266D;V18/35464;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;2;
39555;994;Zeelsterstraat 266 t/m 266D;V18/35464;Meergezins;2020;Koop(duur);Gereed;Onttrekking overig;-1;
39563;1000;Bergstraat 8Bis;V19/36218;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw transformatie;1;
39564;1001;Chamonixlaan 101a;;Eengezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;1;
39566;1003;Sint Catharinastraat 13;;Meergezins;2022;Huur(betaalbaar);Gereed;Onttrekking sloop;-28;
39568;1004;Louise de Colignystraat 4;V20/42007;Meergezins;2021;Huur(betaalbaar);Gereed;Onttrekking overig;-1;
39573;1007;Franz Leharplein 26b en 25c;V20/42329;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;2;
39575;1008;Waalstraat 64;V20/42000;Meergezins;2022;Huur(duur);Gereed;Verbouw transformatie;1;
39578;1010;Tongelresestraat 126;V18/35356;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Onttrekking overig;-6;
39579;1011;Dammestraat 8;V19/37407;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw overig;4;
39582;1013;Generaal Marshallweg 33;V18/33415;Eengezins;2021;Koop(middelduur);Gereed;Onttrekking overig;-1;
39583;1015;Tinelstraat 20c;V20/40506;Meergezins;2021;Huur(goedkoop);Gereed;Verbouw overig;1;
39584;1020;Anna Bijnsweg 1;;Meergezins;2024;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw vervangend;9;
39586;1022;Parklaan 95;V20/41459;Eengezins;2023;Koop(duur);Vergunning verleend;Verbouw transformatie;1;
39590;1025;Grevenmacherhof 56, 56a, 56b;V20/42506;Eengezins;2021;Koop(middelduur);Gereed;Onttrekking overig;-1;
39591;1026;Kronehoefstraat 60, 60a, 60b, 60c en 60d;V19/38391;Meergezins;2022;Huur(betaalbaar);Gereed;Verbouw overig;5;
39592;1026;Kronehoefstraat 60;V19/38391;Eengezins;2022;Koop(middelduur);Gereed;Onttrekking overig;-1;
39596;1032;Hofstraat 145A;;Eengezins;2024;Koop(duur);Start Project;Nieuwbouw;7;
39603;1037;Hoogstraat 310;;Meergezins;2024;Huur(middenhuur);Vastgesteld plan/besluit;Nieuwbouw;6;
39605;1037;Hoogstraat 310;;Meergezins;2024;Huur(duur);Vastgesteld plan/besluit;Verbouw transformatie;1;
39607;1038;Leenderweg 93;V21/47270;Meergezins;2023;Huur(duur);Vergunning verleend;Onttrekking overig;-1;
39616;1042;Pastoor van Arslaan 3;V20/42753;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw transformatie;1;
39617;1044;Hoogstraat 250a, 250b, 250c;V21/43505;Meergezins;2022;Huur(betaalbaar);Gereed;Verbouw transformatie;3;
39618;1044;Hoogstraat 250;V21/43505;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;1;
39623;1048;Schouwbroekseweg 76;V20/42729;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw transformatie;1;
39624;1048;Strijpsestraat 142;V20/42729;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw transformatie;1;
39626;1050;Monarchstraat 26;V20/42686;Eengezins;2022;Koop(middelduur);Gereed;Onttrekking overig;-1;
39627;1050;Monarchstraat 26 en 26a;V20/42686;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw overig;2;
39628;1051;Hoogstraat 58a;V20/40457;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;1;
39631;1053;Strijpsestraat 88 en 88a;V20/42281;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw transformatie;2;
39633;1055;Kruisstraat 69 / Fellenoord 1,1a,1b,1c;V21/43180;Meergezins;2022;Huur(betaalbaar);Gereed;Verbouw transformatie;5;
39636;1056;Volderhof 15 en 17;V29/43122;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Onttrekking overig;-2;
39637;1057;Schouwbroekseweg 29, 29a, 29b;V20/41772;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw overig;3;
39639;1058;Bredalaan 75a;V20/42758;Meergezins;2023;Koop(middelduur);Vergunning verleend;Onttrekking overig;-1;
39641;1058;Bredalaan 75c, 75d en 75e;V20/42758;Meergezins;2024;Huur(betaalbaar);Vergunning verleend;Verbouw overig;3;
39645;1060;Dr Berlagelaan 45;V19/37339;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw overig;3;
39647;1061;Generaal Berenschotpad 16 en 16a;V21/43341;Eengezins;2022;Huur(betaalbaar);Gereed;Verbouw overig;2;
39648;1061;Generaal Berenschotpad 16;V21/43341;Eengezins;2022;Huur(middenhuur);Gereed;Onttrekking overig;-1;
39654;1063;Strijp S Veld T (Next);V19/37341;Meergezins;2022;Koop(middelduur);Gereed;Nieuwbouw;28;177-000
39657;1064;Strijp S Strijp S (veld E) SAS-3;09/3124;Meergezins;2012;Koop(middelduur);Gereed;Nieuwbouw;2;
39660;1064;Strijp S Strijp S (veld E) SAS-3;09/3122;Meergezins;2012;Huur(middenhuur);Gereed;Nieuwbouw;48;
39663;1064;Strijp S Strijp S (veld E) SAS-3;09/3122;Meergezins;2013;Koop(middelduur);Gereed;Nieuwbouw;13;
39664;1064;Strijp S Strijp S (veld E) SAS-3;09/3124;Eengezins;2013;Koop(duur);Gereed;Nieuwbouw;10;
39667;1065;Strijp S Veld Q Spoorzone Blok 63;V14/21990;Meergezins;2017;Koop(betaalbaar);Gereed;Nieuwbouw;25;
39674;1067;Strijp S Veld G Space S;V14/22003;Meergezins;2016;Huur(goedkoop);Gereed;Nieuwbouw;35;
39675;1067;Strijp S Veld G Space S;V14/22003;Meergezins;2016;Huur(middenhuur);Gereed;Nieuwbouw;7;
39682;1068;Strijp S Veld Q Spoorzone Blok 59;V16/25342;Meergezins;2018;Huur(middenhuur);Gereed;Nieuwbouw;155;
39683;1069;Strijp S Veld K.1 SK;;Meergezins;2024;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;36;177-000
39687;1070;Strijp S Veld S.2 The Fizz - Philitelaan 67-06;V17/31939;Meergezins;2021;Huur(betaalbaar);Gereed;Nieuwbouw;1;177-000
39690;1071;Strijp S Veld V + terrein portiersloge;;Meergezins;2027;Koop(duur);Planologische voorbereiding;Nieuwbouw;100;177-000
39691;1072;Strijp S Veld Q Spoorzone Blok 61;;Meergezins;2017;Huur(middenhuur);Gereed;Nieuwbouw;96;
39695;1075;Strijp S Veld D incl. Klein Zwitserland;;Meergezins;2026;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;240;177-000
39696;1076;Strijp S Veld W.1 glasgebouw;;Meergezins;2025;Koop(middelduur);Planologische voorbereiding;Nieuwbouw;85;177-000
39698;1077;Strijp S Veld N;V20/43043;Meergezins;2024;Huur(middenhuur);In aanbouw;Nieuwbouw;33;177-000
39701;1078;Strijp S Veld A;;Meergezins;2027;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;60;177-000
39702;1078;Strijp S Veld A;;Meergezins;2026;Huur(betaalbaar);Planologische voorbereiding;Nieuwbouw;161;177-000
39706;1080;Strijp S Strijp S (hoge rug/SAN) Gerard;10/1386;Meergezins;2013;Huur(betaalbaar);Gereed;Verbouw transformatie;78;
39708;1081;Strijp S Veld C;;Meergezins;2027;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;60;177-000
39710;1081;Strijp S Veld C;;Meergezins;2027;Huur(duur);Planologische voorbereiding;Nieuwbouw;70;177-000
39712;1082;Strijp S Veld X (helft Bosch gebouw);;Meergezins;2025;Koop(middelduur);Potentieel;Nieuwbouw;0;177-000
39714;1084;Strijp S Veld P gebouw Donna;;Meergezins;2023;Koop(middelduur);In aanbouw;Nieuwbouw;20;177-000
39715;1084;Strijp S Veld P gebouw Donna;;Meergezins;2023;Koop(duur);In aanbouw;Nieuwbouw;14;177-000
39723;1088;Strijp S Veld H Veemgebouw;;Meergezins;2022;Huur(middenhuur);Gereed;Nieuwbouw;18;177-000
39728;1104;Internationale knoop XL - Lichthoven 2 (The Edge);V20/42229;Meergezins;2025;Huur(middenhuur);Vergunning verleend;Nieuwbouw;132;520-600
39732;1105;Internationale knoop XL - Lichthoven 1 kavel D;;Meergezins;2025;Koop(duur);Vastgesteld plan/besluit;Nieuwbouw;79;520-600
39734;1106;Internationale knoop XL - Kavel 9A - Dutch Mountains;;Meergezins;2029;Huur(middenhuur);Start Project;Nieuwbouw;113;859-600
39739;1113;Parklaan 81;V21/44479;Eengezins;2021;Koop(duur);Gereed;Verbouw transformatie;1;
39740;1114;Reisdorfweg 5 en 7;;Eengezins;2021;Koop(duur);Gereed;Onttrekking overig;-2;
39742;1116;Leenderweg 173;V19/36175;Eengezins;2021;Koop(duur);Gereed;Onttrekking overig;-1;
39747;1123;Sint Theresiaplein 1;;Meergezins;2025;Huur(middenhuur);Ontwerpplan/besluit;Verbouw overig;5;
39753;1128;Willemstraat 5A t/m 5D;V21/44064;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;4;
39767;1146;Rivierstraat 24 - Benedenwoning/Patio;V21/47511;Meergezins;2023;Koop(middelduur);Vergunning verleend;Verbouw transformatie;1;
39771;1148;Markt 21B;V2144701;Meergezins;2023;Huur(duur);Vergunning verleend;Onttrekking overig;-1;
39774;1150;Needestraat 2,2A,6,6B & Halvemaanstraat 72A;V21/44401;Meergezins;2022;Huur(betaalbaar);Gereed;Verbouw transformatie;5;
39777;1152;Boschdijk 1085;V21/46595;Meergezins;2024;Huur(middenhuur);Ontwerpplan/besluit;Nieuwbouw;9;
39778;1156;Hermelijnstraat 1, 1A en 1B;V21/45551;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw transformatie;3;
39782;1158;Voorterweg 173 (tussen Nr 171 en 175);V21/47504;Eengezins;2024;Koop(middelduur);Vastgesteld plan/besluit;Nieuwbouw;1;
39789;1164;Strijpsestraat 77 (hoek Kerkakkerstraat);;Eengezins;2024;Koop(middelduur);Vastgesteld plan/besluit;Nieuwbouw;2;
39791;1165;Karolingersweg 1 (hoek Hastelweg 51A);;Meergezins;2023;Huur(goedkoop);Ontwerpplan/besluit;Onttrekking overig;-4;
39792;1165;Karolingersweg 1 (hoek Hastelweg 51A);;Eengezins;2023;Koop(middelduur);Ontwerpplan/besluit;Onttrekking overig;-1;
39793;1166;Frederik Hendrikplein 35 t/m 38 & Princessenlaan 47 en 49;V21/45162;Meergezins;2023;Huur(duur);Vergunning verleend;Verbouw transformatie;6;
39799;1169;Laagstraat 369;V21/44347;Meergezins;2023;Koop(duur);Vergunning verleend;Onttrekking overig;-1;
39801;1169;Laagstraat 369A;V21/44347;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;1;
39804;1179;Bredalaan 97A en 97B;V21/43536;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Verbouw transformatie;2;
39805;1180;Willem Klooslaan / Busken Huetlaan (Grijpsmaflats);;Eengezins;2030;Huur(betaalbaar);Intake;Verbouw overig;0;
39807;1190;Willemstraat 17A, 17B en 17C;V19/37782;Meergezins;2023;Huur(duur);Vergunning verleend;Verbouw transformatie;3;
39808;1191;Minckelersplein 6;V21/45910;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;1;
39811;1195;Hoogstraat 400 en 400A;V21/46027;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;2;
39813;1198;Diekirchlaan 89A t/m M (m.u.v. 'i');V21/43810;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Verbouw overig;12;
39814;1199;Molenveld 12;;Meergezins;2021;Huur(duur);Gereed;Verbouw transformatie;1;
39816;1200;Moggendries 34, 34A en 34B;V21/44887;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw overig;3;
39818;1202;Achterbeekseweg 2C;V21/45693;Eengezins;2023;Koop(duur);Vergunning verleend;Nieuwbouw;1;
39820;1203;St Gerarduslaan 18, 18A en 18B;V20/42085;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Verbouw overig;3;
39821;1204;Willem de Zwijgerstraat 1B;V21/45887;Eengezins;2023;Huur(duur);Vergunning verleend;Verbouw overig;1;
39825;1209;Weisshorn 173 (10 wooneenheden);V21/45843;Meergezins;2023;Huur(middenhuur);In aanbouw;Nieuwbouw;10;
39826;1209;Weisshorn 173 (16 wooneenheden);V21/45843;Meergezins;2023;Huur(betaalbaar);In aanbouw;Nieuwbouw;16;
39832;1215;Biesterweg 15;V21/46573;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw transformatie;1;
39839;1226;Hendrik Staetslaan 79 en 79a;V21/45599;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;2;
39840;1227;Rode Kruislaan 23 en 23a;V21/45599;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;2;
39841;1227;Rode Kruislaan 23;V21/45599;Eengezins;2023;Huur(middenhuur);Vergunning verleend;Onttrekking overig;-1;
39842;1228;Hermanus Boexstraat 18g;V21/46743;Meergezins;2023;Huur(duur);Vergunning verleend;Verbouw overig;1;
39843;1230;Emmasingelkwadrant, Kavel A, a, b - TAC e.o.;;Meergezins;2025;Huur(middenhuur);Vastgesteld plan/besluit;Nieuwbouw;128;820-000
39853;1233;Emmasingelkwadrant, Kavel B, Breevast;;Meergezins;2026;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;206;820-000
39854;1233;Emmasingelkwadrant, Kavel B, Breevast;;Meergezins;2026;Huur(betaalbaar);Planologische voorbereiding;Nieuwbouw;65;820-000
39857;1233;Emmasingelkwadrant, Kavel B, Foolen&Reijs (Lichtstad Vastgoed);;Meergezins;2026;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;50;820-000
39859;1234;Emmasingelkwadrant, Kavel C, Woonbedrijf;;Meergezins;2030;Huur(betaalbaar);Start Project;Nieuwbouw;106;820-000
39861;1234;Emmasingelkwadrant, Kavel C, Breevast;;Meergezins;2030;Huur(duur);Start Project;Nieuwbouw;84;820-000
39862;1234;Emmasingelkwadrant, Kavel C, Woonbedrijf;;Meergezins;2028;Huur(betaalbaar);Start Project;Onttrekking sloop;-101;820-000
39863;1235;Philips Lighting fase 1;;Meergezins;2016;Huur(middenhuur);Gereed;Verbouw transformatie;49;820-000
39866;1235;Philips Lighting fase 1B (Onyx);V14/22024;Meergezins;2019;Huur(middenhuur);Gereed;Nieuwbouw;133;820-000
39867;1236;Willem Barentzstraat 2a t/m 2g;V21/46996;Eengezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw transformatie;7;
39868;1238;Hondsruglaan 154;V21/44506;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;1;
39871;1241;Potentieel Stadhuisplein Molenstraat;;;2037;;Potentieel;;50;
39872;1244;Elckerlyclaan 93a;V21/46350;Meergezins;2022;Huur(goedkoop);Gereed;Onttrekking overig;-5;
39877;1246;Heistraat 45;V21/46638;Meergezins;2023;Koop(duur);Vergunning verleend;Onttrekking overig;-7;
39888;1261;St Catharinastraat 16;V21/47083;Eengezins;2023;Koop(duur);Vergunning verleend;Onttrekking overig;-1;
39891;1270;Strijpsestraat 240;V18/33964;Meergezins;2022;Huur(middenhuur);Gereed;Onttrekking overig;-1;
39893;1271;Kleine berg 65A;V21/47416;Meergezins;2022;Huur(duur);Gereed;Verbouw overig;-1;
39895;1274;Aalsterweg 101a,101b,101d,101e,101f,101g,101h;V21/46995;Meergezins;2022;Huur(goedkoop);Gereed;Verbouw overig;7;
39898;1275;Strijpsestraat 23;V21/47059;Meergezins;2022;Koop(duur);Gereed;Onttrekking overig;-1;
39901;1276;Sterkenburg 354C;V21/46652;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Verbouw transformatie;1;
39902;1276;Sterkenburg 114A;V21/46652;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Verbouw transformatie;4;
39905;1280;Goudestein 94;V21/46968;Meergezins;2023;Huur(goedkoop);Vergunning verleend;Verbouw overig;-5;
39909;1281;Rijssellaan 1;V21/47917;Eengezins;2022;Koop(duur);Gereed;Verbouw overig;1;
39910;1282;Beukenlaan 37;V21/47473;Meergezins;2022;Huur(betaalbaar);Gereed;Verbouw overig;1;
39915;1286;Dukaatstraat 4;V20/39325;Eengezins;2022;Koop(middelduur);Gereed;Onttrekking overig;-1;
39917;1287;Waterwereld 136;V21/43229;Eengezins;2022;Koop(duur);Gereed;Onttrekking overig;-1;
39918;1287;Waterwereld 136;V21/43229;Meergezins;2022;Koop(duur);Gereed;Verbouw overig;1;
39920;1288;Gestelsestraat 9-01 en 9-02;V21/43607;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw overig;2;
39921;1288;Gestelsestraat 9;V21/43607;Meergezins;2022;Huur(betaalbaar);Gereed;Onttrekking overig;-4;
39923;1290;Langdonkenstraat 9B;V21/47291;Meergezins;2023;Huur(duur);Vergunning verleend;Verbouw transformatie;1;
39924;1291;Vesaliuslaan 17;V21/47448;Eengezins;2024;Koop(duur);Vergunning verleend;Nieuwbouw vervangend;1;
39925;1291;Vesaliuslaan 17;V21/47448;Eengezins;2024;Koop(duur);Vergunning verleend;Onttrekking sloop;-1;
39934;1298;Hemelrijken 97a;V21/47291;Meergezins;2022;Huur(duur);Gereed;Verbouw transformatie;1;
39935;1299;Mauritsstraat 16 en 16b;V21/47671;Meergezins;2023;Huur(duur);Vergunning verleend;Verbouw transformatie;2;
39937;1301;Potentieel Parklaan 97 vh Dommelhoef;;;2028;;Potentieel;;0;
39940;1303;Bleekweg 11a en 11b;V22/48532;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;2;
39941;1303;Bleekweg 9;V22/48532;Meergezins;2023;Huur(duur);Vergunning verleend;Verbouw overig;-1;
39944;1306;Leenderweg 300;V21/46865;Meergezins;2024;Huur(middenhuur);Ontwerpplan/besluit;Nieuwbouw;8;
39945;1306;Leenderweg 300;V21/46865;Meergezins;2024;Huur(middenhuur);Ontwerpplan/besluit;Onttrekking sloop;-1;
39948;1314;Kaeriuslaan 38;V22/48011;Eengezins;2023;Koop(middelduur);Vergunning verleend;Onttrekking overig;-1;
39951;1315;Mercatorstraat 7a;V22/47843;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;1;
39953;1316;Heezerweg 82;V21/45648;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;1;
39954;1323;Jan Heynslaan 62;V21/44994;Meergezins;2022;Huur(middenhuur);Gereed;Onttrekking overig;-3;
39955;1323;Jan Heynslaan 62 en 62a;V21/44994;Meergezins;2022;Huur(duur);Gereed;Onttrekking overig;2;
39956;1326;Leenderweg 38a;V22/47369;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Onttrekking overig;-1;
39959;1328;Demer 47;V22/48275;Meergezins;2023;Huur(duur);Vergunning verleend;Onttrekking overig;-1;
39964;1330;St Trudostraat 25;V19/37368;Meergezins;2023;Huur(duur);Vergunning verleend;Verbouw overig;1;
39965;1331;Schootsestraat 68;V21/47365;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Onttrekking overig;-3;
39967;1331;Schootsestraat 68a;V21/47365;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;1;
39969;1332;Strijpsestraat 198, 198a t/m 198e;V21/46542;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Onttrekking overig;6;
39971;1334;Noord Brabantlaan 74;V21/47398;Meergezins;2023;Huur(duur);Vergunning verleend;Onttrekking overig;-1;
39975;1335;Karolingersweg 4b;V22/48617;Meergezins;2024;Huur(duur);Vergunning verleend;Verbouw transformatie;1;
39977;1336;van Hogendorplaan 1 en 1a;EHV-ZP2022-0004;Eengezins;2024;Koop(duur);Vergunning verleend;Nieuwbouw vervangend;2;
39988;1347;Klipperstraat 10a en 10b;V21/47674;Meergezins;2022;;Gereed;Verbouw overig;2;
39991;1348;Mauritsstraat 63b;V21/47357;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw overig;1;
39992;1349;Strobloemstraat 3;V21/44921;Eengezins;2022;Koop(middelduur);Gereed;Onttrekking overig;-1;
39997;1351;Voorterweg 202;V22/49131;Eengezins;2023;Koop(middelduur);Vergunning verleend;Onttrekking overig;-1;
40000;1353;Alblasstraat 19a;V22/48173;Eengezins;2023;Koop(goedkoop);Vergunning verleend;Nieuwbouw;1;
40002;1353;Alblasstraat 19b;;Eengezins;2024;Koop(goedkoop);Onherroepelijk plan/besluit;Nieuwbouw;1;
40004;1355;Tongelresestraat 402a;V22/48542;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw transformatie;1;
40008;1357;Moerdijkstraat 14 en 16;ZP2022-000678;Eengezins;2023;Huur(duur);Vergunning verleend;Verbouw overig;2;
40009;1358;Dikninge 34;Geen: handhavin;Meergezins;2022;Huur(duur);Gereed;Onttrekking overig;-1;
