objectid;projectnummer;naamdeelgebied;bouwplan;woningtype;opleverjaardeelgebied;prijsklasse;projectfase;nieuw_verbouw;aantalwoningendeelgebied;project_id
38933;534;Hooghuisstraat 35;V15/23728;Meergezins;2016;Huur(betaalbaar);Gereed;Verbouw transformatie;11;
38936;535;Kronehoefstraat 15a,d,g,l,m,n,17a,d,g,j,l,m,n & Van Brakelstraat 1,b,d,f,3a;V20/42977;Meergezins;2023;Koop(duur);In aanbouw;Nieuwbouw;18;731-010
38937;535;Van Brakelstraat 1, 3, en 5 en nog twee;V20/42977;Meergezins;2021;Koop(middelduur);Gereed;Onttrekking sloop;-5;731-010
38939;536;Pieter Calandstraat eo;V17/31721;Eengezins;2018;Huur(betaalbaar);Gereed;Onttrekking sloop;-48;
38940;537;Stratumsedijk 101-103;V15/23412;Meergezins;2016;Huur(middenhuur);Gereed;Verbouw transformatie;2;
38941;537;Stratumsedijk 105-111;;Meergezins;2024;Huur(betaalbaar);Intake;Nieuwbouw;10;
38945;541;Geldropseweg 26-28;V16/26956;Meergezins;2018;Huur(betaalbaar);Gereed;Verbouw transformatie;27;
38949;546;De Vriesstraat;09/0501;Eengezins;2016;Koop(middelduur);Gereed;Nieuwbouw;2;
38952;548;Stadhuisplein/MO/TiO;;Meergezins;2026;Huur(duur);Planologische voorbereiding;Nieuwbouw;253;841-000
38954;549;Nieuwe Bergen - Indigo - Edenstraat 21-13 t/m 21-31;V20/42110;Meergezins;2025;Koop(duur);Vergunning verleend;Nieuwbouw;19;846-000
38958;549;Nieuwe Bergen - Rouge - Deken van Somerenstraat;V20/42110;Meergezins;2025;Huur(duur);Vergunning verleend;Nieuwbouw;36;846-000
38966;549;Nieuwe Bergen - Jaune;V20/42110;Meergezins;2025;Koop(middelduur);Vergunning verleend;Verbouw transformatie;6;846-000
38968;551;Hoogstraat 276-278;V16/25101;Eengezins;2016;Koop(middelduur);Gereed;Verbouw transformatie;2;
38969;552;Aalsterweg;V15/23058;Meergezins;2016;Huur(betaalbaar);Gereed;Verbouw transformatie;8;onbekend
38971;553;Verzamel 2016 kleine initiatieven;;Meergezins;2016;Huur(betaalbaar);Gereed;Verbouw transformatie;23;
38974;553;Verzamel 2016 correctie;;Meergezins;2016;Koop(middelduur);Gereed;Nieuwbouw;1;
38978;557;Generaal Taylorpad 31 t/m 147 oneven;V20/43030;Meergezins;2024;Huur(middenhuur);In aanbouw;Nieuwbouw;59;833-000
38983;558;KanaaldijkZuid/DirkBoutslaan Caai (vh Campina) - Woontoren 4 & Laagbouw E;;Meergezins;2025;Huur(duur);Onherroepelijk plan/besluit;Nieuwbouw;77;875-000
38984;558;KanaaldijkZuid/DirkBoutslaan Caai (vh Campina) - Woontoren 1;;Meergezins;2025;Koop(middelduur);Onherroepelijk plan/besluit;Nieuwbouw;5;875-000
38986;558;Woontoren 3 - fase 1 - Campinastraat 50-001 t/m 50-120;V21/46056;Meergezins;2024;Huur(middenhuur);In aanbouw;Nieuwbouw;118;875-000
38987;558;Woontoren 5 - fase 1- IJsfabriekstraat 1-001 t/m 1-164 (m.u.v. 1-030, 1-037, 1-152 en 1-156);V21/46056;Meergezins;2024;Huur(middenhuur);In aanbouw;Nieuwbouw;160;875-000
38998;563;Cederlaan (vh Ehv Packaging);;Meergezins;2025;Huur(betaalbaar);Start Project;Nieuwbouw;65;865-100
39004;565;Hessen Kasselstraat 6 -8;V20/40210;Eengezins;2023;Koop(duur);In aanbouw;Nieuwbouw;16;731-160
39005;565;Hessen Kasselstraat 4, 4a, 4b en 4c;V19/37272;Meergezins;2022;Koop(duur);Gereed;Nieuwbouw;4;731-510
39008;568;Schootsestraat 66 / Cederlaan 1 At/mF;V16/27566;Meergezins;2019;Huur(betaalbaar);Gereed;Verbouw transformatie;8;
39016;575;hoek Valklaan 7/Tongelresestraat;V14/21803;Meergezins;2018;Huur(betaalbaar);Gereed;Nieuwbouw;8;
39017;576;WillemvKonijnenburgstr 9 / Tongelresestraat 122 J-R;V17/29403;Meergezins;2018;Huur(middenhuur);Gereed;Verbouw overig;7;
39020;580;Europalaan 6A;V19/35678;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;4;
39021;581;Ulenpas 79 M01;V16/28173;Eengezins;2017;Koop(betaalbaar);Gereed;Verbouw transformatie;1;
39022;582;Jacob Romanstraat 29;V17/28620;Meergezins;2017;Huur(goedkoop);Gereed;Verbouw transformatie;7;
39023;583;Verzamel 2017 kleine initiatieven;Div.;Meergezins;2017;Huur(goedkoop);Gereed;Verbouw transformatie;10;
39025;583;Verzamel 2017 kleine initiatieven;Div.;Meergezins;2017;Huur(middenhuur);Gereed;Verbouw transformatie;7;
39028;585;Tinelstr 5-7 Cornelis Dopperstr 2;V17/28961;Meergezins;2017;Huur(middenhuur);Gereed;Verbouw transformatie;13;
39033;589;PSV laan (hoek A.Philipslaan) Groot Hartje;V20/40588;Meergezins;2024;Huur(middenhuur);In aanbouw;Nieuwbouw;172;852-000
39037;589;PSV laan (hoek A.Philipslaan) Groot Hartje - De Janglaan 1a,b,c en PSV-laan 289;V20/40588;Eengezins;2024;Koop(duur);In aanbouw;Nieuwbouw;4;852-000
39039;590;Kennedylaan 3 (vh Bunker);V17/31928;Meergezins;2022;Koop(middelduur);Gereed;Nieuwbouw;14;859-300
39041;590;Kennedylaan 3 (vh Bunker);V17/31928;Meergezins;2022;Koop(duur);Gereed;Nieuwbouw;42;859-300
39042;590;Kennedylaan 3 (vh Bunker);V17/31928;Meergezins;2022;Koop(duur);Gereed;Nieuwbouw;18;859-300
39045;593;Bakkerstraat e.o.;;Eengezins;2024;Huur(betaalbaar);Planologische voorbereiding;Onttrekking sloop;-119;838-500
39048;593;Bakkerstraat e.o.  WoonST Heijmans;;Eengezins;2026;Huur(betaalbaar);Planologische voorbereiding;Nieuwbouw vervangend;54;838-500
39051;598;Rechtestraat 6 (vh V&D);V19/39056;Meergezins;2024;Huur(middenhuur);Vergunning verleend;Verbouw transformatie;0;777-000
39053;599;Grote Berg 11 -21 Blok B;V22/48026;Meergezins;2025;Huur(duur);Planologische voorbereiding;Nieuwbouw;1;731-660
39056;599;Grote Berg 11 -21 sloop;V22/48026;Meergezins;2022;Huur(duur);Gereed;Onttrekking sloop;-5;731-660
39059;603;Kronehoefstraat 62 e.o. - Otterstraat 123 t/m 133 (oneven);;Eengezins;2022;Huur(duur);Gereed;Nieuwbouw;6;710-000
39060;605;Leostraat 2;V19/38944;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw transformatie;20;
39061;607;Maria van Bourgondieln 67-77 e.o;V18/35439;Eengezins;2020;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;6;731-190
39066;611;Stratumsedijk 57 fase 1;V18/32743;Meergezins;2020;Koop(middelduur);Gereed;Verbouw transformatie;5;
39067;611;Stratumsedijk 57 fase 2 (St. Rochusstraat);V18/33750;Eengezins;2020;Koop(middelduur);Gereed;Verbouw transformatie;3;
39075;615;Fakkellaan 29-55;09/1430;Eengezins;2018;Huur(betaalbaar);Gereed;Nieuwbouw;14;
39080;617;Egelstraat/Frankrijkstr (vh ERF) fase 1 - Egelstraat 4 t/m 102 (even) m.u.v. nr. 16;V20/40214;Meergezins;2022;Huur(duur);Gereed;Nieuwbouw;49;731-170
39082;617;Egelstraat/Frankrijkstr (vh ERF) fase 1- Frankrijkstraat 97b, 97c, 97d, 97g, 97h en 97j;V20/40214;Meergezins;2022;Huur(middenhuur);Gereed;Nieuwbouw;3;731-170
39084;617;Egelstraat/Frankrijkstr (vh ERF) fase 1 - Egelstraat 16;V20/40214;Meergezins;2022;Huur(duur);Gereed;Nieuwbouw;1;731-170
39085;617;Egelstraat/Frankrijkstr (vh ERF) fase 1 - Frankrijkstraat 97b, 97c, 97d, 97g, 97h en 97j;V20/40214;Meergezins;2022;Huur(duur);Gereed;Nieuwbouw;3;731-170
39086;618;Meerhoven/Meerland;;Meergezins;2025;Koop(middelduur);Start Project;Nieuwbouw;60;350-000
39087;619;Koenraadlaan 100 en 100-01 t/m 100-24;V19/38982;Meergezins;2021;Huur(betaalbaar);Gereed;Nieuwbouw;25;731-130
39088;620;Kootwijkstraat 33B t/m 33D, 33F t/m 33H en 33J t/m 33N;V21/45885;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Verbouw transformatie;11;
39089;620;Kootwijkstraat 33;;Eengezins;2023;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;5;
39091;622;Sportlaan 71 t/m 97 oneven en Hastelweg 188 t/m 202 even (fase 2);V20/42999;Eengezins;2024;Huur(betaalbaar);Vergunning verleend;Nieuwbouw vervangend;22;838-201
39092;622;Hastelweg 164 t/m 186 even (fase 1);V20/42999;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;12;838-201
39095;622;Sportlaan/Hastelweg fase 1;V20/42229;Eengezins;2021;Huur(betaalbaar);Gereed;Onttrekking sloop;-33;838-201
39097;622;Sportlaan 27 t/m 41 oneven;V20/42999;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;8;838-201
39102;624;Draaiboomstraat 63;V19/38023;Meergezins;2023;Koop(middelduur);In aanbouw;Nieuwbouw;1;431-100
39103;626;Schumannstraat 1A /Bernsteinstraat;V18/34399;Eengezins;2020;Koop(middelduur);Gereed;Nieuwbouw;8;
39106;629;Clovislaan 193 t/m 229(Clothilde);V19/37776;Eengezins;2021;Huur(middenhuur);Gereed;Verbouw transformatie;19;
39110;631;Heezerweg 345;V19/36946;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw transformatie;13;
39113;636;Telefoonstraat 1 t/m 31;V20/41366;Eengezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;16;
39117;637;Jan Tooropstraat 35 e.v.;V19/37523;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;43;
39118;639;Vuurvogel 25 Vuurvlinderhof;V19/39082;Eengezins;2023;Koop(duur);Vergunning verleend;Nieuwbouw;14;731-380
39119;640;VS Vredeoord 105;V18/33083;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;7;
39125;646;Gen. Coenderslaan 59/ Gen. de Collaertpad 2;;Meergezins;2024;Koop(middelduur);Planologische voorbereiding;Nieuwbouw;20;891-500
39129;655;Blok 1 - Vitruviusweg 41 en 45;V21/45497;Meergezins;2023;Koop(duur);In aanbouw;Verbouw transformatie;2;891-400
39132;655;Blok 2 - Vitruviusweg 57 t/m 65, 75 t/m 91, 97 t/m 103,115 en 117;V21/45497;Meergezins;2023;Koop(middelduur);In aanbouw;Nieuwbouw;20;891-400
39134;655;Blok 2 - Vitruviusweg 67 t/m 73 oneven, 93, 95,107;V21/45497;Meergezins;2023;Koop(duur);In aanbouw;Nieuwbouw;8;891-400
39136;656;Vlokhovenseweg 41/41A (vh scholen) Lourdeshof - Blok 1;V22/48497;Eengezins;2024;Koop(middelduur);Vergunning verleend;Nieuwbouw;4;891-200
39142;663;Aalsterweg 52;V18/32527;Meergezins;2020;Huur(middenhuur);Gereed;Nieuwbouw;8;
39151;674;Willemstraat 65c, 65e en 65e;V18/34700;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw transformatie;3;
39152;675;Zeelsterstraat 89-1 89-2 89-3;V18/32804;Meergezins;2021;Koop(middelduur);Gereed;Nieuwbouw;3;731-050
39160;682;Stratumsedijk 28A;;Meergezins;2026;Koop(middelduur);Planologische voorbereiding;Nieuwbouw;40;909-100
39162;683;Wolvendijk 133;V18/32925;Eengezins;2018;Koop(duur);Gereed;Onttrekking sloop;-1;
39166;685;Boschdijk 157;V18/32182;Meergezins;2018;Huur(betaalbaar);Gereed;Verbouw transformatie;9;
39174;698;Nieuwstraat 22;V21/47112;Meergezins;2023;Huur(duur);Vergunning verleend;Verbouw transformatie;1;
39175;702;Bredalaan 39;V19/36932;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;2;
39176;704;Tramstraat 52-54;V19/36654;Eengezins;2020;Koop(duur);Gereed;Onttrekking overig;-2;
39182;706;St Antoniusstraat 24 / Willemstraat 58;V19/36886;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;3;
39184;707;Reinkenstraat 42;V19/37001;Meergezins;2021;Koop(betaalbaar);Gereed;Verbouw transformatie;4;
39186;708;Borneolaan 1;V20/40110;Eengezins;2020;Huur(betaalbaar);Gereed;Nieuwbouw;1;
39188;709;Pastoor van Arsplein 17;V19/36442;Meergezins;2020;Koop(betaalbaar);Gereed;Verbouw overig;2;
39189;709;Pastoor van Arsplein 17;V19/36442;Meergezins;2020;Koop(goedkoop);Gereed;Onttrekking overig;-1;
39191;710;Kennemerlandlaan 13b;V19/35808;Eengezins;2020;Koop(middelduur);Gereed;Onttrekking overig;-1;
39194;714;Hastelweg 23;V18/35357;Meergezins;2020;Huur(betaalbaar);Gereed;Onttrekking overig;-5;
39196;714;Hastelweg 23;V18/35357;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;1;
39198;716;Dommelstraat 5;V19/36020;Meergezins;2020;Huur(duur);Gereed;Verbouw transformatie;2;
39201;718;Engelsbergenstraat 2;V18/34869;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw transformatie;4;
39203;720;Aalsterweg  125 - 129;V18/35234;Meergezins;2020;Huur(betaalbaar);Gereed;Onttrekking overig;-12;
39206;723;Dr. Cuyperslaan 82-84;V18/34405;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw transformatie;9;
39207;724;Lakerstraat 31b, 31c en 31d;V18/34567;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;3;
39208;725;Hastelweg 230a;V18/34703;Eengezins;2022;Huur(middenhuur);Gereed;Nieuwbouw vervangend;1;
39209;726;Voorterweg 202a / Geldropseweg 113;V18/35057;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw transformatie;6;
39217;732;Tongelresestraat 319;V17/29658;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;7;
39218;735;Hoogstraat 260-262;V19/36193;Meergezins;2020;Huur(duur);Gereed;Onttrekking overig;-1;
39220;736;De Vriesstraat 34;V19/37277;Meergezins;2020;Huur(duur);Gereed;Verbouw overig;3;
39225;737;Kloosterdreef 46;V21/43276;Meergezins;2024;Huur(middenhuur);Planologische voorbereiding;Verbouw transformatie;2;731-630
39226;738;"Woenselse Markt 3 en 3A t/m W (m.u.v. ""i"")";V19/38067;Meergezins;2022;Huur(middenhuur);Gereed;Nieuwbouw;21;731-480
39229;741;Gestelsestraat 45 en 45a;V19/37516;Meergezins;2022;Huur(middenhuur);Gereed;Onttrekking overig;-2;
39232;745;Correctie-project;;Meergezins;2004;Huur(goedkoop);Gereed;Verbouw transformatie;30;
39245;753;Hertogstraat 4-6-8;V19/37167;Meergezins;2021;Huur(duur);Gereed;Verbouw overig;13;
39248;755;Vroenhof 1a en 1b;V20/40380;Eengezins;2022;Huur(duur);Gereed;Nieuwbouw;2;
39249;756;Boschdijk 131 - 139 Veste - Zernikestraat 1-001 t/m 1-240;V20/43148;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Verbouw transformatie;240;911-500
39250;758;Kneppelhoutstraat 1-3;V19/36748;Meergezins;2024;Huur(middenhuur);Onherroepelijk plan/besluit;Nieuwbouw vervangend;17;731-570
39251;758;Kneppelhoutstraat 1-3;V19/36748;Eengezins;2023;Koop(middelduur);Onherroepelijk plan/besluit;Onttrekking sloop;-2;731-570
39262;767;Kerkakkerstraat 36 De kleine Akker - Groene Akker 25;V19/39051;Meergezins;2021;Koop(duur);Gereed;Nieuwbouw;1;731-490
39264;769;Hastelweg 287;;Meergezins;2025;Huur(betaalbaar);Vastgesteld plan/besluit;Nieuwbouw;81;838-202
39266;771;Aalsterweg 112 -114;V19/38988;Meergezins;2020;Koop(middelduur);Gereed;Verbouw transformatie;1;
39269;777;Pastoriestraat 81/ Wassenaarstraat;V20/41059;Meergezins;2022;Koop(middelduur);Gereed;Nieuwbouw;26;911-100
39272;779;Onze Lieve Vrouwestraat (locatie Buchrnhorn);;Meergezins;2025;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw;68;911-400
39277;781;Visserstraat e.o. (eigendommen Verouden);;Meergezins;2024;Huur(duur);Vastgesteld plan/besluit;Verbouw transformatie;80;911-200
39284;788;Frederiklaan 1-01 t/m 1-47;V20/39823;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw transformatie;3;
39285;791;Oranjestraat 1, Anna van Egmondstraat 3a en 3b;V19/36056;Meergezins;2023;Huur(duur);In aanbouw;Verbouw transformatie;3;731-240
39288;793;Woenselsestraat 298,A,B,C,D,E,F;V19/38981;Meergezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;7;
39292;795;Pioenroosstraat 75;V20/39392;Eengezins;2021;Koop(middelduur);Gereed;Nieuwbouw vervangend;1;
39293;795;Pioenroosstraat 75;S19/37801;Eengezins;2020;Koop(middelduur);Gereed;Onttrekking sloop;-1;
39294;796;Zeelsterstraat 38;V19/35587;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw overig;2;
39296;797;Grote Berg 87-91;V19/ 38101;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;9;
39298;797;Grote Berg 87-91;V19/ 38101;Meergezins;2020;Huur(goedkoop);Gereed;Onttrekking overig;-18;
39299;798;Hoogstraat 312;V19/38498;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;6;
39304;800;Margrietstraat 21 - 2 onzelfstandige kamers;V19/39032;Meergezins;2021;Huur(betaalbaar);Gereed;Onttrekking overig;-2;
39307;801;Laagstraat 439G & 439H;V18/33000;Meergezins;2021;Huur(betaalbaar);Gereed;Nieuwbouw;2;731-230
39312;804;Hertogstraat 1 01 t/m 1 16;V19/37898;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;8;
39315;805;Orchideeënstraat 24;V19/38253;Meergezins;2020;Huur(duur);Gereed;Verbouw overig;1;
39316;805;Orchideeënstraat 24;V19/38253;Meergezins;2020;Huur(betaalbaar);Gereed;Onttrekking overig;-3;
39318;807;Oirschotsedijk 18;V19/38755;Eengezins;2020;Koop(goedkoop);Gereed;Nieuwbouw;1;
39320;812;Seringenstraat 20 en 20a t/m 20e;V22/48397;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Nieuwbouw;6;731-620
39322;812;Seringenstraat 22 en 22a;V20/41779;Meergezins;2023;Huur(middenhuur);Vergunning verleend;Verbouw overig;2;731-620
39326;820;Bloemenbuurt Noord fase 3 / Leostraat;;Meergezins;2026;Huur(betaalbaar);Vastgesteld plan/besluit;Nieuwbouw vervangend;108;909-300
39327;822;Kruisstraat 70, 70a t/m 70h, 70j en 70k;V20/42497;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;11;
39334;825;Hoogstraat 351 / Lassusstraat;V19/36138;Eengezins;2022;Koop(middelduur);Gereed;Nieuwbouw;2;731-290
39336;828;Lijmbeekstraat 198;;Meergezins;2020;Huur(betaalbaar);Gereed;Onttrekking overig;-5;
39338;832;Geldropseweg 141 en 141 A t/m D;V20/39251;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;5;
39341;834;Kruisstraat 181-183 / Willem Barentzstraat;V20/41396;Meergezins;2023;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;8;731-640
39345;836;Keizersgracht 12d;V20/42502;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw transformatie;1;
39346;837;Hamsterstraat 6-01 t/m 6-13, 6-16 t/m 6-19, 6-21 t/m 6-24, 8-01 t/m 8-16 en 8-20 t/m 8-27;V20/43142;Meergezins;2023;Huur(betaalbaar);In aanbouw;Nieuwbouw;46;731-610
39348;838;Strijpsestraat 58a, 58b, 58c;V20/42364;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw transformatie;3;
39349;839;Aalsterweg 305;V20/39945;Eengezins;2024;Koop(duur);Vergunning verleend;Nieuwbouw vervangend;1;731-580
39352;842;TUE terrein vh Paviljoen Aurora II;;Meergezins;2024;Huur(betaalbaar);Ontwerpplan/besluit;Nieuwbouw;84;859-700
39354;843;Mauritsstraat 9;V19/39064;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw overig;3;
39356;845;Bloedkoraal 15;V20/39368;Eengezins;2021;Koop(duur);Gereed;Nieuwbouw vervangend;1;
39366;849;Hoogstraat 284 en 284a;V19/36233;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;2;
39367;849;Hoogstraat 284;V19/36233;Meergezins;2020;Koop(duur);Gereed;Onttrekking overig;-1;
39368;849;Hoogstraat 284b en 284c;V19/36233;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;2;
39370;851;'t Ven locatie 1 Antony Moddermanstraat;;Eengezins;2025;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw vervangend;88;838-203
39374;851;'t Ven locatie 4 Johannes Voetstraat;;Eengezins;2025;Huur(betaalbaar);Onherroepelijk plan/besluit;Nieuwbouw vervangend;4;838-203
39376;852;Zeelsterstraat 101 2e fase BG;V18/33311;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;1;
39381;854;Aalsterweg 44;V18/33747;Meergezins;2020;Koop(goedkoop);Gereed;Verbouw transformatie;2;
39385;857;Leenderweg 111/ Heistraat 49;V17/31795;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;12;
39388;859;Wenckenbachstraat 47 t/m 53 / Wattstraat 21;V17/31098;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;4;
39398;865;Hoogstraat 399A-02;V20/40208;Meergezins;2021;Huur(betaalbaar);Gereed;Verbouw overig;1;
39399;866;Willem Rosestraat 7 en 7a t/m f en 7j;V19/35945;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;8;
39409;871;Stratumseind 91d;V20/39983;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw overig;1;
39416;874;Gestelsestraat 29;V20/40288;Meergezins;2021;Koop(duur);Gereed;Onttrekking overig;-1;
39420;876;Hoogstraat 310A;V19/38509;Meergezins;2020;Koop(middelduur);Gereed;Onttrekking overig;-1;
39423;880;Marconilaan 28-30A-30B /Edisonstraat 150-156;;Meergezins;2024;Huur(middenhuur);Vastgesteld plan/besluit;Nieuwbouw vervangend;33;
39429;882;Mascagnistraat / Galuppistraat e.o.;;Eengezins;2023;Huur(betaalbaar);Planologische voorbereiding;Onttrekking sloop;-28;923-500
39431;886;Schouwbroekseweg 74;;Meergezins;2024;Huur(betaalbaar);Ontwerpplan/besluit;Verbouw transformatie;2;
39432;886;Schouwbroekseweg 74;;Meergezins;2024;Huur(middenhuur);Ontwerpplan/besluit;Verbouw transformatie;2;
39434;890;Diepenbrockstraat 23-25;V17/31945;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;6;
39440;892;Aalsterweg 133 / Leostraat 114;V20/40367;Meergezins;2021;Huur(middenhuur);Gereed;Onttrekking overig;-7;
39441;893;Boschdijk 161, 161a, 161b;V20/40493;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw transformatie;3;
39443;896;St. Trudoplein 7c;V17/31434;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;4;
39447;898;Kruisstraat 98;V17/31776;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw transformatie;2;
39449;899;Rechtestraat 55-59;V17/31322;Meergezins;2020;Huur(duur);Gereed;Verbouw transformatie;1;
39450;900;Pastoor van Arsplein 4A-4B;V17/31394;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw transformatie;2;
39453;902;Leenderweg 291-293;V17/30235;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;2;
39456;903;Winkelstraat 13;V17/30238;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;2;
39459;904;Hooghuisstraat 39;V17/30497;Meergezins;2020;Huur(duur);Gereed;Verbouw transformatie;2;
39460;905;Johannes Buijslaan 68;V17/30868;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;2;
39462;906;Schootsestraat 91;V17/30646;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;2;
39468;909;Zwembadweg 14;V17/29980;Meergezins;2020;Huur(duur);Gereed;Verbouw overig;2;
39472;912;St. Theresiastraat 28;V20/41230;Meergezins;2021;Huur(middenhuur);Gereed;Verbouw overig;2;
39474;913;St Claralaan 38 (Ekelhof);;Meergezins;2022;Huur(betaalbaar);Gereed;Nieuwbouw vervangend;62;
39475;913;Potentieel (na tijdelijke bewoning);;;2030;;Intake;;0;
39484;920;Fazantlaan 3-01 t/m 3-09 m.u.v. 3-04;V20/42910;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;8;
39485;920;Fazantlaan 3-04;V20/42910;Meergezins;2022;Huur(duur);Gereed;Verbouw transformatie;1;
39488;923;Gestelsestraat 102, 102A en 104 en Bergmanstraat 23 - 39;;Meergezins;2024;Huur(middenhuur);Vastgesteld plan/besluit;Nieuwbouw;8;
39489;924;Winkelstraat 15b-15c;V20/42421;Meergezins;2022;Huur(middenhuur);Gereed;Verbouw transformatie;2;
39490;925;Leenderweg 65c, 65d, 65e en 65f;V21/43665;Meergezins;2024;Huur(duur);Vergunning verleend;Verbouw overig;4;731-680
39492;925;Amaryllisstraat 11 t/m 33 oneven;V21/43665;Meergezins;2024;Huur(betaalbaar);Vergunning verleend;Nieuwbouw;12;731-680
39496;926;Strijpsestraat 95 - blok 2;V20/43050-OVU-4;Meergezins;2024;Huur(middenhuur);Planologische voorbereiding;Nieuwbouw;8;731-590
39500;928;Tongelresestraat 259a en 259b;V18/32421;Meergezins;2020;Huur(middenhuur);Gereed;Verbouw overig;1;
39502;929;Hertogstraat 7;;Eengezins;2020;Koop(middelduur);Gereed;Verbouw transformatie;1;
39503;936;Aalsterweg 57;V20/41434;Meergezins;2021;Huur(middenhuur);Gereed;Onttrekking overig;-1;
39506;937;Marktstraat 6a, 6b en 6c;V20/41374;Meergezins;2023;Huur(duur);Vergunning verleend;Onttrekking overig;-1;
39508;939;Strijpsestraat 236 t/m 236h, 236j;V20/40735;Meergezins;2024;Huur(betaalbaar);Vergunning verleend;Verbouw overig;10;
39509;939;Strijpsestraat 236 t/m 236h, 236j;V20/40735;Meergezins;2023;Huur(betaalbaar);Vergunning verleend;Onttrekking overig;-6;
39510;940;Simon van Slingelandlaan 9;V20/41409;Eengezins;2020;Koop(duur);Gereed;Onttrekking sloop;-1;
39511;940;Simon van Slingelandlaan 9;V20/41409;Eengezins;2022;Koop(duur);Gereed;Nieuwbouw vervangend;1;
39512;941;Stuiverstraat 62-64;V20/41336;Eengezins;2021;Koop(duur);Gereed;Verbouw overig;1;
39514;963;Keizersgracht 14;;Meergezins;2024;Huur(middenhuur);Onherroepelijk plan/besluit;Verbouw transformatie;16;
39516;968;Hoogstraat 113;V18/35004;Meergezins;2020;Koop(duur);Gereed;Verbouw overig;1;
39517;968;Hoogstraat 113;V18/35004;Meergezins;2020;Koop(duur);Gereed;Verbouw overig;2;
39518;969;Julianastraat 24;V19/38098;Meergezins;2020;Huur(goedkoop);Gereed;Onttrekking overig;-4;
39520;969;Julianastraat 24b;V19/38098;Meergezins;2020;Huur(betaalbaar);Gereed;Verbouw overig;1;
39521;971;Rielsedijk 21;;Eengezins;2020;Koop(duur);Gereed;Verbouw overig;1;
39522;971;Rielsedijk 21;;Eengezins;2020;Koop(duur);Gereed;Onttrekking overig;-2;
39528;974;Gestelsesstraat 25e en 25f;V20/41138;Eengezins;2020;Koop(middelduur);Gereed;Onttrekking overig;-2;
39529;975;Jacob Catslaan 2;V20/42274;Eengezins;2021;Koop(duur);Gereed;Onttrekking sloop;-1;
