FID,DD_BIJGEWERKT,ID,INVASIEVE_SOORT,EIGENDOM,OPPERVLAKTE_2021,GEOMETRIE
GRN_INV_SOORTEN.605,2023-02-02,605,Hooikoortsplant_Ambrosia artemisiifolia,Gemeente Nijmegen (Ontwikkelbureau),,POINT (186906.3 432837.93)
GRN_INV_SOORTEN.606,2023-02-02,606,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (186813.69000385 433609.85850064)
GRN_INV_SOORTEN.205,2023-02-02,205,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187367.35648858 424653.61946412)
GRN_INV_SOORTEN.241,2023-02-02,241,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (187349.89674636 424693.39836282)
GRN_INV_SOORTEN.368,2023-02-02,368,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (187474.583 425268.416)
GRN_INV_SOORTEN.508,2023-02-02,508,Japanse duizendknoop_Fallopia japonica,Particulier,1,POINT (187251.813 426261.591)
GRN_INV_SOORTEN.355,2023-02-02,355,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (187242.22448482 426262.94159215)
GRN_INV_SOORTEN.443,2023-02-02,443,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187496.07741196 426481.92809688)
GRN_INV_SOORTEN.403,2023-02-02,403,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187490.383 426075.28)
GRN_INV_SOORTEN.463,2023-02-02,463,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,5,POINT (187436.67452652 426563.01538485)
GRN_INV_SOORTEN.439,2023-02-02,439,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187436.833 426561.331)
GRN_INV_SOORTEN.528,2023-02-02,528,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (187520.91773477 427161.48235659)
GRN_INV_SOORTEN.510,2023-02-02,510,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187288.5735 427621.60350016)
GRN_INV_SOORTEN.184,2023-02-02,184,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,16,POINT (187401.29636179 427708.01726321)
GRN_INV_SOORTEN.299,2023-02-02,299,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (187254.501 427821.347)
GRN_INV_SOORTEN.374,2023-02-02,374,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (187052.572 427553.796)
GRN_INV_SOORTEN.301,2023-02-02,301,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (187299.95566249 428702.94838579)
GRN_INV_SOORTEN.544,2023-02-02,544,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (VSA),,POINT (187263.237 428918.44)
GRN_INV_SOORTEN.181,2023-02-02,181,Japanse duizendknoop_Fallopia japonica,Waterschap,,POINT (187100.45007281 429299.64318381)
GRN_INV_SOORTEN.471,2023-02-02,471,Hooikoortsplant_Ambrosia artemisiifolia,Waterschap,,POINT (187229.61113385 429714.03241077)
GRN_INV_SOORTEN.470,2023-02-02,470,Hooikoortsplant_Ambrosia artemisiifolia,Waterschap,,POINT (187367.19439289 429643.12411572)
GRN_INV_SOORTEN.173,2023-02-02,173,Japanse duizendknoop_Fallopia japonica,Prorail,,POINT (187535.00693721 430477.09052838)
GRN_INV_SOORTEN.569,2023-02-02,569,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen (Ontwikkelbureau),,POINT (187039.23788766 430380.56222667)
GRN_INV_SOORTEN.543,2023-02-02,543,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187466.097 430683.42)
GRN_INV_SOORTEN.556,2023-02-02,556,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187523.97986537 430667.31577925)
GRN_INV_SOORTEN.172,2023-02-02,172,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,4,POINT (187493.164 430671.053)
GRN_INV_SOORTEN.171,2023-02-02,171,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,5,POINT (187449.497 430615.567)
GRN_INV_SOORTEN.361,2023-02-02,361,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (182891.00353652 425952.91171049)
GRN_INV_SOORTEN.24,2023-02-02,24,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (182583.05 425656.898)
GRN_INV_SOORTEN.39,2023-02-02,39,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (182869.688 425966.042)
GRN_INV_SOORTEN.362,2023-02-02,362,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (182874.99969901 425972.80389262)
GRN_INV_SOORTEN.363,2023-02-02,363,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (182867.32678649 426001.51116879)
GRN_INV_SOORTEN.119,2023-02-02,119,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (182841.537 425996.215)
GRN_INV_SOORTEN.40,2023-02-02,40,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,4,POINT (182938.27463238 425965.38952977)
GRN_INV_SOORTEN.137,2023-02-02,137,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (182778.50447021 425948.40065995)
GRN_INV_SOORTEN.30,2023-02-02,30,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (182891.00633994 425991.61862741)
GRN_INV_SOORTEN.31,2023-02-02,31,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,15,POINT (182850.68386171 425985.58613067)
GRN_INV_SOORTEN.118,2023-02-02,118,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,3,POINT (182884.32868816 426004.52265824)
GRN_INV_SOORTEN.131,2023-02-02,131,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,130,POINT (182717.30906157 425900.0967182)
GRN_INV_SOORTEN.227,2023-02-02,227,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182832.94216844 425935.82860353)
GRN_INV_SOORTEN.228,2023-02-02,228,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182583.27769534 425621.11834794)
GRN_INV_SOORTEN.545,2023-02-02,545,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182987.12789794 426426.94681575)
GRN_INV_SOORTEN.546,2023-02-02,546,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183027.73427843 426408.39900271)
GRN_INV_SOORTEN.226,2023-02-02,226,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182986.0753695 426415.53884706)
GRN_INV_SOORTEN.523,2023-02-02,523,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (182745.3075 426926.115)
GRN_INV_SOORTEN.459,2023-02-02,459,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (182621.95923764 426620.2329409)
GRN_INV_SOORTEN.438,2023-02-02,438,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,8,POINT (182921.61031759 426699.24303515)
GRN_INV_SOORTEN.23,2023-02-02,23,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,40,POINT (182604.11365965 426796.85872985)
GRN_INV_SOORTEN.283,2023-02-02,283,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (182938.061268 427413.25406925)
GRN_INV_SOORTEN.547,2023-02-02,547,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182869.70289092 427076.54683449)
GRN_INV_SOORTEN.614,2023-02-02,614,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182657.055 427479.99)
GRN_INV_SOORTEN.613,2023-02-02,613,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182856.8175 427087.815)
GRN_INV_SOORTEN.435,2023-02-02,435,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182785.174 427348.967)
GRN_INV_SOORTEN.434,2023-02-02,434,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182828.87 427083.547)
GRN_INV_SOORTEN.223,2023-02-02,223,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182640.37574552 427501.13748724)
GRN_INV_SOORTEN.615,2023-02-02,615,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182568.645 427540.68)
GRN_INV_SOORTEN.57,2023-02-02,57,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (182699.69382201 427727.96899018)
GRN_INV_SOORTEN.596,2023-02-02,596,Reuzenberenklauw_Heracleum mantegazzianum,Grens gemeente,,POINT (183092.66405807 423332.2795192)
GRN_INV_SOORTEN.518,2023-02-02,518,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183336.91680252 423499.85869943)
GRN_INV_SOORTEN.446,2023-02-02,446,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (183494.78237716 423718.77125026)
GRN_INV_SOORTEN.115,2023-02-02,115,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (183465.77492655 423725.95839669)
GRN_INV_SOORTEN.595,2023-02-02,595,Reuzenberenklauw_Heracleum mantegazzianum,Particulier,,POINT (183445.43633673 423526.44496446)
GRN_INV_SOORTEN.527,2023-02-02,527,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183407.36762374 423746.18226436)
GRN_INV_SOORTEN.342,2023-02-02,342,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183509.0839621 423732.31730451)
GRN_INV_SOORTEN.626,2023-02-02,626,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183239.28 423985.8)
GRN_INV_SOORTEN.608,2023-02-02,608,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183236.34 423922.8)
GRN_INV_SOORTEN.607,2023-02-02,607,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183264.9 423882.06)
GRN_INV_SOORTEN.498,2023-02-02,498,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183412.02051617 423594.81402553)
GRN_INV_SOORTEN.345,2023-02-02,345,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183332.11206651 423533.49532516)
GRN_INV_SOORTEN.269,2023-02-02,269,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (183525.83417932 424143.60372714)
GRN_INV_SOORTEN.482,2023-02-02,482,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183528.56422867 424629.5284006)
GRN_INV_SOORTEN.481,2023-02-02,481,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183451.09798045 424592.36346688)
GRN_INV_SOORTEN.412,2023-02-02,412,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (183389.71541221 425411.87489395)
GRN_INV_SOORTEN.536,2023-02-02,536,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183298.51761769 425258.76563514)
GRN_INV_SOORTEN.393,2023-02-02,393,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183381.332125 425399.46040208)
GRN_INV_SOORTEN.231,2023-02-02,231,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183511.94207319 425131.00109755)
GRN_INV_SOORTEN.415,2023-02-02,415,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (183208.54568817 425553.22579866)
GRN_INV_SOORTEN.154,2023-02-02,154,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (183136.138 425754.472)
GRN_INV_SOORTEN.259,2023-02-02,259,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (183225.032 425651.702)
GRN_INV_SOORTEN.391,2023-02-02,391,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183506.45 425848.904)
GRN_INV_SOORTEN.392,2023-02-02,392,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183460.202 425809.229)
GRN_INV_SOORTEN.347,2023-02-02,347,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183474.41 425793.725)
GRN_INV_SOORTEN.611,2023-02-02,611,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183397.2525 425793.795)
GRN_INV_SOORTEN.354,2023-02-02,354,Japanse duizendknoop_Fallopia japonica,Prorail,,POINT (183060.34022392 426243.86937126)
GRN_INV_SOORTEN.261,2023-02-02,261,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,2,POINT (183398.60154802 426042.72243844)
GRN_INV_SOORTEN.592,2023-02-02,592,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (183080.41438427 427312.40309026)
GRN_INV_SOORTEN.307,2023-02-02,307,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (183090.39079343 427344.09297793)
GRN_INV_SOORTEN.312,2023-02-02,312,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (183063.97534078 427330.97075787)
GRN_INV_SOORTEN.311,2023-02-02,311,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (183068.209 427325.872)
GRN_INV_SOORTEN.310,2023-02-02,310,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (183091.35210374 427342.64835328)
GRN_INV_SOORTEN.60,2023-02-02,60,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183162.601 427047.149)
GRN_INV_SOORTEN.56,2023-02-02,56,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183176.42211354 427500.46427509)
GRN_INV_SOORTEN.54,2023-02-02,54,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183202.35433367 427059.01472731)
GRN_INV_SOORTEN.370,2023-02-02,370,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (183170.513 428346.044)
GRN_INV_SOORTEN.270,2023-02-02,270,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,550,POINT (183181.86943229 428321.54050067)
GRN_INV_SOORTEN.529,2023-02-02,529,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183146.96761237 428145.21571202)
GRN_INV_SOORTEN.255,2023-02-02,255,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (VSA),,POINT (183204.5617854 428566.59632831)
GRN_INV_SOORTEN.62,2023-02-02,62,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183342.17979627 428745.40151998)
GRN_INV_SOORTEN.107,2023-02-02,107,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (183888.163 423391.284)
GRN_INV_SOORTEN.258,2023-02-02,258,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (183964.02775539 423298.95243033)
GRN_INV_SOORTEN.132,2023-02-02,132,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (183901.219 423495.268)
GRN_INV_SOORTEN.389,2023-02-02,389,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183611.42470745 423476.08172662)
GRN_INV_SOORTEN.346,2023-02-02,346,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183610.2838294 423214.59884541)
GRN_INV_SOORTEN.238,2023-02-02,238,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183711.24974533 423346.68151888)
GRN_INV_SOORTEN.511,2023-02-02,511,Japanse duizendknoop_Fallopia japonica,Particulier,1,POINT (184021.60350032 423742.14750016)
GRN_INV_SOORTEN.344,2023-02-02,344,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183605.05997323 423801.3334791)
GRN_INV_SOORTEN.239,2023-02-02,239,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183941.1764421 423563.36325393)
GRN_INV_SOORTEN.500,2023-02-02,500,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183580.40182262 423927.34599516)
GRN_INV_SOORTEN.33,2023-02-02,33,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,60,POINT (183671.60303563 424416.51501572)
GRN_INV_SOORTEN.373,2023-02-02,373,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183656.42028153 424499.23819395)
GRN_INV_SOORTEN.351,2023-02-02,351,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183831.03955526 424113.18764062)
GRN_INV_SOORTEN.350,2023-02-02,350,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183830.30847948 424117.74822814)
GRN_INV_SOORTEN.236,2023-02-02,236,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183670.10254353 424499.83138698)
GRN_INV_SOORTEN.210,2023-02-02,210,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,12,POINT (183983.0384504 424857.41689651)
GRN_INV_SOORTEN.397,2023-02-02,397,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,2,POINT (183644.685 424633.86)
GRN_INV_SOORTEN.237,2023-02-02,237,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184009.213 424719.463)
GRN_INV_SOORTEN.232,2023-02-02,232,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183725.1140335 424678.09392631)
GRN_INV_SOORTEN.235,2023-02-02,235,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183703.556 424845.943)
GRN_INV_SOORTEN.233,2023-02-02,233,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183896.044135 424893.84304557)
GRN_INV_SOORTEN.583,2023-02-02,583,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (183691.93668439 425321.74843903)
GRN_INV_SOORTEN.429,2023-02-02,429,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183605.52077889 425256.47564438)
GRN_INV_SOORTEN.612,2023-02-02,612,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183626.94 425318.04)
GRN_INV_SOORTEN.230,2023-02-02,230,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183788.96859923 425233.96148119)
GRN_INV_SOORTEN.260,2023-02-02,260,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,5,POINT (183765.90849561 425629.21267114)
GRN_INV_SOORTEN.157,2023-02-02,157,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (183891.629 426005.834)
GRN_INV_SOORTEN.497,2023-02-02,497,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184031.91592103 425902.49090976)
GRN_INV_SOORTEN.496,2023-02-02,496,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184031.45290045 425917.50600582)
GRN_INV_SOORTEN.180,2023-02-02,180,Japanse duizendknoop_Fallopia japonica,Prorail,,POINT (183553.60407598 426332.08650969)
GRN_INV_SOORTEN.266,2023-02-02,266,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (183544.87306268 426484.98905466)
GRN_INV_SOORTEN.426,2023-02-02,426,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (183746.051 426471.719)
GRN_INV_SOORTEN.273,2023-02-02,273,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,20,POINT (183837.028 426039.089)
GRN_INV_SOORTEN.593,2023-02-02,593,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (183602.20606292 427331.06975717)
GRN_INV_SOORTEN.571,2023-02-02,571,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (183576.61222087 427442.12074922)
GRN_INV_SOORTEN.586,2023-02-02,586,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (183577.20032206 427437.78475741)
GRN_INV_SOORTEN.617,2023-02-02,617,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183814.05 427352.1)
GRN_INV_SOORTEN.616,2023-02-02,616,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183843.45 427365.54)
GRN_INV_SOORTEN.225,2023-02-02,225,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183843.64301536 427214.6922289)
GRN_INV_SOORTEN.591,2023-02-02,591,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (184026.81440867 427826.7864369)
GRN_INV_SOORTEN.224,2023-02-02,224,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (183847.61649015 427538.34629406)
GRN_INV_SOORTEN.277,2023-02-02,277,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (183721.06077287 429032.01717157)
GRN_INV_SOORTEN.477,2023-02-02,477,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184168.18545065 423419.47227819)
GRN_INV_SOORTEN.240,2023-02-02,240,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184229.29661224 423364.21894307)
GRN_INV_SOORTEN.369,2023-02-02,369,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,18,POINT (184250.608 423692.95)
GRN_INV_SOORTEN.290,2023-02-02,290,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (184213.152 423720.862)
GRN_INV_SOORTEN.549,2023-02-02,549,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (184062.90806714 423664.62898247)
GRN_INV_SOORTEN.530,2023-02-02,530,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184268.83431524 423570.1322599)
GRN_INV_SOORTEN.419,2023-02-02,419,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,8,POINT (184412.197 424076.835)
GRN_INV_SOORTEN.215,2023-02-02,215,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,2,POINT (184476.45321086 424179.97362708)
GRN_INV_SOORTEN.532,2023-02-02,532,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184246.43431054 424028.63227277)
GRN_INV_SOORTEN.343,2023-02-02,343,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184214.66946863 424104.36831095)
GRN_INV_SOORTEN.610,2023-02-02,610,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184344.51 424240.74)
GRN_INV_SOORTEN.609,2023-02-02,609,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184246.02 424211.76)
GRN_INV_SOORTEN.555,2023-02-02,555,Japanse duizendknoop_Fallopia japonica,Woningbouw vereniging,1,POINT (184221.8695954 424724.02177065)
GRN_INV_SOORTEN.193,2023-02-02,193,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (184219.21812566 424725.44159641)
GRN_INV_SOORTEN.587,2023-02-02,587,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (184303.87279171 424856.66974158)
GRN_INV_SOORTEN.416,2023-02-02,416,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (184107.40693301 425284.65406356)
GRN_INV_SOORTEN.334,2023-02-02,334,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (184092.37457676 425720.69868588)
GRN_INV_SOORTEN.348,2023-02-02,348,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184100.12760658 425939.27736333)
GRN_INV_SOORTEN.428,2023-02-02,428,Reuzenberenklauw_Heracleum mantegazzianum,Gemeente Nijmegen,,POINT (184050.02053886 425865.01698244)
GRN_INV_SOORTEN.398,2023-02-02,398,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (184102.80025831 426399.99150523)
GRN_INV_SOORTEN.300,2023-02-02,300,Japanse duizendknoop_Fallopia japonica,Particulier,,POINT (184405.94623661 426784.66596145)
GRN_INV_SOORTEN.303,2023-02-02,303,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,88,POINT (184395.83810148 426567.22803026)
GRN_INV_SOORTEN.212,2023-02-02,212,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,50,POINT (184143.478 427107.346)
GRN_INV_SOORTEN.244,2023-02-02,244,Reuzenberenklauw_Heracleum mantegazzianum,Waterschap,,POINT (184372.185 428455.908)
GRN_INV_SOORTEN.521,2023-02-02,521,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (184926.84 423011.82)
GRN_INV_SOORTEN.170,2023-02-02,170,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187447.534 430746.416)
GRN_INV_SOORTEN.542,2023-02-02,542,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187430.397 430720.753)
GRN_INV_SOORTEN.559,2023-02-02,559,Japanse duizendknoop_Fallopia japonica,Prorail,,POINT (187513.055 430810.353)
GRN_INV_SOORTEN.506,2023-02-02,506,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,1,POINT (187455.89182598 430626.84915356)
GRN_INV_SOORTEN.129,2023-02-02,129,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,0,POINT (187441.84009273 430847.53750384)
GRN_INV_SOORTEN.177,2023-02-02,177,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (187508.26075166 430561.95823256)
GRN_INV_SOORTEN.160,2023-02-02,160,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187451.105 430824.968)
GRN_INV_SOORTEN.161,2023-02-02,161,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,3,POINT (187438.616 430890.233)
GRN_INV_SOORTEN.159,2023-02-02,159,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,,POINT (187453.781 430769.01)
GRN_INV_SOORTEN.176,2023-02-02,176,Japanse duizendknoop_Fallopia japonica,Prorail,,POINT (187530.37778971 430566.58738006)
GRN_INV_SOORTEN.331,2023-02-02,331,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen,50,POINT (187479.67562034 431477.79957922)
GRN_INV_SOORTEN.319,2023-02-02,319,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (187183.52836852 431240.82437214)
GRN_INV_SOORTEN.335,2023-02-02,335,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (187375.99739358 431308.69687459)
GRN_INV_SOORTEN.317,2023-02-02,317,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (187373.72014377 431340.25542854)
GRN_INV_SOORTEN.504,2023-02-02,504,Japanse duizendknoop_Fallopia japonica,Gemeente Nijmegen (Ontwikkelbureau),,POINT (187456.24800513 431462.80800256)
