OBJECTID_1,OBJECTID,Gemeentena,Kruispuntn,KPX,KPY,Nomenclatu,Nomencla_1,Omschrijvi,Onderhouds,Onderhou_1,Onderhou_2,Ordernumme,Provincie,Wegbeheerd,Wegbehee_1,Wegbehee_2,Wegnummer,Wegwijzern,WWX,WWY,F21
134,134,AA EN HUNZE,60757,237030,554358, verzorgingsplaatsbord, VPF, N033-VERZ.PL. BAARVELD, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N033,6,237543,554404, 
135,135,AA EN HUNZE,63297,239761,556303, paddestoel, NTG, Esstraat-Gieterstraat, Gemeente Aa en Hunze,10652, GEM,4339, Drenthe, Gemeente Aa en Hunze,10652, GEM, ,1, , , 
136,136,AA EN HUNZE,63297,239761,556303, paddestoel, NTG, Esstraat-Gieterstraat, Gemeente Aa en Hunze,10652, GEM,10935, Drenthe, Gemeente Aa en Hunze,10652, GEM, ,2, , , 
137,137,AA EN HUNZE,63298,238337,556978, paddestoel, NTG, te balloo assen-balloo-anderen, Gemeente Aa en Hunze,10652, GEM,0, Drenthe, Gemeente Aa en Hunze,10652, GEM, ,1, , , 
138,138,AA EN HUNZE,63298,238337,556978, paddestoel, NTG, te balloo assen-balloo-anderen, Gemeente Aa en Hunze,10652, GEM,19866, Drenthe, Gemeente Aa en Hunze,10652, GEM, ,2, , , 
139,139,AA EN HUNZE,64178,235829,550188, wijk-/objectbord, VWF, Amen/ingang camping Dianaheide,15038, , GEM,3407, Drenthe, Gemeente Aa en Hunze,10652, O, ,2, , , 
140,140,AA EN HUNZE,64178,235829,550188, wijk-/objectbord, VWF, Amen/ingang camping Dianaheide,15038, , GEM,3407, Drenthe, Gemeente Aa en Hunze,10652, O, ,3, , , 
141,141,AA EN HUNZE,64178,235829,550188, wijk-/objectbord, VWF, Amen/ingang camping Dianaheide,15038, , GEM,21832, Drenthe, Gemeente Aa en Hunze,10652, O, ,1, , , 
142,142,AA EN HUNZE,64646,240224,557879, fietsbord, NFF, Zandpad ten N.W. van krp.23512, Gemeente Aa en Hunze,10652, GEM,0, Drenthe, Gemeente Aa en Hunze,10652, GEM, ,1, , , 
143,143,AA EN HUNZE,64646,240224,557879, fietsbord, NFF, Zandpad ten N.W. van krp.23512, Gemeente Aa en Hunze,10652, GEM,0, Drenthe, Gemeente Aa en Hunze,10652, GEM, ,2, , , 
144,144,AA EN HUNZE,64647,239205,557946, paddestoel, NTG, Crabbeweg ten Z.O. van 21568, Gemeente Aa en Hunze,10652, GEM,0, Drenthe, Gemeente Aa en Hunze,10652, GEM, ,1, , , 
145,145,AA EN HUNZE,64648,239422,560523, fietsbord, NFF, Loon Gasterenseweg N.O,21569, Gemeente Aa en Hunze,10652, GEM,0, Drenthe,0,10652, GEM,0,2, , 
146,146,AA EN HUNZE,64648,239422,560523, fietswegwijzer, NFM, Loon Gasterenseweg N.O,21569, Gemeente Aa en Hunze,10652, GEM, S01920, Drenthe,0,10652, GEM,0,1, , 
147,147,AA EN HUNZE,70076,235501,554214, stapelbord, VSF, Anreep - Deurze,15038, , GEM,14032, Drenthe, Gemeente Aa en Hunze,10652, O, ,1, , , 
148,148,AA EN HUNZE,70077,238184,554556, stapelbord, VSF, Nijlande - Klaassteenweg,15038, , GEM,10296, Drenthe, Gemeente Aa en Hunze,10652, O, ,1, , , 
149,149,AA EN HUNZE,70427,240306,554068, fietswegwijzer, NFM, , Provincie Drenthe,11233, PROV, S04600, Drenthe, Provincie Drenthe,11233, PROV, ,1, , , 
150,150,AA EN HUNZE,71802,239852,555267, wijk-/objectbord, VWC, ,15038, , GEM,19865, Drenthe, Gemeente Aa en Hunze,10652, O, ,1, , , 
151,151,AA EN HUNZE,71803,239732,555928, wijk-/objectbord, VWC, ,15038, , GEM,19865, Drenthe, Gemeente Aa en Hunze,10652, O, ,1, , , 
152,152,AA EN HUNZE,71804,239575,555930, wijk-/objectbord, VWC, ,15038, , GEM,19865, Drenthe, Gemeente Aa en Hunze,10652, O, ,1, , , 
153,153,Aa en Hunze,91193,235983,554227, VWT, VWT, ,15664, , RWS,0, Drenthe,15664,0, RWS, ?00,1,235983,554227, 
154,154,Aa en Hunze,91193,235983,554227, VWT, VWT, ,15664, , RWS,0, Drenthe,15664,0, RWS, N033,1,235983,554227, 
155,155,Assen,805,232051,561581, fietswegwijzer, NFM, Zeijerweg - Min. Cremerstraat, Gemeente Assen,11791, GEM,21511, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
156,156,ASSEN,805,232051,561581, kleine handwijzer, VHM, Zeijerweg - Min. Cremerstraat, Gemeente Assen,11791, GEM,27592, Drenthe, Gemeente Assen,11791, GEM, ,1,232065,561618, 
157,157,ASSEN,1976,233701,556938, fietswegwijzer, NFM, MARKT-COLLARDSLN-GED.SINGEL, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
158,158,ASSEN,1976,233701,556938, lichtwegwijzer, TLM, MARKT-COLLARDSLN-GED.SINGEL, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
159,159,ASSEN,1977,233771,556745, fietswegwijzer, NFM, KERKPLEIN - ZUIDERSINGEL, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
160,160,ASSEN,1977,233771,556745, fietswegwijzer, NFM, KERKPLEIN - ZUIDERSINGEL, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
161,161,ASSEN,1977,233771,556745, lichtwegwijzer, TLC, KERKPLEIN - ZUIDERSINGEL, Gemeente Assen,11791, GEM,1159, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
162,162,ASSEN,1981,234492,557197, fietswegwijzer, NFM, Rolderstraat - Industrieweg, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
163,163,ASSEN,1981,234492,557197, fietswegwijzer, NFM, Rolderstraat - Industrieweg, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
164,164,ASSEN,1981,234492,557197, grote handwijzer, VEC, Rolderstraat - Industrieweg, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
165,165,ASSEN,1981,234492,557197, lichtwegwijzer, TLC, Rolderstraat - Industrieweg, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,2,234384,557165, 
166,166,ASSEN,1982,234374,556803, fietswegwijzer, NFM, ASSEN-STATIONSTR-OVERCINGELLN, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
167,167,ASSEN,1982,234374,556803, lichtwegwijzer, TLC, ASSEN-STATIONSTR-OVERCINGELLN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
168,168,ASSEN,1982,234374,556803, lichtwegwijzer, TLC, ASSEN-STATIONSTR-OVERCINGELLN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
169,169,ASSEN,1982,234374,556803, lichtwegwijzer, TLC, ASSEN-STATIONSTR-OVERCINGELLN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
170,170,ASSEN,1982,234374,556803, paddestoel, NTG, ASSEN-STATIONSTR-OVERCINGELLN, Gemeente Assen,11791, GEM,8739, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
171,171,ASSEN,1983,234120,556908, fietswegwijzer, NFM, OOSTSINGEL STATIONSSTRAAT, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
172,172,ASSEN,1983,234120,556908, lichtwegwijzer, TLC, OOSTSINGEL STATIONSSTRAAT, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
173,173,ASSEN,2167,237430,559801, grote handwijzer, VEM, GASTERENSEWEG TAARLO, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
174,174,ASSEN,2167,237430,559801, voorwegwijzer, VVS, GASTERENSEWEG TAARLO, Gemeente Assen,11791, GEM,8966, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
175,175,ASSEN,2167,237430,559801, voorwegwijzer, VVS, GASTERENSEWEG TAARLO, Gemeente Assen,11791, GEM,8966, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
176,176,ASSEN,2592,237197,559142, kleine handwijzer, VHM, Peelo??rweg-Asserweg-Gasterense, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1,237195,559137, 
177,177,ASSEN,2801,234474,562645, lichtwegwijzer, TLC, ASSERSTRAAT - UBBENASE WEG, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
178,178,ASSEN,2801,234474,562645, lichtwegwijzer, TLC, ASSERSTRAAT - UBBENASE WEG, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
179,179,ASSEN,2801,234474,562645, voorwegwijzer, VVS, ASSERSTRAAT - UBBENASE WEG, Gemeente Assen,11791, GEM,5105, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
180,180,ASSEN,2801,234474,562645, voorwegwijzer, VVS, ASSERSTRAAT - UBBENASE WEG, Gemeente Assen,11791, GEM,5105, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
181,181,ASSEN,3295,234247,556147, fietswegwijzer, NFM, PORT NATALWEG-OVERCINGELLAAN, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
182,182,ASSEN,3295,234247,556147, lichtwegwijzer, TLC, PORT NATALWEG-OVERCINGELLAAN, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
183,183,ASSEN,3707,234480,556110, fietswegwijzer, NFM, PELIKAANSTR. ANREPERSTR., Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
184,184,ASSEN,4022,233538,555104, fietswegwijzer, NFM, Europaweg - Beilerstraat, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
185,185,ASSEN,4022,233538,555104, fietswegwijzer, NFM, Europaweg - Beilerstraat, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,8, , , 
186,186,ASSEN,4022,233538,555104, lichtwegwijzer, TLC, Europaweg - Beilerstraat, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,2,233516,555120, 
187,187,ASSEN,4022,233538,555104, lichtwegwijzer, TLC, Europaweg - Beilerstraat, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
188,188,ASSEN,4022,233538,555104, lichtwegwijzer, TLC, Europaweg - Beilerstraat, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
189,189,ASSEN,4022,233538,555104, voorwegwijzer, VVS, Europaweg - Beilerstraat, Gemeente Assen,11791, GEM,27592, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
190,190,ASSEN,4022,233538,555104, voorwegwijzer, VVS, Europaweg - Beilerstraat, Gemeente Assen,11791, GEM,27592, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
191,191,ASSEN,4595,232954,558525, lichtwegwijzer, TLC, Europaweg West-Rijnstraat, Gemeente Assen,11791, GEM, S00853, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
192,192,ASSEN,5083,229454,556809, lichtwegwijzer, TLC, N371-N373-ASSEN, Provincie Drenthe,11233, PROV, S00499, Drenthe, Provincie Drenthe,11233, PROV, N371,3, , , 
193,193,ASSEN,5083,229454,556809, lichtwegwijzer, TLC, N371-N373-ASSEN, Provincie Drenthe,11233, PROV, S00499, Drenthe, Provincie Drenthe,11233, PROV, N373,3, , , 
194,194,ASSEN,5083,229454,556809, voorwegwijzer, VVS, N371-N373-ASSEN, Provincie Drenthe,11233, PROV,2593, Drenthe, Provincie Drenthe,11233, PROV, N371,1, , , 
195,195,ASSEN,5083,229454,556809, voorwegwijzer, VVS, N371-N373-ASSEN, Provincie Drenthe,11233, PROV,2593, Drenthe, Provincie Drenthe,11233, PROV, N373,1, , , 
196,196,ASSEN,5491,234107,557945, fietswegwijzer, NFM, GRONINGERSTRAAT FOKKERSTRAAT, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
197,197,ASSEN,5491,234107,557945, fietswegwijzer, NFM, GRONINGERSTRAAT FOKKERSTRAAT, Gemeente Assen,11791, GEM,12524, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
198,198,ASSEN,5491,234107,557945, fietswegwijzer, NFM, GRONINGERSTRAAT FOKKERSTRAAT, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
199,199,ASSEN,5491,234107,557945, fietswegwijzer, NFM, GRONINGERSTRAAT FOKKERSTRAAT, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
200,200,ASSEN,5491,234107,557945, lichtwegwijzer, TLM, GRONINGERSTRAAT FOKKERSTRAAT, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
201,201,ASSEN,6212,233516,558145, fietswegwijzer, NFM, Molenstraat - M.Prinstererlaan, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1,233497,558147, 
202,202,ASSEN,6218,233420,557328, fietswegwijzer, NFM, NOBELLAAN/KANAAL/WEIERSTRAAT, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
203,203,ASSEN,6220,231904,557352, fietswegwijzer, NFM, Europaweg-West - Asserwijk, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
204,204,ASSEN,6227,234294,556877, fietswegwijzer, NFM, STATIONSSTR. / PR. HENDRIKSTR., Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
205,205,ASSEN,6237,231943,555854, fietswegwijzer, NFM, De Wouden-Westergoo, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
206,206,ASSEN,6238,232724,555472, fietswegwijzer, NFM, Gooiland - Boskamp, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
207,207,ASSEN,6239,234894,556631, fietswegwijzer, NFM, PELIKAANSTRAAT/VREDEVELDSEWEG, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
208,208,ASSEN,6243,235142,556478, fietswegwijzer, NFM, PLATOLAAN / VREDEVELDSEWEG, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
209,209,ASSEN,6244,235576,556811, fietswegwijzer, NFM, AMELTE / PLATOLAAN, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
210,210,ASSEN,6249,236169,556589, fietswegwijzer, NFM, Rolderhoofdweg - Schieven, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
211,211,ASSEN,7230,233455,557296, lichtwegwijzer, TLC, KANAAL WEIERSTR. NOBELLAAN, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
212,212,ASSEN,7230,233455,557296, lichtwegwijzer, TLE, KANAAL WEIERSTR. NOBELLAAN, Gemeente Assen,11791, GEM,31134, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
213,213,ASSEN,7230,233455,557296, lichtwegwijzer, TLE, KANAAL WEIERSTR. NOBELLAAN, Gemeente Assen,11791, GEM,31134, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
214,214,ASSEN,7235,234121,557542, fietswegwijzer, NFM, GRONINGERSTRAAT HET KANAAL, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
215,215,ASSEN,7235,234121,557542, fietswegwijzer, NFM, GRONINGERSTRAAT HET KANAAL, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
216,216,ASSEN,7236,234481,557593, grote handwijzer, VEC, Industrieweg - Het Kanaal, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
217,217,ASSEN,7236,234481,557593, grote handwijzer, VEC, Industrieweg - Het Kanaal, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
218,218,ASSEN,7236,234481,557593, voorsorteerbord, TDM, Industrieweg - Het Kanaal, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
219,219,ASSEN,7236,234481,557593, voorwegwijzer, VVC, Industrieweg - Het Kanaal, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
220,220,ASSEN,8111,235005,556959, fietswegwijzer, NFM, N376-PELIKAANSTRAAT, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, N376,3, , , 
221,221,ASSEN,8165,235047,557143, fietswegwijzer, NFM, ROLDERHOOFDWEG PELIKAANSTRAAT, Gemeente Assen,11791, GEM,15905, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
222,222,ASSEN,8165,235047,557143, fietswegwijzer, NFM, ROLDERHOOFDWEG PELIKAANSTRAAT, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
223,223,ASSEN,8165,235047,557143, fietswegwijzer, NFM, ROLDERHOOFDWEG PELIKAANSTRAAT, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
224,224,ASSEN,8165,235047,557143, lichtwegwijzer, TLM, ROLDERHOOFDWEG PELIKAANSTRAAT, Gemeente Assen,11791, GEM,5589, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
225,225,ASSEN,8165,235047,557143, lichtwegwijzer, TLM, ROLDERHOOFDWEG PELIKAANSTRAAT, Gemeente Assen,11791, GEM,5589, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
226,226,ASSEN,9099,232476,554409, fietswegwijzer, NFM, VERKEERSTUIN ASSEN,15031, , PART, S02954, Drenthe,15031,0, PART, ,2, , , 
227,227,ASSEN,9099,232476,554409, fietswegwijzer, NFM, VERKEERSTUIN ASSEN,15031, , PART, S02954, Drenthe,15031,0, PART, ,3, , , 
228,228,ASSEN,9099,232476,554409, fietswegwijzer, NFM, VERKEERSTUIN ASSEN,15031, , PART, S02954, Drenthe,15031,0, PART, ,4, , , 
229,229,ASSEN,9099,232476,554409, fietswegwijzer, NFM, VERKEERSTUIN ASSEN,15031, , PART, S02954, Drenthe,15031,0, PART, ,5, , , 
230,230,ASSEN,9099,232476,554409, rvv-bord, OJF, VERKEERSTUIN ASSEN,15031, , PART,0, Drenthe,15031,0, PART, ,1, , , 
231,231,ASSEN,9099,232476,554409, toeristisch routebord, NTH, VERKEERSTUIN ASSEN,15031, , PART,0, Drenthe,15031,0, PART, ,6, , , 
232,232,ASSEN,9099,232476,554409, toeristisch routebord, NTH, VERKEERSTUIN ASSEN,15031, , PART,0, Drenthe,15031,0, PART, ,7, , , 
233,233,ASSEN,9099,232476,554409, toeristisch routebord, NTH, VERKEERSTUIN ASSEN,15031, , PART,0, Drenthe,15031,0, PART, ,8, , , 
234,234,ASSEN,9099,232476,554409, toeristisch routebord, NTH, VERKEERSTUIN ASSEN,15031, , PART,0, Drenthe,15031,0, PART, ,9, , , 
235,235,ASSEN,9099,232476,554409, toeristisch routebord, NTH, VERKEERSTUIN ASSEN,15031, , PART,0, Drenthe,15031,0, PART, ,10, , , 
236,236,ASSEN,9099,232476,554409, toeristisch routebord, NTH, VERKEERSTUIN ASSEN,15031, , PART,0, Drenthe,15031,0, PART, ,11, , , 
237,237,ASSEN,9331,234179,555784, grote handwijzer, VEM, EUROPAWEG ZUID TOEGANG ZIEKENH, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
238,238,ASSEN,9331,234179,555784, stapelbord, VSS, EUROPAWEG ZUID TOEGANG ZIEKENH, Gemeente Assen,11791, GEM,8966, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
239,239,ASSEN,9331,234179,555784, stapelbord, VSS, EUROPAWEG ZUID TOEGANG ZIEKENH, Gemeente Assen,11791, GEM,8966, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
240,240,ASSEN,10465,233004,555134, fietswegwijzer, NFM, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,11, , , 
241,241,ASSEN,10465,233004,555134, fietswegwijzer, NFM, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,12, , , 
242,242,ASSEN,10465,233004,555134, lichtwegwijzer, TLB, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM,14883, Drenthe, Gemeente Assen,11791, GEM, ,9, , , 
243,243,ASSEN,10465,233004,555134, lichtwegwijzer, TLC, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
244,244,ASSEN,10465,233004,555134, lichtwegwijzer, TLD, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,8, , , 
245,245,ASSEN,10465,233004,555134, lichtwegwijzer, TLE, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
246,246,ASSEN,10465,233004,555134, voorwegwijzer, VVS, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
247,247,ASSEN,10465,233004,555134, voorwegwijzer, VVS, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
248,248,ASSEN,10465,233004,555134, voorwegwijzer, VVS, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
249,249,ASSEN,10465,233004,555134, voorwegwijzer, VVS, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM,11113, Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
250,250,ASSEN,10465,233004,555134, voorwegwijzer, VVS, EUROPAWEG UITVALSWEG RI.A 28, Gemeente Assen,11791, GEM,17390, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
251,251,ASSEN,10465,233004,555134, wijk-/objectbord, VWF, EUROPAWEG UITVALSWEG RI.A 28,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, ,13, , , 
252,252,ASSEN,10466,232301,555811, lichtwegwijzer, TLM, Europaweg - Hoofdlaan, Gemeente Assen,11791, GEM, S00853, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
253,253,ASSEN,10466,232301,555811, lichtwegwijzer, TLM, Europaweg - Hoofdlaan, Gemeente Assen,11791, GEM, S00853, Drenthe, Gemeente Assen,11791, GEM, ,2,232321,555827, 
254,254,ASSEN,10468,231849,556675, lichtwegwijzer, TLC, EUROPAWEG-ZD ZIJWEG RI.WITTEN, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
255,255,ASSEN,10468,231849,556675, lichtwegwijzer, TLC, EUROPAWEG-ZD ZIJWEG RI.WITTEN, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
256,256,ASSEN,10468,231849,556675, lichtwegwijzer, TLM, EUROPAWEG-ZD ZIJWEG RI.WITTEN, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
257,257,ASSEN,10468,231849,556675, voorwegwijzer, VVS, EUROPAWEG-ZD ZIJWEG RI.WITTEN, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
258,258,ASSEN,10468,231849,556675, voorwegwijzer, VVS, EUROPAWEG-ZD ZIJWEG RI.WITTEN, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
259,259,ASSEN,10468,231849,556675, voorwegwijzer, VVS, EUROPAWEG-ZD ZIJWEG RI.WITTEN, Gemeente Assen,11791, GEM,1752, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
260,260,ASSEN,10468,231849,556675, wijk-/objectbord, VWF, EUROPAWEG-ZD ZIJWEG RI.WITTEN,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, ,7, , , 
261,261,ASSEN,10468,231849,556675, wijk-/objectbord, VWF, EUROPAWEG-ZD ZIJWEG RI.WITTEN,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, ,8, , , 
262,262,ASSEN,10469,231818,556957, fietswegwijzer, NFM, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
263,263,ASSEN,10469,231818,556957, lichtwegwijzer, TLE, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,21, , , 
264,264,ASSEN,10469,231818,556957, lichtwegwijzer, TLE, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,22, , , 
265,265,ASSEN,10469,231818,556957, lichtwegwijzer, TLE, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,23, , , 
266,266,ASSEN,10469,231818,556957, lichtwegwijzer, TLE, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,24, , , 
267,267,ASSEN,10469,231818,556957, portaal zonder bord, PZP, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,20, , , 
268,268,ASSEN,10469,231818,556957, rijstrookbord, VRP, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,18, , , 
269,269,ASSEN,10469,231818,556957, rijstrookbord, VRP, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,19, , , 
270,270,ASSEN,10469,231818,556957, voorsorteerbord, VDM, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,10, , , 
271,271,ASSEN,10469,231818,556957, voorsorteerbord, VDM, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,11, , , 
272,272,ASSEN,10469,231818,556957, voorsorteerbord, VDM, EUROPAWEG-W BALKENWEG, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,12, , , 
