OBJECTID_1,OBJECTID,Gemeentena,Kruispuntn,KPX,KPY,Nomenclatu,Nomencla_1,Omschrijvi,Onderhouds,Onderhou_1,Onderhou_2,Ordernumme,Provincie,Wegbeheerd,Wegbehee_1,Wegbehee_2,Wegnummer,Wegwijzern,WWX,WWY,F21
404,404,ASSEN,11380,233246,560049, verzorgingsplaatsbord, VPS, A28-VERZ.PL ZEYERVEEN, RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,3,232986,559803, 
405,405,ASSEN,11393,231433,557090, aftakkingsbord, VAS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, GEM,0, Drenthe, Gemeente Assen,11791, RWS, A028,46, , , 
406,406,ASSEN,11393,231433,557090, aftakkingsbord, VAS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, GEM,0, Drenthe, Gemeente Assen,11791, RWS, N371,46, , , 
407,407,ASSEN,11393,231433,557090, fietswegwijzer, NFM, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, A028,30, , , 
408,408,ASSEN,11393,231433,557090, fietswegwijzer, NFM, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, N371,30, , , 
409,409,ASSEN,11393,231433,557090, lichtwegwijzer, TLC, A28-AFRIT ASSEN,15664, , GEM, , Drenthe, Gemeente Assen,11791, RWS, A028,8,231512,556911, 
410,410,ASSEN,11393,231433,557090, lichtwegwijzer, TLC, A28-AFRIT ASSEN,15664, , GEM, , Drenthe, Gemeente Assen,11791, RWS, N371,8,231512,556911, 
411,411,ASSEN,11393,231433,557090, lichtwegwijzer, TLC, A28-AFRIT ASSEN,15664, , GEM,31030, Drenthe, Gemeente Assen,11791, RWS, A028,7,231529,556899, 
412,412,ASSEN,11393,231433,557090, lichtwegwijzer, TLC, A28-AFRIT ASSEN,15664, , GEM,31030, Drenthe, Gemeente Assen,11791, RWS, N371,7,231529,556899, 
413,413,ASSEN,11393,231433,557090, lichtwegwijzer, TLE, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,33, , , 
414,414,ASSEN,11393,231433,557090, lichtwegwijzer, TLE, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, N371,33, , , 
415,415,ASSEN,11393,231433,557090, lichtwegwijzer, TLM, A28-AFRIT ASSEN,15664, , GEM,31030, Drenthe, Gemeente Assen,11791, RWS, A028,25,231154,557033, 
416,416,ASSEN,11393,231433,557090, lichtwegwijzer, TLM, A28-AFRIT ASSEN,15664, , GEM,31030, Drenthe, Gemeente Assen,11791, RWS, N371,25,231154,557033, 
417,417,ASSEN,11393,231433,557090, lichtwegwijzer, TLP, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,32, , , 
418,418,ASSEN,11393,231433,557090, lichtwegwijzer, TLP, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,34, , , 
419,419,ASSEN,11393,231433,557090, lichtwegwijzer, TLP, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,35, , , 
420,420,ASSEN,11393,231433,557090, lichtwegwijzer, TLP, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, N371,32, , , 
421,421,ASSEN,11393,231433,557090, lichtwegwijzer, TLP, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, N371,34, , , 
422,422,ASSEN,11393,231433,557090, lichtwegwijzer, TLP, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, N371,35, , , 
423,423,ASSEN,11393,231433,557090, stapelbord, VSS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, GEM,0, Drenthe, Gemeente Assen,11791, RWS, A028,43, , , 
424,424,ASSEN,11393,231433,557090, stapelbord, VSS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, GEM,0, Drenthe, Gemeente Assen,11791, RWS, N371,43, , , 
425,425,ASSEN,11393,231433,557090, uitbord, VUS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,20, , , 
426,426,ASSEN,11393,231433,557090, uitbord, VUS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,21, , , 
427,427,ASSEN,11393,231433,557090, uitbord, VUS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N371,20, , , 
428,428,ASSEN,11393,231433,557090, uitbord, VUS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N371,21, , , 
429,429,ASSEN,11393,231433,557090, VAT, VAT, A28-AFRIT ASSEN,15664, , RWS,1394, Drenthe,15664,0, RWS, A028,12,231419,557210, 
430,430,ASSEN,11393,231433,557090, VAT, VAT, A28-AFRIT ASSEN,15664, , RWS,1394, Drenthe,15664,0, RWS, N371,12,231419,557210, 
431,431,ASSEN,11393,231433,557090, voorsorteerbord, VDM, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,44, , , 
432,432,ASSEN,11393,231433,557090, voorsorteerbord, VDM, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,45, , , 
433,433,ASSEN,11393,231433,557090, voorsorteerbord, VDM, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, N371,44, , , 
434,434,ASSEN,11393,231433,557090, voorsorteerbord, VDM, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, N371,45, , , 
435,435,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN,15664, , GEM,0, Drenthe, Gemeente Assen,11791, RWS, A028,17,231299,556839, 
436,436,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN,15664, , GEM,0, Drenthe, Gemeente Assen,11791, RWS, A028,24,231191,556910, 
437,437,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN,15664, , GEM,0, Drenthe, Gemeente Assen,11791, RWS, N371,17,231299,556839, 
438,438,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN,15664, , GEM,0, Drenthe, Gemeente Assen,11791, RWS, N371,24,231191,556910, 
439,439,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, A028,36, , , 
440,440,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, N371,36, , , 
441,441,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, GEM,0, Drenthe, Gemeente Assen,11791, RWS, A028,31, , , 
442,442,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, GEM,0, Drenthe, Gemeente Assen,11791, RWS, N371,31, , , 
443,443,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, RWS,1408, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,11, , , 
444,444,ASSEN,11393,231433,557090, voorwegwijzer, VVS, A28-AFRIT ASSEN, RWS Directie Noord-Nederland,11432, RWS,1408, Drenthe, RWS Directie Noord-Nederland,11432, RWS, N371,11, , , 
445,445,Assen,11393,231433,557090, VUT, VUT, A28-AFRIT ASSEN,15664, , RWS,0, Drenthe,15664,0, RWS, A028,56,231511,556699, 
446,446,Assen,11393,231433,557090, VUT, VUT, A28-AFRIT ASSEN,15664, , RWS,0, Drenthe,15664,0, RWS, N371,56,231511,556699, 
447,447,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,0, Drenthe,15664,0, RWS, A028,13,231672,555458, 
448,448,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,0, Drenthe,15664,0, RWS, A028,14,231562,555731, 
449,449,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,0, Drenthe,15664,0, RWS, A028,16,231489,556269, 
450,450,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,0, Drenthe,15664,0, RWS, N371,13,231672,555458, 
451,451,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,0, Drenthe,15664,0, RWS, N371,14,231562,555731, 
452,452,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,0, Drenthe,15664,0, RWS, N371,16,231489,556269, 
453,453,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,1394, Drenthe,15664,0, RWS, A028,9,232039,558562, 
454,454,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,1394, Drenthe,15664,0, RWS, A028,10,231673,558084, 
455,455,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,1394, Drenthe,15664,0, RWS, N371,9,232039,558562, 
456,456,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,1394, Drenthe,15664,0, RWS, N371,10,231673,558084, 
457,457,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,1398, Drenthe,15664,0, RWS, A028,42,231516,556705, 
458,458,ASSEN,11393,231433,557090, VVT, VVT, A28-AFRIT ASSEN,15664, , RWS,1398, Drenthe,15664,0, RWS, N371,42,231516,556705, 
459,459,ASSEN,11393,231433,557090, wijk-/objectbord, VWF, A28-AFRIT ASSEN,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, A028,39, , , 
460,460,ASSEN,11393,231433,557090, wijk-/objectbord, VWF, A28-AFRIT ASSEN,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, A028,40, , , 
461,461,ASSEN,11393,231433,557090, wijk-/objectbord, VWF, A28-AFRIT ASSEN,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, A028,41, , , 
462,462,ASSEN,11393,231433,557090, wijk-/objectbord, VWF, A28-AFRIT ASSEN,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, N371,39, , , 
463,463,ASSEN,11393,231433,557090, wijk-/objectbord, VWF, A28-AFRIT ASSEN,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, N371,40, , , 
464,464,ASSEN,11393,231433,557090, wijk-/objectbord, VWF, A28-AFRIT ASSEN,15038, , GEM,21832, Drenthe, Gemeente Assen,11791, O, N371,41, , , 
465,465,ASSEN,11394,234458,560881, aftakkingsbord, VAM, A28-AFRIT ASSEN-NOORD/PEELERV., Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, A028,42, , , 
466,466,ASSEN,11394,234458,560881, aftakkingsbord, VAS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe,15664,0, RWS, A028,4,234544,560971, 
467,467,ASSEN,11394,234458,560881, aftakkingsbord, VAS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe,15664,0, RWS, A028,8,234376,560799, 
468,468,ASSEN,11394,234458,560881, aftakkingsbord, VAS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,12,234330,560951, 
469,469,ASSEN,11394,234458,560881, fietswegwijzer, NFM, A28-AFRIT ASSEN-NOORD/PEELERV., Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,13, , , 
470,470,ASSEN,11394,234458,560881, lichtwegwijzer, TLC, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,5966, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,14,234452,560773, 
471,471,ASSEN,11394,234458,560881, lichtwegwijzer, TLM, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , GEM,5966, Drenthe, Gemeente Assen,11791, RWS, A028,18,234452,560978, 
472,472,ASSEN,11394,234458,560881, lichtwegwijzer, TLP, A28-AFRIT ASSEN-NOORD/PEELERV., Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,31, , , 
473,473,ASSEN,11394,234458,560881, lichtwegwijzer, TLP, A28-AFRIT ASSEN-NOORD/PEELERV., Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,32, , , 
474,474,ASSEN,11394,234458,560881, lichtwegwijzer, TLP, A28-AFRIT ASSEN-NOORD/PEELERV., Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,33, , , 
475,475,ASSEN,11394,234458,560881, lichtwegwijzer, TLP, A28-AFRIT ASSEN-NOORD/PEELERV., Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, A028,34, , , 
476,476,ASSEN,11394,234458,560881, routenummerbord, ONF, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,21, , , 
477,477,ASSEN,11394,234458,560881, stapelbord, VSM, A28-AFRIT ASSEN-NOORD/PEELERV., Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, A028,41, , , 
478,478,ASSEN,11394,234458,560881, stapelbord, VSM, A28-AFRIT ASSEN-NOORD/PEELERV., Gemeente Assen,11791, GEM,17025, Drenthe, Gemeente Assen,11791, GEM, A028,38, , , 
479,479,ASSEN,11394,234458,560881, stapelbord, VSS, A28-AFRIT ASSEN-NOORD/PEELERV., Gemeente Assen,11791, GEM,5966, Drenthe, Gemeente Assen,11791, GEM, A028,39, , , 
480,480,ASSEN,11394,234458,560881, uitbord, VUS, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,26, , , 
481,481,ASSEN,11394,234458,560881, uitbord, VUS, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,2745, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,20, , , 
482,482,ASSEN,11394,234458,560881, uitbord, VUS, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,5442, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,19, , , 
483,483,ASSEN,11394,234458,560881, verzorgingsplaatsbord, OPS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,3248, Drenthe,15664,0, RWS, A028,27,232829,559544, 
484,484,ASSEN,11394,234458,560881, verzorgingsplaatsbord, OPS, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,3248, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,28,232102,558590, 
485,485,ASSEN,11394,234458,560881, verzorgingsplaatsbord, VPS, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,24,232646,559304, 
486,486,ASSEN,11394,234458,560881, verzorgingsplaatsbord, VPS, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,23,232283,558828, 
487,487,ASSEN,11394,234458,560881, verzorgingsplaatsbord, VPS, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,1394, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,25,232961,559717, 
488,488,ASSEN,11394,234458,560881, voorwegwijzer, AVS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,36,234712,560903, 
489,489,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , GEM,5966, Drenthe, Gemeente Assen,11791, RWS, A028,15,234435,561324, 
490,490,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , GEM, S04572, Drenthe, Gemeente Assen,11791, RWS, A028,11,234469,560694, 
491,491,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe,15664,0, RWS, A028,1,235211,561949, 
492,492,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe,15664,0, RWS, A028,3,234753,561177, 
493,493,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe,15664,0, RWS, A028,6,233939,560532, 
494,494,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,10,234330,560950, 
495,495,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,35,234712,560903, 
496,496,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,37,234671,560970, 
497,497,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,0, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,7,234112,560638, 
498,498,ASSEN,11394,234458,560881, voorwegwijzer, VVS, A28-AFRIT ASSEN-NOORD/PEELERV., RWS Directie Noord-Nederland,11432, RWS,5966, Drenthe, RWS Directie Noord-Nederland,11432, RWS, A028,9,234606,560819, 
499,499,ASSEN,11394,234458,560881, VVT, VVT, A28-AFRIT ASSEN-NOORD/PEELERV.,15664, , RWS,8040, Drenthe,15664,0, RWS, A028,2,234933,561418, 
500,500,ASSEN,11457,235956,556790, fietswegwijzer, NFM, Europaweg-Oost -Rolderhoofdweg, Gemeente Assen,11791, GEM,24478, Drenthe, Gemeente Assen,11791, GEM, ,4,235853,556786, 
501,501,ASSEN,11457,235956,556790, fietswegwijzer, NFM, Europaweg-Oost -Rolderhoofdweg, Gemeente Assen,11791, GEM, S00853, Drenthe, Gemeente Assen,11791, GEM, ,5,235813,556721, 
502,502,ASSEN,11457,235956,556790, lichtwegwijzer, TLC, Europaweg-Oost -Rolderhoofdweg, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
503,503,ASSEN,11457,235956,556790, lichtwegwijzer, TLC, Europaweg-Oost -Rolderhoofdweg, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,8, , , 
504,504,ASSEN,11457,235956,556790, paddestoel, NTG, Europaweg-Oost -Rolderhoofdweg, Gemeente Assen,11791, GEM,15905, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
505,505,ASSEN,11457,235956,556790, paddestoel, NTG, Europaweg-Oost -Rolderhoofdweg, Gemeente Assen,11791, GEM,15905, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
506,506,ASSEN,11457,235956,556790, stapelbord, VSF, Europaweg-Oost -Rolderhoofdweg,15038, , GEM,10296, Drenthe, Gemeente Assen,11791, O, ,15, , , 
507,507,ASSEN,11457,235956,556790, voorwegwijzer, VVS, Europaweg-Oost -Rolderhoofdweg, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
508,508,ASSEN,11457,235956,556790, voorwegwijzer, VVS, Europaweg-Oost -Rolderhoofdweg, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,14, , , 
509,509,ASSEN,11457,235956,556790, voorwegwijzer, VVS, Europaweg-Oost -Rolderhoofdweg, Gemeente Assen,11791, GEM,31252, Drenthe, Gemeente Assen,11791, GEM, ,3,236091,556888, 
510,510,ASSEN,11458,234233,557351, lichtwegwijzer, TLM, GRONINGERSTR.KLOEKHORSTSTR., Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
511,511,ASSEN,12338,235352,558571, fietswegwijzer, NFM, ZEILMAKERSTRAAT, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
512,512,ASSEN,12338,235352,558571, fietswegwijzer, NFM, ZEILMAKERSTRAAT, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
513,513,ASSEN,12338,235352,558571, fietswegwijzer, NFM, ZEILMAKERSTRAAT, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
514,514,ASSEN,12338,235352,558571, lichtwegwijzer, TLM, ZEILMAKERSTRAAT, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
515,515,ASSEN,13488,234442,559637, aftakkingsbord, VAM, GRONINGERSTRAAT ESAKKERWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,9, , , 
516,516,ASSEN,13488,234442,559637, aftakkingsbord, VAM, GRONINGERSTRAAT ESAKKERWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,10, , , 
517,517,ASSEN,13488,234442,559637, fietswegwijzer, NFM, GRONINGERSTRAAT ESAKKERWEG, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
518,518,ASSEN,13488,234442,559637, fietswegwijzer, NFM, GRONINGERSTRAAT ESAKKERWEG, Gemeente Assen,11791, GEM, S00014, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
519,519,ASSEN,13488,234442,559637, fietswegwijzer, NFM, GRONINGERSTRAAT ESAKKERWEG, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,4, , , 
520,520,ASSEN,13488,234442,559637, grote handwijzer, VEM, GRONINGERSTRAAT ESAKKERWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,5, , , 
521,521,ASSEN,13488,234442,559637, grote handwijzer, VEM, GRONINGERSTRAAT ESAKKERWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,6, , , 
522,522,ASSEN,13488,234442,559637, grote handwijzer, VEM, GRONINGERSTRAAT ESAKKERWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,7, , , 
523,523,ASSEN,13488,234442,559637, grote handwijzer, VEM, GRONINGERSTRAAT ESAKKERWEG, Gemeente Assen,11791, GEM,12150, Drenthe, Gemeente Assen,11791, GEM, ,8, , , 
524,524,ASSEN,13489,233693,559444, fietswegwijzer, NFM, Peelo??respad - Veenbiezenpad, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
525,525,ASSEN,13490,233116,559418, fietswegwijzer, NFM, TER AARDSEWEG VEENBIEZENPAD, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
526,526,ASSEN,13490,233116,559418, fietswegwijzer, NFM, TER AARDSEWEG VEENBIEZENPAD, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
527,527,ASSEN,13490,233116,559418, fietswegwijzer, NFM, TER AARDSEWEG VEENBIEZENPAD, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,3, , , 
528,528,ASSEN,13491,232977,559340, fietswegwijzer, NFM, WETH.BERGERWEG VEENBIEZENPAD, Gemeente Assen,11791, GEM, S02848, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
529,529,ASSEN,13493,233413,558745, fietswegwijzer, NFM, SMETANALAAN ORANJEBOND, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
530,530,ASSEN,13493,233413,558745, fietswegwijzer, NFM, SMETANALAAN ORANJEBOND, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
531,531,ASSEN,13494,233752,558920, fietswegwijzer, NFM, PEELOERSEPAD SMETANALAAN, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
532,532,ASSEN,13500,235726,562896, fietswegwijzer, NFM, Taarloseweg - Oudemolenseweg, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,45,235586,562873, 
533,533,ASSEN,13500,235726,562896, fietswegwijzer, NFM, Taarloseweg - Oudemolenseweg, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,46,235808,562923, 
534,534,ASSEN,13505,237071,558946, fietswegwijzer, NFM, RHEE-ASSEN-HET GROTE VELD, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,3,237071,558946, 
535,535,ASSEN,13505,237071,558946, stapelbord, VSF, RHEE-ASSEN-HET GROTE VELD,15038, , GEM,16544, Drenthe, Gemeente Assen,11791, O, ,4, , , 
536,536,ASSEN,14040,233879,556020, fietswegwijzer, NFM, BEILERSTRAAT - PORT NATALWEG, Gemeente Assen,11791, GEM, S03290, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
537,537,ASSEN,17764,231111,557158, kleine handwijzer, VHM, STEUNPUNT ASSEN/RWS/AVD, RWS Directie Noord-Nederland,11432, RWS, , Drenthe, RWS Directie Noord-Nederland,11432, RWS, ,3, , , 
538,538,ASSEN,17764,231111,557158, kleine handwijzer, VHM, STEUNPUNT ASSEN/RWS/AVD, RWS Directie Noord-Nederland,11432, RWS, , Drenthe, RWS Directie Noord-Nederland,11432, RWS, ,4, , , 
539,539,ASSEN,17764,231111,557158, stapelbord, VSM, STEUNPUNT ASSEN/RWS/AVD, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,2, , , 
540,540,ASSEN,18025,231725,555713, fietswegwijzer, NFM, krp Veenkampen-De Wouden, Gemeente Assen,11791, GEM, S04572, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
541,541,ASSEN,21561,235202,554983, paddestoel, NTG, t Anreep  kruising Anneep-, Gemeente Assen,11791, GEM,0, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
542,542,ASSEN,21562,234846,555121, paddestoel, NTG, a/d Z kant v/d bebouwing v, Gemeente Assen,11791, GEM,10935, Drenthe, Gemeente Assen,11791, GEM, ,1, , , 
