Type;Locatie;Code;Naam;Aanduiding;Straat;Wijk;Plaatsnaam;Objectgroep;Typenummer;Bouwjaar;Ondergrond;Oppervlakte;Aantal;RDX;RDY;LON;LAT
Speelplek   ;221 100 - Karveel 15-79                             ;221 100      ;Karveel 15-79                             ;                                                      ;Karveel 15         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160314;504103;5,4655105444;52,5245653311
Speelplek   ;221 130 - Karveel 38-01                             ;221 130      ;Karveel 38-01                             ;                                                      ;Karveel 38         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160170;503966;5,4633755686;52,5233352875
Speeltoestel;221 130 - Karveel 38-01                             ;221 130.01   ;Schommel T for 2                          ;T Schommel                                            ;Karveel 38         ;Karveel           ;Lelystad ;Schommel               ;765940 (KF06)          ;2005           ;Rubbertegel            ;28,0 ;1;160164;503972;5,46328946;52,5233856716
Speeltoestel;221 130 - Karveel 38-01                             ;221 130.04   ;Mini Play - Honden plateauwip             ;Veertoestel                                           ;Karveel 38         ;Karveel           ;Lelystad ;Wip                    ;MNP.742.001 (34.3.742) ;2005           ;Rubbertegel            ;36,0 ;1;160173;503972;5,4634323931;52,5233916011
Speeltoestel;221 130 - Karveel 38-01                             ;221 130.02   ;Duikel Duo                                ;Duikelen                                              ;Karveel 38         ;Karveel           ;Lelystad ;Duikelrek              ;NAT801                 ;2005           ;Rubbertegel            ;16,0 ;1;160164;503976;5,4632886352;52,5234200035
Speeltoestel;221 130 - Karveel 38-01                             ;221 130.05   ;klim-glij-toren                           ;Klimmen en glijen                                     ;Karveel 38         ;Karveel           ;Lelystad ;Combinatietoestel      ;120115M                ;2005           ;Rubbertegel            ;70,0 ;1;160173;503966;5,4634243403;52,523335975
Speeltoestel;221 130 - Karveel 38-01                             ;221 130.03   ;Mini Play - Veerhobbel Paard              ;Veertoestel                                           ;Karveel 38         ;Karveel           ;Lelystad ;                       ;MNP.708.001 (34.3.708) ;2005           ;Rubbertegel            ;6,0  ;1;160168;503975;5,4633519909;52,5234188843
Speeltoestel;221 140 - Karveel 33-11 x                           ;221 140.03   ;Kikkerwip                                 ;                                                      ;Karveel 33         ;Karveel           ;Lelystad ;Wip                    ;AK.744                 ;2016           ;Rubbertegel            ;25,0 ;1;160031;503792;5,461327967;52,5217731603
Speeltoestel;221 140 - Karveel 33-11 x                           ;221 140.02   ;Schommel T for 2                          ;T Schommel                                            ;Karveel 33         ;Karveel           ;Lelystad ;Schommel               ;765940 (KF06)          ;2005           ;Rubbertegel            ;28,0 ;1;160025;503794;5,4612447433;52,5217863338
Speeltoestel;221 140 - Karveel 33-11 x                           ;221 140.01   ;Anemone met dak                           ;glijhuisje                                            ;Karveel 33         ;Karveel           ;Lelystad ;Speelhuis met glijbaan ;AK.731b                ;1997           ;Rubbertegel            ;35,0 ;1;160021;503793;5,4611787283;52,5217817916
Speelplek   ;221 140 - Karveel 33-11 x                           ;221 140      ;Karveel 33-11 x                           ;                                                      ;Karveel 33         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160024;503793;5,4612254402;52,5217852674
Speelplek   ;221 150 - Karveel 37-11                             ;221 150      ;Karveel 37-11                             ;                                                      ;Karveel 37         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159996;504003;5,4608225295;52,523671319
Speeltoestel;221 150 - Karveel 37-11                             ;221 150.01   ;Mini Play - Veerhobbel Eendenkuipje       ;Veertoestel                                           ;Karveel 37         ;Karveel           ;Lelystad ;Veerelement            ;MNP.705.001 (34.3.705) ;2004           ;Betontegel             ;     ;1;159996;504002;5,4608113165;52,5236624286
Speeltoestel;221 150 - Karveel 37-11                             ;221 150.02   ;CP - Duikelrek - 1-delig - 80cm           ;Duikelen                                              ;Karveel 37         ;Karveel           ;Lelystad ;Duikelrek              ;30.2.216               ;2005           ;Rubbertegel            ;12,0 ;1;159997;504006;5,4608296417;52,523695041
Speeltoestel;221 160 - Karveel 49-98                             ;221 160.06   ;Tafeltennistafel Groen                    ;Pingpongen                                            ;Karveel 49         ;Karveel           ;Lelystad ;Sporttoestel           ;PP.GR                  ;2009           ;Betontegel             ;     ;1;159919;504145;5,4596799098;52,5249453409
Speelplek   ;221 160 - Karveel 49-98                             ;221 160      ;Karveel 49-98                             ;                                                      ;Karveel 49         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159913;504144;5,4595914909;52,5249392837
Speeltoestel;221 160 - Karveel 49-98                             ;221 160.03   ;Olifantglijbaan                           ;glijden                                               ;Karveel 49         ;Karveel           ;Lelystad ;Glijbaan               ;AK.768b                ;2000           ;Kunstgras              ;24,0 ;1;159918;504145;5,4596760789;52,5249454331
Speeltoestel;221 160 - Karveel 49-98                             ;221 160.01   ;Schommel T for 2                          ;T Schommel                                            ;Karveel 49         ;Karveel           ;Lelystad ;Schommel               ;765940 (KF06)          ;2005           ;Kunstgras              ;28,0 ;1;159906;504144;5,4594964461;52,5249361962
Speeltoestel;221 160 - Karveel 49-98                             ;221 160.02   ;Duikel Duo                                ;Duikelen                                              ;Karveel 49         ;Karveel           ;Lelystad ;Duikelrek              ;NAT801                 ;2005           ;Kunstgras              ;12,0 ;1;159909;504150;5,4595453064;52,5249897305
Speeltoestel;221 160 - Karveel 49-98                             ;221 160.04   ;Enkele Wip                                ;                                                      ;Karveel 49         ;Karveel           ;Lelystad ;Wip                    ;30.2.400               ;1990           ;Gras                   ;12,0 ;1;159910;504143;5,4595485973;52,524930053
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.03   ;Wip voor 2                                ;Wippen                                                ;Karveel 53         ;Karveel           ;Lelystad ;Wip                    ;10237,0                ;2010           ;Gras                   ;12,5 ;1;159620;504140;5,4552817884;52,5249008586
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.17   ;Kabelbaan                                 ;Kabelbaan                                             ;Karveel 53         ;Karveel           ;Lelystad ;Kabelbaan              ;736425 (ME56)          ;2003           ;Kunstgras              ;30,0 ;1;159577;504132;5,4546429241;52,5248290565
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.02   ;Vogelnestschommel                         ;                                                      ;Karveel 53         ;Karveel           ;Lelystad ;Schommel               ;S119                   ;2010           ;Kunstgras              ;36,0 ;1;159612;504140;5,4551553654;52,5249020097
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.23   ;Dubbele Schommel                          ;                                                      ;Karveel 53         ;Karveel           ;Lelystad ;Schommel               ;137415M                ;2017           ;Kunstgras              ;25,0 ;1;159657;504146;5,4558289733;52,5249529384
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.22   ;Klimcombinatie                            ;                                                      ;Karveel 53         ;Karveel           ;Lelystad ;Combinatietoestel      ;Q10145                 ;2017           ;Kunstgras              ;65,0 ;1;159664;504130;5,4559258508;52,5248087264
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.21   ;Activiteitentoren                         ;                                                      ;Karveel 53         ;Karveel           ;Lelystad ;Combinatietoestel      ;137132M                ;2017           ;Kunstgras              ;65,0 ;1;159627;504126;5,4553866573;52,5247779422
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.20   ;Speelboot                                 ;                                                      ;Karveel 53         ;Karveel           ;Lelystad ;Combinatietoestel      ;137820,0               ;2017           ;Kunstgras              ;45,0 ;1;159616;504127;5,4552160455;52,5247889149
Speelplek   ;221 180 - Karveel Speeltuin                         ;221 180      ;Karveel Speeltuin                         ;Zand 510m� - Bovenwijkse voorziening                  ;Karveel 53         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159638;504127;5,4555405076;52,5247903458
Overig      ;221 180 - Karveel Speeltuin                         ;221 180.19   ;sporttoestel                              ;gaspijp                                               ;Karveel 53         ;Karveel           ;Lelystad ;Sporttoestel           ;                       ;2000           ;                       ;     ;1;159715;504164;5,4566766392;52,5251213148
Overig      ;221 180 - Karveel Speeltuin                         ;221 180.18   ;sporttoestel                              ;gaspijp                                               ;Karveel 53         ;Karveel           ;Lelystad ;Sporttoestel           ;                       ;2000           ;                       ;     ;1;159717;504130;5,4567038525;52,5248118671
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.09   ;Tafeltennistafel Blauw                    ;Pingpongen                                            ;Karveel 53         ;Karveel           ;Lelystad ;Sporttoestel           ;PP.BL                  ;2009           ;Betontegel             ;     ;1;159593;504084;5,45487552;52,5244022979
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.10   ;Basketbalpaal                             ;Basketballen                                          ;Karveel 53         ;Karveel           ;Lelystad ;Sporttoestel           ;710390,0               ;1990           ;Betontegel             ;     ;1;159708;504152;5,456573178;52,5250136181
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.04   ;Speelboot                                 ;Klimmen/ Glijden                                      ;Karveel 53         ;Karveel           ;Lelystad ;Combinatietoestel      ;                       ;2000           ;Zand                   ;240,0;1;159576;504116;5,4546337242;52,5246908375
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.12   ;Huisje met dak                            ;                                                      ;Karveel 53         ;Karveel           ;Lelystad ;Speelhuis              ;                       ;2000           ;Gras                   ;9,0  ;1;159649;504147;5,4557106773;52,5249688245
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.13   ;Apenbos P1                                ;klimnet en touwladder                                 ;Karveel 53         ;Karveel           ;Lelystad ;Klimtoestel            ;138075M                ;2000           ;Zand                   ;30,0 ;1;159624;504119;5,4553355789;52,5247158696
Speeltoestel;221 180 - Karveel Speeltuin                         ;221 180.05   ;Wals met snelheidsbegrenzer               ;                                                      ;Karveel 53         ;Karveel           ;Lelystad ;Draaitoestel           ;112341,0               ;2013           ;Zand                   ;38,0 ;1;159589;504122;5,4548225601;52,5247453724
Speeltoestel;221 190 - Karveel 51-01                             ;221 190.01   ;Schommel T for 2                          ;T Schommel                                            ;Karveel 51         ;Karveel           ;Lelystad ;Schommel               ;765940 (KF06)          ;2006           ;Rubbertegel            ;28,0 ;1;159659;503989;5,4558593382;52,5235423682
Speeltoestel;221 190 - Karveel 51-01                             ;221 190.02   ;Enkele Wip                                ;Wippen                                                ;Karveel 51         ;Karveel           ;Lelystad ;Wip                    ;30.2.400               ;1990           ;Rubbertegel            ;16,0 ;1;159673;503985;5,4560620369;52,5235128621
Speelplek   ;221 190 - Karveel 51-01                             ;221 190      ;Karveel 51-01                             ;                                                      ;Karveel 51         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159669;503987;5,4559994432;52,5235303338
Speelplek   ;221 200 - Karveel 52-02                             ;221 200      ;Karveel 52-02                             ;                                                      ;Karveel 52         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159627;503874;5,4553844695;52,5225082971
Speeltoestel;221 200 - Karveel 52-02                             ;221 200.06   ;Eend                                      ;Veertoestel                                           ;Karveel 52         ;Karveel           ;Lelystad ;Veerelement            ;AK.740a                ;1999           ;Gras                   ;4,0  ;1;159644;503874;5,4556227231;52,5225112153
Speeltoestel;221 200 - Karveel 52-02                             ;221 200.07   ;Motor                                     ;Veertoestel                                           ;Karveel 52         ;Karveel           ;Lelystad ;Veerelement            ;AK.743a                ;1999           ;Gras                   ;0,0  ;1;159644;503879;5,4556347329;52,5225596498
Speeltoestel;221 200 - Karveel 52-02                             ;221 200.08   ;Tafeltennistafel                          ;Tafeltennissen                                        ;Karveel 52         ;Karveel           ;Lelystad ;Sporttoestel           ;1309 - IJslander BV    ;2005           ;Betontegel             ;18,0 ;1;159588;503878;5,4547997434;52,522552041
Speeltoestel;221 200 - Karveel 52-02                             ;221 200.02   ;klim-glij-toren                           ;Klimmen en glijen                                     ;Karveel 52         ;Karveel           ;Lelystad ;Combinatietoestel      ;120115M                ;2005           ;Kunstgras              ;40,0 ;1;159603;503866;5,4550233756;52,5224366063
Speeltoestel;221 200 - Karveel 52-02                             ;221 200.01   ;Zeskantschommel                           ;Schommelen                                            ;Karveel 52         ;Karveel           ;Lelystad ;Schommel               ;765991,0               ;2005           ;Kunstgras              ;144,0;1;159619;503863;5,4552677789;52,5224148067
Speeltoestel;221 200 - Karveel 52-02                             ;221 200.04   ;Duikelrek Sextet                          ;Duikelen                                              ;Karveel 52         ;Karveel           ;Lelystad ;Duikelrek              ;FAKD.0                 ;2005           ;Kunstgras              ;30,0 ;1;159628;503872;5,4553975624;52,5224951681
Speeltoestel;221 200 - Karveel 52-02                             ;221 200.03   ;Klimglobe draaibaar                       ;Klimmen                                               ;Karveel 52         ;Karveel           ;Lelystad ;Klimtoestel            ;1231 - IJslander BV    ;2005           ;Kunstgras              ;25,0 ;1;159628;503879;5,4553976525;52,5225533158
Speeltoestel;221 200 - Karveel 52-02                             ;221 200.05   ;Mini Play - Honden plateauwip             ;Veertoestel                                           ;Karveel 52         ;Karveel           ;Lelystad ;Wip                    ;MNP.742.001 (34.3.742) ;2005           ;Gras                   ;0,0  ;1;159637;503875;5,4555274112;52,5225223247
Speeltoestel;221 080 - Karveel 45-32                             ;221 080.03   ;Mini Play - Veerwip Margriet              ;Veertoestel                                           ;Karveel 45         ;Karveel           ;Lelystad ;Veerelement            ;MNP.714.001 (34.3.714) ;2001           ;Rubberbetontegel       ;6,0  ;1;159766;503719;5,457423057;52,5211149759
Speeltoestel;221 080 - Karveel 45-32                             ;221 080.01   ;Duikelrek 2-delig                         ;Duikelen                                              ;Karveel 45         ;Karveel           ;Lelystad ;Duikelrek              ;30.2.225               ;1997           ;Rubbertegel            ;20,0 ;1;159770;503714;5,4574782428;52,5210742308
Speeltoestel;221 080 - Karveel 45-32                             ;221 080.02   ;HUPPIE                                    ;Glijbaan-klimnet                                      ;Karveel 45         ;Karveel           ;Lelystad ;Combinatietoestel      ;MW-1                   ;2000           ;Rubbertegel            ;35,0 ;1;159760;503719;5,4573364308;52,521119431
Speelplek   ;221 080 - Karveel 45-32                             ;221 080      ;Karveel 45-32                             ;                                                      ;Karveel 45         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159763;503718;5,4573775196;52,5211082625
Speelplek   ;221 210 - Karveel 46-17                             ;221 210      ;Karveel 46-17                             ;                                                      ;Karveel 46         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159877;503841;5,4590674977;52,5222162788
Speeltoestel;221 210 - Karveel 46-17                             ;221 210.01   ;Schommel T for 2                          ;Schommelen                                            ;Karveel 46         ;Karveel           ;Lelystad ;Schommel               ;765940 (KF06)          ;2016           ;Rubbertegel            ;28,0 ;1;159879;503845;5,4590895115;52,5222532032
Speeltoestel;221 210 - Karveel 46-17                             ;221 210.02   ;Aster zonder dakje                        ;Glijden duikelen                                      ;Karveel 46         ;Karveel           ;Lelystad ;Combinatietoestel      ;AK.732a                ;2002           ;Rubbertegel            ;56,0 ;1;159874;503839;5,4590251718;52,5221920388
Speeltoestel;221 210 - Karveel 46-17                             ;221 210.03   ;Duoveer                                   ;Wip                                                   ;Karveel 46         ;Karveel           ;Lelystad ;Veerelement            ;766018 (PP18)          ;2006           ;Rubbertegel            ;8,0  ;1;159872;503843;5,4589920882;52,5222335801
Speeltoestel;221 220 - Karveel 58-89                             ;221 220.03   ;Klimbol                                   ;Klimmen                                               ;Karveel 58         ;Karveel           ;Lelystad ;Klimtoestel            ;CSP.312.906 (30.2.312) ;1995           ;Rubbertegel            ;36,0 ;1;159539;503727;5,4540807208;52,5211924945
Speelplek   ;221 220 - Karveel 58-89                             ;221 220      ;Karveel 58-89                             ;                                                      ;Karveel 58         ;Karveel           ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159544;503733;5,454149455;52,5212423351
Speeltoestel;221 220 - Karveel 58-89                             ;221 220.02   ;Schommel T for 2                          ;T Schommel                                            ;Karveel 58         ;Karveel           ;Lelystad ;Schommel               ;765940 (KF06)          ;2005           ;Kunstgras              ;28,0 ;1;159541;503746;5,4541054328;52,5213599136
Speeltoestel;221 220 - Karveel 58-89                             ;221 220.01   ;glijbaan                                  ;glijden klimmen                                       ;Karveel 58         ;Karveel           ;Lelystad ;Combinatietoestel      ;30.3.315 (4)           ;1989           ;Kunstgras              ;45,0 ;1;159540;503737;5,4540947106;52,5212848759
Speeltoestel;221 220 - Karveel 58-89                             ;221 220.04   ;Enkele Wip                                ;Wippen                                                ;Karveel 58         ;Karveel           ;Lelystad ;Wip                    ;30.2.400               ;1989           ;Gras                   ;0,0  ;1;159547;503742;5,4541977627;52,5213270578
Speeltoestel;221 250 - Boeier 02-08                              ;221 250.05   ;Mini Play - Honden plateauwip             ;Veertoestel                                           ;Boeier 02          ;Boeier            ;Lelystad ;Wip                    ;MNP.742.001 (34.3.742) ;2005           ;Gras                   ;0,0  ;1;159027;503759;5,4465350196;52,5214861781
Speeltoestel;221 250 - Boeier 02-08                              ;221 250.06   ;Draaimannetjes                            ;Draaien                                               ;Boeier 02          ;Boeier            ;Lelystad ;Draaitoestel           ;628100,0               ;2005           ;Gras                   ;     ;1;159028;503769;5,446554;52,5215761313
Speeltoestel;221 250 - Boeier 02-08                              ;324 210 02   ;Acroclimber                               ;Klimmen/ Glijden                                      ;Boeier 02          ;Boeier            ;Lelystad ;Combinatietoestel      ;725367,0               ;2008           ;Kunstgras              ;42,0 ;1;159020;503763;5,4464400277;52,5215161534
Speeltoestel;221 250 - Boeier 02-08                              ;221 250.03   ;Speelcombinatie                           ;glijden                                               ;Boeier 02          ;Boeier            ;Lelystad ;Glijbaan               ;MQ1014                 ;2005           ;Kunstgras              ;20,0 ;1;159021;503757;5,4464508664;52,5214684255
Speeltoestel;221 250 - Boeier 02-08                              ;221 250.02   ;JP 353 Cirkelduikelrek                    ;Duikelen                                              ;Boeier 02          ;Boeier            ;Lelystad ;Duikelrek              ;JGP.353.501            ;1985           ;Kunstgras              ;36,0 ;1;159033;503754;5,4466320488;52,5214375083
Speeltoestel;221 250 - Boeier 02-08                              ;221 250.01   ;Schommel T for 2                          ;T Schommel                                            ;Boeier 02          ;Boeier            ;Lelystad ;Schommel               ;765940 (KF06)          ;2005           ;Kunstgras              ;28,0 ;1;159017;503757;5,446386921;52,5214674689
Speelplek   ;221 250 - Boeier 02-08                              ;221 250      ;Boeier 02-08                              ;                                                      ;Boeier 02          ;Boeier            ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159023;503759;5,4464815338;52,5214843176
Speeltoestel;221 250 - Boeier 02-08                              ;221 250.04   ;Mini Play - Blauwstaart                   ;Veertoestel                                           ;Boeier 02          ;Boeier            ;Lelystad ;Veerelement            ;MNP.706.001 (34.3.706) ;2005           ;Gras                   ;     ;1;159025;503752;5,4465072291;52,5214185179
Speelplek   ;221 240 - Boeier 03-31                              ;221 240      ;Boeier 03-31                              ;                                                      ;Boeier 03          ;Boeier            ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;159277;503812;5,4502155725;52,5219543102
Speeltoestel;221 240 - Boeier 03-31                              ;221 240.01   ;Schommel T for 2                          ;Schommelen                                            ;Boeier 03          ;Boeier            ;Lelystad ;Schommel               ;765940 (KF06)          ;2016           ;Kunstgras              ;28,0 ;1;159273;503812;5,450161801;52,5219591919
Speeltoestel;221 240 - Boeier 03-31                              ;221 240.02   ;Olifantglijbaan                           ;glijden                                               ;Boeier 03          ;Boeier            ;Lelystad ;Glijbaan               ;AK.343 1               ;1995           ;Kunstgras              ;24,0 ;1;159279;503825;5,4502525837;52,5220776858
Speelplek   ;222 020 - Kempenaar 31-26                           ;222 020      ;Kempenaar 31-26                           ;                                                      ;Kempenaar 31       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160497;503066;5,4681904431;52,5152403005
Speeltoestel;222 020 - Kempenaar 31-26                           ;222 020.01   ;Schommel T for 2                          ;Schommelen                                            ;Kempenaar 31       ;Kempenaar         ;Lelystad ;Schommel               ;765940 (KF06)          ;2006           ;Rubbertegel            ;28,0 ;1;160495;503068;5,4681618993;52,5152596427
Speeltoestel;222 020 - Kempenaar 31-26                           ;222 020.04   ;Duikelrek 1-delig                         ;                                                      ;Kempenaar 31       ;Kempenaar         ;Lelystad ;Duikelrek              ;AK.762a                ;2014           ;Rubbertegel            ;28,0 ;1;160494;503063;5,4681386903;52,5152158905
Speeltoestel;222 020 - Kempenaar 31-26                           ;222 020.02   ;Panda-Bos                                 ;Glij en klim                                          ;Kempenaar 31       ;Kempenaar         ;Lelystad ;Combinatietoestel      ;Q01274-r               ;2006           ;Rubbertegel            ;48,0 ;1;160501;503062;5,4682364946;52,5152085439
Speeltoestel;222 040 - Kempenaar 29-12                           ;222 040.01   ;Aster zonder dakje                        ;                                                      ;Kempenaar 29       ;Kempenaar         ;Lelystad ;Combinatietoestel      ;AK.732a                ;2000           ;Rubbertegel            ;36,0 ;1;160630;503168;5,4701455759;52,5161559205
Speeltoestel;222 040 - Kempenaar 29-12                           ;222 040.02   ;Duikelrek 1-delig                         ;Duikelen                                              ;Kempenaar 29       ;Kempenaar         ;Lelystad ;Duikelrek              ;721268 (ME02)          ;1993           ;Rubbertegel            ;9,0  ;1;160641;503173;5,4703055136;52,5162071258
Speeltoestel;222 040 - Kempenaar 29-12                           ;222 040.05   ;Schommel T for 2                          ;                                                      ;Kempenaar 29       ;Kempenaar         ;Lelystad ;Schommel               ;765940 (KF06)          ;2014           ;Rubbertegel            ;28,0 ;1;160636;503167;5,470233657;52,5161475905
Speelplek   ;222 040 - Kempenaar 29-12                           ;222 040      ;Kempenaar 29-12                           ;                                                      ;Kempenaar 29       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160633;503171;5,4701834998;52,5161893267
Speelplek   ;222 070 - Kempenaar 28-40                           ;222 070      ;Kempenaar 28-40                           ;                                                      ;Kempenaar 28       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160553;503185;5,4690044367;52,5163112958
Speeltoestel;222 070 - Kempenaar 28-40                           ;222 070.02   ;Multipondo                                ;                                                      ;Kempenaar 28       ;Kempenaar         ;Lelystad ;Wip                    ;HAGS.150.030           ;2014           ;Rubbertegel            ;20,0 ;1;160548;503184;5,4689369501;52,5163036133
Speeltoestel;222 070 - Kempenaar 28-40                           ;222 070.03   ;Wip midi - 2-zit (Wico)                   ;                                                      ;Kempenaar 28       ;Kempenaar         ;Lelystad ;Wip                    ;AK.761                 ;2014           ;Rubbertegel            ;24,0 ;1;160547;503184;5,4689194114;52,5162994913
Speeltoestel;222 070 - Kempenaar 28-40                           ;222 070.01   ;Jungle Play                               ;Glij/klim/schommel                                    ;Kempenaar 28       ;Kempenaar         ;Lelystad ;Combinatietoestel      ;30.3.305               ;2010           ;Rubbertegel            ;88,0 ;1;160558;503184;5,4690898662;52,5163027887
Speeltoestel;222 070 - Kempenaar 28-40                           ;222 070.04   ;Mini Play - Blauwstaart                   ;Veertoestel                                           ;Kempenaar 28       ;Kempenaar         ;Lelystad ;Veerelement            ;MNP.706.001 (34.3.706) ;2005           ;Rubbertegel            ;6,0  ;1;160552;503185;5,4689975185;52,5163144461
Speeltoestel;222 090 - Kempenaar 26-38                           ;222 090.02   ;Klimbol                                   ;Klimmen                                               ;Kempenaar 26       ;Kempenaar         ;Lelystad ;Klimtoestel            ;CSP.312.906 (30.2.312) ;1995           ;Rubbertegel            ;36,0 ;1;160598;503501;5,4696800534;52,5191499113
Speeltoestel;222 090 - Kempenaar 26-38                           ;222 090.01   ;T-Schommel                                ;T Schommel                                            ;Kempenaar 26       ;Kempenaar         ;Lelystad ;Schommel               ;S504a                  ;1992           ;Rubbertegel            ;42,0 ;1;160606;503498;5,4697925653;52,5191245787
Speelplek   ;222 090 - Kempenaar 26-38                           ;222 090      ;Kempenaar 26-38                           ;                                                      ;Kempenaar 26       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160602;503501;5,4697375125;52,5191503207
Speelplek   ;222 100 - Kempenaar 23-76                           ;222 100      ;Kempenaar 23-76                           ;                                                      ;Kempenaar 23       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160535;503535;5,4687545159;52,5194592656
Speeltoestel;222 100 - Kempenaar 23-76                           ;222 100.01   ;Schommel T for 2                          ;Schommelen                                            ;Kempenaar 23       ;Kempenaar         ;Lelystad ;Schommel               ;765940 (KF06)          ;2008           ;Rubbertegel            ;28,0 ;1;160534;503536;5,4687349285;52,5194633234
Speeltoestel;222 100 - Kempenaar 23-76                           ;222 100.02   ;Aster zonder dakje                        ;klimmen/duikelen/glijden                              ;Kempenaar 23       ;Kempenaar         ;Lelystad ;Combinatietoestel      ;AK.732a                ;2011           ;Rubbertegel            ;40,0 ;1;160536;503536;5,4687613014;52,5194637546
Speelplek   ;222 120 - Kempenaar 19-02                           ;222 120      ;Kempenaar 19-02                           ;                                                      ;Kempenaar 19       ;Kempenaar         ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;160304;503423;5,4653395388;52,5184542735
Speeltoestel;222 120 - Kempenaar 19-02                           ;222 120.06   ;Krokus met web-net                        ;klimglijbaan                                          ;Kempenaar 19       ;Kempenaar         ;Lelystad ;Combinatietoestel      ;AK.712b                ;1997           ;Kunstgras              ;36,0 ;1;160304;503428;5,4653496364;52,5184990236
Speeltoestel;222 120 - Kempenaar 19-02                           ;222 120.01   ;Schommel T for 2                          ;T Schommel                                            ;Kempenaar 19       ;Kempenaar         ;Lelystad ;Schommel               ;765940 (KF06)          ;2005           ;Kunstgras              ;28,0 ;1;160304;503414;5,4653489733;52,5183743703
Speeltoestel;222 120 - Kempenaar 19-02                           ;222 120.05   ;Klimboom                                  ;Klimmen                                               ;Kempenaar 19       ;Kempenaar         ;Lelystad ;Klimtoestel            ;741188 (MU11)          ;2005           ;Kunstgras              ;16,0 ;1;160304;503428;5,4653533237;52,5185013578
Speeltoestel;222 120 - Kempenaar 19-02                           ;222 120.02   ;Mini Play - Honden plateauwip             ;Veertoestel                                           ;Kempenaar 19       ;Kempenaar         ;Lelystad ;Wip                    ;MNP.742.001 (34.3.742) ;2005           ;Gras                   ;0,0  ;1;160305;503419;5,4653671629;52,5184129138
Speeltoestel;222 120 - Kempenaar 19-02                           ;222 120.03   ;Mini Play - Veerhobbel Paard              ;Veertoestel                                           ;Kempenaar 19       ;Kempenaar         ;Lelystad ;                       ;MNP.708.001 (34.3.708) ;2005           ;Gras                   ;0,0  ;1;160309;503429;5,4654153658;52,5185112029
Speeltoestel;222 120 - Kempenaar 19-02                           ;222 120.04   ;Fietsmolen Play-point                     ;Draaien en fietsen                                    ;Kempenaar 19       ;Kempenaar         ;Lelystad ;Draaitoestel           ;766016 (PP16)          ;2005           ;Kunstgras              ;27,0 ;1;160303;503417;5,4653289811;52,5183992783
Speeltoestel;222 140 - Kempenaar 17-77                           ;222 140.02   ;Rock-it                                   ;                                                      ;Kempenaar 17       ;Kempenaar         ;Lelystad ;Draaitoestel           ;GXY934                 ;2013           ;Kunstgras              ;16,0 ;1;160152;503420;5,4631097053;52,5184284927
Speeltoestel;222 140 - Kempenaar 17-77                           ;222 140.04   ;Hopper (QS)                               ;WIP                                                   ;Kempenaar 17       ;Kempenaar         ;Lelystad ;Wip                    ;ELE400022              ;2013           ;Kunstgras              ;14,8 ;1;160151;503448;5,4630990859;52,5186781663
Speeltoestel;222 140 - Kempenaar 17-77                           ;222 140.03   ;Commersault duo                           ;dubbel                                                ;Kempenaar 17       ;Kempenaar         ;Lelystad ;Duikelrek              ;M878                   ;2013           ;Kunstgras              ;14,8 ;1;160152;503423;5,4631081353;52,5184578821
