Type;Locatie;Code;Naam;Aanduiding;Straat;Wijk;Plaatsnaam;Objectgroep;Typenummer;Bouwjaar;Ondergrond;Oppervlakte;Aantal;RDX;RDY;LON;LAT
Speeltoestel;111 210 - Laetare School                            ;111 210.06   ;Ruimtenet Piramide Har Meron              ;klimmen                                               ;Blokkerhoek        ;Zuiderzeewijk     ;Lelystad ;Klimnet                ;50.7.401               ;2008           ;Rubbertegel            ;90,0 ;1;161305;503888;5,4801008849;52,5226239585
Speeltoestel;111 210 - Laetare School                            ;111 210.01   ;Schommel T for 2                          ;Schommelen / Klimmen                                  ;Blokkerhoek        ;Zuiderzeewijk     ;Lelystad ;Schommel               ;765940 (KF06)          ;2016           ;Rubbertegel            ;28,0 ;1;161336;503892;5,480562726;52,5226596344
Speeltoestel;111 210 - Laetare School                            ;111 210.03   ;Schommel T for 2                          ;Schommelen                                            ;Blokkerhoek        ;Zuiderzeewijk     ;Lelystad ;Schommel               ;765940 (KF06)          ;2016           ;Rubbertegel            ;28,0 ;1;161341;503891;5,4806328393;52,522649783
Speeltoestel;111 210 - Laetare School                            ;111 210.02   ;JP Balansbalk 2-delig                     ;                                                      ;Blokkerhoek        ;Zuiderzeewijk     ;Lelystad ;Balanceertoestel       ;30.3.313               ;2016           ;Kunstgras              ;29,26;1;161320;503893;5,4803203564;52,5226624315
Speeltoestel;111 220 - Geldersehoek 10                           ;111 220.02   ;Schommel T for 2                          ;Schommelen                                            ;Geldersehoek       ;Zuiderzeewijk     ;Lelystad ;Schommel               ;765940 (KF06)          ;2016           ;Rubbertegel            ;28,0 ;1;161188;503961;5,4783771718;52,5232767857
Speelplek   ;111 220 - Geldersehoek 10                           ;111 220      ;Geldersehoek 10                           ;                                                      ;Geldersehoek       ;Zuiderzeewijk     ;Lelystad ;                       ;                       ;               ;                       ;     ;1;161192;503964;5,478444706;52,5233015386
Speeltoestel;111 220 - Geldersehoek 10                           ;111 220.05   ;Twist                                     ;                                                      ;Geldersehoek       ;Zuiderzeewijk     ;Lelystad ;Balanceertoestel       ;SPF-25108              ;2003           ;Rubbertegel            ;32,0 ;1;161184;503967;5,4783156935;52,5233304871
Speeltoestel;111 220 - Geldersehoek 10                           ;111 220.01   ;Narcis                                    ;Glij klim duikel                                      ;Geldersehoek       ;Zuiderzeewijk     ;Lelystad ;Combinatietoestel      ;AK.711                 ;2016           ;Rubbertegel            ;80,0 ;1;161196;503969;5,4784966654;52,5233472438
Speeltoestel;111 240 - Pampus 10                                 ;111 240.02   ;Fietsmolen Play-point                     ;Draaien en fietsen                                    ;Pampus             ;Zuiderzeewijk     ;Lelystad ;Draaitoestel           ;766016 (PP16)          ;2010           ;Betontegel             ;27,0 ;1;161339;503769;5,4806032541;52,5215517404
Speelplek   ;111 240 - Pampus 10                                 ;111 240      ;Pampus 10                                 ;                                                      ;Pampus             ;Zuiderzeewijk     ;Lelystad ;                       ;                       ;               ;                       ;     ;1;161333;503768;5,4805195382;52,5215383255
Speeltoestel;111 240 - Pampus 10                                 ;111 240.01   ;Familiewip                                ;Kleutermand schommel                                  ;Pampus             ;Zuiderzeewijk     ;Lelystad ;Schommel               ;C 2040                 ;2010           ;Kunstgras              ;12,0 ;1;161329;503766;5,4804548304;52,5215256145
Speeltoestel;111 240 - Pampus 10                                 ;111 240.03   ;Glijbaan                                  ;glijden                                               ;Pampus             ;Zuiderzeewijk     ;Lelystad ;Glijbaan               ;30.2.501               ;2004           ;Kunstgras              ;32,0 ;1;161328;503764;5,4804350449;52,5215055884
Speeltoestel;111 240 - Pampus 10                                 ;111 240.07   ;Dansslinger 2                             ;Balanceren                                            ;Pampus             ;Zuiderzeewijk     ;Lelystad ;Balanceertoestel       ;H593000                ;2006           ;Gras                   ;     ;1;161337;503762;5,4805670218;52,521488139
Speeltoestel;111 240 - Pampus 10                                 ;111 240.06   ;Mini Play - Veerhobbel Paard              ;Veertoestel                                           ;Pampus             ;Zuiderzeewijk     ;Lelystad ;                       ;MNP.708.001 (34.3.708) ;2005           ;Gras                   ;0,0  ;1;161336;503767;5,4805592999;52,521529217
Speelplek   ;111 230 - Hoek van Het IJ 30                        ;111 230      ;Hoek van Het IJ 30                        ;                                                      ;Hoek van Het IJ    ;Zuiderzeewijk     ;Lelystad ;                       ;                       ;               ;                       ;     ;1;161201;503809;5,4785725104;52,521908322
Speeltoestel;111 230 - Hoek van Het IJ 30                        ;111 230.04   ;Schommel T for 2                          ;Schommelen                                            ;Hoek van Het IJ    ;Zuiderzeewijk     ;Lelystad ;Schommel               ;765940 (KF06)          ;2009           ;Rubbertegel            ;28,0 ;1;161193;503806;5,4784559121;52,5218823487
Speeltoestel;111 230 - Hoek van Het IJ 30                        ;112 340 04   ;Glijbaan                                  ;glijden                                               ;Hoek van Het IJ    ;Zuiderzeewijk     ;Lelystad ;Glijbaan               ;32.3.611 (5)           ;1998           ;Rubbertegel            ;28,0 ;1;161198;503801;5,4785190301;52,5218388915
Speeltoestel;111 230 - Hoek van Het IJ 30                        ;111 230.0 3  ;Motor                                     ;                                                      ;Hoek van Het IJ    ;Zuiderzeewijk     ;Lelystad ;Veerelement            ;AK.604                 ;1998           ;Rubbertegel            ;4,0  ;1;161192;503810;5,4784346263;52,5219201117
Speeltoestel;111 230 - Hoek van Het IJ 30                        ;111 230.02   ;Duikelrek 2-delig                         ;Duikelen                                              ;Hoek van Het IJ    ;Zuiderzeewijk     ;Lelystad ;Duikelrek              ;30.2.225               ;2009           ;Rubbertegel            ;15,0 ;1;161196;503813;5,4785004073;52,5219530444
Speeltoestel;111 230 - Hoek van Het IJ 30                        ;111 230.01   ;JP 329 Combinatietoestel                  ;                                                      ;Hoek van Het IJ    ;Zuiderzeewijk     ;Lelystad ;Klimtoestel            ;JGP.329.501 (1)        ;2016           ;Rubbertegel            ;30,0 ;1;161193;503815;5,4784472546;52,5219706105
Speelplek   ;111 030 - Berkel 11                                 ;111 030      ;Berkel 11                                 ;                                                      ;Berkel             ;Zuiderzeewijk     ;Lelystad ;                       ;                       ;2007           ;                       ;     ;1;161983;504259;5,4901073356;52,525951496
