Kenteken,Carrosserie volgnummer,Carrosserie voertuig nummer code volgnummer,Carrosseriecode,Carrosserie voertuig nummer Europese omschrijving
00VDH9,1,1,03,Gesloten opbouw
00VDJ4,1,1,03,Gesloten opbouw
00VDK4,1,1,03,Gesloten opbouw
00VDL1,1,1,03,Gesloten opbouw
00VDL4,1,1,03,Gesloten opbouw
00VDR2,1,1,03,Gesloten opbouw
00VDR4,1,1,03,Gesloten opbouw
00VDS5,1,1,03,Gesloten opbouw
00VDT3,1,1,03,Gesloten opbouw
00VDT8,1,1,03,Gesloten opbouw
00VFD6,1,1,03,Gesloten opbouw
00VFD8,1,1,03,Gesloten opbouw
00VFG7,1,1,03,Gesloten opbouw
00VFH1,1,1,03,Gesloten opbouw
00VFH9,1,1,03,Gesloten opbouw
00VFJ6,1,1,03,Gesloten opbouw
00VFP1,1,1,14,Voor vervoer voertuigen
00VFS1,1,1,03,Gesloten opbouw
00VFX2,1,1,03,Gesloten opbouw
00VFZ1,1,1,03,Gesloten opbouw
00VGD4,1,1,03,Gesloten opbouw
00VGD5,1,1,03,Gesloten opbouw
00VGG5,1,1,03,Gesloten opbouw
00VGJ9,1,1,03,Gesloten opbouw
00VGL6,1,1,03,Gesloten opbouw
00VGT9,1,1,03,Gesloten opbouw
00VGV5,1,1,03,Gesloten opbouw
00VGZ8,1,1,03,Gesloten opbouw
00VHH5,1,1,03,Gesloten opbouw
00VHJ5,1,1,03,Gesloten opbouw
00VHK9,1,1,03,Gesloten opbouw
00VHL5,1,1,03,Gesloten opbouw
00VHS2,1,1,03,Gesloten opbouw
00VHZ6,1,1,03,Gesloten opbouw
00VJB9,1,1,03,Gesloten opbouw
00VJF4,1,1,13,Veewagen
00VJG1,1,1,03,Gesloten opbouw
00VJG6,1,1,03,Gesloten opbouw
00VJJ2,1,1,03,Gesloten opbouw
00VJJ6,1,1,03,Gesloten opbouw
00VJK9,1,1,03,Gesloten opbouw
00VJP6,1,1,03,Gesloten opbouw
00VJR7,1,1,03,Gesloten opbouw
00VKB1,1,1,03,Gesloten opbouw
00VKJ3,1,1,03,Gesloten opbouw
00VKJ8,1,1,03,Gesloten opbouw
00VKN3,1,1,03,Gesloten opbouw
00VKR2,1,1,03,Gesloten opbouw
00VKS1,1,1,14,Voor vervoer voertuigen
00VLB6,1,1,03,Gesloten opbouw
00VLB8,1,1,03,Gesloten opbouw
00VLD8,1,1,03,Gesloten opbouw
00VLF4,1,1,03,Gesloten opbouw
00VLG2,1,1,03,Gesloten opbouw
00VLG8,1,1,03,Gesloten opbouw
00VLG9,1,1,03,Gesloten opbouw
00VLK2,1,1,03,Gesloten opbouw
00VLK8,1,1,13,Veewagen
00VLN2,1,1,03,Gesloten opbouw
00VLN6,1,1,03,Gesloten opbouw
00VLZ3,1,1,03,Gesloten opbouw
00VND6,1,1,03,Gesloten opbouw
00VNJ5,1,1,03,Gesloten opbouw
00VNK4,1,1,03,Gesloten opbouw
00VNS4,1,1,03,Gesloten opbouw
00VNT1,1,1,03,Gesloten opbouw
00VNV3,1,1,03,Gesloten opbouw
00VNX5,1,1,03,Gesloten opbouw
00VNZ2,1,1,03,Gesloten opbouw
00VNZ4,1,1,03,Gesloten opbouw
00VPD4,1,1,03,Gesloten opbouw
00VPH7,1,1,14,Voor vervoer voertuigen
00VPK1,1,1,14,Voor vervoer voertuigen
00VPK2,1,1,03,Gesloten opbouw
00VPL1,1,1,03,Gesloten opbouw
00VPL3,1,1,14,Voor vervoer voertuigen
00VPZ2,1,1,03,Gesloten opbouw
00VRD3,1,1,03,Gesloten opbouw
00VRD8,1,1,03,Gesloten opbouw
00VRK1,1,1,14,Voor vervoer voertuigen
00VRL5,1,1,10,Kipper
00VRR3,1,1,03,Gesloten opbouw
00VRR4,1,1,03,Gesloten opbouw
00VRS3,1,1,03,Gesloten opbouw
00VRT5,1,1,03,Gesloten opbouw
00VRX5,1,1,03,Gesloten opbouw
00VRZ9,1,1,03,Gesloten opbouw
00VTD6,1,1,03,Gesloten opbouw
00VTJ2,1,1,03,Gesloten opbouw
00VTJ5,1,1,03,Gesloten opbouw
00VTK4,1,1,03,Gesloten opbouw
00VTK6,1,1,14,Voor vervoer voertuigen
00VTK7,1,1,03,Gesloten opbouw
00VTL9,1,1,03,Gesloten opbouw
00VTN5,1,1,03,Gesloten opbouw
00VTS2,1,1,07,Afneembare bovenbouw
00VTZ2,1,1,01,Open laadvloer
00VTZ3,1,1,03,Gesloten opbouw
00VVB2,1,1,03,Gesloten opbouw
00VVG8,1,1,03,Gesloten opbouw
00VVK2,1,1,03,Gesloten opbouw
00VVK4,1,1,03,Gesloten opbouw
00VVL8,1,1,03,Gesloten opbouw
00VVN2,1,1,03,Gesloten opbouw
00VVR1,1,1,03,Gesloten opbouw
00VVR4,1,1,03,Gesloten opbouw
00VVT9,1,1,03,Gesloten opbouw
00VVV9,1,1,03,Gesloten opbouw
00VVZ9,1,1,03,Gesloten opbouw
00VXD3,1,1,03,Gesloten opbouw
00VXD6,1,1,03,Gesloten opbouw
00VXG9,1,1,03,Gesloten opbouw
00VXJ5,1,1,30,Resteelwagen
00VXJ7,1,1,03,Gesloten opbouw
00VXL1,1,1,03,Gesloten opbouw
00VXL4,1,1,01,Open laadvloer
00VXN5,1,1,03,Gesloten opbouw
00VXS6,1,1,03,Gesloten opbouw
00VXT1,1,1,03,Gesloten opbouw
00VXV4,1,1,03,Gesloten opbouw
00VXX4,1,1,03,Gesloten opbouw
00VZF1,1,1,03,Gesloten opbouw
00VZF4,1,1,03,Gesloten opbouw
00VZG3,1,1,03,Gesloten opbouw
00VZH5,1,1,03,Gesloten opbouw
00VZJ1,1,1,03,Gesloten opbouw
00VZL7,1,1,03,Gesloten opbouw
00VZN4,1,1,03,Gesloten opbouw
00VZP4,1,1,03,Gesloten opbouw
00VZP5,1,1,03,Gesloten opbouw
00VZP9,1,1,03,Gesloten opbouw
00VZS1,1,1,10,Kipper
00VZV7,1,1,03,Gesloten opbouw
00VZX2,1,1,03,Gesloten opbouw
00VZX9,1,1,03,Gesloten opbouw
00VZZ2,1,1,10,Kipper
00WBB3,1,1,03,Gesloten opbouw
00WBB4,1,1,01,Open laadvloer
00WBB5,1,1,02,Neerklapbare zijschotten
00WBB6,1,1,02,Neerklapbare zijschotten
00WBB9,1,1,10,Kipper
00WBD2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBD4,1,1,10,Kipper
00WBD5,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBD6,1,1,10,Kipper
00WBD8,1,1,10,Kipper
00WBD9,1,1,02,Neerklapbare zijschotten
00WBF7,1,1,02,Neerklapbare zijschotten
00WBF8,1,1,02,Neerklapbare zijschotten
00WBG3,1,1,02,Neerklapbare zijschotten
00WBG4,1,1,03,Gesloten opbouw
00WBG6,1,1,01,Open laadvloer
00WBG7,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBG8,1,1,01,Open laadvloer
00WBG9,1,1,01,Open laadvloer
00WBH3,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBH7,1,1,14,Voor vervoer voertuigen
00WBJ2,1,1,02,Neerklapbare zijschotten
00WBJ3,1,1,02,Neerklapbare zijschotten
00WBJ5,1,1,01,Open laadvloer
00WBJ7,1,1,21,Voor vervoer boten
00WBJ9,1,1,14,Voor vervoer voertuigen
00WBK3,1,1,02,Neerklapbare zijschotten
00WBK9,1,1,03,Gesloten opbouw
00WBL1,1,1,02,Neerklapbare zijschotten
00WBL2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBN2,1,1,03,Gesloten opbouw
00WBN3,1,1,02,Neerklapbare zijschotten
00WBN6,1,1,10,Kipper
00WBN7,1,1,14,Voor vervoer voertuigen
00WBN8,1,1,02,Neerklapbare zijschotten
00WBP3,1,1,02,Neerklapbare zijschotten
00WBP4,1,1,21,Voor vervoer boten
00WBP5,1,1,14,Voor vervoer voertuigen
00WBP6,1,1,02,Neerklapbare zijschotten
00WBP7,1,1,12,Tank voor vervoer gevaarlijke stoffen
00WBP9,1,1,03,Gesloten opbouw
00WBR5,1,1,13,Veewagen
00WBR6,1,1,21,Voor vervoer boten
00WBR7,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBR8,1,1,03,Gesloten opbouw
00WBR9,1,1,02,Neerklapbare zijschotten
00WBS1,1,1,03,Gesloten opbouw
00WBS2,1,1,10,Kipper
00WBS3,1,1,01,Open laadvloer
00WBS4,1,1,10,Kipper
00WBS5,1,1,01,Open laadvloer
00WBS6,1,1,01,Open laadvloer
00WBS7,1,1,01,Open laadvloer
00WBS8,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBS9,1,1,13,Veewagen
00WBT3,1,1,13,Veewagen
00WBT4,1,1,10,Kipper
00WBT5,1,1,14,Voor vervoer voertuigen
00WBT6,1,1,06,Huifopbouw
00WBT7,1,1,02,Neerklapbare zijschotten
00WBT8,1,1,13,Veewagen
00WBV2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBV3,1,1,01,Open laadvloer
00WBV5,1,1,02,Neerklapbare zijschotten
00WBV6,1,1,21,Voor vervoer boten
00WBV7,1,1,02,Neerklapbare zijschotten
00WBV8,1,1,01,Open laadvloer
00WBX1,1,1,01,Open laadvloer
00WBX2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBX3,1,1,23,Voor detailhandel- / expositiedoeleinden
00WBX5,1,1,10,Kipper
00WBX6,1,1,21,Voor vervoer boten
00WBX7,1,1,02,Neerklapbare zijschotten
00WBX8,1,1,01,Open laadvloer
00WBX9,1,1,02,Neerklapbare zijschotten
00WBZ2,1,1,01,Open laadvloer
00WBZ4,1,1,13,Veewagen
00WBZ5,1,1,02,Neerklapbare zijschotten
00WBZ6,1,1,21,Voor vervoer boten
00WBZ7,1,1,06,Huifopbouw
00WBZ8,1,1,99,Niet in deze lijst opgenomen carrosserie
00WBZ9,1,1,13,Veewagen
00WD36,1,1,03,Gesloten opbouw
00WD41,1,1,03,Gesloten opbouw
00WD62,1,1,10,Kipper
00WD69,1,1,13,Veewagen
00WD70,1,1,13,Veewagen
00WD73,1,1,13,Veewagen
00WD83,1,1,13,Veewagen
00WD87,1,1,03,Gesloten opbouw
00WD89,1,1,13,Veewagen
00WDB1,1,1,02,Neerklapbare zijschotten
00WDB2,1,1,03,Gesloten opbouw
00WDB3,1,1,01,Open laadvloer
00WDB4,1,1,14,Voor vervoer voertuigen
00WDB7,1,1,02,Neerklapbare zijschotten
00WDB8,1,1,03,Gesloten opbouw
00WDB9,1,1,20,Compressor
00WDD2,1,1,02,Neerklapbare zijschotten
00WDD3,1,1,08,Containercarrier
00WDD5,1,1,13,Veewagen
00WDD6,1,1,01,Open laadvloer
00WDD7,1,1,03,Gesloten opbouw
00WDD8,1,1,02,Neerklapbare zijschotten
00WDF1,1,1,10,Kipper
00WDF2,1,1,01,Open laadvloer
00WDF3,1,1,02,Neerklapbare zijschotten
00WDF5,1,1,10,Kipper
00WDF7,1,1,10,Kipper
00WDF8,1,1,01,Open laadvloer
00WDG1,1,1,01,Open laadvloer
00WDG2,1,1,01,Open laadvloer
00WDG3,1,1,14,Voor vervoer voertuigen
00WDG5,1,1,10,Kipper
00WDG7,1,1,03,Gesloten opbouw
00WDG8,1,1,01,Open laadvloer
00WDG9,1,1,01,Open laadvloer
00WDH1,1,1,01,Open laadvloer
00WDH2,1,1,01,Open laadvloer
00WDH3,1,1,14,Voor vervoer voertuigen
00WDH4,1,1,99,Niet in deze lijst opgenomen carrosserie
00WDH5,1,1,01,Open laadvloer
00WDH6,1,1,01,Open laadvloer
00WDH8,1,1,13,Veewagen
00WDJ1,1,1,14,Voor vervoer voertuigen
00WDJ2,1,1,14,Voor vervoer voertuigen
00WDJ4,1,1,16,Betonpomp
00WDJ5,1,1,01,Open laadvloer
00WDJ6,1,1,99,Niet in deze lijst opgenomen carrosserie
00WDJ7,1,1,02,Neerklapbare zijschotten
00WDJ8,1,1,01,Open laadvloer
00WDJ9,1,1,02,Neerklapbare zijschotten
00WDK1,1,1,03,Gesloten opbouw
00WDK3,1,1,14,Voor vervoer voertuigen
00WDK5,1,1,01,Open laadvloer
00WDK9,1,1,14,Voor vervoer voertuigen
00WDL1,1,1,02,Neerklapbare zijschotten
00WDL3,1,1,10,Kipper
00WDL7,1,1,01,Open laadvloer
00WDL8,1,1,02,Neerklapbare zijschotten
00WDL9,1,1,01,Open laadvloer
00WDN3,1,1,99,Niet in deze lijst opgenomen carrosserie
00WDN4,1,1,02,Neerklapbare zijschotten
00WDN5,1,1,13,Veewagen
00WDN6,1,1,02,Neerklapbare zijschotten
00WDN7,1,1,10,Kipper
00WDP2,1,1,02,Neerklapbare zijschotten
00WDP4,1,1,14,Voor vervoer voertuigen
00WDP7,1,1,03,Gesloten opbouw
00WDR1,1,1,14,Voor vervoer voertuigen
00WDR3,1,1,13,Veewagen
00WDR6,1,1,13,Veewagen
00WDR7,1,1,14,Voor vervoer voertuigen
00WDR8,1,1,14,Voor vervoer voertuigen
00WDR9,1,1,02,Neerklapbare zijschotten
00WDS1,1,1,02,Neerklapbare zijschotten
00WDS4,1,1,14,Voor vervoer voertuigen
00WDS5,1,1,02,Neerklapbare zijschotten
00WDS6,1,1,03,Gesloten opbouw
00WDS7,1,1,01,Open laadvloer
00WDS8,1,1,02,Neerklapbare zijschotten
00WDS9,1,1,99,Niet in deze lijst opgenomen carrosserie
00WDT5,1,1,21,Voor vervoer boten
00WDT7,1,1,03,Gesloten opbouw
00WDT8,1,1,10,Kipper
00WDT9,1,1,99,Niet in deze lijst opgenomen carrosserie
00WDV3,1,1,03,Gesloten opbouw
00WDV5,1,1,10,Kipper
00WDV6,1,1,99,Niet in deze lijst opgenomen carrosserie
00WDV7,1,1,14,Voor vervoer voertuigen
00WDV8,1,1,05,Geconditioneerd zonder temp. regeling
00WDX2,1,1,01,Open laadvloer
00WDX4,1,1,13,Veewagen
00WDX6,1,1,03,Gesloten opbouw
00WDX7,1,1,02,Neerklapbare zijschotten
00WDZ1,1,1,10,Kipper
00WDZ2,1,1,01,Open laadvloer
00WDZ3,1,1,01,Open laadvloer
00WDZ9,1,1,01,Open laadvloer
00WE34,1,1,14,Voor vervoer voertuigen
00WE54,1,1,13,Veewagen
00WE59,1,1,03,Gesloten opbouw
00WE86,1,1,03,Gesloten opbouw
00WF19,1,1,07,Afneembare bovenbouw
00WFB1,1,1,02,Neerklapbare zijschotten
00WFB2,1,1,10,Kipper
00WFB5,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFB6,1,1,01,Open laadvloer
00WFB7,1,1,14,Voor vervoer voertuigen
00WFB8,1,1,02,Neerklapbare zijschotten
00WFD2,1,1,03,Gesloten opbouw
00WFD4,1,1,03,Gesloten opbouw
00WFD5,1,1,01,Open laadvloer
00WFD9,1,1,01,Open laadvloer
00WFF1,1,1,03,Gesloten opbouw
00WFF2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFF5,1,1,03,Gesloten opbouw
00WFF6,1,1,02,Neerklapbare zijschotten
00WFF7,1,1,01,Open laadvloer
00WFG1,1,1,08,Containercarrier
00WFG2,1,1,10,Kipper
00WFG2,1,2,02,Neerklapbare zijschotten
00WFG3,1,1,03,Gesloten opbouw
00WFG5,1,1,01,Open laadvloer
00WFG9,1,1,03,Gesloten opbouw
00WFH1,1,1,21,Voor vervoer boten
00WFH2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFH3,1,1,13,Veewagen
00WFH4,1,1,03,Gesloten opbouw
00WFH7,1,1,14,Voor vervoer voertuigen
00WFH8,1,1,21,Voor vervoer boten
00WFH9,1,1,10,Kipper
00WFJ1,1,1,14,Voor vervoer voertuigen
00WFJ2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFJ5,1,1,10,Kipper
00WFJ6,1,1,21,Voor vervoer boten
00WFJ8,1,1,02,Neerklapbare zijschotten
00WFK1,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFK2,1,1,01,Open laadvloer
00WFK3,1,1,14,Voor vervoer voertuigen
00WFK4,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFK7,1,1,10,Kipper
00WFL1,1,1,03,Gesloten opbouw
00WFL4,1,1,01,Open laadvloer
00WFL5,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFL6,1,1,03,Gesloten opbouw
00WFL7,1,1,02,Neerklapbare zijschotten
00WFL8,1,1,01,Open laadvloer
00WFN2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFN3,1,1,01,Open laadvloer
00WFN5,1,1,10,Kipper
00WFN7,1,1,10,Kipper
00WFN9,1,1,02,Neerklapbare zijschotten
00WFP1,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFP6,1,1,14,Voor vervoer voertuigen
00WFP7,1,1,13,Veewagen
00WFP8,1,1,10,Kipper
00WFR1,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFR2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFR3,1,1,01,Open laadvloer
00WFR4,1,1,01,Open laadvloer
00WFR5,1,1,21,Voor vervoer boten
00WFR6,1,1,01,Open laadvloer
00WFR7,1,1,21,Voor vervoer boten
00WFS2,1,1,13,Veewagen
00WFS3,1,1,21,Voor vervoer boten
00WFS5,1,1,03,Gesloten opbouw
00WFS6,1,1,21,Voor vervoer boten
00WFS8,1,1,03,Gesloten opbouw
00WFS9,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFT2,1,1,13,Veewagen
00WFT3,1,1,13,Veewagen
00WFT4,1,1,10,Kipper
00WFT6,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFT8,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFT9,1,1,13,Veewagen
00WFV5,1,1,21,Voor vervoer boten
00WFV6,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFX1,1,1,14,Voor vervoer voertuigen
00WFX5,1,1,10,Kipper
00WFX9,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFZ2,1,1,01,Open laadvloer
00WFZ5,1,1,99,Niet in deze lijst opgenomen carrosserie
00WFZ6,1,1,03,Gesloten opbouw
00WFZ7,1,1,01,Open laadvloer
00WFZ8,1,1,99,Niet in deze lijst opgenomen carrosserie
00WG06,1,1,13,Veewagen
00WG24,1,1,03,Gesloten opbouw
00WG25,1,1,03,Gesloten opbouw
00WG28,1,1,03,Gesloten opbouw
00WG32,1,1,03,Gesloten opbouw
00WG34,1,1,03,Gesloten opbouw
00WG46,1,1,03,Gesloten opbouw
00WG52,1,1,10,Kipper
00WGB4,1,1,01,Open laadvloer
00WGB5,1,1,13,Veewagen
00WGD1,1,1,02,Neerklapbare zijschotten
00WGD4,1,1,23,Voor detailhandel- / expositiedoeleinden
00WGD6,1,1,14,Voor vervoer voertuigen
00WGD7,1,1,01,Open laadvloer
00WGD8,1,1,02,Neerklapbare zijschotten
00WGD9,1,1,01,Open laadvloer
00WGF1,1,1,03,Gesloten opbouw
00WGF2,1,1,01,Open laadvloer
00WGF3,1,1,13,Veewagen
00WGF5,1,1,10,Kipper
00WGF6,1,1,08,Containercarrier
00WGF7,1,1,21,Voor vervoer boten
00WGG2,1,1,99,Niet in deze lijst opgenomen carrosserie
00WGG8,1,1,10,Kipper
00WGG9,1,1,99,Niet in deze lijst opgenomen carrosserie
00WGH3,1,1,14,Voor vervoer voertuigen
00WGH4,1,1,02,Neerklapbare zijschotten
00WGH7,1,1,13,Veewagen
00WGH8,1,1,21,Voor vervoer boten
00WGH9,1,1,99,Niet in deze lijst opgenomen carrosserie
00WGJ1,1,1,13,Veewagen
00WGJ2,1,1,21,Voor vervoer boten
00WGJ5,1,1,21,Voor vervoer boten
00WGJ7,1,1,99,Niet in deze lijst opgenomen carrosserie
00WGK1,1,1,07,Afneembare bovenbouw
00WGK3,1,1,99,Niet in deze lijst opgenomen carrosserie
00WGK4,1,1,03,Gesloten opbouw
00WGK5,1,1,99,Niet in deze lijst opgenomen carrosserie
00WGK6,1,1,10,Kipper
00WGK9,1,1,10,Kipper
00WGL1,1,1,02,Neerklapbare zijschotten
00WGL2,1,1,02,Neerklapbare zijschotten
00WGL3,1,1,01,Open laadvloer
00WGL5,1,1,14,Voor vervoer voertuigen
00WGL7,1,1,10,Kipper
00WGL8,1,1,06,Huifopbouw
00WGL9,1,1,99,Niet in deze lijst opgenomen carrosserie
00WGN2,1,1,01,Open laadvloer
00WGN3,1,1,02,Neerklapbare zijschotten
00WGN5,1,1,01,Open laadvloer
00WGN8,1,1,21,Voor vervoer boten
00WGN9,1,1,04,Geconditioneerd met temperatuurregeling
00WGP4,1,1,01,Open laadvloer
00WGP6,1,1,14,Voor vervoer voertuigen
00WGP7,1,1,01,Open laadvloer
00WGR3,1,1,03,Gesloten opbouw
00WGR5,1,1,03,Gesloten opbouw
00WGS2,1,1,03,Gesloten opbouw
00WGS4,1,1,14,Voor vervoer voertuigen
00WGS6,1,1,14,Voor vervoer voertuigen
00WGS7,1,1,22,Voor vervoer zweefvliegtuigen
00WGS8,1,1,14,Voor vervoer voertuigen
00WGT3,1,1,10,Kipper
00WGT4,1,1,10,Kipper
00WGT6,1,1,99,Niet in deze lijst opgenomen carrosserie
00WGT8,1,1,21,Voor vervoer boten
00WGV1,1,1,10,Kipper
00WGV7,1,1,14,Voor vervoer voertuigen
00WGX1,1,1,01,Open laadvloer
00WGX3,1,1,01,Open laadvloer
00WGX4,1,1,99,Niet in deze lijst opgenomen carrosserie
00WJ50,1,1,03,Gesloten opbouw
00WK89,1,1,03,Gesloten opbouw
00WK91,1,1,03,Gesloten opbouw
00WL15,1,1,03,Gesloten opbouw
00WL30,1,1,03,Gesloten opbouw
00WP06,1,1,03,Gesloten opbouw
00WP09,1,1,23,Voor detailhandel- / expositiedoeleinden
00WP46,1,1,03,Gesloten opbouw
00WP52,1,1,13,Veewagen
00WP54,1,1,13,Veewagen
00WP69,1,1,07,Afneembare bovenbouw
00WR31,1,1,03,Gesloten opbouw
00WR47,1,1,07,Afneembare bovenbouw
00WR60,1,1,03,Gesloten opbouw
00WR66,1,1,03,Gesloten opbouw
00WR90,1,1,07,Afneembare bovenbouw
00WS12,1,1,13,Veewagen
00WS31,1,1,13,Veewagen
00WS69,1,1,21,Voor vervoer boten
00WT01,1,1,03,Gesloten opbouw
00WT04,1,1,03,Gesloten opbouw
00WT10,1,1,03,Gesloten opbouw
00WT29,1,1,03,Gesloten opbouw
00WT70,1,1,10,Kipper
00WT87,1,1,03,Gesloten opbouw
00WT88,1,1,03,Gesloten opbouw
00WV07,1,1,03,Gesloten opbouw
00WV14,1,1,14,Voor vervoer voertuigen
00WV27,1,1,03,Gesloten opbouw
00WV82,1,1,03,Gesloten opbouw
00WV83,1,1,03,Gesloten opbouw
00WV84,1,1,03,Gesloten opbouw
00WZ39,1,1,13,Veewagen
00WZ44,1,1,03,Gesloten opbouw
00WZ54,1,1,03,Gesloten opbouw
00WZ63,1,1,03,Gesloten opbouw
00WZ68,1,1,03,Gesloten opbouw
00WZ74,1,1,03,Gesloten opbouw
00WZ91,1,1,30,Resteelwagen
00YD10,1,1,03,Gesloten opbouw
00YD59,1,1,02,Neerklapbare zijschotten
00YD72,1,1,23,Voor detailhandel- / expositiedoeleinden
00YD73,1,1,01,Open laadvloer
00YE03,1,1,03,Gesloten opbouw
00YE27,1,1,03,Gesloten opbouw
00YE39,1,1,03,Gesloten opbouw
00YE43,1,1,01,Open laadvloer
00YE81,1,1,03,Gesloten opbouw
00YE96,1,1,03,Gesloten opbouw
00ZB45,1,1,03,Gesloten opbouw
0102ZZ,1,1,29,Dieplader
0103WR,1,1,03,Gesloten opbouw
0103ZZ,1,1,01,Open laadvloer
0104WL,1,1,30,Resteelwagen
0104ZZ,1,1,01,Open laadvloer
0105ZZ,1,1,01,Open laadvloer
0106ZZ,1,1,01,Open laadvloer
0107WX,1,1,03,Gesloten opbouw
0107WZ,1,1,03,Gesloten opbouw
0108ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0109WX,1,1,03,Gesloten opbouw
0109ZZ,1,1,29,Dieplader
0110ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0111RB,1,1,03,Gesloten opbouw
0111ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0112NB,1,1,10,Kipper
0112ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0113ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0114ZZ,1,1,29,Dieplader
0115WD,1,1,21,Voor vervoer boten
0116ZZ,1,1,01,Open laadvloer
0117ZB,1,1,03,Gesloten opbouw
0117ZZ,1,1,29,Dieplader
0118WR,1,1,13,Veewagen
0118ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0119WP,1,1,03,Gesloten opbouw
0119ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0122WR,1,1,03,Gesloten opbouw
0122ZZ,1,1,01,Open laadvloer
0123ZZ,1,1,01,Open laadvloer
0124ZZ,1,1,01,Open laadvloer
0126ZZ,1,1,01,Open laadvloer
0127ZZ,1,1,29,Dieplader
0128PB,1,1,03,Gesloten opbouw
0129ZZ,1,1,01,Open laadvloer
0130ZZ,1,1,01,Open laadvloer
0131WZ,1,1,14,Voor vervoer voertuigen
0131ZZ,1,1,01,Open laadvloer
0132ZZ,1,1,01,Open laadvloer
0134ZZ,1,1,01,Open laadvloer
0135WK,1,1,03,Gesloten opbouw
0137WP,1,1,03,Gesloten opbouw
0137ZZ,1,1,01,Open laadvloer
0139ZZ,1,1,29,Dieplader
0140WR,1,1,03,Gesloten opbouw
0141WV,1,1,13,Veewagen
0141ZZ,1,1,01,Open laadvloer
0142ZZ,1,1,29,Dieplader
0147ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0148ZZ,1,1,01,Open laadvloer
0149WL,1,1,13,Veewagen
0149ZZ,1,1,29,Dieplader
0151ZZ,1,1,29,Dieplader
0152ZZ,1,1,01,Open laadvloer
0153ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0154WP,1,1,03,Gesloten opbouw
0154WZ,1,1,03,Gesloten opbouw
0155ZZ,1,1,01,Open laadvloer
0156HB,1,1,10,Kipper
0156WK,1,1,14,Voor vervoer voertuigen
0156WZ,1,1,03,Gesloten opbouw
0156ZZ,1,1,01,Open laadvloer
0159AB,1,1,03,Gesloten opbouw
0160SB,1,1,03,Gesloten opbouw
0162PB,1,1,14,Voor vervoer voertuigen
0162UB,1,1,03,Gesloten opbouw
0165WH,1,1,03,Gesloten opbouw
0165WP,1,1,10,Kipper
0166JB,1,1,03,Gesloten opbouw
0166ZZ,1,1,99,Niet in deze lijst opgenomen carrosserie
0168ZZ,1,1,29,Dieplader
0170WL,1,1,13,Veewagen
0171WX,1,1,03,Gesloten opbouw
0172WU,1,1,13,Veewagen
0172ZZ,1,1,29,Dieplader
0173ZZ,1,1,01,Open laadvloer
0174ZZ,1,1,29,Dieplader
0176ZZ,1,1,01,Open laadvloer
0177HB,1,1,03,Gesloten opbouw
0177ZZ,1,1,29,Dieplader
0180ZZ,1,1,29,Dieplader
0181WR,1,1,21,Voor vervoer boten
0181ZZ,1,1,29,Dieplader
0182WS,1,1,03,Gesloten opbouw
0182ZZ,1,1,01,Open laadvloer
0184VB,1,1,03,Gesloten opbouw
0184WU,1,1,13,Veewagen
0184ZZ,1,1,01,Open laadvloer
0185WN,1,1,10,Kipper
0185ZZ,1,1,01,Open laadvloer
0186ZZ,1,1,01,Open laadvloer
0187ZZ,1,1,01,Open laadvloer
0188WR,1,1,03,Gesloten opbouw
0189ZZ,1,1,01,Open laadvloer
0190WZ,1,1,03,Gesloten opbouw
0190ZZ,1,1,01,Open laadvloer
0195WF,1,1,14,Voor vervoer voertuigen
0196WR,1,1,03,Gesloten opbouw
