FID,name,gdb_geomattr_data,shape
rws_grond_uitbreiding.181,CID Binkhorst,,"POLYGON ((84534.27899999917 453716.01999999955, 84534.39499999955 453716.1240000017, 84536.26999999955 453714.06700000167, 84532.48600000143 453710.7019999996, 84531.29600000009 453711.9690000005, 84531.83300000057 453712.4510000013, 84531.16000000015 453713.2190000005, 84534.27899999917 453716.01999999955))"
rws_grond_uitbreiding.182,Havenstad Amsterdam,,"POLYGON ((116968.24100000039 489483.0020000003, 116968.22800000012 489481.0020000003, 116968.19099999964 489480.74599999934, 116968.08300000057 489480.51099999994, 116967.91299999878 489480.31700000167, 116967.6950000003 489480.1779999994, 116967.4459999986 489480.10599999875, 116967.18800000101 489480.1079999991, 116966.94000000134 489480.18299999833, 116966.72399999946 489480.32400000095, 116966.55600000173 489480.5210000016, 116966.45100000128 489480.7569999993, 116966.41699999943 489481.01300000027, 116966.44200000167 489485.1420000009, 116966.48000000045 489485.3979999982, 116966.58799999952 489485.6319999993, 116966.75800000131 489485.8269999996, 116966.97599999979 489485.96499999985, 116967.22399999946 489486.0370000005, 116967.48299999908 489486.03500000015, 116967.73000000045 489485.9609999992, 116967.9459999986 489485.8189999983, 116968.11400000006 489485.6229999997, 116968.2190000005 489485.38699999824, 116968.25400000066 489485.131000001, 116968.24100000039 489483.0020000003))"
rws_grond_uitbreiding.183,Havenstad Amsterdam,,"POLYGON ((117012.23900000006 489482.7329999991, 117012.22700000182 489480.7329999991, 117012.18899999931 489480.4770000018, 117012.08100000024 489480.2430000007, 117011.91099999845 489480.0480000004, 117011.69299999997 489479.91000000015, 117011.4450000003 489479.8379999995, 117011.18699999899 489479.83999999985, 117010.94000000134 489479.9140000008, 117010.72300000116 489480.0560000017, 117010.55600000173 489480.2520000003, 117010.44999999925 489480.48800000176, 117010.41600000113 489480.743999999, 117010.44099999964 489484.8729999997, 117010.47800000012 489485.12900000066, 117010.5859999992 489485.36400000006, 117010.75600000098 489485.55799999833, 117010.97399999946 489485.6970000006, 117011.22300000116 489485.76900000125, 117011.48099999875 489485.7670000009, 117011.72899999842 489485.69200000167, 117011.9450000003 489485.55099999905, 117012.11300000176 489485.3539999984, 117012.21799999848 489485.1180000007, 117012.25200000033 489484.86199999973, 117012.23900000006 489482.7329999991))"
rws_grond_uitbreiding.184,Utrecht Groot Merwede,,"POLYGON ((136184.24300000072 453220.3530000001, 136184.93100000173 453217.1620000005, 136186.41099999845 453210.27699999884, 136182.73299999908 453209.53500000015, 136192.61800000072 453160.85500000045, 136196.8299999982 453161.7410000004, 136197.938000001 453156.58100000024, 136194.2890000008 453155.7800000012, 136195.4609999992 453149.94099999964, 136196.23099999875 453146.16099999845, 136197.76099999994 453138.54100000113, 136198.52100000158 453134.7710000016, 136201.43100000173 453120.3209999986, 136202.19099999964 453116.54100000113, 136203.4609999992 453110.24599999934, 136175.99500000104 453104.9360000007, 136175.9299999997 453105.37999999896, 136176.08700000122 453105.4129999988, 136172.68200000003 453128.25499999896, 136169.875 453146.36499999836, 136168.33799999952 453155.4200000018, 136165.91000000015 453170.31500000134, 136162.77800000086 453189.36499999836, 136161.0780000016 453197.4450000003, 136159.14499999955 453206.4310000017, 136156.3209999986 453219.90399999917, 136154.6160000004 453227.33999999985, 136148.60300000012 453251.8819999993, 136147.80600000173 453256.506000001, 136144.86800000072 453268.88699999824, 136142.57600000128 453280.1030000001, 136137.2580000013 453313.5709999986, 136129.64200000092 453363.8720000014, 136124.1259999983 453400, 136121.67300000042 453416.6779999994, 136117.02899999917 453446.40300000086, 136111.13800000027 453482.99500000104, 136103.0009999983 453534.9290000014, 136093.39699999988 453598.28500000015, 136084.45699999854 453656.27899999917, 136071.3359999992 453740.1730000004, 136064.66099999845 453783.9519999996, 136058.05299999937 453826.313000001, 136052.22700000182 453863.26199999824, 136052.05900000036 453863.23999999836, 136052.00299999863 453863.6259999983, 136052.05600000173 453863.6339999996, 136051.17500000075 453869.7529999986, 136050.9919999987 453869.7250000015, 136050.8139999993 453870.8779999986, 136051.0080000013 453870.9070000015, 136050.87099999934 453871.86100000143, 136050.81799999997 453871.8530000001, 136050.76199999824 453872.24500000104, 136050.8740000017 453872.2569999993, 136049.0780000016 453883.0300000012, 136048.3139999993 453888.0929999985, 136073.8139999993 453892.02899999917, 136161.89400000125 453324.4200000018, 136167.2199999988 453291.13899999857, 136173.73299999908 453263.73099999875, 136181.12099999934 453234.88800000027, 136184.24300000072 453220.3530000001))"
rws_grond_uitbreiding.185,Rotterdam Oostflank incl. FXL,,"POLYGON ((96246.55999999866 440519.4299999997, 96246.0700000003 440511.51000000164, 96251.18800000101 440456.4050000012, 96236.56700000167 440453.2740000002, 96227.02800000086 440451.2320000008, 96223.05299999937 440450.68299999833, 96213.57200000063 440449.3759999983, 96209.76399999857 440448.8509999998, 96147.125 440440.2129999995, 95967.0390000008 440401.5789999999, 95965.10399999842 440401.1640000008, 95919.12000000104 440431.7199999988, 95892.6400000006 440441.4299999997, 95850.85000000149 440450.62000000104, 95846.14999999851 440449.4690000005, 95845.66800000146 440449.3509999998, 95844.43699999899 440449.05000000075, 95818.62000000104 440442.73000000045, 95815.30999999866 440443.4600000009, 95811.3590000011 440459.2529999986, 95811.17000000179 440460.01000000164, 95807.48999999836 440474.69000000134, 95807.30900000036 440475.4120000005, 95805.16600000113 440483.9770000018, 95804.9600000009 440484.80000000075, 95801.46999999881 440498.73000000045, 95801.31300000101 440499.3570000008, 95798.35799999908 440511.1499999985, 95798.14999999851 440511.98000000045, 95789.4600000009 440546.7100000009, 95789.29600000009 440547.36199999973, 95781.23800000176 440579.40100000054, 95781.05000000075 440580.1499999985, 95780.87099999934 440580.8770000003, 95780.66299999878 440581.7190000005, 95776.39999999851 440599, 95776.24300000072 440599.6160000004, 95772.4450000003 440614.54199999943, 95772.44000000134 440614.563000001, 95765.12099999934 440643.3260000013, 95765.11699999869 440643.34099999815, 95761.76700000092 440656.50499999896, 95796.7899999991 440665.41000000015, 95794.09099999815 440676.3539999984, 95792.66600000113 440682.1550000012, 95791.20699999854 440688.061999999, 95788.60000000149 440698.62000000104, 95798.37999999896 440701.1400000006, 95796.34600000083 440709.4360000007, 95795.9299999997 440711.0300000012, 95824.81700000167 440718.1559999995, 95899.94999999925 440736.69000000134, 95962.14999999851 440751.6799999997, 95981.23999999836 440756.2719999999, 95981.5390000008 440756.3449999988, 96138.39299999923 440790.32400000095, 96235.79399999976 440811.3729999997, 96250.66000000015 440805.6799999997, 96276.76000000164 440797.8500000015, 96300.92000000179 440792.4699999988, 96325.60000000149 440788.19999999925, 96350.10000000149 440785.8900000006, 96369.75 440785.0300000012, 96420.44000000134 440784.3500000015, 96480.5399999991 440785.26000000164, 96512.91099999845 440786.68499999866, 96544.11600000039 440657.13800000027, 96483.33999999985 440639.48999999836, 96406.9600000009 440612.23000000045, 96382.12000000104 440601.80999999866, 96322.16000000015 440571.30000000075, 96292.33999999985 440552.8299999982, 96259.08999999985 440530.1700000018, 96252.89999999851 440525.66000000015, 96246.55999999866 440519.4299999997))"
rws_grond_uitbreiding.186,Nijmegen Kanaalzone,,"POLYGON ((185431.32600000128 423111.63500000164, 185418.8999999985 423127.2740000002, 185440.52299999818 423145.7829999998, 185462.79100000113 423118.11300000176, 185451.58999999985 423108.5769999996, 185448.875 423111.9609999992, 185435.85500000045 423106.11100000143, 185431.32600000128 423111.63500000164))"
rws_grond_uitbreiding.187,Havenstad Amsterdam,,"POLYGON ((118733.90300000086 492094.83900000155, 118775.97700000182 492161.9849999994, 119063.95800000057 492018.12000000104, 119088.27199999988 492006.02800000086, 119124.85300000012 491987.69299999997, 119160.1640000008 491969.95600000024, 119198.96499999985 491950.59600000083, 119241.56100000069 491929.23000000045, 119300.39200000092 491899.93400000036, 119242.9149999991 491838.5469999984, 119157.32800000161 491887.8359999992, 119145.3209999986 491894.75, 119144.92000000179 491894.97199999914, 119042.77299999818 491951.64499999955, 119042.44000000134 491951.8299999982, 119031.56199999899 491957.6979999989, 118947.02100000158 492003.3020000011, 118946.45199999958 492003.6420000009, 118945.76099999994 492003.8189999983, 118945.07699999958 492004.1479999982, 118944.49399999902 492004.2289999984, 118943.95600000024 492004.3539999984, 118942.42500000075 492004.4919999987, 118815.23800000176 492041.2010000013, 118800.48800000176 492045.7670000009, 118793.95800000057 492047.686999999, 118784.60300000012 492050.2349999994, 118777.84099999815 492052.22300000116, 118770.08300000057 492054.40199999884, 118765.22700000182 492055.65100000054, 118753.71400000155 492058.37099999934, 118738.15700000152 492061.9050000012, 118721.27600000054 492065.48900000006, 118725.52899999917 492075.72399999946, 118733.90300000086 492094.83900000155))"
rws_grond_uitbreiding.189,Rotterdam Oostflank incl. FXL,,"POLYGON ((98630.02699999884 441377.26999999955, 98638.82600000128 441381, 98649.55099999905 441385.83199999854, 98664.1090000011 441392.21599999815, 98665.77100000158 441388.66000000015, 98675.93160000071 441371.495099999, 98687.92749999836 441339.7058000006, 98712.6024999991 441248.98889999837, 98700.5399999991 441239.94000000134, 98608.8900000006 441368, 98621.2809999995 441373.43400000036, 98630.02699999884 441377.26999999955))"
rws_grond_uitbreiding.190,Havenstad Amsterdam,,"POLYGON ((120658.93299999833 493064.0469999984, 120660.16600000113 493057.45699999854, 120662.75499999896 493042.1319999993, 120663.17199999839 493039.7289999984, 120664.68600000069 493031.17599999905, 120664.84499999881 493030.1160000004, 120665.33399999887 493027.3049999997, 120666.04600000009 493023.8520000018, 120667.1649999991 493016.5639999993, 120667.74399999902 493010.83999999985, 120667.60700000077 493007.21400000155, 120666.54300000146 493001.936999999, 120665.72800000012 492997.71499999985, 120665.8909999989 492994.3779999986, 120665.90500000119 492994.2529999986, 120666.1640000008 492991.90300000086, 120666.8049999997 492988.83399999887, 120668.5399999991 492980.53500000015, 120669.66800000146 492976.92500000075, 120671.06399999931 492975.09699999914, 120673.83300000057 492970.76199999824, 120675.8900000006 492966.81500000134, 120677.32999999821 492962.09099999815, 120677.52100000158 492961.0520000011, 120649.67300000042 492955.99599999934, 120624.97700000182 492951.27899999917, 120603.67000000179 492947.6499999985, 120594.34899999946 492946.44000000134, 120564.19000000134 492940.3280000016, 120540.83900000155 492934.7030000016, 120535.40399999917 492933.0309999995, 120530.97199999914 492931.9450000003, 120499.58199999854 492925.38899999857, 120475.31700000167 492921.7349999994, 120461.33799999952 492920.35599999875, 120448.3909999989 492919.0789999999, 120393.21299999952 492915.2580000013, 120435.71299999952 493159.0170000009, 120436.51199999824 493163.59699999914, 120448.32499999925 493162.94099999964, 120460.88399999961 493162.1259999983, 120474.00600000098 493161.77600000054, 120484.36199999973 493161.7960000001, 120498.83900000155 493162.2870000005, 120508.7490000017 493162.8740000017, 120520.15700000152 493163.55999999866, 120532.22700000182 493164.8770000003, 120541.19399999827 493166.2120000012, 120551.04100000113 493167.5789999999, 120560.76999999955 493168.9750000015, 120570.65300000086 493170.4389999993, 120579.62700000033 493171.7580000013, 120590.20899999887 493173.33999999985, 120599.52499999851 493174.688000001, 120609.09200000018 493176.0320000015, 120619.84099999815 493177.631000001, 120625.39400000125 493178.44299999997, 120634.13199999928 493179.62900000066, 120635.08399999887 493175.3020000011, 120635.61800000072 493172.7679999992, 120635.66000000015 493172.57400000095, 120638.42799999937 493159.8520000018, 120639.21999999881 493156.436999999, 120640.87299999967 493154.22300000116, 120643.80900000036 493150.1270000003, 120645.9290000014 493146.5329999998, 120646.7349999994 493142.6770000011, 120647.63500000164 493136.4609999992, 120648.82999999821 493129.5480000004, 120649.94099999964 493122.9519999996, 120650.32999999821 493119.83199999854, 120650.35700000077 493119.6180000007, 120652.20600000024 493104.7719999999, 120652.22700000182 493104.64400000125, 120652.24599999934 493104.5320000015, 120653.70600000024 493095.69000000134, 120656.04300000146 493081.54199999943, 120656.18100000173 493080.70699999854, 120658.50899999961 493066.6180000007, 120658.93299999833 493064.0469999984))"
rws_grond_uitbreiding.191,Havenstad Amsterdam,,"POLYGON ((118041.49599999934 488716.7490000017, 118041.30000000075 488723.89499999955, 118041.27899999917 488724.6710000001, 118073.01199999824 488725.43400000036, 118073.03599999845 488724.53400000185, 118073.22700000182 488717.5, 118041.49599999934 488716.7490000017))"
rws_grond_uitbreiding.192,Havenstad Amsterdam,,"POLYGON ((120314.82899999991 492883.3200000003, 120308.00400000066 492893.1889999993, 120307.0150000006 492894.6490000002, 120303.44399999827 492901.1799999997, 120298.40799999982 492910.51099999994, 120294.7109999992 492917.1400000006, 120292.15700000152 492921.98600000143, 120290.73900000006 492924.62000000104, 120290.48900000006 492925.30099999905, 120268.56899999827 492984.96599999815, 120267.05999999866 493013.4780000001, 120272.65300000086 493058.5729999989, 120277.03200000152 493093.94999999925, 120278.24399999902 493121.5940000005, 120278.2349999994 493122.8449999988, 120278.23999999836 493123.62900000066, 120272.20899999887 493162.52600000054, 120256.6950000003 493199.2679999992, 120237.35599999875 493228.0020000003, 120212.10200000182 493265.00400000066, 120239.74399999902 493272.7529999986, 120241.54899999872 493270.81799999997, 120244.81399999931 493267.3830000013, 120248.13300000131 493264.0009999983, 120251.50600000098 493260.6730000004, 120254.93200000003 493257.3990000002, 120258.41000000015 493254.1810000017, 120261.94000000134 493251.01900000125, 120265.51999999955 493247.9140000008, 120269.14900000021 493244.8669999987, 120272.82699999958 493241.8779999986, 120276.55200000107 493238.94900000095, 120280.32299999893 493236.0799999982, 120284.1409999989 493233.2729999982, 120288.00299999863 493230.52600000054, 120291.90799999982 493227.8420000002, 120295.85599999875 493225.22199999914, 120299.84600000083 493222.6649999991, 120303.8759999983 493220.1719999984, 120313.93899999931 493214.7729999982, 120324.0399999991 493209.44299999997, 120334.17700000107 493204.18400000036, 120344.35099999979 493198.99500000104, 120354.55999999866 493193.8770000003, 120364.8040000014 493188.8289999999, 120375.08300000057 493183.8530000001, 120380.44799999893 493181.25499999896, 120385.84499999881 493178.72300000116, 120391.27199999988 493176.2589999996, 120396.73099999875 493173.86300000176, 120402.21799999848 493171.53500000015, 120407.7340000011 493169.27600000054, 120413.27800000086 493167.0850000009, 120418.84899999946 493164.9629999995, 120424.4450000003 493162.91099999845, 120430.06700000167 493160.9290000014, 120435.71299999952 493159.0170000009, 120393.21299999952 492915.2580000013, 120389.3909999989 492913.76399999857, 120386.23200000077 492910.94000000134, 120385.56799999997 492907.618999999, 120387.42300000042 492895.7479999997, 120366.79500000179 492888.91899999976, 120336.0399999991 492878.6810000017, 120321.44700000063 492873.8049999997, 120315.14699999988 492882.86199999973, 120314.82899999991 492883.3200000003))"
rws_grond_uitbreiding.193,Havenstad Amsterdam,,"POLYGON ((119267.5859999992 491619.7729999982, 119250.31500000134 491591.0320000015, 119248.6409999989 491580.8839999996, 119244.6790000014 491573.7490000017, 119242.68499999866 491565.18200000003, 119145.34299999848 491434.21599999815, 119152.23999999836 491429.14400000125, 119111.82999999821 491375.0089999996, 119116.46299999952 491371.5859999992, 119066.06700000167 491303.4970000014, 119064.64299999923 491301.57400000095, 119028.01199999824 491252.0850000009, 119027.97700000182 491252.0379999988, 118936.10799999908 491127.91800000146, 118924.52199999988 491109.58399999887, 118926.93499999866 491107.7989999987, 118924.20100000128 491104.311999999, 118910.4609999992 491087.15100000054, 118910.34899999946 491087.23999999836, 118907.86300000176 491084.08900000155, 118901.11699999869 491075.37099999934, 118893.59499999881 491065.4470000006, 118888.1950000003 491058.25, 118881.92199999839 491049.8759999983, 118881.34600000083 491049.08999999985, 118880.71400000155 491048.34699999914, 118880.03000000119 491047.65199999884, 118879.62999999896 491047.2820000015, 118858.34800000116 491063.1939999983, 119063.7650000006 491342.77800000086, 119061.56700000167 491344.27899999917, 119266.4459999986 491620.4620000012, 119267.5859999992 491619.7729999982))"
rws_grond_uitbreiding.194,Havenstad Amsterdam,,"POLYGON ((116572.23000000045 489485.51300000027, 116572.21999999881 489483.51300000027, 116572.18499999866 489483.25400000066, 116572.07800000161 489483.0159999989, 116571.90799999982 489482.81799999997, 116571.68899999931 489482.6770000011, 116571.43800000101 489482.6039999984, 116571.17799999937 489482.60500000045, 116570.92799999937 489482.6799999997, 116570.70899999887 489482.8229999989, 116570.54100000113 489483.0219999999, 116570.43600000069 489483.26099999994, 116570.40300000086 489483.51999999955, 116570.42599999905 489487.6499999985, 116570.45899999887 489487.91000000015, 116570.56500000134 489488.15100000054, 116570.73600000143 489488.3500000015, 116570.95600000024 489488.4930000007, 116571.20800000057 489488.56599999964, 116571.47100000083 489488.56500000134, 116571.72199999914 489488.48800000176, 116571.94099999964 489488.3420000002, 116572.10799999908 489488.1400000006, 116572.2109999992 489487.8990000002, 116572.24100000039 489487.63800000027, 116572.23000000045 489485.51300000027))"
rws_grond_uitbreiding.195,Nijmegen Kanaalzone,,"POLYGON ((184260.3209999986 427916.79199999943, 184247.95899999887 427891.55000000075, 184239.6950000003 427874.6770000011, 184216.70199999958 427828.6279999986, 184230.62200000137 427900.46499999985, 184247.3509999998 427935.5150000006, 184260.5940000005 427961.50499999896, 184273.9549999982 427944.631000001, 184260.3209999986 427916.79199999943))"
rws_grond_uitbreiding.196,Havenstad Amsterdam,,"POLYGON ((117991.18400000036 488809.8909999989, 117998.75400000066 488810.9979999997, 118038.90700000152 488816.87099999934, 118070.61600000039 488821.5089999996, 118089.19200000167 488824.2270000018, 118100.19399999827 488776.86400000006, 118100.49199999869 488776.0789999999, 118101.74599999934 488731.48999999836, 118101.89999999851 488726.0450000018, 118073.01199999824 488725.43400000036, 118041.27899999917 488724.6710000001, 118035.35000000149 488724.4699999988, 117994.30000000075 488723.4450000003, 117994.07499999925 488729.6649999991, 117997.9609999992 488729.6790000014, 117997.69399999827 488807.59600000083, 117991.26700000092 488807.5720000006, 117991.18400000036 488809.8909999989))"
rws_grond_uitbreiding.197,Rotterdam Oostflank incl. FXL,,"POLYGON ((96563.51000000164 438666.1000000015, 96513.76999999955 438653.63699999824, 96510.37000000104 438652.76999999955, 96506.80999999866 438667.05000000075, 96559.92000000179 438680.37999999896, 96563.51000000164 438666.1000000015))"
rws_grond_uitbreiding.198,Rotterdam Oostflank incl. FXL,,"POLYGON ((95361.19299999997 435623.99500000104, 95364.03000000119 435624.76999999955, 95409.33799999952 435637.1460000016, 95410.70499999821 435632.0320000015, 95369.10599999875 435619.4230000004, 95368.55900000036 435619.1939999983, 95367.98699999973 435619.03599999845, 95367.39999999851 435618.9530000016, 95366.80700000003 435618.9450000003, 95366.21799999848 435619.01199999824, 95365.64200000092 435619.15399999917, 95365.08900000155 435619.3669999987, 95364.56799999997 435619.6499999985, 95364.08700000122 435619.99599999934, 95363.65300000086 435620.40100000054, 95363.27499999851 435620.8579999991, 95362.95800000057 435621.3590000011, 95361.19299999997 435623.99500000104))"
rws_grond_uitbreiding.199,Havenstad Amsterdam,,"POLYGON ((120683.6409999989 493124.2419999987, 120683.63100000098 493124.3060000017, 120682.79199999943 493129.5150000006, 120681.94099999964 493134.6030000001, 120680.99100000039 493140.4519999996, 120680.05600000173 493146.1030000001, 120679.1240000017 493151.8590000011, 120678.13899999857 493158.09099999815, 120677.59099999815 493161.72199999914, 120676.95199999958 493165.9510000013, 120674.23699999973 493186.30900000036, 120702.43600000069 493190.0940000005, 120702.63899999857 493188.23099999875, 120704.64499999955 493188.4820000008, 120704.2349999994 493190.8570000008, 120708.11600000039 493191.45600000024, 120709.31599999964 493191.61499999836, 120712 493192.0399999991, 120715.88599999994 493192.6079999991, 120727.55600000173 493194.22100000083, 120735.34699999914 493195.2190000005, 120737.29199999943 493195.45699999854, 120739.24500000104 493195.6950000003, 120747.04699999839 493196.6009999998, 120750.95100000128 493197.0309999995, 120758.76300000027 493197.8449999988, 120766.58100000024 493198.59699999914, 120770.49300000072 493198.94999999925, 120774.40500000119 493199.2870000005, 120778.31899999827 493199.6090000011, 120790.06799999997 493200.4820000008, 120797.90700000152 493200.98600000143, 120801.82699999958 493201.21499999985, 120805.7490000017 493201.4290000014, 120809.67100000009 493201.6270000003, 120817.51700000092 493201.9759999998, 120821.44200000167 493202.1279999986, 120825.36600000039 493202.26399999857, 120833.21799999848 493202.48999999836, 120837.14400000125 493202.5789999999, 120841.0700000003 493202.65399999917, 120852.85099999979 493202.7829999998, 120860.70600000024 493202.79100000113, 120864.63300000131 493202.7729999982, 120866.14900000021 493202.7589999996, 120868.55999999866 493202.73800000176, 120872.48699999973 493202.688000001, 120880.33999999985 493202.54199999943, 120888.19099999964 493202.33300000057, 120892.11600000039 493202.20600000024, 120899.96499999985 493201.90399999917, 120907.81100000069 493201.54100000113, 120918.03700000048 493200.70800000057, 120924.8599999994 493200.23000000045, 120928.27299999818 493200.01399999857, 120931.68699999899 493199.813000001, 120935.10099999979 493199.6279999986, 120941.93400000036 493199.3040000014, 120945.35099999979 493199.1649999991, 120948.76799999923 493199.04199999943, 120955.60500000045 493198.8420000002, 120962.44299999997 493198.7030000016, 120969.28299999982 493198.6270000003, 120972.70199999958 493198.61199999973, 120976.12200000137 493198.61199999973, 120979.54199999943 493198.6279999986, 120986.38100000098 493198.70600000024, 120993.21999999881 493198.84600000083, 121000.05600000173 493199.0469999984, 121010.03500000015 493199.4770000018, 121017.67000000179 493199.4140000008, 121017.86400000006 493199.09600000083, 121018.79399999976 493197.5709999986, 121023.4140000008 493189.5469999984, 121025.12099999934 493186.6620000005, 121028.02400000021 493182.1099999994, 121029.71799999848 493180.8669999987, 121036.70899999887 493171.83199999854, 121042.59099999815 493163.66600000113, 121051.48699999973 493151.00400000066, 121056.31399999931 493142.9620000012, 121060.97199999914 493135.1020000018, 121060.58999999985 493134.90100000054, 121070.3440000005 493115.5729999989, 121070.81599999964 493113.48900000006, 121075.51000000164 493104.23999999836, 121076.4609999992 493102.36499999836, 121048.13199999928 493092.1429999992, 121041.28599999845 493089.6730000004, 121032.92700000107 493086.6570000015, 121022.01099999994 493085.57400000095, 121007.70300000161 493082.7430000007, 120986.26900000125 493079.3969999999, 120928.32999999821 493060.6550000012, 120866.03599999845 493035.22100000083, 120822.16200000048 493018.15399999917, 120729.18299999833 492983.76300000027, 120705.34899999946 492989.98600000143, 120705.33199999854 492990.09899999946, 120705.21499999985 492990.8729999997, 120704.45100000128 492995.75, 120704.2809999995 492996.5689999983, 120703.59899999946 493000.84099999815, 120703.5309999995 493001.2520000003, 120701.90500000119 493011.1570000015, 120700.27600000054 493021.1559999995, 120698.625 493031.4210000001, 120697.05299999937 493041.45800000057, 120694.70699999854 493056.0870000012, 120694.59499999881 493056.7890000008, 120692.24799999967 493071.37999999896, 120692.23699999973 493071.4510000013, 120691.72700000182 493074.618999999, 120691.59899999946 493075.40300000086, 120691.58199999854 493075.5080000013, 120689.3359999992 493089.6730000004, 120689.20300000161 493090.51000000164, 120686.97199999914 493104.5859999992, 120686.13300000131 493108.7679999992, 120686.05200000107 493109.2679999992, 120686.0399999991 493109.34099999815, 120683.6409999989 493124.2419999987))"
rws_grond_uitbreiding.200,Havenstad Amsterdam,,"POLYGON ((117188.23099999875 489481.6739999987, 117188.22100000083 489479.6739999987, 117188.19099999964 489479.41099999845, 117188.08700000122 489479.16899999976, 117187.91800000146 489478.96599999815, 117187.69700000063 489478.8209999986, 117187.44399999827 489478.74500000104, 117187.1799999997 489478.74599999934, 117186.92700000107 489478.8229999989, 117186.70699999854 489478.9690000005, 117186.5390000008 489479.1730000004, 117186.43600000069 489479.41600000113, 117186.40799999982 489479.6790000014, 117186.42700000107 489483.8110000007, 117186.4600000009 489484.0709999986, 117186.56599999964 489484.3110000007, 117186.73600000143 489484.51000000164, 117186.95600000024 489484.65300000086, 117187.20800000057 489484.7259999998, 117187.46999999881 489484.7250000015, 117187.72100000083 489484.6479999982, 117187.93899999931 489484.50400000066, 117188.10700000077 489484.3020000011, 117188.2109999992 489484.0610000007, 117188.24100000039 489483.80099999905, 117188.23099999875 489481.6739999987))"
rws_grond_uitbreiding.201,Rotterdam Oostflank incl. FXL,,"POLYGON ((96446.5399999991 439133.51999999955, 96448.27199999988 439126.57400000095, 96459.28000000119 439082.6700000018, 96405.75 439069.6000000015, 96396.41000000015 439107.3900000006, 96393.26000000164 439120.12000000104, 96446.5399999991 439133.51999999955))"
rws_grond_uitbreiding.202,Rotterdam Oostflank incl. FXL,,"POLYGON ((96648.80900000036 437728.3040000014, 96647.89699999988 437726.4389999993, 96634.63500000164 437727.9780000001, 96635.61600000039 437729.91899999976, 96639.6409999989 437737.8900000006, 96651.95300000161 437736.32400000095, 96651.82400000095 437735.2270000018, 96651.70800000057 437734.2329999991, 96648.80900000036 437728.3040000014))"
rws_grond_uitbreiding.203,Havenstad Amsterdam,,"POLYGON ((118051.41000000015 489127.9690000005, 118028.81599999964 489128.7039999999, 118028.71799999848 489130.7250000015, 118028.24300000072 489140.51000000164, 118027.90100000054 489144.1420000009, 118065.88399999961 489142.8960000016, 118065.9690000005 489145.4290000014, 118067.6959999986 489145.4299999997, 118067.82800000161 489143.5949999988, 118067.88399999961 489131.00400000066, 118067.89900000021 489127.47300000116, 118051.41000000015 489127.9690000005))"
rws_grond_uitbreiding.204,Havenstad Amsterdam,,"POLYGON ((116792.26000000164 489484.0929999985, 116792.24199999869 489482.0929999985, 116792.20699999854 489481.83300000057, 116792.09800000116 489481.5949999988, 116791.92700000107 489481.3960000016, 116791.70600000024 489481.25499999896, 116791.45399999991 489481.18299999833, 116791.19200000167 489481.1860000007, 116790.94099999964 489481.26300000027, 116790.72300000116 489481.4079999998, 116790.55600000173 489481.6099999994, 116790.45199999958 489481.8509999998, 116790.42199999839 489482.11100000143, 116790.45899999887 489486.23800000176, 116790.49399999902 489486.4970000014, 116790.60200000182 489486.73600000143, 116790.77299999818 489486.93400000036, 116790.99399999902 489487.07499999925, 116791.24599999934 489487.1479999982, 116791.50699999928 489487.14499999955, 116791.75800000131 489487.0689999983, 116791.97599999979 489486.9239999987, 116792.14400000125 489486.72300000116, 116792.24799999967 489486.4829999991, 116792.27899999917 489486.22300000116, 116792.26000000164 489484.0929999985))"
rws_grond_uitbreiding.205,Havenstad Amsterdam,,"POLYGON ((117144.23600000143 489481.9290000014, 117144.22599999979 489479.9290000014, 117144.19200000167 489479.6700000018, 117144.0850000009 489479.43200000003, 117143.9140000008 489479.2340000011, 117143.6950000003 489479.0929999985, 117143.44399999827 489479.01999999955, 117143.18299999833 489479.0210000016, 117142.93299999833 489479.09699999914, 117142.71499999985 489479.2410000004, 117142.54699999839 489479.44099999964, 117142.44299999997 489479.6810000017, 117142.41200000048 489479.94000000134, 117142.43600000069 489484.0720000006, 117142.46799999848 489484.33300000057, 117142.57400000095 489484.5729999989, 117142.74399999902 489484.7729999982, 117142.96499999985 489484.91600000113, 117143.21700000018 489484.98900000006, 117143.47899999842 489484.98800000176, 117143.73000000045 489484.91099999845, 117143.94900000095 489484.7650000006, 117144.11600000039 489484.563000001, 117144.2190000005 489484.3209999986, 117144.24799999967 489484.05999999866, 117144.23600000143 489481.9290000014))"
rws_grond_uitbreiding.206,Havenstad Amsterdam,,"POLYGON ((118410.1649999991 490540.05999999866, 118430.4690000005 490524.8729999997, 118386.9600000009 490466.16899999976, 118366.41600000113 490481.375, 118379.93800000101 490499.51399999857, 118379.6559999995 490499.84699999914, 118379.91200000048 490500.20600000024, 118380.31799999997 490500.0240000002, 118405.92100000009 490534.3669999987, 118405.66800000146 490534.69999999925, 118405.9450000003 490535.0210000016, 118406.31300000101 490534.8929999992, 118410.1649999991 490540.05999999866))"
