FID,nwbversie,nwbwvkid,netwerkcategorie,netwerkschakelcode,netwerkschakelnaam,systeemdeelnr,systeemdeelnaam,systeemdeelpositie,vkwegvaknaam,vkwegvakwegcat,vkwegvakfunctie,vkwegvakobjectnaam,nwbwegnummer,nwbwegdeellttr,nwbhectoletter,nwbrpecode,nwbbstcode,nwbbeginkm,nwbeindkm,nwbgmenaam,nwbdistrnaam,nwbdienstnaam,nwbwvklengte,nwbwegnraw,nwbwegnrhmp,vkwegvakeersteinstdl,vkwegvaklaatsteinstdl,vkwegvakmaatgevendint,vkwegvakknooppunt,vkwegvakhmbegin,vkwegvakhmeind,vildtrajectnaam,weg,last_update,se_anno_cad_data,verkeerskundigwegvakcode,kleurcodeverkeerskundigwegvak,gdb_geomattr_data,shape
hwn_netwerkcategorieen.641,202210,600106923,B,044-0040,A44 Aansluiting N44 Deijlerweg - Aansluiting N14,044-0040-R,Aansluiting N44 Deijlerweg - Aansluiting N14,3,Wassenaar van der Oudenmeulenlaan - Den Haag Aansluiting N14,aw,hoofdrijbaan,,044,R,a,R,AFR,27.269,27.288,Wassenaar,WNZ District Noord,RWS West-Nederland Zuid,15,RW44,N44,0,1,0,0,25411,27445,A44 Wassenaar - Den Haag,N44R,2022-12-01T08:38:15,,044-0040-R_003,044-0040_003,,"LINESTRING (84516.53460000083 457990.8211000003, 84504.21290000156 457981.85920000076)"
hwn_netwerkcategorieen.642,202210,600136147,A,007-0050,A7 Den Oever -  KP Zurich v.v.,007-0060-L,Beheersgrens MNN (KP Zurich) - Breezanddijk,2,KP Zurich(15) (beheergrens MN/NN) - Kornwerderzand(14a),asw,hoofdrijbaan,,007,R,#,L,HR,99.939,97.832,Súdwest-Fryslân,MN District Noord,RWS Midden-Nederland,2108,RW7,A7,1,0,0,0,99940,97700,A7 Zurich - Den Oever,A7L,2022-12-01T08:38:15,,007-0060-L_002,007-0050_002,,"LINESTRING (153949.38910000026 567046.4750000015, 153680.35379999876 566782.3546000011, 153358.67969999835 566466.1152999997, 152620.6363000013 565741.0062999986, 152594.85429999977 565716.3957000002, 152580.23939999938 565702.7426999994, 152565.45859999955 565689.2677000016, 152547.50349999964 565673.4338999987, 152522.942400001 565652.4677000009, 152507.5401000008 565639.6394999996, 152492.00609999895 565627.0240000002, 152476.21269999817 565614.7509999983, 152460.22590000182 565602.7331000008, 152433.66550000012 565583.3528000005)"
hwn_netwerkcategorieen.643,202210,488516006,A,033-1010,N33 KP Assen - KP Zuidbroek v.v.,033-1010-R,KP Assen - Gieten,3,Rolde(33) - Gieten(34),aw,hoofdrijbaan,,033,R,#,R,HR,18.845,20.909,Aa en Hunze,NN District Oost,RWS Noord-Nederland,2064,RW33,N33,0,1,0,0,12875,21555,N33 Asssen - Zuidbroek,N33R,2022-12-01T08:38:15,,033-1010-R_003,033-1010_003,,"LINESTRING (244217.2111000009 558176.7747999988, 244701.07169999927 558372.9486999996, 244822.55480000004 558422.0947000012, 245039.19150000066 558509.7351999991, 245096.39409999922 558532.876600001, 245189.249499999 558570.0023999996, 245245.0775000006 558591.9851999991, 245300.98919999972 558613.7545999996, 245416.1174999997 558657.9178000018, 245437.4477000013 558665.9875999987, 245496.3665000014 558688.2780999988, 245560.94830000028 558712.3867999986, 245590.05160000175 558723.2512000017, 245599.37299999967 558726.6882999986, 245665.11169999838 558750.9285999984, 245743.87429999933 558779.6163999997, 245916.07990000024 558841.7446999997, 246007.2580000013 558874.6398999989, 246069.90890000015 558896.9692000002, 246079.42379999906 558900.3603999987, 246118.440200001 558914.2661999986, 246140.36019999906 558922.0786000006, 246141.68580000103 558922.5511000007)"
hwn_netwerkcategorieen.644,202210,600138550,C,001-0055,A1 KP Hoevelaken - Barneveld v.v.,001-0055-L,provinciegrens (beheergrens ON/MN) - KP Hoevelaken,1,provinciegrens (beheergrens ON/MN) - KP Hoevelaken,asw,hoofdrijbaan,,001,R,#,L,HR,46.103,45.954,Amersfoort,MN District Zuid,RWS Midden-Nederland,151,RW1,A1,1,1,1,0,48407,45952,A1 Apeldoorn - Amersfoort,A1L,2022-12-01T08:38:15,,001-0055-L_001,001-0055_001,,"LINESTRING (159028.33100000024 464420.98900000006, 159001 464429, 158957 464445, 158931 464454, 158887.01449999958 464473.98409999907)"
hwn_netwerkcategorieen.645,202210,276278065,C,002-0050,A2 KP Deil - KP Everdingen v.v,002-0050-R,KP Everdingen - Beheersgrens MNZ,1,KP Everdingen - Everdingen(12),asw,hoofdrijbaan,,002,R,b,R,OPR,79.356,79.741,Vijfheerenlanden,MN District Zuid,RWS Midden-Nederland,388,RW2,A2,1,0,1,0,75299,79897,A2 Utrecht - s-Hertogenbosch,A2R,2022-12-01T08:38:15,,002-0050-R_001,002-0050_001,,"LINESTRING (138340.4459999986 439213.70699999854, 138371.69539999962 439173.7452000007, 138402.24810000136 439141.17440000176, 138409.68409999833 439134.48380000144, 138418.32180000097 439127.9433000013, 138426.9706000015 439122.8618000001, 138431.49560000002 439120.7274999991, 138438.18420000002 439117.8588999994, 138447.73570000008 439114.8326999992, 138452.61730000004 439113.7437000014, 138465.56329999864 439111.939100001, 138470.56069999933 439111.7749999985, 138475.55999999866 439111.6627999991, 138486.87330000103 439112.4723000005, 138521.64970000088 439116.4312000014, 138527.93580000103 439116.9968000017, 138537.92060000077 439117.60539999977, 138547.91939999908 439117.77749999985, 138560.07660000026 439117.33619999886, 138570.01570000127 439116.4631999992, 138584.8385999985 439114.1634999998, 138594.8348999992 439112.0322000012, 138609.2804000005 439108.01139999926, 138618.74309999868 439104.7734000012, 138631.8825000003 439099.3264000006, 138640.90260000154 439095.0058999993, 138645.32889999822 439092.6779999994, 138652.7408999987 439088.42240000144, 138661.2531999983 439083.12900000066, 138669.45100000128 439077.40199999884, 138676.20850000158 439072.3295000009)"
hwn_netwerkcategorieen.646,202210,600142245,A,007-1010,A7 KP Zurich - KP Joure v.v.,007-1030-L,KP Joure - Sneek-Oost,1,Joure-West(23) - Sneek-Oost(22),asw,hoofdrijbaan,Brug over de Langweerder Wielen,007,R,#,L,HR,128.911,127.971,De Fryske Marren,NN District West,RWS Noord-Nederland,937,RW7,A7,0,1,1,0,132990,123607,A7 Heerenveen - Zurich,A7L,2022-12-01T08:38:15,,007-1030-L_001,007-1010_001,,"LINESTRING (177681.93809999898 555697.2419999987, 177667.3425000012 555705.9103999995, 177632.78029999882 555726.0467000008, 177510.6116000004 555796.7586999983, 177476.05970000103 555816.9167999998, 177441.69289999828 555837.3843999989, 177390.44319999963 555868.5887999982, 177366.25 555883.7842999995, 177349.3935999982 555894.5852999985, 177327.5599000007 555908.9560000002, 177310.9582999982 555920.1143000014, 177294.4461000003 555931.4006999992, 177278.05460000038 555942.8601999991, 177261.74980000034 555954.4439000003, 177245.62029999867 555966.2789999992, 177229.53909999877 555978.1834000014, 177209.57330000028 555993.4228999987, 177193.78660000116 556005.7127999999, 177168.68510000035 556025.8632999994, 177137.89829999954 556051.4010000005, 177110.1873999983 556075.4398000017, 177092.17709999904 556091.4279000014, 177061.48409999907 556119.6999999993, 177032.63549999893 556147.3859999999, 177016.96090000123 556162.9618000016, 176988.9063999988 556191.4827999994, 176975.07440000027 556205.9285000004, 176947.68710000068 556235.0832999982, 176932.6875 556251.2487999983)"
hwn_netwerkcategorieen.647,202210,600148954,A,015-0110,A18 KP Oud Dijk - Doetinchem-Oost (v.v.),015-0110-L,KP Oud Dijk - Doetinchem-Oost (L),402,verzorgingsplaats Geulenkamp,vpl,verzorgingsplaats,Geulenkamp(Shell),015,R,n,L,PST,192.974,192.88,Montferland,ON District Zuid,RWS Oost-Nederland,99,RW15,A18,0,0,0,0,193456,192880,A18 Varsseveld - Zevenaar,A15L,2022-12-01T08:38:15,,015-0110-L_402,015-0110_402,,"LINESTRING (209523.4609999992 439168.05099999905, 209455.76900000125 439120.4780000001, 209447.91299999878 439108.9549999982, 209447.10209999979 439107.06870000064)"
hwn_netwerkcategorieen.648,202210,600423245,B,059-0105,A59 KP Hooipolder - KP Empel v.v.,059-0105-R,KP Hooipolder - KP Empel,9,Heusden(42) - Nieuwkuijk(43),asw,hoofdrijbaan,,059,R,#,R,HR,124.763,125.285,Heusden,ZN District Midden,RWS Zuid-Nederland,517,RW59,A59,0,0,0,0,123302,125285,A59 Zonzeel - s-Hertogenbosh,A59R,2022-12-01T08:38:15,,059-0105-R_009,059-0105_009,,"LINESTRING (141671.05579999834 411813.3658000007, 141696.4189000018 411807.9857000001, 141735.19519999996 411798.9605999999, 141757.59219999984 411793.45149999857, 141796.2274999991 411783.0973000005, 141834.6988000013 411772.1169000007, 141863.3476999998 411763.5813000016, 142029.65909999982 411712.97560000047, 142070.9732999988 411700.61740000173, 142109.50829999894 411689.8834999986, 142128.85709999874 411684.7969000004, 142168.64609999955 411674.9642999992)"
hwn_netwerkcategorieen.649,202210,600105967,D,012-0010,A12 Den Haag-Malieveld - KP Prins Clausplein,012-0010-L,KP Prins Clausplein - Den Haag-Malieveld,2,KP Prins Clausplein - Voorburg(4),asw,hoofdrijbaan,,012,R,#,L,HR,5.458,5.142,Leidschendam-Voorburg,WNZ District Noord,RWS West-Nederland Zuid,321,RW12,A12,0,0,0,0,5775,5140,A12 Utrecht - Den Haag,A12L,2022-12-01T08:38:15,,012-0010-L_002,012-0010_002,,"LINESTRING (84843.46130000055 453501.2329999991, 84735.65709999949 453564.191300001, 84677.04399999976 453598.69139999896, 84625.58179999888 453629.5577000007, 84567.49639999866 453665.32759999856)"
hwn_netwerkcategorieen.650,202210,202296008,C,012-0030,A12 Zoetermeer - KP Gouwe (v.v.),012-0030-R,Zoetermeer - KP Gouwe,3,Zevenhuizen(9) - Moordrecht(10),asw,hoofdrijbaan,,012,R,a,R,PST,22.821,22.926,Zuidplas,WNZ District Noord,RWS West-Nederland Zuid,106,RW12,A12,0,0,0,0,22823,25495,A12 Den Haag - Utrecht,A12R,2022-12-01T08:38:15,,012-0030-R_003,012-0030_003,,"LINESTRING (101209.28830000013 448307.80110000074, 101229.2100000009 448291.8720000014, 101302.7109999992 448258.09600000083)"
hwn_netwerkcategorieen.651,202210,600127956,B,058-0025,A58 KP De Baars - KP St. Annabosch v.v.,058-0025-R,KP De Baars - KP St. Annabosch,2,KP De Baars - Tilburg-Centrum-Oost(10),asw,hoofdrijbaan,,058,R,#,R,HR,34.447,34.931,Tilburg,ZN District West,RWS Zuid-Nederland,486,RW58,A58,0,0,0,0,34444,35297,A58 Tilburg - Breda,A58R,2022-12-01T08:38:15,,058-0025-R_002,058-0025_002,,"LINESTRING (136543.754900001 395700.1790000014, 136528.3839999996 395663.9461000003, 136515.46220000088 395634.87370000035, 136508.12929999828 395619.9453999996, 136499.0799999982 395602.0452999994, 136489.61659999937 395584.4246999994, 136475.16039999947 395559.31120000035, 136464.56450000033 395542.2533, 136451.79520000145 395522.77739999816, 136440.40720000118 395506.3099000007, 136428.61580000073 395490.14919999987, 136418.83999999985 395477.3627000004, 136406.33289999887 395461.69640000165, 136289.76370000094 395320.92639999837, 136272.4737999998 395299.82559999824)"
hwn_netwerkcategorieen.652,202210,190261043,C,029-0010,A29 Vaanplein - Oud-Beijerland N217,029-0010-L,Oud-Beijerland N217- Vaanplein,1,KP Vaanplein,asw,hoofdrijbaan,,029,R,#,L,HR,10.621,10.347,Barendrecht,WNZ District Zuid,RWS West-Nederland Zuid,281,RW29,A29,0,1,0,1,10940,9385,A29 Sabina - Rotterdam,A29L,2022-12-01T08:38:15,,029-0010-L_001,029-0010_001,,"LINESTRING (95052.04459999874 430828.36890000105, 95059.27329999954 430843.4904999994, 95071.57409999892 430859.2578999996, 95080.95499999821 430871.9759999998, 95091.69350000098 430888.84739999846, 95095.90890000015 430896.6121999994, 95103.94310000166 430914.9184000008, 95107.13569999859 430924.19959999993, 95111.97910000011 430943.5603, 95113.2853000015 430951.50279999897, 95114.85909999907 430974.2212000005, 95113.84499999881 430994.1900999993, 95113.33940000087 430998.20910000056, 95109.55559999868 431017.8445000015, 95108.26550000161 431022.73110000044, 95102.03409999982 431041.7237999998, 95094.60619999841 431060.2952999994, 95091.68070000038 431067.2553999983, 95081.35350000113 431086.97630000114)"
hwn_netwerkcategorieen.653,202210,600142231,A,006-0050,A6 Lelystad - KP Emmeloord v.v.,006-0070-L,KP Emmeloord - Urk,2,KP Emmeloord - Emmeloord-West(14),asw,hoofdrijbaan,,006,R,#,L,HR,111.645,111.015,Noordoostpolder,MN District Noord,RWS Midden-Nederland,610,RW6,A6,0,0,0,0,111015,109512,A6 Emmeloord - Lelystad,A6L,2022-12-01T08:38:15,,006-0070-L_002,006-0050_002,,"LINESTRING (181245.22470000014 522745.8295999989, 181223.06830000132 522740.60599999875, 181205.4268000014 522738.2690999992, 181182.6154000014 522737.6385000013, 181160.24480000138 522739.9375, 181140.7291000001 522743.96880000085, 181133.02529999986 522746.0843999982, 181114.02519999817 522752.3214999996, 181103.63540000096 522756.2998000011, 181085.2083999999 522764.0438000001, 181067.86180000007 522771.68620000035, 181049.47360000014 522779.54349999875, 181042.8161999993 522782.24170000106, 181024.06709999964 522789.1816999987, 181019.4189000018 522790.76669999957, 181000.26199999824 522796.5658, 180993.39790000021 522798.4037999995, 180973.96159999818 522802.90670000017, 180966.94370000064 522804.3007000014, 180948.05999999866 522807.37970000133, 180928.16429999843 522809.56529999897, 180915.7664999999 522810.4288999997, 180895.76509999856 522811.0403999984, 180881.6202000007 522810.86019999906, 180861.64710000157 522809.6816999987, 180856.84340000153 522809.24500000104, 180836.96279999986 522806.9609000012, 180823.72569999844 522804.95600000024, 180804.05249999836 522801.2771999985, 180786.9706000015 522797.43090000004, 180767.5689000003 522792.5533000007, 180731.40619999915 522782.4257000014, 180684.88069999963 522768.59640000015, 180653.0025999993 522762.38589999825)"
hwn_netwerkcategorieen.654,202210,241230007,B,027-0020,A27 KP Hooipolder - Brug over de Merwede v.v.,027-0020-R,KP Hooipolder - Brug over de Merwede,3,Geertruidenberg(20) - Hank(21),asw,hoofdrijbaan,,027,R,a,R,PST,22.393,22.512,Altena,ZN District West,RWS Zuid-Nederland,123,RW27,A27,0,0,0,0,21236,24567,A27 Breda - Gorinchem,A27R,2022-12-01T08:38:15,,027-0020-R_003,027-0020_003,,"LINESTRING (120865.53249999881 415222.77739999816, 120875.56280000135 415231.96819999814, 120883.46299999952 415250.31069999933, 120893.3852000013 415272.559799999, 120904.51370000094 415294.85020000115, 120911.4160999991 415307.38049999997, 120916.49529999867 415315.98479999974, 120921.95149999857 415324.36520000175, 120925.28119999915 415328.6906999983)"
hwn_netwerkcategorieen.655,202210,253268021,B,027-0040,A27 KP Brug over de Merwede - Beheersgrens WNZ/MN,027-0040-R,KP Gorinchem - Noordeloos (beheersgrens WNZ/MN),1,KP Gorinchem - Noordeloos(25),asw,hoofdrijbaan,,027,R,#,R,HR,42.499,42.977,Molenlanden,WNZ District Zuid,RWS West-Nederland Zuid,476,RW27,A27,1,0,0,0,37850,43257,A27 Gorinchem - Utrecht,A27R,2022-12-01T08:38:15,,027-0040-R_001,027-0040_001,,"LINESTRING (126787.4085999988 434049.6240000017, 126865.31529999897 434360.94779999927, 126871.48550000042 434379.63800000027, 126884.00549999997 434429.5982000008, 126903.21779999882 434511.4367999993)"
hwn_netwerkcategorieen.656,202210,192279040,D,016-0010,A16 KP Terbregseplein - KP Ridderkerk-Noord,016-0010-R,KP Terbregseplein - KP Ridderkerk-Noord,2,Rotterdam-Prins Alexander(27) - Rotterdam-Kralingen(26) (start parallelbaan),asw,hoofdrijbaan,,016,R,#,R,HR,16.065,17.447,Rotterdam,WNZ District Noord,RWS West-Nederland Zuid,1371,RW16,A16,0,0,1,0,16065,17447,A16 Rotterdam - Breda,A16R,2022-12-01T08:38:15,,016-0010-R_002,016-0010_002,,"LINESTRING (96194.38210000098 439985.77870000154, 96228.6015000008 439850.02320000157, 96253.42720000073 439753.15370000154, 96263.74370000139 439714.5053999983, 96284.81590000167 439637.32189999893, 96299.3462000005 439580.95259999856, 96313.4475999996 439522.6330999993, 96367.21970000118 439290.1224000007, 96376.37680000067 439251.17880000174, 96390.43090000004 439192.8440000005, 96404.89689999819 439134.6134000011, 96525.20850000158 438655.01260000095)"
hwn_netwerkcategorieen.657,202210,404471010,A,032-0010,A32 KP Lankhorst - Beheersgrens ON-NN (v.v.),032-0020-L,Beheergrens Oost Nederland - Havelterberg (L),2,Steenwijk-Noord(7) - Steenwijk(6),asw,hoofdrijbaan,,032,R,#,L,HR,25.7,24.782,Steenwijkerland,ON District Noord,RWS Oost-Nederland,921,RW32,A32,0,0,0,0,25699,23556,A32 Heerenveen - Meppel,A32L,2022-12-01T08:38:15,,032-0020-L_002,032-0010_002,,"LINESTRING (202297.8702000007 535871.4444000013, 202330.88280000165 535845.0080000013, 202346.66039999947 535832.7164999992, 202378.6026000008 535808.6363000013, 202401.0031999983 535792.3607000001, 202433.67339999974 535769.3022000007, 202450.21649999917 535758.0625, 202478.32279999927 535739.4893000014, 202495.13940000162 535728.6807999983, 202528.33199999854 535707.998399999, 202548.5188000016 535695.8953999989, 202583.128800001 535675.8687999994, 202600.57990000024 535666.0927000009, 202625.69929999858 535652.4305999987, 202661.1372999996 535633.8671999983, 202681.71730000153 535623.4730999991, 202708.99210000038 535610.2553999983, 202730.58210000023 535600.1981999986, 202767.626600001 535583.4789000005, 202785.95930000022 535575.5718999989, 202822.9237000011 535560.2620999999, 202841.5111999996 535552.8779000007, 202875.03460000083 535540.0932999998, 202893.84180000052 535533.2925999984, 202924.10319999978 535522.7716000006, 202943.06940000132 535516.4241999984, 202981.16580000147 535504.2311999984, 203017.19060000032 535493.3275000006, 203055.63589999825 535482.2798000015, 203116.43609999865 535466.0945000015)"
hwn_netwerkcategorieen.658,202210,217199007,C,016-0060,A16 KP Princeville - KP Galder v.v.,016-0060-R,KP Princeville - KP Galder,301,verbindingsboog KP Princeville verbindingsboog e van A16HRR naar A58HRR BredaWest,asw,verbindingsboog,,016,R,e,R,VBD,60.731,61.401,Breda,ZN District West,RWS Zuid-Nederland,670,RW16,A16,0,0,0,1,60601,61965,A16 Breda - Antwerpen,A16R,2022-12-01T08:38:15,,016-0060-R_301,016-0060_301,,"LINESTRING (108982.87200000137 399936.8783, 108982.3627000004 399921.8841000013, 108981.22170000151 399903.1196000017, 108979.89719999954 399888.14880000055, 108978.68149999902 399878.0480000004, 108976.55669999868 399863.20369999856, 108974.94240000099 399853.3227000013, 108972.8376000002 399842.1130999997, 108969.63769999892 399827.4715999998, 108966.03810000047 399812.8724000007, 108962.19700000063 399799.2210999988, 108957.74010000005 399784.8973999992, 108954.10570000112 399774.1821999997, 108947.05970000103 399755.4726999998, 108939.5828000009 399737.6878999993, 108933.3123999983 399724.06109999865, 108925.88589999825 399709.35880000144, 108921.18620000035 399700.5320000015, 108912.5036999993 399685.3280000016, 108904.66560000181 399672.5346000008, 108896.42350000143 399660.13369999826, 108890.74300000072 399651.90040000156, 108875.22080000117 399630.6383000016, 108668.56019999832 399361.7806000002)"
hwn_netwerkcategorieen.659,202210,600179557,B,027-0070,A27 Ring Utrecht-Noord N230 - KP Eemnes v.v.,027-0075-R,Bilthoven - KP Eemnes,2,Hilversum(33) - KP Eemnes,asw,hoofdrijbaan,DBFMgrens Eemnes,027,R,#,R,HR,94.046,94.802,Hilversum,MN District Zuid,RWS Midden-Nederland,760,RW27,A27,0,0,0,0,94046,97335,A27 Utrecht - Almere,A27R,2022-12-01T08:38:15,,027-0075-R_002,027-0070_002,,"LINESTRING (142318.79989999905 468777.8236999996, 142350.41640000045 468799.80110000074, 142367.0102000013 468811.0289000012, 142400.50239999965 468832.89869999886, 142431.49080000073 468852.41860000044, 142461.62159999833 468870.8139999993, 142495.9811999984 468891.2945000008, 142547.8112999983 468921.5320000015, 142580.25769999996 468940.2692999989, 142597.70430000126 468950.06500000134, 142666.56969999894 468990.7815000005, 142700.66200000048 469011.7069000006, 142720.31109999865 469024.22729999945, 142737.05310000107 469035.16519999877, 142753.64009999856 469046.34259999916, 142774.92870000005 469061.1057999991, 142791.1548999995 469072.7531000003, 142807.2624000013 469084.60990000144, 142821.2474000007 469095.16310000047, 142837.0599000007 469107.40900000185, 142852.7307999991 469119.84050000086, 142868.22289999947 469132.4895000011, 142883.565200001 469145.32079999894, 142898.72769999877 469158.3709000014, 142910.62429999933 469168.8295999989, 142925.47989999875 469182.20329999924, 142947.0538999997 469202.29459999874)"
hwn_netwerkcategorieen.660,202210,315166109,D,002-0110,A2 KP Ekkersweijer - KP Batadorp- KP De Hogt v.v.,002-0330-R-par,parallelbaan KP Batadorp/Eindhoven C - KP De Hogt,104,parallelbaan Eindhoven-Centrum/Strijp(30) - Meerhoven-Zuid(30a),asw,parallelbaan,,002,R,b,R,PST,161.522,161.583,Eindhoven,ZN District Midden,RWS Zuid-Nederland,61,RW2,N2,0,0,0,0,159737,161583,A2 s-Hertogenbosch - Eindhoven,A2R,2022-12-01T08:38:15,,002-0330-R-par_104,002-0110_104,,"LINESTRING (157662.32119999826 383160.44949999824, 157662.12629999965 383127.84380000085, 157666.9384999983 383100.1719000004)"
hwn_netwerkcategorieen.661,202210,329414013,A,006-0050,A6 Lelystad - KP Emmeloord v.v.,006-0050-L,Lelystad-Noord - Lelystad,1,Lelystad Noord(11)- Lelystad(10),asw,hoofdrijbaan,,006,R,#,L,HR,87.353,86.415,Lelystad,MN District Noord,RWS Midden-Nederland,941,RW6,A6,1,1,1,0,87351,75336,A6 Emmeloord - Lelystad,A6L,2022-12-01T08:38:15,,006-0050-L_001,006-0050_001,,"LINESTRING (164707.92859999835 507395.9514000006, 164710.82809999958 507295.03819999844, 164713.0423000008 507235.07840000093, 164717.65839999914 507120.10929999873, 164719.5089999996 507080.15139999986, 164721.38190000132 507046.0186999999, 164729.23160000145 506924.2617000006, 164737.67819999903 506804.5593000017, 164743.59409999847 506727.0357999988, 164761.99060000107 506495.625, 164764.86199999973 506456.679299999)"
hwn_netwerkcategorieen.662,202210,600932991,A,006-0080,A6 KP Emmeloord - Lemmer v.v.,006-0080-R,KP Emmeloord - beheersgrens MN/NN,1,KP Emmeloord - Emmeloord(15),asw,hoofdrijbaan,,006,R,b,R,OPR,282.777,283.18,Noordoostpolder,MN District Noord,RWS Midden-Nederland,431,RW6,A6,1,0,1,0,278200,283253,A6 Emmeloord - Joure,A6R,2022-12-01T08:38:15,,006-0080-R_001,006-0080_001,,"LINESTRING (180989.82620000094 526533.4866999984, 180987.55270000175 526557.9712000005, 180983.98330000043 526591.6449000016, 180981.8040000014 526608.5163000003, 180979.1816000007 526624.5086999983, 180977.28280000016 526634.3288000003, 180973.86300000176 526650.0113999993, 180967.94940000027 526674.2861000001, 180931.13809999824 526814.9536000006, 180923.85390000045 526844.0568999983, 180918.5278000012 526867.1176999994, 180911.84690000117 526897.6653000005, 180907.80099999905 526917.2518000007, 180900.34540000185 526954.9039000012)"
hwn_netwerkcategorieen.673,202210,600404013,B,058-0050,A58 KP Princeville - KP De Stok v.v.,058-0050-L,KP De Stok - KP Princeville,1,KP Princeville / Breda-West(16),asw,hoofdrijbaan,,058,R,c,L,AFR,71.946,71.933,Breda,ZN District West,RWS Zuid-Nederland,13,RW58,A58,0,1,0,1,72659,70463,A58 Bergen op Zoom - Breda,A58L,2022-12-01T08:38:15,,058-0050-L_001,058-0050_001,,"LINESTRING (108552.81760000065 399020.74439999834, 108561.62099999934 399030.8269999996)"
hwn_netwerkcategorieen.663,202210,600142631,A,031-1010,A31 KP Zurich - KP Werpsterhoek v.v.,031-1030-L,Marsum - Harlingen-Havens,3,Marssum(22) - Donrijp(21),asw,hoofdrijbaan,,031,R,d,L,PST,34.728,34.654,Waadhoeke,NN District West,RWS Noord-Nederland,78,RW31,A31,1,0,0,0,42257,31403,A31 Leeuwarden - Afsluitdijk,A31L,2022-12-01T08:38:15,,031-1030-L_003,031-1010_003,,"LINESTRING (176566.45679999888 580121.4217000008, 176564.38709999993 580121.1171000004, 176551.00759999827 580119.8187999986, 176528.9989 580118.0329999998, 176506.9648000002 580116.5943000019, 176506.23589999974 580116.5582000017, 176490.18389999866 580110.1975000016)"
hwn_netwerkcategorieen.664,202210,600952269,A,057-0010,N57 Brielle - Ted Janssen Plein,057-0010-R,Brielle - Ted Janssen Plein,9,Stellendam-Noord - Ted Janssen Plein,aw,hoofdrijbaan,,057,R,a,R,AFR,20.77,20.787,Goeree-Overflakkee,WNZ District Zuid,RWS West-Nederland Zuid,17,RW57,N57,0,1,0,0,20475,21600,N57 Rotterdam - Ouddorp,N57R,2022-12-01T08:38:15,,057-0010-R_009,057-0010_009,,"LINESTRING (60671.66000000015 425898.0080000013, 60661.52600000054 425884.44999999925)"
hwn_netwerkcategorieen.665,202210,379223025,B,073-0065,A73 KP Rijkevoort - Maasbrug Heumen v.v.,073-0065-R,KP Rijkevoort - Maasbrug Heumen,2,KP Rijckevoort - Haps(5),asw,hoofdrijbaan,,073,R,a,R,AFR,84.721,85.062,Land van Cuijk,ZN District Midden,RWS Zuid-Nederland,313,RW73,A73,0,0,0,0,82176,85147,A73 Maasbracht - Nijmegen,A73R,2022-12-01T08:38:15,,073-0065-R_002,073-0065_002,,"LINESTRING (189654.4587999992 411623.6079000011, 189652.96609999985 411629.9937000014, 189652.1884999983 411634.9642000012, 189651.69590000063 411639.94519999996, 189651.5518000014 411644.9444999993, 189651.7553000003 411649.01779999956, 189652.15029999986 411654.1699000001, 189652.9728000015 411659.20540000126, 189654.2437000014 411664.22480000183, 189655.93459999934 411669.4261999987, 189657.96939999983 411674.51110000163, 189660.6598000005 411679.80409999937, 189663.78799999878 411684.81489999965, 189666.74929999933 411688.938000001, 189670.00560000166 411692.8627000004, 189674.08850000054 411697.0507000014, 189677.84589999914 411700.33040000126, 189682.4499000013 411703.83399999887, 189686.97800000012 411706.8192999996, 189691.3205000013 411709.2096000016, 189696.39799999818 411711.50499999896, 189701.61129999906 411713.3077000007, 189706.53069999814 411714.7679999992, 189712.8027999997 411716.2181000002, 189717.8236999996 411716.78009999916, 189723 411716.92449999973, 189728.1640000008 411716.6563999988, 189734.057599999 411715.5817999989, 189739.04529999942 411714.2263999991, 189743.88019999862 411712.5967999995, 189748.8403000012 411710.60069999844, 189758.5225000009 411706.03720000014, 189763.32470000163 411702.9957000017, 189767.3370999992 411700.11609999835, 189771.0720999986 411696.930399999, 189775.11199999973 411693.11199999973, 189778.73649999872 411688.9039000012, 189781.63289999962 411685.0808000006, 189784.44559999928 411680.9338000007, 189784.83460000157 411680.36019999906, 189787.1735999994 411676.54630000144, 189789.8775999993 411671.4433999993, 189792.03379999846 411666.70980000123, 189793.76559999958 411662.05270000175, 189795.23710000142 411657.25079999864, 189797.51689999923 411647.5104999989, 189799.36730000004 411637.6816999987, 189800.63769999892 411629.04879999906, 189802.1160000004 411617.13749999925, 189806.18939999864 411581.13269999996, 189807.51309999824 411579.4140999988)"
