Leverancier;1110 - Verhuiskosten personeel (binnen- en buitenland);1120 - Arbeidsomstandigheden en personele zorg (incl. BHV middelen);1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Studie en opleiding;1160 - Personeelsevenementen, - bijeenkomsten en recepties;1180 - Reis en verblijfkosten;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3160 - Uitbesteden accountancy en financiën;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement, Documentontwikkeling en -verwerking;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5110 - Verblijf extern;5210 - Wagenpark;6000 - ICT overig;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Aan een externe partij uitbestede ICT-dienstverlening;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;8110 - Vakliteratuur, abonnementen en overige informatie;8510 - Diversen communicatie;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9590 - V&J specifiek;Eindtotaal
Anoniem_J & V_10800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10801;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10804;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10805;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10806;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10807;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10808;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10809;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1081;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;4
Anoniem_J & V_10810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10811;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10812;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10813;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10814;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10815;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10816;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10817;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10818;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10819;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Anoniem_J & V_10820;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10822;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10823;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10824;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10825;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10826;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10827;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10828;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1083;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10830;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10832;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10833;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1084;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10840;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10843;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10844;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10847;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10848;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10849;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1085;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10850;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10851;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10852;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10853;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;1
Anoniem_J & V_10855;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10857;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10858;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1086;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10860;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10863;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10864;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10865;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1
Anoniem_J & V_10866;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10867;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10868;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10869;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1087;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10870;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10872;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10873;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10874;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10876;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10877;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10878;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Anoniem_J & V_10879;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1088;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10880;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10882;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10884;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10886;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10887;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10888;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10889;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_1089;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10890;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10891;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10892;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10893;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10895;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10896;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10897;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10898;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10899;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10900;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10901;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10902;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10903;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10904;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10905;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10906;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10907;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10908;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1091;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10911;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10913;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10918;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1092;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4
Anoniem_J & V_10920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10924;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10926;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10928;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1093;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10930;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10932;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10933;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10934;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10936;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10937;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10938;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10939;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_1094;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10940;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10941;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10942;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10943;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10945;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10946;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10947;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10948;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1095;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10950;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10952;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10955;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10956;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10958;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10959;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_1096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10961;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10963;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10965;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10966;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10967;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10969;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1097;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10971;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10972;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10976;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1098;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10981;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10982;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10984;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10986;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1099;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10990;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10993;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_10994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_10999;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_110;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_1100;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_11001;;;;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11002;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11003;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_11005;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_11007;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11008;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_11010;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_11012;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11013;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11014;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Anoniem_J & V_11015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_11016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_11017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_11018;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_11019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Anoniem_J & V_1102;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
