OBJECTID,KVDKRHOO,KVDBREED,KVDLENGT,XXXMATER,KWKDATUM,OSMOMSCH,IWS_LEGGERSTATUS,KVDIDENT,OBJECTID_1,KVDIDENT_1,ONDERHOUDSPLICHTIGE_1,ONDERHOUDSVERPLICHTING_1,ONDERHOUDSPLICHTIGE_2,ONDERHOUDSVERPLICHTING_2,Shape__Length
224,,,,,,Vaste dam,1,VR.00-PKD9,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99002885503987
225,,,,,,Vaste dam,1,VR.00-PKD10,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98865312495119
226,,,,,,Vaste dam,1,VR.00-PKD29,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99057030837301
227,,,,,,Vaste dam,1,VR.00-PKD35,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.99026892874955
228,,,,,,Vaste dam,1,VR.00-PKD31,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98997595238884
229,,,,,,Vaste dam,1,VR.00-PKD30,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99051139907636
230,,,,,,Vaste dam,1,VR.00-PKD28,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98964046819375
231,,,,,,Vaste dam,1,VR.00-PKD15,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99009258251456
232,,,,,,Vaste dam,1,VR.00-PKD16,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99046811129879
233,,,,,,Vaste dam,1,VR.00-PKD12,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99049095921753
234,,,,,,Vaste dam,1,VR.00-PKD55,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98997595230208
235,,,,,,Vaste dam,1,VR.00-PKD11,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99049095677854
236,,,,,,Vaste dam,1,VR.00-PKD51,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98966491961215
237,,,,,,Vaste dam,1,VR.00-PKD50,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98979638911807
238,,,,,,Vaste dam,1,VR.00-PKD52,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98959116660734
239,,,,,,Vaste dam,1,VR.00-PKD45,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99050778747703
240,,,,,,Vaste dam,1,VR.00-PKD39,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98924483544937
241,,,,,,Vaste dam,1,VR.00-PKD48,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98966692541873
242,,,,,,Vaste dam,1,VR.00-PKD197,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98966692021163
243,,,,,,Vaste dam,1,MB.00-PKD190,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98977875394365
244,,,,,,Vaste dam,1,MB.00-PKD142,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98942281526895
245,,,,,,Vaste dam,1,MB.00-PKD141,,,Aangeland,Gewoon en buitengewoon en constructie,,,19.0925576324359
246,,,,,,Vaste dam,1,MB.00-PKD188,,,Aangeland,Gewoon en buitengewoon en constructie,,,24.6205293901989
247,,,,,,Vaste dam,1,MB.00-PKD44,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.98348508094976
248,,,,,,Vaste dam,1,MB.00-PKD140,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.24125213579581
249,,,,,,Vaste dam,1,MB.00-PKD187,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.26627392392126
250,,,,,,Vaste dam,1,MB.00-PKD185,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.96527276654235
251,,,,,,Vaste dam,1,MB.00-PKD183,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.30027004529896
252,,,,,,Vaste dam,1,MB.00-PKD184,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.18112514222065
253,,,,,,Vaste dam,1,MB.00-PKD189,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.42395072804201
254,,,,,,Vaste dam,1,MB.00-PKD103,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.87147995071614
255,,,,,,Vaste dam,1,MB.00-PKD91,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.07699594025916
256,,,,,,Vaste dam,1,MB.00-PKD87,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.97661513843889
257,,,,,,Vaste dam,1,MB.00-PKD81,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.50821103702924
258,,,,,,Vaste dam,1,MB.00-PKD86,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.7311860146165
259,,,,,,Vaste dam,1,MB.00-PKD82,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.59784710639587
260,,,,,,Vaste dam,1,MB.00-PKD83,,,Aangeland,Gewoon en buitengewoon en constructie,,,22.3713213912272
261,,,,,,Vaste dam,1,MB.00-PKD78,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.23631613874279
262,,,,,,Vaste dam,1,MB.00-PKD73,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.04060456610025
263,,,,,,Vaste dam,1,MB.00-PKD75,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.1984369557744
264,,,,,,Vaste dam,1,MB.00-PKD72,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.44084493428516
265,,,,,,Vaste dam,1,MB.00-PKD77,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.081739314139
266,,,,,,Vaste dam,1,MB.00-PKD76,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.36629108633679
267,,,,,,Vaste dam,1,VR.00-PKD107,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98912136520014
268,,,,,,Vaste dam,1,VR.00-PKD108,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98912136677748
269,,,,,,Vaste dam,1,VR.00-PKD110,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98912136677624
270,,,,,,Vaste dam,1,VR.00-PKD113,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98998196194562
271,,,,,,Vaste dam,1,VR.00-PKD112,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.9899819637045
272,,,,,,Vaste dam,1,VR.00-PKD114,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99001322468861
273,,,,,,Vaste dam,1,MB.00-PKD116,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.8152387996599
274,,,,,,Vaste dam,1,MB.00-PKD27,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.40145928639663
275,,,,,,Vaste dam,1,MB.00-PKD29,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.25667592548701
276,,,,,,Vaste dam,1,MB.00-PKD28,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.49585916398918
277,,,,,,Vaste dam,1,MB.00-PKD17,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.71989547423755
278,,,,,,Vaste dam,1,MB.00-PKD18,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.7036112654371
279,,,,,,Vaste dam,1,MB.00-PKD34,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.11764431079473
280,,,,,,Vaste dam,1,MB.00-PKD19,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.28879380942738
281,,,,,,Vaste dam,1,MB.00-PKD20,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.21249885903015
282,,,,,,Vaste dam,1,MB.00-PKD16,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.39259454835268
283,,,,,,Vaste dam,1,MB.00-PKD36,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.86668345601267
284,,,,,,Vaste dam,1,MB.00-PKD43,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.12686538480668
285,,,,,,Vaste dam,1,MB.00-PKD203,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.08525168018542
286,,,,,,Vaste dam,1,MB.00-PKD208,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.41438862686413
287,,,,,,Vaste dam,1,MB.00-PKD207,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.59079191805831
288,,,,,,Vaste dam,1,MB.00-PKD206,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.57307747811068
289,,,,,,Vaste dam,1,MB.00-PKD205,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.58198904247274
290,,,,,,Vaste dam,1,MB.00-PKD202,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.96503248872014
291,,,,,,Vaste dam,1,MB.00-PKD48,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.38172828423012
292,,,,,,Vaste dam,1,MB.00-PKD47,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.53490840328629
293,,,,,,Vaste dam,1,MB.00-PKD45,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.19264594982139
294,,,,,,Vaste dam,1,MB.00-PKD52,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,4.98912136675121
295,,,,,,Vaste dam,1,MB.00-PKD53,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.63412154895115
296,,,,,,Vaste dam,1,MB.00-PKD54,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.63799845616684
297,,,,,,Vaste dam,1,MB.00-PKD60,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.73536495225662
298,,,,,,Vaste dam,1,MB.00-PKD58,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.1815447816819
299,,,,,,Vaste dam,1,MB.00-PKD59,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.5998727099126
300,,,,,,Vaste dam,1,MB.00-PKD61,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.17218251071624
301,,,,,,Vaste dam,1,MB.00-PKD125,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.85865362065787
302,,,,,,Vaste dam,1,MB.00-PKD126,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.44885648710871
303,,,,,,Vaste dam,1,MB.00-PKD130,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.06108063343652
304,,,,,,Vaste dam,1,MB.00-PKD66,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.02068515946507
305,,,,,,Vaste dam,1,MB.00-PKD67,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.38662763201324
306,,,,,,Vaste dam,1,NO.00-PKD7,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.20220957137386
307,,,,,,Vaste dam,1,NO.40.2-PKD6,,,Aangeland,Gewoon en buitengewoon en constructie,,,0.594565596448985
308,,,,,,Vaste dam,1,NO.00-PKD1,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.31085586239312
309,,,,,,Vaste dam,1,RA.00-PKD46,,,Aangeland,Gewoon en buitengewoon en constructie,,,154.769118058752
310,,,,,,Vaste dam,1,RA.00-PKD122,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.49776034134958
311,,,,,,Vaste dam,1,RA.00-PKD121,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.97989774005966
312,,,,,,Vaste dam,1,RA.00-PKD119,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99012504966489
313,,,,,,Vaste dam,1,RA.00-PKD117,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.54064816815098
314,,,,98,,Vaste dam,1,MB.55.2-PKD117,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.58566576398064
315,,,,98,,Vaste dam,1,CM.15.102-PKD171,,,Aangeland,Gewoon en buitengewoon en constructie,,,0.428925751406264
316,,,,,,Vaste dam,1,VR.10.32-PKD34,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99051139907636
317,,,,,,Vaste dam,1,VR.10.4-PKD44,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98950979753453
318,,,,98,,Vaste dam,1,MB.65.22-PKD35,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.44968019546102
319,,,,98,,Vaste dam,1,MB.35.2-PKD120,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.27239961219255
320,,,,98,,Vaste dam,1,MW.45.2-PKD5,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.95085512767707
321,,,,98,,Vaste dam,1,MW.10.2-PKD31,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.21073938838671
322,,,,98,,Vaste dam,1,NO.5.16-PKD2,,,Aangeland,Gewoon en buitengewoon en constructie,,,0.748050709479315
323,,,,,,Vaste dam,1,VR.10.26-PKD40,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.9899819637045
324,,,,,,Vaste dam,1,VR.10.10-PKD35,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99001001960132
325,,,,,,Vaste dam,1,VR.10.70-PKD14,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.15461917937476
326,,,,98,,Vaste dam,1,AD.00-PKD15,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.55930053158946
327,,,,98,,Vaste dam,1,AD.5.36-PKD5,,,Aangeland,Gewoon en buitengewoon en constructie,,,21.3202850602453
328,,,,98,,Vaste dam,1,AD.20.14-PKD10,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.99499927610765
329,,,,98,,Vaste dam,1,AD.20.16-PKD9,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.51647961723089
330,,,,98,,Vaste dam,1,BV.5.14-PKD23,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.31024369113588
331,,,,98,,Vaste dam,1,BV.5.6-PKD24,,,Aangeland,Gewoon en buitengewoon en constructie,,,16.1362256062184
332,,,,98,,Vaste dam,1,BW.15.10-PKD4,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.41152332205838
333,,,,98,,Vaste dam,1,KV.70.60-PKD129,,,Aangeland,Gewoon en buitengewoon en constructie,,,12.7971880114807
334,,,,98,,Vaste dam,1,KV.70.56-PKD128,,,Aangeland,Gewoon en buitengewoon en constructie,,,13.1510835683969
335,,,,98,,Vaste dam,1,KV.70.52-PKD127,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.39264511345662
336,,,,98,,Vaste dam,1,KV.70.150-PKD104,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.37790556564998
337,,,,98,,Vaste dam,1,KV.10.16-PKD61,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.7190614564706
338,,,,98,,Vaste dam,1,KV.10.20-PKD63,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.65995683662625
339,,,,98,,Vaste dam,1,KV.70.20-PKD42,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.31316185830655
340,,,,98,,Vaste dam,1,KV.70.16-PKD47,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.31738034007265
341,,,,98,,Vaste dam,1,KV.140.76-PKD25,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.59279464729726
342,,,,98,,Vaste dam,1,KV.30.2-PKD29,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.11292517301662
343,,,,98,,Vaste dam,1,CM.15.100-PKD172,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.21037663969421
344,,,,98,,Vaste dam,1,GA.10.18-PKD36,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.60729265185432
345,,,,98,,Vaste dam,1,GA.10.5-PKD23,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.71281482193244
346,,,,98,,Vaste dam,1,GA.15.10-PKD98,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.56364762257892
347,,,,98,,Vaste dam,1,GA.65-PKD176,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.10762927108597
348,,,,98,,Vaste dam,1,GA.55.2-PKD172,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.64873144508619
349,,,,98,,Vaste dam,1,GA.30-PKD164,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.86015124639256
350,,,,98,,Vaste dam,1,GA.20.38-PKD184,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.09543906276667
351,,,,98,,Vaste dam,1,GA.20.10-PKD152,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.4376927804822
352,,,,98,,Vaste dam,1,MB.30.18-PKD2,,,Aangeland,Gewoon en buitengewoon en constructie,,,58.657032729853
353,,,,98,,Vaste dam,1,KV.15.6-PKD24,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.36176437358766
354,,,,98,,Vaste dam,1,MB.155-PKD57,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.00514211528923
355,,,,98,,Vaste dam,1,MB.115.20-PKD50,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.25889108327131
356,,,,98,,Vaste dam,1,KV.00-PKD149,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98869521772924
357,,,,98,,Vaste dam,1,KV.70.62-PKD131,,,Aangeland,Gewoon en buitengewoon en constructie,,,14.4646530962687
358,,,,98,,Vaste dam,1,KV.70.42-PKD124,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.36758905711908
359,,,,98,,Vaste dam,1,KV.70.40-PKD89,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.28334055432943
360,,,,98,,Vaste dam,1,KV.70.38-PKD79,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.93969811564055
361,,,,98,,Vaste dam,1,KV.70.28-PKD74,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.86884353678281
362,,,,98,,Vaste dam,1,KV.00-PKD66,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.8370618862309
363,,,,98,,Vaste dam,1,KV.70.18-PKD54,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.07039982530323
364,,,,98,,Vaste dam,1,MB.65.60-PKD40,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.12965613221621
365,,,,98,,Vaste dam,1,MB.115.8-PKD38,,,Railinfratrust B.V.,Gewoon en buitengewoon en constructie,,,0.840806963770085
366,,,,98,,Vaste dam,1,MB.30.10-PKD15,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.68359836574752
367,,,,98,,Vaste dam,1,RB.10.132-PKD48,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.3044806888327
368,,,,98,,Vaste dam,1,RB.10.116-PKD20,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.80134253325423
369,,,,98,,Vaste dam,1,RB.5.102-PKD44,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.46120131008378
370,,,,98,,Vaste dam,1,RB.5.20-PKD13,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.78487912268441
371,,,,98,,Vaste dam,1,RB.5.40-PKD14,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.55982550648224
372,,,,98,,Vaste dam,1,SP.30-PKD135,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.52011172943124
373,,,,,,Vaste dam,1,VO.10.2-PKD45,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99044739017453
374,,,,98,,Vaste dam,1,MB.25.4-PKD109,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.65978668630416
375,,,,98,,Vaste dam,1,MB.40-PKD111,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.63757124329093
376,,,,98,,Vaste dam,1,KV.70.48-PKD126,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.2539437319001
377,,,,98,,Vaste dam,1,RB.5.46-PKD11,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.43338580035853
378,,,,98,,Vaste dam,1,NW.10.27-PKD1,,,Waterschap,Gewoon en buitengewoon en constructie,,,6.65479800759346
379,,,,98,,Vaste dam,1,MB.00-PKD26,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.60134678933682
380,,,,98,,Vaste dam,1,KV.70.30-PKD37,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.29417251087782
381,,,,98,,Vaste dam,1,KV.25.2-PKD52,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.74367821366862
382,,,,98,,Vaste dam,1,KV.15.4-PKD59,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.69939175322872
383,,,,98,,Vaste dam,1,MB.65.148-PKD22,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.94710388572321
384,,,,98,,Vaste dam,1,MB.65.92-PKD65,,,Aangeland,Gewoon en buitengewoon en constructie,,,0.968921977658437
385,,,,98,,Vaste dam,1,MB.205-PKD69,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.52494094279645
386,,,,98,,Vaste dam,1,MB.115.12-PKD55,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.7245176651381
387,,,,98,,Vaste dam,1,MB.165-PKD56,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.28481278914168
388,,,,98,,Vaste dam,1,MB.145-PKD70,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.62877459369156
389,,,,98,,Vaste dam,1,MB.115.14-PKD49,,,Ontheffingshouder,Gewoon en buitengewoon en constructie,,,2.81608878077798
390,,,,,,Vaste dam,1,MB.00-PKD145,,,Aangeland,Gewoon en buitengewoon en constructie,,,8.55642665678356
391,,,,,,Vaste dam,1,KV.00-PKD55,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.56646392036275
392,,,,,,Vaste dam,1,MB.00-PKD143,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99001322468861
393,,,,,,Vaste dam,1,GA.00-PKD198,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.47088897768703
394,,,,,,Vaste dam,1,GA.00-PKD182,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.05392216662252
395,,,,,,Vaste dam,1,GA.00-PKD187,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.35924956534056
396,,,,,,Vaste dam,1,GA.00-PKD197,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.01380424552668
397,,,,,,Vaste dam,1,GA.00-PKD180,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.45002051324809
398,,,,,,Vaste dam,1,GA.00-PKD170,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.08187070389166
399,,,,,,Vaste dam,1,GA.00-PKD171,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.44618307782341
400,,,,,,Vaste dam,1,GC.00-PKD1,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.16737679341772
401,,,,,,Vaste dam,1,GC.00-PKD2,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.50522216466549
402,,,,,,Vaste dam,1,GC.00-PKD6,,,Aangeland,Gewoon en buitengewoon en constructie,,,10.3414267735777
403,,,,,,Vaste dam,1,GC.00-PKD7,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.59389395161628
404,,,,,,Vaste dam,1,KK.00-PKD4,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.06586854835943
405,,,,,,Vaste dam,1,KK.00-PKD5,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.42104012006528
406,,,,,,Vaste dam,1,KK.00-PKD9,,,Aangeland,Gewoon en buitengewoon en constructie,,,1.77618135840685
407,,,,,,Vaste dam,1,KV.00-PKD64D,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.45277209144431
408,,,,,,Vaste dam,1,KV.00-PKD27,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.0965298523719
409,,,,,,Vaste dam,1,KV.00-PKD26,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.54042040619786
410,,,,,,Vaste dam,1,KV.00-PKD30,,,Aangeland,Gewoon en buitengewoon en constructie,,,6.32535680160639
411,,,,,,Vaste dam,1,MW.00-PKD3,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.64793125077181
412,,,,,,Vaste dam,1,MW.00-PKD7,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.19343715606146
413,,,,,,Vaste dam,1,MW.00-PKD9,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.20100326348278
414,,,,,,Vaste dam,1,MW.00-PKD4,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.9992958462982
415,,,,,,Vaste dam,1,MW.00-PKD15,,,Aangeland,Gewoon en buitengewoon en constructie,,,9.39915492600738
416,,,,98,,Vaste dam,1,RV.15.10-PKD67,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.42793530841755
417,,,,98,,Vaste dam,1,RV.15.12-PKD66,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.46048881043903
418,,,,98,,Vaste dam,1,SP.35.2-PKD136,,,Aangeland,Gewoon en buitengewoon en constructie,,,2.5339373820475
419,,,,,,Vaste dam,1,VR.15.584-PKD157,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.9887685874787
420,,,,,,Vaste dam,1,VR.15.586-PKD158,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99006733404033
421,,,,,,Vaste dam,1,VR.15.286-PKD129,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.76548272749843
422,,,,,,Vaste dam,1,VR.15.284-PKD132,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.99019398256426
423,,,,,,Vaste dam,1,VR.15.176-PKD115,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.98912136520014
424,,,,,,Vaste dam,1,VR.15.44-PKD186,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.68720553444056
425,,2,,98,,Vaste dam,1,MB.30.126-PKD1,,,Gemeente,Gewoon en buitengewoon en constructie,,,4.98959116360819
426,,,,,,Vaste dam,1,ZP.5.8-PKD191,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.9895651132508
427,,,,98,,Vaste dam,1,NW.10.106-PKD2,,,Waterschap,Gewoon en buitengewoon en constructie,,,3.91122828942153
428,,,,98,,Vaste dam,1,SW.00-PKD2,,,Waterschap,Gewoon en buitengewoon en constructie,,,4.69056421754482
429,,,,98,,Vaste dam,1,SW.20.85-PKD6,,,Waterschap,Gewoon en buitengewoon en constructie,,,13.0212175676221
430,,,,,,Vaste dam,1,MW.00-PKD12,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.29773471765789
431,,,,,,Vaste dam,1,MW.00-PKD14,,,Aangeland,Gewoon en buitengewoon en constructie,,,17.6513493409028
432,,,,,,Vaste dam,1,MW.00-PKD8,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.116988736331
433,,,,,,Vaste dam,1,RV.00-PKD60,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.10058801358529
434,,,,,,Vaste dam,1,RV.00-PKD61,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.12678719123659
435,,,,,,Vaste dam,1,RV.00-PKD62,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.12017753436465
436,,,,,,Vaste dam,1,RV.00-PKD73,,,Aangeland,Gewoon en buitengewoon en constructie,,,4.03632637761992
437,,,,,,Vaste dam,1,RV.00-PKD45,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.5967295773882
438,,,,,,Vaste dam,1,AD.00-PKD14,,,Aangeland,Gewoon en buitengewoon en constructie,,,11.1148997077355
439,,,,,,Vaste dam,1,AD.00-PKD1A,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.25781709661635
440,,,,,,Vaste dam,1,AD.00-PKD11,,,Aangeland,Gewoon en buitengewoon en constructie,,,7.45214901551648
441,,,,,,Vaste dam,1,AD.00-PKD8,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.85036778683232
442,,,,,,Vaste dam,1,AD.00-PKD7A,,,Aangeland,Gewoon en buitengewoon en constructie,,,5.55434006173972
443,,,,,,Vaste dam,1,AD.00-PKD4,,,Aangeland,Gewoon en buitengewoon en constructie,,,27.6324617411882
444,,,,,,Vaste dam,1,AD.00-PKD6,,,Aangeland,Gewoon en buitengewoon en constructie,,,3.28754078462462
445,,,,,,Vaste dam,1,AD.00-PKD18,,,Aangeland,Gewoon en buitengewoon en constructie,,,23.4309430284278
