FID,NITG,INTERN_NR,DATUM_MIN_MAX,MV_TOV_NAP,FILTERSTELLING_TOV_NAP,OPMERKINGEN,MONITORINGNETWERK,EIGENAAR_CONTACTPERSOON,GRONDWATERSTANDEN_TNO_JANEE,GRONDWATERSTANDEN_TNO_LINK,META_DATA_TNO_LINK,GRONDWATERSTANDEN_NMG_JANEE,GRONDWATERSTANDEN_NMG,WION_JANEE,GEOMETRIE
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c6a,B40C0553,-,1952 t/m 1972,8.97999954,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0553"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0553"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188020 436810)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c6b,B40C0554,-,1973 t/m 1995,8.52999973,"F1: 7,03 tot 6,53",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0554"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0554"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188030 436760)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c6c,B40C0555,-,1952 t/m 1969,7.53000021,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0555"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0555"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181500 436020)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c6d,B40C0556,-,1970 t/m 1993,7.36000013,"F1: 5,76 tot 5,26",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0556"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0556"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181540 436030)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c6e,B40C0557,-,1952 t/m 2000,8.71000004,"F1: 6,10 tot 5,60",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0557"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0557"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184030 433650)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c6f,B40C0558,-,1952 t/m 1970,9.56999969,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0558"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0558"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187960 433500)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c70,B40C0559,-,1971 t/m 1985,8.71000004,"F1: 7,22 tot 6,72",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0559"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0559"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187980 433560)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c71,B40C0560,-,1985 t/m 1991,,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0560"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0560"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187930 433490)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c72,B40C0561,-,1952 t/m 1971,8.85000038,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0561"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0561"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186350 432780)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c73,B40C0562,-,1972 t/m 1985,8.85000038,"F1: 7,28 tot 6,78",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0562"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0562"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (186500 432700)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c74,B40C0563,-,1952 t/m 1955,9.53999996,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0563"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0563"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188030 431750)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c75,B40C0564,-,1957 t/m 1976,94.15000153,"F1: 7,89 tot 7,39",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0564"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0564"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (188000 431590)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c76,B40C0565,-,1977 t/m 1985,,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0565"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0565"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187960 431570)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c77,B40C0566,-,1986 t/m 1999,,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0566"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0566"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (187960 431480)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c78,B40C0567,-,1952 t/m 1997,8.06000042,"F1: 6,41 tot 5,91",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0567"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0567"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181340 430940)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c79,B40C0568,-,1952 t/m 1970,8.31000042,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0568"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0568"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (182190 429620)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c7a,B40C0569,-,1971 t/m 1985,7.96000004,"F1: 6,51 tot 6,01",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0569"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0569"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181900 429440)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c7b,B40C0570,-,1986 t/m 2000,,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0570"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0570"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181880 429430)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c7c,B40C0571,-,1963 t/m 1976,9.35000038,"F1: 6,82 tot 6,32",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0571"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0571"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185960 429040)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c7d,B40C0572,-,1963 t/m 1970,7.98000002,"F1: 5,73 tot 5,23",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0572"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0572"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (183830 427500)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c7e,B40C0573,-,1952 t/m 1964,8.89000034,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0573"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0573"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184240 426720)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c7f,B40C0574,-,1965 t/m 1965,,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0574"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0574"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184110 426520)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c80,B40C0575,-,1965 t/m 1966,8.78999996,"F1: 7,99 tot 7,49",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0575"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0575"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (184060 426660)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c81,B40C0576,-,1952 t/m 1965,8.53999996,,-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0576"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0576"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181210 425050)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c82,B40C0577,-,1965 t/m 1976,8.5,"F1: 7,07 tot 6,57",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0577"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0577"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (181220 425050)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c83,B40C0578,-,1961 t/m 1967,12,"F1: ?? tot 7,25",-,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C0578"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C0578"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,nee,POINT (185410 425640)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c84,B40C2845,PB 709,2008 t/m 2010,9.39000034,"F1: 6,39 tot 5,39",,Monitoring (overig),onbekend,ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C2845"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C2845"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",nee,,ja,POINT (184045 430335)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c85,B40C2846,PB 4D,2008 t/m 2009,9.89999962,"F1: 7,50 tot 6,50",Monitoring peilbuis tbv project Maas-Waalkanaal,Monitoring Maas-Waalkanaal,"Gemeente Nijmegen, Ingenieursbureau, Ontwerp en Advies, (TA, AZ) 024-3299331",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C2846"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C2846"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,"<A HREF=""http://145.11.60.41/imap/multimedia/infiltratie/132.pdf"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (184823 427182)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c86,B40C3106,11,2005 t/m 2009,9.10000038,,Grondwatermeetnet Waalsprong,Monitoring Waalsprong,"GEM Waalsprong, Gemeente Nijmegen",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3106"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3106"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,"<A HREF=""http://145.11.60.41/imap/multimedia/infiltratie/122.pdf"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (186465 431365)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c87,B40C3107,12,2005 t/m 2009,9.60999966,,Grondwatermeetnet Waalsprong,Monitoring Waalsprong,"GEM Waalsprong, Gemeente Nijmegen",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3107"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3107"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,"<A HREF=""http://145.11.60.41/imap/multimedia/infiltratie/122.pdf"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (186664 430625)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c88,B40C3108,13,2005 t/m 2009,11.60000038,,Grondwatermeetnet Waalsprong,Monitoring Waalsprong,"GEM Waalsprong, Gemeente Nijmegen",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3108"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3108"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,"<A HREF=""http://145.11.60.41/imap/multimedia/infiltratie/122.pdf"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (187462 429858)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c89,B40C3109,107,2009 t/m heden,9.90999985,,Grondwatermeetnet Waalsprong,Monitoring Waalsprong,"GEM Waalsprong, Gemeente Nijmegen",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3109"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3109"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,"<A HREF=""http://145.11.60.41/imap/multimedia/infiltratie/122.pdf"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (188251 430707)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c8a,B40C3110,14,2005 t/m 2009,12.02999973,,Grondwatermeetnet Waalsprong,Monitoring Waalsprong,"GEM Waalsprong, Gemeente Nijmegen",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3110"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3110"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,"<A HREF=""http://145.11.60.41/imap/multimedia/infiltratie/122.pdf"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (188650 430226)
MIL_WAT_GWMONITOR.fid-36cc8544_1861f90ef02_c8b,B40C3111,15,2005 t/m 2008,10.84000015,,Grondwatermeetnet Waalsprong,Monitoring Waalsprong,"GEM Waalsprong, Gemeente Nijmegen",ja,"<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/gws_hyd_graph/start.jsp?hideButtons=false&nitgNumber=B40C3111"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>","<A HREF=""http://www2.dinoloket.nl/dinoLks/minisite/Entry?datatype=gws&queryProperty=NitgNumber&id=B40C3111"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,"<A HREF=""http://145.11.60.41/imap/multimedia/infiltratie/122.pdf"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",ja,POINT (189244 431343)
