objectid;automaatnummer;tariefcode;mobiliteitstoeslag;uurtarief;maximum_dagtarief;gsm_code;betaaaldagen;koopavond;koopzondag;betaaltijd;betaaltijd_koopavond;betaaltijd_koopzondag;straatnaam;locatie;geo_shape;geo_point_2d
390;7720;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Ploegstraat;thv huisnr 3a;"{""coordinates"": [5.472347889911064, 51.43277057170155], ""type"": ""Point""}";51.43277057170155, 5.472347889911064
392;4920;B2;0,20;1,90;6,60;5149;Maandag t/m zondag;;;09.00 - 21.00;;;Prof. Dr. Dorgelolaan;terrein II;"{""coordinates"": [5.4854488086857955, 51.44487366547768], ""type"": ""Point""}";51.44487366547768, 5.4854488086857955
404;5430;B2;0,20;1,90;6,60;5154;Maandag t/m zondag;;;09.00 - 21.00;;;Past Petersstraat;to 180 (EMS);"{""coordinates"": [5.474535383332587, 51.445324938842944], ""type"": ""Point""}";51.445324938842944, 5.474535383332587
407;5730;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Strijpsestraat;thv huisnr 156;"{""coordinates"": [5.456255043254146, 51.44111256579534], ""type"": ""Point""}";51.44111256579534, 5.456255043254146
408;5773;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Langdonkenstraat;thv huisnr 9;"{""coordinates"": [5.464061107582854, 51.44000792745448], ""type"": ""Point""}";51.44000792745448, 5.464061107582854
415;5756;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Berkenstraat;thv huisnr 1;"{""coordinates"": [5.457817406398327, 51.44314116157501], ""type"": ""Point""}";51.44314116157501, 5.457817406398327
417;5759;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Frederiklaan;thv huisnr 165 (hoek Lindenlaan);"{""coordinates"": [5.45972662563765, 51.44273434725241], ""type"": ""Point""}";51.44273434725241, 5.45972662563765
509;8360;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Willem de Zwijgerstraat;thv 33;"{""coordinates"": [5.470191511406014, 51.43555513106869], ""type"": ""Point""}";51.43555513106869, 5.470191511406014
510;8379;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Wouter Hollemanplein;to huisnr 108;"{""coordinates"": [5.463296490619887, 51.43801069581286], ""type"": ""Point""}";51.43801069581286, 5.463296490619887
511;8382;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Jozef Eliasweg;thv huisnr 19;"{""coordinates"": [5.4643653523180955, 51.43756629571286], ""type"": ""Point""}";51.43756629571286, 5.4643653523180955
515;8387;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Sophia van Wurtemberglaan;thv huisnr 5;"{""coordinates"": [5.466458011862352, 51.436325761958216], ""type"": ""Point""}";51.436325761958216, 5.466458011862352
517;8391;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Willem de Rijkelaan;thv huisnr 5F;"{""coordinates"": [5.459338987943368, 51.43749184592056], ""type"": ""Point""}";51.43749184592056, 5.459338987943368
420;5763;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Kastanjelaan;thv huisnr 55 (hoek Plataanln);"{""coordinates"": [5.456728652962403, 51.44472784880082], ""type"": ""Point""}";51.44472784880082, 5.456728652962403
424;5770;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;St. Antoniusstraat;to huisnr 1;"{""coordinates"": [5.467509845611781, 51.43976050967013], ""type"": ""Point""}";51.43976050967013, 5.467509845611781
425;5771;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Gagelstraat;thv huisnr 109 (hoek Willemstr);"{""coordinates"": [5.465181906976996, 51.43904529313578], ""type"": ""Point""}";51.43904529313578, 5.465181906976996
427;6330;B1;0,20;1,90;nvt;5163;Maandag t/m zondag;;;09.00 - 21.00;;;Aalsterweg;thv huisnr 92;"{""coordinates"": [5.486035047317403, 51.42570886634583], ""type"": ""Point""}";51.42570886634583, 5.486035047317403
428;5775;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Henriettestraat;thv nr 52 (hoek Keerweerstr);"{""coordinates"": [5.462867946312406, 51.44137684363657], ""type"": ""Point""}";51.44137684363657, 5.462867946312406
431;5778;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Glaslaan;thv huisnr 31;"{""coordinates"": [5.461257056001715, 51.44366698214326], ""type"": ""Point""}";51.44366698214326, 5.461257056001715
433;6390;B1;0,20;1,90;nvt;5163;Maandag t/m zondag;;;09.00 - 21.00;;;Leenderweg;thv huisnr 63 (Plaza);"{""coordinates"": [5.488702312039809, 51.427158995293844], ""type"": ""Point""}";51.427158995293844, 5.488702312039809
436;6240;B1;0,20;1,90;nvt;5162;Maandag t/m zondag;;;09.00 - 21.00;;;Kruisstraat;thv huisnr 79;"{""coordinates"": [5.47518362902757, 51.447963632795336], ""type"": ""Point""}";51.447963632795336, 5.47518362902757
438;6260;B1;0,20;1,90;nvt;5162;Maandag t/m zondag;;;09.00 - 21.00;;;Kruisstraat;thv huisnr 159;"{""coordinates"": [5.473957739767747, 51.449321659776295], ""type"": ""Point""}";51.449321659776295, 5.473957739767747
441;6310;B1;0,20;1,90;nvt;5163;Maandag t/m zondag;;;09.00 - 21.00;;;Aalsterweg;thv huisnr 6;"{""coordinates"": [5.486700551576069, 51.42839778398531], ""type"": ""Point""}";51.42839778398531, 5.486700551576069
454;3203;B1;0,20;1,90;nvt;5132;Maandag t/m zondag;;;09.00 - 21.00;;;Keersoppermolen;hoek Hooidonksemolen (thv lm 4);"{""coordinates"": [5.478276773045529, 51.447806665208084], ""type"": ""Point""}";51.447806665208084, 5.478276773045529
455;3204;B1;0,20;1,90;nvt;5132;Maandag t/m zondag;;;09.00 - 21.00;;;Bisschopsmolen;thv huisnr 13-15 (lm 3);"{""coordinates"": [5.478870124405685, 51.44725322037843], ""type"": ""Point""}";51.44725322037843, 5.478870124405685
461;7731;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Nicolaas Beetsstraat;thv huisnr 33;"{""coordinates"": [5.4726806596359285, 51.42979766559229], ""type"": ""Point""}";51.42979766559229, 5.4726806596359285
462;7732;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Jan Luikenstraat;to huisnr 45 (hoek Huijgenslaan);"{""coordinates"": [5.47225975388878, 51.427975351822305], ""type"": ""Point""}";51.427975351822305, 5.47225975388878
464;7768;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Van Meursstraat;thv huisnr 27 (hoek J. v Maerlantln);"{""coordinates"": [5.475235865530334, 51.42921531504434], ""type"": ""Point""}";51.42921531504434, 5.475235865530334
465;7769;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Potgieterstraat;to huisnr 18;"{""coordinates"": [5.476025968368356, 51.431100080415895], ""type"": ""Point""}";51.431100080415895, 5.476025968368356
466;7770;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Edenstraat;thv huisnr 88;"{""coordinates"": [5.476653666646682, 51.43201614920811], ""type"": ""Point""}";51.43201614920811, 5.476653666646682
470;7804;B2;0,20;1,90;6,60;5178;Maandag t/m zondag;;;09.00 - 21.00;;;Jan Smitzlaan;thv huisnr 12;"{""coordinates"": [5.481903905960832, 51.43263206912022], ""type"": ""Point""}";51.43263206912022, 5.481903905960832
472;7806;B2;0,20;1,90;6,60;5178;Maandag t/m zondag;;;09.00 - 21.00;;;Vondellaan;to huisnr 19;"{""coordinates"": [5.48277499010955, 51.431694873533], ""type"": ""Point""}";51.431694873533, 5.48277499010955
474;7809;B2;0,20;1,90;6,60;5178;Maandag t/m zondag;;;09.00 - 21.00;;;Ruusbroeclaan;thv huisnr 21 (hoek Poirterslaan);"{""coordinates"": [5.480571894575746, 51.42990767167194], ""type"": ""Point""}";51.42990767167194, 5.480571894575746
476;7901;B1;0,20;1,90;nvt;5179;Maandag t/m zondag;;;09.00 - 21.00;;;Kleine Bleekstraat;thv huisnr 24;"{""coordinates"": [5.4862154791745805, 51.436559480919925], ""type"": ""Point""}";51.436559480919925, 5.4862154791745805
482;7910;B1;0,20;1,90;nvt;5179;Maandag t/m zondag;;;09.00 - 21.00;;;Bleekstraat;thv huisnr 21;"{""coordinates"": [5.485291308469923, 51.43671693397738], ""type"": ""Point""}";51.43671693397738, 5.485291308469923
485;8020;A2;0,20;2,60;nvt;5180;Maandag t/m zondag;;;09.00 - 21.00;;;Willemstraat;thv huisnr 16;"{""coordinates"": [5.470964800875243, 51.43857967914206], ""type"": ""Point""}";51.43857967914206, 5.470964800875243
486;8210;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Nachtegaallaan;thv huisnr 1 (Dommelhoef-buiten);"{""coordinates"": [5.487278353314461, 51.44081152452298], ""type"": ""Point""}";51.44081152452298, 5.487278353314461
497;8263;B2;0,20;1,90;6,60;5166;;;;;;;Fuutlaan;thv huisnr 37 (hoek Leeuwerikln);"{""coordinates"": [5.49352865514446, 51.443378466605], ""type"": ""Point""}";51.443378466605, 5.49352865514446
499;8330;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Julianastraat;thv huisnr 26;"{""coordinates"": [5.468476750262688, 51.43671260831604], ""type"": ""Point""}";51.43671260831604, 5.468476750262688
520;8610;B2;0,20;1,90;6,60;5186;Maandag t/m zondag;;;09.00 - 21.00;;;Aletta Jacobsplein;to huisnr 122 (straatzijde terrein);"{""coordinates"": [5.470647803406482, 51.443658734741334], ""type"": ""Point""}";51.443658734741334, 5.470647803406482
522;8650;B2;0,20;1,90;6,60;5186;Maandag t/m zondag;;;09.00 - 21.00;;;Aletta Jacobsplein;nabij huisnr 107 (hoek C. Wichmannstr);"{""coordinates"": [5.469996860581377, 51.4429545590563], ""type"": ""Point""}";51.4429545590563, 5.469996860581377
531;9015;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein C, zuidwestzijde);"{""coordinates"": [5.474193630269568, 51.46846764223729], ""type"": ""Point""}";51.46846764223729, 5.474193630269568
535;9021;C3;nvt;0,60 / 1,2;3,70;5190;Maandag t/m zaterdag;Koopavond (vrijdagav;Koopzondagen;09.00 - 18.00;18.00 - 21.00;12.00 - 17.00;Winkelcentrum Woensel;thv huisnr 1 (terrein A, noordwestzijde);"{""coordinates"": [5.474280585263121, 51.46998200258988], ""type"": ""Point""}";51.46998200258988, 5.474280585263121
536;9101;C2;nvt;1,80;4,20;5191;Maandag t/m vrijdag;;;09.00 - 18.00;;;Beatrix de Rijkweg;nabij huisnr 3A;"{""coordinates"": [5.396984110527963, 51.45635579386983], ""type"": ""Point""}";51.45635579386983, 5.396984110527963
544;8560;B2;0,20;1,90;6,60;5185;Maandag t/m zondag;;;09.00 - 21.00;;;Van Kinsbergenstraat - Zoutmanstraat;lm;"{""coordinates"": [5.470098563883772, 51.44962985604323], ""type"": ""Point""}";51.44962985604323, 5.470098563883772
548;8249;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Tongelresestraat - Pelikaanlaan;Villapark;"{""coordinates"": [5.497101757450107, 51.440679350913626], ""type"": ""Point""}";51.440679350913626, 5.497101757450107
552;5075;B2;0,20;1,90;6,60;5150;Maandag t/m zondag;;;09.00 - 21.00;;;Verwerstraat;thv 141;"{""coordinates"": [5.473770932273472, 51.45048405382612], ""type"": ""Point""}";51.45048405382612, 5.473770932273472
553;5085;B2;0,20;1,90;6,60;5150;Maandag t/m zondag;;;09.00 - 21.00;;;Visserstraat;hoek Looierstraat;"{""coordinates"": [5.475428672434361, 51.45117067391156], ""type"": ""Point""}";51.45117067391156, 5.475428672434361
238;9109;C2;nvt;1,80;4,20;5191;Maandag t/m vrijdag;;;09.00 - 18.00;;;Luchthavenweg;thv huisnr 2;"{""coordinates"": [5.389675511054955, 51.455421813613135], ""type"": ""Point""}";51.455421813613135, 5.389675511054955
239;9111;C2;nvt;1,80;4,20;5191;Maandag t/m vrijdag;;;09.00 - 18.00;;;Jan Hilgersweg;thv huisnr 8;"{""coordinates"": [5.390074366990258, 51.453491922976376], ""type"": ""Point""}";51.453491922976376, 5.390074366990258
322;9202;C1;nvt;1,80;nvt;5192;Maandag t/m zondag;;;09.00 - 21.00;;;Plaggenstraat;t/o huisnr 29;"{""coordinates"": [5.447896943443145, 51.4477162075951], ""type"": ""Point""}";51.4477162075951, 5.447896943443145
323;9203;C1;nvt;1,80;nvt;5192;Maandag t/m zondag;;;09.00 - 21.00;;;Beukenlaan;thv huisnr 8;"{""coordinates"": [5.450921713284798, 51.447809057718786], ""type"": ""Point""}";51.447809057718786, 5.450921713284798
330;9620;A2;0,20;2,60;nvt;5196;Maandag t/m zondag;;;09.00 - 21.00;;;Victoriapark;thv huisnr 101 (Emté);"{""coordinates"": [5.472434238677668, 51.44023675717199], ""type"": ""Point""}";51.44023675717199, 5.472434238677668
333;4131;B1;0,20;1,90;nvt;5141;Maandag t/m zondag;;;09.00 - 21.00;;;St. Jorislaan;Hoefkestraat/ Pastoor Dijkmanstraat;"{""coordinates"": [5.4899730293174045, 51.43127585835561], ""type"": ""Point""}";51.43127585835561, 5.4899730293174045
336;8555;B2;0,20;1,90;6,60;5185;Maandag t/m zondag;;;09.00 - 21.00;;;Hemelrijken;thv 66;"{""coordinates"": [5.470539241622984, 51.44798560081555], ""type"": ""Point""}";51.44798560081555, 5.470539241622984
337;8246;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Tongelresestraat;thv 45;"{""coordinates"": [5.4934658418821325, 51.43870462975992], ""type"": ""Point""}";51.43870462975992, 5.4934658418821325
338;5741;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Ekkerstraat;hoek Kleinakkerweg;"{""coordinates"": [5.451285989792789, 51.44362208372534], ""type"": ""Point""}";51.44362208372534, 5.451285989792789
343;2220;A1;0,30;3,70;nvt;5122;Maandag t/m zondag;;;09.00 - 21.00;;;Kleine Berg;thv huisnr 31-33;"{""coordinates"": [5.475420267314885, 51.43707783980417], ""type"": ""Point""}";51.43707783980417, 5.475420267314885
344;1010;A1;0,30;3,70;nvt;5110;Maandag t/m zondag;;;09.00 - 21.00;;;Stationsplein;VVV (spoorzijde);"{""coordinates"": [5.478218656464079, 51.44206824547724], ""type"": ""Point""}";51.44206824547724, 5.478218656464079
345;1020;A1;0,30;3,70;nvt;5110;Maandag t/m zondag;;;09.00 - 21.00;;;Stationsplein;VVV;"{""coordinates"": [5.47823035301573, 51.44204949765286], ""type"": ""Point""}";51.44204949765286, 5.47823035301573
346;1210;A1;0,30;3,70;nvt;5112;Maandag t/m zondag;;;09.00 - 21.00;;;Stationsweg;Stationsplein en Effenaar;"{""coordinates"": [5.482024951007299, 51.44177980095718], ""type"": ""Point""}";51.44177980095718, 5.482024951007299
350;1520;A3;0,20;2,60;10,30;5115;Maandag t/m zondag;;;09.00 - 21.00;;;Raiffeisenstraat;BBA terrein - West;"{""coordinates"": [5.482502899159351, 51.440558518223476], ""type"": ""Point""}";51.440558518223476, 5.482502899159351
359;4330;B7;nvt;0,60 / 1,2;3,70;5143;Maandag t/m zondag;;;09.00 - 21.00;;;Kronehoefstraat;thv lm 119;"{""coordinates"": [5.467161050469931, 51.45211143835855], ""type"": ""Point""}";51.45211143835855, 5.467161050469931
360;4610;B2;0,20;1,90;6,60;5146;Maandag t/m zondag;;;09.00 - 21.00;;;Bomansplaats;Noord;"{""coordinates"": [5.484254578759616, 51.43102040557469], ""type"": ""Point""}";51.43102040557469, 5.484254578759616
364;4015;A2;0,20;2,60;nvt;5140;Maandag t/m zondag;;;09.00 - 21.00;;;Bilderdijklaan;thv huisnr 7;"{""coordinates"": [5.482678614727963, 51.43413030349427], ""type"": ""Point""}";51.43413030349427, 5.482678614727963
369;4050;A2;0,20;2,60;nvt;5140;Maandag t/m zondag;;;09.00 - 21.00;;;Geldropseweg;thv huisnr 2F;"{""coordinates"": [5.484508000865124, 51.43450161400838], ""type"": ""Point""}";51.43450161400838, 5.484508000865124
370;4120;B1;0,20;1,90;nvt;5141;Maandag t/m zondag;;;09.00 - 21.00;;;Geldropseweg;thv huisnr 126;"{""coordinates"": [5.492078083510648, 51.43233493139391], ""type"": ""Point""}";51.43233493139391, 5.492078083510648
371;4130;B1;0,20;1,90;nvt;5141;Maandag t/m zondag;;;09.00 - 21.00;;;Geldropseweg;thv huisnr 88;"{""coordinates"": [5.4892394362765335, 51.43323412073022], ""type"": ""Point""}";51.43323412073022, 5.4892394362765335
374;4320;B7;nvt;0,60 / 1,2;3,70;5143;Maandag t/m zondag;;;09.00 - 21.00;;;Woenselse Markt;thv Albert Heijn (huisnr 7);"{""coordinates"": [5.471973722754916, 51.45154165872673], ""type"": ""Point""}";51.45154165872673, 5.471973722754916
378;6510;B6;0,20;nvt;19,80;5165;Maandag t/m zondag;;;09.00 - 00.00;;;Schootstraat;to huisnr 26 (tussen Kastanjeln en Beukenln);"{""coordinates"": [5.452843595031239, 51.44698436645042], ""type"": ""Point""}";51.44698436645042, 5.452843595031239
383;7520;B2;0,20;1,90;6,60;5175;Maandag t/m zondag;;;09.00 - 21.00;;;Alberdingk Thijmlaan;terrein Parktheater;"{""coordinates"": [5.483456230706388, 51.428423592429034], ""type"": ""Point""}";51.428423592429034, 5.483456230706388
384;7610;B2;0,20;1,90;6,60;5176;Maandag t/m zondag;;;09.00 - 21.00;;;Biesterdwarsweg;thv Biesterweg 23;"{""coordinates"": [5.487314507508762, 51.4263902497246], ""type"": ""Point""}";51.4263902497246, 5.487314507508762
393;4630;B2;0,20;1,90;6,60;5146;Maandag t/m zondag;;;09.00 - 21.00;;;Bomansplaats;Zuid;"{""coordinates"": [5.4847907559824245, 51.43034710351056], ""type"": ""Point""}";51.43034710351056, 5.4847907559824245
395;5004;B2;0,20;1,90;6,60;5150;Maandag t/m zondag;;;09.00 - 21.00;;;Montgomerylaan;thv huisnr 437;"{""coordinates"": [5.476969447604154, 51.44978202923112], ""type"": ""Point""}";51.44978202923112, 5.476969447604154
397;5020;B2;0,20;1,90;6,60;5150;Maandag t/m zondag;;;09.00 - 21.00;;;Past. Petersstraat;thv. huisnr 141 (tussen Kruisstr en Montgomeryln);"{""coordinates"": [5.475675193664152, 51.44540742105984], ""type"": ""Point""}";51.44540742105984, 5.475675193664152
398;5040;B2;0,20;1,90;6,60;5150;Maandag t/m zondag;;;09.00 - 21.00;;;Gildelaan;thv huisnr 41 (tussen Kruisstr en Montgomeryln);"{""coordinates"": [5.475895146898489, 51.44761051606288], ""type"": ""Point""}";51.44761051606288, 5.475895146898489
401;5110;B2;0,20;1,90;6,60;5151;Maandag t/m zondag;;;09.00 - 21.00;;;Stevertsemolen;thv huisnr 35/37;"{""coordinates"": [5.481119345919561, 51.44879774974381], ""type"": ""Point""}";51.44879774974381, 5.481119345919561
402;5130;B2;0,20;1,90;6,60;5151;Maandag t/m zondag;;;09.00 - 21.00;;;Venbergsemolen;thv huisnr 141;"{""coordinates"": [5.482067677877217, 51.45061224098732], ""type"": ""Point""}";51.45061224098732, 5.482067677877217
403;5410;B2;0,20;1,90;6,60;5154;Maandag t/m zondag;;;09.00 - 21.00;;;Past. Petersstraat;thv 154-160 (WTC);"{""coordinates"": [5.4732056857171, 51.44481190573793], ""type"": ""Point""}";51.44481190573793, 5.4732056857171
406;5710;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;St. Trudoplein;thv huisnr 3 (to Strijpsestraat);"{""coordinates"": [5.455129592693375, 51.44155194817907], ""type"": ""Point""}";51.44155194817907, 5.455129592693375
410;8405;B2;0,20;1,90;6,60;5184;Maandag t/m zondag;;;09.00 - 21.00;;;St. Trudostraat / Kerkakkerstraat;thv - 55;"{""coordinates"": [5.454983608063764, 51.4388651927002], ""type"": ""Point""}";51.4388651927002, 5.454983608063764
411;5740;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Strijpsestraat;thv huisnr 135-153 (Albert Heijn);"{""coordinates"": [5.453282984605553, 51.44095514292279], ""type"": ""Point""}";51.44095514292279, 5.453282984605553
414;5754;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Klimoplaan / Schouwbroekseweg;thv lm 014;"{""coordinates"": [5.459300977795263, 51.44067289521421], ""type"": ""Point""}";51.44067289521421, 5.459300977795263
416;5757;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Frederiklaan;thv huisnr 92;"{""coordinates"": [5.457336383422446, 51.441968138272976], ""type"": ""Point""}";51.441968138272976, 5.457336383422446
512;8384;B2;0,20;1,90;6,60;5183;Maandag t/m zondag;;;09.00 - 21.00;;;Lodewijk Napoleonlaan;nabij huisnr 19;"{""coordinates"": [5.467694691977983, 51.438108445606886], ""type"": ""Point""}";51.438108445606886, 5.467694691977983
418;5760;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Lindenlaan;to huisnr 22;"{""coordinates"": [5.461037953380336, 51.442276415322276], ""type"": ""Point""}";51.442276415322276, 5.461037953380336
422;5766;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;Cederlaan / Heesakkerstraat;thv huisnr 46;"{""coordinates"": [5.452799806530357, 51.4447108138796], ""type"": ""Point""}";51.4447108138796, 5.452799806530357
430;5777;B1;0,20;1,90;nvt;5157;Maandag t/m zondag;;;09.00 - 21.00;;;De Jonghlaan;thv huisnr 4;"{""coordinates"": [5.463992155350123, 51.444178992375974], ""type"": ""Point""}";51.444178992375974, 5.463992155350123
435;6220;B1;0,20;1,90;nvt;5162;Maandag t/m zondag;;;09.00 - 21.00;;;Kruisstraat;thv huisnr 51;"{""coordinates"": [5.47522544366172, 51.44680640572912], ""type"": ""Point""}";51.44680640572912, 5.47522544366172
437;6250;B1;0,20;1,90;nvt;5162;Maandag t/m zondag;;;09.00 - 21.00;;;Kruisstraat;thv huisnr 115;"{""coordinates"": [5.474505754394733, 51.44879166484206], ""type"": ""Point""}";51.44879166484206, 5.474505754394733
443;3320;A1;0,30;3,70;nvt;5133;Maandag t/m zondag;;;09.00 - 21.00;;;Keizersgracht;terrein Fens - noord;"{""coordinates"": [5.476297007397232, 51.43751435772945], ""type"": ""Point""}";51.43751435772945, 5.476297007397232
444;3410;A2;0,20;2,60;nvt;5134;Maandag t/m zondag;;;09.00 - 21.00;;;Dommelstraat;thv huisnr 1A;"{""coordinates"": [5.4839132468294896, 51.44143806608252], ""type"": ""Point""}";51.44143806608252, 5.4839132468294896
447;2830;A2;0,20;2,60;nvt;5128;Maandag t/m zondag;;;09.00 - 21.00;;;Ventoselaan;to huisnr 2g21;"{""coordinates"": [5.469761670100333, 51.4411409951897], ""type"": ""Point""}";51.4411409951897, 5.469761670100333
448;2910;A3;0,20;2,60;10,30;5129;Maandag t/m zondag;;;09.00 - 21.00;;;Eindje;bovendek - Oost;"{""coordinates"": [5.473689778583895, 51.442553671832805], ""type"": ""Point""}";51.442553671832805, 5.473689778583895
449;2930;A3;0,20;2,60;10,30;5129;Maandag t/m zondag;;;09.00 - 21.00;;;Eindje;onderdek - voor;"{""coordinates"": [5.473837836136934, 51.44278886618936], ""type"": ""Point""}";51.44278886618936, 5.473837836136934
450;2940;A3;0,20;2,60;10,30;5129;Maandag t/m zondag;;;09.00 - 21.00;;;Eindje;onderdek - midden;"{""coordinates"": [5.473346782891776, 51.44272567268579], ""type"": ""Point""}";51.44272567268579, 5.473346782891776
451;2950;A3;0,20;2,60;10,30;5129;Maandag t/m zondag;;;09.00 - 21.00;;;Eindje;onderdek - achter;"{""coordinates"": [5.472523381697505, 51.44248565163828], ""type"": ""Point""}";51.44248565163828, 5.472523381697505
457;7733;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;J. van Heelusstraat;thv 37;"{""coordinates"": [5.470072588751846, 51.42690296757043], ""type"": ""Point""}";51.42690296757043, 5.470072588751846
459;7725;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Gestelsestraat;to huisnr 60 (hoek Helmersln);"{""coordinates"": [5.471990162579987, 51.431157131421], ""type"": ""Point""}";51.431157131421, 5.471990162579987
463;7760;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Guido Gezellestraat;thv huisnr 32;"{""coordinates"": [5.475343791323783, 51.43155628102073], ""type"": ""Point""}";51.43155628102073, 5.475343791323783
467;7771;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;Helmerslaan;thv huisnr 58 (hoek Potgieterstraat);"{""coordinates"": [5.475237032229774, 51.43002088505542], ""type"": ""Point""}";51.43002088505542, 5.475237032229774
468;7772;B2;0,20;1,90;6,60;5177;Maandag t/m zondag;;;09.00 - 21.00;;;August Sniederslaan;thv huisnr 22;"{""coordinates"": [5.477763855647453, 51.429906786535945], ""type"": ""Point""}";51.429906786535945, 5.477763855647453
469;7801;B2;0,20;1,90;6,60;5178;Maandag t/m zondag;;;09.00 - 21.00;;;Jacob Catslaan;thv huisnr 9;"{""coordinates"": [5.479491496954849, 51.43241962328629], ""type"": ""Point""}";51.43241962328629, 5.479491496954849
475;7810;B2;0,20;1,90;6,60;5178;Maandag t/m zondag;;;09.00 - 21.00;;;Dr. Schaepmamlaan;thv huisnr 12;"{""coordinates"": [5.481741283492616, 51.42856498390426], ""type"": ""Point""}";51.42856498390426, 5.481741283492616
477;7903;B1;0,20;1,90;nvt;5179;Maandag t/m zondag;;;09.00 - 21.00;;;Havenstraat;thv huisnr 15;"{""coordinates"": [5.4872504609606905, 51.43581791406997], ""type"": ""Point""}";51.43581791406997, 5.4872504609606905
478;7905;B1;0,20;1,90;nvt;5179;Maandag t/m zondag;;;09.00 - 21.00;;;Tongelresestraat;hoek Dukaatstraat;"{""coordinates"": [5.489044314272041, 51.43592038570466], ""type"": ""Point""}";51.43592038570466, 5.489044314272041
480;7908;B1;0,20;1,90;nvt;5179;Maandag t/m zondag;;;09.00 - 21.00;;;Stuiverstraat;t/o L. Houbenstraat;"{""coordinates"": [5.49011676121981, 51.43527222486395], ""type"": ""Point""}";51.43527222486395, 5.49011676121981
484;8015;A2;0,20;2,60;nvt;5180;Maandag t/m zondag;;;09.00 - 21.00;;;Wilhelminaplein;thv Willemstraat 43a;"{""coordinates"": [5.47166212339227, 51.43833079928179], ""type"": ""Point""}";51.43833079928179, 5.47166212339227
487;8220;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Nachtegaallaan;to huisnr 8;"{""coordinates"": [5.487664419402374, 51.43925737320438], ""type"": ""Point""}";51.43925737320438, 5.487664419402374
490;8240;B2;0,20;1,90;6,60;5182;Maandag t/m zondag;;;09.00 - 21.00;;;Nachtegaallaan;Dommelhoef - binnen;"{""coordinates"": [5.487791074783168, 51.440771644916474], ""type"": ""Point""}";51.440771644916474, 5.487791074783168
