COUNTER;ID;GEBIEDTYPE;OMSCHR;WEBSITE;SOORT;STRAATNAAM
329;344714;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;
330;344715;Speelobjecten;Tussen Trooststraat en Van Ostadestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;De Bockstraat
331;344716;Speeltuin;Tussen Ferdinand Bolstraat en Gabriël Metsestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Ferdinand Bolstraat
332;344717;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;
333;344718;Verkeersplein en Gazon;Ter hoogte van  perceel 8;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Arnold Aletrinoplantsoen
354;344774;Gazon en plantsoen;Aan huizen zijde tussen Reigersbergenweg en Hofzichtlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bezuidenhoutseweg
355;344775;Struweel;Tussen Van der Aasstraat, Van Soutelandelaan en Neylantstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Le Grandweg
356;344776;Speelkooi en Gazon;Naast St. Paul College;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Isabellaland
370;344772;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Van Montfoortlaan
371;344773;Doorgroei en Struweel;Tussen het Haagse Bos en Park Marlot aan zijde Reigersbergen;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Reigersbergen
372;344834;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kerkuillaan
373;344835;Speelobjecten en Gazon;Tussen perceel 10/12  en  9/11;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zomereik
374;344837;Speeltuin en plantsoen;Tussen perceel 2 en 11;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van der Woudendijk
375;344838;Speeltuin, Speelkooi, Gazon en plantsoen;"Verzetsheldenplantsoen
Verzetsheldenplantsoen
Verzetsheldenplantsoen";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Mimi Knagelaan
376;344839;Speeltuin, Speelkooi, Gazon en plantsoen;Verzetsheldenplantsoen;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Adrianus van Driellaan
377;344840;Speelobject en Gazon;Tussen Oeverwallaan en Hennegras tussen perceel 18 en 20;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Oeverwallaan
378;344841;Speelobjecten en Gazon;Tussen Oeverwallaan en Hennegras tussen perceel 50 en 52;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Oeverwallaan
379;344842;Gazon en Doorgroei;Tussen Bitterzoetpad en Brasserhoutweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Bitterzoetpad
380;344843;Sportveld;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bitterzoetpad
381;344844;Gazon;Aan Nootdorp zijde;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Nootdorpse Landingslaan
382;344845;Speeltuin, Gazon en Haag;"Tussen perceel 45 en 51
Tussen perceel 33 en 39";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Watermunt
383;344846;Speelveld;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Arenapad
384;344847;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kaatsbaan
385;344850;Speeltuin, Speelweide, en Gazon ;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Ganzenplantsoen
386;344851;Speeltuin, Sportveld en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Campenvaart
387;344852;Speeltuin, Gazon en Haag;Tussen perceel 41 en 47;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Blauw Glidkruid
388;344853;Speeltuin, Gazon en Haag;Tussen perceel 33 en 39;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Pluimzegge
357;344777;Gazon en Plantsoen;Tevens aan Gradaland en Ursulaland;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Elviraland
358;344778;Speeltuin en Gazon;Bij flat percelen 180 t/m 334a;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Elviraland
359;344779;Speelweide;Gemeente Wassenaar, langs de Hoofdrijlaan;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Clingendael
360;344780;Rollerskatebaan;Achter "Paviljoen Malieveld";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Koekamplaan
361;344784;Speeltuin, Gazon en Plantsoen;Achter "Diamant College";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Robijnhorst
362;344785;Speeltuin, Sportveld en Gazon;Ingang tussen perceel 12f en 14;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van der Wyckstraat
363;344786;Speeltuin, Gazon en plantsoen;Tevens aan Willem van Outhoornstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Johannes Camphuijsstraat
364;344787;Speeltuuin en Verkeerstuin;Ter hoogte van perceel 43;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Hendrick Hamelplantsoen
365;344788;Speeltuin;Ter hoogte van perceel 15;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Soutelandelaan
366;344789;Sportveld;Ter hoogte van perceel 41;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Soutelandelaan
367;344790;Bos;Tussen Boslaan en Laan van Nieuw Oost-Indië aan zijde Benoordenhoutseweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Haagse Bos
368;344791;Bos;Tussen Huis ten Bosch en Van Alkemadelaan aan zijde Bezuidenhoutseweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Haagse Bos
369;344769;Doorgroei ;Tussen Therese Schwartzestraat en Hart Nibbrigkade;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Wassenaarseweg
352;344766;Gazon, Doorgroei en plantsoen;Tevens aan Denenburg en Hongarenburg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Vlamenburg
353;344767;Gazon en plantsoen;Tevens aan Haverkamp;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Roggekamp
411;344800;Doorgroei;De Nootdorpse Plassen;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Gele Lis
412;344801;Speeltuin en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Sportpad
413;344802;Tennisveld;Ter hoogte van Koolzaadveld;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Lisdoddeveld
414;344803;Speeltuin en Gazon;Tussen Pijlkruidveld en Spireaveld;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Marjoleinveld
415;344804;Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Marjoleinveld
416;344805;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Fintplantsoen
417;344806;Speeltuin, sportvelden en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Eendenplein
418;344809;Speeltuin en Gazon;Tussen perceel 14 en 16;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Brilduikerstraat
419;344810;Speeltuin en Gazon;Tussen perceel 28 en 30;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zaagbekstraat
420;344812;Speeltuin, Sport, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Waterspinhof
421;344814;Speeltuin, Gazon en Plantsoen;Tussen Zilverreigerstraat en Purperreigerstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Purperreigerstraat
422;344815;Speeltuin en Gazon;Tussen Dodaaroever en Zilverreigerstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Zilverreigerstraat
423;344816;Speeltuin en Gazon;Tussen Kuifduikerstraat en Visdiefjestraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Kuifduikerstraat
424;344817;Speeltuin en Gazon;Tussen Visdiefjestraat en IJsduikerstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Visdiefjestraat
425;344818;Speelobjecten en Gazon;Tussen Visdiefjestraat en IJsduikerstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;IJsduikerstraat
426;344819;Speeltuin;Ter hoogte van IJsduikerstraat;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Watervogelstraat
427;344820;Speeltuin, Gazon en Haag;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Serpentine
428;344821;Speelobject;Ter hoogte van perceel 24;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bosrank
429;344822;Speeltuin, Speelveld, Gazon en plantsoen;Rondom perceel 268;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Weidevogellaan
430;344823;Speeltuin/plaats;Bij Cbs de Fontein school;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Tureluurlaan
431;344826;Speelobjecten, Gazon en Beplanting;Tussen perceel 84 en 122;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;De Vroomedijk
432;344828;Speelobject, Gazon en plantsoen;Tussen perceel 2 en 99;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Essendijk
433;344830;Speelobjecten en Halfverharding;Tussen perceel 119 en 189;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Van Essendijk
434;344831;Speeltuin;Tussen perceel 29 en 76;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Stiemensvaart
435;344832;Speeltuin;Tussen perceel 15 en 17;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Stiemensvaart
389;344854;Weide;Achter Wilde Gagel;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Dwarskade
390;344857;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Veenpluis
391;344859;Speeltuin en plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;De Voswater
392;344860;Speeltuin;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Koxwater
393;344861;Speelweide;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Böttgerwater
394;344862;Speeltuin, Sportveld, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Bieremalaan-recreatieveld
395;344865;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wethouder Fischerplantsoen
396;344866;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wethouder Verheulplantsoen
397;344868;Speeltuin;Ingang tussen perceel 19 en 21;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Vonkstraat
398;344871;Speeltuin;Hoek Guirlande;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Wingerd
399;344872;Basketbalveld;Ter hoogte van perceel 14;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Goudkarpersingel
400;344873;Speeltuin en Sport;Ter hoogte van perceel 25 (Graskarpersingel);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Noordelijke Verbindingsweg
401;344874;Skateplek;Ter hoogte van perceel 45 (Graskarpersingel);https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Noordelijke Verbindingsweg
402;344875;Speeltuin en Plantsoen;Hoek Oude Middenweg;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Judostraat
403;344876;Speeltuin en Gazon;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Middenstip
404;344792;Bos;"Vanaf ChâTeau Bleu Résidence tot Van Alkemadelaan aan zijde Benoordehoutseweg
vanaf ChâTeau Bleu Résidence tot Van Alkemadelaan aan zijde Benoordehoutseweg";https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Haagse Bos
405;344793;Natuur-Speeltuin;Nabij Huis ten Bosch;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Haagse Bos
406;344794;Speeltuin en Stuweel;Tussen Boslaan en Laan van Nieuw Oost-Indië;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Haagse Bos
407;344795;Speeltuin, Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Patrijsplantsoen
408;344797;Gazon en Plantsoen;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Parelduikersingel
409;344798;Gazon en Doorgroei;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Krabbescheerkade
410;344799;;;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;honden het hele jaar door los;Mosselsingel
445;344885;Speelobjecten en Gazon;Hoek Snavelbies;https://www.denhaag.nl/nl/in-de-stad/natuur-en-milieu/regels-voor-het-uitlaten-van-honden-en-het-opruimen-van-hondenpoep.htm;verboden voor honden;Veenwortel
