FID,aanlegjaar,type,soortnaam_lat,soortnaam_ned,categorie,geometrie
O10002_Bomenkaart_OD.1569,1996,Straat- / laanboom,Corylus colurna,Hazelaar,Boom,MULTIPOINT ((176453.415 497179.686))
O10002_Bomenkaart_OD.1570,1975,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((175697.089 495922.255))
O10002_Bomenkaart_OD.1571,2003,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((175803.359 496051.321))
O10002_Bomenkaart_OD.1572,1996,Straat- / laanboom,Aesculus pavia 'Atrosanguinea',Kastanje,Boom,MULTIPOINT ((176108.52 495777.382))
O10002_Bomenkaart_OD.1573,1997,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172238.828 508679.226))
O10002_Bomenkaart_OD.1574,1995,Straat- / laanboom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((172744.081 508483.767))
O10002_Bomenkaart_OD.1575,1965,Solitaire boom,Populus tremula 'Tapiau',Ratelpopulier,Boom,MULTIPOINT ((172403.326 508912.439))
O10002_Bomenkaart_OD.1576,1985,Straat- / laanboom,Tilia europaea 'Pallida',Koningslinde,Boom,MULTIPOINT ((177409.081 502992.169))
O10002_Bomenkaart_OD.1577,1985,Straat- / laanboom,Betula pendula 'Tristis',Treurberk,Boom,MULTIPOINT ((178180.989 502729.35))
O10002_Bomenkaart_OD.1578,2007,Lei- / vormboom,Carpinus betulus,Haagbeuk,Boom,MULTIPOINT ((177450.709 504041.704))
O10002_Bomenkaart_OD.1579,2007,Lei- / vormboom,Carpinus betulus,Haagbeuk,Boom,MULTIPOINT ((177405.551 504046.302))
O10002_Bomenkaart_OD.1580,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((178097.185 504509.218))
O10002_Bomenkaart_OD.1581,1988,Straat- / laanboom,Tilia platyphyllos,Grootbladige linde,Boom,MULTIPOINT ((177443.84 503802.324))
O10002_Bomenkaart_OD.1582,1975,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177651.45 503572.999))
O10002_Bomenkaart_OD.1583,1990,Straat- / laanboom,Populus alba,Witte abeel,Boom,MULTIPOINT ((176401.252 503439.102))
O10002_Bomenkaart_OD.1584,1996,Straat- / laanboom,Fraxinus americana,Amerikaanse es,Boom,MULTIPOINT ((176704.773 503314.511))
O10002_Bomenkaart_OD.1585,1980,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((177925.105 504427.043))
O10002_Bomenkaart_OD.1586,1985,Knotboom,Salix alba 'Chermesina',Wilg,Boom,MULTIPOINT ((178005.249 503119.88))
O10002_Bomenkaart_OD.1587,1974,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((178094.479 504888.51))
O10002_Bomenkaart_OD.1588,2002,Solitaire boom,Acer platanoides 'Olmsted',Esdoorn,Boom,MULTIPOINT ((175780.761 503594.976))
O10002_Bomenkaart_OD.1589,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178339.627 504395.879))
O10002_Bomenkaart_OD.1590,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((178043.549 503785.254))
O10002_Bomenkaart_OD.1591,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((175401.671 502872.207))
O10002_Bomenkaart_OD.1592,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174772.271 501291.945))
O10002_Bomenkaart_OD.1593,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((175037.597 501992.718))
O10002_Bomenkaart_OD.1594,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((175090.953 502121.441))
O10002_Bomenkaart_OD.1595,1975,Straat- / laanboom,Populus nigra,Zwarte populier,Boom,MULTIPOINT ((181375.585 505691.809))
O10002_Bomenkaart_OD.1596,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174866.071 501578.974))
O10002_Bomenkaart_OD.1597,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((175080.405 502095.683))
O10002_Bomenkaart_OD.1598,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174919.695 501708.155))
O10002_Bomenkaart_OD.1599,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174873.803 501537.464))
O10002_Bomenkaart_OD.1600,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((174876.702 501604.702))
O10002_Bomenkaart_OD.1601,1975,Straat- / laanboom,Populus nigra,Zwarte populier,Boom,MULTIPOINT ((181613.357 505766.389))
O10002_Bomenkaart_OD.1602,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((178268.508 504471.438))
O10002_Bomenkaart_OD.1603,1997,Straat- / laanboom,Fraxinus excelsior 'Geessink',Es,Boom,MULTIPOINT ((176828.725 506047.565))
O10002_Bomenkaart_OD.1604,2004,Straat- / laanboom,Alnus glutinosa,Els,Boom,MULTIPOINT ((175893.622 505284.72))
O10002_Bomenkaart_OD.1605,2011,Straat- / laanboom,Liquidambar styr. 'Moraine',Amberboom,Boom,MULTIPOINT ((176697.982 506178.695))
O10002_Bomenkaart_OD.1606,1994,Solitaire boom,Prunus 'Pandora',Sierkers,Boom,MULTIPOINT ((176097.589 503395.55))
O10002_Bomenkaart_OD.1607,1998,Straat- / laanboom,Tilia cordata 'Bohlje',Kleinbladige linde,Boom,MULTIPOINT ((176551.522 504827.76))
O10002_Bomenkaart_OD.1608,1998,Solitaire boom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((176490.858 504668.547))
O10002_Bomenkaart_OD.1609,1978,Solitaire boom,Crataegus persimilis 'Splendens',Meidoorn,Boom,MULTIPOINT ((178310.652 503591.411))
O10002_Bomenkaart_OD.1610,2000,Straat- / laanboom,Aesculus pavia 'Atrosanguinea',Kastanje,Boom,MULTIPOINT ((177152.912 502867.256))
O10002_Bomenkaart_OD.1611,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177890.832 504546.519))
O10002_Bomenkaart_OD.1612,1974,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((177875.169 504935.5))
O10002_Bomenkaart_OD.1613,1989,Straat- / laanboom,Prunus avium 'Plena',Zoete kers,Boom,MULTIPOINT ((177444.869 502351.96))
O10002_Bomenkaart_OD.1614,1991,Straat- / laanboom,Tilia europaea 'Pallida',Koningslinde,Boom,MULTIPOINT ((177401.979 503243.65))
O10002_Bomenkaart_OD.1615,1985,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((177846.759 503113.65))
O10002_Bomenkaart_OD.1616,1985,Straat- / laanboom,Tilia europaea 'Pallida',Koningslinde,Boom,MULTIPOINT ((177416.506 503025.778))
O10002_Bomenkaart_OD.1617,1998,Straat- / laanboom,Acer campestre 'Queen Elizabeth',Veldesdoorn,Boom,MULTIPOINT ((176743.788 505137.119))
O10002_Bomenkaart_OD.1618,1970,Straat- / laanboom,Aesculus hippocastanum,Kastanje,Boom,MULTIPOINT ((177455.837 503658.012))
O10002_Bomenkaart_OD.1619,1970,Straat- / laanboom,Aesculus hippocastanum,Kastanje,Boom,MULTIPOINT ((177463.99 503670.529))
O10002_Bomenkaart_OD.1620,1965,Straat- / laanboom,Aesculus hippocastanum,Kastanje,Boom,MULTIPOINT ((177752.19 504296.996))
O10002_Bomenkaart_OD.1621,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178329.4 504343.212))
O10002_Bomenkaart_OD.1622,1998,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176192.113 503852.533))
O10002_Bomenkaart_OD.1623,1975,Straat- / laanboom,Ulmus hollandica,Iep,Boom,MULTIPOINT ((178038.274 503714.544))
O10002_Bomenkaart_OD.1624,2000,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((178334.336 504863.699))
O10002_Bomenkaart_OD.1625,2004,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((178062.048 504380.715))
O10002_Bomenkaart_OD.1626,2000,Straat- / laanboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((177701.745 503187.941))
O10002_Bomenkaart_OD.1627,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176013.442 503726.879))
O10002_Bomenkaart_OD.1628,1994,Lei- / vormboom,Acer platanoides 'Globosum',Esdoorn,Boom,MULTIPOINT ((176248.661 503315.902))
O10002_Bomenkaart_OD.1629,1998,Straat- / laanboom,Fraxinus penns. 'Summit',Zachte es,Boom,MULTIPOINT ((176764.815 505167.679))
O10002_Bomenkaart_OD.1630,1974,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((178012.449 504916.62))
O10002_Bomenkaart_OD.1631,2004,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((176164.988 505182.252))
O10002_Bomenkaart_OD.1632,1978,Straat- / laanboom,Populus canescens 'Enniger',Grauwe abeel,Boom,MULTIPOINT ((178236.242 503953.139))
O10002_Bomenkaart_OD.1633,2018,Solitaire boom,Prunus 'Spire',Sierkers,Boom,MULTIPOINT ((177707.779 502358.79))
O10002_Bomenkaart_OD.1634,2000,Solitaire boom,Ulmus 'Lobel',Iep,Boom,MULTIPOINT ((177230.55 505178.821))
O10002_Bomenkaart_OD.1635,1994,Straat- / laanboom,Acer campestre 'Red Shine',Veldesdoorn,Boom,MULTIPOINT ((176079.099 503260.879))
O10002_Bomenkaart_OD.1636,2015,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175802.291 503712.774))
O10002_Bomenkaart_OD.1637,1997,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178355.373 504584.286))
O10002_Bomenkaart_OD.1638,1997,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178388.594 504740.513))
O10002_Bomenkaart_OD.1639,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175562.512 503502.42))
O10002_Bomenkaart_OD.1640,1985,Straat- / laanboom,Castanea sativa,Tamme kastanje,Boom,MULTIPOINT ((177811.309 502986.1))
O10002_Bomenkaart_OD.1641,1980,Solitaire boom,Fraxinus ornus 'Rotterdam',Pluimes,Boom,MULTIPOINT ((178271.721 503422.057))
O10002_Bomenkaart_OD.1642,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178314.159 504349.858))
O10002_Bomenkaart_OD.1643,1980,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((177905.624 503521.577))
O10002_Bomenkaart_OD.1644,2012,Straat- / laanboom,Tilia cordata 'Dila',Kleinbladige linde,Boom,MULTIPOINT ((177773.055 505341.646))
O10002_Bomenkaart_OD.1645,1991,Straat- / laanboom,Tilia europaea 'Pallida',Koningslinde,Boom,MULTIPOINT ((177387.105 503072.949))
O10002_Bomenkaart_OD.1646,1998,Straat- / laanboom,Tilia cordata 'Bohlje',Kleinbladige linde,Boom,MULTIPOINT ((176535.423 504855.517))
O10002_Bomenkaart_OD.1647,1985,Straat- / laanboom,Alnus cordata,Els,Boom,MULTIPOINT ((178065.209 502595.05))
O10002_Bomenkaart_OD.1648,1994,Straat- / laanboom,Acer campestre 'Red Shine',Veldesdoorn,Boom,MULTIPOINT ((176197.899 503200.99))
O10002_Bomenkaart_OD.1649,1970,Solitaire boom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((175992.759 504192.291))
O10002_Bomenkaart_OD.1650,1992,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((176615.139 503192.68))
O10002_Bomenkaart_OD.1651,1992,Lei- / vormboom,Acer platanoides 'Globosum',Esdoorn,Boom,MULTIPOINT ((176703.519 502820.78))
O10002_Bomenkaart_OD.1652,2006,Straat- / laanboom,Acer platanoides 'Olmsted',Esdoorn,Boom,MULTIPOINT ((176235.118 505448.283))
O10002_Bomenkaart_OD.1653,2006,Straat- / laanboom,Acer freemanii 'Armstrong',Esdoorn,Boom,MULTIPOINT ((177699.184 502605.511))
O10002_Bomenkaart_OD.1654,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175611.991 503452.625))
O10002_Bomenkaart_OD.1655,1970,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178097.263 503282.508))
O10002_Bomenkaart_OD.1656,1970,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178217.706 503803.377))
O10002_Bomenkaart_OD.1657,1997,Straat- / laanboom,Fraxinus excelsior 'Geessink',Es,Boom,MULTIPOINT ((176871.785 506166.757))
O10002_Bomenkaart_OD.1658,2009,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176392.608 505506.614))
O10002_Bomenkaart_OD.1659,2011,Straat- / laanboom,Populus canad. 'Robusta',Canadapopulier,Boom,MULTIPOINT ((177035.984 505410.404))
O10002_Bomenkaart_OD.1660,2011,Straat- / laanboom,Populus canad. 'Robusta',Canadapopulier,Boom,MULTIPOINT ((176336.864 505609.803))
O10002_Bomenkaart_OD.1661,2007,Solitaire boom,Prunus Hally Jolivette,Sierkers,Boom,MULTIPOINT ((176998.569 506133.108))
O10002_Bomenkaart_OD.1662,2005,Straat- / laanboom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((176950.482 505911.156))
O10002_Bomenkaart_OD.1663,2008,Straat- / laanboom,Acer campestre 'Queen Elizabeth',Veldesdoorn,Boom,MULTIPOINT ((175901.325 505508.388))
O10002_Bomenkaart_OD.1664,2007,Lei- / vormboom,Carpinus betulus,Haagbeuk,Boom,MULTIPOINT ((177464.631 504040.285))
O10002_Bomenkaart_OD.1665,2015,Solitaire boom,Magnolia kobus,Beverboom,Boom,MULTIPOINT ((178006.269 504724.402))
O10002_Bomenkaart_OD.1666,1985,Straat- / laanboom,Tilia europaea 'Euchlora',Hollandse linde,Boom,MULTIPOINT ((177881.499 502897.08))
O10002_Bomenkaart_OD.1667,1980,Lei- / vormboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((177575.599 504120.29))
O10002_Bomenkaart_OD.1668,1977,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((175441.787 502907.282))
O10002_Bomenkaart_OD.1669,1999,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((177130.641 502663.701))
O10002_Bomenkaart_OD.1670,1994,Solitaire boom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((176703.904 503748.003))
O10002_Bomenkaart_OD.1671,2007,Straat- / laanboom,Fraxinus penns. 'Summit',Zachte es,Boom,MULTIPOINT ((176844.556 502936.833))
O10002_Bomenkaart_OD.1672,1992,Solitaire boom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((176864.627 502792.343))
O10002_Bomenkaart_OD.1673,1992,Straat- / laanboom,Tilia platyphyllos 'Rubra',Grootbladige linde,Boom,MULTIPOINT ((176639.899 503328.08))
O10002_Bomenkaart_OD.1674,2000,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((176566.489 502946.88))
O10002_Bomenkaart_OD.1675,1992,Solitaire boom,Fraxinus ornus 'Anita',Pluimes,Boom,MULTIPOINT ((177060.349 503015.6))
O10002_Bomenkaart_OD.1676,2004,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((176189.113 505198.024))
O10002_Bomenkaart_OD.1677,1989,Straat- / laanboom,Tilia tomentosa 'Brabant',Linde,Boom,MULTIPOINT ((177533.339 502362.48))
O10002_Bomenkaart_OD.1678,1990,Straat- / laanboom,Populus alba,Witte abeel,Boom,MULTIPOINT ((176399.422 503425.299))
O10002_Bomenkaart_OD.1679,1992,Straat- / laanboom,Tilia platyphyllos 'Rubra',Grootbladige linde,Boom,MULTIPOINT ((176908.799 503301.389))
O10002_Bomenkaart_OD.1680,1996,Solitaire boom,Acer campestre 'Red Shine',Veldesdoorn,Boom,MULTIPOINT ((175636.473 503396.556))
O10002_Bomenkaart_OD.1681,2007,Straat- / laanboom,Gleditsia triacanthos 'Skyline',Valse christusdoorn,Boom,MULTIPOINT ((177480.389 504033.322))
O10002_Bomenkaart_OD.1682,1970,Straat- / laanboom,Tilia vulgaris,Linde,Boom,MULTIPOINT ((177631.904 504022.569))
O10002_Bomenkaart_OD.1683,2004,Solitaire boom,Metasequoia glyptostroboides,Moerascypres,Boom,MULTIPOINT ((176369.264 505086.204))
O10002_Bomenkaart_OD.1684,2000,Straat- / laanboom,Tilia plat. 'Delft',Grootbladige linde,Boom,MULTIPOINT ((176653.821 502902.388))
O10002_Bomenkaart_OD.1685,2003,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((176261.939 503279.15))
O10002_Bomenkaart_OD.1686,2000,Straat- / laanboom,Acer campestre 'Elsrijk',Veldesdoorn,Boom,MULTIPOINT ((178324.418 504615.134))
O10002_Bomenkaart_OD.1687,2009,Straat- / laanboom,Platanus orientalis,Oosterse plataan,Boom,MULTIPOINT ((178374.788 504812.092))
O10002_Bomenkaart_OD.1688,1975,Straat- / laanboom,Populus tremula,Ratelpopulier,Boom,MULTIPOINT ((178517.864 505868.135))
O10002_Bomenkaart_OD.1689,2013,Straat- / laanboom,Tilia cordata 'Erecta',Linde,Boom,MULTIPOINT ((176415.619 496023.071))
O10002_Bomenkaart_OD.1690,1998,Lei- / vormboom,Robinia pseudoacacia 'Umbraculifera,Bolacacia,Boom,MULTIPOINT ((176659.736 505144.765))
O10002_Bomenkaart_OD.1691,1994,Solitaire boom,Liquidambar styraciflua,Amberboom,Boom,MULTIPOINT ((176257.349 503460.63))
O10002_Bomenkaart_OD.1692,2008,Straat- / laanboom,Sophora japonica 'Regent',Honingboom,Boom,MULTIPOINT ((178464.992 504329.296))
O10002_Bomenkaart_OD.1693,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175727.665 503649.705))
O10002_Bomenkaart_OD.1694,1999,Solitaire boom,Fagus sylvatica 'Atropunicea',Beuk,Boom,MULTIPOINT ((178497.056 504446.743))
O10002_Bomenkaart_OD.1695,2012,Straat- / laanboom,Acer saccharinum 'Pyramidale',Esdoorn,Boom,MULTIPOINT ((174972.949 505645.704))
O10002_Bomenkaart_OD.1696,2014,Boomgroep boom,Alnus glutinosa,Zwarte els,Boom,MULTIPOINT ((175282 505566))
O10002_Bomenkaart_OD.1697,2008,Boomgroep boom,Alnus spaethii 'Spaeth',Els,Boom,MULTIPOINT ((175313.741 505586))
O10002_Bomenkaart_OD.1698,2004,Lei- / vormboom,Acer saccharinum 'Pyramidale',Esdoorn,Boom,MULTIPOINT ((175767 505241.613))
O10002_Bomenkaart_OD.1699,2004,Straat- / laanboom,Tilia cordata 'Bohlje',Kleinbladige linde,Boom,MULTIPOINT ((175985.908 505353.408))
O10002_Bomenkaart_OD.1700,1998,Straat- / laanboom,Liquidambar styr. 'Moraine',Amberboom,Boom,MULTIPOINT ((176806.807 506116.528))
O10002_Bomenkaart_OD.1701,2009,Straat- / laanboom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((175512.263 505378.263))
O10002_Bomenkaart_OD.1702,1985,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((177870.439 503163.42))
O10002_Bomenkaart_OD.1703,2005,Straat- / laanboom,Prunus 'Umineko',Sierkers,Boom,MULTIPOINT ((176816.789 505985.101))
O10002_Bomenkaart_OD.1704,1985,Straat- / laanboom,Tilia europaea,Hollandse linde,Boom,MULTIPOINT ((178288.21 503539.629))
O10002_Bomenkaart_OD.1705,1980,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((178456.639 504536.15))
O10002_Bomenkaart_OD.1706,1970,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178116.706 503367.29))
O10002_Bomenkaart_OD.1707,1970,Straat- / laanboom,Platanus acerifolia,Plataan,Boom,MULTIPOINT ((178086 503234.272))
O10002_Bomenkaart_OD.1708,2009,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((176649.876 505402.998))
O10002_Bomenkaart_OD.1709,2008,Straat- / laanboom,Quercus cerris,Moseik,Boom,MULTIPOINT ((175769.338 505462.933))
O10002_Bomenkaart_OD.1710,2005,Straat- / laanboom,Alnus spaethii 'Spaeth',Els,Boom,MULTIPOINT ((177067.547 505702.811))
O10002_Bomenkaart_OD.1711,1980,Straat- / laanboom,Fraxinus excelsior 'Westhof's Glori,Es,Boom,MULTIPOINT ((175515.886 503167.272))
O10002_Bomenkaart_OD.1712,1994,Straat- / laanboom,Acer campestre 'Red Shine',Veldesdoorn,Boom,MULTIPOINT ((176262.569 503163.29))
O10002_Bomenkaart_OD.1713,2005,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((176366.522 503915.633))
O10002_Bomenkaart_OD.1714,2010,Straat- / laanboom,Prunus virginiana 'Schubert',Sierkers,Boom,MULTIPOINT ((176266.822 503218.424))
O10002_Bomenkaart_OD.1715,2011,Straat- / laanboom,Magnolia loebneri 'Merrill',Beverboom,Boom,MULTIPOINT ((175433.461 504873.175))
O10002_Bomenkaart_OD.1716,1980,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177801.782 504520.577))
O10002_Bomenkaart_OD.1717,2000,Straat- / laanboom,Quercus robur,Zomereik,Boom,MULTIPOINT ((175567.021 503585.784))
O10002_Bomenkaart_OD.1718,1969,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178241.908 505675.515))
O10002_Bomenkaart_OD.1719,1980,Solitaire boom,Prunus serrula,Japanse kers,Boom,MULTIPOINT ((177434.37 503729.974))
O10002_Bomenkaart_OD.1720,1994,Knotboom,Salix alba,Wilg,Boom,MULTIPOINT ((176352.859 503431.54))
O10002_Bomenkaart_OD.1721,1980,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((177247.637 503495.813))
O10002_Bomenkaart_OD.1722,1997,Straat- / laanboom,Ginkgo biloba,Japanse notenboom,Boom,MULTIPOINT ((177475.466 503635.582))
O10002_Bomenkaart_OD.1723,1976,Straat- / laanboom,Fraxinus excelsior 'Altena',Es,Boom,MULTIPOINT ((177500.483 503368.708))
O10002_Bomenkaart_OD.1724,2005,Straat- / laanboom,Acer platanoides 'Emerald Queen',Esdoorn,Boom,MULTIPOINT ((177499.943 505949.918))
O10002_Bomenkaart_OD.1725,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((177903.64 505841.973))
O10002_Bomenkaart_OD.1726,1975,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((177390.689 505550.41))
O10002_Bomenkaart_OD.1727,1975,Straat- / laanboom,Acer platanoides,Esdoorn,Boom,MULTIPOINT ((177592.979 505419.19))
O10002_Bomenkaart_OD.1728,1975,Straat- / laanboom,Acer platanoides,Esdoorn,Boom,MULTIPOINT ((177584.519 505423.88))
O10002_Bomenkaart_OD.1729,1975,Straat- / laanboom,Acer platanoides,Esdoorn,Boom,MULTIPOINT ((177445.669 505503.16))
O10002_Bomenkaart_OD.1730,1985,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((177885.949 505851.84))
O10002_Bomenkaart_OD.1731,1975,Straat- / laanboom,Acer pseudoplatanus,Esdoorn,Boom,MULTIPOINT ((177521.839 505475.97))
O10002_Bomenkaart_OD.1732,1998,Solitaire boom,Acer platanoides 'Columnare',Esdoorn,Boom,MULTIPOINT ((177794.459 505686.773))
O10002_Bomenkaart_OD.1733,1974,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((177817.519 504958.08))
O10002_Bomenkaart_OD.1734,2021,Straat- / laanboom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((176399.549 496327.269))
O10002_Bomenkaart_OD.1735,2021,Straat- / laanboom,Niet bekend,Niet bekend,Boom,MULTIPOINT ((176794.363 496243.437))
O10002_Bomenkaart_OD.1736,2021,Straat- / laanboom,Liquidambar styraciflua 'Moraine',Amberboom,Boom,MULTIPOINT ((174935.715 505320.791))
O10002_Bomenkaart_OD.1737,2017,Straat- / laanboom,Alnus spaethii,Els,Boom,MULTIPOINT ((175313.06 504938.954))
O10002_Bomenkaart_OD.1738,0,Boomgroep boom,Populus,Populier,Boom,MULTIPOINT ((176059.562 495468.858))
O10002_Bomenkaart_OD.1739,2001,Solitaire boom,Carpinus betulus 'Frans Fontaine',Haagbeuk,Boom,MULTIPOINT ((178079.85 503328.08))
O10002_Bomenkaart_OD.1740,2008,Solitaire boom,Paulownia tomentosa,Anna Paulownaboom,Boom,MULTIPOINT ((178506.857 504351.699))
O10002_Bomenkaart_OD.1741,2008,Straat- / laanboom,Robinia pseudoacacia 'Bessoniana',Acacia,Boom,MULTIPOINT ((178471.494 504478.349))
O10002_Bomenkaart_OD.1742,1988,Solitaire boom,Carpinus betulus 'Columnaris',Haagbeuk,Boom,MULTIPOINT ((177794.939 502507.2))
O10002_Bomenkaart_OD.1743,1980,Straat- / laanboom,Fraxinus excelsior,Es,Boom,MULTIPOINT ((177583.054 504481.303))
O10002_Bomenkaart_OD.1744,1995,Solitaire boom,Aesculus carnea 'Briotii',Kastanje,Boom,MULTIPOINT ((175776.599 495712.707))
O10002_Bomenkaart_OD.1745,1984,Straat- / laanboom,Acer pseudopl. 'Negenia',Esdoorn,Boom,MULTIPOINT ((176020.981 496439.86))
O10002_Bomenkaart_OD.1746,1996,Straat- / laanboom,Acer platanoides 'Cleveland',Esdoorn,Boom,MULTIPOINT ((175816.68 495890.728))
O10002_Bomenkaart_OD.1747,1998,Solitaire boom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((176462.508 504891.24))
O10002_Bomenkaart_OD.1748,1988,Solitaire boom,Carpinus betulus 'Columnaris',Haagbeuk,Boom,MULTIPOINT ((177799.509 502518.08))
O10002_Bomenkaart_OD.1749,2004,Straat- / laanboom,Liquidambar styraciflua 'Worplesdon',Amberboom,Boom,MULTIPOINT ((176154.157 505180.646))
O10002_Bomenkaart_OD.1750,2010,Straat- / laanboom,Tilia cordata 'Greenspire',Kleinbladige linde,Boom,MULTIPOINT ((176525.611 505228.374))
O10002_Bomenkaart_OD.1751,1997,Straat- / laanboom,Populus canadensis 'Robusta',Canadapopulier,Boom,MULTIPOINT ((178405.635 504783.071))
O10002_Bomenkaart_OD.1752,1989,Straat- / laanboom,Acer platanoides 'Emerald Queen',Esdoorn,Boom,MULTIPOINT ((177542.889 502737.28))
O10002_Bomenkaart_OD.1753,2005,Straat- / laanboom,Pyrus calleryana 'Chanticleer',Peer,Boom,MULTIPOINT ((177565.773 502852.212))
