FID,GML_ID,ID,CODE,NAAM,LAT,LON,ACTIEF,PLAATSNAAM,RDX,RDY,GEMEENTE,WIJK,PLAATS,HUISNUMMERS,POSTCODE,STRAAT,AANDUIDING,BOUWJAAR,LEVENSDUUR,VERVANGJAAR,FOTO,DD_BIJGEWERKT,GEOMETRIE
SPL_SPEELPLEKKEN.75898,Speelplekken.fid--26bbd5c6_18613012ba5_52a1,75898,18.07,Scheidingsweg sportplaats (EV),51.80954452,5.86707057,true,Nijmegen Zuid,188093.08,424655.86,Nijmegen,18 Brakkenstein,Nijmegen Zuid,60,,Scheidingsweg,Scheidingsweg  tegenover Heijendaalseweg,2009,10,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75898/JPEG_20220712_110132_8943737849333959460.jpg,2023-02-03,POINT (188093.08 424655.86)
SPL_SPEELPLEKKEN.75893,Speelplekken.fid--26bbd5c6_18613012ba5_52a3,75893,20.02,Kwikstaarthof en Spechtstraat,51.84416893,5.84800692,true,Nijmegen Oud-West,186753.99,428499.44,Nijmegen,20 Biezen,Nijmegen Oud-West,13,6541MA,Kwikstaarthof en Spechtstraat,2 plaatsen Kwikstaarthof in groenvoorzieningen,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75893/JPEG_20220706_101304_3630240317715784474.jpg,2023-02-03,POINT (186753.99 428499.44)
SPL_SPEELPLEKKEN.75882,Speelplekken.fid--26bbd5c6_18613012ba5_52a4,75882,20.01,Havenstraat Weurtsewweg Flavus deels sportplaats  (EV),51.84930332,5.84678608,true,Nijmegen Oud-West,186666.25,429070.13,Nijmegen,20 Biezen,Nijmegen Oud-West,53,6541LJ,Havenstraat Flavus,Weurtseweg Flavus locaties,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75882/JPEG_20220706_111903_5843080065292619842.jpg,2023-02-03,POINT (186666.25 429070.13)
SPL_SPEELPLEKKEN.75932,Speelplekken.fid--26bbd5c6_18613012ba5_52a5,75932,20.03,Rijnstraat,51.85013962,5.8423353,true,Nijmegen Oud-West,186359,429161.24,Nijmegen,20 Biezen,Nijmegen Oud-West,56,6541XE,Rijnstraat,Rijnstraat in verhoging,2013,15,2028,https://www.absweb.nu/Fotos/gemeentenijmegen/75932/JPEG_20220120_140834_9038575881657141730.jpg,2023-02-03,POINT (186359 429161.24)
SPL_SPEELPLEKKEN.75666,Speelplekken.fid--26bbd5c6_18613012ba5_52a6,75666,20.27,Westerpark deels natuurspeel- en sportplaats (MV),51.85161667,5.84029412,true,Nijmegen Oud-West,186217.33,429324.69,Nijmegen,20 Biezen,Nijmegen Oud-West,47,6541VG,Rivierstraat,Westerpark Rivierstraat.,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75666/JPEG_20220706_132430_2689485671707353446.jpg,2023-02-03,POINT (186217.33 429324.69)
SPL_SPEELPLEKKEN.75667,Speelplekken.fid--26bbd5c6_18613012ba5_52a7,75667,20.24,Teerplein deels sportplaats (MV),51.84593235,5.84703412,true,Nijmegen Oud-West,186685.71,428695.2,Nijmegen,20 Biezen,Nijmegen Oud-West,86N,6541SH,Sperwerstraat,Teerveldje,2012,15,2027,https://www.absweb.nu/Fotos/gemeentenijmegen/75667/JPEG_20220706_105147_6237594825625508052.jpg,2023-02-03,POINT (186685.71 428695.2)
SPL_SPEELPLEKKEN.75668,Speelplekken.fid--26bbd5c6_18613012ba5_52a8,75668,20.29,Kwetternest,51.8467082,5.84879562,true,Nijmegen Oud-West,186806.54,428782.29,Nijmegen,20 Biezen,Nijmegen Oud-West,65 / 67,6541PT,Scholekstrstraat,Speeltuin met gedeeltelijk buurtbeheer,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75668/JPEG_20220706_110230_8913155820368069955.jpg,2023-02-03,POINT (186806.54 428782.29)
SPL_SPEELPLEKKEN.75669,Speelplekken.fid--26bbd5c6_18613012ba5_52a9,75669,20.26,Ijsselstraat,51.85020248,5.84579155,true,Nijmegen Oud-West,186597.09,429169.73,Nijmegen,20 Biezen,Nijmegen Oud-West,2,6541XZ,Ijselstraat,Hoek Ijsselstraat.,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75669/JPEG_20220706_112907_4434111564278828818.jpg,2023-02-03,POINT (186597.09 429169.73)
SPL_SPEELPLEKKEN.75670,Speelplekken.fid--26bbd5c6_18613012ba5_52aa,75670,20.18,Reigerplaats en Uiverplaats,51.84757523,5.85209163,true,Nijmegen Oud-West,187033.04,428880.19,Nijmegen,20 Biezen,Nijmegen Oud-West,21 en 17,6541ME,Reigerstraat / Uiverstraat,Reigerplaats en Uiverplaats,2007,20,2027,https://www.absweb.nu/Fotos/gemeentenijmegen/75670/JPEG_20220706_094633_7069642369856681349.jpg,2023-02-03,POINT (187033.04 428880.19)
SPL_SPEELPLEKKEN.75671,Speelplekken.fid--26bbd5c6_18613012ba5_52ab,75671,20.09,Sperwerstraat,51.84483107,5.85090672,true,Nijmegen Oud-West,186953.34,428574.37,Nijmegen,20 Biezen,Nijmegen Oud-West,1,6541SB,Sperwerstraat,Oude Heselaan,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75671/JPEG_20220706_100615_5359697473316074747.jpg,2023-02-03,POINT (186953.34 428574.37)
SPL_SPEELPLEKKEN.75672,Speelplekken.fid--26bbd5c6_18613012ba5_52ac,75672,20.14,Lijnbaanstraat deels sportplaats,51.85259172,5.8457638,true,Nijmegen Oud-West,186593.5,429435.53,Nijmegen,20 Biezen,Nijmegen Oud-West,99,6541GX,Lijnbaanstraat,Lijnbaanstraat tegen de dijk,2003,20,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75672/JPEG_20220706_092906_5788665521068193208.jpg,2023-02-03,POINT (186593.5 429435.53)
SPL_SPEELPLEKKEN.75673,Speelplekken.fid--26bbd5c6_18613012ba5_52ad,75673,20.20,Heselaan / Oude Weurtseweg,51.84692192,5.85162663,true,Nijmegen Oud-West,187001.46,428807.31,Nijmegen,20 Biezen,Nijmegen Oud-West,90,6541PK,Oude Heselaan,O.Weurtseweg /  Heselaan,2007,20,2027,https://www.absweb.nu/Fotos/gemeentenijmegen/75673/JPEG_20220706_095608_6232868013702928187.jpg,2023-02-03,POINT (187001.46 428807.31)
SPL_SPEELPLEKKEN.75674,Speelplekken.fid--26bbd5c6_18613012ba5_52ae,75674,20.21,Oude Weurtseweg sportplaats (EV),51.8469754,5.8518976,true,Nijmegen Oud-West,187020.1,428813.38,Nijmegen,20 Biezen,Nijmegen Oud-West,5,6541PC,Oude Weurtseweg,Heselaan,2007,20,2027,https://www.absweb.nu/Fotos/gemeentenijmegen/75674/JPEG_20220706_095246_1003053389222822982.jpg,2023-02-03,POINT (187020.1 428813.38)
SPL_SPEELPLEKKEN.75675,Speelplekken.fid--26bbd5c6_18613012ba5_52af,75675,20.22,Basisschool Aquamarijn,51.84808473,5.84328422,true,Nijmegen Oud-West,186425.81,428933.03,Nijmegen,20 Biezen,Nijmegen Oud-West,146A,6541TN,Waterstraat ,Aquamarijn Waterstraat,2014,10,2024,https://www.absweb.nu/Fotos/gemeentenijmegen/75675/JPEG_20220706_113930_8557173919617929757.jpg,2023-02-03,POINT (186425.81 428933.03)
SPL_SPEELPLEKKEN.75676,Speelplekken.fid--26bbd5c6_18613012ba5_52b0,75676,20.32,Zwaluwstraat,51.84563967,5.84453882,true,Nijmegen Oud-West,186513.97,428661.55,Nijmegen,20 Biezen,Nijmegen Oud-West,69,6541NX,Zwaluwstraat,Zwaluwstaart in groenvoorziening,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75676/JPEG_20220706_104328_4322996899674373513.jpg,2023-02-03,POINT (186513.97 428661.55)
SPL_SPEELPLEKKEN.191543,Speelplekken.fid--26bbd5c6_18613012ba5_52b1,191543,20.28,Westerpark.,51.84999407,5.84011983,true,Nijmegen Oud-West,186206.45,429144.09,Nijmegen,20 Biezen,Nijmegen Oud-West,185,6541BN,Biezenstraat.,Rivierstraat hoek Biezenstraat.,2018,20,2038,https://www.absweb.nu/Fotos/gemeentenijmegen/191543/JPEG_20220706_120302_1713157014801435382.jpg,2023-02-03,POINT (186206.45 429144.09)
SPL_SPEELPLEKKEN.444271,Speelplekken.fid--26bbd5c6_18613012ba5_52b2,444271,20.25,Winselingseweg.,51.85533523,5.83980286,true,Nijmegen Oud-West,186180.91,429738.18,Nijmegen,20 Biezen,Nijmegen Oud-West,10,,Winselingseweg.,Winselingseweg.,2021,20,2041,https://www.absweb.nu/Fotos/gemeentenijmegen/444271/JPEG_20220706_135856_5399622880028738876.jpg,2023-02-03,POINT (186180.91 429738.18)
SPL_SPEELPLEKKEN.191542,Speelplekken.fid--26bbd5c6_18613012ba5_52b3,191542,21.06,Zonnebloemstraat.,51.83967282,5.84318425,true,Nijmegen Oud-West,186424.8,427997.13,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,27,6542NG,Zonnebloemstraat,Zonnebloemstraat.,2018,20,2038,https://www.absweb.nu/Fotos/gemeentenijmegen/191542/JPEG_20220708_071559_8990708602578777558.jpg,2023-02-03,POINT (186424.8 427997.13)
SPL_SPEELPLEKKEN.75677,Speelplekken.fid--26bbd5c6_18613012ba5_52b4,75677,21.13,Koninginnelaan,51.84103593,5.84802158,true,Nijmegen Oud-West,186757.21,428150.89,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,78,6542ZB,Koniginnelaan / Begoniastraat,Ingang Koninginnenlaan 78,2012,10,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75677/JPEG_20220708_084545_8283656967574267316.jpg,2023-02-03,POINT (186757.21 428150.89)
SPL_SPEELPLEKKEN.75678,Speelplekken.fid--26bbd5c6_18613012ba5_52b5,75678,21.11,Ridderspoor sportplaats (EV),51.84061308,5.84902872,true,Nijmegen Oud-West,186826.91,428104.28,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,134,6542HG,Ridderspoor,Bij huisnummer 134,2002,20,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75678/JPEG_20220708_083230_8708836992932274468.jpg,2023-02-03,POINT (186826.91 428104.28)
SPL_SPEELPLEKKEN.75679,Speelplekken.fid--26bbd5c6_18613012ba5_52b6,75679,21.04,Veldje wijkspeeltuin,51.8405282,5.841193,true,Nijmegen Oud-West,186286.97,428091.44,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,22,6542NA,Clematisstraat,Clematisstraat,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75679/JPEG_20220708_100635_2296111763145015310.jpg,2023-02-03,POINT (186286.97 428091.44)
SPL_SPEELPLEKKEN.75680,Speelplekken.fid--26bbd5c6_18613012ba5_52b7,75680,21.21,Floraweg Kobus,51.83738778,5.8427818,true,Nijmegen Oud-West,186398.65,427742.74,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,51,6542KB,Floraweg,Bij kinderboerderij Kobus,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75680/JPEG_20220708_075624_3203606187671025679.jpg,2023-02-03,POINT (186398.65 427742.74)
SPL_SPEELPLEKKEN.75681,Speelplekken.fid--26bbd5c6_18613012ba5_52b8,75681,21.10,Ridderspoor,51.83900785,5.8481181,true,Nijmegen Oud-West,186765.29,427925.3,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,58,6542HE,Ridderspoor,Bij huisnummer 58,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75681/JPEG_20220708_082051_4142291972448231471.jpg,2023-02-03,POINT (186765.29 427925.3)
SPL_SPEELPLEKKEN.75682,Speelplekken.fid--26bbd5c6_18613012ba5_52b9,75682,21.14,Nw. Nonnendaalseweg,51.83914697,5.84653395,true,Nijmegen Oud-West,186656.02,427940.08,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,2,6542ZS,Nw. Nonnendaalseweg,Hoek Koninginnelaan,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75682/JPEG_20220708_081320_3571000195389962763.jpg,2023-02-03,POINT (186656.02 427940.08)
SPL_SPEELPLEKKEN.75683,Speelplekken.fid--26bbd5c6_18613012ba5_52ba,75683,21.03,Boerenlandje Wijkspeeltuin,51.84340821,5.84446299,true,Nijmegen Oud-West,186510.31,428413.26,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,10,6542TZ,Pluvierstraat,Pluvierstraat,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75683/JPEG_20220708_110519_340842283177472182.jpg,2023-02-03,POINT (186510.31 428413.26)
SPL_SPEELPLEKKEN.75684,Speelplekken.fid--26bbd5c6_18613012ba5_52bb,75684,21.07,Oude Azaleastraat. sportplaats,51.83780037,5.84448487,true,Nijmegen Oud-West,186515.74,427789.38,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,42,6542JA,Oude Azaleastraat,Oude Azaleastraat,2002,17,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75684/JPEG_20220708_080302_1802450524003591501.jpg,2023-02-03,POINT (186515.74 427789.38)
SPL_SPEELPLEKKEN.75925,Speelplekken.fid--26bbd5c6_18613012ba5_52be,75925,21.20,Floraweg sportplaats (EV),51.83704028,5.84194768,true,Nijmegen Oud-West,186341.41,427703.72,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,,6542JN,Floraweg,Naast de school,2011,15,2026,https://www.absweb.nu/Fotos/gemeentenijmegen/75925/JPEG_20220708_075243_5184844028159250445.jpg,2023-02-03,POINT (186341.41 427703.72)
SPL_SPEELPLEKKEN.114011,Speelplekken.fid--26bbd5c6_18613012ba5_52bf,114011,21.05,Parkje Rozenbuurt,51.8349987,5.84324642,true,Nijmegen Oud-West,186432.34,427477.15,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,,6531XV,Hatertseveldweg,Hatertseveldweg (noord),2017,15,2032,https://www.absweb.nu/Fotos/gemeentenijmegen/114011/JPEG_20220708_121849_7200050727672151578.jpg,2023-02-03,POINT (186432.34 427477.15)
SPL_SPEELPLEKKEN.75821,Speelplekken.fid--26bbd5c6_18613012ba5_52c0,75821,21.02,Begoniastraat,51.84149513,5.84881898,true,Nijmegen Oud-West,186811.83,428202.32,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,19,6542ZA,Begoniastraat,Begoniastraat Anjelierenweg,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75821/JPEG_20230123_095326_93529875141018885.jpg,2023-02-03,POINT (186811.83 428202.32)
SPL_SPEELPLEKKEN.75797,Speelplekken.fid--26bbd5c6_18613012ba5_52c1,75797,21.22,De Wieken deels sportplaats,51.83631917,5.84069745,true,Nijmegen Oud-West,186255.74,427622.95,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,69,6542JK,Floraweg,OWS De Wieken Floraweg,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75797/JPEG_20220117_132854_7910326710415950122.jpg,2023-02-03,POINT (186255.74 427622.95)
SPL_SPEELPLEKKEN.75830,Speelplekken.fid--26bbd5c6_18613012ba5_52c2,75830,21.01,Bosbesstraat,51.83853408,5.83870852,true,Nijmegen Oud-West,186117.13,427868.52,Nijmegen,21 Wolfskuil,Nijmegen Oud-West,81,6542NR,Bosbesstraat,Bosbesstraat,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75830/JPEG_20220708_072218_5689679155585599243.jpg,2023-02-03,POINT (186117.13 427868.52)
SPL_SPEELPLEKKEN.75824,Speelplekken.fid--26bbd5c6_18613012ba5_52c3,75824,22.02,Distelpark deels sportplaats (EV) Jeu de Boules,51.84117103,5.83541985,true,Nijmegen Nieuw-West,185888.67,428160.49,Nijmegen,22 Hees,Nijmegen Nieuw-West,46,6542RC,Schependomlaan,Oscar Carstraat / Wolskuilseweg,2005,15,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75824/JPEG_20220711_073128_3367033373775406028.jpg,2023-02-03,POINT (185888.67 428160.49)
SPL_SPEELPLEKKEN.75890,Speelplekken.fid--26bbd5c6_18613012ba5_52c4,75890,22.03,Bredestraat Park West deels sportplaats (EV),51.84480643,5.83303245,true,Nijmegen Nieuw-West,185721.67,428563.93,Nijmegen,22 Hees,Nijmegen Nieuw-West,62,6542SW,Bredestraat,Bredestraat bij Sportvelden,2008,12,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75890/JPEG_20220708_063452_3106642160588153365.jpg,2023-02-03,POINT (185721.67 428563.93)
SPL_SPEELPLEKKEN.75688,Speelplekken.fid--26bbd5c6_18613012ba5_52c5,75688,22.01,Pomonastraat deels sportplaats (EV),51.84175848,5.83061553,true,Nijmegen Nieuw-West,185557.19,428223.81,Nijmegen,22 Hees,Nijmegen Nieuw-West,19,6543ZJ,Pomonastraat,Pomonastraat,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75688/JPEG_20220117_150553_1772577212041969084.jpg,2023-02-03,POINT (185557.19 428223.81)
SPL_SPEELPLEKKEN.75689,Speelplekken.fid--26bbd5c6_18613012ba5_52c6,75689,23.25,Park West Planetenpark,51.83732816,5.82957301,true,Nijmegen Nieuw-West,185488.34,427730.48,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,41,6543ZS,Venusstraat,Bij zwembad / Venusstraat 41,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75689/JPEG_20220711_083909_6315032215813001437.jpg,2023-02-03,POINT (185488.34 427730.48)
SPL_SPEELPLEKKEN.75690,Speelplekken.fid--26bbd5c6_18613012ba5_52c7,75690,23.05,Simon Stevinstraat,51.83645597,5.8261051,true,Nijmegen Nieuw-West,185249.92,427632,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,16,6543LR,Simon Stevinstraat,Simon stevinstraat.,2012,20,2032,https://www.absweb.nu/Fotos/gemeentenijmegen/75690/JPEG_20220711_085248_2081891758536388327.jpg,2023-02-03,POINT (185249.92 427632)
SPL_SPEELPLEKKEN.75691,Speelplekken.fid--26bbd5c6_18613012ba5_52c8,75691,23.06,Pieter Postplein,51.83481035,5.82481698,true,Nijmegen Nieuw-West,185162.24,427448.38,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,56,6543LW,Pieter Postplein,Pieter Postplein,2005,15,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75691/JPEG_20220711_091606_6329035958406395840.jpg,2023-02-03,POINT (185162.24 427448.38)
SPL_SPEELPLEKKEN.75692,Speelplekken.fid--26bbd5c6_18613012ba5_52c9,75692,23.09,Daniëlsplein sportplaats,51.83500816,5.82813302,true,Nijmegen Nieuw-West,185390.67,427471.77,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,4,6543NA,Daniëlsplein,Marktplein,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75692/JPEG_20220711_092506_1355455386285036812.jpg,2023-02-03,POINT (185390.67 427471.77)
SPL_SPEELPLEKKEN.75693,Speelplekken.fid--26bbd5c6_18613012ba5_52ca,75693,23.15,Liguster de Wijkspeeltuin,51.8364231,5.83497928,true,Nijmegen Nieuw-West,185861.57,427632.07,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,11,6543SB,Seringenstraat,Seringenstraat,2005,15,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75693/JPEG_20220708_131204_1525737262984768394.jpg,2023-02-03,POINT (185861.57 427632.07)
SPL_SPEELPLEKKEN.75694,Speelplekken.fid--26bbd5c6_18613012ba5_52cb,75694,23.22,Neptunusstraat,51.83900038,5.83264175,true,Nijmegen Nieuw-West,185698.7,427917.82,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,39.,6543WX,Neptunusstraat,In park bij huisnummer 39,2007,12,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75694/JPEG_20220711_082807_7236306422796119042.jpg,2023-02-03,POINT (185698.7 427917.82)
SPL_SPEELPLEKKEN.75695,Speelplekken.fid--26bbd5c6_18613012ba5_52cc,75695,23.18,Hatertseveldweg,51.83072992,5.83116978,true,Nijmegen Nieuw-West,185602.88,426997.08,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,297,6532ZR,Hatertseveldweg,Hatertseveldweg,2006,13,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75695/JPEG_20220708_124631_2954736095569586784.jpg,2023-02-03,POINT (185602.88 426997.08)
SPL_SPEELPLEKKEN.75696,Speelplekken.fid--26bbd5c6_18613012ba5_52cd,75696,23.01,Boksdoorstraat / Klimopstraat sportplaats (EV),51.83672225,5.83635823,true,Nijmegen Nieuw-West,185956.4,427665.94,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,39,6543SB,Klimopstraat,Boksdoorstraat,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75696/JPEG_20220708_141441_5986483778341815927.jpg,2023-02-03,POINT (185956.4 427665.94)
SPL_SPEELPLEKKEN.75697,Speelplekken.fid--26bbd5c6_18613012ba5_52ce,75697,23.23,Hatertseveldweg sportplaats,51.8307373,5.83040153,true,Nijmegen Nieuw-West,185549.92,426997.57,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,321,6532ZR,Hatertseveldweg,In park thv huisnummer 297,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75697/JPEG_20220708_125555_4407337969729641154.jpg,2023-02-03,POINT (185549.92 426997.57)
SPL_SPEELPLEKKEN.75884,Speelplekken.fid--26bbd5c6_18613012ba5_52cf,75884,23.03,Een Slingertouw deels sportplaats (EV),51.8352164,5.82256605,true,Nijmegen Nieuw-West,185006.83,427492.63,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,1,6543KT,Jacob van Campenstraat,Jacob van Campenstraat,2013,10,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75884/JPEG_20220711_085831_6824295478238635602.jpg,2023-02-03,POINT (185006.83 427492.63)
SPL_SPEELPLEKKEN.135087,Speelplekken.fid--26bbd5c6_18613012ba5_52d0,135087,23.04,Kaaplandstraat.,51.83190159,5.82784229,true,Nijmegen Nieuw-West,185372.72,427126.03,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,,6543PC,Kaaplandstraat.,Kaaplandstraat in groenvoorziening.,2017,12,2029,https://www.absweb.nu/Fotos/gemeentenijmegen/135087/JPEG_20220712_062815_5766035135508908201.jpg,2023-02-03,POINT (185372.72 427126.03)
SPL_SPEELPLEKKEN.75912,Speelplekken.fid--26bbd5c6_18613012ba5_52d1,75912,23.02,Venusstraat sportplaats (EV),51.83760822,5.83135343,true,Nijmegen Nieuw-West,185610.86,427762.39,Nijmegen,23 Heseveld,Nijmegen Nieuw-West,27,6543WR,Venusstraat,Venusstraat,2013,10,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75912/JPEG_20220711_083642_7231932609701938210.jpg,2023-02-03,POINT (185610.86 427762.39)
SPL_SPEELPLEKKEN.75924,Speelplekken.fid--26bbd5c6_18613012ba5_52d2,75924,22.05,Rosa de Lima,51.83481058,5.81862403,true,Nijmegen Nieuw-West,184735.4,427445.86,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,33,6543JD,Godfried Bomansstraat,Nieuwbouw Rosa de Lima,2012,10,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75924/JPEG_20220705_134628_6823842355060854826.jpg,2023-02-03,POINT (184735.4 427445.86)
SPL_SPEELPLEKKEN.75876,Speelplekken.fid--26bbd5c6_18613012ba5_52d3,75876,24.07,Trompetstraat,51.83399408,5.81035898,true,Nijmegen Nieuw-West,184166.27,427351.67,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,16,6544ND,Trompetstraat,Trompetstraat,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75876/JPEG_20220705_105839_242773240368230613.jpg,2023-02-03,POINT (184166.27 427351.67)
SPL_SPEELPLEKKEN.75798,Speelplekken.fid--26bbd5c6_18613012ba5_52d4,75798,24.14,Kinderboerderij Het Boerke,51.82806727,5.80905078,true,Nijmegen Nieuw-West,184079.93,426691.77,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,200,6544SN,Oostkanaaldijk,Oostkanaaldijk 200 / Tangostraat 68,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75798/JPEG_20220705_102649_6782994880943769109.jpg,2023-02-03,POINT (184079.93 426691.77)
SPL_SPEELPLEKKEN.75847,Speelplekken.fid--26bbd5c6_18613012ba5_52d5,75847,24.01,Harpstraat,51.82901112,5.81759403,true,Nijmegen Nieuw-West,184668.23,426800.22,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,25,6544XP,Harpstraat,Harpstraat 25,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75847/JPEG_20220705_092240_128341610547819873.jpg,2023-02-03,POINT (184668.23 426800.22)
SPL_SPEELPLEKKEN.75858,Speelplekken.fid--26bbd5c6_18613012ba5_52d6,75858,24.04,Nocturnestraat sportplaats,51.82676127,5.81027775,true,Nijmegen Nieuw-West,184165.35,426546.96,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,230,6544SK,Triangelstraat,Nocturnestraat  Triangelstraat,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75858/JPEG_20220705_091049_3560314769887719910.jpg,2023-02-03,POINT (184165.35 426546.96)
SPL_SPEELPLEKKEN.75698,Speelplekken.fid--26bbd5c6_18613012ba5_52d7,75698,22.04,Jan Brinkhofplantsoen,51.83643452,5.81897525,true,Nijmegen Nieuw-West,184758.54,427626.67,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,14,6543KA,Jan Brinkhofplantsoen,vrm.Dom.coll,2008,17,2025,https://www.absweb.nu/Fotos/gemeentenijmegen/75698/JPEG_20220705_133742_1299148990234214664.jpg,2023-02-03,POINT (184758.54 427626.67)
SPL_SPEELPLEKKEN.75699,Speelplekken.fid--26bbd5c6_18613012ba5_52d8,75699,24.03,Tubastraat pleintje,51.83414583,5.81257313,true,Nijmegen Nieuw-West,184318.78,427369.44,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,10,6544NJ,Tubastraat,Tubastraat,2009,10,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75699/JPEG_20220705_105050_1486220553039189032.jpg,2023-02-03,POINT (184318.78 427369.44)
SPL_SPEELPLEKKEN.75700,Speelplekken.fid--26bbd5c6_18613012ba5_52d9,75700,24.05,Symfoniestraat sportplaats,51.83225162,5.81143158,true,Nijmegen Nieuw-West,184241.33,427158.25,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,220,6544NK,Symfoniestraat,Cruiff court,2009,22,2031,https://www.absweb.nu/Fotos/gemeentenijmegen/75700/JPEG_20220705_101406_6545385086898799320.jpg,2023-02-03,POINT (184241.33 427158.25)
SPL_SPEELPLEKKEN.75701,Speelplekken.fid--26bbd5c6_18613012ba5_52da,75701,24.08,Menuetstraat,51.82989002,5.8099946,true,Nijmegen Nieuw-West,184143.81,426894.93,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,3,6544SH,Menuetstraat,Mazurkastraat,2005,15,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75701/JPEG_20220705_084230_7697963829928004982.jpg,2023-02-03,POINT (184143.81 426894.93)
SPL_SPEELPLEKKEN.75702,Speelplekken.fid--26bbd5c6_18613012ba5_52db,75702,24.13,Banjoveld deels sportplaats (EV),51.8303041,5.81668388,true,Nijmegen Nieuw-West,184604.64,426943.7,Nijmegen,24 Neerbosch-oost,Nijmegen Nieuw-West,5,6544WZ,Banjostraat,O.C. Huismanstraat  / Banjostraat,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75702/JPEG_20220705_093135_7082989196777728646.jpg,2023-02-03,POINT (184604.64 426943.7)
