FID,GML_ID,ID,CODE,NAAM,LAT,LON,ACTIEF,PLAATSNAAM,RDX,RDY,GEMEENTE,WIJK,PLAATS,HUISNUMMERS,POSTCODE,STRAAT,AANDUIDING,BOUWJAAR,LEVENSDUUR,VERVANGJAAR,FOTO,DD_BIJGEWERKT,GEOMETRIE
SPL_SPEELPLEKKEN.75593,Speelplekken.fid--26bbd5c6_18613012ba5_5226,75593,04.05,Fort kijk in de Potstraat,51.83867245,5.86863058,true,Nijmegen Oost,188179.2,427897.15,Nijmegen,04 Altrade,Nijmegen Oost,118,6524BE,Fort kijk in de Potstraat,Julianapark,2005,20,2025,https://www.absweb.nu/Fotos/gemeentenijmegen/75593/JPEG_20220713_091023_4402830426451850309.jpg,2023-02-03,POINT (188179.2 427897.15)
SPL_SPEELPLEKKEN.75594,Speelplekken.fid--26bbd5c6_18613012ba5_5227,75594,04.12,van Heutszstraat,51.83575102,5.87217612,true,Nijmegen Oost,188425.72,427573.75,Nijmegen,04 Altrade,Nijmegen Oost,49,6521CT,van Heutszstraat,van Heutszstraat,2005,20,2025,https://www.absweb.nu/Fotos/gemeentenijmegen/75594/JPEG_20220713_084755_4358135225574173454.jpg,2023-02-03,POINT (188425.72 427573.75)
SPL_SPEELPLEKKEN.75595,Speelplekken.fid--26bbd5c6_18613012ba5_5228,75595,05.02,Klokkenberg sportplaats (EV),51.83745843,5.89133268,true,Nijmegen Oost,189744.72,427772.69,Nijmegen,05 Hunnerberg,Nijmegen Oost,7,6522JL,Kopseweg,Voor school in groenvoorziening,2008,10,2018,https://www.absweb.nu/Fotos/gemeentenijmegen/75595/JPEG_20220713_080632_293536883775380636.jpg,2023-02-03,POINT (189744.72 427772.69)
SPL_SPEELPLEKKEN.75597,Speelplekken.fid--26bbd5c6_18613012ba5_522a,75597,05.06,Kruisweg Kopsehof deels sportplaats (Jeu de Boules),51.83489887,5.89128717,true,Nijmegen Oost,189743.56,427487.91,Nijmegen,05 Hunnerberg,Nijmegen Oost,35,6522CH,Caesarstraat,Kruisweg kopsehof,2005,15,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75597/JPEG_20220713_075636_8413960750064076889.jpg,2023-02-03,POINT (189743.56 427487.91)
SPL_SPEELPLEKKEN.428859,Speelplekken.fid--26bbd5c6_18613012ba5_522b,428859,05.01,Reinaldstraat,51.84470563,5.87605275,true,Nijmegen Oost,188686.21,428571.77,Nijmegen,05 Hunnerberg,Nijmegen Oost,1,,Reinaldstraat,Reinaldstraat,2021,20,2041,https://www.absweb.nu/Fotos/gemeentenijmegen/428859/JPEG_20220712_141321_3049757463922949428.jpg,2023-02-03,POINT (188686.21 428571.77)
SPL_SPEELPLEKKEN.75598,Speelplekken.fid--26bbd5c6_18613012ba5_522c,75598,06.16,Eikstraat,51.83750617,5.88867692,true,Nijmegen Oost,189561.65,427776.73,Nijmegen,06 Hengstdal,Nijmegen Oost,6,6522JL,Eikstraat,Eikstraat,2001,20,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75598/JPEG_20220623_070006_900257792423050959.jpg,2023-02-03,POINT (189561.65 427776.73)
SPL_SPEELPLEKKEN.75599,Speelplekken.fid--26bbd5c6_18613012ba5_522d,75599,06.15,Dunklerstraat / Wachterslaan,51.83367532,5.87669602,true,Nijmegen Oost,188738.8,427344.91,Nijmegen,06 Hengstdal,Nijmegen Oost,7,6523RV,Dunklerstraat,Dunklerstraat / Wachterslaan,2009,10,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75599/JPEG_20230112_095509_7945093014845345621.jpg,2023-02-03,POINT (188738.8 427344.91)
SPL_SPEELPLEKKEN.75600,Speelplekken.fid--26bbd5c6_18613012ba5_522e,75600,06.02,Pijnboomstraat deels sportplaats (MV),51.83520107,5.8855208,true,Nijmegen Oost,189345.89,427518.79,Nijmegen,06 Hengstdal,Nijmegen Oost,5,6523DS,Pijnboomstraat,Sleutel Pijnboomstraat 1,2006,14,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75600/25.jpg,2023-02-03,POINT (189345.89 427518.79)
SPL_SPEELPLEKKEN.75601,Speelplekken.fid--26bbd5c6_18613012ba5_522f,75601,06.04,Beukstraat / Hengstdalseweg deels sportplaats,51.833075,5.89076282,true,Nijmegen Oost,189708.83,427284.75,Nijmegen,06 Hengstdal,Nijmegen Oost,177,6523EG,Hengstdalseweg,Tegen over 177 Hengstdalseweg,2006,14,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75601/JPEG_20211222_140405_19139510312984233.jpg,2023-02-03,POINT (189708.83 427284.75)
SPL_SPEELPLEKKEN.75602,Speelplekken.fid--26bbd5c6_18613012ba5_5230,75602,06.05,Dommerplein,51.83400612,5.88123568,true,Nijmegen Oost,189051.45,427383.83,Nijmegen,06 Hengstdal,Nijmegen Oost,112,6523DC,Dommer van Polderveldweg,Poldersveldweg t.o.winkel,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75602/JPEG_20220623_081826_8212303796055625615.jpg,2023-02-03,POINT (189051.45 427383.83)
SPL_SPEELPLEKKEN.75603,Speelplekken.fid--26bbd5c6_18613012ba5_5231,75603,06.06,Acaciastraat deels sportplaats (EV),51.83451075,5.88332025,true,Nijmegen Oost,189194.75,427440.95,Nijmegen,06 Hengstdal,Nijmegen Oost,63,6523BE,Acaciastraat,Speelgedeelte,2007,20,2027,https://www.absweb.nu/Fotos/gemeentenijmegen/75603/JPEG_20220623_080112_7001209930927172550.jpg,2023-02-03,POINT (189194.75 427440.95)
SPL_SPEELPLEKKEN.75816,Speelplekken.fid--26bbd5c6_18613012ba5_5234,75816,06.01,Esdoornplein sportplaats (MV),51.83729853,5.88679975,true,Nijmegen Oost,189432.44,427752.74,Nijmegen,06 Hengstdal,Nijmegen Oost,16,6522HM,Esdoornplein,Sportplaats,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75816/JPEG_20220623_073936_5194072461413254529.jpg,2023-02-03,POINT (189432.44 427752.74)
SPL_SPEELPLEKKEN.75853,Speelplekken.fid--26bbd5c6_18613012ba5_5235,75853,06.07,Gelderselaan (Limos) deels sportplaats Jeu de Boulesbaan,51.83166568,5.87605712,true,Nijmegen Oost,188696.27,427121.04,Nijmegen,06 Hengstdal,Nijmegen Oost,70,6523RL,Gelderselaan,Gelderselaan Limos,2006,20,2026,https://www.absweb.nu/Fotos/gemeentenijmegen/75853/JPEG_20220623_085230_6776519471863296443.jpg,2023-02-03,POINT (188696.27 427121.04)
SPL_SPEELPLEKKEN.75908,Speelplekken.fid--26bbd5c6_18613012ba5_5236,75908,06.03,Verhulststraat (Limos) sportplaats (EV),51.83392363,5.87422388,true,Nijmegen Oost,188568.22,427371.39,Nijmegen,06 Hengstdal,Nijmegen Oost,16,6523AA,Verhulststraat,Verhulststraat Limosterrein,2009,10,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75908/JPEG_20220623_084538_913007939594470221.jpg,2023-02-03,POINT (188568.22 427371.39)
SPL_SPEELPLEKKEN.75917,Speelplekken.fid--26bbd5c6_18613012ba5_5237,75917,07.03,Leemkuil de Stedelijke speeltuin,51.82652834,5.8911031,true,Nijmegen Oost,189737.33,426556.57,Nijmegen,07 Kwakkenberg,Nijmegen Oost,2,6523NK,Luciaweg,Luciaweg,2009,10,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75917/JPEG_20221103_101405_9106207924732617002.jpg,2023-02-03,POINT (189737.33 426556.57)
SPL_SPEELPLEKKEN.75851,Speelplekken.fid--26bbd5c6_18613012ba5_5238,75851,07.02,Herman Oolbekkinkstraat sportplaats,51.82991292,5.87616158,true,Nijmegen Oost,188704.78,426926.08,Nijmegen,07 Kwakkenberg,Nijmegen Oost,4,6523RA,Herman Oolbekkinkstraat,Herman Oolbekkinkstraat sportplaats,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75851/JPEG_20220623_090107_7460162557454413014.jpg,2023-02-03,POINT (188704.78 426926.08)
SPL_SPEELPLEKKEN.75606,Speelplekken.fid--26bbd5c6_18613012ba5_5239,75606,07.01,Bart Hendriksstraat,51.82916123,5.87810853,true,Nijmegen Oost,188839.55,426843.36,Nijmegen,07 Kwakkenberg,Nijmegen Oost,9,6523RE,Bart Hendriksstraat,Bart Hendriksstraat,2010,10,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75606/JPEG_20221004_084959_6081287849094174742.jpg,2023-02-03,POINT (188839.55 426843.36)
SPL_SPEELPLEKKEN.379755,Speelplekken.fid--26bbd5c6_18613012ba5_523a,379755,07.04,Montessori College Nijmegen,51.83028494,5.88931301,true,Nijmegen Oost,189611.04,426973.65,Nijmegen,07 Kwakkenberg,Nijmegen Oost,27,,Kwakkenbergweg,Montessori College Nijmegen,2021,10,2031,https://www.absweb.nu/Fotos/gemeentenijmegen/379755/JPEG_20220713_065511_2515267098654232032.jpg,2023-02-03,POINT (189611.04 426973.65)
SPL_SPEELPLEKKEN.75607,Speelplekken.fid--26bbd5c6_18613012ba5_523b,75607,08.01,Van Haapsstraat,51.8228032,5.8764824,true,Nijmegen Centrum,188732.22,426135.25,Nijmegen,08 Groenewoud,Nijmegen Centrum,41,6525CA,Van Haapsstraat,Ingang tussen huisnummer 41 en 43.,2003,15,2018,https://www.absweb.nu/Fotos/gemeentenijmegen/75607/JPEG_20220712_121503_514013273376020142.jpg,2023-02-03,POINT (188732.22 426135.25)
SPL_SPEELPLEKKEN.75801,Speelplekken.fid--26bbd5c6_18613012ba5_523c,75801,08.02,Valkenburgseweg / van Haapstraat deels sport (EV) Jeu de Boules,51.82419652,5.87590153,true,Nijmegen Centrum,188691.13,426289.99,Nijmegen,08 Groenewoud,Nijmegen Centrum,31,6525BZ,van den Boenhoffstraat,Tegen over huisnummer 31.,2003,15,2018,https://www.absweb.nu/Fotos/gemeentenijmegen/75801/JPEG_20220712_120111_1046935964987359634.jpg,2023-02-03,POINT (188691.13 426289.99)
SPL_SPEELPLEKKEN.75868,Speelplekken.fid--26bbd5c6_18613012ba5_523d,75868,08.03,sv Orion,51.8188509,5.87924957,true,Nijmegen Centrum,188925.97,425696.83,Nijmegen,08 Groenewoud,Nijmegen Centrum,140,6525DX,Nijmeegsebaan,Groesbeekseweg,2007,10,2017,https://www.absweb.nu/Fotos/gemeentenijmegen/75868/JPEG_20220712_114011_8198989103189973405.jpg,2023-02-03,POINT (188925.97 425696.83)
SPL_SPEELPLEKKEN.75914,Speelplekken.fid--26bbd5c6_18613012ba5_523e,75914,10.03,Brederostraat,51.8319201,5.85131687,true,Nijmegen Midden,186990.77,427138.16,Nijmegen,10 Nijeveld,Nijmegen Midden,84,6531CH,Brederostraat,Brederostraat,2010,10,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75914/JPEG_20220711_103958_9161814991361856781.jpg,2023-02-03,POINT (186990.77 427138.16)
SPL_SPEELPLEKKEN.75941,Speelplekken.fid--26bbd5c6_18613012ba5_523f,75941,10.04,Spieghellhof,51.83401608,5.8507619,true,Nijmegen Midden,186951.03,427371.1,Nijmegen,10 Nijeveld,Nijmegen Midden,24,6531BM,Spieghelhof,Spieghelhof,2015,15,2030,https://www.absweb.nu/Fotos/gemeentenijmegen/75941/JPEG_20220628_131400_8627335222532380713.jpg,2023-02-03,POINT (186951.03 427371.1)
SPL_SPEELPLEKKEN.75942,Speelplekken.fid--26bbd5c6_18613012ba5_5240,75942,10.10,Thijmstraat waterspeelplaats,51.83289907,5.85376615,true,Nijmegen Midden,187158.9,427248.16,Nijmegen,10 Nijeveld,Nijmegen Midden,67,6531AA,Thijmstraat,Parkje hoek Tollenstraat / Thijmstaat,2015,10,2025,https://www.absweb.nu/Fotos/gemeentenijmegen/75942/JPEG_20220711_104443_5062266846569919715.jpg,2023-02-03,POINT (187158.9 427248.16)
SPL_SPEELPLEKKEN.75800,Speelplekken.fid--26bbd5c6_18613012ba5_5241,75800,10.21,Landbouwstraat deels sportplaats,51.83113885,5.83606557,true,Nijmegen Midden,185940.06,427044.64,Nijmegen,10 Nijeveld,Nijmegen Midden,107,6532TN,Landbouwstraat,Landbouwstraat langs Muntweg,2008,15,2023,https://www.absweb.nu/Fotos/gemeentenijmegen/75800/JPEG_20220628_095740_1610715907997437993.jpg,2023-02-03,POINT (185940.06 427044.64)
SPL_SPEELPLEKKEN.75608,Speelplekken.fid--26bbd5c6_18613012ba5_5242,75608,10.02,Jacob van Lennepplaats,51.83652113,5.85062362,true,Nijmegen Midden,186939.73,427649.74,Nijmegen,10 Nijeveld,Nijmegen Midden,35,6531AZ,Jacob van Lennepplaats,Lennepplaats,2006,14,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75608/JPEG_20220628_135157_1659301411413318997.jpg,2023-02-03,POINT (186939.73 427649.74)
SPL_SPEELPLEKKEN.75609,Speelplekken.fid--26bbd5c6_18613012ba5_5243,75609,10.06,Genestetje wijkspeeltuin,51.83570792,5.84698195,true,Nijmegen Midden,186689.31,427557.67,Nijmegen,10 Nijeveld,Nijmegen Midden,34,6531ED,De Genestetlaan,Genestetlaan,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75609/JPEG_20220628_140855_4049256151615188765.jpg,2023-02-03,POINT (186689.31 427557.67)
SPL_SPEELPLEKKEN.75610,Speelplekken.fid--26bbd5c6_18613012ba5_5244,75610,10.16,Genestetlaan Cruiff Court sportplaats,51.83551647,5.84746782,true,Nijmegen Midden,186722.93,427536.58,Nijmegen,10 Nijeveld,Nijmegen Midden,31,6531ED,De Genestetlaan,Genestedlaan,2010,10,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75610/JPEG_20220628_140339_6114244959387608071.jpg,2023-02-03,POINT (186722.93 427536.58)
SPL_SPEELPLEKKEN.75611,Speelplekken.fid--26bbd5c6_18613012ba5_5245,75611,10.05,Beetsplein wijkspeeltuin,51.83216093,5.8494768,true,Nijmegen Midden,186863.77,427164.15,Nijmegen,10 Nijeveld,Nijmegen Midden,52,6531BG,Beetsplein,Beetsplein,2006,20,2026,https://www.absweb.nu/Fotos/gemeentenijmegen/75611/JPEG_20220711_100015_6704667576047274417.jpg,2023-02-03,POINT (186863.77 427164.15)
SPL_SPEELPLEKKEN.75612,Speelplekken.fid--26bbd5c6_18613012ba5_5246,75612,10.12,Dukaatstraat / Ploegstraat,51.8304526,5.84006512,true,Nijmegen Midden,186216.23,426970.01,Nijmegen,10 Nijeveld,Nijmegen Midden,6,6532RK,Ploegstraat,Achter huisnummer 6,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75612/JPEG_20220628_093450_4384102249527786062.jpg,2023-02-03,POINT (186216.23 426970.01)
SPL_SPEELPLEKKEN.75613,Speelplekken.fid--26bbd5c6_18613012ba5_5247,75613,10.07,Dukaatstraat 69 deels sportplaats,51.82997982,5.83813148,true,Nijmegen Midden,186083.27,426916.58,Nijmegen,10 Nijeveld,Nijmegen Midden,69 (ingang,6532RE,Dukaatstraat,Samen met plaats in de straat,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75613/JPEG_20220628_091340_5832195832143592811.jpg,2023-02-03,POINT (186083.27 426916.58)
SPL_SPEELPLEKKEN.75614,Speelplekken.fid--26bbd5c6_18613012ba5_5248,75614,10.08,Tollenstraat deels sportplaats,51.83304108,5.85453243,true,Nijmegen Midden,187211.62,427264.3,Nijmegen,10 Nijeveld,Nijmegen Midden,,6531AD,Tollenstraat,Hoek Thijmstraat en bij Graafseweg,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75614/29.jpg,2023-02-03,POINT (187211.62 427264.3)
SPL_SPEELPLEKKEN.75615,Speelplekken.fid--26bbd5c6_18613012ba5_5249,75615,10.09,Dukaatstraat  plein sportplaats (MV),51.83023518,5.83853872,true,Nijmegen Midden,186111.16,426945.16,Nijmegen,10 Nijeveld,Nijmegen Midden,11,6532RE,Dukaatstraat (plein),Plein,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75615/JPEG_20220628_092852_313104965132961624.jpg,2023-02-03,POINT (186111.16 426945.16)
SPL_SPEELPLEKKEN.181396,Speelplekken.fid--26bbd5c6_18613012ba5_524a,181396,10.11,Spiegelhofpark,51.834271,5.851988,true,Nijmegen Midden,187035.36,427400,Nijmegen,10 Nijeveld,Nijmegen Midden,,6531BZ,Spiegelhof,Spiegelhof.,,0,,https://www.absweb.nu/Fotos/gemeentenijmegen/181396/JPEG_20220628_133539_2611024906674966039.jpg,2023-02-03,POINT (187035.36 427400)
SPL_SPEELPLEKKEN.75616,Speelplekken.fid--26bbd5c6_18613012ba5_524b,75616,11.01,Hubertusstraat,51.82872575,5.84560553,true,Nijmegen Midden,186599.34,426780.28,Nijmegen,11 Hazenkamp,Nijmegen Midden,10,6531LA,Hubertusstraat,Hoek Nimrodstraat,2012,10,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75616/JPEG_20220711_143802_4155366596215219326.jpg,2023-02-03,POINT (186599.34 426780.28)
SPL_SPEELPLEKKEN.75617,Speelplekken.fid--26bbd5c6_18613012ba5_524c,75617,11.05,Okapistraat,51.82297133,5.84553038,true,Nijmegen Midden,186598.2,426140.05,Nijmegen,11 Hazenkamp,Nijmegen Midden,3,6531RP,Neushoornstraat,Okapistraat / Neushoornstraat,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75617/JPEG_20220711_133749_6994151638471839336.jpg,2023-02-03,POINT (186598.2 426140.05)
SPL_SPEELPLEKKEN.75618,Speelplekken.fid--26bbd5c6_18613012ba5_524d,75618,11.08,Dingostraat,51.82699928,5.85150973,true,Nijmegen Midden,187007.57,426590.79,Nijmegen,11 Hazenkamp,Nijmegen Midden,34,6531PC,Dingostraat,Dingostraat,2004,20,2024,https://www.absweb.nu/Fotos/gemeentenijmegen/75618/JPEG_20220121_111402_3419617605147052399.jpg,2023-02-03,POINT (187007.57 426590.79)
SPL_SPEELPLEKKEN.75620,Speelplekken.fid--26bbd5c6_18613012ba5_524e,75620,11.07,Karbouwstraat  deels sportplaats (MV),51.82105745,5.84162758,true,Nijmegen Midden,186330.46,425925.43,Nijmegen,11 Hazenkamp,Nijmegen Midden,8,6532AX,Karbouwstraat,Karbouwstraat.,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75620/JPEG_20220712_070156_3473941485946698265.jpg,2023-02-03,POINT (186330.46 425925.43)
SPL_SPEELPLEKKEN.75621,Speelplekken.fid--26bbd5c6_18613012ba5_524f,75621,11.09,Bisonstraat / Jagerspad,51.82507443,5.84364973,true,Nijmegen Midden,186467.07,426373.21,Nijmegen,11 Hazenkamp,Nijmegen Midden,22,6531PL,Bisonstraat,Jagerspad,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75621/JPEG_20220711_134905_8583780706152809972.jpg,2023-02-03,POINT (186467.07 426373.21)
SPL_SPEELPLEKKEN.75622,Speelplekken.fid--26bbd5c6_18613012ba5_5250,75622,11.10,Dromedarisstraat,51.8256752,5.84993043,true,Nijmegen Midden,186899.63,426442.79,Nijmegen,11 Hazenkamp,Nijmegen Midden,30,6531NV,Dromedarisstraat,Dromedarisstraat,2008,10,2018,https://www.absweb.nu/Fotos/gemeentenijmegen/75622/JPEG_20220711_122206_7565793354708611071.jpg,2023-02-03,POINT (186899.63 426442.79)
SPL_SPEELPLEKKEN.75792,Speelplekken.fid--26bbd5c6_18613012ba5_5251,75792,11.11,Moeflonstraat,51.82999712,5.8541155,true,Nijmegen Midden,187185.05,426925.46,Nijmegen,11 Hazenkamp,Nijmegen Midden,46,6531JP,Moeflonstraat,In bossage,2005,12,2017,https://www.absweb.nu/Fotos/gemeentenijmegen/75792/JPEG_20220711_115043_8821661622764988412.jpg,2023-02-03,POINT (187185.05 426925.46)
SPL_SPEELPLEKKEN.75807,Speelplekken.fid--26bbd5c6_18613012ba5_5252,75807,11.02,Groen- en speelpark het Veldje deels sportplaats (EV),51.8301148,5.84985515,true,Nijmegen Midden,186891.3,426936.67,Nijmegen,11 Hazenkamp,Nijmegen Midden,20,6531KJ,Hindestraat,Het Veldje Hindestraat,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75807/JPEG_20220121_113356_9075324149636990567.jpg,2023-02-03,POINT (186891.3 426936.67)
SPL_SPEELPLEKKEN.75861,Speelplekken.fid--26bbd5c6_18613012ba5_5253,75861,11.04,Wezenlaan Goffert sportplaats (EV),51.82484712,5.840755,true,Nijmegen Midden,186267.67,426346.67,Nijmegen,11 Hazenkamp,Nijmegen Midden,219,6531MR,Wezenlaan,Tussen Ijsbeerstraat en Hazenkampseweg,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75861/JPEG_20220711_141443_4310128633339073127.jpg,2023-02-03,POINT (186267.67 426346.67)
SPL_SPEELPLEKKEN.75930,Speelplekken.fid--26bbd5c6_18613012ba5_5254,75930,11.12,Martinus van Beekschool deels sportplaats (EV),51.82388357,5.84345138,true,Nijmegen Midden,186454.23,426240.64,Nijmegen,11 Hazenkamp,Nijmegen Midden,31,6531PL,Ijsbeerstraat,Ijsbeerstraat,2012,10,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75930/JPEG_20220711_135818_2103495906368058637.jpg,2023-02-03,POINT (186454.23 426240.64)
SPL_SPEELPLEKKEN.75939,Speelplekken.fid--26bbd5c6_18613012ba5_52fa,75939,33.01,Meijhorst 91e / 93e straat,51.81440098,5.79022432,true,Nijmegen Dukenburg,182790.57,425163.98,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,93.19,6537KM,Meijhorst,Groenvoorziening langs Meijhorst 16e str,2014,10,2024,https://www.absweb.nu/Fotos/gemeentenijmegen/75939/JPEG_20220629_115034_8091816784341045885.jpg,2023-02-03,POINT (182790.57 425163.98)
SPL_SPEELPLEKKEN.75808,Speelplekken.fid--26bbd5c6_18613012ba5_52fb,75808,33.20,Meijhorst 55e straat,51.8126805,5.7979389,true,Nijmegen Dukenburg,183323.61,424975.54,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,63 01a,6537JM,Meijhorst,In groenvoorziening,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75808/JPEG_20220629_094125_8005974492808561929.jpg,2023-02-03,POINT (183323.61 424975.54)
SPL_SPEELPLEKKEN.75832,Speelplekken.fid--26bbd5c6_18613012ba5_52fc,75832,33.02,Meijhorst  22e - 23e straat,51.80972917,5.79767783,true,Nijmegen Dukenburg,183307.46,424647.1,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,23 02,6537GC,Meijhorst,Tegelplateau,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75832/JPEG_20220629_080533_1698309473794852986.jpg,2023-02-03,POINT (183307.46 424647.1)
SPL_SPEELPLEKKEN.75855,Speelplekken.fid--26bbd5c6_18613012ba5_52fd,75855,33.03,De Meiboom deels sportplaats (MV),51.81024167,5.79517525,true,Nijmegen Dukenburg,183134.56,424703.14,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,29 58,6537GV,Meijhorst 29e straat,Meijhorst Schoolplein,2006,15,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75855/JPEG_20220629_083246_204020175653735621.jpg,2023-02-03,POINT (183134.56 424703.14)
SPL_SPEELPLEKKEN.75718,Speelplekken.fid--26bbd5c6_18613012ba5_52fe,75718,33.19,Meijhorst 62e straat,51.8134478,5.79990903,true,Nijmegen Dukenburg,183458.98,425061.68,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,62 13,6537LL,Meijhorst 62e straat,In groenvoorziening,2003,18,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75718/JPEG_20220629_094834_1940174094978340397.jpg,2023-02-03,POINT (183458.98 425061.68)
SPL_SPEELPLEKKEN.75719,Speelplekken.fid--26bbd5c6_18613012ba5_52ff,75719,33.15,Meijhorst 25e straat,51.80973347,5.79637757,true,Nijmegen Dukenburg,183217.79,424647.07,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,25-01,6537GH,Meijhorst,In groenvoorziening,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75719/JPEG_20220629_081638_8549842345747294199.jpg,2023-02-03,POINT (183217.79 424647.07)
SPL_SPEELPLEKKEN.75720,Speelplekken.fid--26bbd5c6_18613012ba5_5300,75720,33.08,Meijhorst 33e straat,51.81223922,5.79198173,true,Nijmegen Dukenburg,182913.09,424924.14,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,33 44,6537JA,Meijhorst 33e straat,Meijhorst 33e straat groenvoorziening,2004,15,2019,https://www.absweb.nu/Fotos/gemeentenijmegen/75720/JPEG_20220629_115956_7138792142669050423.jpg,2023-02-03,POINT (182913.09 424924.14)
SPL_SPEELPLEKKEN.75721,Speelplekken.fid--26bbd5c6_18613012ba5_5301,75721,33.13,Meijhorst 13e straat sportplaats (EV),51.81357508,5.79512238,true,Nijmegen Dukenburg,183128.83,425073.98,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,14 89,6537KW,Meijhorst,Trapveld bij 13-14 straat,2001,20,2021,https://www.absweb.nu/Fotos/gemeentenijmegen/75721/JPEG_20220629_120749_8554927249735399007.jpg,2023-02-03,POINT (183128.83 425073.98)
SPL_SPEELPLEKKEN.75722,Speelplekken.fid--26bbd5c6_18613012ba5_5302,75722,33.18,Meijhorst 22e -23e -24e straat sportplaats (EV),51.80894003,5.79706707,true,Nijmegen Dukenburg,183265.84,424559.06,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,22 46,6537GG,Meijhorst,Groenvorziening tussen flats,2014,10,2024,https://www.absweb.nu/Fotos/gemeentenijmegen/75722/JPEG_20220629_081010_647514190340655773.jpg,2023-02-03,POINT (183265.84 424559.06)
SPL_SPEELPLEKKEN.143625,Speelplekken.fid--26bbd5c6_18613012ba5_5304,143625,33.04,Meijhorst 60e straat Sportplaats EV,51.81402277,5.80037775,true,Nijmegen Dukenburg,183490.94,425125.83,Nijmegen,33 Meijhorst,Nijmegen Dukenburg,,6537KV,Meijhorst 60e straat,Groenstrook,2017,20,2037,https://www.absweb.nu/Fotos/gemeentenijmegen/143625/JPEG_20220629_095523_2538809757290582043.jpg,2023-02-03,POINT (183490.94 425125.83)
SPL_SPEELPLEKKEN.75724,Speelplekken.fid--26bbd5c6_18613012ba5_5305,75724,34.13,Lankforst 34e straat,51.8165554,5.81023215,true,Nijmegen Dukenburg,184168.82,425411.5,Nijmegen,34 Lankforst,Nijmegen Dukenburg,34 05,6538JN,Lankforst 35e straat,Bij huisnummer 35-22,2007,15,2022,https://www.absweb.nu/Fotos/gemeentenijmegen/75724/JPEG_20220622_102654_2414757166188791267.jpg,2023-02-03,POINT (184168.82 425411.5)
SPL_SPEELPLEKKEN.75725,Speelplekken.fid--26bbd5c6_18613012ba5_5306,75725,34.14,Lankforst de Wollewei,51.81087945,5.80966655,true,Nijmegen Dukenburg,184133.49,424779.8,Nijmegen,34 Lankforst,Nijmegen Dukenburg,24 31,6538GJ,Lankforst 24e straat,Lankforsrt  22e / 24e straat,2007,20,2027,https://www.absweb.nu/Fotos/gemeentenijmegen/75725/JPEG_20220622_095458_1073409491737441505.jpg,2023-02-03,POINT (184133.49 424779.8)
SPL_SPEELPLEKKEN.75726,Speelplekken.fid--26bbd5c6_18613012ba5_5307,75726,34.06,Lankforst 43e straat,51.81521873,5.80728777,true,Nijmegen Dukenburg,183966.66,425261.61,Nijmegen,34 Lankforst,Nijmegen Dukenburg,43 04,6538JW,Lankforst 46e straat,Lankfortst 43e straat,2008,12,2020,https://www.absweb.nu/Fotos/gemeentenijmegen/75726/JPEG_20220622_101746_1292189818366140284.jpg,2023-02-03,POINT (183966.66 425261.61)
