Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
23-11-2016 12:09;Definitief afgesloten;Afgesloten;30-11-2016 12:09;;Paaltjes;Jordanlaan;fietspad jordanschool;Zeist Noord
23-11-2016 11:48;Definitief afgesloten;Afgesloten;30-11-2016 11:48;Openbare verlichting;Lamp defect;Walkartweg;3621-0019;Zeist Centrum
23-11-2016 11:28;Definitief afgesloten;Afgesloten;30-11-2016 11:28;Riolering;Verstopping straatkolk;Kwekerijweg;;Zeist Oost
23-11-2016 11:27;Definitief afgesloten;Afgesloten;30-11-2016 11:27;Afvaldumping;;Prinses Marijkelaan;;Zeist Oost
23-11-2016 10:48;Definitief afgesloten;Afgesloten;24-11-2016 10:48;Afvaldumping;;Mw Kuipers-Rietberglaan;;Zeist Noord
23-11-2016 10:40;Definitief afgesloten;Afgesloten;30-11-2016 10:40;Openbare verlichting;Lamp defect;Couwenhoven;0591-4211;Zeist West
23-11-2016 9:51;Definitief afgesloten;Afgesloten;30-11-2016 9:51;Openbare verlichting;Lamp defect;Couwenhoven;0591-5303;Zeist West
23-11-2016 9:04;Definitief afgesloten;Afgesloten;30-11-2016 9:04;Openbare verlichting;Lamp defect;Nijenheim;;Zeist West
23-11-2016 9:03;Definitief afgesloten;Afgesloten;30-11-2016 9:03;Groen;Overig (Groen);Amersfoortseweg;;Zeist Noord
23-11-2016 8:27;Definitief afgesloten;Afgesloten;30-11-2016 8:27;Openbare verlichting;Lamp defect;Couwenhoven;;Zeist West
22-11-2016 22:43;Definitief afgesloten;Afgesloten;29-11-2016 22:43;Afvaldumping;;Antonlaan;;Zeist Centrum
22-11-2016 21:36;Definitief afgesloten;Afgesloten;29-11-2016 21:36;Openbare verlichting;Overig (verlichting);Antonlaan;Antonlaan/steynlaan en Slotlaan/Korte Steynlaan;Zeist Centrum
22-11-2016 19:55;Definitief afgesloten;Afgesloten;29-11-2016 19:55;Openbare verlichting;Lamp defect;Couwenhoven;0591-4209;Zeist West
22-11-2016 15:40;Definitief afgesloten;Afgesloten;29-11-2016 15:40;Groen;;Lindenlaan;;Zeist Centrum
22-11-2016 14:43;Definitief afgesloten;Afgesloten;29-11-2016 14:43;Afvaldumping;;Zeyster Zand;;Zeist Noord
22-11-2016 14:38;Definitief afgesloten;Afgesloten;29-11-2016 14:38;;Paaltjes;Laan van Eikenstein;Fietspad laan van Eikenstein en Zeister Zand;Zeist Noord
22-11-2016 14:13;Nieuw via KCC;Ontvangen;22-11-2016 14:13;;;;;
22-11-2016 13:56;Definitief afgesloten;Afgesloten;29-11-2016 13:56;Handhaving;;Vestdijklaan;;Zeist Noord
22-11-2016 13:10;Definitief afgesloten;Afgesloten;29-11-2016 13:10;Afvaldumping;;Dolderseweg;;Den Dolder e.o.
22-11-2016 12:54;Definitief afgesloten;Afgesloten;29-11-2016 12:54;Groen;;Arnoldus Stramroodlaan;;Zeist Noord
22-11-2016 12:54;Definitief afgesloten;Afgesloten;22-11-2016 12:54;Afvaldumping;;Schaerweijdelaan;;Zeist Centrum
22-11-2016 12:36;Definitief afgesloten;Afgesloten;29-11-2016 12:36;Groen;;Montaubanstraat;;Zeist Centrum
22-11-2016 12:35;Definitief afgesloten;Afgesloten;29-11-2016 12:35;Groen;Overig (Groen);Dolderseweg;parkeerplaats bij Etos;Den Dolder e.o.
22-11-2016 11:44;Definitief afgesloten;Afgesloten;29-11-2016 11:44;;;Laan van Bergen;;Zeist West
22-11-2016 11:02;Definitief afgesloten;Afgesloten;29-11-2016 11:02;Wegen en fietspaden;;Eikenlaan;;Zeist Centrum
22-11-2016 10:51;Definitief afgesloten;Afgesloten;29-11-2016 10:51;Openbare verlichting;Lamp defect;Boulevard;geen nummer;Zeist Centrum
22-11-2016 10:38;Definitief afgesloten;Afgesloten;29-11-2016 10:38;Riolering;Verstopping straatkolk;Brugakker;;Zeist West
22-11-2016 10:14;Definitief afgesloten;Afgesloten;29-11-2016 10:14;Groen;Bladoverlast;Dr. Stärckelaan;naast nr. 32;Den Dolder e.o.
22-11-2016 9:59;Definitief afgesloten;Afgesloten;29-11-2016 9:59;Wegen en fietspaden;Gebreken fiets-/voetpaden;Odijkerweg;stoplichten met driebergseweg;Zeist Oost
22-11-2016 9:57;Definitief afgesloten;Afgesloten;29-11-2016 9:57;Openbare verlichting;Lamp defect;W.H. Vliegenlaan;lantaarnpaal voor W.H. Vliegenlaan nr. 12;Zeist Noord
22-11-2016 9:56;Definitief afgesloten;Afgesloten;29-11-2016 9:56;Openbare verlichting;Lamp defect;Nooitgedacht;2291-0003;Zeist Centrum
22-11-2016 9:40;Definitief afgesloten;Afgesloten;29-11-2016 9:40;Groen;;Johannes Wierlaan;;Den Dolder e.o.
22-11-2016 9:34;Definitief afgesloten;Afgesloten;23-11-2016 9:34;Afvaldumping;;Slotlaan;Op het parkeerterrein van parkeergarage Slotlaan 2 (achter de winkel van Jac. Hensen';Zeist Centrum
22-11-2016 9:31;Definitief afgesloten;Afgesloten;29-11-2016 9:31;Handhaving;;Spoorlaan;;Den Dolder e.o.
22-11-2016 9:14;Definitief afgesloten;Afgesloten;29-11-2016 9:14;Groen;;Socrateslaan;hoek verlengde slotlaan;Zeist Centrum
22-11-2016 9:11;Definitief afgesloten;Afgesloten;29-11-2016 9:11;Wegen en fietspaden;;Verlengde Slotlaan;;Zeist Centrum
22-11-2016 8:36;Definitief afgesloten;Afgesloten;29-11-2016 8:36;Openbare verlichting;Lamp defect;Verlengde Slotlaan;3041-0016;Zeist Centrum
22-11-2016 8:32;Definitief afgesloten;Afgesloten;29-11-2016 8:32;Openbare verlichting;Lamp defect;Kroostweg;1731-0031;Zeist Noord
21-11-2016 16:44;Definitief afgesloten;Afgesloten;28-11-2016 16:44;Wegen en fietspaden;;Oude Arnhemseweg;;Zeist Centrum
21-11-2016 16:13;In behandeling;In behandeling;28-11-2016 16:13;Wegen en fietspaden;Gebreken wegdek;Gandhilaan;;Zeist Centrum
21-11-2016 16:08;Definitief afgesloten;Afgesloten;28-11-2016 16:08;Afvaldumping;;Brugakker;;Zeist West
21-11-2016 16:00;Definitief afgesloten;Afgesloten;28-11-2016 16:00;Groen;;De Clomp;Achter De Grote Koppel;Zeist West
21-11-2016 15:47;Definitief afgesloten;Afgesloten;28-11-2016 15:47;Afvaldumping;;Mercury;;
21-11-2016 15:17;Nieuw via KCC;Ontvangen;21-11-2016 15:17;;;;;
21-11-2016 15:13;Definitief afgesloten;Afgesloten;28-11-2016 15:13;Groen;;Jan Ligthartplein;;Zeist Noord
21-11-2016 14:46;Definitief afgesloten;Afgesloten;28-11-2016 14:46;;Overig (Straatmeubilair);Sanatoriumlaan;;Zeist Noord
21-11-2016 14:22;Definitief afgesloten;Afgesloten;28-11-2016 14:22;Wegen en fietspaden;Gebreken fiets-/voetpaden;Walkartweg;huisnummer 49;Zeist Centrum
21-11-2016 14:22;Definitief afgesloten;Afgesloten;22-11-2016 14:22;Afvaldumping;;Timmermanlaan;;Zeist Centrum
21-11-2016 14:08;Definitief afgesloten;Afgesloten;28-11-2016 14:08;Groen;Onkruid;Jufferstraat;;Zeist Centrum
21-11-2016 13:50;Definitief afgesloten;Afgesloten;28-11-2016 13:50;Openbare verlichting;Overig (verlichting);Huis ter Heideweg;huis ter heideweg halte handelscentrum AB06959;Zeist Noord
21-11-2016 13:33;Definitief afgesloten;Afgesloten;28-11-2016 13:33;Riolering;Verstopping straatkolk;Mesdaglaan;;Den Dolder e.o.
21-11-2016 13:32;Definitief afgesloten;Afgesloten;28-11-2016 13:32;Wegen en fietspaden;Gebreken fiets-/voetpaden;Dirkje van Barneveldweg;Dirkje van Barneveltlaan hoek Weideweg;Zeist Oost
21-11-2016 12:36;Definitief afgesloten;Afgesloten;28-11-2016 12:36;Openbare verlichting;Lamp defect;Couwenhoven;0591-0005;Zeist West
21-11-2016 12:25;Definitief afgesloten;Afgesloten;28-11-2016 12:25;Openbare verlichting;Lichtmast scheef - niet kapot;Jufferstraat;1801-0005;Zeist Centrum
21-11-2016 12:24;Definitief afgesloten;Afgesloten;28-11-2016 12:24;Groen;Overig (Groen);Biltseweg;Biltseweg bij nr. 42 en 44;Den Dolder e.o.
21-11-2016 11:41;Definitief afgesloten;Afgesloten;28-11-2016 11:41;Groen;;Bergweg;;Zeist Noord
21-11-2016 11:31;Definitief afgesloten;Afgesloten;22-11-2016 11:31;Afvaldumping;;De Clomp;;Zeist West
21-11-2016 11:29;Definitief afgesloten;Afgesloten;22-11-2016 11:29;Afvaldumping;;De Clomp;;Zeist West
21-11-2016 11:27;Definitief afgesloten;Afgesloten;28-11-2016 11:27;Groen;;De Clomp;Couwenhovenselaan;Zeist West
21-11-2016 11:15;Definitief afgesloten;Afgesloten;28-11-2016 11:15;Afvaldumping;;Antonie v Leeuwenhoekln;;
21-11-2016 11:11;Definitief afgesloten;Afgesloten;28-11-2016 11:11;Groen;;Amersfoortseweg;amersfoortseweg tussen mc donalds en chinees;Zeist Noord
21-11-2016 11:04;Definitief afgesloten;Afgesloten;28-11-2016 11:04;Groen;;Nepveulaan;;Zeist Noord
21-11-2016 11:04;Definitief afgesloten;Afgesloten;28-11-2016 11:04;Afvaldumping;;Slotlaan;op de stoep bij arcade winkelcentrum;Zeist Centrum
21-11-2016 10:39;Definitief afgesloten;Afgesloten;28-11-2016 10:39;Groen;;Couwenhoven;;Zeist West
21-11-2016 10:26;Definitief afgesloten;Afgesloten;28-11-2016 10:26;Openbare verlichting;Lamp defect;Odijkerweg;;Zeist Oost
21-11-2016 10:09;Definitief afgesloten;Afgesloten;22-11-2016 10:09;Afvaldumping;;Anna Paulownalaan;bij ondergrondse containers;Zeist Oost
21-11-2016 9:39;Definitief afgesloten;Afgesloten;28-11-2016 9:39;Groen;Overig (Groen);Johan v Oldenbarneveltln;;Zeist Noord
21-11-2016 9:35;In behandeling;In behandeling;28-11-2016 9:35;Wegen en fietspaden;Gebreken fiets-/voetpaden;Johan v Oldenbarneveltln;;Zeist Noord
21-11-2016 9:32;Definitief afgesloten;Afgesloten;28-11-2016 9:32;Riolering;Verstopping straatkolk;Nijenheim;;Zeist West
21-11-2016 9:27;Definitief afgesloten;Afgesloten;28-11-2016 9:27;Groen;;Nijenheim;;Zeist West
21-11-2016 9:10;Definitief afgesloten;Afgesloten;28-11-2016 9:10;Afvaldumping;;Van der Heijdenlaan;speelplein met het schip;Zeist Noord
21-11-2016 9:01;Definitief afgesloten;Afgesloten;22-11-2016 9:01;Riolering;Gemalen;Vossenlaan;;Den Dolder e.o.
21-11-2016 9:01;Definitief afgesloten;Afgesloten;28-11-2016 9:01;Afvaldumping;;Noordweg;Noordweg;Zeist West
21-11-2016 8:55;Definitief afgesloten;Afgesloten;22-11-2016 8:55;Afvaldumping;;Krugerlaan;;Zeist Centrum
21-11-2016 8:12;Definitief afgesloten;Afgesloten;28-11-2016 8:12;Openbare verlichting;Overig (verlichting);D.J. v Nieuwenhuizenweg;3652-0001;Zeist Oost
21-11-2016 8:05;Definitief afgesloten;Afgesloten;21-11-2016 8:05;Groen;;Jan Ligthartplein;;Zeist Noord
20-11-2016 15:12;Definitief afgesloten;Afgesloten;28-11-2016 15:12;Groen;;Waterhoenlaan;;Zeist West
20-11-2016 11:56;Definitief afgesloten;Afgesloten;28-11-2016 11:56;Openbare verlichting;Lamp defect;Sanatoriumlaan;2851-0001,2851 -0002 en 2851-0003;Zeist Noord
20-11-2016 8:28;Definitief afgesloten;Afgesloten;28-11-2016 8:28;Handhaving;;Jacob van Lennepplein;;Zeist Noord
20-11-2016 0:40;Definitief afgesloten;Afgesloten;29-11-2016 0:40;Openbare verlichting;Lamp defect;De la Reylaan;2761-0005;Zeist Centrum
19-11-2016 18:52;Definitief afgesloten;Afgesloten;28-11-2016 18:52;Openbare verlichting;Overig (verlichting);Dahliastraat;Dahliastraat / Tulpstraat / Van Rheenenweg;Zeist Centrum
19-11-2016 11:01;Definitief afgesloten;Afgesloten;28-11-2016 11:01;Openbare verlichting;Lamp defect;Platolaan;meerdere locaties;Zeist Centrum
19-11-2016 9:36;Definitief afgesloten;Afgesloten;28-11-2016 9:36;Openbare verlichting;Lamp defect;Nijenheim;2311-1007;Zeist West
18-11-2016 16:33;Definitief afgesloten;Afgesloten;25-11-2016 16:33;Wegen en fietspaden;Gebreken fiets-/voetpaden;Prof. Sproncklaan;voor huisnummer 21;Zeist Noord
18-11-2016 16:01;Definitief afgesloten;Afgesloten;25-11-2016 16:01;Groen;;Dennenweg;geheel Bosch en Duin;Den Dolder e.o.
18-11-2016 13:34;Definitief afgesloten;Afgesloten;25-11-2016 13:34;Wegen en fietspaden;;Oranje Nassaulaan;;Zeist Oost
18-11-2016 13:18;Definitief afgesloten;Afgesloten;25-11-2016 13:18;Groen;;Couwenhoven;;Zeist West
18-11-2016 13:10;Definitief afgesloten;Afgesloten;25-11-2016 13:10;Groen;;Brugakker;6017;Zeist West
18-11-2016 13:03;Definitief afgesloten;Afgesloten;25-11-2016 13:03;Openbare verlichting;Lamp defect;Nijenheim;;Zeist West
18-11-2016 12:42;Definitief afgesloten;Afgesloten;25-11-2016 12:42;Afvaldumping;;Constantijn Huygenslaan;Voor huisnummer 1;Zeist Noord
18-11-2016 11:00;Definitief afgesloten;Afgesloten;25-11-2016 11:00;Wegen en fietspaden;;Sophialaan;;Zeist Oost
18-11-2016 9:52;Definitief afgesloten;Afgesloten;21-11-2016 9:52;Riolering;;Laan van Cattenbroeck;;Zeist West
18-11-2016 9:51;Definitief afgesloten;Afgesloten;25-11-2016 9:51;Openbare verlichting;Lamp defect;Couwenhoven;0591-5101;Zeist West
18-11-2016 9:32;Definitief afgesloten;Afgesloten;25-11-2016 9:32;Openbare verlichting;Lamp defect;Couwenhoven;parkeerplaats flat 20;Zeist West
18-11-2016 9:17;Definitief afgesloten;Afgesloten;25-11-2016 9:17;Riolering;Overig (Riolering);Dennenweg;;Den Dolder e.o.
18-11-2016 8:50;Definitief afgesloten;Afgesloten;18-11-2016 8:50;Openbare verlichting;Lichtmast scheef - niet kapot;Ruysdaellaan;2831-0021;Den Dolder e.o.
18-11-2016 8:50;Definitief afgesloten;Afgesloten;25-11-2016 8:50;Wegen en fietspaden;;Graaf Janlaan;;Zeist Oost
18-11-2016 8:17;Definitief afgesloten;Afgesloten;25-11-2016 8:17;Riolering;Overig (Riolering);Dennenweg;;Den Dolder e.o.
18-11-2016 8:07;Definitief afgesloten;Afgesloten;21-11-2016 8:07;Riolering;Gemalen;Bunsinglaan;;Zeist Oost
17-11-2016 23:24;Definitief afgesloten;Afgesloten;24-11-2016 23:24;Openbare verlichting;Lamp defect;Prof. Lorentzlaan;tegenover 185 A;Zeist Centrum
17-11-2016 18:06;Definitief afgesloten;Afgesloten;24-11-2016 18:06;Openbare verlichting;Lamp defect;Prinses Alexialaan;Lantaarnpaal in het hofje tussen de Kerckeboschlaan en Pr. Alexialaan;Zeist Oost
17-11-2016 18:04;Definitief afgesloten;Afgesloten;24-11-2016 18:04;Openbare verlichting;Lamp defect;Prinses Alexialaan;bij huisnummer 13;Zeist Oost
17-11-2016 15:35;In behandeling;In behandeling;24-11-2016 15:35;Groen;;Waterhoenlaan;;Zeist West
17-11-2016 13:14;Definitief afgesloten;Afgesloten;24-11-2016 13:14;Wegen en fietspaden;;Jan Pieter Heijelaan;;Zeist Centrum
17-11-2016 12:50;Definitief afgesloten;Afgesloten;24-11-2016 12:50;Handhaving;;Vestdijklaan;;Zeist Noord
17-11-2016 11:16;Definitief afgesloten;Afgesloten;24-11-2016 11:16;Groen;;Van Renesselaan;naast huisnummer 36;Zeist West
17-11-2016 11:13;Definitief afgesloten;Afgesloten;24-11-2016 11:13;Afvaldumping;;Dr. Marga Klompélaan;bij huisnummer 1 in de buurt;Zeist Noord
17-11-2016 10:52;Definitief afgesloten;Afgesloten;24-11-2016 10:52;Wegen en fietspaden;;Krakelingweg;Boulevard/krakelingenweg oversteek fietsen west;Zeist Oost
17-11-2016 10:35;Definitief afgesloten;Afgesloten;24-11-2016 10:35;Openbare verlichting;Overig (verlichting);Odijkerweg;;Zeist Oost
17-11-2016 9:23;Definitief afgesloten;Afgesloten;24-11-2016 9:23;Afvaldumping;;Brugakker;;Zeist West
17-11-2016 9:18;Definitief afgesloten;Afgesloten;24-11-2016 9:18;Afvaldumping;;Laan van Vollenhove;;Zeist Noord
17-11-2016 9:15;Definitief afgesloten;Afgesloten;24-11-2016 9:15;Groen;;Reelaan;;Den Dolder e.o.
17-11-2016 8:54;Definitief afgesloten;Afgesloten;18-11-2016 8:54;Riolering;Gemalen;Vossenlaan;;Den Dolder e.o.
17-11-2016 8:38;Definitief afgesloten;Afgesloten;24-11-2016 8:38;Openbare verlichting;Lamp defect;Socrateslaan;;Zeist Centrum
17-11-2016 8:33;Definitief afgesloten;Afgesloten;24-11-2016 8:33;Wegen en fietspaden;;Spinozalaan;;Zeist Centrum
17-11-2016 8:27;Definitief afgesloten;Afgesloten;24-11-2016 8:27;Openbare verlichting;Lamp defect;Spinozalaan;3079-0005;Zeist Centrum
17-11-2016 8:07;Nieuw via KCC;Ontvangen;17-11-2016 8:07;;;;;
17-11-2016 0:33;Definitief afgesloten;Afgesloten;24-11-2016 0:33;;Paaltjes;Taveernelaan;;Den Dolder e.o.
16-11-2016 21:33;Definitief afgesloten;Afgesloten;23-11-2016 21:33;Handhaving;;Jupiterhof;jupiterhof, Huis ter Heide;Den Dolder e.o.
16-11-2016 19:52;Definitief afgesloten;Afgesloten;23-11-2016 19:52;Openbare verlichting;Lamp defect;Couwenhoven;nr. 0591-0031 Tegenover over de parkeerplaats ter hoogte van hoekhuis CH 4501.;Zeist West
16-11-2016 16:58;Definitief afgesloten;Afgesloten;23-11-2016 16:58;Openbare verlichting;Lamp defect;Zamenhoflaan;3801-0003;Zeist Noord
16-11-2016 16:53;Definitief afgesloten;Afgesloten;23-11-2016 16:53;Handhaving;;Costerlaan;;Zeist Centrum
16-11-2016 16:53;Definitief afgesloten;Afgesloten;23-11-2016 16:53;;Fietsenrekken;Emmaplein;bibliotheek;Zeist Centrum
16-11-2016 16:50;Definitief afgesloten;Afgesloten;23-11-2016 16:50;Afvaldumping;;Crosestein;;Zeist Oost
16-11-2016 15:07;Definitief afgesloten;Afgesloten;17-11-2016 15:07;Afvaldumping;;Filips v Bourgondiëlaan;61 en 63;Zeist West
16-11-2016 15:01;Definitief afgesloten;Afgesloten;23-11-2016 15:01;Groen;;Hezer Enghweg;;Den Dolder e.o.
16-11-2016 14:18;Definitief afgesloten;Afgesloten;23-11-2016 14:18;Openbare verlichting;Lamp defect;Marmontweg;2051-0006,0007,0008 en 0009;Zeist Oost
16-11-2016 11:56;Definitief afgesloten;Afgesloten;23-11-2016 11:56;Wegen en fietspaden;Gebreken fiets-/voetpaden;Godfried van Seijstlaan;27;Zeist West
16-11-2016 10:52;Definitief afgesloten;Afgesloten;23-11-2016 10:52;Wegen en fietspaden;Gebreken fiets-/voetpaden;Brugakker;5606;Zeist West
16-11-2016 10:50;Definitief afgesloten;Afgesloten;17-11-2016 10:50;Riolering;Gemalen;Duinweg;;Den Dolder e.o.
16-11-2016 9:37;Definitief afgesloten;Afgesloten;17-11-2016 9:37;Afvaldumping;;Prof. Lorentzlaan;52;Zeist Centrum
16-11-2016 9:27;Definitief afgesloten;Afgesloten;23-11-2016 9:27;Openbare verlichting;Lamp defect;Kroostweg;fietspad kleuteringang Nijekroost;Zeist Noord
16-11-2016 9:19;Definitief afgesloten;Afgesloten;23-11-2016 9:19;Groen;Overig (Groen);Filips v Bourgondiëlaan;voor de deur op de stoep 160;Zeist West
16-11-2016 8:54;Definitief afgesloten;Afgesloten;23-11-2016 8:54;Wegen en fietspaden;;Anna Paulownalaan;;Zeist Oost
16-11-2016 8:34;Definitief afgesloten;Afgesloten;23-11-2016 8:34;;;Erasmuslaan;Hoek Erasmuslaan/Spinozalaan;Zeist Centrum
16-11-2016 8:26;Definitief afgesloten;Afgesloten;23-11-2016 8:26;Openbare verlichting;Lamp defect;Spinozalaan;3079-0005;Zeist Centrum
16-11-2016 7:40;Definitief afgesloten;Afgesloten;17-11-2016 7:40;Openbare verlichting;Netwerkstoring;Breesteegh;wijk Platanenhof;Zeist West
15-11-2016 22:27;Definitief afgesloten;Afgesloten;22-11-2016 22:27;Openbare verlichting;Lamp defect;Oranje Nassauplein;2361-0018;Zeist Oost
15-11-2016 19:41;Definitief afgesloten;Afgesloten;22-11-2016 19:41;Openbare verlichting;Lamp defect;;Platanenhof Zeist;
15-11-2016 16:52;Definitief afgesloten;Afgesloten;22-11-2016 16:52;Openbare verlichting;Lamp defect;Utrechtseweg;3431-0043;Zeist Noord
15-11-2016 15:52;Definitief afgesloten;Afgesloten;22-11-2016 15:52;Wegen en fietspaden;;Steynlaan;kruising antonlaan;Zeist Centrum
15-11-2016 15:42;Definitief afgesloten;Afgesloten;22-11-2016 15:42;Wegen en fietspaden;;Steynlaan;kruising met antonlaan;Zeist Centrum
15-11-2016 15:35;Definitief afgesloten;Afgesloten;22-11-2016 15:35;Openbare verlichting;Lamp defect;Kroostweg;1731-0031;Zeist Noord
15-11-2016 14:38;Definitief afgesloten;Afgesloten;16-11-2016 14:38;Openbare verlichting;Netwerkstoring;Verlengde Slotlaan;;Zeist Centrum
15-11-2016 14:32;Definitief afgesloten;Afgesloten;22-11-2016 14:32;Groen;Overig (Groen);Laan van Vollenhove;school op dreef;Zeist Noord
15-11-2016 13:34;Definitief afgesloten;Afgesloten;16-11-2016 13:34;Afvaldumping;;Voorheuvel;;Zeist Centrum
15-11-2016 13:25;Definitief afgesloten;Afgesloten;22-11-2016 13:25;Wegen en fietspaden;Gebreken fiets-/voetpaden;De Clomp;moskee/ tunneltje;Zeist West
15-11-2016 12:58;Definitief afgesloten;Afgesloten;22-11-2016 12:58;Openbare verlichting;Lamp defect;Breesteegh;;Zeist West
15-11-2016 12:52;Definitief afgesloten;Afgesloten;22-11-2016 12:52;Groen;Overig (Groen);Van Ostadelaan;;Den Dolder e.o.
15-11-2016 12:34;Definitief afgesloten;Afgesloten;22-11-2016 12:34;Openbare verlichting;Lamp defect;Senecalaan;2997-0011;Zeist Centrum
15-11-2016 11:21;Definitief afgesloten;Afgesloten;22-11-2016 11:21;Wegen en fietspaden;Gebreken fiets-/voetpaden;Kroostweg;MTC Fyshiotherapie;Zeist Noord
15-11-2016 10:59;Definitief afgesloten;Afgesloten;22-11-2016 10:59;Openbare verlichting;Lamp defect;Laan van Rijnwijk;1861-0008;Zeist Oost
15-11-2016 10:49;Definitief afgesloten;Afgesloten;16-11-2016 10:49;;;Het Slot;Slotvijver;
15-11-2016 10:30;Definitief afgesloten;Afgesloten;16-11-2016 10:30;;;Brugakker;;Zeist West
15-11-2016 9:26;Definitief afgesloten;Afgesloten;22-11-2016 9:26;Openbare verlichting;Overig (verlichting);Platanenlaan;het wijkje daar om heen;
15-11-2016 8:56;Definitief afgesloten;Afgesloten;22-11-2016 8:56;Handhaving;;Spoorlaan;;Den Dolder e.o.
15-11-2016 6:37;Definitief afgesloten;Afgesloten;22-11-2016 6:37;Openbare verlichting;Lamp defect;Arnhemse Bovenweg;0091-0064;Zeist Oost
14-11-2016 23:22;Definitief afgesloten;Afgesloten;21-11-2016 23:22;Handhaving;;Nijenheim;;Zeist West
14-11-2016 21:12;Definitief afgesloten;Afgesloten;21-11-2016 21:12;Openbare verlichting;Lamp defect;De Snep;;Zeist West
14-11-2016 21:01;Definitief afgesloten;Afgesloten;15-11-2016 21:01;Openbare verlichting;Netwerkstoring;De Snep;De Snep en Breesteegh;Zeist West
14-11-2016 20:52;Definitief afgesloten;Afgesloten;21-11-2016 20:52;Wegen en fietspaden;Gebreken fiets-/voetpaden;Brugakker;;Zeist West
14-11-2016 16:26;Definitief afgesloten;Afgesloten;21-11-2016 16:26;Openbare verlichting;Lamp defect;Blikkenburgerlaan;0251-0020 0251-0021;Zeist Oost
14-11-2016 14:03;Definitief afgesloten;Afgesloten;15-11-2016 14:03;Riolering;Gemalen;Bunsinglaan;;Zeist West
14-11-2016 13:41;Definitief afgesloten;Afgesloten;21-11-2016 13:41;Openbare verlichting;Lamp defect;Sanatoriumlaan;2851 0003;Zeist Noord
14-11-2016 13:26;Definitief afgesloten;Afgesloten;21-11-2016 13:26;Groen;;Nelson Mandelalaan;;Zeist Centrum
14-11-2016 12:32;Definitief afgesloten;Afgesloten;21-11-2016 12:32;Groen;Onkruid;Driebergseweg;;Zeist Oost
14-11-2016 12:25;Definitief afgesloten;Afgesloten;21-11-2016 12:25;;Overig (Straatmeubilair);Slotlaan;busstation;Zeist Centrum
14-11-2016 12:10;Definitief afgesloten;Afgesloten;21-11-2016 12:10;Groen;;Prinses Mariannelaan;prinses mariannelaan;Zeist Oost
14-11-2016 12:03;Definitief afgesloten;Afgesloten;21-11-2016 12:03;Openbare verlichting;Lamp defect;Prinses Mariannelaan;2641-0028;Zeist Oost
14-11-2016 11:11;Definitief afgesloten;Afgesloten;15-11-2016 11:11;Openbare verlichting;Netwerkstoring;Koelaan;;Zeist West
14-11-2016 10:56;Definitief afgesloten;Afgesloten;21-11-2016 10:56;Openbare verlichting;Overig (verlichting);Utrechtseweg;Utrechtseweg en Arnhemse Bovenweg / van Kerkebosch naar de Slotlaan;Zeist Noord
14-11-2016 10:47;Definitief afgesloten;Afgesloten;15-11-2016 10:47;;;Brugakker;Bruggetje Haks Wetering;Zeist West
14-11-2016 10:21;Definitief afgesloten;Afgesloten;21-11-2016 10:21;Afvaldumping;;Laan van Vollenhove;t.h.v. Wijkcentrum Noorderpunt;Zeist Noord
14-11-2016 9:40;Definitief afgesloten;Afgesloten;21-11-2016 9:40;Openbare verlichting;Lamp defect;Sanatoriumlaan;2851-0003;Zeist Noord
14-11-2016 9:36;Definitief afgesloten;Afgesloten;21-11-2016 9:36;Wegen en fietspaden;;Kampweg;;Zeist Oost
14-11-2016 9:29;Definitief afgesloten;Afgesloten;21-11-2016 9:29;Wegen en fietspaden;Gebreken fiets-/voetpaden;Noordweg-Noord;bij kruizing krommerijnlaan-noordweg-noord;Zeist West
14-11-2016 9:00;Definitief afgesloten;Afgesloten;21-11-2016 9:00;Handhaving;;Filips v Bourgondiëlaan;;Zeist West
14-11-2016 8:58;Nieuw via KCC;Ontvangen;14-11-2016 8:58;;;;;
14-11-2016 8:54;Definitief afgesloten;Afgesloten;21-11-2016 8:54;Openbare verlichting;Lamp defect;De Snep;;Zeist West
13-11-2016 19:19;Definitief afgesloten;Afgesloten;15-11-2016 19:19;Riolering;Gemalen;Biltseweg;;Den Dolder e.o.
13-11-2016 17:08;Definitief afgesloten;Afgesloten;21-11-2016 17:08;Openbare verlichting;Lamp defect;Churchill-laan;0521-0005;Zeist Noord
13-11-2016 13:49;Definitief afgesloten;Afgesloten;21-11-2016 13:49;Groen;;Nijenheim;;Zeist West
13-11-2016 13:47;Definitief afgesloten;Afgesloten;21-11-2016 13:47;Wegen en fietspaden;Gebreken fiets-/voetpaden;Nijenheim;;Zeist West
13-11-2016 12:39;Definitief afgesloten;Afgesloten;21-11-2016 12:39;Openbare verlichting;Lamp defect;Vossenlaan;3571-0006;Den Dolder e.o.
13-11-2016 11:10;Definitief afgesloten;Afgesloten;21-11-2016 11:10;Wegen en fietspaden;Gebreken fiets-/voetpaden;Frederik Hendriklaan;en tussen de J.W. Frisolaan;Zeist Oost
12-11-2016 18:50;Definitief afgesloten;Afgesloten;21-11-2016 18:50;Openbare verlichting;Lamp defect;De Snep;;Zeist West
