Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
17-9-2016 15:15;Definitief afgesloten;Afgesloten;26-9-2016 15:15;Wegen en fietspaden;;Dahliastraat;;Zeist Centrum
17-9-2016 14:49;Definitief afgesloten;Afgesloten;26-9-2016 14:49;Wegen en fietspaden;Gebreken wegdek;Taveernelaan;Biltseweg;Den Dolder e.o.
17-9-2016 12:06;Definitief afgesloten;Afgesloten;26-9-2016 12:06;Wegen en fietspaden;Gebreken wegdek;Van Doornlaantje;Steynlaan / Scheeperslaan;Zeist Centrum
16-9-2016 20:40;Definitief afgesloten;Afgesloten;23-9-2016 20:40;Openbare verlichting;Lamp defect;Couwenhoven;0591-0016;Zeist West
16-9-2016 16:46;Definitief afgesloten;Afgesloten;23-9-2016 16:46;Openbare verlichting;Lamp defect;Homeruslaan;1321-0021 en 1321-0022;Zeist Centrum
16-9-2016 16:39;Definitief afgesloten;Afgesloten;23-9-2016 16:39;Groen;;Brugakker;;Zeist West
16-9-2016 16:27;Definitief afgesloten;Afgesloten;23-9-2016 16:27;Handhaving;;Berkenlaan;;Zeist Centrum
16-9-2016 16:07;Definitief afgesloten;Afgesloten;23-9-2016 16:07;Handhaving;;Couwenhoven;;Zeist West
16-9-2016 15:30;Definitief afgesloten;Afgesloten;16-9-2016 15:30;Wegen en fietspaden;;Weteringlaan;;Zeist West
16-9-2016 14:17;Definitief afgesloten;Afgesloten;23-9-2016 14:17;Afvaldumping;;Bergweg;;Zeist Noord
16-9-2016 14:10;Definitief afgesloten;Afgesloten;23-9-2016 14:10;Wegen en fietspaden;Gebreken fiets-/voetpaden;Brugakker;;Zeist West
16-9-2016 13:49;Definitief afgesloten;Afgesloten;23-9-2016 13:49;Groen;;Couwenhoven;;Zeist West
16-9-2016 13:26;Definitief afgesloten;Afgesloten;23-9-2016 13:26;Handhaving;;De Brink;;Zeist West
16-9-2016 11:49;Definitief afgesloten;Afgesloten;23-9-2016 11:49;Groen;;Nicolaas Beetslaan;;Zeist Noord
16-9-2016 11:41;Definitief afgesloten;Afgesloten;23-9-2016 11:41;Afvaldumping;;Regentesselaan;;Zeist Oost
16-9-2016 11:36;Definitief afgesloten;Afgesloten;23-9-2016 11:36;Wegen en fietspaden;Gebreken fiets-/voetpaden;Regentesselaan;;Zeist Oost
16-9-2016 11:36;Definitief afgesloten;Afgesloten;23-9-2016 11:36;Handhaving;;Dwarsweg;;Zeist Centrum
16-9-2016 10:49;Definitief afgesloten;Afgesloten;23-9-2016 10:49;Openbare verlichting;Lamp defect;Couwenhoven;0591-5602;Zeist West
16-9-2016 10:49;Definitief afgesloten;Afgesloten;23-9-2016 10:49;Groen;;Couwenhoven;;Zeist West
16-9-2016 10:10;Definitief afgesloten;Afgesloten;19-9-2016 10:10;Wegen en fietspaden;Olie op de wegdek;Oranje-Nassaulaan;rotonde met arnhemse bovenweg/oranje nassaulaan;
16-9-2016 9:41;Definitief afgesloten;Afgesloten;23-9-2016 9:41;Afvaldumping;;Arnhemse Bovenweg;Parkflat Nijenhove;Zeist Oost
16-9-2016 9:12;Definitief afgesloten;Afgesloten;23-9-2016 9:12;Handhaving;;Nijenheim;;Zeist West
16-9-2016 9:00;Nieuw via KCC;Ontvangen;16-9-2016 9:00;;;;;
16-9-2016 8:51;Definitief afgesloten;Afgesloten;23-9-2016 8:51;Groen;;Couwenhoven;;Zeist West
16-9-2016 8:02;Definitief afgesloten;Afgesloten;23-9-2016 8:02;Groen;;Waterlooweg;;Zeist Oost
15-9-2016 19:30;Definitief afgesloten;Afgesloten;22-9-2016 19:30;Afvaldumping;;Albert Plesmanring;;Den Dolder e.o.
15-9-2016 17:51;Definitief afgesloten;Afgesloten;22-9-2016 17:51;Groen;;Senecalaan;;Zeist Centrum
15-9-2016 17:24;Definitief afgesloten;Afgesloten;15-9-2016 17:24;Openbare verlichting;Lamp defect;Schroeder vd Kolklaan;;Den Dolder e.o.
15-9-2016 14:52;Definitief afgesloten;Afgesloten;22-9-2016 14:52;Openbare verlichting;Lamp defect;Couwenhoven;0591-5602;Zeist West
15-9-2016 14:42;Definitief afgesloten;Afgesloten;15-9-2016 14:42;;;Crosestein;;Zeist West
15-9-2016 14:28;Definitief afgesloten;Afgesloten;22-9-2016 14:28;Afvaldumping;;Sniplaan;;Zeist West
15-9-2016 14:25;Definitief afgesloten;Afgesloten;16-9-2016 14:25;Afvaldumping;;Sniplaan;;Zeist West
15-9-2016 14:11;Definitief afgesloten;Afgesloten;15-9-2016 14:11;Groen;;Wallenburg;;Zeist Centrum
15-9-2016 14:08;Definitief afgesloten;Afgesloten;22-9-2016 14:08;Groen;;Charlotte de Bourbonlaan;;Zeist Oost
15-9-2016 13:54;Definitief afgesloten;Afgesloten;22-9-2016 13:54;Openbare verlichting;Lamp defect;Couwenhoven;0591-4502;Zeist West
15-9-2016 13:19;Definitief afgesloten;Afgesloten;22-9-2016 13:19;Openbare verlichting;Lamp defect;Pr. Catharina Amalialaan;;Zeist Oost
15-9-2016 12:27;Definitief afgesloten;Afgesloten;22-9-2016 12:27;Groen;;W.H. Vliegenlaan;;Zeist Noord
15-9-2016 12:15;Definitief afgesloten;Afgesloten;16-9-2016 12:15;Afvaldumping;;Johannes Postlaan;18;Zeist Noord
15-9-2016 11:11;Definitief afgesloten;Afgesloten;22-9-2016 11:11;Handhaving;;Anna Paulownalaan;;Zeist Oost
15-9-2016 10:48;Definitief afgesloten;Afgesloten;16-9-2016 10:48;;;De Brink;Bij de bruggetjes.;Zeist West
15-9-2016 10:46;Definitief afgesloten;Afgesloten;22-9-2016 10:46;Groen;;Couwenhoven;;Zeist West
15-9-2016 10:12;Definitief afgesloten;Afgesloten;22-9-2016 10:12;Openbare verlichting;Overig (verlichting);Koningin Wilhelminastr;;
15-9-2016 9:52;Definitief afgesloten;Afgesloten;22-9-2016 9:52;;;Mw Kuipers-Rietberglaan;Speeltuin, flat en berging;Zeist Noord
15-9-2016 9:46;Definitief afgesloten;Afgesloten;22-9-2016 9:46;Wegen en fietspaden;Gebreken fiets-/voetpaden;Verlengde Slotlaan;;Zeist Centrum
15-9-2016 9:42;Definitief afgesloten;Afgesloten;22-9-2016 9:42;Handhaving;;Gandhilaan;;Zeist Centrum
15-9-2016 9:40;Definitief afgesloten;Afgesloten;22-9-2016 9:40;Handhaving;;Eekhoornlaan;in de Torteltuin speeltuiin;Den Dolder e.o.
15-9-2016 9:10;Definitief afgesloten;Afgesloten;22-9-2016 9:10;Wegen en fietspaden;;Brugakker;;Zeist West
15-9-2016 8:57;Definitief afgesloten;Afgesloten;22-9-2016 8:57;;Overig (Straatmeubilair);Costerlaan;tegenover het huis langs de straat;Zeist Centrum
15-9-2016 8:45;Definitief afgesloten;Afgesloten;22-9-2016 8:45;Groen;;Dennenweg;bij de tennisclub aan de zijde denneweg;Den Dolder e.o.
15-9-2016 8:05;Definitief afgesloten;Afgesloten;22-9-2016 8:05;Handhaving;;;;Zeist West
14-9-2016 16:30;Definitief afgesloten;Afgesloten;21-9-2016 16:30;Handhaving;;Daltonlaan;;Zeist Noord
14-9-2016 16:28;Definitief afgesloten;Afgesloten;21-9-2016 16:28;Groen;;Oude Arnhemseweg;bij het huis langs het fietspad;Zeist Centrum
14-9-2016 14:50;Definitief afgesloten;Afgesloten;21-9-2016 14:50;Openbare verlichting;Lamp defect;Vestdijklaan;3485-0008;Zeist Noord
14-9-2016 12:46;Definitief afgesloten;Afgesloten;21-9-2016 12:46;Wegen en fietspaden;Gebreken fiets-/voetpaden;Achterheuvel;Achterheuvel;Zeist Centrum
14-9-2016 11:31;Definitief afgesloten;Afgesloten;21-9-2016 11:31;Handhaving;;Prof. Sproncklaan;;Zeist Noord
14-9-2016 11:20;Definitief afgesloten;Afgesloten;14-9-2016 11:20;Openbare verlichting;Lamp defect;Platolaan;2521-0017 en 3014-0021;Zeist Centrum
14-9-2016 11:17;Definitief afgesloten;Afgesloten;21-9-2016 11:17;Handhaving;;Dr. H. Colijnlaan;;Zeist Noord
14-9-2016 11:04;Definitief afgesloten;Afgesloten;21-9-2016 11:04;Openbare verlichting;Lamp defect;Prof. Lorentzlaan;2002-0021;Zeist Centrum
14-9-2016 10:35;Definitief afgesloten;Afgesloten;21-9-2016 10:35;Handhaving;;Pleineslaan;;Den Dolder e.o.
14-9-2016 10:27;Definitief afgesloten;Afgesloten;21-9-2016 10:27;Wegen en fietspaden;Gebreken fiets-/voetpaden;Homeruslaan;;Zeist Centrum
14-9-2016 10:04;Definitief afgesloten;Afgesloten;21-9-2016 10:04;Groen;;De Clomp;in de tuin aan de zijkant hoek met weteringelaan;Zeist West
14-9-2016 9:44;Definitief afgesloten;Afgesloten;21-9-2016 9:44;Groen;Onkruid;Kroostweg;;Zeist Noord
14-9-2016 8:46;Definitief afgesloten;Afgesloten;21-9-2016 8:46;;;Graaf Adolflaan;in de bomen bij speelplein;Zeist Oost
14-9-2016 8:30;Definitief afgesloten;Afgesloten;21-9-2016 8:30;Wegen en fietspaden;Gebreken fiets-/voetpaden;Costerlaan;;Zeist Centrum
14-9-2016 8:17;Definitief afgesloten;Afgesloten;15-9-2016 8:17;Riolering;;De Wetlaan;;Zeist Centrum
14-9-2016 7:06;Definitief afgesloten;Afgesloten;21-9-2016 7:06;Groen;Bladoverlast;Balilaan;;Zeist Noord
13-9-2016 22:43;Definitief afgesloten;Afgesloten;20-9-2016 22:43;Openbare verlichting;Lamp defect;Bergweg;0031-0024;Zeist Noord
13-9-2016 22:14;Definitief afgesloten;Afgesloten;20-9-2016 22:14;;;Montaubanstraat;Montaubanstraat;Zeist Centrum
13-9-2016 21:32;Definitief afgesloten;Afgesloten;20-9-2016 21:32;Groen;;Sanatoriumlaan;15;Zeist Noord
13-9-2016 19:21;Definitief afgesloten;Afgesloten;20-9-2016 19:21;Wegen en fietspaden;Gebreken wegdek;Verlengde Slotlaan;;Zeist Centrum
13-9-2016 19:11;Definitief afgesloten;Afgesloten;20-9-2016 19:11;Wegen en fietspaden;;Verlengde Slotlaan;;Zeist Centrum
13-9-2016 16:51;Definitief afgesloten;Afgesloten;20-9-2016 16:51;Wegen en fietspaden;;Oranje Nassaulaan;;Zeist Oost
13-9-2016 15:38;Definitief afgesloten;Afgesloten;20-9-2016 15:38;;;Verlengde Slotlaan;vlakbij rotonde Lindenlaan;Zeist Centrum
13-9-2016 14:37;Definitief afgesloten;Afgesloten;20-9-2016 14:37;Handhaving;;Driebergseweg;2A;Zeist Oost
13-9-2016 13:58;Definitief afgesloten;Afgesloten;20-9-2016 13:58;;;Nijenheim;;Zeist West
13-9-2016 13:50;Definitief afgesloten;Afgesloten;20-9-2016 13:50;Openbare verlichting;Overig (verlichting);Brugakker;;Zeist West
13-9-2016 13:14;Definitief afgesloten;Afgesloten;20-9-2016 13:14;;Overig (Straatmeubilair);Dreef;;
13-9-2016 12:09;Definitief afgesloten;Afgesloten;20-9-2016 12:09;Openbare verlichting;Overig (verlichting);Oude Arnhemseweg;2391/0097;Zeist Noord
13-9-2016 11:41;Definitief afgesloten;Afgesloten;20-9-2016 11:41;Openbare verlichting;Lamp defect;Couwenhoven;0591-5602 en 0591-5609;Zeist West
13-9-2016 11:35;Definitief afgesloten;Afgesloten;14-9-2016 11:35;Afvaldumping;;Schermerslaan;;Zeist Noord
13-9-2016 10:42;Nieuw via KCC;Ontvangen;13-9-2016 10:42;;;;;
13-9-2016 10:32;Definitief afgesloten;Afgesloten;14-9-2016 10:32;Afvaldumping;;Fröbellaan;;Zeist Noord
13-9-2016 10:05;Definitief afgesloten;Afgesloten;20-9-2016 10:05;Openbare verlichting;Netwerkstoring;Burg. Van Tuyll-laan;;Zeist Centrum
13-9-2016 9:54;Definitief afgesloten;Afgesloten;20-9-2016 9:54;Wegen en fietspaden;Gebreken fiets-/voetpaden;Couwenhoven;;Zeist West
13-9-2016 9:48;Definitief afgesloten;Afgesloten;20-9-2016 9:48;Wegen en fietspaden;;Prof. Lorentzlaan;;Zeist Centrum
13-9-2016 9:21;Definitief afgesloten;Afgesloten;20-9-2016 9:21;Afvaldumping;;Couwenhoven;;Zeist West
13-9-2016 9:09;Definitief afgesloten;Afgesloten;20-9-2016 9:09;Wegen en fietspaden;;Dwarsweg;;Zeist Centrum
13-9-2016 9:01;Definitief afgesloten;Afgesloten;20-9-2016 9:01;Handhaving;;Brugakker;tegenover 5851;Zeist West
13-9-2016 8:32;Definitief afgesloten;Afgesloten;20-9-2016 8:32;Wegen en fietspaden;;Lindenlaan;;
13-9-2016 8:10;Definitief afgesloten;Afgesloten;14-9-2016 8:10;Openbare verlichting;Netwerkstoring;Gandhilaan;;Zeist Centrum
13-9-2016 8:01;Definitief afgesloten;Afgesloten;14-9-2016 8:01;Afvaldumping;;Prinses Alexialaan;;Zeist Oost
13-9-2016 7:55;Definitief afgesloten;Afgesloten;14-9-2016 7:55;Openbare verlichting;Netwerkstoring;Antonlaan;;Zeist Centrum
12-9-2016 21:22;Definitief afgesloten;Afgesloten;19-9-2016 21:22;Openbare verlichting;Lamp defect;Jan Meerdinkplein;2101-0001;Zeist Centrum
12-9-2016 19:13;Definitief afgesloten;Afgesloten;19-9-2016 19:13;Openbare verlichting;Lamp defect;Bachlaan;0125-0015 en -0016;Zeist Noord
12-9-2016 18:32;Definitief afgesloten;Afgesloten;19-9-2016 18:32;Riolering;Overig (Riolering);Burg. Patijnlaan;200 en 202;Zeist Noord
12-9-2016 16:53;Definitief afgesloten;Afgesloten;19-9-2016 16:53;Groen;;Nijenheim;in t plantsoen naast t huis.;Zeist West
12-9-2016 16:27;Definitief afgesloten;Afgesloten;19-9-2016 16:27;Afvaldumping;;Eekhoornlaan;Eekhoornlaan-hezer enghweg bij de Torteltuin.;Den Dolder e.o.
12-9-2016 15:10;Definitief afgesloten;Afgesloten;19-9-2016 15:10;Openbare verlichting;Lamp defect;Dr. s'Jacoblaan;1402-0005;Zeist Centrum
12-9-2016 13:53;Definitief afgesloten;Afgesloten;13-9-2016 13:53;Afvaldumping;;Laan van Vollenhove;;Zeist Noord
12-9-2016 13:50;Definitief afgesloten;Afgesloten;19-9-2016 13:50;Handhaving;;Pr Catharina Amalialn;;Zeist Oost
12-9-2016 13:44;Definitief afgesloten;Afgesloten;19-9-2016 13:44;Wegen en fietspaden;Gebreken wegdek;Odijkerweg;;Zeist Oost
12-9-2016 12:45;Definitief afgesloten;Afgesloten;19-9-2016 12:45;;Zitbanken;Weeshuislaan;;Zeist Centrum
12-9-2016 12:18;Definitief afgesloten;Afgesloten;19-9-2016 12:18;Openbare verlichting;Lamp defect;Hogeweg;parkeerplaats hogewegpassage;
12-9-2016 12:14;Definitief afgesloten;Afgesloten;13-9-2016 12:14;Openbare verlichting;Netwerkstoring;Verlengde Slotlaan;alle lantaarnpalen uit;Zeist Centrum
12-9-2016 12:10;Definitief afgesloten;Afgesloten;19-9-2016 12:10;Openbare verlichting;Lamp defect;van Gheselhof;Parkeerplaats Hogeweg passage;Zeist Centrum
12-9-2016 11:43;Definitief afgesloten;Afgesloten;19-9-2016 11:43;Openbare verlichting;Lamp defect;Vestdijklaan;3485-0008;Zeist Noord
12-9-2016 11:39;Nieuw via KCC;Ontvangen;12-9-2016 11:39;;;;;
12-9-2016 11:16;Definitief afgesloten;Afgesloten;12-9-2016 11:16;Riolering;Verstopping huisaansluiting;Couwenhoven;;Zeist West
12-9-2016 11:06;Definitief afgesloten;Afgesloten;19-9-2016 11:06;Handhaving;;Kerkweg;;Zeist Centrum
12-9-2016 10:51;Definitief afgesloten;Afgesloten;19-9-2016 10:51;Wegen en fietspaden;Gebreken wegdek;Vossenlaan;;Den Dolder e.o.
12-9-2016 10:50;Definitief afgesloten;Afgesloten;19-9-2016 10:50;Wegen en fietspaden;Gebreken fiets-/voetpaden;Biltseweg;22;Den Dolder e.o.
12-9-2016 10:43;Definitief afgesloten;Afgesloten;19-9-2016 10:43;Handhaving;;Biltseweg;20;Den Dolder e.o.
12-9-2016 10:37;Definitief afgesloten;Afgesloten;19-9-2016 10:37;Handhaving;;Biltseweg;22;Den Dolder e.o.
12-9-2016 10:32;Definitief afgesloten;Afgesloten;19-9-2016 10:32;Wegen en fietspaden;Gebreken fiets-/voetpaden;Vossenlaan;;Den Dolder e.o.
12-9-2016 9:46;Definitief afgesloten;Afgesloten;12-9-2016 9:46;;;Sniplaan;;Zeist West
12-9-2016 9:36;Definitief afgesloten;Afgesloten;13-9-2016 9:36;Openbare verlichting;Netwerkstoring;Valckenboschlaan;;Zeist Centrum
12-9-2016 9:23;Definitief afgesloten;Afgesloten;13-9-2016 9:23;Openbare verlichting;Netwerkstoring;Gandhilaan;Gandhilaan;Zeist Centrum
12-9-2016 9:12;Definitief afgesloten;Afgesloten;13-9-2016 9:12;Openbare verlichting;Netwerkstoring;Laan van Beek en Royen;weet niet waar ze precies staan;Zeist Centrum
12-9-2016 8:55;Definitief afgesloten;Afgesloten;19-9-2016 8:55;Openbare verlichting;Lamp defect;Verlengde Slotlaan;;Zeist Centrum
11-9-2016 21:09;Definitief afgesloten;Afgesloten;19-9-2016 21:09;Handhaving;;Duivenhorst;;Den Dolder e.o.
10-9-2016 23:35;Definitief afgesloten;Afgesloten;19-9-2016 23:35;Openbare verlichting;Lamp defect;Couwenhoven;0591-4503 (opgezocht via geoviewer);Zeist West
10-9-2016 23:18;Definitief afgesloten;Afgesloten;19-9-2016 23:18;Openbare verlichting;Netwerkstoring;Acacialaan;;Zeist Centrum
10-9-2016 21:03;Definitief afgesloten;Afgesloten;13-9-2016 21:03;Openbare verlichting;Netwerkstoring;Burg. Van Holthelaan;Burg. van Holthelaan en Burg. van Tuyllaan;Zeist Centrum
10-9-2016 20:37;Definitief afgesloten;Afgesloten;19-9-2016 20:37;Openbare verlichting;Lamp defect;Bachlaan;tegenover Bachlaan 36 en 40;Zeist Noord
10-9-2016 12:59;Definitief afgesloten;Afgesloten;19-9-2016 12:59;Groen;;Godfried van Seijstlaan;;Zeist West
9-9-2016 21:12;Definitief afgesloten;Afgesloten;16-9-2016 21:12;Openbare verlichting;Lamp defect;Koppelweg;1671-0014;Zeist West
9-9-2016 20:53;Definitief afgesloten;Afgesloten;16-9-2016 20:53;Openbare verlichting;Lamp defect;Nelson Mandelalaan;;Zeist Centrum
9-9-2016 14:41;Definitief afgesloten;Afgesloten;16-9-2016 14:41;Wegen en fietspaden;;Woudenbergseweg;;Zeist Oost
9-9-2016 13:36;Definitief afgesloten;Afgesloten;9-9-2016 13:36;;;Oranje Nassaulaan;tussen stuifheuvel en stoplichten woudenbergseweg naast fietspad aan de rechterkant.;Zeist Oost
9-9-2016 13:33;Nieuw via KCC;Ontvangen;9-9-2016 13:33;;;;;
9-9-2016 13:18;Nieuw via KCC;Ontvangen;9-9-2016 13:18;;;;;
9-9-2016 12:01;Definitief afgesloten;Afgesloten;16-9-2016 12:01;Groen;Bladoverlast;Roemer Visscherlaan;;Zeist Noord
9-9-2016 11:53;Definitief afgesloten;Afgesloten;16-9-2016 11:53;Handhaving;;Brugakker;;Zeist West
9-9-2016 11:33;Definitief afgesloten;Afgesloten;16-9-2016 11:33;Afvaldumping;;Noordweg;;Zeist West
9-9-2016 11:27;Definitief afgesloten;Afgesloten;12-9-2016 11:27;Afvaldumping;;Plevierpad;;Zeist West
9-9-2016 11:25;Definitief afgesloten;Afgesloten;16-9-2016 11:25;Wegen en fietspaden;Gebreken fiets-/voetpaden;Willem Pijperlaan;;Zeist Centrum
9-9-2016 10:58;Definitief afgesloten;Afgesloten;16-9-2016 10:58;Wegen en fietspaden;Gebreken fiets-/voetpaden;Cornelis Schellingerlaan;;Zeist West
9-9-2016 10:52;Nieuw via KCC;Ontvangen;9-9-2016 10:52;;;;;
9-9-2016 10:51;Definitief afgesloten;Afgesloten;16-9-2016 10:51;Groen;Bladoverlast;Ter Braaklaan;;Zeist Noord
9-9-2016 10:51;Definitief afgesloten;Afgesloten;16-9-2016 10:51;Handhaving;;Panweg;;Zeist Noord
9-9-2016 9:59;Definitief afgesloten;Afgesloten;16-9-2016 9:59;Afvaldumping;;Erasmuslaan;nummer 10;Zeist Centrum
9-9-2016 9:48;Definitief afgesloten;Afgesloten;16-9-2016 9:48;Wegen en fietspaden;Gebreken fiets-/voetpaden;Burg. Patijnlaan;hele straat;Zeist Noord
9-9-2016 9:47;Definitief afgesloten;Afgesloten;12-9-2016 9:47;Afvaldumping;;Prinses Margrietlaan;;Zeist Oost
9-9-2016 9:44;Definitief afgesloten;Afgesloten;12-9-2016 9:44;Afvaldumping;;Ariënslaan;oc;Zeist Noord
9-9-2016 9:25;Definitief afgesloten;Afgesloten;16-9-2016 9:25;Groen;Onkruid;Antonlaan;;Zeist Centrum
9-9-2016 9:12;Definitief afgesloten;Afgesloten;12-9-2016 9:12;Riolering;Gemalen;Bunsinglaan;17;Zeist West
9-9-2016 9:11;Definitief afgesloten;Afgesloten;12-9-2016 9:11;Openbare verlichting;Netwerkstoring;Verlengde Slotlaan;;Zeist Centrum
9-9-2016 9:09;Definitief afgesloten;Afgesloten;16-9-2016 9:09;Wegen en fietspaden;Gebreken fiets-/voetpaden;Dijnselweg;;Zeist Noord
9-9-2016 8:33;Nieuw via KCC;Ontvangen;9-9-2016 8:33;;;;;
9-9-2016 8:31;Definitief afgesloten;Afgesloten;16-9-2016 8:31;Wegen en fietspaden;Gebreken wegdek;Paduaweg;;Den Dolder e.o.
9-9-2016 8:27;Definitief afgesloten;Afgesloten;16-9-2016 8:27;Wegen en fietspaden;Gebreken fiets-/voetpaden;Fornheselaan;;Den Dolder e.o.
9-9-2016 8:17;Definitief afgesloten;Afgesloten;12-9-2016 8:17;Riolering;Gemalen;Tolakkerlaan;;Zeist West
8-9-2016 23:06;Definitief afgesloten;Afgesloten;9-9-2016 23:06;Openbare verlichting;Netwerkstoring;Lindenlaan;Lindenlaan, van Tuyllaan en Acacialaan;Zeist Centrum
8-9-2016 22:24;Definitief afgesloten;Afgesloten;15-9-2016 22:24;Openbare verlichting;Overig (verlichting);Nelson Mandelalaan;Nelson Mandelalaan en Boulevard;Zeist Centrum
8-9-2016 22:01;Definitief afgesloten;Afgesloten;15-9-2016 22:01;Groen;Gras;Noordweg;speeltuin tegenover Noordweg 27;Zeist West
8-9-2016 21:54;Definitief afgesloten;Afgesloten;9-9-2016 21:54;Openbare verlichting;Netwerkstoring;Gandhilaan;;Zeist Centrum
8-9-2016 19:29;Definitief afgesloten;Afgesloten;15-9-2016 19:29;Groen;;Dwarsweg;;Zeist Centrum
8-9-2016 18:19;Definitief afgesloten;Afgesloten;15-9-2016 18:19;Wegen en fietspaden;;Nicolaas Beetslaan;;Zeist Noord
8-9-2016 16:48;Definitief afgesloten;Afgesloten;9-9-2016 16:48;Afvaldumping;;Ariënslaan;;Zeist Noord
8-9-2016 15:03;Definitief afgesloten;Afgesloten;15-9-2016 15:03;Groen;;Kroostweg;;Zeist Noord
8-9-2016 14:42;Definitief afgesloten;Afgesloten;15-9-2016 14:42;Afvaldumping;;Brugakker;de wijk brugakker;Zeist West
8-9-2016 14:23;Definitief afgesloten;Afgesloten;15-9-2016 14:23;Groen;;Wallenburg;;Zeist Centrum
8-9-2016 13:59;Definitief afgesloten;Afgesloten;15-9-2016 13:59;Groen;;W.H. Vliegenlaan;;Zeist Noord
8-9-2016 13:34;Definitief afgesloten;Afgesloten;15-9-2016 13:34;Groen;Bladoverlast;Filips v Bourgondiëlaan;;Zeist West
8-9-2016 13:00;Definitief afgesloten;Afgesloten;15-9-2016 13:00;Groen;;Nijenheim;achter dit pand;Zeist West
8-9-2016 12:23;Definitief afgesloten;Afgesloten;15-9-2016 12:23;;;Mw Kuipers-Rietberglaan;;Zeist Noord
8-9-2016 12:16;Definitief afgesloten;Afgesloten;15-9-2016 12:16;Groen;Gras;Mw Kuipers-Rietberglaan;;Zeist Noord
8-9-2016 12:03;Definitief afgesloten;Afgesloten;15-9-2016 12:03;Riolering;Overig (Riolering);Korte Bergweg;43;Den Dolder e.o.
8-9-2016 11:54;Definitief afgesloten;Afgesloten;15-9-2016 11:54;Openbare verlichting;Lamp defect;Javalaan;;Zeist Noord
8-9-2016 11:05;Definitief afgesloten;Afgesloten;15-9-2016 11:05;Afvaldumping;;Brugakker;;Zeist West
8-9-2016 10:07;Definitief afgesloten;Afgesloten;15-9-2016 10:07;Wegen en fietspaden;;Oranje Nassaulaan;midden van de laan ong op t fietspad;Zeist Oost
8-9-2016 9:21;Definitief afgesloten;Afgesloten;15-9-2016 9:21;Openbare verlichting;Lamp defect;Lindenlaan;0191-0023;Zeist Centrum
8-9-2016 9:05;Definitief afgesloten;Afgesloten;15-9-2016 9:05;Afvaldumping;;Prinses Maximalaan;;Zeist Oost
8-9-2016 8:56;Definitief afgesloten;Afgesloten;15-9-2016 8:56;;;Comeniuslaan;tegen de geluidswal aan A28;Zeist Noord
8-9-2016 8:34;Definitief afgesloten;Afgesloten;15-9-2016 8:34;Groen;Bladoverlast;Odijkerweg;ter hoogte van de autogarage;Zeist Oost
8-9-2016 8:16;Definitief afgesloten;Afgesloten;15-9-2016 8:16;;;Anna Paulownalaan;voor de flat Anne Paulownalaan;Zeist Oost
7-9-2016 22:22;Definitief afgesloten;Afgesloten;8-9-2016 22:22;Openbare verlichting;Netwerkstoring;Gandhilaan;Gandhilaan /Nelson Mandelalaan;Zeist Centrum
7-9-2016 21:06;Definitief afgesloten;Afgesloten;8-9-2016 21:06;Afvaldumping;;Eekhoornlaan;Eekhoornlaan ter hoogte van torteltuin;Den Dolder e.o.
7-9-2016 20:54;Definitief afgesloten;Afgesloten;14-9-2016 20:54;Openbare verlichting;Lamp defect;P.C. Hooftlaan;nr. 1331-0005;Zeist Noord
7-9-2016 19:37;Definitief afgesloten;Afgesloten;14-9-2016 19:37;Groen;Onkruid;Fornheselaan;;Den Dolder e.o.
7-9-2016 19:28;Definitief afgesloten;Afgesloten;14-9-2016 19:28;Afvaldumping;;Koppelweg;;Zeist West
7-9-2016 19:12;Definitief afgesloten;Afgesloten;14-9-2016 19:12;Groen;Gras;Kwikstaartlaan;;Zeist West
7-9-2016 16:54;Definitief afgesloten;Afgesloten;14-9-2016 16:54;Groen;Gras;Verlengde Slotlaan;76;Zeist Centrum
7-9-2016 14:59;Definitief afgesloten;Afgesloten;14-9-2016 14:59;Afvaldumping;;Ariënslaan;naast de containers;Zeist Noord
7-9-2016 14:56;Definitief afgesloten;Afgesloten;14-9-2016 14:56;Afvaldumping;;Nelson Mandelalaan;;Zeist Centrum
7-9-2016 14:41;Definitief afgesloten;Afgesloten;14-9-2016 14:41;Wegen en fietspaden;Gebreken fiets-/voetpaden;Slotlaan;;Zeist Centrum
7-9-2016 14:33;Definitief afgesloten;Afgesloten;16-9-2016 14:33;;;Erasmuslaan;;Zeist Centrum
7-9-2016 14:11;Definitief afgesloten;Afgesloten;14-9-2016 14:11;Groen;Gras;Slotlaan;;Zeist Centrum
7-9-2016 13:44;Definitief afgesloten;Afgesloten;14-9-2016 13:44;Groen;;Couwenhoven;3314;Zeist West
7-9-2016 13:28;Definitief afgesloten;Afgesloten;14-9-2016 13:28;;Overig (Straatmeubilair);Cornelis Schellingerlaan;;Zeist West
7-9-2016 12:58;Definitief afgesloten;Afgesloten;14-9-2016 12:58;Groen;Bladoverlast;Schaerweijdelaan;;Zeist Centrum
7-9-2016 12:41;Definitief afgesloten;Afgesloten;14-9-2016 12:41;Wegen en fietspaden;Gebreken wegdek;Panweg;;Zeist Noord
7-9-2016 11:57;Definitief afgesloten;Afgesloten;14-9-2016 11:57;Wegen en fietspaden;;Hobbemalaan;;Den Dolder e.o.
