FID,verkeersongeval_nummer,jaar_ongeval,verkeersongeval_afloop,aantal_partijen,partij_1_objecttype,partij_1_objecttype_overig,partij_2_objecttype,partij_2_objecttype_overig,aard_ongeval,niveau_koppelen,wegsituatie,bebouwde_kom,maximum_snelheid,wegverlichting,wegverharding,wegdek,lichtgesteldheid,zichtafstand,weersgesteldheid,bijz_verkeersmaatregel,bijz_verkeersmaatregel_overig,bijz_infrastructuur,bijz_infrastructuur_overig,bijz_tijdelijke_aard,bijz_tijdelijke_aard_overig,junctie_id,wegvak_id,hectometer,straatnaam,woonplaats,actueel,wegbeheerder,gemeente,provincie,dienstnaam,districtnaam,indicatie_alcohol,gdb_geomattr_data,shape
ongevallen_2019.2122,20190001734,2019,Uitsluitend materiele schade,1,Vrachtauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,,584,RYKSWG,Prinsenbeek,Ja,Rijk,Breda,Noord-Brabant,RWS Zuid-Nederland,ZN District West,,,POINT (108728.30689999834 402227.2208000012)
ongevallen_2019.2123,20190013655,2019,Uitsluitend materiele schade,1,Personenauto,,,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,Buiten,,,,Droog,Daglicht,,,,,,,,,,,599,Rijksweg 2,Utrecht,Ja,Rijk,Utrecht,Utrecht,RWS Midden-Nederland,MN District Zuid,,,POINT (133116.97260000184 456778.69139999896)
ongevallen_2019.2124,20190033432,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,1261,Rijksweg A28,Veeningen,Ja,Rijk,De Wolden,Drenthe,RWS Noord-Nederland,NN District Oost,,,POINT (220322.17320000008 521700.9640999995)
ongevallen_2019.2160,20190004625,2019,Uitsluitend materiele schade,1,Personenauto,,,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Schemer,,,,,,,,,,,603,RYKSWG,Hengelo,Ja,Rijk,Hengelo,Overijssel,RWS Oost-Nederland,ON District Oost,,,POINT (248512.8674999997 473938.43609999865)
ongevallen_2019.2161,20190013799,2019,Uitsluitend materiele schade,6,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Brandend,Overig asfalt,Nat,Schemer,,Regen,,,,UITVOEGSTROOK,,,,,462,Rijksweg A1,Amersfoort,Ja,Rijk,Amersfoort,Utrecht,RWS Midden-Nederland,MN District Zuid,,,POINT (159120.16369999945 464397.2921999991)
ongevallen_2019.2162,20190014020,2019,Uitsluitend materiele schade,1,Personenauto,,,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,,92,Rijksweg A4,Schiphol,Nee,Rijk,Haarlemmermeer,Noord-Holland,,,,,POINT (110988.80689999834 479259.7276000008)
ongevallen_2019.2163,20190034207,2019,Letsel,4,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,7,N3,Papendrecht,Ja,Rijk,Papendrecht,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Zuid,,,POINT (108354.68079999834 427689.56109999865)
ongevallen_2019.2196,20190005010,2019,Uitsluitend materiele schade,2,Personenauto,,Bestelauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,391,RIJKSWEG A28,Putten,Ja,Rijk,Putten,Gelderland,RWS Oost-Nederland,ON District Noord,,,POINT (163849.79619999975 474274.0144999996)
ongevallen_2019.2197,20190035184,2019,Uitsluitend materiele schade,3,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet aanwezig,ZOAB,Droog,Daglicht,,Droog,,,,FILE SCHERP ZONLICHT,,,,,1171,RYKSWG,Veghel,Ja,Rijk,Meierijstad,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (166747.13899999857 405265.48959999904)
ongevallen_2019.2221,20190005497,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,,Overig asfalt,Droog,Daglicht,,,,,,,,,,,105,RIJKSWEG 36,Almelo,Ja,Rijk,Almelo,Overijssel,RWS Oost-Nederland,ON District Oost,,,POINT (239524.061999999 490100.6992000006)
ongevallen_2019.2222,20190005595,2019,Letsel,2,Personenauto,,Motor,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,875,RYKSWG,Cuijk,Nee,Rijk,Land van Cuijk,Noord-Brabant,,,,,POINT (188421.02470000088 414091.20149999857)
ongevallen_2019.2223,20190014466,2019,Uitsluitend materiele schade,1,Bestelauto,,,,Frontaal,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Brandend,ZOAB,Nat,Duisternis,,Regen,,,,,,,,,114,Rijksweg A4,Hoofddorp,Ja,Rijk,Haarlemmermeer,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (109554.48409999907 477597.77739999816)
ongevallen_2019.2224,20190014768,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,,498,Rijksweg,Velsen-Zuid,Nee,Rijk,Velsen,Noord-Holland,,,,,POINT (106174.93499999866 494932.3999999985)
ongevallen_2019.2256,20190006327,2019,Uitsluitend materiele schade,3,Personenauto,,,WILDREE,Dier,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet aanwezig,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,,2304,Rijksweg A7,Scheemda,Ja,Rijk,Oldambt,Groningen,RWS Noord-Nederland,NN District Oost,,,POINT (261504.01999999955 578562.6237000003)
ongevallen_2019.2257,20190015011,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,52,RYKSWG,Zaandam,Ja,Rijk,Zaanstad,Noord-Holland,RWS West-Nederland Noord,WNN District Noord,,,POINT (118210.76619999856 496834.5991999991)
ongevallen_2019.2258,20190015064,2019,Uitsluitend materiele schade,3,Personenauto,,Trekker,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet aanwezig,ZOAB,Sneeuw/ijzel,Duisternis,,Droog,,,,,,,,,426,Rijksweg,Abbekerk,Ja,Rijk,Medemblik,Noord-Holland,RWS West-Nederland Noord,WNN District Noord,,,POINT (131047.96110000089 528648.549899999)
ongevallen_2019.2259,20190017095,2019,Uitsluitend materiele schade,1,Personenauto,,,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,Overig asfalt,Droog,Schemer,,Droog,,,,,,,,,866,Rijksweg A15,Hardinxveld-Giessendam,Ja,Rijk,Hardinxveld-Giessendam,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Zuid,,,POINT (116293.07070000097 426038.1147999987)
ongevallen_2019.2285,20190025499,2019,Uitsluitend materiele schade,2,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,489,Rijksweg-A58,Gilze,Ja,Rijk,Gilze en Rijen,Noord-Brabant,RWS Zuid-Nederland,ZN District West,,,POINT (123302.21510000154 396084.97239999846)
ongevallen_2019.2320,20190038393,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,Overig asfalt,Nat,Daglicht,,Regen,,,,,,,,,1144,Rijksweg A1,Bathmen,Ja,Rijk,Deventer,Overijssel,RWS Oost-Nederland,ON District Oost,,,POINT (218934.5438000001 473199.49390000105)
ongevallen_2019.31445,20199094387,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,102184019,,Kattendijksedijk,Goes,Ja,Gemeente,Goes,Zeeland,,,,,POINT (51580.48900000006 392682.4789999984)
ongevallen_2019.2356,20190008819,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,2054,Rijksweg A50,Apeldoorn,Ja,Rijk,Apeldoorn,Gelderland,RWS Oost-Nederland,ON District Noord,,,POINT (198212.49700000137 468184.5656000003)
ongevallen_2019.2406,20190018761,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,1635,Poot van Metz,Eindhoven,Ja,Rijk,Eindhoven,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (157897.46139999852 381192.9285000004)
ongevallen_2019.2441,20190029475,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,541,Rijksweg A16,Langeweg,Ja,Rijk,Moerdijk,Noord-Brabant,RWS Zuid-Nederland,ZN District West,,,POINT (107038.90080000088 406171.2082000002)
ongevallen_2019.2472,20190010889,2019,Letsel,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,Niet aanwezig,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,526,Rijksweg 34,Dalen,Ja,Provincie,Coevorden,Drenthe,,,,,POINT (248237.90029999986 526351.5205999985)
ongevallen_2019.2473,20190011440,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet aanwezig,Overig asfalt,Droog,Duisternis,,Droog,,,,,,,,,1894,RYKSWEG,Tynaarlo,Nee,Rijk,Tynaarlo,Drenthe,,,,,POINT (236943.68499999866 570417.7630000003)
ongevallen_2019.2474,20190019402,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Flank,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,80,Niet brandend,Overig asfalt,Nat,Schemer,,Regen,,,,,,,,,1643,RANDWG EINDHOVEN,Eindhoven,Ja,Rijk,Eindhoven,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (157998.24670000002 380396.86290000007)
ongevallen_2019.2505,20190019647,2019,Uitsluitend materiele schade,1,Personenauto,,,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,130,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,2154,RYKSWG,Wessem,Ja,Rijk,Maasgouw,Limburg,RWS Zuid-Nederland,ZN District Zuid-Oost,,,POINT (188944.9250999987 353356.6887000017)
ongevallen_2019.2506,20190030872,2019,Uitsluitend materiele schade,2,Personenauto,,Overig wegmeubilair,,Vast voorwerp,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,Brandend,ZOAB,Droog,Duisternis,,Droog,,,,,,,,,231,A1,Huizen,Ja,Rijk,Huizen,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (141232.7446999997 476670.03020000085)
ongevallen_2019.2602,20190013022,2019,Uitsluitend materiele schade,2,Motor,,Personenauto,,Kop/staart,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,100,Niet brandend,Overig asfalt,Droog,Daglicht,,Droog,,,,,,,,,121,Rijksweg A1,Muiden,Ja,Rijk,Gooise Meren,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (132728.40349999815 481892.8324000016)
ongevallen_2019.2603,20190021444,2019,Letsel,1,Personenauto,,,,Eenzijdig,Ongeval exact gekoppeld op wegvak of junctie aan BN.,Rechte weg,Buiten,120,Niet brandend,ZOAB,Droog,Daglicht,,Droog,,,,,,,,,1124,Rijksweg A28,Staphorst,Nee,Rijk,Staphorst,Overijssel,,,,,POINT (210078.0610000007 518115.6330000013)
ongevallen_2019.2634,20199134709,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,100,,,,Duisternis,,,,,,,,,,,42,RYKSWG,Hazerswoude-Dorp,Ja,Rijk,Alphen aan den Rijn,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Noord,,,POINT (98408.122299999 459946.41910000145)
ongevallen_2019.2665,20199135884,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,130,,,,Schemer,,,,,,,,,,,3,Rijksweg A17,Moerdijk,Ja,Rijk,Moerdijk,Noord-Brabant,RWS Zuid-Nederland,ZN District West,,,POINT (103810.90080000088 412295.37139999866)
ongevallen_2019.2666,20199137332,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,80,,,,Daglicht,,,,,,,,,,,9,N3,Papendrecht,Ja,Rijk,Papendrecht,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Zuid,,,POINT (108267.33879999816 427509.6488999985)
ongevallen_2019.2667,20199148001,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,600135764,,PROV WG,Eersel,Nee,Provincie,Eersel,Noord-Brabant,,,,,POINT (151656.91600000113 374064.381000001)
ongevallen_2019.2736,20199138955,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,100,,,,Daglicht,,,,,,,,,,,45,Rijksweg A4,Badhoevedorp,Ja,Rijk,Haarlemmermeer,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (114100.75510000065 482205.1381999999)
ongevallen_2019.2766,20199166619,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,376268024,,A 15,Elst,Ja,Rijk,Overbetuwe,Gelderland,RWS Oost-Nederland,ON District Zuid,,,POINT (188411.33100000024 434449.506000001)
ongevallen_2019.2767,20199166655,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,,168,Rijksweg A4,Nieuw-Vennep,Ja,Rijk,Haarlemmermeer,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (105917.85390000045 473540.4076000005)
ongevallen_2019.2768,20199166713,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,,91,Noarder Omwei,Hurdegaryp,Nee,Provincie,Tytsjerksteradiel,Friesland,,,,,POINT (191325.23200000077 581531.2239999995)
ongevallen_2019.2796,20199166918,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,,285,Rijksweg A28,Amersfoort,Ja,Rijk,Amersfoort,Utrecht,RWS Midden-Nederland,MN District Zuid,,,POINT (158385.46700000018 466132.9145999998)
ongevallen_2019.2797,20199171924,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,312174019,,Poot van Metz,Eindhoven,Ja,Rijk,Eindhoven,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (157771.0799999982 383808.20800000057)
ongevallen_2019.2827,20199172080,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,320302035,,RYKSWG,Leersum,Ja,Rijk,Utrechtse Heuvelrug,Utrecht,RWS Midden-Nederland,MN District Zuid,,,POINT (160577.60599999875 451342.7740000002)
ongevallen_2019.2866,20199172537,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,419439016,,Rijksweg A28,Staphorst,Nee,Rijk,Staphorst,Overijssel,,,,,POINT (209971.33700000122 518785.14400000125)
ongevallen_2019.2867,20199172547,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,,317,Rijksweg A4,Leiderdorp,Ja,Rijk,Leiderdorp,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Noord,,,POINT (96171.28880000114 462652.1842)
ongevallen_2019.2907,20199142786,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,100,,,,Daglicht,,,,,,,,,,,68,Ringweg-Noord,Amsterdam,Ja,Rijk,Amsterdam,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (126298.70490000024 489362.0859000012)
ongevallen_2019.2908,20199142840,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,100,,,,Duisternis,,,,,,,,,,,98,ZEEBURG 14,Amsterdam,Ja,Rijk,Amsterdam,Noord-Holland,RWS West-Nederland Noord,WNN District Zuid,,,POINT (126732.49419999868 486452.24920000136)
ongevallen_2019.2909,20199172818,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,,475,Rijksweg A15,Hoogvliet Rotterdam,Ja,Rijk,Rotterdam,Zuid-Holland,RWS West-Nederland Zuid,WNZ District Zuid,,,POINT (83101.13489999995 432203.73690000176)
ongevallen_2019.2945,20199168136,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,244448006,,A.C. de Graafweg,Opmeer,Nee,Provincie,Opmeer,Noord-Holland,,,,,POINT (123211.73600000143 524587.1530000009)
ongevallen_2019.47932,20199165138,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,,135,RYKSWG,Best,Nee,Rijk,Eindhoven,Noord-Brabant,,,,,POINT (155522.59800000116 388372.37000000104)
ongevallen_2019.2973,20199144910,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,120,,,,Daglicht,,,,,,,,,,,755,RIJKSWEG,Hagestein,Ja,Rijk,Vijfheerenlanden,Utrecht,RWS Midden-Nederland,MN District Zuid,,,POINT (135982.18059999868 442320.91050000116)
ongevallen_2019.2974,20199163650,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,402280006,,RYKSWG,Zevenaar,Ja,Rijk,Zevenaar,Gelderland,RWS Oost-Nederland,ON District Zuid,,,POINT (201972.8200000003 440028.7950000018)
ongevallen_2019.2975,20199168419,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,,82,Rijksweg,Baexem,Ja,Provincie,Leudal,Limburg,,,,,POINT (187388.3590000011 359926.2410000004)
ongevallen_2019.2976,20199168522,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Duisternis,,,,,,,,,,158191007,,Rijksweg A4,Halsteren,Ja,Rijk,Bergen op Zoom,Noord-Brabant,RWS Zuid-Nederland,ZN District West,,,POINT (79161.61800000072 395245.1000000015)
ongevallen_2019.3015,20199144926,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,100,,,,Duisternis,,,,,,,,,,,754,RIJKSWEG,Hagestein,Ja,Rijk,Vijfheerenlanden,Utrecht,RWS Midden-Nederland,MN District Zuid,,,POINT (135929.52470000088 442405.68400000036)
ongevallen_2019.3016,20199144933,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,120,,,,Daglicht,,,,,,,,,,,755,RIJKSWEG,Hagestein,Ja,Rijk,Vijfheerenlanden,Utrecht,RWS Midden-Nederland,MN District Zuid,,,POINT (135982.18059999868 442320.91050000116)
ongevallen_2019.3017,20199144975,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,120,,,,Duisternis,,,,,,,,,,,791,RIJKSWEG,Hagestein,Ja,Rijk,Vijfheerenlanden,Utrecht,RWS Midden-Nederland,MN District Zuid,,,POINT (138219.87330000103 439529.8381999992)
ongevallen_2019.3018,20199168685,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,353272003,,A 15,Andelst,Ja,Rijk,Overbetuwe,Gelderland,RWS Oost-Nederland,ON District Zuid,,,POINT (177447.47800000012 436438.6400000006)
ongevallen_2019.3019,20199181915,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Schemer,,,,,,,,,,600192155,,Rijksweg A8,Zaandam,Ja,Rijk,Zaanstad,Noord-Holland,RWS West-Nederland Noord,WNN District Noord,,,POINT (113961.61100000143 498327.1970000006)
ongevallen_2019.3795,20199006299,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,266193051,,Boomstraat,Tilburg,Ja,Gemeente,Tilburg,Noord-Brabant,,,,,POINT (133454.50400000066 396588.0080000013)
ongevallen_2019.3050,20199144996,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,120,,,,Daglicht,,,,,,,,,,,758,RIJKSWEG,Hagestein,Ja,Rijk,Vijfheerenlanden,Utrecht,RWS Midden-Nederland,MN District Zuid,,,POINT (136117.02039999887 442051.0293999985)
ongevallen_2019.3051,20199164057,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,600141189,,Rijksweg A12,Bennekom,Nee,Rijk,Ede,Gelderland,,,,,POINT (177425.01399999857 448005.3200000003)
ongevallen_2019.3052,20199182312,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Daglicht,,,,,,,,,,312174019,,Poot van Metz,Eindhoven,Ja,Rijk,Eindhoven,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (157771.0799999982 383808.20800000057)
ongevallen_2019.3088,20199182357,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,,,,,Duisternis,,,,,,,,,,180193012,,Rijksweg A17,Roosendaal,Ja,Rijk,Roosendaal,Noord-Brabant,RWS Zuid-Nederland,ZN District West,,,POINT (90507.44799999893 396884.2820000015)
ongevallen_2019.3113,20199146184,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,120,,,,Daglicht,,,,,,,,,,340138032,,Rijksweg A2,Maarheeze,Ja,Rijk,Cranendonck,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (170898.19299999997 368304.13899999857)
ongevallen_2019.3114,20199146460,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,120,,,,Daglicht,,,,,,,,,,600139248,,RYKSWEG A2,Budel,Ja,Rijk,Cranendonck,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (171915.8110000007 367525.5940000005)
ongevallen_2019.3140,20199146620,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,120,,,,Daglicht,,,,,,,,,,600139248,,RYKSWEG A2,Budel,Ja,Rijk,Cranendonck,Noord-Brabant,RWS Zuid-Nederland,ZN District Midden,,,POINT (171915.8110000007 367525.5940000005)
ongevallen_2019.3141,20199169815,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Daglicht,,,,,,,,,,239218015,,Rijksweg A27,Oosterhout,Ja,Rijk,Oosterhout,Noord-Brabant,RWS Zuid-Nederland,ZN District West,,,POINT (119961.35300000012 408256.8979999982)
ongevallen_2019.3796,20199030523,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval gekoppeld op straat niveau.,,,,,,,Duisternis,,,,,,,,,,369087048,,Maaseikerweg,Roosteren,Nee,Provincie,Echt-Susteren,Limburg,,,,,POINT (184772.9360000007 343681.43499999866)
ongevallen_2019.3702,20199141923,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,120,,,,Duisternis,,,,,,,,,,,157,Rijksweg A7,Zuidoostbeemster,Ja,Rijk,Purmerend,Noord-Holland,RWS West-Nederland Noord,WNN District Noord,,,POINT (124557.11780000106 503881.28660000116)
ongevallen_2019.3703,20199141953,2019,Uitsluitend materiele schade,2,Personenauto,,Personenauto,,Onbekend,Ongeval exact gekoppeld op wegvak of junctie aan BN.,,,120,,,,Daglicht,,,,,,,,,,,156,Rijksweg A7,Zuidoostbeemster,Ja,Rijk,Purmerend,Noord-Holland,RWS West-Nederland Noord,WNN District Noord,,,POINT (124489.02409999818 503806.6933999993)
