Ministerie;Leveranciers;9010 - GWW;9301 - Laboratoriumonderzoek;9302 - Laboratoriummaterialen;9303 - Laboratoriuminstrumenten;9304 - Aankoop onderzoeksmateriaal;9305 - Research & development;9410 - Lokale belastingen - waterschapslasten;9500 - AZ specifiek;9520 - BZK Specifiek;9530 - DEF specifiek;9540 - EZ Specifiek;9550 - FIN specifiek;9560 - I&M specifiek;9570 - OCW specifiek;9580 - SZW specifiek;9590 - V&J specifiek;9600 - VWS Specifiek;Eindtotaal
EZ;Staay Food Group;;;;;1;;;;;;;;;;;;;1
EZ;Staay-Hispa B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Stalphoenix;;;;;;;;;;;1;;;;;;;1
EZ;Stam Reitsma Advocaten B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Star Groothandel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;STC-Group Scheepvaart en Transport College;;;;;;;;;;;1;;;;;;;1
EZ;Stempelfabriek De Maas B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Stg. Beh. Derdeng. Kennedy v.d. Laan Advoc.;;;;;;;;;;;1;;;;;;;1
EZ;Stg. Beh. Derdengeld. Dijkstra & Van den Ende;;;;;;;;;;;1;;;;;;;1
EZ;Stg. Beh. Drd.gld. Weening Strafrechtadvocat.;;;;;;;;;;;1;;;;;;;1
EZ;Stg. Beheer Derdengelden Jager Kuiper Advo.;;;;;;;;;;;1;;;;;;;1
EZ;Stg. Beheer Derdengelden Sprengers Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Stg. Bur. Commissie v.d. Mil.-Effectrapport.;;;;;;;;;;;6;;;;;;;6
EZ;Stg. Centr. voor Arbeidsverhoud. Overh.pers.;;;;;;;;;;;1;;;;;;;1
EZ;Stg. Derd.geld. van de Sande Berndsen Advoc.;;;;;;;;;;;1;;;;;;;1
EZ;Stg. Landel. Inform.centrum Gezelschapsdieren;;;;;;;;;;;1;;;;;;;1
EZ;Stg. Pens.fonds Benelux-Bur. Intell. Eigendom;;;;;;;;;;;1;;;;;;;1
EZ;Sticht. Platform Verantwoord Huisdierenbezit;;;;;;;;;;;1;;;;;;;1
EZ;Sticht. TegenWind(molens) Netterden e.o.;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Achmea Rechtsbijstand;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Argus;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Beheer Derdengeld. De Haan Advoc.;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Beheer Derdengelden A&S Advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Beheer Derdengelden Collactive;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Berkheide Coepelduijnen;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Centraal Bureau 'Odo van Vloten';;;1;;;;;;;;;;;;;;;1
EZ;Stichting Dasuda Foundation;;;;;;;;;;;1;;;;;;;1
EZ;Stichting De Faunabescherming;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Flora & Faunabescherming Weesp;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Huisdieren Vervoer Service;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Iguana;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Merita;;;;;;;;;;;5;;;;;;;5
EZ;Stichting Natuur en Milieu;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Nederlands Comite Unicef;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Platform Berend Botje;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Prosea Marine Education;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Univé Rechtshulp;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Vakblad Groen in Stad en Landschap;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Vogelpark Avifauna;;;;;;;;;;;1;;;;;;;1
EZ;Stichting voor de Technische Wetenschappen;;;;;;;;;;;7;;;;;;;7
EZ;Stichting Vrienden van het WZA;;;;;;;;;;;1;;;;;;;1
EZ;Stichting World of Birds Foundation;;;;;;;;;;;1;;;;;;;1
EZ;Stichting Zeehondenopvang Terschelling;;;;;;;;;;;1;;;;;;;1
EZ;Studio 3005;;;;;;;;;;;1;;;;;;;1
EZ;Sun Berry International B.V.;;;;;1;;;;;;;;;;;;;1
EZ;SuperfoodsAndMore Wholesale;;;;;1;;;;;;;;;;;;;1
EZ;SuperFoodsOnline.nl;;;;;1;;;;;;;;;;;;;1
EZ;Swaen`s;;;;;1;;;;;;;;;;;;;1
EZ;Syncasso Gerechtsdeurwaarders B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Synergy Health Ede B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Sysmex Nederland B.V.;;;;2;;;;;;;;;;;;;;2
EZ;T & M Systems B.V.;;;;;;;;;;;3;;;;;;;3
EZ;T.A.M. Witjes Dierenarts;;;;;;;;;;;2;;;;;;;2
EZ;T.J. Klomp en J. Kuijper;;;;;;;;;;;1;;;;;;;1
EZ;Talking Trends B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Tattoobase;;;;;1;;;;;;;;;;;;;1
EZ;Technische Unie B.V.;;;1;;;;;;;;1;;;;;;;1
EZ;Tekinova B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Telerscoöperatie Van Nature UA;;;;;;;;;;;1;;;;;;;1
EZ;Tema Fine Foods B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Tempcontrol Industr. Electronic Products B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Terra Sana Natuurvoeding Leimuiden B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Tess B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Testo;;;1;1;;;;;;;;;;;;;;1
EZ;Thaimas B.V.;;;;;1;;;;;;;;;;;;;1
EZ;The Ortho Company B.V.;;;;;1;;;;;;;;;;;;;1
EZ;The Peanut Company B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Theo Everaers Horeca Leverancier B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Theo van Woerkom's Confituren V.O.F.;;;;;1;;;;;;;;;;;;;1
EZ;Thermo Fisher Scientific B.V.;;;1;2;;;;;;;;;;;;;;3
EZ;Tiamo;;;;;1;;;;;;;;;;;;;1
EZ;Tijssen Accountants B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Timmermans Dierenartspraktijk;;;;;;;;;;;4;;;;;;;4
EZ;Tisani B.V.;;;;;1;;;;;;;;;;;;;1
EZ;TK-53;;;1;;;;;;;;;;;;;;;1
EZ;Toolmax;;;;;;;;;;;1;;;;;;;1
EZ;Topa Verpakking B.V.;;;1;;;;;;;;1;;;;;;;1
EZ;Tovano B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Toyota Material Handling Nederland B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Transposafe Systems;;;1;;;;;;;;1;;;;;;;1
EZ;Transsmart;;;;;;;;;;;1;;;;;;;1
EZ;TRC Unirice B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Trendy Colors;;;;;1;;;;;;;;;;;;;1
EZ;Tresoro;;;;;1;;;;;;;;;;;;;1
EZ;Tristar Europe B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Tritium Microbiologie B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Trophax OTC B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Trust Krediet Beheer (TKB);;;;;;;;;;;1;;;;;;;1
EZ;TS Trading B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Ttms B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Tuana Kruiden V.O.F.;;;;;1;;;;;;;;;;;;;1
EZ;Tuincentrum De Oude Tol B.V.;;;;;1;;;;;;1;;;;;;;1
EZ;Tuinderij Vers B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Tura Groothandel;;;;;1;;;;;;;;;;;;;1
EZ;Turnco Agrotrade B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Turner Waste Intermediate B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Twinpack B.V.;;;1;;;;;;;;;;;;;;;1
EZ;TWS Technologies B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Udea B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Ultimaker B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Ultimoo Incasso B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Unidex B.V.;;;;;1;;;;;;;;;;;;;1
EZ;UwNota.nl;;;;;;;;;;;1;;;;;;;1
EZ;V en K groente en fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;v. Manen's Handelsonderneming Veenendaal B.V.;;;;;1;;;;;;;;;;;;;1
EZ;v. 'n S. Group B.V.;;;;;;;;;;;1;;;;;;;1
EZ;V.C.'De Grenshoek';;;;;;;;;;;4;;;;;;;4
EZ;V.O.F. De Dijkgraaf;;;;;;;;;;;3;;;;;;;3
EZ;V.O.F. De Jong;;;;;;;;;;;4;;;;;;;4
EZ;V.O.F. Gebroeders Suntjens;;;;;1;;;;;;;;;;;;;1
EZ;V.O.F. Harrie Goesten;;;;;1;;;;;;;;;;;;;1
EZ;V.O.F. Zeevisserijbedrijf C. Caljouw en Zn.;;;;;;;;;;;1;;;;;;;1
EZ;V.S.M. Automatisering B.V.;;;;;;;;;;;1;;;;;;;1
EZ;VAIR;;;;;;;;;;;1;;;;;;;1
EZ;Vakgarage Verbruggen;;;;;;;;;;;1;;;;;;;1
EZ;Van Asten Babysuperstore B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Van Buttingha Wichers Notarissen;;;;;;;;;;;2;;;;;;;2
EZ;Van Buuren Zaandam B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Van den Berg Dierenartsenpraktijk Consultancy;;;;;;;;;;;1;;;;;;;1
EZ;van der Hoef advocaten;;;;;;;;;;;1;;;;;;;1
EZ;Van der Lem Groothandel B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Van der Maas & Verhoog Advocaten en            Belastingkundigen;;;;;;;;;;;1;;;;;;;1
EZ;Van der Meulen Slachterij B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Van der Meulen Sneek B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Van Dijck Groenteproducties B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Van Dorp installaties Amsterdam;;;;1;;;;;;;;;;;;;;1
EZ;Van Es Foods International B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Van Gansewinkel Zweekhorst B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Van Geenen B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Van Kooten Advocaten N.V.;;;;;;;;;;;1;;;;;;;1
EZ;Van Randwijk en Van Doorn Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Van Smeerdijk Groente en Fruit B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Van Swinden Laboratorium;;;;1;;;;;;;;;;;;;;1
EZ;Van Tol Laboratoriumtechniek;;;1;2;;;;;;;;;;;;;;2
EZ;Van Valen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Van Weele Holding B.V.;;;;;;;;;;;1;;;;;;;1
EZ;VanDerEng B.V.;;;1;;;;;;;;;;;;;;;1
EZ;VCK Travel B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Veba Meditemp B.V.;;;;2;;;;;;;;;;;;;;2
EZ;Veggiedeli;;;;;1;;;;;;;;;;;;;1
EZ;Veiling Zon;;;;;;;;;;;1;;;;;;;1
EZ;Veip B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Veld Service B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Verdi Import B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Vereecken Fruitkwekerij;;;;;1;;;;;;;;;;;;;1
EZ;Vermeij B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Verpakking Moonen;;;;;1;;;;;;;;;;;;;1
EZ;Verschooten fotografie;;;;;;;;;;;1;;;;;;;1
EZ;Veterinair Adviesbureau Chiara-Ananda;;;;;;;;;;;3;;;;;;;3
EZ;Veterinary Poultry Consultancy;;;;;;;;;;;4;;;;;;;4
EZ;VHC Jongens BV;;;;;1;;;;;;;;;;;;;1
EZ;Viking Life-Saving Equipment B.V.;;;;1;;;;;;;;;;;;;;1
EZ;Vinitex Laboratoriuminrichtingen B.V.;;;1;1;;;;;;;;;;;;;;1
EZ;Vital Direct B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Vitanetshop B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Vitortho B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Vivera B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Vleeshandel Top Kip B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Voets Specialiteiten;;;;;1;;;;;;;;;;;;;1
EZ;Volfood Versgroothandel;;;;;1;;;;;;;;;;;;;1
EZ;Vroegop Windig;;;;;1;;;;;;;;;;;;;1
EZ;VTB Holding B.V.;;;;;1;;;;;;;;;;;;;1
EZ;VWR International B.V.;;;6;3;;;;;;;;;;;;;;6
EZ;W & A Fish B.V.;;;;;1;;;;;;;;;;;;;1
EZ;W. Dijk Holding B.V.;;;;;1;;;;;;;;;;;;;1
EZ;W. Karsten;;;;;1;;;;;;;;;;;;;1
EZ;W.G. den Heijer & Zn. B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Waters Chromatography B.V.;;;4;6;;;;;;;;;;;;;;7
EZ;Weelink Licentie B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Wegener Media B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Weidelco Handstede B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Welkoop;;;1;;;;;;;;;;;;;;;1
EZ;Werkgroep Milieubeheer Groesbeek;;;;;;;;;;;1;;;;;;;1
EZ;Wessels Grootverbruik B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Westburg B.V.;;;1;;;;;;;;;;;;;;;1
EZ;Westfalen Gassen Nederland B.V.;;;2;;;;;;;;;;;;;;;2
EZ;Westland Mushrooms B.V.;;;;;1;;;;;;;;;;;;;1
EZ;WEWO EUROPE B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Wijndomein St. Martinus (algemeen);;;;;1;;;;;;;;;;;;;1
EZ;Wijngoed Fromberg V.O.F.;;;;;1;;;;;;;;;;;;;1
EZ;Wijnimport J. Bart Beemster B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Wijnimport Jos Rijnaarts B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Willem&Drees B.V.;;;;;1;;;;;;;;;;;;;1
EZ;Wim Rijnart Speciaal Transport B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Wolter & Dros Warnsveld;;;;1;;;;;;;;;;;;;;1
EZ;Woonexpress B.V.;;;;;1;;;;;;;;;;;;;1
EZ;World of Delights;;;;;1;;;;;;;;;;;;;1
EZ;Wortelboer Medisch Adviesbureau;;;;;;;;;;;4;;;;;;;4
EZ;Woudenberg Dranken Wageningen B.V.;;;;;1;;;;;;;;;;;;;1
EZ;www.vaccinatiecentrum.nl;;;1;;;;;;;;1;;;;;;;1
EZ;Xerox (Nederland) B.V.;;;;;;;;;;;1;;;;;;;1
EZ;Xtac Analytical B.V.;;;1;;;;;;;;;;;;;;;1
EZ;XXL Nutrition;;;;;1;;;;;;;;;;;;;1
EZ;Y.H.M.;;;;;1;;;;;;;;;;;;;1
EZ;Zethof Olie en Gashandel;;;1;;;;;;;;;;;;;;;1
EZ;Zwick/Roell Nederland;;;;1;;;;;;;;;;;;;;1
FIN;A Priori B.V.;;;;;;;;;;;;1;;;;;;1
FIN;A. Xhepa;;;;;;;;;;;;1;;;;;;1
FIN;ABN AMRO BANK N.V.;;;;;;;;;;;;1;;;;;;1
FIN;AC Analytical Controls B.V.;;;;1;;;;;;;;;;;;;;1
FIN;Academie voor Vastgoed B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Adaptics Health & Performance B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Adlib Gebruikersgroep;;;;;;;;;;;;1;;;;;;1
FIN;Administratiekantoor De Vlam;;;;;;;;;;;;1;;;;;;1
FIN;A-Fusion B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Air Products Nederland B.V.;;;;1;;;;;;;;;;;;;;1
FIN;Alarmpoint B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Alice Stoffen & Handwerkhuis;;;;;;;;;;;;1;;;;;;1
FIN;Alkmaarse Rugby Union Football Club;;;;;;;;;;;;1;;;;;;1
FIN;Allpremiums;;;;;;;;;;;;1;;;;;;1
FIN;Allurepark De Lucht;;;;;;;;;;;;1;;;;;;1
FIN;Alpha Webdesign;;;;;;;;;;;;1;;;;;;1
FIN;Amaze Escape Events;;;;;;;;;;;;1;;;;;;1
FIN;Ambten. Sport- en Ontspanningsver. A.S.O.V.;;;;;;;;;;;;1;;;;;;1
FIN;'Amor' (Amusement Onder Rijkspersoneel);;;;;;;;;;;;1;;;;;;1
FIN;Ankomm'n;;;;;;;;;;;;1;;;;;;1
FIN;Antalis B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Anton Paar Benelux BVBA;;;;1;;;;;;;;;;;;;;1
FIN;Applied Biosystems;;;;4;;;;;;;;;;;;;;4
FIN;Arntz - van Helden;;;;;;;;;;;;1;;;;;;1
FIN;Art Company;;;;;;;;;;;;1;;;;;;1
FIN;Artform internet professionals;;;;;;;;;;;;1;;;;;;1
FIN;Artro Printmedia B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Artxtra B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Atletiek Vereniging Haarlemmermeer;;;;;;;;;;;;1;;;;;;1
FIN;Audion Elektro B.V.;;;;1;;;;;;;;;;;;;;1
FIN;Augustijn Auto Expertise;;;;;;;;;;;;1;;;;;;1
FIN;Autotelex B.V.;;;;;;;;;;;;1;;;;;;1
FIN;AVR-Afvalverwerking B.V.;;;;;;;;;;;;2;;;;;;2
FIN;B.V. Argentum;;;;;;;;;;;;1;;;;;;1
FIN;B.V.D.A. International B.V.;;;;1;;;;;;;;;;;;;;1
FIN;B+B Vakmedianet B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Bacchus Utrecht B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Bakkerij 'Den Soeten Inval';;;;;;;;;;;;1;;;;;;1
FIN;Banketbakkerij Jansen-de Koning;;;;;;;;;;;;1;;;;;;1
FIN;Barendregt Vastgoed B.V.;;;;;;;;;;;;1;;;;;;1
FIN;BC & O Advies B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Beaufair Expositiesystemen;;;;;;;;;;;;1;;;;;;1
FIN;Belfleur;;;;;;;;;;;;1;;;;;;1
FIN;Berging Regio Leiden;;;;;;;;;;;;1;;;;;;1
FIN;Berkman Forwarding B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Beroepsvereniging Vide;;;;;;;;;;;;1;;;;;;1
FIN;Betapress B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Beun- de Ronde B.V.;;;;2;;;;;;;;;;;;;;2
FIN;Bever Assen B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Bij Aaltje aan de Linie;;;;;;;;;;;;1;;;;;;1
FIN;Bilt en Bahadoer Opleidingsinstituut B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Biozym Holding B.V.;;;;1;;;;;;;;;;;;;;1
FIN;Bistro Bodega Graaf Otto;;;;;;;;;;;;1;;;;;;1
FIN;Bistro Bouillabaisse;;;;;;;;;;;;1;;;;;;1
FIN;Bistro De Rotonde;;;;;;;;;;;;1;;;;;;1
FIN;Boels Verhuur Venlo;;;;;;;;;;;;1;;;;;;1
FIN;Boetiek 'De Oorzaak';;;;;;;;;;;;1;;;;;;1
FIN;Bon Vivant B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Boom B.V.;;;;2;;;;;;;;;;;;;;2
FIN;BO-Rent Successful Party B.V.;;;;;;;;;;;;1;;;;;;1
FIN;BosBoon Expertise Rotterdam B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Bouw en van de Meerendonk B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Bowling Scheveningen B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Brasserie Willemientje;;;;;;;;;;;;1;;;;;;1
FIN;Brechtje Kessener;;;;;;;;;;;;1;;;;;;1
FIN;Brilmij Groep B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Broeken en Maten Gemaal;;;;;;;;;;;;1;;;;;;1
FIN;Broodje Du Chef;;;;;;;;;;;;1;;;;;;1
FIN;Brookhuis Reizen;;;;;;;;;;;;1;;;;;;1
FIN;Brouwcafé B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Bruker Nederland B.V.;;;;1;;;;;;;;;;;;;;1
FIN;Bruns B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Brunsmann Jacht- & Scheepsexperts;;;;;;;;;;;;2;;;;;;2
FIN;Buitengoed Slavante;;;;;;;;;;;;1;;;;;;1
FIN;Bulsink Catering;;;;;;;;;;;;1;;;;;;1
FIN;Bureau van Dijk Electronic Publishing B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Buro Bosch-Ament;;;;;;;;;;;;1;;;;;;1
FIN;Bvsadvies;;;;;;;;;;;;1;;;;;;1
FIN;C.S.C.;;;;;;;;;;;;1;;;;;;1
FIN;C72 Sound & Motion;;;;;;;;;;;;1;;;;;;1
FIN;CadeauMakelaar B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Cadexpress B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Café Bloemers - Brill;;;;;;;;;;;;1;;;;;;1
FIN;Café Restaurant 't Berghoes;;;;;;;;;;;;1;;;;;;1
FIN;Café Restaurant van Puffelen Café Restaurant;;;;;;;;;;;;1;;;;;;1
FIN;Café Zuid;;;;;;;;;;;;1;;;;;;1
FIN;Capricorn Field Productions B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Carel Lurvink B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Carlton Ambassador Hotel B.V.;;;;;;;;;;;;1;;;;;;1
FIN;CED Holding B.V.;;;;;;;;;;;;1;;;;;;1
FIN;CED Nederland B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Centraal Bureau voor Genealogie;;;;;;;;;;;;1;;;;;;1
FIN;Central Point Software;;;;;;;;;;;;1;;;;;;1
FIN;Central Veterinary Institute of Wageningen UR;;;;;;;;;;;;1;;;;;;1
FIN;Certin Incasso B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Chez Ria;;;;;;;;;;;;1;;;;;;1
FIN;Chinees en Wok Restaurant Fong Shou;;;;;;;;;;;;1;;;;;;1
FIN;Chinees Indisch Restaurant Tai Soen;;;;;;;;;;;;1;;;;;;1
FIN;Chinees Restaurant Golden Duck;;;;;;;;;;;;1;;;;;;1
FIN;Christoffel's Croiss. en Petite Mangerie;;;;;;;;;;;;1;;;;;;1
FIN;Clanor B.V.;;;;;;;;;;;;1;;;;;;1
FIN;CMS Derks Star Busmann;;;;;;;;;;;;2;;;;;;2
FIN;CNV Connectief;;;;;;;;;;;;1;;;;;;1
FIN;Communicatie Noord Nederland;;;;;;;;;;;;1;;;;;;1
FIN;Coniche IN consultancy & projects B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Conrad Electronic Benelux B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Coolblue B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Coöperat. Rabobank Amersfoort en omstreken UA;;;;;;;;;;;;1;;;;;;1
FIN;Coöperatief Eigenwijzer UA;;;;;;;;;;;;1;;;;;;1
FIN;Copy House Nederland;;;;;;;;;;;;1;;;;;;1
FIN;Cornelese Technical Systems B.V.;;;;;;;;;;;;3;;;;;;3
FIN;Corpus Hotel C.V.;;;;;;;;;;;;1;;;;;;1
FIN;Creightons Restaurant;;;;;;;;;;;;1;;;;;;1
FIN;CRKL V.O.F.;;;;;;;;;;;;1;;;;;;1
FIN;Cryotrans;;;;1;;;;;;;;;;;;;;1
FIN;D.B.N. Toeristisch Nederland;;;;;;;;;;;;1;;;;;;1
FIN;Dais Design;;;;;;;;;;;;1;;;;;;1
FIN;Danscafe Happy Days;;;;;;;;;;;;1;;;;;;1
FIN;De Bazar Amsterdam B.V.;;;;;;;;;;;;1;;;;;;1
FIN;De BBQ-Brandtweer;;;;;;;;;;;;1;;;;;;1
FIN;De Beren Heenvliet B.V.;;;;;;;;;;;;1;;;;;;1
FIN;De Bisschopsmolen;;;;;;;;;;;;1;;;;;;1
FIN;De Boom in B.V.;;;;;;;;;;;;1;;;;;;1
FIN;De Branding Utrecht B.V.;;;;;;;;;;;;1;;;;;;1
FIN;De Coockpit;;;;;;;;;;;;1;;;;;;1
FIN;De Correspondent B.V.;;;;;;;;;;;;1;;;;;;1
FIN;De Galan Groep B.V.;;;;;;;;;;;;1;;;;;;1
FIN;De Gebouwengids;;;;;;;;;;;;1;;;;;;1
FIN;De Gelderlander;;;;;;;;;;;;1;;;;;;1
FIN;De Graaf Communicatie;;;;;;;;;;;;1;;;;;;1
FIN;De Grasschoppers;;;;;;;;;;;;1;;;;;;1
FIN;De Groene Weide;;;;;;;;;;;;1;;;;;;1
FIN;De Haas Diesel Vastgoed B.V.;;;;;;;;;;;;2;;;;;;2
FIN;De Koffiemolen Alkmaar;;;;;;;;;;;;1;;;;;;1
FIN;De kookstudio van Zwolle;;;;;;;;;;;;1;;;;;;1
FIN;De Korenbeurs;;;;;;;;;;;;1;;;;;;1
FIN;De Lekkernij;;;;;;;;;;;;1;;;;;;1
FIN;De Lichtboei;;;;;;;;;;;;1;;;;;;1
FIN;De Limonadefabriek;;;;;;;;;;;;1;;;;;;1
FIN;De Mexicaan;;;;;;;;;;;;1;;;;;;1
FIN;De Peperbus;;;;;;;;;;;;2;;;;;;2
FIN;De RechtRotonde;;;;;;;;;;;;1;;;;;;1
FIN;De Rede van Batavia Haven B.V.;;;;;;;;;;;;1;;;;;;1
FIN;De Sfeerstal;;;;;;;;;;;;1;;;;;;1
FIN;De tinnen beker;;;;;;;;;;;;1;;;;;;1
FIN;De Twirre;;;;;;;;;;;;1;;;;;;1
FIN;De Vereniging De Jonge Balie Te Gelderland;;;;;;;;;;;;1;;;;;;1
FIN;De Vrolijke Pater B.V.;;;;;;;;;;;;1;;;;;;1
FIN;De Witte Hoeve B.V.;;;;;;;;;;;;1;;;;;;1
FIN;De Zaak Onder De Linden;;;;;;;;;;;;1;;;;;;1
FIN;'De Zeemeeuw' Strandpaviljoen;;;;;;;;;;;;1;;;;;;1
FIN;DeJong boekingen;;;;;;;;;;;;2;;;;;;2
FIN;Delta Berging & Transport B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Delta International Promotioneel B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Delta International Uniformuitrustingen B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Demontage Werkplaats Zeeland (D.W.Z.) B.V.;;;;;;;;;;;;3;;;;;;3
FIN;Deskbookers;;;;;;;;;;;;1;;;;;;1
FIN;Dierenhotel Arbina;;;;;;;;;;;;1;;;;;;1
FIN;Dierenhotel Dijkzicht;;;;;;;;;;;;1;;;;;;1
FIN;Dierenkliniek den Otter;;;;;;;;;;;;1;;;;;;1
FIN;Dierenpark 'Amersfoort' Holding B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Dierenpension Lindehoeve;;;;;;;;;;;;1;;;;;;1
FIN;Digidentity B.V.;;;;;;;;;;;;1;;;;;;1
FIN;Dijkstra-Vereenigde B.V.;;;;;;;;;;;;2;;;;;;2
FIN;Dikke van Dale;;;;;;;;;;;;1;;;;;;1
